ImageDocumentName::Image Name,ParentID::ID of the parent!!I,ID::ID!!I,Area::Area!!R,CenterX1::Center X Unscaled!!R,CenterY1::Center Y Unscaled!!R,ImageIndexZ::Image Index Z!!I,Classes 5 RegionsCount ::Classes 5 Count!!I,Classes 9 RegionsCount ::Classes 9 Count!!I,IntensityMaximum_TV1-T1-SR::Intensity Maximum of channel 'TV1-T1-SR'!!R,IntensityMaximum_TV2-T2-SR::Intensity Maximum of channel 'TV2-T2-SR'!!R,IntensityMaximum_TV2-T3-SR::Intensity Maximum of channel 'TV2-T3-SR'!!R,IntensityMean_TV1-T1-SR::Intensity Mean Value of channel 'TV1-T1-SR'!!R,IntensityMean_TV2-T2-SR::Intensity Mean Value of channel 'TV2-T2-SR'!!R,IntensityMean_TV2-T3-SR::Intensity Mean Value of channel 'TV2-T3-SR'!!R,IntensityMinimum_TV1-T1-SR::Intensity Minimum of channel 'TV1-T1-SR'!!R,IntensityMinimum_TV2-T2-SR::Intensity Minimum of channel 'TV2-T2-SR'!!R,IntensityMinimum_TV2-T3-SR::Intensity Minimum of channel 'TV2-T3-SR'!!R,IntensitySum0_TV1-T1-SR::Intensity Pixel Count of channel 'TV1-T1-SR'!!R,IntensitySum0_TV2-T2-SR::Intensity Pixel Count of channel 'TV2-T2-SR'!!R,IntensitySum0_TV2-T3-SR::Intensity Pixel Count of channel 'TV2-T3-SR'!!R,IntensityRange_TV1-T1-SR::Intensity Range of channel 'TV1-T1-SR'!!R,IntensityRange_TV2-T2-SR::Intensity Range of channel 'TV2-T2-SR'!!R,IntensityRange_TV2-T3-SR::Intensity Range of channel 'TV2-T3-SR'!!R,IntensityStd_TV1-T1-SR::Intensity Standard Deviation of channel 'TV1-T1-SR'!!R,IntensityStd_TV2-T2-SR::Intensity Standard Deviation of channel 'TV2-T2-SR'!!R,IntensityStd_TV2-T3-SR::Intensity Standard Deviation of channel 'TV2-T3-SR'!!R,IntensitySum1_TV1-T1-SR::Intensity Sum of channel 'TV1-T1-SR'!!R,IntensitySum1_TV2-T2-SR::Intensity Sum of channel 'TV2-T2-SR'!!R,IntensitySum1_TV2-T3-SR::Intensity Sum of channel 'TV2-T3-SR'!!R,IntensitySum2_TV1-T1-SR::Intensity Sum Squares of channel 'TV1-T1-SR'!!R,IntensitySum2_TV2-T2-SR::Intensity Sum Squares of channel 'TV2-T2-SR'!!R,IntensitySum2_TV2-T3-SR::Intensity Sum Squares of channel 'TV2-T3-SR'!!R
,,,"nm²","pixel","pixel",,"#","#","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","pixel²","pixel²","pixel²","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown²","Unknown²","Unknown²"
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,123909072.62065,439.00775776172,380.13797902795,7,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,125370065.76659,439.5262691,383.66238227363,8,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,121671038.85449,441.20386566804,375.85119594105,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,124164819.91179,442.98745610228,377.68517933946,10,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,123488706.38348,440.78003173973,376.87957548106,11,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,123847340.51589,442.57307482337,379.90131813183,12,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,127145598.6844,445.00736376458,380.12788905416,13,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",4,5,35275.48843329,317.91666666667,414.83333333333, , , ,1081,2666,2759,398.38888888889,1913.6666666667,909.11111111111,0,1082,0,36,36,36,1081,1584,2759,302.10530593324,423.15846407024,968.54025000153,14342,68892,32728,8908060,138103532,62585846
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,126580210.99479,440.5151416628,379.67964855241,14,0,2, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",4,5,41154.736505505,317.71428571429,414.47619047619, , , ,1003,3959,3081,226.30952380952,2667.1428571429,1060.4285714286,0,1387,0,42,42,42,1003,2572,3081,291.28173337813,673.30501084625,1034.4589759011,9505,112020,44538,5629719,317360268,91103688
"Image 4_SIM_Channel Alignment_P1-1.czi",4,6,30376.115039778,433.91935483871,446.75806451613, , , ,382,2735,1605,94.129032258065,2195,346.93548387097,0,1575,0,31,31,31,382,1160,1605,133.2230565469,302.10263156749,415.17971494152,2918,68045,10755,807120,152096755,8902517
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,123459310.14312,440.65339497599,378.20406762173,15,0,3, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",4,5,26456.616324968,537.57407407407,337.90740740741, , , ,1093,1530,2043,319.14814814815,1215.7037037037,582.2962962963,0,924,0,27,27,27,1093,606,2043,360.87102998842,179.11487822384,665.7383301392,8617,32824,15722,6136025,40738394,20678258
"Image 4_SIM_Channel Alignment_P1-1.czi",4,6,45074.235220315,316.86956521739,414.39130434783, , , ,893,5481,3038,106.45652173913,3570.2173913044,957.15217391304,0,2080,0,46,46,46,893,3401,3038,201.39852217506,1021.971230581,992.89484656156,4897,164230,44029,2346579,633335936,86505261
"Image 4_SIM_Channel Alignment_P1-1.czi",4,7,56832.731364745,432.96551724138,446.72413793103, , , ,683,4680,2831,146.63793103448,2938.3103448276,539.18965517241,0,1632,0,58,58,58,683,3048,2831,167.43343252012,859.65242276241,652.00636249443,8505,170422,31273,2845091,542875856,41093479
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,124682193.74214,438.93060129044,379.33074118026,16,0,6, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",4,5,46054.109899018,405.20212765957,260.03191489362, , , ,435,2317,2642,79.617021276596,1397.6808510638,1309.3617021277,0,592,22,47,47,47,435,1725,2620,105.47440513585,502.1938005601,747.3994166887,3742,65691,61540,809670,103416189,106273990
"Image 4_SIM_Channel Alignment_P1-1.czi",4,6,42134.611184208,536.68604651163,337.8488372093, , , ,1052,2280,1599,322.44186046512,1544.9767441861,413.97674418605,0,825,0,43,43,43,1052,1455,1599,361.76915175062,412.28899297944,486.15250832537,13865,66434,17801,9967487,109778238,17295659
"Image 4_SIM_Channel Alignment_P1-1.czi",4,7,39194.9871481,489.125,371.85, , , ,1044,2070,2090,419,1379.475,620.925,0,682,0,40,40,40,1044,1388,2090,323.49097399527,391.75489377272,608.52551460319,16760,55179,24837,11103650,82103455,29863743
"Image 4_SIM_Channel Alignment_P1-1.czi",4,8,50953.48329253,316.59615384615,414.42307692308, , , ,870,7282,2598,104.98076923077,4313.4230769231,835.07692307692,0,1892,3,52,52,52,870,5390,2595,223.26590937623,1553.0197194076,801.43547307081,5459,224298,43424,3115321,1090497552,69019620
"Image 4_SIM_Channel Alignment_P1-1.czi",4,9,49973.608613828,491.91176470588,418.8137254902, , , ,1251,2459,1284,638.45098039216,1423.862745098,382.11764705882,39,646,0,51,51,51,1212,1813,1284,246.28961112686,540.27496775653,355.63805460377,32561,72617,19488,23821531,117991493,13770630
"Image 4_SIM_Channel Alignment_P1-1.czi",4,10,48993.733935125,431.66,446.36, , , ,1136,7238,1528,203.26,4672.32,342.22,0,2335,0,50,50,50,1136,4903,1528,288.96005020114,1358.6512736038,395.39679321111,10163,233616,17111,6157129,1181979440,13516319
"Image 4_SIM_Channel Alignment_P1-1.czi",1,2,124852691.93624,440.47956316661,381.28555451784,17,0,7, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 4_SIM_Channel Alignment_P1-1.czi",4,5,25476.741646265,404.73076923077,259.96153846154, , , ,234,2711,2680,23.538461538462,2006.2307692308,1688.1923076923,0,850,473,26,26,26,234,1861,2207,60.209122743472,470.17709920347,650.20563019591,612,52162,43893,105034,110175672,84669009
"Image 4_SIM_Channel Alignment_P1-1.czi",4,6,42134.611184208,536.8488372093,337.8488372093, , , ,1370,3321,1472,267.53488372093,2115.6744186047,420.90697674419,0,857,0,43,43,43,1370,2464,1472,350.10429390582,690.97542237768,463.32821925681,11504,90974,18099,8225788,212524140,16634263
"Image 4_SIM_Channel Alignment_P1-1.czi",4,7,59772.355400853,488.20491803279,371.40163934426, , , ,1001,3007,2200,399.86885245902,1680.3606557377,557.83606557377,0,545,0,61,61,61,1001,2462,2200,348.59558590674,669.04835482415,684.59932759554,24392,102502,34028,17044734,199097870,47102620
"Image 4_SIM_Channel Alignment_P1-1.czi",4,8,52913.232649935,417.7962962963,377.77777777778, , , ,903,2445,2686,313.66666666667,1364.1481481482,1106.7222222222,0,505,0,54,54,54,903,1940,2686,260.97560068126,538.62191056777,778.56126179305,16938,73664,59763,8922624,115864628,98267395
