m_id,image,area_sum,area_min,area_max,x_mean,y_mean,z_mean,z_min,z_max,class,max_red_mean,max_green_mean,max_dapi_mean,mean_red_mean,mean_red_var,mean_green_mean,mean_green_var,mean_dapi_mean,mean_dapi_var,min_red_mean,min_green_mean,min_dapi_mean,pixsum_red_sum,pixsum_green_sum,pixsum_dapi_sum,range_red_mean,range_green_mean,range_dapi_mean,std_red_mean,std_green_mean,std_dapi_mean,sum_red_sum,sum_green_sum,sum_dapi_sum,sum2_red_mean,sum2_green_mean,sum2_dapi_mean,group,exp,treat,part,counts_
id_10006,8,55851,23516,32335,7858.0,7730.0,2762.5,2720,2805,red,6541.5,3103.5,7312.0,5533.176136363651,28060.26659348532,1029.70265151517,31923.09349891702,5686.5359848485,20337.013953448986,4362.0,0.0,4759.0,57.0,57.0,57.0,2179.5,3103.5,2553.0,601.99872863493,1015.27751490463,638.50275237937,314325.0,57556.0,323225.0,877241653.5,57206302.0,928067834.5,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,2
id_10008,8,105824,25476,27436,5491.75,6639.25,2932.5,2805,3060,red,7237.5,112.0,5317.25,5853.0036884412,13143.834898923373,14.624160561660698,181.18198727222034,3795.7534086284004,171132.83971090263,4113.75,0.0,1843.25,108.0,108.0,108.0,3123.75,112.0,3474.0,844.6218615022001,30.423456056771077,867.8285749287301,631860.0,1580.0,409797.0,943058313.0,46087.0,413752897.25,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,4
id_10009,8,834845,37235,90148,6067.583333333333,8821.583333333334,3697.5,3230,4165,red,11308.75,702.6666666666666,8775.583333333334,6451.610569406225,248330.48760122064,230.25918142643715,9665.733537708442,7022.429120936774,329548.088829444,2739.5833333333335,0.08333333333333333,4899.75,852.0,852.0,852.0,8569.166666666666,702.5833333333334,3875.8333333333335,2305.3712031442706,169.215641514921,980.0494666884251,5540249.0,199293.0,5997152.0,3462581764.9166665,6706580.75,3611901353.8333335,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,12
id_10011,8,355689,25476,51933,4770.333333333333,1961.4444444444443,3825.0,3485,4165,red,8491.555555555555,3537.5555555555557,7480.111111111111,5511.081671968355,400652.83305966563,644.4151614338477,26933.925788483775,6828.989762562457,177143.2489333771,2723.3333333333335,2.888888888888889,5813.555555555556,363.0,363.0,363.0,5768.222222222223,3534.6666666666665,1666.5555555555557,1619.2074784985134,901.5102967830444,407.33632243574107,2025277.0,242722.0,2462411.0,1382472916.3333333,60782276.44444445,1867785754.3333333,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,9
id_10013,8,743718,22537,95047,5758.909090909091,2012.1818181818182,4080.0,3655,4505,red,8510.818181818182,526.6363636363636,2076.090909090909,5110.267417542354,94060.90761053519,136.5992768097019,16618.93711678084,612.4793509004018,53159.1381475094,2302.181818181818,0.0,56.81818181818182,759.0,759.0,759.0,6208.636363636364,526.6363636363636,2019.2727272727273,1668.2484047643375,153.8808716130723,537.8382245345891,3842651.0,79885.0,485440.0,2001389299.909091,3041748.8181818184,56364313.63636363,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,11
id_10014,8,274361,23516,75450,5478.857142857143,7848.857142857143,3995.0,3740,4250,red,9228.57142857143,2000.857142857143,4447.428571428572,7303.282551707543,174456.05496861303,568.74645777503,4087.19277254579,2658.395829038686,79975.4819439734,4999.857142857143,16.428571428571427,1445.857142857143,280.0,280.0,280.0,4228.714285714285,1984.4285714285713,3001.5714285714284,1145.34834214365,579.3287906124914,775.2625334186487,2010976.0,162285.0,765426.0,2135616642.5714285,30268310.714285713,328752179.71428573,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,7
id_10015,8,64671,29396,35275,7796.0,7917.0,3867.5,3825,3910,red,7528.0,768.0,8229.5,5859.7861111111,43010.81557097466,329.680555555555,1218.2596450616752,6591.92777777775,4456.728950616204,4071.5,0.0,5207.5,66.0,66.0,66.0,3456.5,768.0,3022.0,959.8890946747099,213.342871352245,830.33559746025,385866.0,21907.0,434784.0,1158909721.0,5129773.5,1454838805.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,2
id_10017,8,435060,21557,59772,6488.8,7780.2,4462.5,4080,4845,red,10309.1,1670.9,2145.1,7959.360019570481,176693.85895581736,666.3670709548448,15578.108598304922,1125.441637236477,816825.3322061352,5305.9,64.5,440.0,444.0,444.0,444.0,5003.2,1606.4,1705.1,1322.704543754095,431.70468491979807,495.66579831833485,3554112.0,287955.0,432105.0,2942830739.4,28632443.5,79775875.9,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,10
id_10018,8,93086,21557,25476,4897.0,8030.75,4292.5,4165,4420,red,7673.25,465.25,5835.5,6459.57769268775,19766.458927229167,78.15282634032626,109.52077398854404,3931.45559060505,27994.749882286516,4364.0,0.0,1489.5,95.0,95.0,95.0,3309.25,465.25,4346.0,874.549807345935,128.4009411435025,1213.5309932395849,613698.0,7471.0,374314.0,1009225960.5,526937.25,403758968.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,4
id_1002,28,342951,24496,52913,5975.222222222223,3795.8888888888887,2465.0,2125,2805,red,15409.444444444445,659.0,16541.444444444445,10968.021477440443,730293.9730634679,60.30983127725743,2784.0643871751804,13442.591727135667,153276.8448229723,5497.666666666667,0.0,11135.222222222223,350.0,350.0,350.0,9911.777777777777,659.0,5406.222222222223,2767.4470312784224,145.71662611916457,1407.830686919519,3841743.0,24961.0,4721507.0,5040573431.444445,1807803.2222222222,7163133545.444445,MEF2D-MEF2C-VHL-G1--28--4-4,MEF2D-MEF2C,VHL,4-4,9
id_10020,8,45074,22537,22537,5520.5,8368.5,4292.5,4250,4335,red,6704.5,119.5,5495.0,5654.2391304348,1269.641776936308,13.500000000000101,72.52268431002176,3451.8260869565,171392.39697544585,4344.0,0.0,1688.5,46.0,46.0,46.0,2360.5,119.5,3806.5,653.0374359162199,32.137422588814005,1068.8432437873,260095.0,621.0,158784.0,744740553.5,30801.5,301200165.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,2
id_10022,8,250843,22537,42134,4324.875,7595.375,5142.5,4845,5440,red,7797.125,577.75,7660.0,6428.0781494378125,19768.38528106044,239.27761248356498,718.2407008433236,6149.3807862776375,56234.047999090006,4461.25,5.625,4534.75,256.0,256.0,256.0,3335.875,572.125,3125.25,893.4380296113626,177.74575832645,858.0670461783739,1647615.0,60964.0,1571631.0,1351246079.875,2851499.75,1232471117.875,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,8
id_10023,8,94067,28416,35275,6529.333333333333,6098.0,5015.0,4930,5100,red,7531.0,1045.0,11117.0,5991.488711737333,1142.2476014058298,393.1754933465167,6606.907435148307,9422.8141556462,71536.05170486112,3968.0,4.333333333333333,6318.0,96.0,96.0,96.0,3563.0,1040.6666666666667,4799.0,1027.6045184097566,294.16281540309666,1346.5474786919,575294.0,37345.0,902673.0,1181979084.6666667,7721463.0,2889278855.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,3
id_10024,8,95046,29396,33315,6353.666666666667,7906.666666666667,5015.0,4930,5100,red,8226.0,3352.3333333333335,257.6666666666667,7058.721390374333,1558.006666760938,1312.5499702911668,29320.61141266285,14.170409982174617,161.21605510912457,5823.333333333333,514.6666666666666,0.0,97.0,97.0,97.0,2402.6666666666665,2837.6666666666665,257.6666666666667,693.49142043529,759.5537373899666,49.72228488327997,684787.0,127671.0,1340.0,1626799848.3333333,77297199.66666667,120770.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,3
id_10025,8,219489,26456,44094,5858.166666666667,6009.333333333333,5227.5,5015,5440,red,9359.666666666666,1174.5,8850.666666666666,7490.525343058683,32346.548339318186,212.20592196946333,867.090308751852,6281.394552579967,2852130.378910152,4952.833333333333,0.6666666666666666,3428.8333333333335,224.0,224.0,224.0,4406.833333333333,1173.8333333333333,5421.833333333333,1193.322087608435,320.546512298125,1397.2165371426565,1679009.0,46767.0,1425148.0,2153990560.5,5854076.5,1665650783.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,6
id_10026,8,301796,21557,42134,5982.666666666667,7771.0,5780.0,5440,6120,red,9447.111111111111,1472.0,5164.444444444444,7744.16298816109,111525.94706151295,788.0593130733323,6068.140655502209,3726.2689954721445,176513.6632718829,5283.333333333333,44.0,2251.4444444444443,308.0,308.0,308.0,4163.777777777777,1428.0,2913.0,1120.3115802568566,443.1240978344567,803.1024829744255,2391271.0,242244.0,1164227.0,2110367237.2222223,28349334.888888888,515839346.5555556,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,9
id_10028,8,470334,24496,59772,1787.0,5139.6,6077.5,5695,6460,red,8922.4,839.2,8250.0,5821.225505853449,93571.4915282952,258.670405336792,14084.143548403408,7156.26158118403,140827.38408380933,2910.0,0.0,5785.7,480.0,480.0,480.0,6012.4,839.2,2464.3,1691.7534078735498,258.406004943057,668.206516941175,2813486.0,127079.0,3442132.0,1797108723.0,7355810.3,2494851994.2,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,10
id_10029,8,66631,21557,22537,7475.333333333333,8102.333333333333,5780.0,5695,5865,red,7176.666666666667,1109.3333333333333,2885.0,5804.996706192366,129149.10443194126,196.7707509881433,11514.428845943581,1983.1548089591668,84641.0155303501,4434.0,0.0,1430.0,68.0,68.0,68.0,2742.6666666666665,1109.3333333333333,1455.0,836.08890385111,314.32527978276,436.45569578468667,395110.0,13260.0,134627.0,782365211.3333334,3321224.0,94511437.66666667,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,3
id_1003,28,905396,20577,81329,3569.4117647058824,4650.470588235294,2805.0,2125,3485,red,17949.882352941175,916.8823529411765,13670.823529411764,12665.302467340463,3602415.981689068,105.16971356301472,13260.735250153546,8757.58942399846,10159219.058892429,6218.294117647059,0.23529411764705882,3311.470588235294,924.0,924.0,924.0,11731.588235294117,916.6470588235294,10359.35294117647,3081.628636842088,203.18757780500493,2802.861923187536,11736266.0,93404.0,8149247.0,9521936791.294117,5089811.882352941,5250291287.117647,MEF2D-MEF2C-VHL-G1--28--4-4,MEF2D-MEF2C,VHL,4-4,17
id_10031,8,165596,22537,31355,5699.833333333333,8127.0,6162.5,5950,6375,red,8846.833333333334,786.0,3520.6666666666665,7092.237291115866,29245.4650611191,408.43405283245494,335.96503277196916,2518.9925819012333,9354.528015760987,5103.5,0.16666666666666666,1736.8333333333333,169.0,169.0,169.0,3743.3333333333335,785.8333333333334,1783.8333333333333,1058.4089596581532,249.368957574535,433.19423513425,1197917.0,69227.0,425425.0,1447021436.5,6428579.5,183851311.5,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,6
id_10032,8,93087,21557,27436,5174.25,2826.5,6247.5,6120,6375,red,8188.0,610.0,4825.25,6604.15591473745,42855.21843263099,373.2146033314525,15415.749204757007,3897.725049407125,456151.8436837178,4950.0,217.75,3201.0,95.0,95.0,95.0,3238.0,392.25,1624.25,991.688517335865,125.6306111266625,440.2990947369725,627605.0,35000.0,367992.0,1059789926.75,3847240.0,368697858.0,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,4
id_10034,8,240063,21557,36255,5649.0,5133.444444444444,7310.0,6970,7650,red,7266.888888888889,1070.5555555555557,8433.777777777777,6017.556069172322,82938.86762503302,323.0585475492378,13962.423221107065,6842.497360297678,1415765.4074029755,4281.777777777777,0.0,5356.444444444444,245.0,245.0,245.0,2985.1111111111113,1070.5555555555557,3077.3333333333335,797.667751004969,340.3703904798922,901.8233596459445,1474443.0,81629.0,1677093.0,1005517092.3333334,6761509.666666667,1331238381.6666667,MEF2D-MEF2C-DMSO-G1--8--3-1,MEF2D-MEF2C,DMSO,3-1,9
id_10035,28,650634,69571,122484,8711.57142857143,3203.285714285714,425.0,170,680,red,13081.0,155.42857142857142,916.2857142857143,5497.917766788615,1324886.5329177913,23.433219276533002,29.34271047862515,123.83360478320257,1138.5683447787,631.7142857142857,0.0,0.0,664.0,664.0,664.0,12449.285714285714,155.42857142857142,916.2857142857143,3315.174073675328,36.22460356846658,214.76941820667713,3700396.0,15879.0,85541.0,4193349821.428571,193665.0,6524377.857142857,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,7
id_10036,28,214590,34295,48993,2407.0,3107.2,595.0,425,765,red,7799.6,265.2,1406.6,5130.645379509379,50514.5788395387,133.562923520922,79.48405738935477,522.5063578643579,7536.467260553876,2053.4,3.6,0.0,219.0,219.0,219.0,5746.2,261.6,1406.6,1605.1606972224201,83.06641980003118,478.14959601912994,1125632.0,29340.0,114287.0,1276486579.6,1099732.0,22305777.0,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,5
id_10037,28,142078,23516,32335,4283.6,4356.2,595.0,425,765,red,7326.4,101.2,2753.6,5696.67933333334,181219.17098266282,38.8693636363638,70.57974848943894,1886.9246363636398,39302.65744384406,3571.0,0.0,963.6,145.0,145.0,145.0,3755.4,101.2,1790.0,1017.9512384589659,31.334933636466406,491.000959093416,825491.0,5629.0,274064.0,972805598.2,74288.2,111141560.4,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,5
id_10038,28,437019,22537,51933,4301.363636363636,7106.090909090909,850.0,425,1275,red,10115.727272727272,412.45454545454544,3391.909090909091,7023.234322563174,115882.58813362612,218.2415711421264,907.004079905603,2312.7192987344,7426.736176821047,3966.2727272727275,5.454545454545454,949.0,446.0,446.0,446.0,6149.454545454545,407.0,2442.909090909091,1726.595184119011,132.02563317573708,760.5632081140473,3161532.0,95181.0,1025937.0,2179555013.4545455,2595463.909090909,240474952.8181818,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,11
id_10039,28,567342,22537,62711,4702.25,1793.3333333333333,977.5,510,1445,red,11375.833333333334,385.5833333333333,5018.333333333333,8039.390436381383,1024298.1401690885,72.30677644468308,1592.749939677777,3270.37253938205,60471.40602757986,4773.666666666667,0.25,2061.5,579.0,579.0,579.0,6602.166666666667,385.3333333333333,2956.8333333333335,1804.1927939756536,101.36933081407142,720.896155241965,4745125.0,41985.0,1909424.0,3464402547.4166665,1043380.25,556734958.0,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,12
id_1004,28,1015142,35275,84269,2944.375,5710.5625,2762.5,2125,3400,red,21242.25,6661.25,8316.0625,12529.703264164815,5151403.140336567,1181.1468804263502,61866.44542974678,5543.407563145124,1273249.8160742656,5509.3125,27.5625,2249.5,1036.0,1036.0,1036.0,15732.9375,6633.6875,6066.5625,4260.05559889505,1497.2500217583672,1563.0137815440364,13168916.0,1247737.0,5895023.0,12068042997.25,302155373.5625,2326510451.4375,MEF2D-MEF2C-VHL-G1--28--4-4,MEF2D-MEF2C,VHL,4-4,16
id_10040,28,726079,31355,83289,5521.357142857143,2240.3571428571427,1062.5,510,1615,red,14625.57142857143,258.7142857142857,6277.428571428572,10765.53731217407,2436019.8385581896,20.2142094768333,107.07097235417471,4561.482566854135,3017552.142275219,6120.142857142857,0.0,2199.4285714285716,741.0,741.0,741.0,8505.42857142857,258.7142857142857,4078.0,2235.1230703462497,50.56631872549219,1138.658847540272,7953420.0,16212.0,3499432.0,6458125311.0,231235.85714285713,1404116857.142857,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,14
id_10041,28,110724,21557,32335,3608.75,4151.5,637.5,510,765,red,7471.75,199.25,2915.75,5714.760087433449,3350.5660624934067,41.48410177039225,729.0959470154361,1427.24412132075,105331.8457689802,3573.75,0.0,314.75,113.0,113.0,113.0,3898.0,199.25,2601.0,1200.4552785700976,63.87292188393825,767.24209262829,645765.0,4804.0,165601.0,962651569.75,204280.5,80209088.75,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,4
id_10043,28,207730,26456,52913,8073.0,5587.8,680.0,510,850,red,10647.6,98.0,5044.6,7879.620551038839,47964.51189191631,11.77418066847334,49.64789471705484,4043.7365925926,182284.9607485975,5081.0,0.0,3019.6,212.0,212.0,212.0,5566.6,98.0,2025.0,1486.66203882928,23.8936542709435,507.68400893649795,1675869.0,2469.0,854355.0,2744539251.8,35778.6,705126655.8,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,5
id_10045,28,1467842,26456,122484,5325.736842105263,1114.3157894736842,1360.0,595,2125,red,13563.21052631579,925.2631578947369,6499.105263157895,8208.769532671959,1341973.507376952,203.1831581866538,7738.470021681548,2862.801806789532,1374675.8017888789,3253.1052631578946,0.0,81.05263157894737,1498.0,1498.0,1498.0,10310.105263157895,925.2631578947369,6418.0526315789475,2695.4656100520574,265.21015580048993,1750.3864460211266,12750550.0,345354.0,4335687.0,6534424481.789474,13202947.894736841,1049313424.0526316,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,19
id_10046,28,109744,23516,30376,6919.75,3403.5,722.5,595,850,red,9232.0,328.0,4450.5,7655.000276284374,45181.66104504465,96.30251642771898,104.98755685760437,3424.0847744922503,69205.24320989184,5346.0,0.0,2719.75,112.0,112.0,112.0,3886.0,328.0,1730.75,1031.5741360509,108.0233712490795,506.48691818094994,856446.0,10733.0,383906.0,1666907539.5,574820.75,337396957.0,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,4
id_10047,28,185194,29396,44094,9075.6,5204.6,850.0,680,1020,red,9979.0,246.6,3856.0,7904.4838921848595,38907.28608453244,60.63605581190959,66.98175572933307,3083.8637427671397,47191.2712886255,5355.6,0.0,2322.0,189.0,189.0,189.0,4623.4,246.6,1534.0,1294.80413444146,67.57342258281001,345.369559458084,1492663.0,11557.0,580615.0,2422150999.8,320184.2,363315210.6,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,5
id_10048,28,492869,27436,58792,8488.363636363636,6727.272727272727,1105.0,680,1530,red,12939.272727272728,343.0,6323.545454545455,8740.89435748039,790460.0947977239,68.07572280745268,6209.470373618889,4682.1019597128725,2291999.428979366,4944.909090909091,0.0,2959.2727272727275,503.0,503.0,503.0,7994.363636363636,343.0,3364.2727272727275,2190.2528869395182,79.37662739328715,842.5938592740999,4446916.0,30583.0,2314103.0,3852798795.2727275,757855.7272727273,1074987889.7272727,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,11
id_10049,28,747637,26456,77410,7028.7692307692305,8088.2307692307695,1190.0,680,1700,red,19689.53846153846,241.53846153846155,5785.461538461538,11368.569163007245,2549816.858938362,28.21868626185258,136.85977316459653,3780.2043254758155,1941450.940087701,4229.7692307692305,0.0,1253.7692307692307,763.0,763.0,763.0,15459.76923076923,241.53846153846155,4531.692307692308,4233.826913053893,58.599459132111754,1207.7902944634752,8807625.0,22634.0,2810828.0,9159625359.76923,307546.76923076925,981256053.2307693,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,13
id_1005,28,118563,20577,36255,1952.5,6079.25,2252.5,2125,2380,red,9997.75,2328.5,9877.75,8210.52906282905,53414.73334231379,804.7037264537274,4556.871450577579,7866.227620802625,933270.473875165,6086.75,109.0,6647.5,121.0,121.0,121.0,3911.0,2219.5,3230.25,1084.9739176731375,600.4538000158175,953.62895939228,992565.0,98584.0,959831.0,2073429647.25,32082610.0,1948267457.25,MEF2D-MEF2C-VHL-G1--28--4-4,MEF2D-MEF2C,VHL,4-4,4
id_10053,28,69570,29396,40174,7342.5,2803.0,977.5,935,1020,red,9632.5,236.0,3952.0,7895.78536585365,75571.34091611471,27.487804878049,1511.1588340273888,2267.9109756097496,16638.88414336486,6071.0,0.0,496.0,71.0,71.0,71.0,3561.5,236.0,3456.0,1044.577723208,64.482699986595,1021.21486660344,562739.0,2254.0,162025.0,2269401583.5,394599.0,220234193.5,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,2
id_10054,28,630051,22537,48993,4724.058823529412,3043.5882352941176,1615.0,935,2295,red,17552.70588235294,234.1764705882353,4708.529411764706,13186.549358354172,4574642.482911147,60.67798742945258,955.7861112365094,2666.4087427874115,132186.93157907174,8382.235294117647,0.0,898.5294117647059,643.0,643.0,643.0,9170.470588235294,234.1764705882353,3810.0,2507.175219941435,70.06463276105717,1049.6906470601664,8495898.0,37577.0,1685794.0,7022774418.117647,361203.5882352941,307043576.8235294,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,17
id_10058,28,793691,24496,97007,8036.083333333333,8323.916666666666,1402.5,935,1870,red,12007.333333333334,1129.1666666666667,6460.916666666667,8317.330235185967,419269.2794154162,170.82938698251485,9723.268854919626,4264.491907801317,635407.6110719466,5144.583333333333,0.0,2535.75,810.0,810.0,810.0,6862.75,1129.1666666666667,3925.1666666666665,1903.9884961215832,272.7874626921352,970.7340136024017,6749818.0,152844.0,3493530.0,4984835012.666667,10386995.166666666,1360382850.5,MEF2D-MEF2C-VHL-G1--28--3-2,MEF2D-MEF2C,VHL,3-2,12
