m_id,image,area_sum,area_min,area_max,x_mean,y_mean,z_mean,z_min,z_max,class,max_red_mean,max_green_mean,max_dapi_mean,mean_red_mean,mean_red_var,mean_green_mean,mean_green_var,mean_dapi_mean,mean_dapi_var,min_red_mean,min_green_mean,min_dapi_mean,pixsum_red_sum,pixsum_green_sum,pixsum_dapi_sum,range_red_mean,range_green_mean,range_dapi_mean,std_red_mean,std_green_mean,std_dapi_mean,sum_red_sum,sum_green_sum,sum_dapi_sum,sum2_red_mean,sum2_green_mean,sum2_dapi_mean,group,exp,treat,part,counts_
id_2295,8,210671,21557,46054,5638.0,6487.166666666667,3017.5,2805,3230,red,11821.666666666666,3021.1666666666665,3417.1666666666665,8926.184635589618,45240.84129846313,2007.95278863125,95143.85449715196,2411.2089269891835,9731.588287824536,5969.166666666667,559.0,1573.3333333333333,215.0,215.0,215.0,5852.5,2462.1666666666665,1843.8333333333333,1662.2971526586134,738.5076690729499,485.09343013909,1911864.0,424677.0,515837.0,2944101504.6666665,161841888.5,215842406.83333334,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,6
id_2296,8,47033,22537,24496,7488.5,7241.5,2847.5,2805,2890,red,8729.5,2523.5,12894.0,7405.800869565201,99209.17147975808,751.118260869565,659.6975364839453,11687.103478261,56459.10315454398,5667.5,3.5,9615.0,48.0,48.0,48.0,3062.0,2520.0,3279.0,886.918788518175,789.489612962665,890.55887838063,355033.0,36090.0,561317.0,1332722346.5,27921344.0,3300932921.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2297,8,48013,21557,26456,5336.5,7516.5,2847.5,2805,2890,red,10049.0,2318.5,6242.5,7991.2516835016995,30290.726015770182,1477.4638047138,137230.66591987526,4527.2904040404,38727.69392151597,5283.0,801.0,2045.0,49.0,49.0,49.0,4766.0,1517.5,4197.5,1392.1990569724,444.42757438750505,1136.3690964934,390956.0,71086.0,222533.0,1605107936.0,58012057.0,537133330.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2298,8,54871,23516,31355,6289.0,8183.0,2847.5,2805,2890,red,9552.0,3013.0,6485.5,7928.32291666665,19212.083550340656,982.6510416666499,897.3789605020554,5352.94270833335,30764.918022995163,5875.0,61.5,3925.0,56.0,56.0,56.0,3677.0,2951.5,2560.5,1088.2224502863,865.01397009163,737.559721320535,443202.0,54859.0,300757.0,1786672594.0,46944432.5,823001841.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_230,28,265540,20577,43114,4553.125,7228.25,5142.5,4845,5440,red,9369.875,247.25,140.875,7927.70906248225,13424.31765645667,83.792606047408,205.3627743741335,11.315803860773405,445.4723038841732,5965.75,0.0,0.0,271.0,271.0,271.0,3404.125,247.25,140.875,945.9044496533786,79.383554001086,32.156783724310166,2152046.0,22705.0,2402.0,2168928789.5,453261.375,106239.5,MEF2D-MEF2C-VHL-G1--28--2-5,MEF2D-MEF2C,VHL,2-5,8
id_2302,8,521287,23516,67611,7580.4,7815.0,3272.5,2890,3655,red,12630.1,2311.3,13505.1,8644.03635421336,281450.07804834016,631.9674256012229,18312.741637673033,9825.64068088042,6083265.970395346,4314.2,0.0,6857.2,532.0,532.0,532.0,8315.9,2311.3,6647.9,2161.7611725113397,747.256814537179,1937.8642916349302,4650880.0,339738.0,5097407.0,4368960418.8,52545163.6,5324150308.7,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,10
id_2303,8,155796,23516,39194,5852.0,9520.6,3145.0,2975,3315,red,12210.6,4748.4,8951.2,9183.148666666679,988184.2362241466,3105.72533333334,895582.3831880699,8341.22933333332,173516.7451841593,5723.6,1191.0,7307.4,159.0,159.0,159.0,6487.0,3557.4,1643.8,1796.3880047963198,1046.255457596228,448.708093192016,1486190.0,464762.0,1315099.0,2929206902.8,326898758.0,2185359921.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,5
id_2304,8,418401,21557,47033,5521.909090909091,1291.1818181818182,3485.0,3060,3910,red,10622.0,1508.4545454545455,9549.818181818182,7932.215220003228,255978.64435206322,367.5631787693445,113826.78069648286,4734.914357903927,811437.961174119,4970.545454545455,0.0,941.9090909090909,427.0,427.0,427.0,5651.454545454545,1508.4545454545455,8607.90909090909,1528.2201412731074,461.21372703294907,2454.5277586390907,3428137.0,143653.0,2018363.0,2612110899.909091,18323252.454545453,1141631496.2727273,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,11
id_2305,8,1137628,21557,124444,6493.714285714285,1931.9285714285713,3612.5,3060,4165,red,12035.857142857143,3255.785714285714,16773.64285714286,8527.231586174306,132442.92084065534,926.0203092859829,721418.6519775991,11524.837791244836,1941069.6076821478,4713.642857142857,71.42857142857143,4515.142857142857,1161.0,1161.0,1161.0,7322.214285714285,3184.3571428571427,12258.5,1788.0150929625997,926.3664661583558,3449.7230516554714,10027699.0,909324.0,13794906.0,6501846949.642858,178715629.85714287,12914151873.714285,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,14
id_2306,8,549703,21557,60752,7054.307692307692,2533.6153846153848,3570.0,3060,4080,red,11035.538461538461,473.15384615384613,11921.23076923077,8040.871120244123,193291.35818507554,79.86005231332325,1282.0365872670745,8373.184865145446,301674.18468422414,5278.692307692308,0.0,3715.230769230769,561.0,561.0,561.0,5756.846153846154,473.15384615384613,8206.0,1623.1880260994799,123.85882964728837,2123.188694115492,4559756.0,47035.0,4649673.0,2994827235.8461537,1303786.2307692308,3178444304.8461537,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,13
id_2307,8,149918,20577,35275,7546.6,3569.6,3230.0,3060,3400,red,7935.4,56.6,17232.0,6179.574888888879,201938.44195480115,5.676571428571376,53.47033664147035,12849.8054603174,15636.192557756,3613.6,0.0,8588.4,153.0,153.0,153.0,4321.8,56.6,8643.6,1188.732763911926,12.948842226154834,2739.28632776452,944968.0,901.0,1964139.0,1217845772.4,15455.0,5283261227.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,5
id_2309,8,864242,25476,80349,2661.875,5116.75,3697.5,3060,4335,red,15019.5625,1069.1875,6678.375,10952.402376056763,6845601.322306025,441.01674881883497,44491.419845991666,3665.1262168055882,325286.6020348392,6426.75,52.5625,1327.375,882.0,882.0,882.0,8592.8125,1016.625,5351.0,2270.8404190020265,289.6135734038987,1398.2067772092394,9712901.0,367121.0,3213925.0,7318321102.4375,15915674.9375,869586420.4375,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,16
id_231,28,238104,23516,34295,7192.25,6750.5,5227.5,4930,5525,red,16772.0,524.5,3.625,14390.894072384373,23584.68232909306,271.8271749755625,5798.156011406056,0.10357142857142874,0.08581632653061254,11722.0,71.5,0.0,243.0,243.0,243.0,5050.0,453.0,3.625,1407.99407763675,101.49864945021213,0.612736834678175,3499212.0,67777.0,29.0,6358759389.5,2868905.375,105.125,MEF2D-MEF2C-VHL-G1--28--2-5,MEF2D-MEF2C,VHL,2-5,8
id_2312,8,66631,21557,22537,3124.0,1729.3333333333333,3315.0,3230,3400,red,8125.666666666667,518.6666666666666,8701.666666666666,7021.186429512501,115171.25463734881,138.313570487484,1437.8168903329888,7219.667984189734,42003.72664782808,5141.666666666667,0.0,6178.333333333333,68.0,68.0,68.0,2984.0,518.6666666666666,2523.3333333333335,771.2731530194101,176.09077723919998,652.34543001278,477099.0,9368.0,490990.0,1130924204.3333333,1133712.0,1191618446.6666667,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_2313,8,503649,23516,59772,4723.0,2722.2727272727275,3655.0,3230,4080,red,14007.363636363636,2062.5454545454545,2419.090909090909,9744.409813242908,161169.17594675013,1015.0301927057482,134819.5446957712,1182.6652784918379,114125.3260803312,5102.818181818182,304.72727272727275,81.18181818181819,514.0,514.0,514.0,8904.545454545454,1757.8181818181818,2337.909090909091,2451.2850604709997,514.1135852554164,759.8581042018363,5038276.0,502194.0,599887.0,4806902909.090909,62088748.90909091,97489899.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,11
id_2314,8,579098,23516,53893,2521.0714285714284,2999.285714285714,3782.5,3230,4335,red,9388.714285714286,1878.5714285714287,8860.142857142857,7180.233138007328,302146.3529668606,1114.6319359664492,219579.42714713773,6102.119585454979,287570.47793823644,4418.0,318.7142857142857,4494.357142857143,591.0,591.0,591.0,4970.714285714285,1559.857142857143,4365.785714285715,1302.624914881699,480.18178114437706,1156.9879468862866,4249246.0,636476.0,3562809.0,2266975281.285714,66897685.85714286,1600792435.2142856,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,14
id_2316,8,507569,24496,48993,7642.2307692307695,7254.2307692307695,3740.0,3230,4250,red,11743.692307692309,1947.5384615384614,15454.461538461539,8359.090126285206,306238.4594024469,873.9815983972801,54171.56388950807,11428.50757715243,1234035.5719952306,5130.615384615385,108.3076923076923,9022.846153846154,518.0,518.0,518.0,6613.076923076923,1839.2307692307693,6431.615384615385,1850.5706269884924,465.4328102650483,1825.4798821480383,4370098.0,472624.0,5966627.0,3004107608.3076925,45832838.76923077,5457792329.923077,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,13
id_2318,8,279259,23516,48013,5337.125,9832.75,3527.5,3230,3825,red,10688.375,3940.125,7181.375,8648.6604407649,85713.06642194137,1085.9003191791126,245300.11516125608,3907.8921810916495,151989.22978470422,5807.625,0.0,2213.75,285.0,285.0,285.0,4880.75,3940.125,4967.625,1342.4028142231225,1199.4858505416926,1282.9962607028826,2459862.0,321758.0,1120604.0,2723388142.75,111384888.25,614552907.75,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,8
id_2319,8,1050416,29396,92108,5825.055555555556,1565.611111111111,4037.5,3315,4760,red,12434.722222222223,981.8888888888889,11324.833333333334,8688.634860157941,436286.43253354356,161.41748674380952,37659.36505449491,8081.239587321677,1789900.33580543,5145.222222222223,0.0,2679.6666666666665,1072.0,1072.0,1072.0,7289.5,981.8888888888889,8645.166666666666,1925.0845887073035,230.84028862168375,2239.2869913658164,9425271.0,221635.0,8820264.0,4882554629.944445,12066875.611111112,4402589312.777778,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,18
id_232,28,80349,22537,29396,3412.6666666666665,1550.3333333333333,5100.0,5015,5185,red,9051.0,47.0,4135.666666666667,7321.539280359833,2293.339786259983,6.1538397467932,43.6067321370121,3039.2736465101,83599.24258825567,5208.333333333333,0.0,1466.6666666666667,82.0,82.0,82.0,3842.6666666666665,47.0,2669.0,1079.0638663232,12.721352250850368,716.8852667114033,600514.0,527.0,247374.0,1497363529.3333333,10111.666666666666,263644318.0,MEF2D-MEF2C-VHL-G1--28--2-5,MEF2D-MEF2C,VHL,2-5,3
id_2320,8,161676,20577,27436,7519.714285714285,5574.428571428572,3570.0,3315,3825,red,8198.0,1201.857142857143,10396.142857142857,7270.533562555457,55904.77121256924,282.39036729316166,68452.52289729723,8228.800311500101,54384.56020403185,5767.428571428572,0.0,6306.285714285715,165.0,165.0,165.0,2430.5714285714284,1201.857142857143,4089.8571428571427,640.1972859775957,338.7947007062943,1193.2877824918428,1199852.0,46520.0,1357714.0,1257321813.142857,7121677.714285715,1629686824.2857144,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,7
id_2321,8,371368,20577,61732,7540.111111111111,6247.444444444444,3655.0,3315,3995,red,10605.222222222223,1679.3333333333333,6388.555555555556,8405.383023045622,166283.80356549792,1055.3116011313023,69548.4557995672,5284.716937956833,34658.14127174503,5938.333333333333,414.44444444444446,4494.666666666667,379.0,379.0,379.0,4666.888888888889,1264.888888888889,1893.888888888889,1309.6781034350224,304.0113057524466,558.7096870014744,3202938.0,426113.0,2004051.0,3091959831.7777777,59917721.44444445,1192215225.8888888,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,9
id_2322,8,97006,20577,27436,7409.25,7012.5,3442.5,3315,3570,red,10684.75,920.5,9983.75,8543.973228663424,36035.34139622521,535.5707384403025,137688.93244573087,6442.848056130675,104935.19090507536,5792.25,246.75,3766.25,99.0,99.0,99.0,4892.5,673.75,6217.5,1349.14202766845,225.7149454494525,1902.35547166365,844893.0,53227.0,639796.0,1848296116.75,10738177.75,1125197890.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,4
id_2323,8,112683,20577,32335,5351.0,8587.5,3442.5,3315,3570,red,12141.5,5370.25,5480.5,9607.030191073325,59628.276622077676,2245.49540859645,44435.82975572085,4091.23944222085,10636.340441420974,5965.75,347.75,2781.0,115.0,115.0,115.0,6175.75,5022.5,2699.5,1718.9237916067998,1200.533981671425,710.4812050676725,1101035.0,260988.0,469638.0,2721149415.75,192878587.0,494394787.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,4
id_2326,8,94066,22537,47033,4492.333333333333,3724.6666666666665,3485.0,3400,3570,red,14034.333333333334,2504.0,1996.6666666666667,10133.753212560367,1626185.1399585388,1348.9437077294667,42158.42312965596,1085.49629227052,165123.06214269044,5756.0,519.0,50.0,96.0,96.0,96.0,8278.333333333334,1985.0,1946.6666666666667,2341.3012458469666,530.8785908021399,674.4238423697566,961758.0,130033.0,105796.0,3425294497.3333335,68406627.66666667,56728265.333333336,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_2327,8,167556,21557,35275,6729.666666666667,5917.0,3612.5,3400,3825,red,9511.666666666666,934.5,6290.333333333333,7775.382587956866,22642.693046395645,177.72259918020833,8993.673616765625,3658.46499048455,284660.63752232934,5831.666666666667,0.0,1524.8333333333333,171.0,171.0,171.0,3680.0,934.5,4765.5,1063.4032296320117,270.32826369196,1374.6845823329168,1330108.0,32368.0,629995.0,1757005974.6666667,3948656.0,445226017.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,6
id_2328,8,420361,27436,48993,5325.4,8095.4,3782.5,3400,4165,red,12030.4,2442.5,9428.8,8978.49134032302,54014.56744246548,689.5731731963679,56728.09881328713,7683.518365200789,600209.6162281809,5548.3,0.0,5508.7,429.0,429.0,429.0,6482.1,2442.5,3920.1,1826.0799213971302,745.679686101118,1095.3130194772698,3864400.0,291829.0,3325779.0,3629222697.4,48556454.7,2653799319.3,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,10
id_2329,8,43114,20577,22537,4492.0,9259.0,3442.5,3400,3485,red,8670.5,1364.5,10464.0,7658.48964803315,22587.585100442746,867.5548654244351,4193.990492479127,8191.6904761905,5.7154195012933915,6109.5,316.5,6344.0,44.0,44.0,44.0,2561.0,1048.0,4120.0,752.68929611208,301.976669246665,1223.4134830564499,336761.0,38264.0,360431.0,1300883137.5,18639988.0,1507891994.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2330,8,73490,20577,30376,6607.333333333333,8685.333333333334,3570.0,3485,3655,red,10776.0,1294.6666666666667,10099.666666666666,8624.901222199966,170510.40534808717,710.2461764509434,16733.83578569393,7935.3692869387005,205321.66785091723,6200.333333333333,123.33333333333333,5895.0,75.0,75.0,75.0,4575.666666666667,1171.3333333333333,4204.666666666667,1267.27299675426,325.60388386743,1193.4453712136235,642750.0,52070.0,599907.0,1883255987.3333333,14793897.333333334,1639989206.3333333,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_2331,8,82309,36255,46054,3687.0,6955.5,3612.5,3570,3655,red,7112.0,201.5,546.5,5077.18142610695,153209.93127076956,95.8757906843,146.43223601168262,86.788671650374,274.94383343128055,2523.5,0.0,0.0,84.0,84.0,84.0,4588.5,201.5,546.5,1140.78732725815,72.2288477976245,144.226588782495,429251.0,7968.0,7173.0,1154182275.5,591739.0,1157602.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2333,8,529125,26456,58792,3728.9166666666665,903.9166666666666,4122.5,3655,4590,red,12053.833333333334,38.416666666666664,4402.333333333333,7857.11736887055,585506.3995935002,2.573130708653999,11.454147431660063,769.2849128222474,172460.44424120183,3633.6666666666665,0.0,0.0,540.0,540.0,540.0,8420.166666666666,38.416666666666664,4402.333333333333,2315.398031384009,7.593697902519925,1230.1470616069614,4309033.0,1666.0,421195.0,3164809067.4166665,8191.833333333333,114469751.08333333,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,12
id_2336,8,312576,20577,43114,6051.888888888889,6467.444444444444,3995.0,3655,4335,red,12490.666666666666,1478.6666666666667,5595.888888888889,9061.291885989265,115663.257739059,809.9162490530889,17907.39414839685,4642.366266384688,416455.22980975517,5121.333333333333,309.55555555555554,3788.5555555555557,319.0,319.0,319.0,7369.333333333333,1169.111111111111,1807.3333333333333,2001.0592785562778,337.93083579897666,479.9876083966967,2898384.0,251386.0,1488680.0,3077865813.3333335,26272651.777777776,791443651.3333334,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,9
id_2337,8,62711,26456,36255,3584.0,1239.5,3782.5,3740,3825,red,9222.0,1774.5,7584.0,7269.0765765766,1871.5072234408308,826.0990990990999,29168.74036198565,6763.2207207207,59935.95329112028,5308.0,38.0,4969.0,64.0,64.0,64.0,3914.0,1736.5,2615.0,1090.29403919481,528.465057729235,634.1610342562451,464915.0,54078.0,431115.0,1726850839.5,32130410.0,1465900721.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2338,8,329233,23516,41154,4249.9,1323.4,4122.5,3740,4505,red,9671.6,552.1,7977.5,7862.514104829059,47418.81226480613,168.7365026127418,4377.726749674801,5143.72284489819,198887.55507748693,5710.3,0.0,2494.5,336.0,336.0,336.0,3961.3,552.1,5483.0,1109.4032555820208,179.147878369241,1675.9964188257618,2640491.0,58892.0,1730796.0,2119281472.5,2302083.4,997965392.2,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,10
id_2341,8,88187,22537,34295,4502.0,3704.3333333333335,3825.0,3740,3910,red,15739.666666666666,2134.3333333333335,2689.6666666666665,11103.632608695667,33271.33971172666,1394.2822334368332,238.47817521318146,1576.7348731884001,155642.41631146884,6777.0,475.0,800.0,90.0,90.0,90.0,8962.666666666666,1659.3333333333333,1889.6666666666667,2607.3062063333,537.8363036554134,560.7484821554866,998166.0,125305.0,146209.0,3886109168.0,66441059.0,91623050.33333333,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_2342,8,48992,23516,25476,3064.5,2224.5,3867.5,3825,3910,red,10007.5,818.5,8179.5,7815.0592948718,41750.31151895918,591.13301282051,27.006538667003152,6016.745192307701,25823.466392378006,5683.0,336.0,3913.5,50.0,50.0,50.0,4324.5,482.5,4266.0,1324.5696149300002,118.25466083777499,1344.51808007945,390464.0,29564.0,300610.0,1567540957.0,9076748.0,948309653.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2343,8,71529,20577,27436,5787.666666666667,2454.3333333333335,3910.0,3825,3995,red,9492.0,531.3333333333334,5629.0,7794.081349206334,9073.29238708636,142.76587301587332,6235.622779667808,4661.367063492067,260.2158564809335,5471.666666666667,0.0,3036.0,73.0,73.0,73.0,4020.3333333333335,531.3333333333334,2593.0,1093.0125662897233,172.25092397602336,606.8145238645733,569546.0,9876.0,340305.0,1511280625.3333333,1252593.3333333333,538131439.6666666,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_2345,8,197933,28416,37235,4523.666666666667,3419.0,4122.5,3910,4335,red,13645.333333333334,3292.0,1915.5,10504.525989620333,45759.15166462776,1302.9532605537333,7929.571926527706,761.6572825665016,44444.40028600813,7423.666666666667,380.3333333333333,0.0,202.0,202.0,202.0,6221.666666666667,2911.6666666666665,1915.5,1718.3385418773998,865.1267575160467,558.1475896532701,2122183.0,262788.0,154919.0,3814124365.8333335,82931811.0,31288063.166666668,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,6
id_2346,8,284160,24496,40174,3363.75,4710.25,4207.5,3910,4505,red,12415.0,932.125,6176.5,9382.1034757749,184146.42498233408,598.1823764277125,40642.35336914857,5028.422968800775,271202.4796814526,5534.875,132.75,3793.375,290.0,290.0,290.0,6880.125,799.375,2383.125,1807.348565739525,246.92958396517378,579.7370165109263,2726653.0,175934.0,1452856.0,3328936472.375,16826054.0,930169379.25,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,8
id_2347,8,749599,34295,74470,5122.2307692307695,7490.0,4420.0,3910,4930,red,16028.384615384615,2304.230769230769,10321.23076923077,9926.546813742993,793695.6620180486,704.1708949149923,57222.2373911289,8258.909183994047,1058125.7929487762,4417.461538461538,4.461538461538462,5941.384615384615,765.0,765.0,765.0,11610.923076923076,2299.769230769231,4379.846153846154,3119.5897972702005,671.8633333874993,1097.3002999717007,7707166.0,540466.0,6232097.0,6678558069.692307,62260229.692307696,4023274114.230769,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,13
id_2349,8,1828430,21557,97007,6419.241379310345,2597.0689655172414,5185.0,3995,6375,red,15728.758620689656,1550.448275862069,8517.448275862069,10045.05371227713,2575339.4037201228,377.75127623367683,166370.97643809952,5307.597768935875,863753.1884816808,4915.068965517241,1.793103448275862,1965.5862068965516,1866.0,1866.0,1866.0,10813.689655172413,1548.655172413793,6551.862068965517,2914.636795724068,385.5561666019791,1780.0655749789414,18822105.0,644655.0,9987422.0,7409226359.137931,33531328.103448275,2148503901.9310346,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,29
id_2350,8,45073,21557,23516,7169.0,6649.0,4037.5,3995,4080,red,10517.0,2074.0,6344.0,8261.97348484845,78891.74383035004,1207.990530303,4089.2994217740243,4483.861742424249,51726.193533328136,6212.0,636.0,2976.5,46.0,46.0,46.0,4305.0,1438.0,3367.5,1288.4045259700001,377.93431645881503,921.0245698598151,380448.0,55658.0,205936.0,1611053905.0,36894366.0,480236360.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2352,8,57812,28416,29396,3114.0,2274.0,4122.5,4080,4165,red,9156.0,698.5,7222.5,7853.71091954025,78452.1579396327,286.262643678165,1512.9425611044214,5876.0775862069,27648.97755648186,6346.5,0.0,5162.5,59.0,59.0,59.0,2809.5,698.5,2060.0,821.58617306376,248.30785893111,585.175825662095,463567.0,16917.0,346571.0,1841570347.5,4205903.5,1028123778.5,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,2
id_2353,8,1771602,28416,136202,7247.6,3475.85,4887.5,4080,5695,red,12868.0,1688.8,10049.85,8277.76269819712,78526.85480133373,410.5909212855502,39816.03455015261,7035.188125495135,2081624.1012851216,3962.55,1.45,3998.85,1808.0,1808.0,1808.0,8905.45,1687.35,6051.0,2213.3746042283224,445.6082724195347,1534.933010588407,15083423.0,871927.0,13540814.0,6870983654.15,55390582.75,5563274934.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,20
id_2354,8,207731,29396,57812,7614.0,4078.6,4250.0,4080,4420,red,7634.6,4080.2,12857.6,6288.5608227424,235722.94183486458,1657.1422540400404,110989.47254777348,7852.059655358181,1231082.0696573188,4136.2,373.0,3448.6,212.0,212.0,212.0,3498.4,3707.2,9409.0,953.0770545528579,989.379232792254,2841.03300182128,1340395.0,358271.0,1650141.0,1742370551.8,168669445.4,2981219846.6,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,5
id_2355,8,146979,20577,30376,4989.5,4158.166666666667,4292.5,4080,4505,red,10641.0,10466.666666666666,2537.3333333333335,7943.492134478416,44588.609571839115,4604.481890913767,5853907.200731938,1702.213310524583,12604.314608445473,4857.166666666667,92.0,910.3333333333334,150.0,150.0,150.0,5783.833333333333,10374.666666666666,1627.0,1678.17110225675,3236.3429990320333,443.226325524995,1188556.0,725641.0,253318.0,1637147150.0,1047824417.1666666,76869962.0,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,6
id_2357,8,170494,20577,38215,3872.1666666666665,2755.1666666666665,4462.5,4250,4675,red,10922.833333333334,1225.6666666666667,3626.6666666666665,8891.431238345067,507411.3524267074,734.7102743783984,5388.786094041303,2314.1108412421,18680.91773684885,6239.333333333333,326.1666666666667,1428.3333333333333,174.0,174.0,174.0,4683.5,899.5,2198.3333333333335,1335.3969500413598,227.63918224014336,622.35663292653,1560021.0,126628.0,404041.0,2395754892.5,17144984.666666668,168139948.83333334,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,6
id_2359,8,68590,20577,25476,3374.6666666666665,3162.6666666666665,4335.0,4250,4420,red,9450.333333333334,2327.0,3124.6666666666665,8064.198518872433,5227.977283218734,1375.7332643202,76436.56541063392,2438.9259967086,11292.798082589808,5739.0,298.3333333333333,1798.0,70.0,70.0,70.0,3711.3333333333335,2028.6666666666667,1326.6666666666667,1031.6800652831269,626.4932792928867,360.4710355142567,564487.0,96625.0,170342.0,1541499867.6666667,54589702.333333336,141281337.33333334,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,3
id_236,28,53892,20577,33315,3456.5,5578.5,5142.5,5100,5185,red,12445.5,73.5,9327.0,9909.6554621851,587036.2037996063,18.2640056022405,131.76965001686997,6519.66456582635,2209994.0009425753,7450.5,0.0,4131.0,55.0,55.0,55.0,4995.0,73.5,5196.0,1445.8924290946,23.6219528125605,1533.9093777130252,537988.0,899.0,372247.0,2699972321.0,22957.5,1370816371.5,MEF2D-MEF2C-VHL-G1--28--2-5,MEF2D-MEF2C,VHL,2-5,2
id_2361,8,286119,24496,45074,5057.0,8778.375,4547.5,4250,4845,red,17967.0,1543.875,4378.625,13273.9304786165,3698231.462861947,759.2020793281325,43625.86914352299,3419.8706392079876,135780.50222141514,8373.875,264.75,2098.875,292.0,292.0,292.0,9593.125,1279.125,2279.75,2691.7278757707495,325.6435217878212,604.3590327961725,3824362.0,220128.0,1010201.0,6652006185.75,26549700.25,454261843.625,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,8
id_2362,8,1146444,30376,75450,5239.952380952381,1903.904761904762,5185.0,4335,6035,red,13773.190476190477,4725.047619047619,6841.0,9392.637648291715,289484.1638649365,2572.498665975063,748546.9554100952,4836.334503863944,325396.8524116151,4958.9047619047615,548.0,2517.8571428571427,1170.0,1170.0,1170.0,8814.285714285714,4177.047619047619,4323.142857142857,2333.6260024111707,1175.417431177073,1070.907052815409,11066786.0,3182673.0,5765494.0,5315780006.285714,545315423.5714285,1433449170.5714285,MEF2D-MEF2C-DMSO-G1--8--2-1,MEF2D-MEF2C,DMSO,2-1,21
