GENE,MV411-RUNX1-dTAG-DMSO_1h,MV411-RUNX1-dTAG-VHL_1h,MV411-RUNX2-dTAG-DMSO_1h,MV411-RUNX2-dTAG-VHL_1h,MV411-SPI1-dTAG-DMSO_1h,MV411-SPI1-dTAG-VHL_1h,MV411-GFI1-dTAG-DMSO_2h,MV411-GFI1-dTAG-VHL_2h
IQCH,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
ARV1,7.0,9.0,8.0,15.5,8.0,13.0,9.0,15.5
NMNAT1,3.5,4.0,5.0,11.5,6.0,8.0,9.0,9.5
ELOVL1,27.5,30.5,41.5,96.0,35.0,52.0,72.0,122.5
KLC2,1.0,2.0,1.0,1.5,3.0,2.0,2.0,1.0
FBXL17,7.0,6.5,8.5,7.5,7.0,5.0,6.0,6.0
PORCN,0.0,0.0,0.5,2.0,0.0,0.0,1.0,1.0
GNPNAT1,72.5,64.5,92.5,120.5,96.0,68.0,86.0,102.0
ISL2,13.0,18.0,23.5,48.5,13.0,16.0,32.0,31.5
MARCHF7,118.0,136.0,117.5,125.5,108.0,86.0,102.0,100.5
SPATA20,0.0,1.5,1.0,2.0,0.0,1.0,1.0,1.0
YTHDC2,44.0,32.5,41.5,48.5,42.0,42.0,37.0,41.5
SLC13A3,5.5,2.5,2.5,5.5,0.0,0.0,4.0,2.5
TUT1,0.5,0.0,1.0,0.5,0.0,1.0,2.0,2.0
AIDA,15.0,18.0,15.5,16.5,13.0,13.0,5.0,5.0
USP46,53.5,47.5,64.0,68.0,56.0,57.0,33.0,34.0
NIBAN2,18.0,15.0,15.0,30.5,14.0,13.0,12.0,30.5
VWA1,0.5,0.0,1.5,2.0,0.0,1.0,1.0,1.5
PLEKHG2,11.5,10.0,4.0,5.0,1.0,2.0,4.0,0.5
DCLRE1B,40.5,44.0,19.0,31.5,40.0,33.0,29.0,32.5
NABP1,11.0,12.5,21.0,29.0,23.0,26.0,18.0,22.5
ARMCX5,4.5,6.0,4.0,7.0,4.0,3.0,6.0,3.0
METTL4,5.0,3.0,2.5,3.5,4.0,4.0,2.0,2.5
RFX7,67.5,62.5,45.5,57.0,59.0,38.0,33.0,39.0
CDCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
PAPOLG,36.5,33.5,27.0,36.0,29.0,33.0,31.0,38.5
C12orf43,26.0,32.0,39.5,86.5,35.0,39.0,49.0,54.5
LPIN3,0.0,0.5,0.0,1.5,1.0,0.0,0.0,0.0
RANBP17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BCL11B,0.0,0.0,1.5,2.0,0.0,1.0,0.0,0.5
CASD1,4.0,5.0,7.5,10.0,9.0,4.0,5.0,7.0
LRRC19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC30A5,45.5,35.5,35.0,43.0,43.0,35.0,38.0,38.0
CCDC71,5.5,5.0,6.5,10.5,14.0,9.0,7.0,9.5
RASAL3,1.5,1.5,1.5,1.5,0.0,0.0,2.0,1.0
TTC23,4.0,5.5,0.5,0.5,0.0,1.0,2.0,8.0
MRPL14,12.0,22.5,22.5,34.0,23.0,22.0,25.0,24.0
STAG3L4,35.0,33.0,31.5,35.5,32.0,33.0,28.0,26.0
NT5DC2,2.0,0.5,5.0,4.0,2.0,2.0,8.0,7.0
CENPH,4.5,6.0,2.5,2.5,11.0,8.0,1.0,4.5
MRPS26,26.5,34.5,36.0,86.5,24.0,22.0,40.0,42.0
MRPS24,8.5,12.0,11.5,19.0,14.0,12.0,17.0,17.0
MRPS15,0.5,0.5,2.0,3.5,2.0,0.0,0.0,1.5
MRPS11,27.0,22.0,17.5,46.5,20.0,24.0,26.0,40.0
MRPS9,2.5,2.5,3.0,7.5,7.0,8.0,7.0,7.0
MRPS6,18.0,13.5,14.0,25.5,22.0,25.0,11.0,11.5
MRPS5,31.0,40.5,42.0,112.0,41.0,36.0,62.0,67.0
MRPL41,2.0,5.0,4.5,7.5,4.0,8.0,5.0,5.5
MRPL40,2.0,3.5,2.0,7.0,3.0,3.0,2.0,4.0
MRPL38,4.0,13.5,13.0,18.5,11.0,6.0,11.0,11.5
MRPL36,28.0,39.5,65.5,120.0,102.0,121.0,73.0,76.5
MRPL34,52.0,43.5,63.5,130.0,40.0,42.0,69.0,66.5
MRPL32,21.5,21.0,32.0,36.0,42.0,39.0,53.0,31.5
MRPL11,33.0,32.0,24.0,73.0,23.0,35.0,45.0,51.0
MRPL9,68.0,58.5,68.5,107.0,49.0,65.0,79.0,80.5
MRPL1,3.0,1.5,2.0,1.0,5.0,4.0,3.0,2.0
NDRG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC26A6,1.5,3.0,1.5,4.5,3.0,2.0,4.0,3.5
PINK1,12.0,11.0,6.5,7.5,2.0,5.0,2.0,4.5
REEP1,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5
GPBP1,34.0,36.5,43.5,65.5,40.0,46.0,44.0,56.5
ACD,0.0,0.5,0.0,1.5,1.0,2.0,0.0,0.0
RAPH1,15.5,19.5,11.5,10.0,8.0,7.0,3.0,8.5
TMEM237,0.0,0.5,1.5,5.0,5.0,3.0,3.0,2.0
NBEAL1,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5
CFLAR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN4R,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0
MRPL44,40.5,54.5,49.0,81.5,36.0,40.0,45.0,54.5
VPS33A,11.5,13.0,10.0,10.5,9.0,10.0,6.0,8.0
NOL6,101.0,95.0,113.5,271.5,95.0,79.0,166.0,184.0
TMEM135,23.0,20.5,23.0,31.0,29.0,21.0,17.0,26.0
JMJD4,3.5,11.5,15.0,39.0,7.0,11.0,8.0,10.5
KRI1,51.0,45.0,57.0,127.0,45.0,43.0,68.0,71.5
MARCKSL1,53.5,48.5,64.5,101.5,68.0,71.0,100.0,58.5
UPF3B,15.5,14.5,9.0,19.0,14.0,11.0,17.0,8.5
UPF3A,26.0,29.5,36.0,51.5,40.0,36.0,25.0,33.0
RSRC2,425.5,381.0,331.0,624.0,369.0,386.0,408.0,554.5
INTS3,10.5,8.0,11.0,16.5,8.0,4.0,9.0,11.0
WNK1,73.0,82.0,107.0,179.0,117.0,106.0,119.0,155.5
PCDH15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,20.0,26.0,34.5,72.5,30.0,28.0,34.0,33.5
ZFP69B,1.0,1.5,0.5,0.5,1.0,0.0,0.0,0.5
SPATS2,2.0,2.5,5.0,7.5,10.0,5.0,2.0,2.5
ZSWIM4,4.5,4.5,2.5,5.0,2.0,1.0,2.0,6.0
CPLANE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF649,8.5,8.0,16.0,16.5,1.0,1.0,1.0,0.0
MPPE1,23.5,25.0,18.5,23.5,22.0,23.0,16.0,22.5
COA7,118.0,115.0,143.0,269.0,118.0,92.0,167.0,181.0
PYCR3,5.0,8.0,15.0,69.0,24.0,22.0,21.0,23.0
UBE2Z,120.0,122.5,96.0,157.0,121.0,108.0,94.0,115.5
C8orf33,297.0,242.5,372.5,664.0,369.0,365.0,350.0,423.5
WNK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA3,12.5,11.5,12.0,11.5,14.0,9.0,12.0,17.5
PHACTR4,47.5,46.0,48.0,81.0,60.0,53.0,48.0,65.5
BRD9,83.0,79.5,110.5,225.0,193.0,167.0,77.0,97.5
CAPRIN2,2.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
GRAMD2B,23.0,17.5,10.5,13.0,8.0,6.0,14.0,14.0
AACS,9.0,13.0,12.0,20.5,6.0,6.0,13.0,15.5
ZBTB10,87.5,69.0,56.5,77.0,176.0,140.0,79.0,82.0
KCTD14,1.0,0.0,1.5,1.0,0.0,0.0,1.0,0.0
ZNF747,19.5,23.5,22.5,50.0,33.0,26.0,20.0,27.5
DLK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTKMT,2.5,1.5,2.0,2.5,3.0,7.0,2.0,0.5
FUNDC2,13.5,19.5,16.0,33.5,22.0,19.0,23.0,23.0
DDRGK1,12.0,7.0,10.5,17.5,6.0,5.0,9.0,10.0
MRPS34,67.5,66.5,67.0,135.5,80.0,90.0,83.0,73.5
CENPBD1P1,46.0,47.5,53.0,135.0,23.0,18.0,51.0,68.5
RASL11B,2.5,3.0,3.5,4.5,2.0,2.0,4.0,2.5
C11orf95,31.5,35.0,28.0,62.0,28.0,33.0,22.0,14.0
LYNX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHID1,1.5,1.5,3.0,2.0,1.0,1.0,2.0,2.0
TRAK2,8.5,10.5,21.0,33.0,39.0,45.0,17.0,19.0
SLC2A11,2.5,2.0,1.0,5.0,0.0,1.0,1.0,0.5
MTMR9,124.5,96.5,86.0,139.0,119.0,97.0,115.0,138.5
BOLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRELD1,0.5,1.5,2.5,3.5,1.0,4.0,3.0,3.0
MRPL57,137.5,94.5,125.0,234.0,97.0,114.0,88.0,132.0
OTUB2,1.0,0.5,0.5,3.5,1.0,0.0,3.0,3.5
PCYOX1L,7.0,5.0,6.5,16.5,6.0,2.0,7.0,7.0
YIPF2,27.0,26.0,15.5,35.0,13.0,10.0,8.0,13.5
PRR14,2.5,2.5,2.5,5.5,4.0,5.0,1.0,1.0
HROB,12.0,6.5,4.0,8.5,8.0,11.0,5.0,4.5
CYREN,64.0,57.0,48.0,98.5,100.0,90.0,53.0,82.0
GDAP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHPN1-AS1,1.0,1.5,1.5,6.0,6.0,1.0,2.0,2.0
LRFN4,7.5,10.0,12.5,16.0,11.0,10.0,7.0,7.5
AUNIP,19.5,25.0,20.5,26.5,36.0,28.0,17.0,16.0
VKORC1,5.0,9.0,7.5,17.5,15.0,11.0,9.0,11.0
TRIR,127.5,136.5,124.0,243.5,142.0,134.0,188.0,164.5
MIS12,146.0,127.5,130.5,176.5,167.0,171.0,118.0,165.0
CUEDC2,0.0,3.5,1.5,5.5,2.0,1.0,3.0,3.5
SCNM1,14.0,18.0,22.0,21.0,12.0,10.0,14.0,17.0
METRN,8.5,14.0,14.0,47.0,8.0,6.0,8.0,6.0
DBNDD1,2.0,2.5,13.0,24.0,9.0,11.0,8.0,2.5
SLX1B,1.0,0.5,0.5,0.0,1.0,1.0,0.0,2.0
DDX50,8.5,16.5,11.0,17.5,5.0,6.0,10.0,10.5
CAMKV,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
79015,0.0,0.0,2.5,1.0,0.0,0.0,1.0,1.5
DDA1,87.5,77.0,66.5,164.5,63.0,50.0,96.0,100.0
GGCT,75.0,71.0,55.0,103.5,133.0,95.0,69.0,79.5
GID4,22.5,18.0,26.0,46.0,17.0,21.0,27.0,32.0
CENPM,8.5,10.0,5.5,8.0,7.0,9.0,14.0,10.5
C7orf25,5.0,4.0,6.0,6.5,10.0,11.0,6.0,6.0
TMEM106C,12.5,6.0,7.0,14.0,8.0,13.0,8.0,13.5
NUP37,2.5,3.0,1.5,2.0,2.0,4.0,3.0,3.0
AHNAK,107.5,120.0,53.0,97.5,56.0,51.0,40.0,45.0
ZNF655,78.0,81.0,63.0,101.5,75.0,71.0,69.0,101.0
SPATA5L1,0.5,2.0,1.0,2.0,1.0,2.0,2.0,2.5
PDCL3,9.5,6.0,10.0,9.5,7.0,4.0,9.0,8.0
ERI3,5.0,5.0,9.5,17.0,6.0,6.0,8.0,9.0
C7orf26,9.5,13.0,16.0,23.0,9.0,13.0,16.0,8.5
NABP2,7.5,7.5,5.0,13.0,5.0,4.0,10.0,10.5
KXD1,25.5,29.5,25.0,60.5,28.0,28.0,41.0,30.5
PVRIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE21,7.5,8.5,10.5,22.5,20.0,24.0,7.0,6.5
DDX54,19.0,26.0,21.0,48.0,15.0,19.0,29.0,30.5
TMEM38A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TSEN34,13.0,18.5,13.0,23.0,11.0,9.0,16.0,14.0
KCTD15,101.0,83.0,107.0,188.0,52.0,61.0,81.0,46.5
SECISBP2,25.5,24.5,21.0,35.5,19.0,33.0,24.0,27.0
NOC4L,1.5,1.5,5.0,4.5,1.0,3.0,3.0,0.0
ALG8,1.5,2.0,2.5,4.0,4.0,3.0,2.0,2.0
TRPM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRG4,36.0,35.5,35.5,47.5,71.0,59.0,34.0,19.5
ASPSCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM223,29.0,36.0,24.0,60.0,21.0,27.0,39.0,41.5
ATG9A,46.0,32.0,41.0,79.0,24.0,26.0,32.0,26.5
METTL16,128.0,123.5,123.0,208.0,132.0,109.0,135.0,177.0
FTO,29.5,31.0,26.0,56.5,35.0,40.0,27.0,37.0
ELOVL6,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
FASTKD3,34.5,27.5,36.5,61.0,123.0,100.0,54.0,55.5
TMEM109,47.0,44.5,33.0,66.5,54.0,46.0,100.0,111.5
C2orf49,73.0,72.5,54.5,93.0,55.0,49.0,73.0,67.0
DSCC1,14.5,21.0,9.0,12.0,21.0,14.0,9.0,15.5
DCTPP1,93.5,82.0,67.5,153.0,121.0,111.0,111.0,111.5
C1orf50,7.0,5.5,4.0,12.0,7.0,8.0,6.0,9.5
CCDC86,51.0,50.0,54.5,134.0,70.0,47.0,91.0,78.5
LBHD1,49.0,42.0,37.5,94.5,36.0,34.0,74.0,68.5
MLPH,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0
WDR77,43.5,53.0,56.0,124.0,58.0,50.0,57.0,67.5
SLC25A23,6.5,10.5,24.5,56.5,27.0,24.0,11.0,9.0
SMIM7,133.0,140.0,110.0,210.0,107.0,101.0,133.0,170.5
ALG12,0.5,2.0,2.5,8.5,2.0,4.0,2.0,2.5
ZNF426,57.0,43.5,3.0,3.5,9.0,6.0,64.0,102.0
TMUB2,22.0,16.5,21.0,31.5,16.0,18.0,17.0,21.5
TRAPPC6A,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
METTL22,2.0,2.0,0.0,2.5,1.0,1.0,1.0,1.0
CHAC1,0.0,0.0,1.5,3.5,17.0,16.0,3.0,3.5
C9orf16,2.5,4.0,2.5,9.0,4.0,4.0,4.0,2.5
C11orf49,1.5,0.0,1.0,3.5,3.0,2.0,3.0,3.0
C1orf116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF1D,167.5,161.0,124.0,193.0,120.0,108.0,197.0,241.0
RNF26,49.0,37.5,30.0,53.0,35.0,43.0,29.0,46.5
MAPKAP1,28.5,23.5,22.0,35.5,31.0,19.0,29.0,31.0
DHX58,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NDUFAF5,4.0,5.5,3.0,4.0,2.0,4.0,2.0,4.5
TMEM185B,173.0,172.5,186.5,352.0,133.0,117.0,204.0,238.0
APOO,0.5,0.5,1.5,0.0,0.0,1.0,1.0,2.0
RETREG2,98.0,85.5,53.0,79.5,44.0,49.0,43.0,53.0
DERL1,191.5,166.0,184.5,308.0,181.0,149.0,158.0,167.5
CCDC28B,0.0,0.5,2.0,2.5,1.0,0.0,1.0,0.0
PHF23,59.0,63.0,59.5,145.5,59.0,69.0,63.0,61.0
MBOAT7,21.0,24.5,28.5,56.0,6.0,6.0,27.0,25.5
PPDPF,6.0,11.0,7.5,12.0,6.0,5.0,6.0,7.0
CHCHD7,46.5,55.0,40.5,76.0,67.0,59.0,34.0,51.5
FKRP,19.0,13.0,24.5,50.5,11.0,7.0,35.0,24.0
ZSCAN5A,9.5,6.0,4.5,12.0,7.0,6.0,7.0,7.5
DHRS11,1.0,1.0,4.0,3.5,5.0,5.0,2.0,0.5
TNIP2,11.5,21.0,22.5,48.5,17.0,21.0,28.0,18.0
PLEKHF1,20.5,14.5,26.5,68.0,12.0,21.0,48.0,34.0
MFSD11,5.0,1.5,4.5,2.5,5.0,4.0,1.0,1.0
GNPTAB,15.0,14.5,13.5,23.5,12.0,10.0,14.0,27.0
NOL12,42.5,40.0,27.5,61.0,44.0,36.0,64.0,62.0
LINC01711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM243,5.5,8.5,8.5,5.0,8.0,6.0,9.0,14.5
LENG1,2.0,4.0,3.5,4.0,1.0,2.0,3.0,4.5
LILRA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf35,15.0,14.5,21.0,32.5,19.0,19.0,22.0,12.0
PRR15L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM42,10.0,12.5,9.5,10.0,5.0,6.0,10.0,8.5
CENPO,58.5,56.5,31.0,62.0,53.0,53.0,36.0,59.5
C19orf57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRELD2,4.0,4.0,2.5,4.0,0.0,3.0,6.0,5.5
ZNF343,21.5,18.5,19.5,37.5,22.0,15.0,25.0,26.5
FBXL15,3.0,2.0,3.0,5.0,2.0,1.0,3.0,3.5
ZNF576,11.5,17.0,21.5,32.0,9.0,10.0,23.0,26.0
THTPA,2.5,6.0,10.5,16.0,5.0,5.0,13.0,10.0
EFHD2,46.0,45.5,51.5,121.5,42.0,41.0,70.0,50.0
TTPAL,32.0,34.0,39.5,80.5,40.0,29.0,49.0,59.5
BRCC3,44.0,43.0,37.0,77.0,26.0,23.0,34.0,28.0
TMEM43,89.0,96.0,78.5,138.0,69.0,53.0,58.0,73.5
IRX3,85.5,73.5,178.0,266.5,377.0,369.0,52.0,86.0
THOC6,1.0,1.5,1.0,1.5,2.0,2.0,3.0,1.0
ZNF557,173.0,170.5,160.0,273.5,91.0,68.0,175.0,225.0
MMEL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF10,90.5,98.0,81.5,135.0,110.0,80.0,84.0,75.5
CPLANE2,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5
ZXDC,147.5,168.0,139.5,253.5,141.0,121.0,177.0,169.5
BHLHE41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN5,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
NOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLB1L,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0
KREMEN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRFN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBC1,104.5,110.0,77.0,145.5,36.0,20.0,80.0,92.0
HAUS3,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0
LRRC2,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
FYCO1,56.5,55.5,69.0,125.5,85.0,77.0,72.0,80.5
WDR25,0.0,0.5,1.5,1.5,1.0,1.0,0.0,1.0
PAGR1,57.5,70.5,45.0,89.0,33.0,31.0,35.0,40.0
ULBP3,3.0,3.5,8.0,12.0,0.0,0.0,7.0,14.5
RIPOR1,3.5,2.5,5.5,9.5,5.0,4.0,4.0,1.0
MAIP1,8.0,8.5,11.0,10.5,11.0,11.0,10.0,9.0
NKAIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCC1,59.0,65.5,43.5,79.0,93.0,82.0,59.0,58.5
ATP13A3,93.0,85.5,102.0,122.5,131.0,90.0,107.0,102.5
TTC13,4.0,5.5,4.5,6.0,12.0,6.0,8.0,6.5
ABHD8,0.0,0.0,0.5,1.5,0.0,0.0,1.0,0.5
NKAP,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5
CDC73,37.5,45.5,51.0,52.5,42.0,33.0,40.0,42.5
SLC52A2,14.0,19.5,20.5,44.5,14.0,18.0,17.0,18.0
TMEM231,3.0,2.0,1.5,3.0,0.0,0.0,1.0,2.5
CORO7,9.0,11.5,6.0,10.0,10.0,6.0,4.0,4.0
CHPF,2.0,4.5,6.5,9.0,4.0,3.0,3.0,1.5
CARS2,1.0,3.0,5.5,4.0,1.0,1.0,4.0,4.5
MRPL24,2.5,4.5,2.0,6.0,2.0,5.0,5.0,4.0
ARMH3,26.0,26.5,23.0,39.5,24.0,17.0,27.0,30.0
MUL1,63.0,59.0,52.0,101.0,54.0,38.0,57.0,53.0
SAP130,30.0,26.0,14.0,27.0,18.0,20.0,15.0,14.5
OBI1,57.0,52.0,70.0,96.0,89.0,92.0,66.0,69.5
CEP97,30.5,29.0,18.0,26.0,19.0,22.0,14.0,19.5
TCTN1,2.0,1.0,1.5,1.5,1.0,1.0,1.0,0.0
ADIPOR2,266.5,247.0,243.5,513.5,234.0,291.0,277.0,389.5
PGBD5,1.0,1.5,0.5,2.0,1.0,3.0,0.0,0.0
FAM118B,10.0,12.0,10.0,17.0,8.0,8.0,7.0,11.0
VCPKMT,72.5,67.5,53.0,68.0,67.0,64.0,68.0,71.0
NAA16,12.5,14.5,24.0,26.5,13.0,18.0,15.0,35.5
TANGO6,8.0,10.5,15.5,13.5,21.0,18.0,9.0,10.5
HMBOX1,26.0,31.0,19.0,34.5,13.0,16.0,13.0,19.0
RNASEH2B,3.5,5.5,4.0,16.5,7.0,10.0,6.0,10.5
SNRNP25,14.5,24.5,15.5,52.0,27.0,16.0,27.0,25.5
ARMT1,3.5,4.5,5.5,6.5,10.0,8.0,3.0,14.0
TNFAIP8L2,85.5,69.0,63.0,122.5,59.0,35.0,86.0,82.0
OGFRL1,2.0,1.5,2.0,1.0,4.0,6.0,1.0,1.0
SH3TC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCEL1,2.5,3.5,2.5,2.5,1.0,2.0,2.0,4.5
C1orf54,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EFL1,40.5,50.0,41.5,62.5,40.0,40.0,34.0,41.0
SCRN3,8.5,3.0,5.0,6.5,5.0,4.0,7.0,5.5
CCDC121,5.0,3.5,1.0,1.0,1.0,4.0,0.0,1.0
ARMC7,13.0,15.0,14.5,34.0,12.0,8.0,16.0,13.5
TMEM53,2.5,2.5,2.0,3.0,2.0,2.0,3.0,2.5
C22orf46,19.5,33.5,18.5,48.0,15.0,14.0,15.0,22.5
ROGDI,2.0,4.0,5.5,15.5,4.0,2.0,3.0,1.0
CHMP6,6.0,7.5,8.5,17.5,14.0,16.0,6.0,5.5
SRD5A3,5.5,12.0,12.5,13.5,41.0,30.0,19.0,16.0
PANK3,99.0,116.5,96.0,182.5,65.0,74.0,49.0,106.5
AKIRIN1,187.0,210.5,186.0,300.5,136.0,122.0,116.0,170.5
MCPH1,119.0,104.5,91.0,127.0,88.0,65.0,96.0,131.5
MAP7D3,10.5,13.5,9.5,25.5,6.0,8.0,11.0,13.0
USB1,32.0,33.5,41.5,66.0,43.0,32.0,48.0,42.5
RHBDF2,5.5,5.5,6.0,8.5,4.0,1.0,3.0,3.0
TMEM204,2.5,3.5,1.0,2.5,0.0,0.0,1.0,1.0
HECTD3,12.5,22.5,26.0,34.5,18.0,18.0,28.0,20.5
RPAP3,6.0,8.5,6.0,9.5,6.0,5.0,5.0,5.0
ARHGAP10,5.5,3.0,1.5,7.0,1.0,0.0,1.0,2.0
DYNC2H1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PPP1R3B,7.5,5.0,4.5,8.0,6.0,7.0,5.0,7.0
NEIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPBAP1,0.0,0.5,0.0,0.5,3.0,1.0,1.0,1.0
ICE2,28.0,30.0,30.0,49.5,33.0,31.0,28.0,26.5
DHX40,11.0,8.5,5.5,14.0,15.0,12.0,11.0,12.0
PLEKHF2,100.5,72.5,82.0,124.5,123.0,130.0,71.0,70.5
79667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,544.5,472.5,335.5,375.0,345.0,266.0,304.0,364.5
C3orf52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUT7,8.0,9.5,9.0,8.5,8.0,7.0,13.0,7.5
NLRX1,2.5,2.5,3.0,7.5,6.0,9.0,1.0,2.0
FN3KRP,15.0,11.5,13.0,11.5,14.0,12.0,13.0,12.0
ZNF329,6.5,9.5,0.0,0.0,0.0,0.0,6.0,9.0
FASTKD1,26.5,29.5,35.0,57.0,28.0,22.0,23.0,36.0
OGFOD2,3.5,6.0,8.0,6.5,1.0,2.0,5.0,6.5
SMC6,14.5,10.5,11.0,12.5,16.0,16.0,9.0,14.0
VTCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTL10,109.5,98.0,102.5,208.5,92.0,64.0,139.0,148.0
CENPU,54.0,62.5,31.0,41.0,80.0,71.0,45.0,55.5
ZDHHC14,7.5,8.5,6.0,13.5,6.0,3.0,7.0,5.5
MSANTD2,7.0,4.5,5.5,13.5,6.0,5.0,6.0,13.5
SAP30L,28.5,32.0,16.5,34.0,15.0,15.0,22.0,19.5
79686,89.0,96.5,73.0,119.0,78.0,64.0,87.0,109.0
GAL3ST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QTRT2,94.0,90.5,61.0,111.0,105.0,65.0,72.0,186.5
ZNF322,24.0,25.0,18.5,27.0,22.0,17.0,22.0,29.5
YRDC,257.5,233.5,213.0,356.0,197.0,177.0,236.0,254.0
MANEA,15.0,17.5,12.0,17.0,25.0,22.0,12.0,11.5
ZC2HC1C,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
RIOX1,39.5,36.0,39.0,71.5,38.0,30.0,39.0,48.0
ZYG11B,39.0,39.0,19.5,42.0,36.0,28.0,25.0,27.5
OGFOD3,12.5,14.5,17.0,47.0,10.0,10.0,27.0,22.5
C11orf80,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5
LRRK1,14.0,15.0,13.5,35.5,23.0,17.0,18.0,21.0
PRKRIP1,75.0,60.0,50.0,102.0,57.0,57.0,74.0,74.5
NOL9,91.5,81.5,67.0,135.5,62.0,49.0,97.0,117.5
COLGALT1,279.0,257.0,259.0,511.0,264.0,223.0,216.0,311.0
IPO4,52.0,54.0,65.5,175.5,59.0,61.0,106.0,98.0
GTDC1,3.5,3.5,6.0,8.5,2.0,3.0,6.0,8.5
IGFLR1,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
CCDC51,5.0,6.0,5.0,11.5,3.0,7.0,6.0,7.0
NPEPL1,0.5,1.5,0.0,1.5,0.0,1.0,0.0,0.5
PPCS,57.0,42.5,30.5,65.5,33.0,36.0,37.0,53.5
TBL1XR1,85.0,89.5,66.0,96.5,120.0,74.0,52.0,70.5
AAGAB,42.5,46.5,40.5,68.5,34.0,27.0,34.0,47.5
VPS37B,12.0,15.5,49.5,83.0,35.0,32.0,59.0,62.0
ANKRD55,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
SUV39H2,24.5,23.0,25.0,37.0,25.0,28.0,19.0,24.0
ZNF768,1.5,1.5,2.5,6.5,3.0,4.0,4.0,1.5
THAP9,4.5,4.0,2.5,4.5,4.0,5.0,3.0,2.0
WDR59,3.5,6.0,4.0,11.0,9.0,9.0,5.0,3.5
LIN28A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALB2,6.0,4.5,3.5,8.0,14.0,10.0,6.0,8.5
SH3D21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NARS2,5.0,5.5,10.0,12.0,14.0,12.0,13.0,21.5
