GENE,MV411-RUNX1-dTAG-DMSO_1h,MV411-RUNX1-dTAG-VHL_1h,MV411-RUNX2-dTAG-DMSO_1h,MV411-RUNX2-dTAG-VHL_1h,MV411-SPI1-dTAG-DMSO_1h,MV411-SPI1-dTAG-VHL_1h,MV411-GFI1-dTAG-DMSO_2h,MV411-GFI1-dTAG-VHL_2h
A2M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2MP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT1,6.0,8.5,6.0,7.0,10.0,14.0,6.0,8.0
AAMP,17.0,14.5,23.5,44.0,18.0,17.0,28.0,27.5
AARS1,17.5,25.5,15.5,33.0,44.0,40.0,16.0,21.5
ABAT,4.0,7.0,5.0,8.5,4.0,3.0,6.0,6.5
ABCA1,1.0,0.5,3.5,5.0,6.0,3.0,5.0,1.5
ABCA2,3.5,3.0,3.5,3.5,3.0,5.0,1.0,2.0
ABCA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,1.0,1.5,0.5,1.5,1.0,0.0,2.0,0.0
ABCF1,56.5,52.0,53.0,105.0,90.0,75.0,70.0,74.5
ABL1,64.5,68.5,72.0,147.5,67.0,74.0,90.0,98.0
ABL2,80.5,93.0,120.0,196.0,135.0,108.0,103.0,182.0
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABR,171.5,155.0,171.0,311.5,95.0,86.0,159.0,222.5
ACAA1,14.5,25.0,21.5,60.5,14.0,11.0,29.0,33.5
ACACA,94.0,89.5,111.0,184.5,98.0,83.0,138.0,182.5
ACACB,0.5,1.0,0.5,1.5,0.0,0.0,1.0,1.0
ACADM,5.5,7.0,3.0,2.5,9.0,4.0,5.0,3.5
ACADS,1.0,0.5,1.0,3.0,2.0,1.0,0.0,1.5
ACADSB,15.5,19.0,18.0,33.5,8.0,9.0,14.0,27.5
ACADVL,5.0,6.0,4.0,12.5,7.0,7.0,8.0,7.0
ACAT1,9.5,7.0,5.0,9.0,8.0,5.0,9.0,5.0
ACAT2,5.0,16.0,8.5,39.0,13.0,33.0,7.0,23.5
ASIC1,1.0,1.0,8.5,12.5,2.0,1.0,8.0,3.0
ACHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLY,86.5,108.5,105.5,182.0,81.0,91.0,75.0,173.5
ACO1,0.5,3.5,5.5,7.5,4.0,4.0,3.0,5.0
ACO2,11.0,11.0,11.0,12.5,10.0,8.0,11.0,9.0
ACOX1,45.0,43.0,28.0,43.5,25.0,19.0,29.0,33.0
ACP1,105.5,95.0,85.0,131.0,95.0,81.0,122.0,99.5
ACP2,6.5,8.5,6.5,15.0,7.0,8.0,11.0,12.0
ACP3,92.0,150.0,2.5,8.5,3.0,2.0,0.0,1.0
ACRV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,1526.0,1388.5,1184.0,1923.5,1620.0,1548.0,1394.0,1464.0
ACTG1,2263.0,2172.0,1874.5,3929.0,987.0,1049.0,2272.0,2924.5
ACTN4,125.5,120.0,106.5,205.5,62.0,65.0,125.0,105.5
ACTL6A,10.0,18.0,14.5,22.5,17.0,22.0,10.0,14.0
ACTN1,28.0,22.0,20.5,26.0,21.0,21.0,21.0,20.0
ACVR1,2.0,3.0,4.5,8.5,2.0,2.0,6.0,10.0
ACVR1B,31.0,24.0,36.0,65.5,35.0,35.0,32.0,38.5
ACVR2A,3.5,4.5,2.5,4.5,6.0,4.0,12.0,14.0
ACVR2B,31.5,23.0,17.0,26.5,20.0,24.0,23.0,23.0
ACVRL1,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.5
ACY1,1.5,1.0,1.5,0.5,1.0,2.0,0.0,1.0
ACYP1,13.5,13.5,10.5,14.0,14.0,13.0,12.0,11.0
ACYP2,0.5,1.0,1.0,1.5,2.0,1.0,1.0,1.5
ADA,10.0,14.5,12.0,23.0,8.0,7.0,14.0,8.0
ADAM8,4.0,2.5,2.0,7.5,4.0,3.0,8.0,6.5
ADAM10,75.0,61.0,57.5,104.5,65.0,47.0,65.0,100.5
ADAR,225.0,232.5,158.0,300.5,169.0,147.0,159.0,227.5
ADARB1,19.5,25.5,19.5,39.5,22.0,22.0,22.0,22.0
ADCY1,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
ADCY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,24.5,18.0,24.0,36.0,13.0,12.0,28.0,22.0
ADCY5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
ADCY7,133.0,140.5,100.0,208.0,132.0,89.0,91.0,135.0
ADCY9,308.5,296.0,126.0,230.5,114.0,93.0,151.0,159.0
ADD1,64.5,43.0,34.0,68.5,62.0,46.0,32.0,40.5
ADD2,82.0,86.0,66.0,146.0,53.0,50.0,46.0,47.0
ADD3,3.5,2.0,1.0,2.0,15.0,18.0,3.0,4.0
PLIN2,13.5,12.5,6.5,10.0,11.0,15.0,44.0,34.5
ADH5,18.5,13.0,19.0,27.0,30.0,24.0,15.0,21.5
ADH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,8.5,6.5,12.0,19.5,5.0,7.0,15.0,11.5
ADM,2.5,1.5,1.0,1.5,1.0,2.0,1.0,1.0
ADORA1,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0
ADORA2A,1.0,2.0,1.0,3.0,13.0,9.0,3.0,3.0
ADORA2B,8.0,7.0,21.0,41.0,16.0,17.0,47.0,59.5
ADORA3,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0
ADPRH,0.0,0.0,3.0,5.5,7.0,7.0,0.0,0.0
PARP1,43.5,41.0,26.5,41.0,27.0,27.0,18.0,24.0
PARP4,3.5,7.5,7.0,5.5,8.0,10.0,4.0,5.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5
ADRB2,21.0,19.0,21.0,13.5,5.0,6.0,52.0,47.0
GRK2,84.0,66.0,66.0,150.0,77.0,52.0,68.0,58.5
GRK3,26.0,25.0,33.5,41.5,36.0,18.0,34.0,35.5
ADSL,5.5,5.5,7.0,7.0,4.0,6.0,4.0,6.5
ADSS2,17.0,17.5,13.5,25.5,20.0,11.0,23.0,15.5
AP2A1,4.5,6.0,6.5,11.5,4.0,2.0,7.0,4.0
AP2A2,6.0,9.5,11.5,13.0,11.0,8.0,12.0,13.5
AP1B1,18.0,11.0,14.5,25.5,13.0,11.0,19.0,26.5
AP2B1,166.0,131.0,118.5,189.0,80.0,92.0,102.0,127.5
AP1G1,241.5,222.5,151.0,271.5,239.0,265.0,154.0,201.5
TLE5,9.0,10.0,2.5,7.5,12.0,16.0,1.0,0.5
AFG3L1P,55.5,50.0,59.5,91.5,66.0,74.0,56.0,66.5
AGA,9.0,8.5,5.5,7.0,17.0,14.0,5.0,5.0
AGER,4.0,7.0,2.5,6.5,4.0,8.0,1.0,1.0
AGL,4.5,6.5,4.5,1.0,9.0,9.0,3.0,3.5
JAG1,12.0,11.0,15.0,13.0,33.0,21.0,6.0,4.5
AGT,0.5,0.5,2.0,3.5,0.0,0.0,1.0,0.0
AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,37.0,41.0,61.5,110.0,52.0,38.0,96.0,85.0
AHR,70.5,87.0,101.0,99.5,175.0,151.0,130.0,147.5
AIF1,10.0,12.0,11.0,17.0,5.0,1.0,11.0,4.5
CRYBG1,35.0,28.0,6.5,8.0,2.0,1.0,15.0,37.5
AK1,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0
AK2,327.0,337.5,298.5,571.5,220.0,195.0,359.0,419.5
AK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKT1,35.5,22.5,27.0,58.0,36.0,32.0,34.0,27.0
AKT2,34.5,38.5,24.5,56.0,21.0,17.0,30.0,43.0
ALAD,18.5,19.5,14.0,24.0,15.0,13.0,12.0,20.0
ALAS1,6.0,6.5,9.5,13.5,7.0,3.0,6.0,5.0
ALCAM,25.0,30.0,12.5,13.5,2.0,3.0,21.0,17.5
ABCD1,2.0,5.0,8.0,10.5,4.0,3.0,9.0,6.5
ALDH2,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0
ALDH1B1,78.5,72.0,95.5,174.5,79.0,63.0,116.0,116.5
ALDH1A3,8.5,6.5,3.0,3.0,0.0,0.0,3.0,19.5
ALDH3B1,6.5,9.0,11.0,17.0,9.0,8.0,10.0,3.5
ALDH9A1,45.0,32.5,32.0,55.5,59.0,67.0,35.0,54.5
ALDH3A2,10.5,14.0,8.5,17.5,13.0,17.0,6.0,7.0
ABCD2,9.0,10.0,2.0,2.0,0.0,0.0,0.0,1.5
ALDOA,86.0,92.0,93.5,200.0,149.0,139.0,126.0,125.5
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,1.0,3.5,3.5,11.0,1.0,3.0,4.0,6.0
AKR1B1,3.0,2.0,4.0,5.5,4.0,4.0,3.0,8.5
ALOX12,2.0,1.5,1.5,1.0,0.0,0.0,0.0,1.5
ALOX5AP,1.5,0.5,2.0,5.0,2.0,1.0,3.0,9.5
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,418.5,374.5,331.0,496.0,649.0,616.0,348.0,380.0
AMFR,21.0,17.0,18.0,21.5,37.0,46.0,12.0,18.5
AMH,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
AMPD2,9.5,13.0,16.0,25.5,14.0,10.0,22.0,26.5
AMPD3,1.5,1.0,2.5,4.0,0.0,0.0,0.0,3.5
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.0,0.0,0.5,2.0,1.0,0.0,1.0,0.0
AMT,1.0,2.0,0.5,1.0,1.0,0.0,3.0,1.0
AMY1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT1,0.0,0.0,0.0,0.5,1.0,2.0,0.0,0.5
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,2.5,2.5,11.5,17.0,1.0,0.0,2.0,3.0
ANK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5,50.5,37.5,39.0,51.5,45.0,42.0,30.0,50.0
SLC25A6,157.5,172.0,159.0,357.0,172.0,187.0,205.0,265.5
ANXA1,3.5,5.5,5.5,5.0,21.0,23.0,7.0,12.0
ANXA2,21.0,25.0,7.0,12.0,22.0,24.0,2.0,31.0
303,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5
ANXA4,2.5,3.5,4.0,4.5,5.0,4.0,3.0,3.0
ANXA5,3.5,4.5,9.5,15.5,28.0,24.0,6.0,8.5
ANXA6,2.0,4.0,5.0,7.5,0.0,2.0,2.0,4.5
ANXA7,10.5,12.5,14.5,15.5,12.0,12.0,8.0,13.0
ANXA11,14.5,20.5,16.0,28.5,10.0,7.0,15.0,18.0
AOAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOC2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,41.0,27.0,11.0,18.0,22.0,12.0,12.0,9.0
NUDT2,2.5,1.5,2.0,5.5,1.0,1.0,2.0,5.0
APOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA1,26.5,24.0,22.5,37.5,1.0,1.0,6.0,6.5
APBA2,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
APBB1,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
APBB2,0.5,0.0,3.0,6.0,3.0,3.0,2.0,2.0
APC,15.5,16.0,15.0,20.0,16.0,12.0,17.0,14.5
AIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEH,4.0,5.0,4.5,13.5,7.0,2.0,10.0,8.0
APEX1,78.0,82.5,64.5,119.5,69.0,61.0,94.0,98.0
BIRC2,9.5,9.0,7.0,8.5,7.0,7.0,5.0,7.0
BIRC3,0.0,0.5,1.0,1.5,0.0,0.0,2.0,1.0
XIAP,102.5,106.5,76.0,113.5,74.0,68.0,51.0,77.5
BIRC5,127.0,109.5,60.5,118.0,98.0,98.0,67.0,76.5
APLP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APLP2,49.0,62.0,51.0,89.0,50.0,34.0,38.0,58.5
APOA1,0.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0
APOC1,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
APOC2,43.0,33.0,38.0,52.0,19.0,12.0,36.0,21.5
APOC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APP,3.5,4.0,22.0,29.0,13.0,8.0,24.0,28.0
APRT,10.0,8.5,15.5,32.0,14.0,17.0,24.0,27.5
FAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHROOM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,2.5,1.5,8.0,9.0,38.0,23.0,2.0,2.5
AQP3,1.5,2.5,12.0,21.5,15.0,15.0,4.0,2.0
AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAF,21.0,16.5,20.0,41.0,17.0,19.0,30.0,28.0
ARCN1,354.0,302.0,197.5,350.0,239.0,201.0,199.0,265.0
TRIM23,9.5,14.0,8.0,8.0,7.0,8.0,6.0,7.0
ARF1,360.5,301.5,256.5,448.5,242.0,239.0,270.0,413.5
ARF3,188.0,154.5,125.0,219.0,95.0,79.0,103.0,124.5
ARF4,95.0,89.5,56.5,84.5,62.0,59.0,55.0,58.0
ARL4D,0.0,0.0,0.0,1.5,3.0,3.0,0.0,1.0
ARF5,3.0,6.0,3.0,2.5,7.0,8.0,4.0,2.5
ARF6,517.0,494.0,435.5,726.5,540.0,504.0,467.0,678.5
ARG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOA,492.0,456.0,329.0,477.0,272.0,278.0,343.0,372.0
RHOB,74.0,46.5,42.0,58.5,35.0,40.0,69.0,59.0
RHOC,0.0,1.5,0.5,1.5,4.0,4.0,0.0,0.0
RHOG,139.5,111.0,72.5,129.0,70.0,34.0,83.0,59.5
ARHGAP1,80.5,59.5,52.5,107.5,36.0,38.0,68.0,85.5
ARHGAP4,2.5,2.5,0.5,5.5,4.0,1.0,1.0,1.5
ARHGAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIA,226.0,240.5,232.5,481.0,130.0,130.0,253.0,287.5
ARHGDIB,227.0,266.0,234.5,544.0,138.0,77.0,357.0,333.5
RHOH,16.0,12.5,9.0,7.0,1.0,0.0,22.0,23.5
ARL1,50.0,52.5,39.5,57.0,33.0,30.0,25.0,40.5
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,1.5,4.0,2.0,9.5,1.0,3.0,2.0,3.5
ARL3,3.5,2.5,2.0,3.5,1.0,2.0,2.0,1.5
ARNT,42.5,35.5,31.5,44.0,41.0,35.0,22.0,24.0
ARNTL,1.0,2.5,3.5,3.5,0.0,1.0,5.0,3.0
ARRB1,112.5,101.0,98.5,179.5,23.0,23.0,90.0,79.5
ARRB2,14.0,15.0,20.0,36.5,10.0,4.0,25.0,24.5
ARSA,3.0,4.5,3.5,8.5,2.0,2.0,5.0,4.5
ARSB,42.0,35.5,80.0,117.0,94.0,73.0,61.0,91.5
STS,9.0,6.0,12.5,14.5,6.0,7.0,11.0,15.0
ARSD,8.0,11.0,18.0,44.5,10.0,14.0,25.0,24.0
ARSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
ASAH1,20.5,19.0,18.0,28.5,13.0,10.0,15.0,23.5
ASCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCL2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ASGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASGR2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASL,2.0,0.5,0.5,0.5,0.0,1.0,1.0,1.5
GET3,5.0,5.0,5.5,10.0,4.0,7.0,11.0,6.0
ASNS,1.5,2.5,1.5,2.0,2.0,7.0,2.0,3.0
ASPH,56.5,45.5,50.0,67.0,62.0,52.0,39.0,64.5
ASS1,0.0,0.0,2.0,3.5,3.0,8.0,0.0,0.0
ZFHX3,0.0,1.0,2.0,1.5,2.0,2.0,2.0,1.5
ATF1,30.5,33.0,32.5,40.0,28.0,27.0,40.0,25.5
ATF3,58.5,44.5,55.5,88.5,107.0,122.0,78.0,83.5
ATF4,88.0,108.5,88.0,142.0,91.0,111.0,152.0,133.0
ATIC,3.5,7.5,5.5,10.0,9.0,6.0,4.0,7.0
ATM,55.0,36.0,20.5,33.5,22.0,13.0,19.0,25.0
RERE,144.0,76.5,22.5,29.5,30.0,31.0,18.0,17.0
ATOX1,4.0,4.5,3.5,7.5,2.0,5.0,5.0,9.0
ATP1A1,13.0,11.5,22.0,29.5,14.0,13.0,21.0,23.0
ATP1A3,0.0,0.0,1.5,2.0,0.0,0.0,3.0,1.0
ATP1B1,0.0,0.0,0.0,2.5,4.0,2.0,0.0,0.0
ATP1B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1B3,40.5,54.5,55.0,72.0,66.0,59.0,48.0,52.0
FXYD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
ATP2A2,346.0,279.0,278.0,396.5,220.0,200.0,273.0,364.0
ATP2A3,19.0,25.0,10.5,23.0,5.0,5.0,14.0,6.5
ATP2B1,61.5,54.0,82.0,107.5,85.0,78.0,105.0,203.0
ATP2B2,0.0,0.0,1.5,0.0,0.0,0.0,2.0,5.0
ATP2B3,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5
ATP2B4,120.0,77.0,36.0,43.0,46.0,27.0,31.0,39.0
ATP5F1A,10.0,11.0,8.5,16.5,9.0,10.0,14.0,15.0
ALDH7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5F1B,35.0,42.0,41.5,66.5,32.0,36.0,52.0,50.0
ATP5F1C,11.5,8.0,6.5,7.0,7.0,11.0,11.0,7.5
ATP5F1D,6.5,6.0,10.0,25.0,7.0,7.0,13.0,8.0
ATP5F1E,19.5,11.5,12.0,20.5,12.0,10.0,18.0,17.5
ATP5PB,22.5,17.0,21.5,29.0,26.0,27.0,24.0,23.5
ATP5MC1,3.0,3.0,1.5,6.0,4.0,4.0,7.0,4.5
ATP5MC2,22.5,16.5,15.5,42.5,19.0,17.0,28.0,23.5
ATP5MC3,77.0,72.0,92.0,128.0,67.0,57.0,101.0,98.5
ATP5ME,10.0,12.0,9.0,19.5,7.0,7.0,9.0,8.0
ATP5PF,1.5,5.0,2.5,4.0,2.0,3.0,3.0,2.0
ATP6V1A,69.0,59.0,31.0,53.0,37.0,36.0,51.0,57.5
ATP6V1B2,122.5,116.5,134.5,250.5,248.0,210.0,203.0,328.5
ATP6V0C,41.5,32.5,45.5,87.0,48.0,43.0,57.0,61.5
ATP6V1C1,66.0,62.0,64.0,115.5,77.0,79.0,51.0,59.5
ATP6V1E1,30.0,35.5,37.5,55.5,32.0,36.0,25.0,39.0
ATP6V0B,110.0,82.5,64.5,90.5,97.0,79.0,91.0,84.5
ATP6V1G2,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5
ATP6V0A1,12.0,12.5,12.5,27.0,8.0,8.0,30.0,23.5
ATP6AP1,19.5,22.5,14.5,33.0,13.0,7.0,21.0,23.5
ATP7A,2.5,0.5,3.0,3.5,1.0,0.0,1.0,1.0
ATP5PO,4.5,4.0,6.5,7.5,5.0,8.0,5.0,4.5
ATP7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATR,0.5,1.5,1.0,2.0,2.0,1.0,3.0,2.5
ATRX,37.0,28.5,16.5,27.5,21.0,18.0,30.0,33.5
KIF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUH,1.0,1.5,2.0,2.5,3.0,2.0,0.0,0.5
AUP1,379.5,285.0,244.5,518.5,274.0,231.0,339.0,365.5
AVPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXL,6.0,6.5,5.0,7.5,1.0,3.0,1.0,0.0
AZU1,1.5,2.0,1.5,7.5,3.0,7.0,2.0,1.5
B2M,119.5,122.5,89.0,122.5,109.0,90.0,117.0,136.0
BAAT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BACH1,148.0,150.0,128.5,183.0,177.0,162.0,122.0,181.5
BAD,3.0,1.5,4.0,5.0,2.0,0.0,2.0,1.5
BAG1,98.5,98.0,68.0,150.0,66.0,66.0,73.0,89.0
ADGRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAK1,32.0,31.5,28.5,72.0,28.0,23.0,28.0,29.5
NKX3-2,1.5,1.5,2.0,4.0,1.0,0.0,0.0,1.5
BARD1,104.0,106.5,68.0,90.5,95.0,88.0,41.0,60.0
BAX,21.0,18.5,12.5,21.5,8.0,7.0,10.0,11.0
BBS1,2.0,3.5,3.0,8.5,1.0,3.0,2.0,5.0
BBS2,3.0,2.5,2.5,5.5,1.0,1.0,0.0,2.0
BBS4,11.0,6.5,4.5,8.5,8.0,6.0,3.0,4.5
BCAT1,76.5,82.5,86.5,119.0,142.0,107.0,91.0,123.5
BCAT2,1.0,3.0,5.0,10.5,1.0,2.0,3.0,2.5
BCKDHA,5.0,3.0,7.5,11.0,1.0,2.0,14.0,11.5
BCKDHB,2.5,3.0,3.0,3.0,6.0,5.0,3.0,3.0
CCND1,1.0,1.5,3.0,4.0,5.0,2.0,0.0,0.0
BCL2,468.0,448.0,296.5,454.5,168.0,132.0,205.0,223.0
BCL2A1,0.0,1.0,1.5,2.0,1.0,0.0,2.0,0.5
BCL2L1,36.5,33.0,31.5,95.5,34.0,32.0,43.0,54.0
BCL2L2,65.5,72.0,59.0,122.0,73.0,65.0,44.0,55.0
BCL3,10.5,12.0,15.0,27.5,21.0,17.0,13.0,25.5
BCL6,0.0,0.5,1.0,0.5,2.0,0.0,0.0,0.0
BCL7A,98.0,83.5,85.5,169.5,92.0,111.0,110.0,110.5
BCL9,3.0,3.0,1.5,3.0,1.0,0.0,1.0,0.0
OPN1SW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCR,3.5,4.5,8.5,10.5,5.0,7.0,4.0,3.5
BCS1L,1.0,1.0,2.5,4.0,2.0,3.0,3.0,3.0
BDH1,6.5,12.0,14.5,30.0,10.0,8.0,17.0,20.5
BDNF,8.5,4.0,2.0,1.5,0.0,0.0,10.0,8.0
CFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFSP1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5
BGLAP,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5
CEACAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BICD1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
BID,76.5,81.5,68.0,113.5,48.0,50.0,72.0,80.0
BIK,3.5,4.5,3.5,5.5,1.0,1.0,0.0,1.5
PRDM1,17.5,19.0,22.0,30.5,48.0,30.0,63.0,43.0
BLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLM,6.5,5.0,4.0,3.5,5.0,4.0,3.0,5.0
BLMH,27.5,26.0,16.0,38.5,21.0,21.0,23.0,21.0
CXCR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLVRB,1.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0
BMI1,31.5,37.0,43.0,46.5,46.0,35.0,23.0,35.0
BMP1,8.0,9.5,12.5,35.5,14.0,25.0,21.0,15.0
BMP2,0.5,0.0,0.0,1.0,3.0,4.0,0.0,0.0
BMP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP6,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5
BMP8B,2.5,3.0,6.5,6.5,3.0,1.0,2.0,5.0
BMPR1A,10.0,11.0,13.5,12.5,9.0,7.0,8.0,10.0
BMPR2,7.0,7.5,9.0,8.5,13.0,8.0,9.0,8.0
POLR3D,57.0,52.5,35.5,65.0,56.0,50.0,50.0,63.0
BNIP1,14.0,13.0,12.0,23.5,17.0,10.0,20.0,22.5
BNIP2,237.5,228.5,123.5,180.5,135.0,129.0,113.0,141.0
BNIP3,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0
BNIP3L,19.0,21.5,15.5,15.5,9.0,8.0,18.0,9.0
BOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,0.5,3.5,3.0,1.0,8.0,7.5
FOXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPGM,5.0,7.5,7.0,8.5,9.0,8.0,5.0,8.5
BPHL,2.0,0.5,1.0,3.0,2.0,4.0,1.0,2.5
BPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,57.0,63.0,24.0,57.5,64.0,62.0,28.0,44.0
BRAF,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5
BRCA2,24.5,23.5,34.5,52.0,58.0,56.0,36.0,31.5
ZFP36L1,64.5,42.5,39.5,41.5,97.0,94.0,26.0,62.0
ZFP36L2,3168.0,2418.5,1532.0,1950.0,1196.0,1166.0,1604.0,1943.0
BSG,61.0,50.5,59.0,127.5,66.0,63.0,68.0,76.0
BST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BST2,6.0,7.0,3.0,14.0,1.0,0.0,3.0,2.5
BTD,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5
KLF9,84.0,72.5,78.5,97.5,194.0,184.0,84.0,111.5
KLF5,5.0,9.0,6.0,11.0,29.0,30.0,7.0,7.0
BTF3,43.0,28.5,38.0,49.5,38.0,32.0,39.0,48.5
BTG1,40.5,42.0,33.0,45.5,47.0,51.0,44.0,104.5
BTK,14.5,15.0,10.5,17.5,11.0,8.0,18.0,17.0
BUB1,7.5,1.0,2.0,1.0,3.0,4.0,4.0,1.0
BUB1B,21.5,27.0,14.0,14.0,20.0,17.0,13.0,13.0
BYSL,44.5,33.0,42.0,78.5,64.0,59.0,67.0,74.5
