GENE,MV411-RUNX1-dTAG-DMSO_1h,MV411-RUNX1-dTAG-VHL_1h,MV411-RUNX2-dTAG-DMSO_1h,MV411-RUNX2-dTAG-VHL_1h,MV411-SPI1-dTAG-DMSO_1h,MV411-SPI1-dTAG-VHL_1h,MV411-GFI1-dTAG-DMSO_2h,MV411-GFI1-dTAG-VHL_2h
A2M,3.0,2.5,2.0,2.5,0.0,0.0,1.0,0.5
A2MP1,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.5
NAT1,100.0,90.0,85.0,89.5,131.0,171.0,116.0,141.0
AAMP,758.0,610.0,699.5,940.5,772.0,692.0,1003.0,1107.5
AARS1,1290.5,1066.5,725.0,921.0,1448.0,1601.0,794.0,820.0
ABAT,167.0,140.0,113.5,127.0,147.0,152.0,293.0,259.0
ABCA1,51.0,39.0,30.5,28.5,88.0,63.0,79.0,47.0
ABCA2,220.5,134.0,126.5,210.5,268.0,227.0,154.0,173.0
ABCA3,2.5,3.0,3.5,1.0,1.0,1.0,4.0,3.5
ABCB7,45.0,57.0,36.0,34.0,54.0,52.0,49.0,50.0
ABCF1,835.5,682.0,743.5,1020.5,1380.0,1400.0,1028.0,1124.0
ABL1,1229.5,903.5,840.5,1125.0,1314.0,1238.0,1093.0,1141.5
ABL2,961.0,797.0,917.0,1035.0,1167.0,1107.0,1253.0,1529.0
ABO,1.5,3.5,4.5,2.5,3.0,1.0,2.0,2.0
ABR,3411.5,2464.5,2899.5,4102.0,2108.0,1959.0,4238.0,4775.5
ACAA1,1051.5,854.0,788.5,1154.0,853.0,826.0,926.0,969.5
ACACA,883.0,697.5,1069.0,1395.5,1704.0,1578.0,1470.0,1609.0
ACACB,28.5,17.5,10.0,18.0,5.0,8.0,19.0,15.5
ACADM,724.0,638.0,366.0,383.5,624.0,691.0,564.0,431.0
ACADS,81.0,58.0,43.0,70.0,109.0,114.0,46.0,43.0
ACADSB,921.5,799.5,710.5,766.5,763.0,781.0,947.0,931.5
ACADVL,552.0,452.5,410.0,582.0,421.0,416.0,617.0,581.0
ACAT1,479.5,458.0,295.0,374.0,372.0,454.0,337.0,309.5
ACAT2,2636.5,2641.5,2985.5,3151.0,3443.0,4774.0,4311.0,3680.5
ASIC1,127.5,97.0,272.0,356.5,169.0,148.0,376.0,377.0
ACHE,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5
ACLY,2711.0,2360.5,3470.0,4118.0,3374.0,3712.0,4568.0,4975.0
ACO1,194.5,179.0,235.5,293.5,280.0,302.0,231.0,268.0
ACO2,839.0,622.0,754.0,878.0,810.0,765.0,962.0,1044.0
ACOX1,842.5,688.0,637.0,698.5,740.0,662.0,951.0,984.5
ACP1,2549.5,2177.0,2093.0,2421.5,1662.0,1766.0,2978.0,2644.5
ACP2,118.5,81.0,78.5,115.0,97.0,87.0,128.0,127.5
ACP3,2079.5,2050.5,102.0,123.5,258.0,255.0,53.0,46.0
ACRV1,1.0,2.0,0.5,2.5,2.0,4.0,2.0,2.0
ACTB,71515.0,61433.0,52891.5,67052.0,93270.0,106154.0,86577.0,81379.5
ACTG1,115513.5,89058.0,75091.5,97496.0,56251.0,59301.0,107369.0,118961.5
ACTN4,5371.5,4361.5,4734.5,6636.0,3824.0,3883.0,6800.0,6539.5
ACTL6A,636.5,512.0,538.0,635.0,777.0,886.0,633.0,591.5
ACTN1,1653.0,1248.5,1271.0,1467.5,1179.0,1283.0,1166.0,1191.0
ACVR1,57.0,53.0,47.5,69.0,32.0,32.0,109.0,142.5
ACVR1B,410.0,303.0,286.0,345.5,333.0,340.0,332.0,398.0
ACVR2A,76.0,73.5,47.0,74.5,56.0,48.0,130.0,136.5
ACVR2B,214.0,151.0,93.0,108.0,124.0,138.0,157.0,158.5
ACVRL1,52.5,38.5,21.0,37.5,52.0,52.0,29.0,45.0
ACY1,119.5,93.0,97.5,130.0,147.0,142.0,107.0,86.0
ACYP1,228.0,199.0,150.0,199.0,263.0,282.0,247.0,238.5
ACYP2,96.5,95.0,190.0,181.5,95.0,131.0,229.0,191.5
ADA,1533.0,1202.0,760.0,1033.0,1146.0,1240.0,862.0,959.0
ADAM8,53.0,51.5,25.5,34.0,39.0,36.0,68.0,71.5
ADAM10,3238.5,2777.5,2349.0,2710.5,2343.0,2244.0,4003.0,3856.0
ADAR,6554.5,5275.0,4111.0,5135.5,4576.0,4631.0,5857.0,6218.0
ADARB1,536.0,468.0,490.0,577.0,444.0,448.0,746.0,659.5
ADCY1,2.5,1.5,11.0,17.5,0.0,0.0,0.0,1.0
ADCY2,1.5,1.5,2.0,1.5,3.0,3.0,0.0,0.0
ADCY3,1064.0,831.5,616.5,765.0,601.0,629.0,724.0,767.5
ADCY5,6.0,5.0,7.5,7.0,2.0,1.0,6.0,7.5
ADCY6,30.0,21.0,8.0,13.5,4.0,4.0,3.0,3.0
ADCY7,2598.5,2104.5,1374.5,1627.0,2472.0,2351.0,1890.0,2159.5
ADCY9,3141.0,2335.0,1214.0,1497.5,846.0,829.0,1113.0,1094.5
ADD1,3085.0,2276.0,1541.5,2266.5,3617.0,3589.0,2436.0,2549.0
ADD2,4534.5,3605.5,2542.5,3085.5,2228.0,2319.0,2256.0,2276.5
ADD3,454.5,444.0,203.0,227.0,917.0,1085.0,513.0,510.0
PLIN2,377.0,305.0,145.5,162.0,433.0,464.0,1338.0,1205.5
ADH5,700.5,580.0,568.5,693.0,1254.0,1331.0,750.0,680.5
ADH6,2.0,3.5,3.0,4.5,1.0,0.0,1.0,0.5
ADK,553.0,452.0,536.0,606.5,472.0,473.0,625.0,585.0
ADM,7.0,5.5,7.5,6.5,7.0,6.0,5.0,3.0
ADORA1,1.5,1.0,6.0,7.5,0.0,0.0,1.0,2.0
ADORA2A,13.0,11.5,13.5,22.5,127.0,129.0,43.0,47.5
ADORA2B,163.0,135.5,207.5,277.0,218.0,248.0,709.0,636.0
ADORA3,3.0,2.0,4.0,6.5,1.0,3.0,6.0,9.0
ADPRH,3.0,3.5,114.5,141.5,232.0,221.0,0.0,0.0
PARP1,1826.0,1639.0,1483.5,1738.5,1896.0,2482.0,1660.0,1556.5
PARP4,56.5,88.5,96.5,80.5,110.0,147.0,104.0,69.5
ADRA1D,3.0,0.5,1.5,1.0,0.0,0.0,3.0,2.5
ADRA2C,7.0,5.5,3.5,5.5,9.0,8.0,15.0,7.5
ADRB1,2.0,4.0,4.5,4.0,6.0,5.0,2.0,2.0
ADRB2,66.5,67.5,43.5,47.0,23.0,25.0,123.0,137.5
GRK2,3181.5,2251.5,1612.0,2394.0,2313.0,2088.0,1837.0,1828.5
GRK3,589.0,480.0,396.5,420.0,463.0,426.0,588.0,583.5
ADSL,239.5,188.5,173.5,243.0,184.0,207.0,245.0,239.5
ADSS2,1099.5,939.5,694.0,922.5,622.0,719.0,1545.0,1418.0
AP2A1,534.0,500.0,420.0,523.5,403.0,398.0,609.0,518.5
AP2A2,221.5,199.0,271.0,330.5,297.0,290.0,447.0,390.0
AP1B1,581.5,418.0,509.5,705.0,732.0,736.0,622.0,751.5
AP2B1,4768.5,4058.5,5079.5,6057.5,3746.0,3788.0,5988.0,6022.5
AP1G1,5026.0,4235.5,3823.5,4623.0,5532.0,5559.0,5257.0,5116.5
TLE5,768.0,643.5,160.5,250.0,1106.0,1169.0,285.0,276.5
AFG3L1P,705.5,552.5,585.5,738.5,1226.0,1178.0,809.0,811.0
AGA,1191.5,1015.5,784.5,903.5,1053.0,1118.0,810.0,753.0
AGER,165.0,137.0,70.5,97.5,130.0,130.0,61.0,63.0
AGL,213.0,201.0,141.0,160.5,427.0,427.0,176.0,162.5
JAG1,78.0,52.5,45.0,48.0,142.0,117.0,39.0,24.0
AGT,99.5,76.5,121.5,183.5,22.0,22.0,236.0,218.0
AGTR2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AHCY,3585.0,3116.5,3371.5,4048.5,2949.0,2952.0,3837.0,3685.0
AHR,855.5,682.5,560.0,571.0,1815.0,1754.0,1551.0,1501.0
AIF1,1270.0,1043.5,882.0,1279.5,769.0,819.0,957.0,825.5
CRYBG1,639.0,483.0,98.5,144.0,46.0,40.0,253.0,533.5
AK1,19.0,13.0,30.5,41.0,21.0,23.0,61.0,59.5
AK2,20941.5,17948.0,16394.5,19775.5,13906.0,14346.0,19174.0,17765.5
AK4,1.5,2.5,8.5,14.0,36.0,45.0,0.0,2.5
AKT1,2221.5,1659.0,1531.5,2262.0,2366.0,2260.0,2165.0,2175.0
AKT2,2101.0,1553.0,1338.0,2199.0,1203.0,1135.0,1928.0,2194.0
ALAD,1257.0,1047.0,733.0,996.5,1054.0,1136.0,824.0,990.5
ALAS1,57.5,50.5,52.5,57.0,78.0,97.0,72.0,62.0
ALCAM,1187.5,986.5,427.0,499.0,210.0,218.0,828.0,697.5
ABCD1,518.5,382.5,353.0,565.0,501.0,462.0,521.0,481.5
ALDH2,13.5,13.5,12.0,13.5,9.0,9.0,30.0,37.5
ALDH1B1,1050.5,888.0,1221.5,1498.5,1220.0,1249.0,1728.0,1484.5
ALDH1A3,87.0,68.5,33.5,38.0,33.0,29.0,78.0,157.0
ALDH3B1,454.0,354.5,450.0,614.5,566.0,581.0,566.0,560.5
ALDH9A1,1365.5,1104.0,1254.0,1521.0,1499.0,1706.0,1417.0,1347.0
ALDH3A2,273.0,255.0,145.0,180.0,282.0,275.0,238.0,204.5
ABCD2,256.0,191.0,30.5,36.0,18.0,22.0,27.0,44.0
ALDOA,5398.0,4281.5,4582.5,7034.0,12208.0,12623.0,7184.0,6569.5
ALDOB,5.0,6.0,3.0,4.5,1.0,1.0,4.0,2.0
ALDOC,327.0,308.5,503.5,683.0,1107.0,1148.0,815.0,786.5
AKR1B1,591.5,523.0,355.0,446.5,273.0,289.0,324.0,324.5
ALOX12,113.5,98.0,64.0,68.0,13.0,10.0,36.0,38.5
ALOX5AP,811.0,685.0,936.5,1216.5,309.0,367.0,1797.0,1683.5
ALOX12B,1.0,1.5,1.5,4.0,0.0,0.0,0.0,0.0
ALX3,17.5,18.0,9.0,16.5,14.0,9.0,10.0,12.5
AMD1,4844.0,3905.0,3622.5,4278.5,5430.0,5571.0,6200.0,5651.5
AMFR,556.0,437.5,407.0,441.0,798.0,819.0,468.0,475.0
AMH,2.0,1.5,3.5,3.0,3.0,5.0,5.0,5.0
AMPD2,327.5,219.0,182.0,249.0,254.0,238.0,295.0,375.5
AMPD3,59.0,50.5,26.0,28.5,14.0,14.0,30.0,53.5
AMPH,0.0,4.0,1.0,4.0,8.0,7.0,4.0,5.0
BIN1,5.5,1.5,9.5,17.0,24.0,24.0,25.0,27.5
AMT,192.0,163.0,76.5,93.5,93.0,88.0,92.0,84.0
AMY1A,1.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0
AMY1B,1.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0
AMY1C,1.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0
AMY2B,2.0,0.0,0.0,0.5,1.0,0.0,2.0,2.0
ANG,4.0,3.0,3.5,5.5,2.0,2.0,5.0,1.5
ANGPT1,20.5,16.0,13.5,20.5,68.0,72.0,5.0,4.5
ANGPT2,26.0,27.5,17.0,19.5,24.0,18.0,21.0,24.5
ANK1,0.5,2.5,2.0,3.0,0.0,1.0,0.0,0.0
ANK2,65.0,58.5,191.0,193.5,19.0,23.0,132.0,108.0
ANK3,2.5,2.5,1.0,1.0,0.0,1.0,1.0,0.0
ANPEP,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0
SLC25A4,33.5,25.0,48.5,47.5,45.0,30.0,60.0,55.0
SLC25A5,3668.0,2803.5,2430.5,3287.5,1990.0,2237.0,2804.0,3065.0
SLC25A6,8386.5,6024.0,3714.5,5869.5,7748.0,8549.0,5188.0,5414.5
ANXA1,377.0,381.0,314.0,391.5,1031.0,1271.0,1208.0,1147.5
ANXA2,605.5,535.0,357.0,464.5,850.0,908.0,724.0,1030.5
303,6.0,8.5,4.5,3.5,7.0,6.0,6.0,6.0
ANXA4,292.5,274.5,307.5,367.0,411.0,457.0,367.0,347.5
ANXA5,171.5,147.0,1089.0,1317.0,1582.0,1792.0,1258.0,1143.5
ANXA6,339.5,257.0,307.5,440.5,335.0,311.0,464.0,479.5
ANXA7,552.5,481.0,578.5,613.0,536.0,629.0,831.0,681.5
ANXA11,1024.5,871.5,745.5,1036.5,761.0,779.0,987.0,923.0
AOAH,10.5,12.0,1.5,5.5,4.0,3.0,5.0,6.0
AOC2,4.0,3.5,1.5,2.5,1.0,1.0,4.0,6.5
AOX1,0.0,0.5,2.5,0.5,1.0,3.0,0.0,0.0
APAF1,485.0,369.5,203.5,246.5,496.0,497.0,218.0,221.5
NUDT2,84.0,68.5,54.5,73.5,67.0,88.0,70.0,72.5
APOF,0.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0
APBA1,544.0,436.5,335.0,431.5,57.0,53.0,158.0,140.5
APBA2,18.0,16.0,22.5,29.5,19.0,22.0,23.0,19.0
APBB1,458.5,333.0,32.5,43.0,5.0,6.0,56.0,55.5
APBB2,9.0,4.5,44.0,47.0,44.0,36.0,24.0,17.5
APC,151.0,122.0,100.5,103.0,149.0,170.0,179.0,170.5
AIRE,1.0,2.5,1.0,2.0,2.0,1.0,1.0,0.5
APEH,254.5,207.5,157.0,189.0,212.0,258.0,196.0,209.5
APEX1,2625.0,2209.5,1828.0,2372.0,2218.0,2430.0,2384.0,2382.0
BIRC2,158.5,152.0,129.0,147.0,142.0,172.0,174.0,162.5
BIRC3,5.5,7.0,2.5,3.0,2.0,3.0,15.0,11.5
XIAP,1693.5,1336.0,1112.0,1244.5,1136.0,1104.0,1736.0,1687.0
BIRC5,2866.0,2415.0,1780.5,2348.5,3248.0,3415.0,1991.0,2050.0
APLP1,10.5,10.5,9.5,12.5,6.0,5.0,20.0,28.0
APLP2,7410.0,6251.5,4198.0,4924.0,3657.0,3683.0,5379.0,5329.5
APOA1,2.5,5.5,2.5,4.5,5.0,5.0,1.0,2.0
APOC1,105.0,121.5,71.5,99.0,2.0,2.0,231.0,200.5
APOC2,4405.5,3975.5,4010.0,5428.0,1759.0,1710.0,7261.0,6244.5
APOC4,3.5,4.5,4.0,6.5,0.0,1.0,2.0,3.5
APOD,6.0,7.5,10.5,9.5,0.0,0.0,0.0,0.5
APOE,2.5,2.0,2.5,3.5,1.0,0.0,5.0,7.5
APP,531.5,441.0,1141.0,1367.5,731.0,765.0,1756.0,1795.0
APRT,1272.5,1105.5,888.0,1310.5,1352.0,1513.0,1288.0,1191.5
FAS,8.0,10.5,1.0,1.0,11.0,6.0,1.0,0.0
SHROOM2,0.0,0.5,2.0,1.5,0.0,0.0,1.0,0.0
AQP1,20.5,12.0,112.5,136.0,718.0,629.0,215.0,193.5
AQP3,45.0,40.0,241.0,411.0,524.0,549.0,295.0,288.5
AR,7.5,6.0,6.0,6.0,7.0,6.0,1.0,2.0
ABCC6,1.0,3.0,1.0,4.0,4.0,5.0,6.0,2.5
ARAF,559.5,408.5,316.0,465.5,449.0,418.0,522.0,512.0
ARCN1,7226.5,6218.0,6538.0,7565.5,6236.0,6027.0,8912.0,9196.5
TRIM23,86.5,87.5,52.5,55.5,100.0,105.0,74.0,80.0
ARF1,9874.0,7691.0,8511.0,10983.0,8383.0,8507.0,11029.0,11596.5
ARF3,16418.0,13078.5,11082.5,15074.5,9435.0,8609.0,13112.0,14600.0
ARF4,3490.0,3011.5,3868.0,4494.5,2534.0,2972.0,4953.0,4714.5
ARL4D,1.0,1.0,2.5,3.0,14.0,12.0,3.0,5.0
ARF5,496.5,332.0,276.5,439.0,671.0,675.0,448.0,399.5
ARF6,5377.0,4724.5,4077.5,5013.5,6432.0,6129.0,7539.0,8178.0
ARG1,2.0,0.5,0.0,0.5,1.0,1.0,0.0,2.0
ARG2,848.0,729.5,658.5,721.0,653.0,731.0,810.0,779.0
RHOA,27999.0,24773.5,23792.0,27231.0,19952.0,21384.0,37888.0,32614.0
RHOB,357.0,243.5,205.5,246.0,203.0,242.0,543.0,413.5
RHOC,196.0,155.5,140.5,203.0,320.0,297.0,252.0,300.0
RHOG,1890.0,1564.5,1005.0,1458.5,1122.0,884.0,1488.0,1276.5
ARHGAP1,2304.0,1767.5,1091.0,1613.5,1071.0,1020.0,1363.0,1650.5
ARHGAP4,612.0,428.5,297.0,431.5,352.0,346.0,367.0,391.0
ARHGAP6,1.5,5.0,1.5,3.5,1.0,1.0,12.0,13.0
ARHGDIA,13322.5,9845.5,9070.0,13710.0,9480.0,8851.0,14099.0,15077.5
ARHGDIB,22170.5,17872.5,14481.5,19784.0,13142.0,12796.0,17376.0,17070.0
RHOH,40.0,33.0,16.5,16.5,7.0,5.0,62.0,70.0
ARL1,1811.5,1556.5,1845.0,2130.5,1272.0,1320.0,2510.0,2300.5
PHOX2A,2.5,2.5,1.0,3.5,3.0,3.0,2.0,4.0
ARL2,265.5,243.0,172.0,228.0,196.0,238.0,248.0,242.5
ARL3,133.0,97.0,93.0,122.0,50.0,59.0,174.0,173.5
ARNT,1195.0,1021.5,879.0,1038.0,1173.0,1175.0,1125.0,1099.5
ARNTL,30.0,38.0,45.0,36.5,14.0,13.0,60.0,49.0
ARRB1,5807.5,4345.0,2971.0,3909.0,1959.0,1866.0,3241.0,3436.5
ARRB2,808.5,646.5,533.0,765.5,389.0,330.0,872.0,876.5
ARSA,179.5,121.0,95.5,118.0,94.0,107.0,98.0,104.5
ARSB,1076.5,877.0,1616.5,2030.5,1672.0,1648.0,1842.0,1996.0
STS,439.0,335.5,258.5,321.5,179.0,188.0,345.0,338.5
ARSD,1074.0,875.0,870.0,1215.5,788.0,831.0,1435.0,1516.0
ARSL,0.0,0.5,0.0,1.5,1.0,3.0,2.0,1.5
ARVCF,16.5,12.0,15.0,21.0,19.0,23.0,15.0,18.5
ASAH1,2014.5,1695.0,1604.5,1833.0,1021.0,1049.0,2039.0,1828.5
ASCL1,0.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0
ASCL2,4.5,2.5,0.0,1.5,1.0,3.0,0.0,0.0
ASGR1,1.0,1.0,2.5,2.5,2.0,0.0,2.0,1.5
ASGR2,50.5,40.0,19.5,25.5,17.0,14.0,2.0,2.5
ASIP,2.5,1.0,1.5,0.5,0.0,0.0,0.0,2.0
ASL,28.5,16.5,22.5,26.0,30.0,25.0,23.0,19.0
GET3,298.5,251.5,229.0,368.0,400.0,371.0,387.0,362.5
ASNS,512.5,435.0,441.5,569.0,330.0,430.0,331.0,344.0
ASPH,809.0,679.0,770.5,816.5,1242.0,1333.0,1020.0,1101.0
ASS1,694.0,559.5,1855.5,2999.5,1595.0,1637.0,1629.0,1758.0
ZFHX3,32.5,37.0,24.5,24.0,95.0,100.0,25.0,28.0
ATF1,536.0,534.5,505.0,517.5,678.0,693.0,792.0,656.5
ATF3,401.0,332.5,284.0,346.5,711.0,804.0,389.0,432.5
ATF4,886.0,826.5,530.5,729.0,961.0,1127.0,818.0,720.5
ATIC,296.0,236.5,231.5,324.0,270.0,285.0,340.0,318.0
ATM,1190.0,942.0,581.0,664.0,905.0,970.0,768.0,718.5
RERE,1120.0,768.5,200.0,200.0,251.0,246.0,155.0,166.5
ATOX1,171.0,146.5,174.0,275.5,266.0,306.0,224.0,213.5
ATP1A1,772.5,584.5,609.0,772.0,784.0,872.0,846.0,803.5
ATP1A3,77.5,62.0,73.0,109.5,4.0,3.0,155.0,158.0
ATP1B1,45.5,46.5,49.5,54.5,160.0,179.0,61.0,65.0
ATP1B2,1.0,2.0,3.5,5.5,0.0,1.0,2.0,1.5
ATP1B3,2415.5,2269.5,2714.0,3049.5,3255.0,4090.0,3291.0,3177.0
FXYD2,0.0,0.0,0.5,1.0,0.0,2.0,1.0,1.0
ATP2A1,35.0,26.0,25.0,30.5,19.0,19.0,21.0,26.5
ATP2A2,5424.5,4237.0,4864.0,5037.0,3697.0,3694.0,6755.0,6501.0
ATP2A3,2057.5,1472.5,777.0,1139.0,590.0,576.0,1067.0,983.5
ATP2B1,1376.5,1208.0,999.0,1077.5,1416.0,1375.0,2650.0,3275.5
ATP2B2,6.5,8.0,17.0,18.5,10.0,6.0,111.0,107.0
ATP2B3,27.5,16.5,76.0,70.0,74.0,54.0,97.0,85.0
ATP2B4,4038.0,3253.5,1353.0,1535.0,2375.0,2283.0,2316.0,2364.5
ATP5F1A,945.0,599.5,613.0,836.5,750.0,769.0,740.0,912.0
ALDH7A1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ATP5F1B,1779.5,1546.5,1413.0,2095.5,1712.0,2117.0,2050.0,1924.5
ATP5F1C,253.0,160.5,93.5,209.5,176.0,174.0,177.0,268.0
ATP5F1D,664.0,588.5,816.5,1254.0,750.0,921.0,1187.0,989.0
ATP5F1E,1092.0,845.5,760.5,1058.0,963.0,1021.0,1188.0,1278.5
ATP5PB,1844.5,1559.5,1704.5,1981.0,1591.0,2334.0,2112.0,1910.5
ATP5MC1,167.5,140.0,170.5,235.5,228.0,273.0,216.0,228.0
ATP5MC2,2327.0,1943.5,1508.0,2433.0,1818.0,1877.0,2148.0,2248.0
ATP5MC3,2088.5,1778.0,1957.0,2607.0,2059.0,2070.0,2646.0,2495.5
ATP5ME,1074.5,930.5,719.5,1009.5,1067.0,1210.0,1291.0,1243.5
ATP5PF,296.5,165.0,155.5,223.5,251.0,263.0,198.0,284.5
ATP6V1A,2379.5,1974.5,1668.0,1984.0,2178.0,2326.0,2391.0,2370.0
ATP6V1B2,4342.5,3719.0,4532.5,5705.5,8637.0,9173.0,8429.0,9547.0
ATP6V0C,1852.5,1454.5,1384.0,2211.0,2614.0,2700.0,2043.0,2068.0
ATP6V1C1,2502.0,2010.0,2595.0,3149.0,4137.0,4278.0,2559.0,2774.0
ATP6V1E1,1245.5,1051.0,1128.5,1375.5,1201.0,1231.0,1153.0,1289.5
ATP6V0B,987.5,856.5,1100.0,1156.0,989.0,1096.0,1270.0,1202.0
ATP6V1G2,70.0,52.5,47.5,57.0,31.0,37.0,75.0,65.0
ATP6V0A1,306.0,239.0,220.0,312.5,523.0,546.0,396.0,409.5
ATP6AP1,1392.0,1186.5,1022.5,1321.5,936.0,987.0,1254.0,1442.5
ATP7A,62.5,46.5,60.5,59.5,116.0,139.0,68.0,68.0
ATP5PO,517.5,478.0,437.5,668.0,576.0,711.0,640.0,581.0
ATP7B,6.0,5.0,4.5,6.5,27.0,35.0,6.0,5.0
ATR,17.5,13.0,10.0,13.0,21.0,22.0,26.0,26.5
ATRX,755.5,633.5,497.0,610.0,765.0,766.0,975.0,945.5
KIF1A,2.0,1.5,2.0,0.5,0.0,1.0,4.0,6.5
AUH,50.5,46.0,39.5,41.5,104.0,147.0,35.0,27.5
AUP1,5835.5,4542.5,4209.0,6079.0,5021.0,4974.0,6559.0,6326.5
AVPR2,39.5,23.5,18.5,23.0,8.0,6.0,29.0,26.0
AXL,382.0,358.0,260.0,361.5,133.0,138.0,118.0,112.5
AZU1,1263.5,984.0,652.0,1049.5,1349.0,1327.0,671.0,662.5
B2M,11760.5,10752.0,9254.0,10928.5,10037.0,12479.0,14496.0,13341.5
BAAT,2.5,1.5,2.5,3.5,1.0,0.0,2.0,4.0
BACH1,1020.5,805.5,560.5,651.5,1197.0,1174.0,1053.0,1096.0
BAD,139.5,112.5,128.5,181.0,124.0,122.0,161.0,189.5
BAG1,1230.0,1077.0,1260.5,1593.0,932.0,927.0,1484.0,1485.5
ADGRB1,9.0,5.5,3.0,3.5,8.0,7.0,4.0,3.5
BAK1,574.0,401.0,372.0,635.0,478.0,475.0,453.0,514.5
NKX3-2,22.0,16.0,13.0,16.5,5.0,5.0,6.0,10.0
BARD1,1764.0,1499.0,673.0,732.5,1219.0,1271.0,759.0,759.0
BAX,816.0,641.5,273.5,511.0,293.0,275.0,460.0,453.0
BBS1,173.5,157.0,120.5,159.5,87.0,87.0,191.0,161.5
BBS2,75.5,83.0,70.5,80.5,139.0,162.0,97.0,80.5
BBS4,156.0,126.0,108.5,109.5,190.0,210.0,142.0,147.5
BCAT1,10964.0,9009.5,10129.0,12680.5,9590.0,10379.0,8721.0,8885.0
BCAT2,232.0,158.0,197.5,270.0,205.0,237.0,257.0,207.5
BCKDHA,594.5,481.0,437.5,569.5,252.0,287.0,530.0,478.0
BCKDHB,207.5,178.0,112.0,122.0,329.0,331.0,158.0,150.5
CCND1,25.0,24.5,48.5,43.5,72.0,64.0,11.0,9.5
BCL2,6321.5,5207.5,3269.0,3573.0,2370.0,2385.0,4225.0,3870.0
BCL2A1,4.5,6.5,20.0,26.5,9.0,7.0,50.0,35.5
BCL2L1,904.5,655.5,563.0,870.0,771.0,659.0,797.0,770.5
BCL2L2,764.0,601.5,523.0,644.5,612.0,546.0,618.0,609.5
BCL3,137.5,95.0,102.5,119.5,146.0,125.0,86.0,149.5
BCL6,2.0,3.5,3.0,5.5,7.0,3.0,1.0,2.0
BCL7A,848.0,632.5,473.5,580.5,884.0,894.0,764.0,601.0
BCL9,57.5,54.5,19.0,23.0,15.0,14.0,29.0,23.0
OPN1SW,40.5,42.0,67.0,76.5,49.0,42.0,89.0,73.0
BCR,102.5,75.5,95.5,110.0,146.0,135.0,80.0,82.5
BCS1L,26.5,30.0,34.0,43.0,57.0,68.0,59.0,50.0
BDH1,334.0,260.5,321.0,326.0,302.0,381.0,411.0,353.5
BDNF,28.0,12.5,7.0,7.0,1.0,1.0,29.0,21.0
CFB,2.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0
BFSP1,6.0,6.5,6.5,11.0,3.0,4.0,8.0,9.5
BGLAP,35.0,25.0,17.5,26.5,22.0,17.0,30.0,26.0
CEACAM1,2.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0
BICD1,1.5,5.0,7.5,4.0,4.0,3.0,14.0,12.5
BID,1578.5,1488.5,1315.0,1554.5,1465.0,1582.0,1909.0,1684.5
BIK,94.0,64.0,52.0,60.0,78.0,83.0,26.0,28.5
PRDM1,72.5,69.0,68.0,93.5,145.0,107.0,190.0,150.0
BLK,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0
BLM,69.0,46.5,48.0,36.0,70.0,78.0,51.0,56.0
BLMH,707.0,633.5,541.0,706.5,540.0,635.0,772.0,783.5
CXCR5,7.5,5.5,6.0,8.5,8.0,11.0,10.0,8.0
BLVRB,240.5,243.5,145.0,211.0,107.0,105.0,213.0,233.5
BMI1,1145.5,986.0,902.0,1023.0,1028.0,1029.0,1356.0,1210.0
BMP1,231.0,159.5,221.0,363.0,436.0,419.0,488.0,406.5
BMP2,1.5,0.0,2.0,2.5,12.0,16.0,2.0,2.0
BMP4,2.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0
BMP6,1295.5,1182.5,1772.0,1821.0,1581.0,2050.0,2026.0,1725.5
BMP8B,193.5,154.5,114.0,121.0,88.0,78.0,169.0,202.0
BMPR1A,142.5,126.0,120.0,116.5,109.0,104.0,129.0,119.0
BMPR2,157.0,134.5,208.5,267.0,263.0,278.0,309.0,337.5
POLR3D,499.0,344.0,281.0,369.0,495.0,439.0,493.0,542.0
BNIP1,103.5,76.5,87.5,123.5,131.0,149.0,103.0,136.5
BNIP2,4632.0,3786.0,2308.0,2628.0,2726.0,2710.0,2916.0,2858.5
BNIP3,91.5,71.5,114.5,106.5,15.0,17.0,13.0,12.5
BNIP3L,2499.0,2023.5,1556.0,1903.0,3454.0,3430.0,1858.0,1785.5
BOK,11.0,6.0,6.5,6.0,10.0,3.0,8.0,5.5
DST,13.5,12.0,17.0,24.0,60.0,55.0,74.0,78.0
FOXL2,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
BPGM,86.0,91.0,91.0,103.0,257.0,302.0,129.0,156.0
