,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
AP2B1,0.012036434612882238,0.01330671989354624,0.0180703452726686,0.02392620351686365,0.014196479273140262,0.01651073197578426,0.020708880923934688,0.019765287214329835,0.012449799196787148,0.013867002836432399,0.008120178643930167,0.011969904240766074
AP1G1,0.049600672551492225,0.037544169611307424,0.06663705019991115,0.0647377938517179,0.06177325581395349,0.11016949152542373,0.07235421166306695,0.09742228961334344,0.060104117368670135,0.04777731616119651,0.022606382978723406,0.06328024106758502
TLE5,0.017094017094017096,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.028368794326241134,0.01680672268907563,0.0,0.009708737864077669,0.0
CRISP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG3L1P,0.0697211155378486,0.07383966244725738,0.10062893081761007,0.09075043630017451,0.06074766355140187,0.11971830985915492,0.10986547085201794,0.13153153153153152,0.09456264775413711,0.10995850622406639,0.037383177570093455,0.11405295315682282
AGA,0.006257822277847309,0.0027063599458728013,0.004273504273504274,0.012360939431396786,0.004889975550122249,0.018561484918793503,0.003125,0.0038071065989847717,0.013266998341625208,0.006675567423230975,0.0032,0.0054869684499314125
AGER,0.08433734939759036,0.043478260869565216,0.025423728813559324,0.05185185185185185,0.03389830508474576,0.14285714285714285,0.075,0.09859154929577464,0.043478260869565216,0.078125,0.04,0.09401709401709402
AGL,0.007142857142857143,0.0070921985815602835,0.03597122302158273,0.0,0.043010752688172046,0.0380952380952381,0.02097902097902098,0.017045454545454544,0.0,0.008333333333333333,0.022727272727272728,0.01020408163265306
JAG1,0.14814814814814814,0.0,0.17647058823529413,0.13636363636363635,0.07407407407407407,0.1,0.07692307692307693,0.10909090909090909,0.2413793103448276,0.11764705882352941,0.043478260869565216,0.04878048780487805
AGT,0.0,0.0,0.0,0.006622516556291391,0.0,0.02666666666666667,0.00909090909090909,0.006756756756756757,0.007692307692307693,0.0,0.010526315789473684,0.02459016393442623
AHCY,0.006126295947219604,0.010650224215246636,0.014249363867684479,0.012879484820607176,0.014124293785310734,0.031050228310502283,0.018564356435643563,0.023421588594704685,0.010430247718383311,0.0096,0.004944375772558714,0.013888888888888888
AHR,0.06868131868131869,0.07554945054945054,0.06534090909090909,0.09068627450980392,0.06976744186046512,0.13908450704225353,0.09572301425661914,0.07845934379457917,0.044897959183673466,0.0598669623059867,0.03255813953488372,0.05054151624548736
AIF1,0.015313935681470138,0.004807692307692308,0.011111111111111112,0.01141552511415525,0.012121212121212121,0.017738359201773836,0.0377906976744186,0.017735334242837655,0.019784172661870502,0.020634920634920634,0.007561436672967864,0.01764705882352941
CRYBG1,0.0392156862745098,0.026785714285714284,0.029288702928870293,0.053231939163498096,0.036585365853658534,0.035211267605633804,0.010362694300518135,0.013157894736842105,0.004807692307692308,0.0043859649122807015,0.00684931506849315,0.004219409282700422
AK1,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.01818181818181818,0.0,0.013513513513513514
AK2,0.01317498608276118,0.012277529266203483,0.019614835948644792,0.020218100772108574,0.015433023673958645,0.02924145917776491,0.016977749657281452,0.020597839738759106,0.01541994750656168,0.014476190476190476,0.005049950598309364,0.012239347234814143
AK4,0.009345794392523364,0.0,0.0,0.020618556701030927,0.0425531914893617,0.0,0.033707865168539325,0.0,0.0,0.0,0.0,0.011494252873563218
AKT1,0.014318010550113038,0.012489592006661115,0.01948051948051948,0.018810679611650484,0.014285714285714285,0.01918158567774936,0.025869037995149554,0.022048364153627313,0.02054794520547945,0.01717408274785324,0.005336179295624333,0.022561863173216887
AKT2,0.019878997407087293,0.02171767028627838,0.022727272727272728,0.02796725784447476,0.02268760907504363,0.030837004405286344,0.022878932316491896,0.0322061191626409,0.01940755873340143,0.02483900643974241,0.005502063273727648,0.023767605633802816
ALAD,0.01642512077294686,0.008884501480750246,0.011676396997497914,0.018754688672168042,0.015126050420168067,0.023183925811437404,0.01939655172413793,0.027545909849749584,0.017382413087934562,0.008687258687258687,0.005813953488372093,0.01282051282051282
ALAS1,0.11764705882352941,0.2608695652173913,0.0,0.0625,0.0,0.2222222222222222,0.22727272727272727,0.1794871794871795,0.14814814814814814,0.125,0.05,0.10714285714285714
ALCAM,0.0,0.0064516129032258064,0.00911854103343465,0.008310249307479225,0.0,0.012145748987854251,0.005934718100890208,0.016018306636155607,0.0035971223021582736,0.006289308176100629,0.004166666666666667,0.019943019943019943
ABCD1,0.025396825396825397,0.030534351145038167,0.020895522388059702,0.02962962962962963,0.026490066225165563,0.03608247422680412,0.027972027972027972,0.01834862385321101,0.03879310344827586,0.022222222222222223,0.029411764705882353,0.01718213058419244
ALDH2,0.06060606060606061,0.038461538461538464,0.0,0.09090909090909091,0.0,0.0,0.034482758620689655,0.05263157894736842,0.1111111111111111,0.06896551724137931,0.0,0.0
ALDH1B1,0.048465266558966075,0.04847396768402154,0.08902077151335312,0.0863013698630137,0.052054794520547946,0.07881773399014778,0.11663807890222985,0.128686327077748,0.09137931034482759,0.0985691573926868,0.05009633911368015,0.0817174515235457
ALDH1A3,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
ALDH3B1,0.018998272884283247,0.02480916030534351,0.017488076311605722,0.03459637561779242,0.0149812734082397,0.031446540880503145,0.031683168316831684,0.05806451612903226,0.0408997955010225,0.04679376083188908,0.014285714285714285,0.01824817518248175
ALDH9A1,0.024330900243309004,0.022700119474313024,0.04269662921348315,0.028515240904621434,0.03103448275862069,0.03350970017636684,0.03038674033149171,0.03640256959314775,0.018944519621109608,0.026651216685979143,0.0112,0.024764150943396228
ALDH3A2,0.026041666666666668,0.004651162790697674,0.021367521367521368,0.03018867924528302,0.048,0.023076923076923078,0.0446927374301676,0.039473684210526314,0.026455026455026454,0.018604651162790697,0.005780346820809248,0.023474178403755867
ABCD2,0.016666666666666666,0.016666666666666666,0.021505376344086023,0.022222222222222223,0.013333333333333334,0.07865168539325842,0.05747126436781609,0.06493506493506493,0.02912621359223301,0.04081632653061224,0.02564102564102564,0.01680672268907563
ALDOA,0.012924978926664794,0.011876484560570071,0.014622641509433962,0.014130182997451933,0.019736842105263157,0.019043195541105434,0.0159015901590159,0.02061324400927596,0.011494252873563218,0.020213687554143805,0.011384502387073081,0.01863905325443787
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,0.0,0.0,0.0011668611435239206,0.002205071664829107,0.0,0.0,0.0025284450063211127,0.0012804097311139564,0.0014814814814814814,0.002824858757062147,0.002544529262086514,0.002628120893561104
AKR1B1,0.008771929824561403,0.009523809523809525,0.0026595744680851063,0.0023752969121140144,0.005555555555555556,0.024096385542168676,0.003389830508474576,0.006734006734006734,0.007518796992481203,0.0,0.003257328990228013,0.00946372239747634
ALOX12,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5AP,0.004125412541254125,0.0018365472910927456,0.003915426781519186,0.002156721782890007,0.0030165912518853697,0.011976047904191617,0.010027347310847767,0.0136986301369863,0.009765625,0.006872852233676976,0.0,0.012205044751830757
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15B,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,0.06793935991016282,0.04370327774583094,0.08690807799442897,0.09072978303747535,0.09174311926605505,0.16208393632416787,0.09993979530403371,0.13153232949512844,0.06744186046511629,0.07480073574494175,0.05099601593625498,0.07213496218731821
AMFR,0.030136986301369864,0.02830188679245283,0.010230179028132993,0.03713527851458886,0.039647577092511016,0.041237113402061855,0.04285714285714286,0.06571428571428571,0.02601156069364162,0.02849002849002849,0.006896551724137931,0.02972972972972973
AMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPD2,0.022813688212927757,0.03211009174311927,0.09333333333333334,0.07339449541284404,0.06956521739130435,0.041666666666666664,0.09507042253521127,0.061068702290076333,0.07048458149779736,0.07662835249042145,0.037037037037037035,0.07480314960629922
AMPD3,0.0,0.014705882352941176,0.030303030303030304,0.013888888888888888,0.0,0.023255813953488372,0.0,0.12903225806451613,0.01694915254237288,0.034482758620689655,0.022727272727272728,0.03278688524590164
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMT,0.009345794392523364,0.005128205128205128,0.02030456852791878,0.004291845493562232,0.0,0.017094017094017096,0.0273224043715847,0.0045871559633027525,0.006289308176100629,0.0,0.0,0.005025125628140704
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT1,0.0,0.018867924528301886,0.0,0.0,0.06521739130434782,0.0,0.025,0.015625,0.018867924528301886,0.0,0.02040816326530612,0.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,0.07,0.05405405405405406,0.07291666666666667,0.03508771929824561,0.041666666666666664,0.08695652173913043,0.11764705882352941,0.06086956521739131,0.05660377358490566,0.015625,0.01694915254237288,0.05263157894736842
