,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4.11_DMSO_rep.1,MV4.11_DMSO_rep.2,MV4.11_DMSO_rep.3,MV4.11_JQ1_rep.1,MV4.11_JQ1_rep.2,MV4.11_JQ1_rep.3,genes
13681,2502,3536,3949,5652,4955,3002,3,6,14,4,3,4,SNAR-B2
13682,692,372,440,363,473,471,2,0,1,0,2,2,SNAR-E
13683,29,35,22,33,29,17,0,0,0,0,0,0,SNAR-H
13684,2502,3536,3949,5652,4955,3002,3,6,14,4,3,4,SNAR-B1
13685,101,54,81,65,88,74,0,0,1,0,0,0,SNAR-D
13686,147,176,161,244,199,165,1,1,0,0,0,2,SNAR-G2
13687,0,0,0,0,0,0,1,2,7,4,1,3,ERICH4
13688,40,34,36,42,51,30,35,30,42,29,36,20,EPOP
13689,1155,1229,1020,1030,966,746,728,623,1151,538,799,688,TOMM6
13690,2,0,0,0,0,0,2,0,0,0,1,0,LINC00426
13691,15,4,9,10,17,4,35,30,33,26,37,20,100190986
13692,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A14
13693,2,1,2,1,0,1,0,0,0,0,0,0,FAR2P2
13694,89,41,43,35,43,34,13,12,19,13,19,8,KMT2E-AS1
13695,90,46,49,105,120,60,95,84,139,84,143,89,LINC01004
13696,3,1,4,4,3,0,0,0,1,0,1,0,100240735
13697,0,0,0,0,0,0,0,0,3,0,0,0,100268168
13698,0,0,0,0,0,0,1,0,2,0,0,1,CASC11
13699,24,20,26,15,12,4,1,3,3,0,6,0,100270746
13700,6,11,8,13,3,4,27,19,44,16,34,25,SMG1P3
13701,1,0,0,0,0,0,3,3,13,2,5,4,MEF2B
13702,0,0,0,0,0,0,0,1,2,0,0,0,RASA4B
13703,6,7,6,9,3,2,1,0,9,3,3,2,CMC4
13704,24,23,19,22,16,14,1,3,16,5,4,6,100272217
13705,0,0,0,1,2,1,0,0,0,0,0,0,BCDIN3D-AS1
13706,3,3,0,0,1,3,3,8,1,0,0,2,ANAPC1P1
13707,16,14,14,21,11,2,9,13,24,14,21,25,100287015
13708,0,3,0,2,0,0,1,0,0,1,0,0,100287042
13709,6,9,5,7,8,7,13,7,12,9,9,8,WASHC1
13710,0,1,2,1,6,2,3,0,4,1,4,0,TIPARP-AS1
13711,1,2,1,1,0,1,11,4,13,5,2,4,SMKR1
13712,0,0,1,0,1,0,1,2,3,3,9,1,ADPGK-AS1
13713,4,2,2,2,0,3,0,2,0,0,2,2,LINC00173
13714,0,0,0,0,0,0,2,0,0,0,0,0,LOXL1-AS1
13715,4,2,1,3,1,1,0,4,4,0,3,0,LINC00630
13716,6,7,2,9,10,8,7,9,4,9,19,15,100287896
13717,273,204,175,204,192,139,151,131,201,95,137,139,TIMM23
13718,10,18,9,13,17,6,11,10,18,17,25,25,NBPF20
13719,2,0,0,3,4,0,3,1,2,2,5,1,HMGN3-AS1
13720,1,1,2,1,0,1,0,0,0,0,0,0,ERVMER34-1
13721,0,0,0,0,0,0,0,4,0,4,0,0,IL10RB-DT
13722,1,0,0,0,0,0,1,0,0,0,1,0,MTRNR2L7
13723,26,14,11,14,15,5,83,100,132,72,102,85,WHAMMP1
13724,2,1,3,2,5,2,13,6,10,4,0,12,100288637
13725,9,2,3,6,3,1,2,2,3,2,3,2,LIMS4
13726,9,16,9,10,11,5,51,44,65,47,63,67,PAN3-AS1
13727,3,1,1,0,1,1,0,0,4,0,2,2,WASH8P
13728,2,1,3,0,7,2,5,1,10,1,5,0,100288846
13729,6,17,7,16,6,1,4,5,14,2,4,6,SLC25A25-AS1
13730,4,13,5,8,5,2,1,2,4,5,8,6,ATP2A1-AS1
13731,32,29,30,22,18,11,33,23,34,35,61,39,FRG1CP
13732,11,9,12,18,4,1,12,5,4,8,17,6,100289098
13733,0,0,1,0,0,0,9,7,13,12,8,9,FAM95C
13734,0,0,0,1,4,0,0,0,1,1,0,0,TMEM225B
13735,1,3,2,1,8,1,0,0,0,0,0,0,LINC00624
13736,8,19,13,21,15,21,29,27,26,24,31,19,DNAJC3-DT
13737,12,9,8,10,8,2,9,11,21,12,21,17,MAN1B1-DT
13738,14,10,6,14,10,10,8,4,8,8,15,9,100289361
13739,7,5,7,7,3,0,4,4,3,3,11,6,UBAC2-AS1
13740,1,3,3,0,1,2,0,0,0,0,0,0,KCTD21-AS1
13741,3,5,0,9,12,2,6,3,9,6,2,3,100289561
13742,12,30,14,20,11,9,0,0,0,0,0,0,HERC2P4
13743,0,0,0,3,0,0,59,47,94,36,74,49,ZNF605
13744,16,11,13,14,5,9,25,17,33,17,33,23,ZNF783
13745,112,105,75,81,66,41,156,139,236,72,115,89,ZNF587B
13746,0,0,0,0,0,1,3,2,9,4,0,0,RNF213-AS1
13747,2,3,2,3,0,0,0,1,1,1,7,0,MIR1825
13748,0,2,6,0,2,0,0,0,0,0,0,0,MIR664A
13749,1,2,1,6,3,5,0,5,4,2,4,2,100302273
13750,11,16,5,6,14,13,47,33,48,51,47,41,MIR1244-1
13751,0,0,0,0,2,0,1,3,3,4,2,1,RASAL2-AS1
13752,0,2,1,0,1,1,10,7,14,7,7,3,BABAM2-AS1
13753,23,16,24,20,12,10,45,26,36,34,45,40,GPR75-ASB3
13754,16,24,23,13,8,8,7,5,12,12,15,13,TMED7-TICAM2
13755,0,0,2,3,2,0,0,0,0,0,0,0,SNORA80B
13756,0,0,0,0,0,0,1,0,3,0,0,0,TSNAX-DISC1
13757,0,1,0,0,0,0,12,5,8,11,15,17,ZEB2-AS1
13758,9,7,9,18,21,8,16,7,8,7,6,6,SLC25A5-AS1
13759,48,55,67,52,45,39,158,109,188,93,187,108,PET117
13760,31,30,28,33,32,11,38,27,69,31,43,40,PITPNA-AS1
13761,1,0,2,4,1,3,3,2,9,7,2,6,MIR320D1
13762,4,2,1,7,15,4,14,7,21,8,2,8,SAP25
13763,5,9,12,9,9,8,19,35,45,22,36,22,GCSHP3
13764,0,0,0,0,0,0,1,3,3,4,11,1,TRPC5OS
13765,0,1,0,0,2,0,13,11,28,15,20,13,100379224
13766,1,1,0,0,0,0,9,5,8,3,4,5,MIR181A2HG
13767,3,1,1,1,2,2,0,0,0,0,0,0,100420587
13768,7,10,7,3,8,6,6,2,5,4,8,6,FAM21EP
13769,1,0,0,1,1,3,0,0,0,0,0,0,100421746
13770,6,1,3,0,1,2,3,3,6,2,6,8,100422556
13771,5,1,0,1,2,0,4,1,5,2,3,3,SMG1P6
13772,0,0,0,0,0,0,0,2,0,0,0,0,MIR4292
13773,11,16,5,6,14,13,47,33,48,51,47,41,MIR1244-3
13774,11,16,5,6,14,13,47,33,48,51,47,41,MIR1244-2
13775,3,3,6,4,7,1,10,3,5,18,24,9,MICOS10P1
13776,4,2,2,5,1,1,15,14,20,14,23,7,MTRNR2L1
13777,0,0,0,0,0,0,0,1,0,2,3,0,MTRNR2L6
13778,1,3,1,2,1,2,4,2,1,1,0,1,MTRNR2L8
13779,3,1,4,1,0,4,0,0,2,1,2,1,MTRNR2L10
13780,108,99,111,152,100,69,115,93,151,85,142,109,THAP9-AS1
13781,0,0,1,0,1,1,2,3,1,0,0,0,CCDC180
13782,7,5,1,2,2,2,0,0,0,0,0,0,SUGT1P4-STRA6LP
13783,8,0,6,0,2,1,2,1,2,2,1,3,100500773
13784,5,7,5,2,8,1,2,3,8,2,4,4,MIR3654
13785,1,3,3,0,1,3,3,8,10,5,11,2,MIR3614
13786,1,0,1,3,1,0,6,0,4,0,5,0,MIR3652
13787,0,0,0,0,0,0,2,2,5,0,0,1,MIR3916
13788,4,8,4,5,5,3,0,0,3,0,0,3,MIR3671
13789,2,4,5,3,4,5,0,0,1,0,0,2,MIR3908
13790,0,0,0,0,3,0,2,2,2,0,1,0,MIR3651
13791,0,0,1,0,0,0,5,7,6,3,9,6,LINC01602
13792,0,0,0,0,0,0,0,1,0,0,0,1,LINC01301
13793,5,4,4,7,10,2,3,11,14,16,5,10,RBM26-AS1
13794,0,1,2,1,0,0,8,13,12,10,7,7,100505549
13795,86,111,104,88,75,61,169,152,265,151,234,188,INAFM2
13796,102,69,70,103,68,53,43,53,90,36,69,55,SNHG21
13797,2,0,0,4,0,0,0,0,1,2,0,0,C11orf72
13798,0,0,0,0,0,0,0,0,1,1,2,0,LINC01133
13799,1,0,3,0,3,0,0,0,1,0,5,0,MALINC1
13800,157,200,152,185,168,106,184,168,280,169,262,209,FGD5-AS1
13801,10,2,4,6,12,6,3,0,3,0,6,1,RAD51-AS1
13802,0,2,0,3,3,0,2,4,0,2,1,1,DCST1-AS1
13803,1,2,2,2,0,1,0,1,0,2,1,1,RRS1-AS1
13804,6,0,0,1,1,0,0,0,0,0,0,0,UBE2Q2L
13805,0,0,0,0,3,1,0,0,1,0,1,0,NAPA-AS1
13806,0,0,0,0,1,0,1,0,0,0,0,0,LINC01431
13807,61,69,58,65,59,57,10,8,22,20,11,16,LINC00888
13808,20,12,6,20,20,8,7,4,9,15,13,10,SH3BP5-AS1
13809,3,0,1,2,5,1,19,14,24,14,9,15,100505715
13810,105,75,86,78,63,38,0,0,0,0,0,0,MIR4458HG
13811,34,40,19,33,27,15,14,8,34,12,5,10,RPARP-AS1
13812,41,45,23,49,36,21,31,24,40,17,26,27,MHENCR
13813,113,140,134,136,136,94,246,166,396,251,330,248,CARD8-AS1
13814,8,0,1,1,1,1,0,2,0,2,6,0,STK4-AS1
13815,52,43,39,45,31,34,18,12,25,22,45,26,APTR
13816,2,0,4,0,0,0,0,0,0,0,0,0,CFAP58-DT
13817,88,98,82,88,79,68,104,108,161,77,137,107,CEBPZOS
13818,5,4,2,4,1,1,10,13,24,5,35,11,TMEM161B-AS1
13819,0,0,0,0,0,0,2,1,3,1,2,2,100505912
13820,0,0,0,0,1,0,0,0,0,0,0,0,100505918
13821,0,0,0,2,0,0,0,0,0,0,0,0,ADD3-AS1
13822,3,4,4,5,3,2,7,4,11,5,4,6,ENO1-AS1
13823,0,0,0,0,1,0,2,0,1,1,0,0,RTCA-AS1
13824,0,0,0,0,0,0,5,0,0,1,1,0,PPP5D1
13825,0,1,0,0,0,0,3,0,1,3,2,3,LINC02606
13826,2,1,0,1,0,2,0,1,2,2,0,0,100506023
13827,17,23,18,4,7,4,0,0,0,0,0,0,CRPPA-AS1
13828,1,0,0,0,1,0,2,1,2,0,0,0,PTOV1-AS1
13829,1,0,0,0,0,0,1,0,3,0,0,0,GAS5-AS1
13830,17,25,13,21,16,11,25,20,44,12,19,20,RNASEH1-AS1
13831,1,2,4,2,8,7,0,4,2,9,6,6,SMG1P7
13832,0,0,0,1,1,0,10,9,24,9,19,10,100506076
13833,0,0,0,0,1,0,0,0,0,0,0,0,LINC02749
13834,0,2,0,4,1,1,0,2,1,0,1,2,100506083
13835,0,1,0,0,0,0,0,0,0,0,3,0,ARL17B
13836,2,1,1,0,0,0,0,0,0,0,0,0,100506098
13837,0,2,0,4,3,2,0,3,4,4,1,1,100506100
13838,0,0,0,0,0,0,1,0,2,3,0,2,SIX3-AS1
13839,0,0,0,0,0,0,6,8,16,9,14,9,100506123
13840,0,1,0,0,0,0,0,0,0,0,6,0,100506124
13841,4,6,4,4,11,3,2,5,4,8,10,10,GVQW3
13842,0,0,0,2,1,0,4,0,1,0,0,0,100506136
13843,20,27,17,24,21,11,26,28,34,28,33,25,TMEM35B
13844,1,2,2,1,6,3,0,0,1,2,3,0,TAF1A-AS1
13845,0,1,1,0,0,0,0,0,0,0,0,0,100506178
13846,4,1,0,2,5,1,0,0,2,0,0,2,MIR210HG
13847,6,2,4,3,0,1,3,2,7,1,4,5,PAXBP1-AS1
13848,0,1,0,0,0,0,0,0,2,0,0,1,TBC1D8-AS1
13849,0,0,0,0,0,1,0,4,2,0,0,1,ID2-AS1
13850,33,31,25,21,24,18,12,14,23,11,11,13,100506302
13851,327,303,292,248,185,158,1,0,2,0,0,0,LINC00958
13852,0,0,0,0,0,0,17,13,38,14,34,17,HOTAIRM1
13853,4,1,1,1,1,0,2,2,1,2,0,3,GPRC5D-AS1
13854,1,0,0,0,0,0,1,0,10,4,8,0,SP2-AS1
13855,2,5,6,0,0,5,0,0,0,0,0,0,LINC00649
13856,195,154,145,151,140,106,314,196,357,163,328,252,OTUD6B-AS1
13857,0,0,0,0,0,0,5,0,1,0,0,4,LINC01426
13858,3,4,4,2,0,4,1,0,6,0,2,0,SLC16A1-AS1
13859,0,4,0,0,0,0,4,9,8,8,13,7,GAS6-DT
13860,0,0,0,0,0,0,5,3,0,1,0,3,CBR3-AS1
13861,1,0,0,0,0,0,0,0,0,0,0,0,LINC00648
13862,0,0,1,0,0,0,0,0,0,0,0,0,SRD5A3-AS1
13863,22,17,13,11,11,5,0,0,0,0,0,0,LINC01234
13864,20,23,11,21,22,11,22,15,27,11,12,8,TMEM147-AS1
13865,0,0,2,0,0,0,0,0,1,0,2,0,DSCAM-AS1
13866,1,1,1,0,0,0,0,2,0,0,1,0,SPTY2D1OS
13867,111,103,85,128,105,68,107,82,114,71,79,75,100506548
13868,10,7,10,8,2,7,1,4,0,3,7,3,C16orf95
13869,0,0,0,0,0,0,5,8,10,2,1,2,100506585
13870,19,7,19,7,13,5,3,0,1,3,0,1,PPP1R26-AS1
13871,1,4,2,6,8,3,8,3,16,6,3,1,VASH1-AS1
13872,0,1,0,5,5,2,2,2,3,4,7,1,100506606
13873,3,0,1,0,0,0,0,0,0,0,0,0,LINC00540
13874,0,0,2,0,1,0,1,1,0,0,0,0,PRKAR2A-AS1
13875,15,11,4,17,6,1,7,8,12,15,19,11,PXN-AS1
13876,0,0,0,5,1,1,16,18,17,16,21,26,OCLN
13877,0,0,0,0,0,0,0,2,0,0,0,1,DDX11-AS1
13878,6,2,2,1,3,2,3,8,8,12,5,8,NRAV
13879,0,0,0,0,4,0,0,0,0,0,0,0,MRPS30-DT
13880,0,0,0,0,1,3,0,0,0,0,1,0,JARID2-AS1
13881,11,4,9,4,11,2,13,8,14,5,3,13,IQCH-AS1
13882,0,1,1,0,0,1,44,47,78,36,30,39,100506688
13883,2,2,5,4,4,1,0,1,1,0,1,2,PCAT6
13884,0,1,0,0,0,0,2,0,1,0,0,0,LINC00327
13885,0,0,2,0,0,0,1,0,1,0,5,1,ALOX12-AS1
13886,0,1,0,0,3,1,8,2,11,9,6,9,NUP50-DT
13887,11,9,14,21,19,14,20,32,51,34,56,46,100506730
13888,1,4,2,4,2,0,14,5,17,5,14,5,AFF1-AS1
13889,1,5,1,0,0,5,1,1,0,0,0,0,MGAT4FP
13890,0,0,0,0,0,0,0,1,2,0,0,0,LINC01353
13891,3,2,2,5,7,1,26,21,41,23,18,23,TSPOAP1-AS1
13892,0,0,1,0,1,0,0,0,0,0,0,0,LINC01132
13893,0,0,2,0,0,0,0,0,2,0,1,0,MYLK-AS1
13894,16,14,10,9,14,9,47,50,90,23,43,41,GIHCG
13895,13,10,19,24,14,5,43,32,57,19,45,26,TTN-AS1
13896,1,5,1,1,0,2,0,0,0,0,0,1,MKLN1-AS
13897,0,8,1,2,6,2,7,1,1,0,1,0,MAGOH2P
13898,0,1,0,1,0,0,1,1,2,0,0,1,LINC00665
13899,11,16,14,10,12,7,6,3,3,3,1,5,ELOA-AS1
13900,0,0,1,0,0,0,4,6,6,4,2,6,PTPRG-AS1
13901,1,0,0,0,0,1,1,0,1,0,2,0,100507002
13902,5,3,4,3,4,5,21,19,31,19,15,16,TMCC1-AS1
13903,0,3,0,2,2,0,0,4,0,2,1,0,PITRM1-AS1
13904,0,0,0,0,1,0,0,0,0,0,0,0,100507053
13905,6,1,0,5,2,4,5,5,2,2,2,2,MELTF-AS1
13906,3,1,0,5,0,0,3,1,1,9,10,6,PSMD6-AS2
13907,0,0,0,0,0,0,18,7,15,2,5,16,FRY-AS1
13908,0,2,2,1,0,0,4,2,4,1,2,1,ASAP1-IT2
13909,17,11,10,7,3,0,0,0,3,2,0,0,BOLA3-AS1
13910,3,7,2,6,1,4,0,0,0,0,0,0,LINC02525
13911,5,4,3,1,4,0,1,6,6,3,1,2,100507250
13912,2,0,0,0,2,0,0,2,1,0,0,0,STX18-AS1
13913,11,7,14,10,10,9,21,20,17,12,23,28,ZNF865
13914,473,353,282,522,456,251,161,185,248,117,268,154,SNHG19
13915,80,82,69,77,84,53,39,42,55,41,66,55,MINCR
13916,8,8,3,17,14,2,9,4,14,10,10,6,ERVK13-1
13917,1,4,1,4,6,5,9,7,6,8,8,5,ZSWIM8-AS1
13918,7,7,2,3,1,2,5,9,15,9,8,6,VIM-AS1
13919,0,0,0,2,0,2,4,5,6,3,0,7,100507373
13920,0,2,0,0,0,1,0,0,0,0,0,0,100507377
13921,0,1,0,1,0,0,2,4,3,0,0,0,KCNQ5-IT1
13922,0,0,0,0,0,0,3,3,0,1,1,0,SENCR
13923,15,10,4,12,7,12,14,18,18,19,20,21,INTS6-AS1
13924,4,9,1,13,3,4,3,6,2,3,4,1,100507399
13925,3,0,4,4,2,1,3,0,6,0,0,2,LRP4-AS1
13926,0,0,0,0,0,0,0,2,2,0,0,1,TMLHE-AS1
13927,1,0,0,0,0,0,1,5,1,1,0,1,MMP25-AS1
13928,0,0,0,0,0,1,0,0,0,0,0,0,ZNF571-AS1
13929,8,8,12,17,11,18,25,13,21,15,15,24,MICA
13930,0,0,0,1,3,0,1,1,0,0,0,0,100507437
13931,0,0,2,3,2,0,0,2,1,1,0,0,ZNF213-AS1
13932,5,8,3,2,1,4,2,1,7,0,4,5,NRSN2-AS1
13933,0,0,0,0,0,0,7,0,2,1,1,2,GVQW2
13934,0,0,0,0,0,0,43,33,84,44,42,51,PSMB8-AS1
13935,2,0,4,1,3,0,3,5,4,5,8,8,IDH1-AS1
13936,0,1,0,1,0,0,5,1,4,1,4,0,LINC02615
13937,1,0,0,3,0,0,3,3,2,5,2,2,SDCBP2-AS1
13938,3,9,0,6,1,0,1,3,0,1,4,7,LINC01569
13939,13,19,8,11,7,8,12,19,28,9,15,8,100507507
13940,2,2,0,1,2,0,0,0,0,0,0,0,SOX21-AS1
13941,7,5,1,6,3,0,0,0,0,0,0,2,100507547
13942,0,0,0,0,0,0,0,0,0,1,2,0,100507557
13943,1,0,0,2,0,0,0,0,0,0,1,0,100507564
13944,5,6,2,6,8,5,21,14,29,22,25,16,RAB11B-AS1
13945,0,2,0,0,1,0,0,1,0,0,3,0,BHLHE40-AS1
13946,0,0,0,4,0,0,0,0,0,0,0,0,TGFBR3L
13947,0,0,0,0,0,0,20,16,12,0,6,5,LCT-AS1
13948,0,2,0,2,7,1,0,2,3,5,0,0,TRIM52-AS1
13949,0,0,2,0,0,0,0,0,3,4,0,0,TNKS2-AS1
13950,6,1,1,7,5,10,0,0,0,0,0,0,LINC02432
13951,0,1,0,0,0,0,0,0,0,0,0,0,RNF212B
13952,7,5,6,4,5,1,7,4,2,1,6,3,ZNF687-AS1
13953,5,8,2,16,1,2,0,0,0,0,0,0,LINC02616
13954,2,4,3,2,5,5,2,0,2,1,8,0,CPB2-AS1
13955,2,3,0,0,0,0,37,32,60,25,35,23,LY75-CD302
13956,5,8,14,15,7,2,3,6,3,5,5,5,ARPC4-TTLL3
13957,2,4,2,1,1,1,2,2,1,0,2,3,MSANTD3-TMEFF1
13958,181,239,172,252,242,175,204,180,263,164,210,158,RBM14-RBM4
13959,12,7,7,12,11,3,6,5,30,17,13,19,CENPS-CORT
13960,93,117,79,63,112,54,89,66,114,71,101,81,ATP5MF-PTCD1
13961,5,6,5,6,6,2,7,12,11,2,2,3,ABHD14A-ACY1
13962,5,9,3,10,5,4,0,0,1,0,0,1,CCDC169-SOHLH2
13963,55,55,47,37,35,23,187,178,284,157,201,191,RNF103-CHMP3
13964,0,0,1,0,0,0,0,0,2,0,2,1,STIMATE-MUSTN1
13965,61,52,42,61,48,34,23,26,28,25,43,23,ARPIN-AP3S2
13966,180,202,133,183,155,128,139,124,214,95,210,126,NT5C1B-RDH14
13967,15,8,9,21,4,6,8,11,18,18,17,14,CAHM
13968,3,7,4,0,2,4,4,2,1,4,5,0,INMT-MINDY4
13969,140,117,130,84,80,43,4,6,1,4,0,7,100526832
13970,91,117,98,87,61,37,117,58,160,62,88,69,BLOC1S5-TXNDC5
13971,83,69,80,79,61,44,36,50,58,40,52,50,EEF1E1-BLOC1S5
13972,56,62,73,84,58,42,100,84,173,86,151,88,RPL17-C18orf32
13973,232,325,253,300,275,253,418,352,655,373,467,498,TGIF2-RAB5IF
13974,0,0,0,0,0,0,32,30,35,20,32,23,GIMAP1-GIMAP5
13975,42,26,26,36,24,26,67,66,91,51,88,59,100527950
13976,84,90,93,149,114,91,74,90,124,98,116,109,MROH7-TTC4
13977,0,0,0,1,1,1,3,1,6,2,3,3,PMF1-BGLAP
13978,11,7,17,7,7,8,8,6,7,4,21,7,LHX4-AS1
13979,6,11,3,1,1,0,4,0,2,0,0,0,TLCD4-RWDD3
13980,30,38,24,29,23,14,18,10,10,8,33,18,ARL2-SNX15
13981,0,0,1,0,0,0,0,0,0,0,0,0,HSPB2-C11orf52
13982,69,70,59,57,45,47,13,14,31,10,42,20,ST20-MTHFS
13983,40,54,57,36,33,25,70,64,85,42,85,45,POC1B-GALNT4
13984,3,0,1,0,0,1,4,0,1,2,1,3,FKBP1A-SDCBP2
13985,0,0,0,0,0,0,2,4,11,2,3,7,KLRC4-KLRK1
13986,0,0,1,2,0,2,2,1,4,3,7,3,ARMCX5-GPRASP2
13987,7,2,4,3,2,2,3,8,17,10,16,17,NEDD8-MDP1
13988,211,166,130,134,156,78,142,115,178,59,114,95,BCL2L2-PABPN1
13989,173,176,166,183,167,135,375,275,465,349,513,325,RPL36A-HNRNPH2
13990,1,0,1,3,0,0,7,4,4,7,1,4,CORO7-PAM16
13991,23,32,22,22,22,9,42,48,77,40,55,43,100529207
13992,2,1,0,1,2,2,2,6,8,1,4,6,TMEM256-PLSCR3
13993,0,0,0,1,1,0,14,5,13,21,10,12,ZNF559-ZNF177
13994,78,87,72,65,66,50,106,93,167,86,140,124,RPS10-NUDT3
13995,12,15,13,7,3,3,20,9,23,2,9,8,ZNF816-ZNF321P
13996,76,101,89,103,77,66,265,238,417,238,445,271,HSPE1-MOB4
13997,0,0,0,0,0,0,1,2,0,0,0,1,CKLF-CMTM1
13998,15,32,19,22,17,14,85,61,126,72,115,86,SYNJ2BP-COX16
13999,22,32,20,19,17,12,37,31,48,25,40,35,CHURC1-FNTB
14000,17,12,18,16,6,6,0,5,13,4,4,4,ZNF625-ZNF20
14001,3,4,1,10,6,5,16,13,20,16,27,23,NPHP3-ACAD11
14002,0,0,3,2,5,1,1,0,4,0,4,6,NDUFC2-KCTD14
14003,210,208,170,168,150,107,61,67,109,36,63,69,COMMD3-BMI1
14004,7,10,0,13,3,5,13,8,12,11,15,6,INO80B-WBP1
14005,0,0,2,0,2,0,1,5,4,7,2,4,MICOS10-NBL1
14006,81,121,106,150,102,50,55,58,89,70,96,67,ATP6V1G2-DDX39B
14007,0,0,0,4,1,0,1,3,0,0,4,1,100532742
14008,5,5,11,10,6,3,73,82,108,65,69,78,C8orf44-SGK3
14009,14,7,7,24,11,11,27,12,19,25,18,17,ZHX1-C8orf76
14010,3,6,6,18,6,5,0,0,0,0,0,0,ZNF670-ZNF695
14011,1,0,1,2,0,2,1,1,5,6,3,3,SEC24B-AS1
14012,1,2,1,0,1,1,5,7,10,3,2,11,ARHGAP19-SLIT1
14013,0,2,0,3,2,1,7,1,2,1,0,3,100533195
14014,0,3,0,2,0,2,10,4,7,4,4,4,100533464
14015,16,5,5,16,9,3,28,33,44,26,50,22,BIVM-ERCC5
14016,38,36,38,29,27,23,99,82,114,59,96,63,DNAAF4-CCPG1
14017,5,4,3,4,7,6,8,7,10,7,2,10,TVP23C-CDRT4
14018,1,0,0,0,0,0,0,0,0,0,0,1,LRRC37A8P
14019,2,0,1,1,1,1,3,1,1,1,0,0,RBAK-RBAKDN
14020,8,4,3,10,15,5,33,34,57,49,67,55,P2RX5-TAX1BP3
14021,484,408,403,327,339,274,351,251,475,278,451,303,100533975
14022,45,34,33,55,46,32,94,62,157,64,73,88,100534012
14023,1,0,0,0,0,0,807,634,1119,688,1267,856,100534589
14024,204,155,119,167,149,121,155,144,217,130,140,162,URGCP-MRPS24
14025,1,0,0,0,0,0,0,2,6,0,2,1,STX16-NPEPL1
14026,15,21,18,32,23,23,42,26,34,33,47,51,HNRNPUL2-BSCL2
14027,5,3,7,4,8,6,48,59,63,68,89,75,ISY1-RAB43
14028,5,3,3,4,2,0,0,0,1,0,0,0,TM4SF19-TCTEX1D2
14029,8,17,11,17,21,7,31,21,41,30,46,41,C1QTNF3-AMACR
14030,3,1,1,1,2,0,6,5,0,1,7,0,MIR4680
14031,14,14,9,10,9,3,10,10,24,6,9,3,MIR4647
14032,2,0,0,1,0,2,4,0,0,6,4,2,MIR4709
14033,2,1,0,0,0,0,0,0,0,2,0,0,MIR4485
14034,2,8,4,2,3,2,2,3,1,1,0,0,MIR4426
14035,0,0,0,1,0,4,0,0,0,3,0,0,MIR4657
14036,1,2,2,6,9,0,2,3,6,0,0,1,MIR4751
14037,0,0,0,0,0,0,0,0,0,0,1,0,TPTE2P5
14038,22,17,19,9,8,11,23,16,47,3,14,21,PARTICL
14039,13,7,7,2,1,6,27,23,41,19,13,19,FAM47E-STBD1
14040,9,12,9,24,15,5,0,2,0,3,0,1,SPRY4-IT1
14041,2,0,0,1,3,0,0,0,2,1,0,0,LINC00659
14042,4,10,2,16,9,1,25,16,37,30,17,19,PYCARD-AS1
14043,27,21,33,19,14,15,8,13,25,11,8,4,TIMM23B
14044,0,1,0,0,1,0,2,0,2,2,0,6,100652758
14045,0,0,0,0,0,0,0,0,1,0,0,0,100652768
14046,63,73,60,46,46,42,58,58,93,41,67,54,NNT-AS1
14047,14,9,7,13,10,15,4,2,6,4,8,4,LINC01023
14048,0,0,0,0,0,0,0,0,0,1,0,0,LINC00539
14049,0,0,0,1,0,0,0,0,1,0,0,0,PCAT1
14050,3,5,2,1,7,4,2,0,2,2,3,3,KLHL7-DT
14051,0,0,0,1,0,0,0,0,0,0,0,0,MIR5094
14052,2,0,0,0,0,1,0,0,0,0,0,0,EGFLAM-AS4
14053,56,46,59,57,50,30,114,102,207,110,159,127,HEIH
14054,0,0,0,0,0,0,0,0,0,0,0,2,CERS6-AS1
14055,31,35,30,33,18,20,34,37,51,27,61,26,FSBP
14056,28,26,30,24,19,14,31,26,48,15,41,28,PINK1-AS
14057,0,3,0,0,1,0,4,10,10,8,5,10,LINC00562
14058,0,0,0,0,0,0,2,2,0,1,3,0,LINC00565
14059,31,27,17,27,29,19,16,12,12,17,15,9,TMEM265
14060,9,0,0,1,2,0,0,0,0,0,0,0,DIP2A-IT1
14061,0,3,1,0,0,0,1,9,6,3,2,2,LMLN-AS1
14062,4,12,15,11,10,7,5,4,2,11,6,8,IPO9-AS1
14063,0,3,0,1,0,1,3,2,3,7,2,9,MED14OS
14064,0,0,0,0,0,0,3,2,5,0,0,2,MEIS1-AS2
14065,1,4,1,2,0,1,0,1,0,1,1,1,OXCT1-AS1
14066,0,0,1,0,0,0,5,1,2,1,0,2,PRRT3-AS1
14067,0,1,0,0,0,0,0,0,0,0,0,0,HM13-AS1
14068,11,5,9,3,2,12,1,8,2,3,6,1,DGUOK-AS1
14069,0,0,0,0,0,2,0,0,0,0,0,0,LINC00534
14070,0,2,0,0,4,0,0,0,0,0,1,1,FALEC
14071,2,5,0,7,3,4,10,8,14,6,14,7,COX10-AS1
14072,0,0,0,2,0,1,0,2,0,0,2,0,TM4SF19-AS1
14073,4,4,2,0,0,0,0,0,0,0,1,0,LINC00853
14074,0,0,0,0,0,0,3,2,0,0,2,0,RNASEH2B-AS1
