,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
4512,1022,1059,975,1247,1178,880,1943,1492,2605,1528,2647,1924,NCOR1
4513,1617,1487,1420,1649,1530,1264,2855,2036,3121,2241,3525,2450,NCOR2
4514,151,175,177,198,158,114,2,0,0,0,0,0,GDA
4515,3783,3508,3343,3546,3641,2908,3016,2383,4301,2435,3675,2886,RNF7
4516,203,194,209,196,205,158,152,117,168,117,200,148,MTRF1
4517,1674,1807,1565,2302,1911,1227,281,178,325,209,290,228,TRAF4
4518,5,5,10,6,8,7,1,6,5,3,5,1,CELSR1
4519,33,32,24,38,29,24,27,13,38,28,34,21,AATK
4520,3,0,2,2,1,2,17,12,23,8,26,23,GNA14
4521,1121,1202,1217,1314,1205,967,348,227,441,307,480,377,NUP155
4522,1501,2280,1924,2667,2168,1478,1680,1203,2043,1184,1718,1457,SEC24C
4523,285,268,219,289,231,207,326,237,379,299,388,309,TESMIN
4524,152,152,175,152,174,106,317,209,390,233,317,280,ISG15
4525,1552,1718,1559,1869,1928,1403,1289,1115,1873,1125,1751,1241,FEZ2
4526,110,91,104,112,135,93,22,22,17,14,22,16,FEZ1
4527,294,252,240,288,303,243,1009,865,1454,629,1242,733,ARHGEF10
4528,794,1034,935,1084,1099,770,1030,804,1318,862,1165,1010,ZNF592
4529,9,9,22,18,10,14,650,534,842,481,663,635,IKBKE
4530,12042,12970,11678,14378,13251,10759,9505,6946,11538,7462,14957,8776,MORF4L2
4531,169,142,128,205,175,143,42,26,40,33,57,34,SH3PXD2A
4532,1074,1231,1164,1378,1233,914,865,640,1032,663,1016,786,MICAL2
4533,2100,1869,1864,1997,1917,1501,1308,982,1564,1057,1938,1245,CTR9
4534,2892,3103,2778,3722,3058,2492,822,624,1151,583,952,780,PPM1F
4535,149,224,148,253,193,127,63,70,85,48,95,58,GCC2
4536,15,13,9,28,29,17,31,21,52,28,35,42,RALGPS1
4537,994,1139,952,1188,1111,873,810,696,1132,630,1258,763,MTFR1
4538,1735,1649,1634,1689,1715,1426,1129,946,1534,978,1682,1126,TTC37
4539,3442,3232,3263,3699,3487,2797,1288,918,1642,979,1945,1061,HS2ST1
4540,606,553,527,621,596,466,257,191,369,201,317,220,TTLL4
4541,289,307,267,311,253,221,310,227,397,242,503,274,SOCS5
4542,3112,3151,3087,3830,3342,2470,1776,1378,2370,1577,2143,1680,MDC1
4543,690,937,700,959,823,678,907,768,1344,750,1259,901,IQCB1
4544,14,14,28,12,12,14,2058,1546,2654,1539,2861,1729,ZNF516
4545,2510,2232,2155,2444,2314,1812,61,55,78,25,70,42,PDE4DIP
4546,427,408,419,475,458,354,439,293,524,289,608,384,CEP135
4547,876,836,737,860,904,673,550,476,766,503,809,566,LPIN2
4548,554,461,442,564,544,420,1503,1284,1949,1244,2460,1389,MARF1
4549,280,239,219,237,238,184,70,96,130,86,200,95,DZIP3
4550,1596,1733,1561,2046,1794,1390,1538,1213,1959,1411,1989,1629,SAFB2
4551,133,151,151,148,164,105,235,159,278,134,258,154,ZNF432
4552,5979,7494,5753,7790,7307,5316,4744,3780,6312,3827,5931,4456,EIF5B
4553,245,255,231,357,294,211,388,316,526,346,471,456,IPO13
4554,247,289,254,340,327,231,0,1,5,3,4,1,SDC3
4555,920,834,754,913,915,730,841,695,1020,703,1447,839,SLC25A44
4556,35,43,47,32,46,38,6,6,5,3,18,1,KIAA0040
4557,1028,928,849,1142,1045,820,595,452,741,539,720,561,TTI1
4558,261,135,193,142,160,176,381,241,276,229,473,203,PPIP5K1
4559,332,322,255,275,308,267,233,161,284,152,247,168,PHF14
4560,559,594,595,762,672,565,1598,1173,1859,1208,1774,1390,FAM53B
4561,83,92,63,86,109,69,314,230,414,202,378,269,DEPDC5
4562,515,711,601,797,723,581,1344,1125,1906,1147,1872,1361,KDM4A
4563,413,424,384,396,433,329,296,244,392,227,465,321,N4BP1
4564,622,684,621,710,725,479,720,539,939,567,797,615,LRRC14
4565,2286,3010,2603,3255,2809,2018,1911,1526,2502,1598,3107,1667,CLINT1
4566,419,515,425,543,470,357,704,559,987,552,744,607,VGLL4
4567,4,4,1,9,6,8,7,10,14,8,7,9,GREB1
4568,5864,6305,5402,7653,6878,5041,6244,4385,7030,4959,8167,5191,NUP93
4569,10051,11457,10077,11750,11448,8569,10849,8464,13763,8619,17651,9833,BZW1
4570,2009,2316,2109,2887,2611,1873,1604,1209,2169,1428,2351,1559,UBE3C
4571,966,1101,928,1228,1146,911,600,523,956,588,782,654,PRORP
4572,277,281,306,375,367,256,68,40,78,47,63,56,RAPGEF2
4573,821,791,785,811,844,691,819,583,915,608,1299,743,EMC2
4574,256,333,343,417,353,210,689,647,1033,606,1277,732,EDEM1
4575,17,20,18,39,22,22,18,39,55,28,35,53,CROCC
4576,587,642,579,741,661,551,383,293,464,303,501,326,TRAM2
4577,3035,3402,2853,3600,3508,2709,3259,2643,4447,2926,4782,3479,PUM1
4578,957,1243,1044,1458,1358,939,792,639,964,680,952,693,ESPL1
4579,383,386,384,473,393,290,547,490,872,532,682,709,PPP6R2
4580,1444,1418,1352,1561,1488,1141,1190,950,1689,1062,1933,1103,CEP57
4581,1771,1665,1756,1927,1749,1333,3073,2506,4294,2547,4027,3221,KIAA0100
4582,779,722,748,868,793,651,454,356,619,368,507,483,DHX34
4583,1,1,2,2,3,1,149,157,267,136,250,174,ULK2
4584,7,14,8,10,11,6,1196,1051,1618,993,1252,1114,PCDHGA8
4585,675,715,624,935,868,636,5648,4209,7588,3265,5748,3968,HERPUD1
4586,546,549,531,594,555,479,121,128,194,105,245,156,KIAA0355
4587,729,830,751,906,805,577,521,443,763,438,621,526,RUBCN
4588,1081,1012,985,1101,1085,835,83,75,128,71,108,97,USP6NL
4589,1,1,0,0,2,0,10,6,5,3,3,2,FAM131B
4590,1436,1725,1564,1790,1712,1305,949,823,1222,766,1414,910,AQR
4591,721,607,567,789,750,558,549,427,794,420,580,621,ECE2
4592,0,0,0,0,0,0,73,51,69,36,77,58,ADAMTSL2
4593,8,7,7,11,8,1,2,2,4,2,2,2,NOS1AP
4594,728,841,748,994,884,641,776,624,1056,696,1090,780,UTP14C
4595,428,369,357,521,441,328,103,60,109,59,101,88,TMEM63A
4596,316,289,271,361,309,246,351,253,461,273,473,330,ZNF646
4597,109,92,93,104,119,82,137,118,237,128,141,187,RAB11FIP3
4598,411,380,339,372,415,294,276,260,320,222,535,321,SECISBP2L
4599,79,62,72,90,104,61,51,42,85,47,62,55,DCAF1
4600,314,359,364,433,399,267,312,202,317,267,386,283,CEP104
4601,66,85,54,76,104,48,12,17,18,8,30,20,DOCK4
4602,2787,3193,2716,3877,3305,2538,1550,1198,2006,1231,2184,1540,SART3
4603,132,179,162,199,158,122,192,194,340,209,353,243,HDAC9
4604,1025,1231,1014,1397,1189,875,611,493,844,496,852,625,KNTC1
4605,1546,1521,1464,1724,1521,1223,1008,850,1307,873,1642,1039,USP34
4606,4,9,5,4,3,2,13,10,3,6,26,15,GPRASP1
4607,373,450,407,549,450,318,919,805,1339,690,1409,931,CCP110
4608,812,735,692,907,837,630,735,519,793,486,928,565,SETD1A
4609,6258,5431,5191,5620,5616,4836,6415,4510,7430,4973,11016,5359,LAPTM4A
4610,13,17,21,21,40,23,43,46,69,42,58,51,IFT140
4611,1,0,0,0,1,2,369,289,455,300,485,318,ARHGAP32
4612,6,4,1,9,3,2,442,262,398,302,416,351,ACAP1
4613,171,95,150,78,115,133,29,29,20,25,29,17,CLSTN3
4614,4384,3812,4007,4242,4297,3437,356,325,466,304,546,391,TCAF1
4615,1922,1799,1878,2044,1920,1507,1087,845,1370,804,1579,939,SLK
4616,1707,1858,1845,2092,1911,1473,357,310,539,335,550,439,PHACTR2
4617,8,20,13,25,16,19,16,16,14,17,20,12,RIPOR2
4618,170,151,142,147,158,104,29,14,38,25,20,16,SNPH
4619,175,182,199,164,149,146,89,79,111,73,63,60,ZSCAN12
4620,241,163,186,246,185,147,180,134,254,146,230,171,STARD8
4621,211,232,233,224,239,206,107,83,101,83,92,83,TBKBP1
4622,379,481,423,555,529,330,712,589,1022,562,825,634,KMT2B
4623,161,143,138,210,185,155,715,579,996,671,1034,752,HDAC4
4624,2947,2905,2932,3742,3447,2751,6467,4887,7966,5492,7840,6815,MLEC
4625,60,67,64,83,63,52,12,7,15,12,14,12,LZTS3
4626,764,679,612,666,752,590,7,14,14,8,11,12,KIAA0513
4627,385,526,471,577,478,388,199,137,231,141,274,170,ZFYVE16
4628,433,466,395,525,480,358,679,501,833,506,1102,523,SUSD6
4629,173,251,201,242,215,177,147,156,251,147,268,157,JADE3
4630,18276,19707,17043,20883,20384,15484,16851,12147,20847,12771,26379,14627,PCLAF
4631,2,2,0,1,3,2,5115,4009,6543,3834,6614,4550,RASSF2
4632,8,14,8,9,11,9,0,0,0,1,0,0,RAPGEF5
4633,669,557,550,745,632,466,752,556,851,599,819,585,TMEM94
4634,9243,8294,7966,8492,8723,6955,6132,4883,8360,5125,9237,5984,BCLAF1
4635,8407,10559,8795,12294,10486,8330,12151,8744,14071,9634,16472,10204,EIF4A3
4636,378,510,417,622,488,375,2319,1685,3055,1716,2428,2262,ATG13
4637,768,881,809,1095,889,634,659,596,853,555,1015,649,TM9SF4
4638,516,519,532,593,550,390,679,559,998,593,860,732,KIAA0232
4639,664,843,714,927,813,659,1807,1512,2694,1503,2452,2058,TBC1D5
4640,1275,1383,1154,1640,1378,920,1836,1263,2179,1327,2069,1492,PIEZO1
4641,1438,1542,1373,1537,1471,1187,1498,1210,1986,1146,2396,1280,RNF144A
4642,9604,10523,10073,11719,10990,8218,8673,6823,12236,7359,11719,8791,MATR3
4643,52,52,45,86,53,54,93,99,134,115,114,117,RIMS3
4644,982,1096,1009,1558,1192,893,1958,1581,2564,1697,2536,2205,SNX17
4645,2006,1855,1854,2184,1872,1512,1476,1027,1555,1143,2024,1179,DHX38
4646,364,353,374,431,390,295,414,347,532,392,822,404,KIAA0586
4647,1227,1524,1269,1634,1447,1105,1134,1032,1849,1043,1770,1346,DLGAP5
4648,11,14,12,14,9,8,3,1,10,1,4,3,MTSS1
4649,6636,8320,7117,9620,8196,6224,4495,3688,6084,3957,7132,4631,SPCS2
4650,5070,5718,4799,6480,5732,4221,2433,1924,2879,2041,3676,2283,BMS1
4651,7406,8361,6925,9708,8796,6992,11007,8828,15454,9317,13701,11123,PTDSS1
4652,1268,1139,1051,1129,1177,934,853,685,1122,582,1215,858,SERTAD2
4653,2542,2873,2499,3174,2928,2315,2602,2013,3523,2199,3368,2525,CKAP5
4654,311,456,397,530,512,345,981,812,1408,780,1445,979,MAML1
4655,15,8,8,6,8,5,21,17,24,27,26,15,PHYHIP
4656,2039,2392,1968,2582,2406,1780,2137,1616,2841,1706,2992,1879,TATDN2
4657,3071,3263,2986,3892,3521,2794,3094,2530,3998,2706,4409,3059,IST1
4658,2680,2567,2446,2596,2477,2040,1619,1269,1983,1200,2170,1382,MRPL19
4659,7987,8531,7311,8957,8275,6738,18182,14592,24693,15017,28583,17357,DAZAP2
4660,15669,14476,14410,16012,15658,12493,9611,7748,12423,7854,14186,9120,TOMM20
4661,10,9,5,18,9,17,19,15,13,11,30,12,SPOCK2
4662,561,535,511,642,629,440,616,445,720,438,757,532,IP6K1
4663,2077,2118,2039,2587,2371,1763,1716,1355,2335,1398,2005,1715,RNF40
4664,106,113,136,150,151,95,88,77,108,73,145,84,CTIF
4665,1405,1136,1161,1248,1317,1045,1119,823,1321,935,1699,1049,DELE1
4666,1079,1417,1271,1421,1274,897,1677,1469,2415,1456,2765,1753,EFCAB14
4667,68,60,65,82,75,45,135,135,205,141,192,170,SFI1
4668,510,535,518,731,591,485,1662,1346,2164,1315,2291,1656,GIT2
4669,1468,1700,1482,1714,1534,1147,395,343,514,278,513,296,URB2
4670,2849,2989,2620,2845,2738,2249,3060,2352,3916,2091,3709,2656,KEAP1
4671,2076,2095,1873,2452,2250,1879,1871,1473,2515,1663,3065,1979,NUP58
4672,1651,1774,1710,1857,1693,1343,173,169,266,223,320,267,TSC22D2
4673,201,139,132,147,151,121,99,76,131,78,113,81,CUL7
4674,891,895,896,820,856,595,673,512,834,528,979,661,RB1CC1
4675,4166,3928,3682,3778,3774,3182,4463,3329,5290,2949,6792,3463,ARHGAP11A
4676,419,418,333,473,473,342,260,263,402,254,415,293,SPATA2
4677,271,311,302,303,272,220,26,33,43,30,31,29,ARHGEF11
4678,12,13,22,16,20,14,6,3,15,4,4,7,RGP1
4679,3,6,3,5,4,0,111,86,149,128,200,139,ARHGEF17
4680,2355,2374,2305,2726,2536,1948,0,2,4,4,2,1,DNAJC6
4681,1072,1234,1024,1436,1229,1006,1773,1472,2471,1441,2048,1762,TRIM14
4682,148,174,156,217,232,202,118,117,193,114,147,163,ZNF623
4683,2349,2701,2321,2925,2798,2161,1157,973,1461,1002,1796,1047,MELK
4684,478,539,460,618,601,478,512,402,683,428,678,535,LCMT2
4685,2264,2747,2303,2726,2823,2206,2661,2179,3699,2126,3666,2526,GINS1
4686,965,975,839,884,907,661,5196,4170,7001,4231,7236,5128,ZEB2
4687,4,1,7,2,3,1,51,37,50,54,43,33,TESPA1
4688,925,808,786,739,753,714,644,496,866,483,722,556,ZBTB24
4689,208,193,205,263,240,213,380,288,406,293,432,309,PLEKHM1
4690,1015,1071,931,1396,1167,976,13,8,28,11,13,12,HEPH
4691,1,0,2,0,2,1,339,255,414,293,365,404,ELMO1
4692,984,1005,871,1239,1020,817,1014,948,1506,867,1653,1154,GAB2
4693,290,357,353,417,383,268,272,233,315,238,493,248,C2CD5
4694,731,721,719,716,710,516,659,525,909,541,942,584,ZNF518A
4695,285,289,253,240,237,189,203,131,218,139,313,168,KIAA0753
4696,3230,2761,2440,2715,2717,1995,1544,1234,1976,1157,2202,1265,EPM2AIP1
4697,69,76,82,76,64,50,1,5,1,7,3,2,RUSC2
4698,1172,748,757,842,855,658,365,277,398,290,510,302,C2CD2L
4699,22,22,15,23,25,23,45,41,51,40,59,42,FARP2
4700,1672,1569,1586,1794,1719,1364,2323,1813,2848,1870,3729,2090,CEP350
4701,312,337,298,394,307,278,110,89,151,81,126,96,PPP1R26
4702,681,940,835,1113,928,732,1165,974,1542,1052,1569,1120,CEP170
4703,159,128,127,128,112,85,57,49,98,48,75,63,LRIG2
4704,3813,3753,3793,4077,4077,3165,2786,2026,3678,2305,3805,2648,PSMD6
4705,6302,5242,4681,5580,5592,4906,4084,2792,4109,2950,7949,3187,MED24
4706,32,42,35,30,35,25,32,19,36,14,30,15,MAGI2
4707,76,73,66,115,116,64,177,140,231,142,273,184,TRIM66
4708,2412,2796,2322,3275,2618,2140,2500,2096,3742,2174,3798,2647,PJA2
4709,5860,5753,5072,6031,6095,4826,3952,3114,5484,3237,6753,3795,TOMM70
4710,1034,1272,1049,1326,1165,990,1187,937,1695,1012,1524,1148,SETDB1
4711,692,583,604,725,651,475,728,604,1016,586,913,703,AREL1
4712,410,469,370,497,396,386,1057,877,1536,926,1587,1057,SEC24D
4713,192,211,199,274,250,177,975,747,1191,784,1268,956,FCHSD2
4714,2769,2478,2558,2696,2620,2107,754,605,955,586,1029,657,TLK1
4715,1693,1730,1527,1892,1841,1393,804,615,1061,689,1227,778,URB1
4716,3038,3469,2972,3955,3531,2540,1912,1658,2632,1686,2893,1849,ZC3H11A
4717,1959,1551,1697,1552,1803,1677,1672,1304,1984,1245,2325,1514,TOX4
4718,3572,3710,3377,3927,3648,2856,2441,1916,3351,1976,3664,2310,DDX46
4719,315,426,354,372,364,268,212,198,298,204,355,203,ZBTB39
4720,3,13,5,8,17,4,7,2,6,8,5,2,TRANK1
4721,683,694,623,749,637,537,33,15,43,22,46,25,TBC1D4
4722,890,881,793,1191,991,702,692,473,889,474,862,637,POM121
4723,486,437,377,514,481,377,424,350,592,335,552,427,OSBPL2
4724,220,207,181,244,206,169,4,2,6,6,5,2,RHOBTB1
4725,2037,2763,2205,3514,2691,1847,2134,1767,2947,1754,2586,2049,SMG7
4726,901,980,863,1161,1004,780,1559,1252,2097,1211,2190,1394,ZBED4
4727,6,1,2,0,1,1,79,67,108,50,67,73,NUAK1
4728,909,640,750,677,687,602,777,521,595,503,741,502,TELO2
4729,44,60,45,60,58,36,251,168,271,223,350,234,TECPR2
4730,75,48,45,70,74,59,530,383,669,477,580,587,FIG4
4731,926,1095,1008,1147,1082,924,1773,1288,2318,1493,2384,1587,WASHC5
4732,6160,6313,5789,6864,6406,5028,3534,2591,4155,2717,4224,3185,UBAP2L
4733,11,3,2,1,3,6,117,61,129,66,114,87,SV2B
4734,8,7,4,3,2,1,40,23,36,20,49,13,SV2A
4735,1,0,1,1,1,0,170,120,204,131,278,171,SRGAP3
4736,915,834,801,889,908,728,3606,2606,4550,2912,4856,3559,MRC2
4737,1728,2018,1792,2299,2127,1562,1302,1085,1773,1058,1521,1264,KLHL21
4738,1549,1305,1219,1509,1482,1173,429,365,626,386,583,456,RBM19
4739,304,268,212,368,375,216,372,378,543,345,589,428,SGSM2
4740,612,520,538,640,621,506,664,493,847,540,1004,662,SLC35E2A
4741,561,475,512,706,560,404,913,753,1140,779,1072,832,AP5Z1
4742,4587,4592,4235,5002,5010,3745,4287,3578,6193,3525,6436,4191,G3BP2
4743,1345,1274,1140,1520,1316,1062,1159,850,1390,874,1406,971,DENND4B
4744,600,514,488,527,553,418,965,673,1259,740,1198,878,RABGAP1L
4745,47,26,23,43,36,37,1,0,1,1,3,1,TMCC2
4746,6,9,5,1,3,3,1153,772,1012,698,1877,836,ARHGAP44
4747,2224,1920,1865,2108,1938,1625,775,593,1002,634,973,713,SUPT7L
4748,5369,5117,5270,5410,5448,4282,1359,1060,1896,1059,2134,1333,FAM20B
4749,2835,2910,2674,3288,3060,2287,5950,4688,7432,4902,8243,5682,NCAPD2
4750,1314,1404,1244,1721,1525,1112,2464,1948,3268,2134,2970,2338,SEC16A
4751,13,16,16,11,7,7,3213,2676,4500,2397,4566,2881,KBTBD11
4752,3944,3727,3371,4433,4033,3073,2503,1779,3067,1799,3667,2406,RNF10
4753,2205,2053,1901,2064,2194,1688,799,586,963,551,982,675,IQSEC1
4754,567,531,494,592,505,428,462,442,649,382,614,399,ZBTB40
4755,319,432,380,469,367,236,344,297,487,313,365,378,PAN2
4756,1027,969,876,964,952,742,507,405,632,378,782,464,ZBTB5
4757,1781,2096,1853,2153,1965,1494,63,52,72,62,101,62,LPGAT1
4758,5655,5532,5067,5986,5710,4652,1960,1648,2683,1691,2816,1999,MFN2
4759,4342,4134,3842,4402,4273,3620,1952,1466,2442,1537,3042,1755,KIF14
4760,1277,1383,1225,1455,1397,1014,1029,746,1208,812,1348,849,JOSD1
4761,1637,1654,1550,1862,1713,1339,1854,1457,2359,1617,2715,1887,HELZ
4762,1592,1807,1491,1716,1736,1424,2221,1785,3043,1778,3929,2053,PUM3
4763,81,60,58,67,55,64,1842,1453,2593,1648,2991,1872,CD302
4764,615,523,590,452,566,330,81,42,86,33,102,45,DCLRE1A
4765,39,21,19,25,24,13,314,231,398,192,243,235,ARHGAP25
4766,14445,14999,14229,16498,15093,12104,8733,6711,10588,7300,12479,8483,RBM8A
4767,433,422,404,494,455,304,452,396,689,375,701,427,EXOG
4768,328,276,327,316,329,258,101,73,112,78,88,114,XYLB
4769,1962,2425,1954,2567,2129,1676,1301,1189,2128,1171,2034,1591,OXSR1
4770,270,325,268,343,364,279,368,291,534,309,517,398,CRYZL1
4771,1686,1457,1348,1566,1457,1199,0,0,0,0,0,1,MAGEC1
4772,5545,6067,5370,6769,6178,5010,7743,6367,10377,6691,10477,7848,WDR1
4773,4923,4063,4096,4601,4621,3641,1377,1055,1672,1064,2335,1270,AMMECR1
4774,320,300,258,328,280,190,401,249,403,264,508,309,GOLGA5
4775,123,112,127,108,127,100,213,201,329,144,253,162,HS3ST3B1
4776,886,935,857,989,1023,788,2,0,0,0,2,0,HS3ST3A1
4777,3599,3510,3326,3783,3637,2752,942,798,1252,823,1505,966,USP15
4778,1152,1307,1064,1369,1247,1013,1740,1467,2417,1433,2315,1550,USP3
4779,6,2,4,5,1,5,456,326,547,407,572,470,MVP
4780,204,226,181,288,249,196,979,800,1252,827,1622,992,SLC23A2
4781,4,4,1,3,0,1,8,6,3,10,7,12,TNFSF15
4782,3699,4077,3520,5037,4263,3327,4092,3386,5988,3839,6137,4540,THRAP3
4783,503,507,448,699,542,433,1226,907,1676,1157,1431,1245,MED12
4784,1714,1576,1540,1673,1811,1333,1414,1110,1898,1194,2212,1456,MED13
4785,4034,3911,3946,3899,4004,2882,1210,970,1632,978,1777,1099,NUP153
4786,263,227,233,279,286,187,620,436,750,488,783,562,CCS
4787,239,248,222,202,196,175,211,207,299,191,360,203,NR1D2
4788,447,352,349,293,391,286,0,1,3,2,4,1,CLEC2B
4789,6167,6754,5997,7829,7236,5484,6077,4754,8170,5146,7972,5912,RBX1
4790,20,19,26,21,14,8,527,441,680,438,937,597,DOP1B
4791,1091,1052,1072,1103,1113,839,424,375,651,331,536,427,THOC1
4792,17,14,9,25,13,14,47,48,76,48,59,52,REC8
4793,424,527,436,567,594,400,203,180,252,190,251,216,RCE1
4794,23238,26046,22549,26022,24527,19467,20648,16420,26853,14320,25411,16688,HNRNPDL
4795,564,542,495,539,551,382,344,321,439,276,435,345,DMTF1
4796,2724,2862,2518,3124,2878,2311,865,799,1241,685,1252,844,PPP4R1
4797,179,245,167,248,210,172,403,363,586,353,538,414,SLC12A6
4798,11252,9984,9813,10490,10740,8571,11468,8661,13985,8661,18477,9884,PTBP3
4799,3700,3954,3411,5439,4448,3410,1636,1215,2081,1414,2258,1642,DGCR2
4800,287,345,347,423,291,248,370,319,499,332,482,423,CASP8AP2
4801,72,54,73,52,57,53,108,68,116,71,125,101,SCO2
4802,3,8,7,7,4,3,379,326,566,330,628,388,AKT3
4803,1250,1292,1160,1406,1352,1051,1186,962,1566,1003,1466,1195,MED6
4804,186,184,151,237,206,151,460,405,709,416,589,558,ACOT8
4805,1727,1938,1663,1943,1861,1427,1909,1514,2329,1417,2748,1736,ABI1
4806,4119,4511,3895,4879,4511,3512,1654,1289,2005,1383,2454,1395,GNPDA1
4807,112,78,100,86,83,67,355,330,560,299,588,304,KCNE3
4808,843,838,885,832,729,632,4291,3626,5832,2777,5158,3103,ZBTB33
4809,475,467,444,476,461,324,309,235,420,273,486,313,TANK
4810,1482,1500,1377,1585,1665,1296,842,619,1160,746,1047,921,SRA1
4811,1120,857,862,946,932,710,640,424,662,433,704,547,HDAC6
4812,210,214,173,233,245,184,654,431,701,437,552,532,HDAC5
4813,5582,5825,5266,6433,5981,4398,3274,2501,3935,2645,4931,2763,PDCD6IP
4814,7857,8045,7381,9534,8858,7050,7459,5741,10777,6647,10593,7760,PDCD6
4815,0,0,0,0,0,0,4,3,10,10,6,8,BCL2L10
4816,978,1051,827,905,887,642,563,468,751,478,825,481,BCL2L11
4817,921,901,895,907,903,737,923,748,1241,731,1154,741,SH2B3
4818,454,477,369,538,442,371,319,226,316,193,459,263,GNE
4819,68,73,63,68,80,65,647,486,812,424,792,547,FRAT1
4820,1033,1070,1020,1088,1111,636,646,492,851,528,708,574,TROAP
4821,342,356,366,417,361,276,376,286,473,285,448,371,MED16
4822,1415,1372,1273,1661,1397,1167,1010,814,1299,879,1594,956,PIGK
4823,1668,1846,1649,2201,1971,1549,1850,1465,2477,1507,2397,1826,CHAF1A
4824,1088,978,921,1074,1027,857,628,483,853,525,954,598,PARP2
4825,122,156,123,152,115,102,177,126,232,141,211,151,PARP3
4826,584,810,640,709,715,531,23,24,50,16,29,39,TOM1L1
4827,387,496,421,471,499,278,312,286,339,290,472,262,HMGXB4
4828,226,282,229,326,265,226,380,287,457,281,439,359,TOM1
4829,0,1,3,2,2,1,299,225,369,163,285,181,SH2D3C
4830,265,237,242,280,280,206,25,21,45,18,42,26,SH2D3A
4831,3537,4247,3606,4536,3926,3025,1729,1337,2009,1395,2372,1504,RANBP9
4832,9642,8784,8595,9841,9658,7413,4735,3501,6153,3676,7028,4410,DNAJB6
4833,4842,5620,4808,6094,5738,4241,6130,4546,7482,4749,10252,5637,SMC4
4834,197,187,145,185,170,135,8,4,4,0,9,4,GJC1
4835,14410,14724,13140,17112,15704,11919,12039,8864,15383,9432,17385,11027,UBA2
4836,7570,8604,7600,10583,9314,7247,9530,7762,12321,8293,13299,9321,SAE1
4837,5041,6003,5020,7350,6149,4913,4046,3392,5922,3681,4569,4591,FARSB
4838,2004,2074,1871,2457,2203,1770,496,459,654,449,743,513,ABCC5
4839,1521,1315,1281,1502,1386,1195,48,47,61,55,100,68,ABCB6
4840,3460,2883,2911,3241,3194,2616,2124,1633,2701,1700,2931,2003,DNM1L
4841,5832,5561,5199,6706,6242,4582,2052,1530,2591,1692,2328,1943,ABCF2
4842,106,92,98,126,102,88,124,90,161,107,129,125,NR1H3
4843,5503,4052,4283,4166,4625,3709,4737,2925,4807,3088,7720,3379,COX17
4844,1374,1427,1367,1650,1550,1217,3084,2281,3563,2306,3971,2870,SCAMP2
4845,2338,2130,2201,2513,2244,1789,1445,1044,1732,1245,1729,1433,SCAMP3
4846,42,49,34,63,40,33,217,141,240,179,243,196,IL18BP
4847,377,352,343,349,373,297,681,497,898,606,1024,734,RWDD2B
4848,1402,1396,1201,1575,1503,1094,2179,1690,3036,1980,3011,2563,DPP3
4849,945,853,864,886,890,772,1155,869,1490,847,1264,1044,SNUPN
4850,3376,2443,2726,2821,2762,2204,3188,2510,4005,2687,5110,3144,HUWE1
4851,55,22,36,43,25,24,23,19,30,22,27,28,PTPRU
4852,132,106,97,151,106,90,273,261,458,263,351,280,TSPAN32
4853,1239,843,920,998,882,764,1297,904,1451,815,1482,936,TSSC4
4854,13,9,5,16,11,4,7,10,23,10,13,17,ATP9A
4855,1069,1374,1160,1425,1286,952,707,612,952,622,1148,728,PDCD7
4856,1977,1738,1896,1885,1883,1559,740,578,888,629,845,766,PQBP1
4857,1353,1320,1284,1412,1393,1084,772,631,1067,724,1233,900,CERT1
4858,2,2,1,0,1,0,8,8,8,9,21,7,UST
4859,5584,6562,5575,7016,6884,5036,10694,8680,15713,9259,15526,11270,ARPC5
4860,4026,5368,4447,6017,5707,4478,12117,8669,14935,9699,16323,11675,ARPC4
4861,13377,11162,11424,11593,12461,10052,21181,14690,24487,15136,30052,17607,ARPC3
4862,8672,7369,7276,7918,8107,6921,11485,8552,13526,9145,15896,10545,ARPC1B
4863,8494,9603,8415,10055,9340,7111,9058,7303,12837,7910,13148,9067,ACTR3
4864,11144,11475,11127,12680,11710,9769,28063,22483,36617,23503,44374,28538,ACTR2
4865,80,98,69,99,80,77,1,4,2,1,2,5,TSPAN5
4866,6671,5854,5649,6495,5949,5387,3986,3108,5016,3382,6637,3822,TSPAN3
4867,0,2,2,2,0,1,11,8,16,9,21,13,TSPAN2
4868,1941,1843,1716,2263,2177,1649,2380,1715,2926,1797,2935,2162,NUBP2
4869,2719,2731,2517,2702,2712,2053,1303,953,1634,1029,1837,1161,TSFM
4870,11434,13628,12389,15280,14174,10807,7022,5915,10111,5521,9009,6425,PPIF
4871,1871,2224,2032,2797,2305,1629,1622,1093,1731,1122,2552,1193,CTDSP2
4872,7932,8134,7606,9152,8798,7081,45226,34262,57345,38559,59843,44582,ARPC2
4873,1699,1519,1501,1480,1680,1238,1219,953,1390,881,1677,1072,RAD50
4874,876,1136,856,1202,1132,776,995,883,1504,900,1372,1020,KIF20A
