Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20211012_RUNX2_VHL_D_MP9377_S65_R1_001	60.01803075484607	46.0	150.0	27.27272727272727	57259090.0
20211012_RUNX2_VHL_D_MP9377_S65_R2_001	60.04762209494341	46.0	150.0	18.181818181818183	57259090.0
20211012_SPI1_DMSO_A_MP9377_S66_R1_001	58.48521251967306	45.0	150.0	27.27272727272727	48103337.0
20211012_SPI1_DMSO_A_MP9377_S66_R2_001	56.990126404550686	46.0	150.0	18.181818181818183	48103337.0
20211012_SPI1_DMSO_B_MP9377_S67_R1_001	62.57492805975534	45.0	150.0	27.27272727272727	65885228.0
20211012_SPI1_DMSO_B_MP9377_S67_R2_001	61.71215039341436	46.0	150.0	18.181818181818183	65885228.0
20211012_SPI1_DMSO_C_MP9377_S68_R1_001	57.93901437358157	45.0	150.0	27.27272727272727	42427183.0
20211012_SPI1_DMSO_C_MP9377_S68_R2_001	55.30597834448324	46.0	150.0	18.181818181818183	42427183.0
20211012_SPI1_DMSO_D_MP9377_S69_R1_001	62.98746233545099	44.0	150.0	36.36363636363637	42659483.0
20211012_SPI1_DMSO_D_MP9377_S69_R2_001	60.44602379047893	45.0	150.0	18.181818181818183	42659483.0
20211012_SPI1_DMSO_E_MP9377_S70_R1_001	58.65731825571354	46.0	150.0	27.27272727272727	48613826.0
20211012_SPI1_DMSO_E_MP9377_S70_R2_001	58.388511652752015	47.0	150.0	18.181818181818183	48613826.0
20211012_SPI1_VHL_A_MP9377_S71_R1_001	61.561970192272284	44.0	150.0	27.27272727272727	49508283.0
20211012_SPI1_VHL_A_MP9377_S71_R2_001	59.16922154283848	45.0	150.0	18.181818181818183	49508283.0
20211012_SPI1_VHL_B_MP9377_S72_R1_001	58.972451160732085	45.0	150.0	27.27272727272727	48335124.0
20211012_SPI1_VHL_B_MP9377_S72_R2_001	57.338801597070336	46.0	150.0	18.181818181818183	48335124.0
20211012_SPI1_VHL_C_MP9377_S73_R1_001	62.65929235728625	43.0	150.0	27.27272727272727	35764797.0
20211012_SPI1_VHL_C_MP9377_S73_R2_001	60.34275815086752	44.0	150.0	18.181818181818183	35764797.0
20211012_SPI1_VHL_D_MP9377_S74_R1_001	68.93353218205448	46.0	150.0	27.27272727272727	49327500.0
20211012_SPI1_VHL_D_MP9377_S74_R2_001	65.48637080787728	47.0	150.0	18.181818181818183	49327500.0
20211012_SPI1_VHL_E_MP9377_S75_R1_001	63.11057572743638	46.0	150.0	27.27272727272727	72077851.0
20211012_SPI1_VHL_E_MP9377_S75_R2_001	62.09414927738219	46.0	150.0	18.181818181818183	72077851.0
