,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
PRKAR1A,0.006408544726301735,0.007242489270386266,0.009100642398286937,0.009059745347698335,0.008863819500402902,0.01968065354623097,0.012359550561797753,0.014838709677419355,0.006121905775885015,0.011154345006485085,0.0045406915822563745,0.006612007405448294
PRKAR1B,0.021505376344086023,0.02247191011235955,0.0,0.01680672268907563,0.08333333333333333,0.037037037037037035,0.04477611940298507,0.06593406593406594,0.075,0.03296703296703297,0.06666666666666667,0.0
PRKAR2A,0.018463073852295408,0.01209889531825355,0.013793103448275862,0.022941970310391364,0.021922428330522766,0.0356330553449583,0.022795440911817635,0.025044722719141325,0.025802752293577983,0.024640657084188913,0.009439899307740718,0.02417695473251029
PRKAR2B,0.01020408163265306,0.0,0.0,0.010869565217391304,0.03389830508474576,0.022222222222222223,0.056179775280898875,0.01680672268907563,0.0,0.023529411764705882,0.0,0.018518518518518517
PRKCA,0.022093023255813953,0.014322916666666666,0.028376844494892167,0.028855721393034824,0.031446540880503145,0.04710144927536232,0.023809523809523808,0.030303030303030304,0.028169014084507043,0.026345933562428408,0.007987220447284345,0.032509752925877766
PRKCB,0.015592515592515593,0.009761023224503534,0.01619718309859155,0.02535125229077581,0.01668584579976985,0.022033898305084745,0.01837160751565762,0.0215625,0.018160284247927358,0.016387726638772665,0.006360078277886497,0.01608954179783141
PRKCD,0.08588957055214724,0.08843537414965986,0.07336956521739131,0.1141552511415525,0.08670520231213873,0.12389380530973451,0.16216216216216217,0.10845986984815618,0.13719512195121952,0.10714285714285714,0.07203389830508475,0.14246575342465753
PRKCE,0.1242603550295858,0.08823529411764706,0.08333333333333333,0.07731958762886598,0.1276595744680851,0.136,0.15503875968992248,0.10982658959537572,0.0763888888888889,0.12,0.0297029702970297,0.11347517730496454
PRKCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCI,0.020366598778004074,0.011673151750972763,0.013513513513513514,0.009560229445506692,0.005063291139240506,0.0234192037470726,0.011945392491467578,0.02275960170697013,0.021032504780114723,0.00808080808080808,0.008356545961002786,0.016042780748663103
PKN1,0.01639344262295082,0.018518518518518517,0.0,0.04477611940298507,0.0,0.0,0.014285714285714285,0.0,0.038461538461538464,0.01639344262295082,0.022222222222222223,0.0
PKN2,0.016166281755196306,0.02178649237472767,0.01805869074492099,0.056925996204933584,0.017361111111111112,0.06004618937644342,0.03111111111111111,0.06615384615384616,0.02247191011235955,0.021568627450980392,0.021834061135371178,0.02288329519450801
PRKCQ,0.02702702702702703,0.023076923076923078,0.017699115044247787,0.0425531914893617,0.028169014084507043,0.07272727272727272,0.08421052631578947,0.061946902654867256,0.1,0.03361344537815126,0.010416666666666666,0.043795620437956206
PRKCSH,0.01076555023923445,0.01019108280254777,0.01116751269035533,0.021235521235521235,0.027989821882951654,0.014,0.02689486552567237,0.02751196172248804,0.011508951406649617,0.01875,0.00847457627118644,0.016736401673640166
PRKCZ,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKDC,0.010012014417300761,0.008963367108339828,0.011466982997232108,0.01735357917570499,0.00910643141718839,0.02050473186119874,0.015182601559294214,0.02313386798272671,0.009742790335151987,0.011218568665377175,0.006138735420503376,0.012996389891696752
PRKG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK1,0.024513947590870666,0.02208296031035512,0.023788015657934355,0.028662420382165606,0.027898027898027897,0.04678638941398866,0.04032833690221271,0.04474708171206226,0.026156941649899398,0.025342266239440723,0.005190952910641453,0.028014616321559074
MAPK3,0.0,0.016304347826086956,0.0,0.0,0.019801980198019802,0.031496062992125984,0.023529411764705882,0.023121387283236993,0.005747126436781609,0.017045454545454544,0.012987012987012988,0.005555555555555556
MAPK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK6,0.05385996409335727,0.07631160572337042,0.10756302521008404,0.06752411575562701,0.07785888077858881,0.1519230769230769,0.122040072859745,0.1499330655957162,0.09661016949152543,0.07569721115537849,0.03271028037383177,0.07642276422764227
MAPK7,0.08333333333333333,0.1875,0.10526315789473684,0.15789473684210525,0.1111111111111111,0.4444444444444444,0.3181818181818182,0.1,0.05263157894736842,0.3,0.2857142857142857,0.3157894736842105
MAPK8,0.01607142857142857,0.025440313111545987,0.015180265654648957,0.022328548644338118,0.01652892561983471,0.05597964376590331,0.030042918454935622,0.023076923076923078,0.023575638506876228,0.026690391459074734,0.0026041666666666665,0.027472527472527472
MAPK11,0.003105590062111801,0.007042253521126761,0.0125,0.00847457627118644,0.015037593984962405,0.011049723756906077,0.016877637130801686,0.023728813559322035,0.022813688212927757,0.01718213058419244,0.004975124378109453,0.02247191011235955
MAPK9,0.007033997655334115,0.009237875288683603,0.010297482837528604,0.018711018711018712,0.009578544061302681,0.02480916030534351,0.0223463687150838,0.026567481402763018,0.00788436268068331,0.015151515151515152,0.00141643059490085,0.019653179190751446
MAPK13,0.0,0.02631578947368421,0.02127659574468085,0.0196078431372549,0.0,0.03225806451612903,0.0,0.0196078431372549,0.05263157894736842,0.021739130434782608,0.0,0.0
MAP2K1,0.009538950715421303,0.013008130081300813,0.015332197614991482,0.027914614121510674,0.008620689655172414,0.03426791277258567,0.028,0.0180623973727422,0.023483365949119372,0.026595744680851064,0.01037344398340249,0.017013232514177693
MAP2K2,0.007155635062611807,0.00625,0.007677543186180422,0.0037174721189591076,0.004901960784313725,0.007434944237918215,0.01680672268907563,0.015355086372360844,0.026804123711340205,0.019027484143763214,0.01098901098901099,0.022727272727272728
MAP2K3,0.047058823529411764,0.05439330543933055,0.04838709677419355,0.057057057057057055,0.022388059701492536,0.039473684210526314,0.06463878326996197,0.1032258064516129,0.07296137339055794,0.08270676691729323,0.035,0.08032128514056225
MAP2K5,0.07291666666666667,0.010526315789473684,0.024793388429752067,0.0,0.0,0.0,0.010752688172043012,0.0,0.013513513513513514,0.0392156862745098,0.0,0.0
MAP2K7,0.03743961352657005,0.040690505548705305,0.05498602050326188,0.05663430420711974,0.04936014625228519,0.06016260162601626,0.07625272331154684,0.09433962264150944,0.07061790668348046,0.057247259439707675,0.024163568773234202,0.054285714285714284
EIF2AK2,0.03571428571428571,0.035422343324250684,0.034324942791762014,0.03536345776031434,0.020491803278688523,0.046511627906976744,0.038461538461538464,0.030476190476190476,0.028205128205128206,0.0375,0.0035211267605633804,0.022779043280182234
DNAJC3,0.05017640141121129,0.03520599250936329,0.060950832994717596,0.0677361853832442,0.055965559655596554,0.09063136456211812,0.07028301886792453,0.07507408626934475,0.04884547069271759,0.04667788057190917,0.02701115678214915,0.06103476151980598
THAP12,0.045020463847203276,0.0235626767200754,0.05807365439093484,0.057034220532319393,0.05422993492407809,0.07625899280575539,0.06626201315123925,0.07829030892932713,0.05482897384305835,0.048562933597621406,0.01979045401629802,0.04059040590405904
PRKX,0.029715762273901807,0.02736318407960199,0.036011080332409975,0.04739336492890995,0.05239179954441914,0.05698529411764706,0.05,0.05530973451327434,0.05,0.041719342604298354,0.007339449541284404,0.05217391304347826
PRKY,0.03756476683937824,0.050666666666666665,0.049315068493150684,0.06467065868263473,0.06796116504854369,0.09330628803245436,0.10344827586206896,0.10047846889952153,0.07692307692307693,0.05369928400954654,0.0392156862745098,0.058823529411764705
PRLR,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0
PRNP,0.010309278350515464,0.0,0.0,0.022222222222222223,0.017857142857142856,0.023255813953488372,0.024,0.0,0.0,0.01020408163265306,0.0,0.026785714285714284
PROC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROS1,0.0,0.01020408163265306,0.02702702702702703,0.007042253521126761,0.0,0.0,0.0,0.014925373134328358,0.008130081300813009,0.0,0.0,0.009174311926605505
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
PRPS1,0.020642201834862386,0.0166270783847981,0.027896995708154508,0.030874785591766724,0.0211864406779661,0.053061224489795916,0.028011204481792718,0.04411764705882353,0.02564102564102564,0.02320185614849188,0.012539184952978056,0.019148936170212766
PRPS2,0.005925925925925926,0.003076923076923077,0.01818181818181818,0.018950437317784258,0.0075046904315197,0.0210727969348659,0.00819672131147541,0.01524390243902439,0.0174496644295302,0.010494752623688156,0.00676818950930626,0.00697350069735007
PRPSAP1,0.007009345794392523,0.0,0.009456264775413711,0.014285714285714285,0.013100436681222707,0.027450980392156862,0.01483679525222552,0.019736842105263157,0.006042296072507553,0.009708737864077669,0.00946372239747634,0.024330900243309004
PRPSAP2,0.018115942028985508,0.032,0.045454545454545456,0.0449438202247191,0.047619047619047616,0.046511627906976744,0.03879310344827586,0.03180212014134275,0.013100436681222707,0.02834008097165992,0.004291845493562232,0.05172413793103448
PRRG1,0.047619047619047616,0.05116279069767442,0.056818181818181816,0.0603448275862069,0.05228758169934641,0.05128205128205128,0.05194805194805195,0.05747126436781609,0.07246376811594203,0.06382978723404255,0.0,0.05113636363636364
PRRG2,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,0.0,0.0009433962264150943,0.004830917874396135,0.0039032006245121,0.0017953321364452424,0.0109204368174727,0.015712682379349047,0.008364312267657992,0.009793253536452665,0.004739336492890996,0.0011876484560570072,0.008403361344537815
PSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSEN1,0.0297339593114241,0.026795895096921322,0.03839913466738778,0.04884792626728111,0.041740674955595025,0.05726141078838174,0.06316489361702128,0.05941542884523239,0.05759803921568627,0.03812636165577342,0.016067329762815608,0.032679738562091505
PSEN2,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
PSKH1,0.0182648401826484,0.03608247422680412,0.04072398190045249,0.050387596899224806,0.019801980198019802,0.05442176870748299,0.07514450867052024,0.05752212389380531,0.040697674418604654,0.06435643564356436,0.006896551724137931,0.028409090909090908
PSMA1,0.023985239852398525,0.01288936627282492,0.022181146025878003,0.022673964034401875,0.02086677367576244,0.04741980474198047,0.03337041156840934,0.05028854080791426,0.020750988142292492,0.018365472910927456,0.0049813200498132005,0.02332089552238806
PSMA2,0.013623978201634877,0.0228310502283105,0.034482758620689655,0.021645021645021644,0.012,0.0830188679245283,0.005405405405405406,0.025477707006369428,0.01358695652173913,0.017412935323383085,0.00267379679144385,0.012376237623762377
PSMA3,0.014492753623188406,0.016666666666666666,0.025,0.013392857142857142,0.035398230088495575,0.05084745762711865,0.026595744680851064,0.021052631578947368,0.01951219512195122,0.0,0.01282051282051282,0.0
PSMA4,0.008287292817679558,0.008687258687258687,0.012142237640936688,0.013728323699421965,0.023255813953488372,0.016200294550810016,0.02213666987487969,0.01638001638001638,0.015701668302257114,0.010166358595194085,0.0037641154328732747,0.018136850783182192
PSMA5,0.019933554817275746,0.03,0.028662420382165606,0.04239401496259352,0.04419889502762431,0.12222222222222222,0.04854368932038835,0.06069364161849711,0.027210884353741496,0.03184713375796178,0.02252252252252252,0.04093567251461988
PSMA6,0.00967741935483871,0.020134228187919462,0.02203856749311295,0.011527377521613832,0.005319148936170213,0.04046242774566474,0.02531645569620253,0.016835016835016835,0.004016064257028112,0.01858736059479554,0.007547169811320755,0.0353356890459364
PSMA7,0.009433962264150943,0.0,0.01652892561983471,0.015625,0.010526315789473684,0.022222222222222223,0.037142857142857144,0.023060796645702306,0.0136986301369863,0.021834061135371178,0.01948051948051948,0.026392961876832845
PSMB1,0.014218009478672985,0.01,0.03017241379310345,0.032520325203252036,0.018867924528301886,0.07272727272727272,0.03260869565217391,0.02643171806167401,0.012345679012345678,0.023809523809523808,0.0,0.026595744680851064
PSMB2,0.02383053839364519,0.011754068716094032,0.022819885900570498,0.02631578947368421,0.02465331278890601,0.04689655172413793,0.033165829145728645,0.03125,0.02459016393442623,0.022583559168925023,0.011815252416756176,0.02162629757785467
PSMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB4,0.008928571428571428,0.0,0.0,0.0111731843575419,0.0,0.041666666666666664,0.02962962962962963,0.0070921985815602835,0.008849557522123894,0.0,0.0,0.0
PSMB5,0.03189066059225513,0.02313624678663239,0.042682926829268296,0.04411764705882353,0.029411764705882353,0.08368200836820083,0.045,0.07981220657276995,0.04456824512534819,0.05596107055961071,0.027700831024930747,0.04455445544554455
PSMB6,0.004672897196261682,0.0056179775280898875,0.02575107296137339,0.02681992337164751,0.02631578947368421,0.02608695652173913,0.03067484662576687,0.009615384615384616,0.027210884353741496,0.018604651162790697,0.012658227848101266,0.0273224043715847
PSMB7,0.02168021680216802,0.012618296529968454,0.01272264631043257,0.02386634844868735,0.012422360248447204,0.02912621359223301,0.01048951048951049,0.030726256983240222,0.026119402985074626,0.0111731843575419,0.01509433962264151,0.023316062176165803
PSMB9,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB10,0.006711409395973154,0.0,0.037267080745341616,0.027624309392265192,0.024390243902439025,0.08333333333333333,0.020134228187919462,0.013986013986013986,0.009259259259259259,0.03680981595092025,0.008130081300813009,0.019230769230769232
PSMC1,0.0,0.0,0.024390243902439025,0.05172413793103448,0.0425531914893617,0.125,0.06896551724137931,0.03571428571428571,0.014705882352941176,0.0,0.0,0.058823529411764705
PSMC2,0.028645833333333332,0.02356020942408377,0.02577319587628866,0.042352941176470586,0.05019305019305019,0.056962025316455694,0.033707865168539325,0.03644646924829157,0.03684210526315789,0.045576407506702415,0.011834319526627219,0.02843601895734597
PSMC3,0.02857142857142857,0.0,0.032520325203252036,0.0273972602739726,0.017241379310344827,0.08955223880597014,0.01098901098901099,0.08661417322834646,0.011904761904761904,0.036231884057971016,0.0072992700729927005,0.014814814814814815
PSMC4,0.04189944134078212,0.06363636363636363,0.05,0.04632152588555858,0.031914893617021274,0.05092592592592592,0.05573770491803279,0.06017191977077364,0.04332129963898917,0.016181229773462782,0.01646090534979424,0.03804347826086957
PSMC5,0.0,0.008849557522123894,0.008547008547008548,0.00909090909090909,0.0,0.03296703296703297,0.04950495049504951,0.025423728813559324,0.02531645569620253,0.011235955056179775,0.018018018018018018,0.03296703296703297
PSMC6,0.036231884057971016,0.016042780748663103,0.006622516556291391,0.0111731843575419,0.018518518518518517,0.07142857142857142,0.032679738562091505,0.03296703296703297,0.005917159763313609,0.029239766081871343,0.00909090909090909,0.040268456375838924
PSMD1,0.043478260869565216,0.03125,0.07511737089201878,0.041044776119402986,0.011111111111111112,0.05982905982905983,0.06832298136645963,0.049019607843137254,0.029239766081871343,0.05405405405405406,0.0,0.05555555555555555
PSMD2,0.01764705882352941,0.0,0.02857142857142857,0.023809523809523808,0.030303030303030304,0.08547008547008547,0.06547619047619048,0.05025125628140704,0.012987012987012988,0.03067484662576687,0.01652892561983471,0.05357142857142857
PSMD3,0.02280130293159609,0.019230769230769232,0.031026252983293555,0.015873015873015872,0.046052631578947366,0.008928571428571428,0.030211480362537766,0.02425876010781671,0.046153846153846156,0.027777777777777776,0.018796992481203006,0.011976047904191617
PSMD4,0.0047169811320754715,0.004608294930875576,0.01644736842105263,0.015384615384615385,0.015748031496062992,0.007246376811594203,0.03319502074688797,0.014598540145985401,0.03314917127071823,0.022727272727272728,0.005714285714285714,0.022727272727272728
PSMD5,0.03315881326352531,0.03007518796992481,0.02697495183044316,0.04838709677419355,0.026627218934911243,0.0886426592797784,0.06444906444906445,0.0787037037037037,0.046966731898238745,0.036395147313691506,0.011904761904761904,0.06282722513089005
PSMD7,0.02973977695167286,0.017094017094017096,0.0256797583081571,0.05249343832020997,0.04522613065326633,0.0812807881773399,0.055105348460291734,0.06756756756756757,0.04915254237288136,0.05281090289608177,0.019823788546255508,0.05240793201133145
PSMD8,0.036968576709796676,0.025408348457350273,0.03110419906687403,0.04190751445086705,0.02631578947368421,0.04516129032258064,0.03225806451612903,0.02768166089965398,0.039832285115303984,0.04664179104477612,0.0225,0.028021015761821366
PSMD9,0.04154302670623145,0.013201320132013201,0.03625377643504532,0.05790645879732739,0.029411764705882353,0.05612244897959184,0.06129032258064516,0.06376811594202898,0.045454545454545456,0.05379746835443038,0.018726591760299626,0.033950617283950615
PSMD10,0.012237762237762238,0.012612612612612612,0.0108499095840868,0.006779661016949152,0.016042780748663103,0.028720626631853787,0.020366598778004074,0.022796352583586626,0.005405405405405406,0.007259528130671506,0.0041753653444676405,0.017985611510791366
PSMD11,0.05562579013906448,0.036616161616161616,0.05084745762711865,0.060909090909090906,0.04789272030651341,0.07692307692307693,0.06491885143570537,0.07454017424975799,0.06340819022457067,0.05802047781569966,0.017628205128205128,0.04057017543859649
PSMD12,0.025052192066805846,0.02620967741935484,0.05218855218855219,0.045454545454545456,0.035422343324250684,0.09885057471264368,0.054901960784313725,0.0625,0.048214285714285716,0.03761061946902655,0.02120141342756184,0.03725490196078431
PSMD13,0.01876675603217158,0.02040816326530612,0.03837953091684435,0.013745704467353952,0.05429864253393665,0.04184100418410042,0.031578947368421054,0.0332541567695962,0.04081632653061224,0.03667481662591687,0.007352941176470588,0.04830917874396135
PSME1,0.006756756756756757,0.017326732673267328,0.012244897959183673,0.015332197614991482,0.022222222222222223,0.02054794520547945,0.02517162471395881,0.02207505518763797,0.01466275659824047,0.0170316301703163,0.005449591280653951,0.018433179723502304
PSME2,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.05128205128205128,0.011627906976744186,0.0,0.034482758620689655,0.0,0.010638297872340425
PSPH,0.002074688796680498,0.0019342359767891683,0.0,0.0,0.0,0.005714285714285714,0.0038022813688212928,0.006600660066006601,0.0020161290322580645,0.0037243947858473,0.002070393374741201,0.0035971223021582736
PTAFR,0.10227272727272728,0.04081632653061224,0.0898876404494382,0.058823529411764705,0.05172413793103448,0.16326530612244897,0.061224489795918366,0.14655172413793102,0.13725490196078433,0.12962962962962962,0.05128205128205128,0.1134020618556701
PTBP1,0.03488372093023256,0.03875787999066075,0.04940599660569489,0.05570745044429255,0.04174501692365551,0.07220216606498195,0.05229871077596692,0.06061814556331007,0.04425242210002619,0.04238073182028717,0.021232057416267942,0.054192945573464144
PTCH1,0.09210526315789473,0.011235955056179775,0.12941176470588237,0.06481481481481481,0.11475409836065574,0.15625,0.13432835820895522,0.13513513513513514,0.023809523809523808,0.06666666666666667,0.0,0.1095890410958904
PTEN,0.018192844147968467,0.020756326414557862,0.020749458036543822,0.023487151146725616,0.02198257984238905,0.053455517373043146,0.02637504020585397,0.022057060656916806,0.01562969642320409,0.01713546718396379,0.017183770883054894,0.017363154796939378
PTGER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER2,0.07017543859649122,0.01818181818181818,0.03076923076923077,0.046875,0.030303030303030304,0.1,0.022222222222222223,0.02127659574468085,0.044444444444444446,0.02702702702702703,0.041666666666666664,0.0
PTGER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
PTGER4,0.2342857142857143,0.2111801242236025,0.22641509433962265,0.29397590361445786,0.26785714285714285,0.32670454545454547,0.23684210526315788,0.2392638036809816,0.1978021978021978,0.12087912087912088,0.11904761904761904,0.16923076923076924
PTGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGFRN,0.020594965675057208,0.018633540372670808,0.02564102564102564,0.020454545454545454,0.041666666666666664,0.025423728813559324,0.04129793510324484,0.050724637681159424,0.0486322188449848,0.038781163434903045,0.022727272727272728,0.041237113402061855
PTGIR,0.04411764705882353,0.0684931506849315,0.058823529411764705,0.010752688172043012,0.08163265306122448,0.06818181818181818,0.1282051282051282,0.09259259259259259,0.0425531914893617,0.12987012987012986,0.031746031746031744,0.14942528735632185
PTGIS,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
PTGS1,0.00536480686695279,0.00331858407079646,0.004282655246252677,0.012738853503184714,0.012544802867383513,0.0150093808630394,0.0140485312899106,0.02564102564102564,0.014804845222072678,0.010548523206751054,0.0026490066225165563,0.019895287958115182
PTGS2,0.25,0.4,0.8333333333333334,0.3333333333333333,0.0,0.4,0.7,0.5,0.5714285714285714,0.42857142857142855,0.1,0.5
PTH1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK2,0.0,0.025,0.012195121951219513,0.05747126436781609,0.02,0.05084745762711865,0.011904761904761904,0.0,0.018867924528301886,0.04081632653061224,0.0,0.025
PTK6,0.02127659574468085,0.013333333333333334,0.02,0.020833333333333332,0.0,0.0,0.0,0.024691358024691357,0.034482758620689655,0.024691358024691357,0.0,0.0
PTK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWF1,0.0783132530120482,0.09863013698630137,0.09117647058823529,0.11671087533156499,0.12173913043478261,0.16058394160583941,0.11782477341389729,0.13245033112582782,0.09316770186335403,0.08333333333333333,0.020905923344947737,0.09798270893371758
PTMA,0.017708231139016973,0.0151282297569878,0.0234582938602427,0.02306112778392039,0.019789410798297363,0.032119914346895075,0.02489274433077177,0.02644810530188448,0.020612934889300907,0.019122947537044452,0.010699776849573725,0.020705757962905854
PTMS,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.016666666666666666,0.0,0.0,0.02702702702702703,0.034482758620689655
PTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSOX1,0.012867647058823529,0.02032520325203252,0.010852713178294573,0.024390243902439025,0.00819672131147541,0.028037383177570093,0.017241379310344827,0.00909090909090909,0.02534562211981567,0.015717092337917484,0.0,0.012875536480686695
PTPN1,0.025081788440567066,0.020247469066366704,0.04455445544554455,0.05018248175182482,0.03824091778202677,0.07154742096505824,0.053231939163498096,0.06517311608961303,0.046365914786967416,0.048859934853420196,0.014341590612777053,0.03243847874720358
PTPN2,0.0735930735930736,0.0502283105022831,0.06995884773662552,0.08940397350993377,0.10759493670886076,0.10559006211180125,0.03829787234042553,0.0755287009063444,0.035897435897435895,0.05668016194331984,0.028169014084507043,0.05905511811023622
PTPN3,0.07667731629392971,0.04513888888888889,0.06779661016949153,0.08181818181818182,0.06875,0.12666666666666668,0.06547619047619048,0.06498194945848375,0.029850746268656716,0.02608695652173913,0.010752688172043012,0.0546875
PTPN4,0.0,0.017241379310344827,0.0,0.06896551724137931,0.022727272727272728,0.07142857142857142,0.057692307692307696,0.0759493670886076,0.1111111111111111,0.0,0.0,0.034482758620689655
PTPN6,0.0453125,0.03038427167113494,0.06610407876230662,0.05835380835380835,0.036303630363036306,0.05086848635235732,0.06836902800658978,0.06283941039565555,0.06445837063563116,0.054713804713804715,0.0359955005624297,0.05818463925523662
PTPN7,0.0814146688820318,0.06903820816864295,0.09224772628843655,0.09949748743718594,0.09514747859181731,0.12569237324243715,0.08667621776504297,0.08324053452115814,0.07985480943738657,0.060890639200242354,0.033570300157977885,0.06430087958750379
PTPN9,0.03765060240963856,0.04376012965964344,0.030598052851182198,0.050387596899224806,0.04497354497354497,0.05291005291005291,0.05725190839694656,0.05722460658082976,0.03825136612021858,0.03354632587859425,0.022770398481973434,0.0644122383252818
PTPN11,0.0174429748897834,0.01765873015873016,0.022708674304418985,0.027777777777777776,0.023689197725837018,0.030065768869401818,0.02993295019157088,0.030798348245010324,0.024550635686102586,0.019563426688632618,0.008288770053475936,0.024580335731414868
PTPN12,0.03614457831325301,0.021164021164021163,0.029940119760479042,0.028925619834710745,0.019230769230769232,0.03731343283582089,0.01990049751243781,0.05555555555555555,0.046357615894039736,0.05142857142857143,0.008403361344537815,0.021052631578947368
PTPN14,0.0380952380952381,0.0234375,0.05353075170842825,0.047619047619047616,0.03209876543209877,0.07014028056112225,0.06260869565217392,0.05017103762827822,0.04024767801857585,0.03909205548549811,0.015021459227467811,0.0492676431424767
PTPRA,0.01282051282051282,0.008130081300813009,0.03875968992248062,0.021176470588235293,0.029411764705882353,0.026415094339622643,0.02493765586034913,0.03178484107579462,0.023668639053254437,0.031007751937984496,0.005988023952095809,0.01856763925729443
PTPRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0056179775280898875,0.0,0.0
PTPRC,0.014144271570014143,0.024226110363391656,0.02723146747352496,0.04467805519053877,0.02237136465324385,0.04311774461028192,0.027559055118110236,0.032873806998939555,0.02130492676431425,0.022606382978723406,0.012345679012345678,0.02699228791773779
PTPRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRE,0.07924528301886792,0.06389776357827476,0.09152542372881356,0.0979020979020979,0.10554089709762533,0.14,0.09554140127388536,0.14728682170542637,0.0891566265060241,0.08403361344537816,0.04507042253521127,0.10586011342155009
PTPRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRH,0.05263157894736842,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
PTPRJ,0.03403565640194489,0.03164556962025317,0.044444444444444446,0.04660452729693742,0.03902439024390244,0.07852193995381063,0.06439393939393939,0.04366197183098591,0.04428044280442804,0.03140495867768595,0.03248259860788863,0.04160688665710186
PTPRN2,0.010869565217391304,0.013888888888888888,0.03076923076923077,0.02237136465324385,0.017937219730941704,0.0199203187250996,0.016556291390728478,0.026385224274406333,0.015723270440251572,0.028011204481792718,0.008902077151335312,0.010899182561307902
PTPRO,0.0,0.046511627906976744,0.018518518518518517,0.03333333333333333,0.06896551724137931,0.027777777777777776,0.08,0.01694915254237288,0.0,0.06818181818181818,0.0,0.057692307692307696
PTPRR,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2,1.0,0.2
PTPRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTS,0.011494252873563218,0.016666666666666666,0.08064516129032258,0.08,0.041666666666666664,0.1111111111111111,0.047619047619047616,0.05555555555555555,0.031578947368421054,0.011494252873563218,0.02040816326530612,0.05555555555555555
RAD1,0.03764705882352941,0.03325942350332594,0.05875299760191847,0.048879837067209775,0.058333333333333334,0.10387323943661972,0.07313642756680731,0.0925553319919517,0.04563233376792699,0.047830923248053395,0.008695652173913044,0.05687203791469194
