,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
ALCAM,0.0,0.006472491909385114,0.009146341463414634,0.008426966292134831,0.0,0.012244897959183673,0.006006006006006006,0.016091954022988506,0.0035971223021582736,0.006329113924050633,0.0041841004184100415,0.019943019943019943
ABCD1,0.025477707006369428,0.03076923076923077,0.020895522388059702,0.02977667493796526,0.02702702702702703,0.03626943005181347,0.028169014084507043,0.018404907975460124,0.03896103896103896,0.022222222222222223,0.029585798816568046,0.01730103806228374
ALDH2,0.06060606060606061,0.038461538461538464,0.0,0.09090909090909091,0.0,0.0,0.034482758620689655,0.05405405405405406,0.1111111111111111,0.06896551724137931,0.0,0.0
ALDH1B1,0.048465266558966075,0.04847396768402154,0.08902077151335312,0.08641975308641975,0.052054794520547946,0.07901234567901234,0.11663807890222985,0.128686327077748,0.09137931034482759,0.09872611464968153,0.05009633911368015,0.0817174515235457
ALDH1A3,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
ALDH3B1,0.019097222222222224,0.025048169556840076,0.017628205128205128,0.03494176372712146,0.015267175572519083,0.03164556962025317,0.03187250996015936,0.05853658536585366,0.041237113402061855,0.04736842105263158,0.014492753623188406,0.016666666666666666
ALDH9A1,0.024330900243309004,0.022700119474313024,0.04274465691788527,0.028543307086614175,0.03119584055459272,0.03350970017636684,0.030428769017980636,0.036519871106337275,0.018944519621109608,0.026713124274099883,0.0112,0.024793388429752067
ALDH3A2,0.026041666666666668,0.004651162790697674,0.021367521367521368,0.03018867924528302,0.048,0.023076923076923078,0.0446927374301676,0.039473684210526314,0.026455026455026454,0.018604651162790697,0.005813953488372093,0.02358490566037736
ABCD2,0.01680672268907563,0.016666666666666666,0.021505376344086023,0.02247191011235955,0.013333333333333334,0.07865168539325842,0.05747126436781609,0.06493506493506493,0.02912621359223301,0.04081632653061224,0.02564102564102564,0.01680672268907563
ALDOA,0.01295045045045045,0.011890606420927468,0.014626091059212079,0.01414656771799629,0.019748653500897665,0.019052044609665426,0.015915915915915915,0.020650490449148167,0.011501210653753027,0.0202487706103558,0.011409642988590356,0.01865561148948771
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,0.0,0.0,0.0011668611435239206,0.002205071664829107,0.0,0.0,0.002531645569620253,0.0012804097311139564,0.0014814814814814814,0.002824858757062147,0.0025477707006369425,0.002628120893561104
AKR1B1,0.005917159763313609,0.009615384615384616,0.0026954177897574125,0.002386634844868735,0.0056179775280898875,0.024242424242424242,0.0034482758620689655,0.006756756756756757,0.007575757575757576,0.0,0.003257328990228013,0.009523809523809525
ALOX12,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5AP,0.004125412541254125,0.001838235294117647,0.003915426781519186,0.002161383285302594,0.0030165912518853697,0.01199400299850075,0.010027347310847767,0.013709063214013708,0.009775171065493646,0.006872852233676976,0.0,0.012205044751830757
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15B,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,0.06840022611644997,0.0439052570768342,0.08698092031425365,0.09122632103688934,0.0933786078098472,0.16214233308877476,0.100789313904068,0.13174460431654678,0.06701940035273368,0.0753551575046325,0.05148833467417538,0.07214665878178593
AMFR,0.030136986301369864,0.025236593059936908,0.010230179028132993,0.03753351206434316,0.03982300884955752,0.041237113402061855,0.043010752688172046,0.0659025787965616,0.02601156069364162,0.02849002849002849,0.006896551724137931,0.02972972972972973
AMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPD2,0.022813688212927757,0.03211009174311927,0.09333333333333334,0.07339449541284404,0.06956521739130435,0.041666666666666664,0.09507042253521127,0.061068702290076333,0.07048458149779736,0.07662835249042145,0.037037037037037035,0.07480314960629922
AMPD3,0.0,0.014705882352941176,0.030303030303030304,0.013888888888888888,0.0,0.023255813953488372,0.0,0.12903225806451613,0.017241379310344827,0.034482758620689655,0.022727272727272728,0.03278688524590164
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMT,0.009389671361502348,0.005128205128205128,0.02030456852791878,0.004310344827586207,0.0,0.017094017094017096,0.0273224043715847,0.0045871559633027525,0.006289308176100629,0.0,0.0,0.005050505050505051
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT1,0.0,0.018867924528301886,0.0,0.0,0.06521739130434782,0.0,0.025,0.015625,0.018867924528301886,0.0,0.02040816326530612,0.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,0.0707070707070707,0.05405405405405406,0.07291666666666667,0.03508771929824561,0.041666666666666664,0.08695652173913043,0.11764705882352941,0.06086956521739131,0.05660377358490566,0.015625,0.017241379310344827,0.05263157894736842
ANK3,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
