,CEBPA_filtered,HOXA9_filtered,PLAGL2,MEIS1_filtered,ETV6_filtered,HEX,FLAG_GFI1,RUNX1_filtered,FOSL2_filtered,FLI1_filtered,GATA2_filtered,SP1_filtered,E2F3_filtered,ZNF281_filtered,SREBF1_filtered,LMO2,STAT5B_filtered,ZMYND8,FLAG_MEF2C,LYL1_filtered,MYC_filtered,TFAP4_filtered,RUNX2_filtered,MAX_filtered,IRF8_filtered,MYB_filtered,ZEB2_filtered,RXRA_filtered,FLAG_MEF2D,activation,repression,ELF2_filtered,JUND_filtered,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1_filtered,MLL_KTM2A,RARA_filtered,IKZF1_filtered,AFF4,CTCF_filtered,BRD4,CEBPB_filtered,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,ATAC,promoters,super_enhancer,regular_enhancer
CEBPA_filtered,1.0,0.21193415637860083,0.10072867552507501,0.15901767830706262,0.14829881656804733,0.008547008547008548,0.16200103680663555,0.13315409650488186,0.12400455062571103,0.11497772828507795,0.18516308671439935,0.08500463921204768,0.09020506108202443,0.09415324374833141,0.13085539714867617,0.11910960687321011,0.14844742006233405,0.13786747765182933,0.07150050352467271,0.15036649214659686,0.11767881241565452,0.12343054540623132,0.14127448638318205,0.10920940030281087,0.11506685509294488,0.1495955196017424,0.1598594642072903,0.14049186676994577,0.15421537876627697,0.13276000401163374,0.12278924601653617,0.10361098368176158,0.1981852913085005,0.12271663994533077,0.14360748934066614,0.10044041776771108,0.0449438202247191,0.12391957055772905,0.08362989323843416,0.12920179771942206,0.06450749464668094,0.05863192182410423,0.12106290479992902,0.08929327126534067,0.18214001239047703,0.15929316857673348,0.1499621307750568,0.1956304202801868,0.08205128205128205,0.07304933391889913,0.12296510294859449,0.782352399373676,0.12715836942977513,0.12320439501058225,0.13536757775683317,0.10544004414235911,0.0449438202247191,0.16227786005183265,0.11862653173397135,0.1439322410441544,0.11753824097304921,0.06784193324749925,0.14444078586324224,0.14146380783491858
HOXA9_filtered,0.006226198392069153,1.0,0.0040720102871838835,0.01802664808847862,0.010355029585798817,0.001554001554001554,0.006220839813374806,0.007310975897363332,0.015358361774744027,0.004231625835189309,0.006762132060461416,0.0023552922703590036,0.003599476439790576,0.003381685503248198,0.008146639511201629,0.006508721687060661,0.007387740967332333,0.009584370104137867,0.0025176233635448137,0.010261780104712043,0.004116059379217274,0.005115259416727563,0.005822981366459627,0.0038180501612797052,0.005815849548864007,0.008462974486621033,0.005709266578831796,0.0052285050348567005,0.009314703925482368,0.004788887774546184,0.0020533318731862237,0.0041287109247001765,0.03199617956064948,0.005217231319157883,0.013656306000123587,0.004454511136277841,0.0,0.003457374215267037,0.008896797153024912,0.005181443375552501,0.0013383297644539614,0.013029315960912053,0.006055363321799308,0.003343207786711807,0.010885919107885654,0.008035085472821564,0.008331229487503155,0.006837891927951968,0.0035256410256410257,0.002342263211828429,0.007222451506397029,0.005065856129685917,0.0020767815819141993,0.0033773134597199083,0.001767200754005655,0.0033357578189661657,0.0,0.00671047760088856,0.004300171360212099,0.006331574562621494,0.005098796406562533,0.0016836684163612954,0.0043902974426517395,0.005320006448492665
PLAGL2,0.08523242459046122,0.11728395061728394,1.0,0.1802664808847862,0.6120562130177515,0.39083139083139085,0.2347071021254536,0.19635866232724872,0.21302616609783845,0.29114699331848554,0.13166268894192523,0.5190921418885162,0.6014397905759162,0.47904244905223814,0.75,0.5160114553501692,0.30763015121782294,0.4379780665376463,0.5151057401812689,0.3256544502617801,0.25661268556005395,0.31296087158705904,0.16850812231247014,0.3023500757027187,0.13376453962387216,0.35345364032358434,0.4365393061045235,0.5224632068164213,0.4164528086683775,0.16165630327951058,0.1895909762908613,0.41319876794023197,0.26695319961795605,0.15704260519883304,0.4538095532348761,0.2768591921479804,0.24719101123595505,0.27299608770812483,0.6209964412811388,0.22607064591613119,0.18335117773019272,0.5504885993485342,0.26805518587525506,0.39174777824798984,0.22869280467297992,0.11556437672066074,0.5690482201464276,0.33955970647098066,0.6490384615384616,0.19433465085638998,0.27498051084514147,0.10868564060053422,0.1930813505013944,0.2508668437879948,0.13901979264844486,0.2799277670487322,0.43820224719101125,0.09174842650870048,0.2970674771250283,0.3246320466537073,0.15449006254986067,0.5759136377141725,0.1924047854242125,0.09213283894889569
MEIS1_filtered,0.2207580245421024,0.8518518518518519,0.2957565366480926,1.0,0.38720414201183434,0.001554001554001554,0.23367029548989113,0.27116645441252774,0.3031854379977247,0.26453229398663697,0.2535799522673031,0.27307115837556206,0.31326352530541013,0.28219275607368516,0.42973523421588594,0.348607133558969,0.3019739120397091,0.34158142106718276,0.17119838872104734,0.3838743455497382,0.24520917678812415,0.2928984255630107,0.24540133779264214,0.25343953656770457,0.21616480052179585,0.38568761667703794,0.3256477821695213,0.337141750580945,0.3187909894496721,0.21563784976431652,0.19087773093139135,0.2760338161085261,0.37392550143266473,0.22118695297920993,0.3677315701662238,0.24464577828111236,0.0898876404494382,0.23915021381130017,0.3185053380782918,0.23998068565910188,0.11643468950749465,0.24429967426710097,0.25601100168574215,0.2548455353364367,0.328701655013718,0.24873551443754402,0.3718757889421863,0.3475650433622415,0.3112179487179487,0.18928414580588493,0.26796441509607005,0.22860827116146265,0.19696789889040528,0.2169135858062773,0.17330348727615458,0.23741566552130622,0.10112359550561797,0.23509811181044057,0.24110058521129038,0.2762288253262983,0.2160802858100843,0.2763196989204714,0.24541762704423226,0.2014992745445752
ETV6_filtered,0.02423985975941486,0.05761316872427984,0.11823117588226889,0.04558913175999303,1.0,0.001554001554001554,0.04592189390012096,0.05419555681335786,0.05546075085324232,0.09721603563474387,0.04713603818615752,0.07601170508885875,0.10787521815008726,0.08302927827712023,0.17158859470468432,0.10674303566779485,0.07976451575666628,0.10856142291033084,0.0689828801611279,0.1187434554973822,0.048110661268556,0.06516973360791868,0.04114906832298137,0.05325521690474623,0.04206979019458637,0.08637212196639701,0.0992534036012297,0.11028272656855151,0.08848968729208251,0.03174205195065691,0.03167606636368614,0.10465954518644734,0.109360076408787,0.034825347596393934,0.11462645986529074,0.05217063042657607,0.02247191011235955,0.04781184605586389,0.10498220640569395,0.04408869739627828,0.00936830835117773,0.08794788273615635,0.057049063969479195,0.06165890816758358,0.06124435790777945,0.033997054869069725,0.14365059328452412,0.09573048699132755,0.09903846153846153,0.03184014053579271,0.05677076168202871,0.027631942525559547,0.03349552008544473,0.0441302292070068,0.029688972667295005,0.046550124150384994,0.056179775280898875,0.029826915957052943,0.051343399398622654,0.06295473479589003,0.030072493091766773,0.07962761216202832,0.05235429700362199,0.021683056585523133
HEX,0.0006649338088617542,0.00411522633744856,0.035933704814973565,8.708525646608029e-05,0.0007396449704142012,1.0,0.035337826162087436,9.433517286920429e-05,0.0,0.00011135857461024499,0.000994431185361973,0.00014274498608236386,0.0004363001745200698,0.00017798344753937884,0.0010183299389002036,0.00019526165061181983,0.003924737388895302,0.000184314809694959,0.256797583081571,0.000837696335078534,0.0001349527665317139,0.00019929582143094398,0.00020903010033444816,0.00013165690211309328,0.00027176867050766385,0.0002489110143123833,0.0004391743522178305,0.0004841208365608056,0.002328675981370592,0.0008650085247216929,0.0009855992991293873,0.0001310701880857199,0.0009551098376313276,0.0002759744526506689,0.00012358647963912748,0.00025166729583490623,0.1797752808988764,9.09835319807115e-05,0.0035587188612099642,0.0007057163020465773,0.007226980728051392,0.10423452768729642,0.004901960784313725,0.0002539145154464664,0.0006195238516682892,0.00038414751264485565,0.001009845998485231,0.000333555703802535,0.058012820512820515,0.00029278290147855365,0.0007107809418993901,0.00018421295017039698,0.0003263513914436599,0.0011257711532399693,0.005065975494816211,0.00010032354342755386,0.20224719101123595,4.6279155868196966e-05,0.02247082026576999,0.020049986114968065,0.004497577782659468,0.0002971179558284639,0.000219514872132587,0.001080122521360632
FLAG_GFI1,0.22668198029377984,0.2962962962962963,0.3881268752678954,0.23552207611251416,0.3931213017751479,0.6355866355866356,1.0,0.2794679496250177,0.25284414106939707,0.2555122494432071,0.22374701670644392,0.33744914709870816,0.39223385689354273,0.34350805375100113,0.4893075356415479,0.3346133819317886,0.31755742814267574,0.3477559671919639,0.6666666666666666,0.3375916230366492,0.2496626180836707,0.2867866870391284,0.2425047778308648,0.2671976828385228,0.19072725296227852,0.31698817672682017,0.37373737373737376,0.38623160340821067,0.34269556125843553,0.19421321833316618,0.24360729343481355,0.27577167573235467,0.3256924546322827,0.20774305464294163,0.36872026200333685,0.25516547124701144,0.25842696629213485,0.22977891001728687,0.3807829181494662,0.21515061471604205,0.3501070663811563,0.3713355048859935,0.27373347529056874,0.2845535336436733,0.2587839631825825,0.19642742813240285,0.4180762433728856,0.35690460306871247,0.4599358974358974,0.19579856536378276,0.26292016325033246,0.29593810444874274,0.23420162582329557,0.2346107083352096,0.19168237511781339,0.24035012916656218,0.3146067415730337,0.17331543872639762,0.2683888906851175,0.29861149680644267,0.20687701610572198,0.33970486283054374,0.229612556250686,0.16762856682250524
RUNX1_filtered,0.17064619476515747,0.31893004115226337,0.29739962851835977,0.2503265697117478,0.4249260355029586,0.001554001554001554,0.2559616381544842,1.0,0.26706484641638223,0.2528953229398664,0.25099443118536197,0.23802726429234172,0.2823952879581152,0.2674201299279167,0.3513238289205703,0.32211663629263215,0.32506060256262265,0.35770896691549164,0.1837865055387714,0.4586387434554974,0.25708502024291496,0.29834584468212316,0.44795150501672243,0.2564676453163057,0.18099793455810415,0.3443683883011823,0.3072024593763724,0.3307513555383424,0.31209010550327915,0.2084419817470665,0.2081804741827739,0.24097254079559605,0.3433619866284623,0.21547033931716036,0.35679416671816105,0.23664275827356235,0.07865168539325842,0.2033481939768902,0.2722419928825623,0.23429781227946367,0.16568522483940043,0.20521172638436483,0.28398101321976754,0.22865002115954294,0.30639879635365963,0.2741852871502657,0.3736430194395355,0.3287191460973983,0.25256410256410255,0.1661542965890792,0.2814004677397166,0.18973933867550888,0.21055598409778675,0.20128788219930652,0.1669415645617342,0.2331017531539214,0.15730337078651685,0.23526008885597927,0.23039865498399562,0.2657039711191336,0.21571030511845163,0.23066257304149748,0.24838107781802218,0.1984362405287764
FOSL2_filtered,0.026355558242156803,0.1111111111111111,0.05350764394913559,0.0464164416964208,0.07211538461538461,0.0,0.03840504579229307,0.04429036366209141,1.0,0.03635857461024499,0.03639618138424821,0.027906644779102135,0.04090314136125654,0.03924535018243303,0.0845213849287169,0.04764384274928404,0.053907422371003114,0.06151506773569256,0.03121852970795569,0.08041884816753926,0.03697705802968961,0.06291104763170133,0.037535833731485904,0.037324731749061944,0.025600608761821936,0.05401369010578718,0.05489679402722881,0.06981022463206817,0.03987263568101891,0.03268227860796309,0.028993046049389477,0.032308801363129955,0.5062082139446036,0.031329671196152126,0.08064017796453068,0.037699760916068956,0.02247191011235955,0.023291784187062143,0.028469750889679714,0.03926011217174906,0.007762312633832976,0.013029315960912053,0.036176914204595866,0.025560727888277613,0.05230551376227985,0.05054741020551892,0.09164352436253471,0.06387591727818545,0.03012820512820513,0.017786561264822136,0.05209336451598111,0.030118817352859907,0.03073636741233015,0.026748322600981672,0.0235626767200754,0.03315693110280655,0.0,0.03771751203258052,0.032105790681884315,0.050624826437100805,0.036524031402111204,0.016044369614737052,0.039732191855998245,0.03427373851362244
FLI1_filtered,0.12482621048177477,0.15637860082304528,0.3735533647663952,0.20687102673517374,0.6457100591715976,0.001554001554001554,0.19824606877484016,0.21423517758596292,0.18572241183162685,1.0,0.18118536197295146,0.34587110127756765,0.4095767888307155,0.36121740678116937,0.46028513238289204,0.3707367872949753,0.26965254530763016,0.33913924983872457,0.2542799597180262,0.35916230366492147,0.2305668016194332,0.2708430213246529,0.1918597706641185,0.26193140675399906,0.20562017610609848,0.30354698195395147,0.3309178743961353,0.363574748257165,0.30315559357475524,0.18834620399157556,0.202157367354761,0.53345566550888,0.23543457497612225,0.21058164901306278,0.3280603102020639,0.23885743047690952,0.06741573033707865,0.22745882995177874,0.398576512455516,0.230936374103926,0.12633832976445397,0.2703583061889251,0.2656596575281696,0.29204401184934403,0.24736702363040977,0.18954478519751586,0.361777328957334,0.3327218145430287,0.3576923076923077,0.1732542819499341,0.25679827578300546,0.13944920327899052,0.20951759330682965,0.2137614265772054,0.14785579641847313,0.24493993127837274,0.16853932584269662,0.178336727138097,0.24181189175207735,0.2690363787836712,0.1759605045611682,0.35069822719619687,0.22390516957523873,0.15782685797194906
