task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	2f/dd5af7	7583344263180236513	get_software_versions	COMPLETED	0	2022-06-10 16:36:12.917	3m 17s	4.6s	91.0%	74.3 MB	3.9 GB	47.6 MB	38.6 KB
1	11/d5b2e0	8830551608532348368	CHECK_DESIGN (MYB_degraded_v2_design.csv)	COMPLETED	0	2022-06-10 16:36:12.478	4m 27s	70ms	62.5%	3 MB	5.4 MB	577.1 KB	2.4 KB
4	88/a53907	11503999666539769837	output_documentation	COMPLETED	0	2022-06-10 16:36:14.038	4m 45s	307ms	72.7%	15.4 MB	21.2 MB	3.2 MB	1.2 MB
2	71/139828	15859620722349088388	MAKE_GENOME_FILTER (genome.fa)	COMPLETED	0	2022-06-10 16:36:13.537	6m 36s	19.1s	70.5%	4.5 MB	11.6 MB	2.9 GB	18.7 KB
12	76/1dec2d	15364402098248819517	FASTQC (MV411_MYB_DMSO-MYC_R1_T1)	COMPLETED	0	2022-06-10 16:40:48.270	14m 41s	11m 5s	101.6%	1.2 GB	4.3 GB	5.7 GB	4.4 MB
5	0e/de1b37	1752057676573220124	FASTQC (INPUT_R1_T1)	COMPLETED	0	2022-06-10 16:40:39.961	14m 59s	10m 56s	101.6%	1.1 GB	4.3 GB	4.8 GB	4.2 MB
20	9b/5cbd5a	277957501026687133	FASTQC (MV411_MYB_VHL-MYC_R1_T1)	COMPLETED	0	2022-06-10 16:40:52.233	15m 38s	12m 3s	101.4%	1.2 GB	4.3 GB	6.2 GB	4.4 MB
15	6a/8591bd	10527110397007611380	FASTQC (MV411_MYB_VHL-MED1_R1_T1)	COMPLETED	0	2022-06-10 16:40:50.874	17m 39s	13m 50s	101.2%	1.1 GB	4.3 GB	7.1 GB	4.5 MB
7	51/7a8c04	5087713083203264542	FASTQC (MV411_MYB_DMSO-MED1_R1_T1)	COMPLETED	0	2022-06-10 16:40:40.856	19m 18s	15m 11s	101.3%	1.1 GB	4.2 GB	7 GB	4.4 MB
10	50/4bb07d	5519991372350594431	FASTQC (MV411_MYB_DMSO-MYB_R1_T1)	COMPLETED	0	2022-06-10 16:40:41.414	19m 38s	15m 19s	101.1%	1.1 GB	4.2 GB	7.6 GB	4.4 MB
17	a2/f924d9	12125178888881530213	FASTQC (MV411_MYB_VHL-MYB_R1_T1)	COMPLETED	0	2022-06-10 16:40:51.631	19m 38s	15m 14s	101.4%	1.1 GB	4.2 GB	7 GB	4.8 MB
13	72/938adb	5851962070081213128	FASTQC (MV411_MYB_DMSO-POLII_total_R1_T1)	COMPLETED	0	2022-06-10 16:40:49.765	20m	16m	101.3%	1.1 GB	4.3 GB	7.1 GB	4.4 MB
22	d1/d4aeab	12395618011680833870	FASTQC (MV411_MYB_VHL-POLII_total_R1_T1)	COMPLETED	0	2022-06-10 16:40:53.109	25m 57s	20m 34s	101.1%	1.2 GB	4.3 GB	9.9 GB	4.4 MB
6	c4/878ab3	14380498856580696789	TRIMGALORE (INPUT_R1_T1)	COMPLETED	0	2022-06-10 16:40:40.410	37m 9s	32m 37s	595.8%	4.3 GB	5.3 GB	186.9 GB	182.1 GB
11	50/55c238	5360109559965820345	TRIMGALORE (MV411_MYB_DMSO-MYC_R1_T1)	COMPLETED	0	2022-06-10 16:40:48.864	40m 10s	36m 16s	514.3%	3.9 GB	4.9 GB	186.6 GB	180.8 GB
19	1c/763e6f	1700926660881746958	TRIMGALORE (MV411_MYB_VHL-MYC_R1_T1)	COMPLETED	0	2022-06-10 16:40:52.592	41m 37s	37m 40s	517.5%	3.9 GB	4.8 GB	201.9 GB	195.6 GB
16	99/8d8a3d	5030541482165578444	TRIMGALORE (MV411_MYB_VHL-MED1_R1_T1)	COMPLETED	0	2022-06-10 16:40:50.309	47m 39s	43m 31s	515.3%	4.1 GB	5 GB	236 GB	228.8 GB
18	48/c6e917	16775182540252450702	TRIMGALORE (MV411_MYB_VHL-MYB_R1_T1)	COMPLETED	0	2022-06-10 16:40:51.236	47m 40s	42m 58s	518.5%	4.1 GB	5.1 GB	243.2 GB	236.2 GB
8	71/78fe11	6643833764435336274	TRIMGALORE (MV411_MYB_DMSO-MED1_R1_T1)	COMPLETED	0	2022-06-10 16:40:41.936	49m 57s	45m 28s	516.4%	4.3 GB	5.3 GB	230.8 GB	223.7 GB
14	36/da52e9	17948560378863501408	TRIMGALORE (MV411_MYB_DMSO-POLII_total_R1_T1)	COMPLETED	0	2022-06-10 16:40:49.406	49m 51s	44m 27s	552.0%	4.4 GB	5.3 GB	235.9 GB	228.7 GB
9	65/6a1e0e	17250784481423681322	TRIMGALORE (MV411_MYB_DMSO-MYB_R1_T1)	COMPLETED	0	2022-06-10 16:40:42.479	51m 27s	46m 44s	512.1%	4.3 GB	5.3 GB	247 GB	239.4 GB
23	4a/56c371	3752195487686597079	BWA_MEM (INPUT_R1_T1)	FAILED	14	2022-06-10 17:17:51.817	19m 47s	19m 39s	-	-	-	-	-
21	e9/ce4a7f	2239711435756689356	TRIMGALORE (MV411_MYB_VHL-POLII_total_R1_T1)	COMPLETED	0	2022-06-10 16:40:53.641	1h 13m 16s	1h 7m 47s	539.5%	4.2 GB	5.2 GB	326.5 GB	316.6 GB
24	97/f199c5	8551589218972689602	BWA_MEM (MV411_MYB_DMSO-MYC_R1_T1)	COMPLETED	0	2022-06-10 17:21:01.719	1h 31m 38s	1h 16m 57s	1193.4%	7.2 GB	8.9 GB	40.4 GB	37.2 GB
25	f2/4a3c12	11452646403952372870	BWA_MEM (MV411_MYB_VHL-MYC_R1_T1)	COMPLETED	0	2022-06-10 17:22:31.765	1h 41m 37s	1h 26m 42s	1194.0%	7.2 GB	8.9 GB	43.2 GB	40.2 GB
33	e6/a100e5	6971573336466936459	SORT_BAM (MV411_MYB_DMSO-MYC_R1_T1)	COMPLETED	0	2022-06-10 18:52:40.118	16m 20s	10m 23s	254.1%	5 GB	6.1 GB	28.7 GB	11.9 GB
35	c7/f47c08	4048173230928081285	COUNTS (MV411_MYB_DMSO-MYC_R1_T1)	COMPLETED	0	2022-06-10 19:09:01.045	4m 9s	16ms	128.6%	3.1 MB	5.4 MB	2.9 MB	412 B
