state (from\to) (Emission order)	1	2	3	4	5	6	7	8
1	1.0048119598573182E-271	0.06099391410207966	0.0	0.9035096141493052	0.004907247707733799	0.0	0.029672165963108257	9.170580777731863E-4
2	0.0	0.7506712816595138	0.0	0.053517265377338315	0.1710429825691927	0.0	0.0017613739039567533	0.023007096489998314
3	1.903582427269984E-7	9.780853316084452E-4	0.8270843483177468	0.0034032879540485963	3.2213894967847926E-7	0.019755187265041958	0.14877857863436203	0.0
4	0.07114110970628139	0.030300895838756236	0.00253368711719143	0.8915739504668294	1.707104733431932E-4	0.003464405214588797	8.142349694053169E-4	1.0062136041599681E-6
5	3.066061622621314E-4	0.2775843094272703	0.006147438700272944	0.08942454190681641	0.56975599168063	0.016001774087987815	0.012671026147756712	0.028108311887003728
6	0.001940907847026186	0.010736342644864786	0.05739844521508225	0.0724808140254647	1.1488042413617303E-4	0.33877211873647434	0.46762637938107093	0.05093011172588059
7	2.6445309555549206E-4	6.697615457471268E-4	0.0042082281130866594	0.0	0.0	0.0022278263934027978	0.9924608208027902	1.689100494179013E-4
8	2.4875749443456935E-4	0.008271762795749102	5.71790863830664E-5	3.3421184308269344E-6	0.0	0.0015172570120562394	0.0013264010130937729	0.9885753004798524
