	DMSOshBRD4_1	DMSOshBRD4_2	DMSOshBRD4_3	DMSOshSCRAM1	DMSOshSCRAM2	DMSOshSCRAM3	SGCshBRD4_1	SGCshBRD4_2	SGCshBRD4_3	SGCshSCRAM1	SGCshSCRAM2	SGCshSCRAM3
ENSG00000116285	6.96880507	7.802125898	9.038911924	6.457485207	11.75922754	11.25308083	6.154039572	7.036428816	5.754255028	7.386993519	8.52012733	6.729901636
ENSG00000116288	205.060796	186.8403833	173.0191725	231.7713609	152.2061307	148.8670922	206.4759174	200.5382212	199.4549209	212.9916465	187.3413712	180.6532632
ENSG00000116299	5.486080587	3.367233282	4.479460777	2.007056213	2.560476965	2.23343589	4.181590991	3.293647531	3.26592853	2.022629178	1.927171658	2.027078806
ENSG00000116337	68.05705377	66.27700631	62.6324605	72.77760354	77.66780126	63.56702148	86.70883962	80.91893138	81.80373365	91.45801499	97.77860412	105.8945968
ENSG00000116350	133.0003861	118.0995478	121.4253832	131.7676035	116.3594532	108.4934434	126.552301	125.6077399	122.7833607	118.1039559	127.3961896	123.2463914
ENSG00000116353	28.69071875	24.72041995	23.11721722	35.42890532	28.07041413	29.46417347	32.6637485	26.72345837	27.44935169	37.63849079	32.76191819	27.162856
ENSG00000116396	5.782625484	5.256169026	4.639441519	3.665059171	5.215786409	3.951463498	4.812774537	7.335851318	7.464979496	4.660841149	6.69438576	7.540733158
ENSG00000116406	128.7746214	132.9646508	142.30287	139.8830917	148.4128315	177.4722519	128.4458516	150.6843745	142.4566921	147.212228	151.5365504	154.1390724
ENSG00000116455	25.57699733	26.69148333	25.43693798	30.28036982	23.13912516	21.81895062	26.35191304	27.54687026	27.29383128	34.82439802	31.95047749	32.67651035
ENSG00000116459	187.4905109	175.5067689	173.8990666	218.7691272	174.2072661	179.6197864	185.0156769	183.995128	180.4814314	203.3182026	197.4843799	195.1671474
ENSG00000116473	78.21371648	80.48508821	82.15011103	64.31306213	69.32254301	77.31124234	71.87602629	74.33163632	74.80531537	57.16125937	58.9308807	54.65004461
ENSG00000116478	223.594852	218.0488869	198.2961297	223.6558728	202.0880152	210.3724806	210.0263249	197.3194293	195.8001914	206.8358185	201.3387232	202.5457143
ENSG00000116489	295.5811257	296.5629118	308.1229091	359.1757988	339.4054465	385.267691	252.4734184	261.7701231	264.1514099	307.0878734	299.1173273	289.3046872
ENSG00000116497	47.07650234	54.450626	53.75352932	50.87451183	68.94321309	70.26732915	40.79023665	57.33940928	52.48813708	54.3471666	62.98808419	65.43410386
ENSG00000116514	20.46159787	19.95701677	19.83761201	19.98329882	30.25156118	26.2858224	20.4345673	20.43558582	17.02948448	19.61070898	18.05455553	17.83829349
ENSG00000116521	64.49851501	60.11743323	59.03289381	73.99928994	61.26178219	55.66409449	69.90357771	58.46224367	60.4196778	70.79202122	59.23517096	67.13685006
ENSG00000116525	15.3461984	15.02935831	15.59812235	9.773491124	10.62123778	8.074729756	11.91358943	12.65060074	12.83043351	8.090516711	7.810116719	9.567811964
ENSG00000116539	112.9836056	117.360399	114.4662209	80.28224851	89.99602368	98.27117916	105.644346	110.7114704	110.1862078	88.38010103	84.79555295	82.78589844
ENSG00000116560	630.0837691	652.5862356	642.7226311	720.4459171	695.1220797	716.1598082	568.2229872	626.6164427	615.2387268	666.3244035	661.4255991	648.0976359
ENSG00000116574	17.4961489	21.10680374	22.31731351	16.58002958	21.24247556	25.94221688	26.50970893	26.57374712	27.13831088	34.20881522	49.70074276	43.70381906
ENSG00000116580	109.2026582	108.4906138	109.6667987	94.50616863	102.2294136	101.7072344	106.8278151	101.6539397	105.287315	102.8023265	95.44571212	91.62396203
ENSG00000116584	258.2906049	242.4407963	263.6482629	282.2968195	309.4383828	275.2280227	266.4383543	251.589758	257.5417926	281.2333961	259.3567331	272.7637241
ENSG00000116586	76.58271955	63.48466652	65.99205608	71.11960059	48.83872729	44.32511228	75.26863785	60.33363431	64.85200937	63.5809085	55.17796747	54.81221091
ENSG00000116604	379.8740126	327.7714153	308.4428706	529.9501035	466.6706349	405.7122195	367.9011093	324.9482712	307.2305624	458.6091809	376.2041937	403.2265161
ENSG00000116641	35.36297892	41.31020344	39.75521439	32.20016272	39.54514423	41.74807087	37.00313538	35.03243283	37.48041789	32.27412644	31.34189697	28.94668535
ENSG00000116649	107.8682061	84.01657677	91.50898444	153.1471154	93.88415537	81.4345086	139.7282575	112.4331498	118.2732689	156.2700891	151.4351203	151.3822452
ENSG00000116663	21.64777745	17.57531518	20.15757349	15.27107988	15.17319683	12.54160154	20.82905701	16.54309328	15.47428041	14.86192744	11.86732021	16.54096306
ENSG00000116668	3.261993863	4.434892616	3.999518551	3.490532544	4.077796647	4.55277316	4.023795105	3.667925659	3.965770357	4.045258355	3.550053054	4.70282283
ENSG00000116670	49.30058906	46.81275539	43.11480998	91.53921597	80.13344575	67.4325836	47.65435771	46.33563231	52.41037688	66.39500127	64.30667533	71.92075604
ENSG00000116675	0.741362242	0.492765846	0.719913339	0.610843195	1.517319683	1.202619325	0.946775319	0.748556257	0.777602031	1.84674838	2.535752182	2.837910328
ENSG00000116678	13.41865657	13.87957133	12.9584401	7.417381656	8.250425775	10.30816565	11.91358943	14.59684701	12.28611209	7.562874317	7.911546807	7.459650006
ENSG00000116679	53.97117118	58.39275277	57.43308639	75.30823964	73.11584221	79.63057961	53.41390757	62.35473621	59.71983597	71.75936561	79.92690877	78.56957452
ENSG00000116685	84.73770421	77.28211021	75.27093912	69.46159763	65.24474636	58.2411359	81.81716714	72.98423505	75.81619801	64.81207409	72.31965222	74.75866637
ENSG00000116688	145.0104544	131.1578427	132.1440929	137.4397189	117.6871079	116.1386663	149.9849901	129.1259543	123.7942433	132.4382409	121.5132445	116.3543235
ENSG00000116691	33.28716464	27.4306321	29.19648542	41.53733727	31.76888086	28.17565277	28.79774928	27.17259213	26.04966803	32.01030525	33.16763854	36.97391742
ENSG00000116698	151.9051233	138.3850751	132.384064	132.6402367	125.5582037	126.3609305	161.267396	153.6785996	152.409998	153.0162943	141.2921116	146.2740066
ENSG00000116701	22.0925948	23.40637769	20.15757349	6.893801775	8.724588176	9.620954603	22.24921999	24.32807835	24.57222418	19.34688779	18.86599623	17.35179458
ENSG00000116704	44.25932582	45.25233021	43.43477146	28.8841568	33.4758655	39.08512807	49.31121452	58.01310992	52.09933607	51.97277583	53.3522259	47.51472721
ENSG00000116711	45.44550541	55.18977477	51.67377967	28.97142012	31.19988598	35.39136872	38.5021963	39.74833725	39.96874439	25.85447732	25.86467225	28.62235274
ENSG00000116717	7.413622415	7.391487693	8.398988956	15.44560651	14.98353187	13.05700982	7.889794324	11.97690011	13.84131615	13.54282145	15.62023344	13.05438751
ENSG00000116731	59.75379667	60.11743323	59.75280715	47.82029585	55.66666586	61.76309249	54.36068289	53.07263862	57.54255028	42.03551074	43.10778709	46.62281254
ENSG00000116747	49.07818039	55.35403005	53.11360635	47.4712426	56.61499066	64.08242976	50.81027544	56.74056428	53.0324585	48.80692146	55.27939756	47.83905982
ENSG00000116750	59.45725177	61.34934785	57.83303824	90.49205621	79.56445086	90.1964494	54.59737672	55.01888489	56.60942785	73.69405439	72.82680266	66.00168592
ENSG00000116752	22.01845857	22.66722892	23.27719796	41.88639053	34.4241903	41.1467612	21.30244467	20.80986394	19.98437219	32.88970924	29.11043505	29.51426742
ENSG00000116754	305.8860609	341.8973696	351.8776421	325.3176331	335.9914773	372.0388784	307.3863868	370.6850585	370.1385667	335.9323243	366.162615	349.1440535
ENSG00000116761	1.705133156	3.202978	3.19961484	17.53992603	28.54457653	26.37172378	2.209142411	1.871390642	3.26592853	11.25637108	6.390095498	5.919070114
ENSG00000116771	2.224086725	1.888935744	1.759788162	1.483476331	2.086314564	1.803928988	1.893550638	2.245668771	1.399683656	1.231165586	1.420021222	2.027078806
ENSG00000116786	89.3341501	75.0646639	79.35044804	88.39773668	84.11640991	71.89945538	98.46463316	82.64061077	84.99190197	87.41275664	78.20259728	89.75904953
ENSG00000116791	3.92921988	5.338296667	6.079268197	9.249911242	10.62123778	10.73767255	3.234815673	6.063305681	7.076178481	7.474933918	9.63585829	11.0273087
ENSG00000116793	25.72526978	26.11658985	22.637275	20.15782544	21.24247556	22.7638658	23.11709737	24.1783671	23.17254052	20.40217258	19.98172719	22.05461741
ENSG00000116809	38.32842789	33.75446046	37.35550326	39.26849112	33.09653558	33.41563697	41.50031814	32.41248593	38.02473931	38.07819278	37.4277022	35.51442068
ENSG00000116815	10.00839026	9.855316924	10.71870972	7.679171597	9.862577938	12.54160154	7.258610778	8.683252581	8.164821324	7.738755115	7.40439637	8.108315224
ENSG00000116819	4.596445897	4.188509693	3.279605211	2.443372781	3.224304326	2.23343589	3.313713616	4.416481916	4.898892794	2.374390774	3.651483142	3.405492394
ENSG00000116830	101.1218097	104.2199765	104.3874342	117.0201035	97.86711954	111.328189	93.80965451	107.6423898	109.4086057	109.5737372	108.5301934	113.5164131
ENSG00000116833	1.408588259	0.985531692	1.199855565	0.349053254	0.758659841	1.030816565	0.473387659	1.347401263	0.933122437	0.615582793	1.217161047	0.972997827
ENSG00000116852	67.01914663	83.03104508	83.03000511	232.905784	362.8290691	319.7249378	53.57170346	56.59085303	58.55343292	138.0664265	134.0905754	137.1926936
ENSG00000116857	37.21638452	38.68211892	38.71533957	28.62236686	32.90687062	28.17565277	37.55542098	34.50844345	36.85833626	27.2615237	27.69041382	28.8656022
ENSG00000116863	29.20967232	26.69148333	24.5570439	29.93131657	29.49290133	26.37172378	32.26925878	32.78676406	34.60329037	39.48523916	40.87632517	38.43341416
ENSG00000116871	151.7568508	116.3748673	123.745104	158.6447041	141.5848929	124.6429029	142.0162978	120.2181349	122.3945597	135.3402741	134.3948656	133.9493675
ENSG00000116874	12.45488566	15.27574123	12.79845936	18.84887574	15.55252675	16.66486779	16.25297631	13.99800201	15.31876001	19.34688779	17.85169536	17.27071143
ENSG00000116883	1.482724483	3.120850359	3.439585953	0.872633136	1.706984643	2.23343589	2.209142411	2.694802525	3.343688733	0.703523192	2.130031833	2.594660872
ENSG00000116898	52.26603803	52.56169026	54.23347155	68.06538461	55.66666586	55.49229173	50.33688778	47.00933294	51.63277485	57.86478256	55.786548	51.48780167
ENSG00000116903	30.3958519	30.87999303	30.79629284	25.82994083	28.63940901	30.75269418	28.24546368	33.31075344	30.63752002	27.70122569	29.61758548	28.46018644
ENSG00000116906	65.61055838	63.6489218	70.6314976	82.28930473	78.33162862	79.54467823	72.50720983	76.12817133	73.63891232	79.23429953	79.82547868	75.24516528
ENSG00000116918	55.67630434	56.17530646	57.91302861	66.23285502	58.70130523	69.15061121	58.30558005	60.93247932	53.81006054	63.5809085	60.65519218	53.67704678
ENSG00000116922	22.31500347	23.98127118	24.31707279	26.52804734	29.87223125	24.56779479	22.56481177	26.19946899	27.44935169	30.25149727	31.74761731	29.59535057
ENSG00000116954	22.46327592	20.94254846	19.11769867	21.46677515	22.75979524	22.42026028	25.24734184	24.77721211	21.15077524	24.27155013	23.63321033	23.18978154
ENSG00000116957	28.91312742	30.46935482	31.83616766	32.63647929	31.67404838	36.7657908	33.68942176	33.08618656	31.49288225	32.36206684	33.16763854	32.19001144
ENSG00000116977	74.2844966	82.45615159	84.62981253	48.25661242	55.28733594	61.50538835	74.47965841	80.24523075	78.1490041	56.45773618	54.87367721	55.29870983
ENSG00000116984	74.72931395	82.8667898	85.02976438	94.331642	109.5315146	116.2245677	78.34565763	82.86517765	93.00120289	102.2746841	102.9515386	101.6782729
ENSG00000116985	14.38242749	16.09701764	14.47825715	17.19087278	30.91538854	26.80123068	16.25297631	13.99800201	15.55204062	17.9398414	20.48887763	24.08169622
ENSG00000116990	6.079170381	6.734466564	6.639200794	4.886745562	3.888131687	3.951463498	6.864121062	5.838738804	5.909775435	5.716125937	6.28866541	5.513654352
ENSG00000116991	10.15666271	10.43021041	12.63847862	17.80171597	17.92333875	18.64059954	9.388855245	10.55464322	11.19746924	16.09309302	12.88162108	13.21655382
ENSG00000117000	38.40256411	42.62424569	42.47488701	32.63647929	40.77796647	47.15985783	32.34815673	40.4968935	44.86763718	29.54797407	36.51483142	36.1630859
ENSG00000117009	3.336130087	3.285105641	2.319720759	1.22168639	1.612152163	1.202619325	1.577958865	2.545091274	1.866244874	1.758807981	1.318591134	1.216247284
ENSG00000117010	4.151628553	6.734466564	6.479220052	8.464541419	5.50028385	5.154082823	4.181590991	4.641048793	4.432331576	6.771410725	7.100106109	5.756903809
ENSG00000117016	11.93593209	11.08723154	6.959162278	6.282958579	5.974446251	5.239984203	7.889794324	7.186140067	6.687377465	6.243768331	4.260063665	4.297407069
ENSG00000117020	15.71687952	16.01489	17.99783348	11.08244083	12.80238482	13.91602362	16.9630578	18.71390642	20.83973443	14.33428504	14.50450248	13.21655382
ENSG00000117036	39.95942482	44.92381964	40.15516625	36.99964497	36.32083991	44.06740814	41.65811403	49.92870234	44.71211677	44.67372271	46.35354988	44.35248428
ENSG00000117054	102.4562618	118.5923136	113.8262979	94.41890532	107.0658701	115.8809621	100.2003879	101.1299503	101.3993048	90.3147898	91.89565906	89.59688323
ENSG00000117090	3.113721414	4.352764975	3.599566696	2.18158284	2.370812004	2.061633129	1.499060921	1.946246268	2.02176528	1.84674838	1.521451309	1.945995654
ENSG00000117091	2.66890407	1.971063385	1.919768904	0.610843195	0.568994881	0.773112423	3.234815673	2.021101894	2.566086702	1.582927183	0.202860175	0.567582066
ENSG00000117115	9.044619347	8.705529949	8.159017843	6.370221893	6.922771053	6.528504909	15.7006907	11.52776636	11.58627026	11.52019227	10.54872908	10.05431088
ENSG00000117118	78.8809425	74.24338749	74.2310643	110.8244083	92.36683569	97.41216535	84.34190132	73.13394631	76.51603984	91.98565739	87.73702548	81.08315224
ENSG00000117133	45.96445897	44.67743672	42.87483886	61.08431952	53.48551882	62.27850078	43.63056261	40.64660475	47.43372388	56.63361698	44.73066848	45.81198102
ENSG00000117139	87.1841996	92.63997908	88.22937923	89.35763313	104.7898906	111.1563862	85.36757458	86.08396955	84.99190197	91.28213419	91.89565906	88.46171909
ENSG00000117143	25.42872488	28.826802	27.91663948	31.50205621	32.14821078	34.10284801	30.84909581	32.11306342	33.04808631	36.75908679	40.16631456	40.13616036
ENSG00000117151	28.02349273	33.8365881	32.63607137	28.36057692	39.63997671	43.46609847	27.92987191	22.75611021	24.10566296	22.60068255	23.73464042	22.05461741
ENSG00000117153	45.81618653	51.00126508	52.63366413	52.6197781	59.83929499	58.58474142	47.8121536	43.86539666	50.85517282	52.94012022	51.62791442	47.0282283
ENSG00000117155	16.23583309	16.58978349	18.63775645	12.8277071	14.60420195	18.46879678	19.32999609	20.88471957	22.00613747	21.19363617	22.51747937	19.8653723
ENSG00000117174	51.15399467	50.75488216	46.55439593	53.84146449	50.35604697	49.30739234	49.39011247	53.596628	54.58766257	60.41505413	60.35090192	59.43395059
ENSG00000117215	0.815498466	1.067659333	0.639922968	0.610843195	0.853492322	0.601309663	0.867877376	1.122834385	1.244163249	1.84674838	1.521451309	1.540579893
ENSG00000117222	40.77492328	49.93360575	48.87411669	47.55850591	45.32992552	47.41756197	44.10395027	46.48534356	49.53324937	48.10339827	45.74496936	46.54172939
ENSG00000117226	6.449851501	8.869785231	9.598844521	5.933905325	9.672912978	9.10554632	7.337508721	6.512439436	7.464979496	7.211112721	7.505826458	8.027232072
ENSG00000117242	7.932575984	7.884253539	6.31923931	4.974008875	5.50028385	4.724575921	8.678773756	8.084407575	8.009300918	6.067887533	5.984375149	5.351488048
ENSG00000117262	11.71352342	14.53659246	12.9584401	13.00223373	14.13003955	14.94684019	14.12273184	14.07285763	15.55204062	13.80664265	12.37447065	14.18955164
ENSG00000117266	45.66791408	47.38764887	50.233953	38.22133136	50.35604697	40.45955016	43.55166467	44.91337542	44.24555556	34.64851722	41.18061543	42.08215601
ENSG00000117280	47.00236611	54.20424308	50.47392411	39.44301775	45.80408792	54.11786964	43.39386878	45.81164293	47.9002851	38.69377557	43.10778709	45.40656525
ENSG00000117281	1.482724483	1.724680462	1.519817049	0.698106509	1.232822242	1.546224847	1.262367092	2.545091274	2.799367311	1.055284788	1.521451309	1.45949674
ENSG00000117289	595.3880162	684.2053774	689.5969885	225.0520858	322.4304326	338.8809456	706.9255714	702.6697584	695.1762156	356.3344969	304.1888317	288.7371051
ENSG00000117298	21.27709633	22.50297364	25.19696687	37.52322485	43.81260584	42.09167639	27.61428013	24.92692336	25.66086702	33.94499403	33.26906862	35.67658699
ENSG00000117305	69.39150581	83.19530036	81.83014954	49.91461538	56.23566074	54.7191793	63.11835459	68.79232002	66.64049404	48.71898106	49.29502241	50.92021961
ENSG00000117308	21.35123256	23.98127118	22.39730388	25.21909763	24.94094229	23.27927408	18.22542489	17.51621641	19.05124976	21.80921896	19.27171658	23.91952991
ENSG00000117335	118.0990051	156.1246456	153.3415412	91.97553254	132.2913098	154.9660902	120.4771593	144.2467907	139.9683656	96.82237933	116.4417402	117.8949034
ENSG00000117360	59.45725177	61.02083729	65.35213312	71.99223372	65.90857372	65.28504909	58.22668211	57.78854304	60.73071861	68.41763045	61.16234262	59.83936635
ENSG00000117362	131.1469805	126.8872054	124.0650654	158.7319674	132.1016449	134.7792658	143.0419711	133.6172919	131.9590646	151.6092479	151.0293999	153.0039083
ENSG00000117385	56.86248393	54.28637072	53.43356784	64.22579881	70.74503021	61.59128973	60.59362041	54.71946238	55.75406561	70.70408082	71.50821152	74.028918
ENSG00000117394	61.0882487	50.75488216	52.95362561	93.6335355	97.48778962	82.20762102	57.67439651	48.28187857	49.92205038	62.08592172	64.30667533	67.78551527
ENSG00000117395	61.3847936	60.77445436	58.71293232	110.8244083	75.01249182	79.02926995	71.08704686	71.18770004	66.56273384	101.6591013	96.96716343	99.6511941
ENSG00000117399	137.596832	112.1863576	114.4662209	194.0736095	138.9295835	118.4580035	119.2936902	109.3640691	115.7849424	159.787705	137.4377682	143.9225952
ENSG00000117407	6.672260174	5.009786103	6.799181536	16.31823964	18.01817123	16.66486779	14.0438339	11.90204449	11.66403046	23.21626534	19.67743693	20.91945328
ENSG00000117408	42.40592022	37.28594903	37.11553215	50.17640532	39.35547927	36.07857976	47.259868	41.99400602	40.51306581	49.07074266	43.006357	43.78490221
ENSG00000117410	138.5606029	131.5684809	122.3852676	140.1448816	106.6865402	97.24036259	129.4715248	111.1606042	116.3292638	102.8023265	105.2844306	104.1918506
ENSG00000117411	38.10601921	36.46467262	37.99542623	48.69292899	39.16581431	31.78351074	44.49843998	45.1379423	47.04492287	51.53307383	54.9751073	58.055537
ENSG00000117419	45.22309673	39.8319059	35.11577287	56.54662721	42.76944856	36.50808666	48.83782686	45.88649855	45.3341984	55.31451099	48.17929145	52.94729841
ENSG00000117425	1.260315811	1.56042518	1.359836307	1.396213018	1.706984643	1.030816565	1.262367092	2.021101894	2.332806093	1.670867582	2.028601745	1.45949674
ENSG00000117448	65.53642215	61.34934785	69.91158426	86.82699703	87.0562168	77.22534096	68.95680239	67.44491875	66.79601445	85.12630626	87.93988566	87.56980442
ENSG00000117450	140.7846897	136.9067776	134.7837752	208.6465828	146.8955118	149.726106	151.0106634	142.9742451	140.7459676	175.0893345	162.4909998	153.6525735
ENSG00000117461	26.3924958	23.15999477	26.15685132	19.72150887	14.98353187	13.5724181	25.08954595	24.62750085	23.56134153	21.72127856	18.3588458	18.08154295
ENSG00000117475	16.60651421	21.18893139	18.31779496	18.67434911	18.68199859	22.07665476	14.75391539	17.96535017	17.5738059	15.47751023	14.91022283	15.16254947
ENSG00000117479	1.705133156	2.710212154	3.679557067	1.832529586	2.844974405	2.834745553	3.392611559	5.165038173	5.132173404	3.60555636	5.375794625	4.70282283
ENSG00000117480	8.599802002	6.898721846	8.079027472	9.773491124	7.017603533	8.93374356	8.836569642	8.982675084	7.542739699	8.530218706	9.838718465	11.27055816
ENSG00000117481	55.45389567	48.70169113	53.11360635	46.33681952	51.20953929	49.99460338	50.41578573	53.97090613	54.35438196	50.30190825	50.30932328	54.56896146
ENSG00000117500	66.20364817	68.41232498	72.63125688	65.88380177	70.08120285	89.85284388	55.54415204	58.68681055	56.60942785	59.18388855	62.58236384	60.00153266
ENSG00000117505	131.8883428	137.8923093	135.2637174	154.979645	168.6121497	172.318169	119.6092819	128.8265318	128.2265749	127.4256382	127.3961896	123.8139735
ENSG00000117523	465.0565341	460.7360662	492.6606951	431.1680325	485.257801	509.8246926	448.8503991	459.6135418	474.9593204	448.4960351	440.510869	446.849252
ENSG00000117525	44.63000694	38.0250978	37.11553215	35.60343195	26.64792693	30.15138451	35.26738063	25.60062399	29.39335677	26.38211971	25.4589519	26.10877502
ENSG00000117528	43.44382735	41.96722457	42.63486775	42.3227071	35.65701254	45.61363298	39.76456339	42.96712915	43.70123413	44.67372271	38.74629334	37.13608373
ENSG00000117533	11.12043362	11.99063559	12.9584401	11.25696745	14.60420195	19.41371197	9.152161415	11.52776636	9.020183558	11.43225187	11.76589012	12.08138968
ENSG00000117543	10.7497525	10.43021041	13.03843047	10.99517751	10.62123778	15.46224847	13.64934418	15.19569202	15.86308143	17.41219901	15.01165292	15.00038316
ENSG00000117569	20.98055144	22.25659072	23.43717871	24.25920118	25.13060725	23.79468237	19.96117964	21.2589977	20.0621324	24.62331173	26.06753243	22.05461741
ENSG00000117592	110.7595189	109.7225284	114.7861824	134.4727663	118.3509353	126.5327333	136.9668295	123.586638	126.8268912	144.9257776	135.3077364	132.7331202
ENSG00000117593	65.23987725	74.40764277	77.03072728	102.7089201	84.49573983	96.63905293	62.09268133	75.1550482	74.02771334	94.36004816	100.5172165	85.0562267
ENSG00000117594	2.891312742	2.545956872	2.719672614	2.530636094	1.422487203	1.116717945	2.761428013	3.518214408	3.343688733	5.628185538	4.970074276	6.16231957
ENSG00000117597	28.32003763	33.17956698	30.95627358	32.98553254	36.03634247	37.71070599	34.79399297	35.2569997	38.95786175	39.39729877	43.31064726	42.32540547
ENSG00000117602	12.08420454	13.14042256	13.99831493	11.08244083	10.24190786	11.51078497	13.41265035	13.17459012	14.23011716	15.82927183	16.12738388	14.27063479
ENSG00000117614	46.55754877	43.52764975	44.7146174	51.74714497	51.20953929	56.60900967	51.83594871	47.83274482	52.56589729	56.72155737	52.23649494	47.1903946
ENSG00000117616	124.6229928	160.1489	164.6201835	61.95695266	82.88358767	89.93874526	111.7194876	159.6670496	162.2077836	67.09852446	98.28575456	98.35386367
ENSG00000117620	22.53741214	25.70595164	24.15709205	22.95025148	26.36342949	31.5258066	19.25109815	23.50466647	22.7837395	22.95244415	24.34322094	22.86544893
ENSG00000117625	51.67294823	57.32509344	53.59354858	50.96177514	61.16694971	69.32241397	51.99374459	54.56975113	51.63277485	53.29188181	52.33792503	54.56896146
ENSG00000117632	261.3301901	251.6390921	252.2896302	550.107929	403.0380407	436.7226179	265.5704769	288.0444477	284.2135423	556.5747855	453.7982104	446.4438362
ENSG00000117640	48.4850906	47.71615944	49.6740204	28.79689349	31.48438342	32.21301764	45.36631736	49.03043483	47.12268307	33.15353043	40.26774464	36.3252522
ENSG00000117643	5.115399467	4.681275539	4.079508922	3.665059171	4.457126568	4.724575921	5.36506014	5.239893799	5.520974419	3.60555636	3.854343316	4.216323917
ENSG00000117650	30.09930701	28.08765323	29.11649505	45.81323964	35.08801766	43.89560537	24.4583624	29.34340527	28.77127514	39.66111996	31.54475714	31.46026307
ENSG00000117676	272.1540789	257.7986652	261.2485517	366.7677071	429.5911352	382.1752413	261.0732942	249.4189448	247.9772876	310.7813702	328.5320527	336.0085829
ENSG00000117682	37.88361054	34.49360923	34.15588842	37.43596154	34.70868774	35.64907286	34.63619708	33.98445407	33.28136692	31.48266285	32.45762792	30.7305147
ENSG00000117691	16.82892288	17.57531518	15.19817049	15.70739645	13.84554211	13.40061534	22.95930148	20.58529707	19.67333138	22.16098056	20.48887763	21.48703534
ENSG00000117697	29.35794476	30.30509954	31.03626395	36.91238165	39.73480919	36.7657908	29.35003488	26.4988915	33.12584651	36.2314444	29.71901557	29.27101796
ENSG00000117713	373.5724335	370.2314058	365.6359859	399.316923	410.2453092	367.3143025	376.5798831	373.0055828	367.8835208	416.6616106	386.6514927	390.415378
ENSG00000117724	292.3932681	302.8046125	321.3213204	477.8539053	406.1675126	468.59203	259.1797435	337.8234388	328.2258172	483.4083735	433.6136231	411.5780808
ENSG00000117748	117.5059153	113.254017	112.0665098	120.4233728	113.9886412	115.0219483	120.7927511	114.9033854	108.3977231	116.1692671	114.8188588	117.4084044
ENSG00000117751	61.97788339	58.55700805	61.35261457	69.63612426	57.75298043	64.94144357	66.19537437	65.12439436	62.51920328	67.80204765	64.40810541	66.8936006
ENSG00000117758	43.36969113	41.638714	42.07493515	31.76384615	35.65701254	41.23266258	32.42705467	30.24167278	32.97032611	28.22886809	26.98040321	25.86552556
ENSG00000117859	34.76988913	39.33914005	43.11480998	42.14818047	44.4764332	53.34475722	45.12962353	46.63505481	45.87851982	50.82955064	58.11944	55.37979298
ENSG00000117862	87.11006338	86.80891657	85.90965847	122.3431657	122.049402	131.1714078	83.47402394	75.67903758	79.39316735	93.21682297	84.28840252	82.94806474
ENSG00000117868	314.4117266	309.1284408	316.5218981	397.8334467	414.0386084	445.6563614	236.4571359	243.7299173	248.6771295	291.2586016	277.4112887	281.196372
ENSG00000117877	17.199604	14.29020954	16.63799717	18.49982248	11.75922754	11.85439049	22.95930148	21.8578427	20.29541301	23.91978854	26.77754304	26.59527393
ENSG00000117899	38.32842789	39.17488477	37.67546475	39.61754438	42.01078872	42.00577501	39.52786956	47.98245607	41.67946885	40.01288156	45.64353927	41.91998971
ENSG00000117906	36.32674983	37.77871487	36.63558992	34.90532544	29.77739877	32.21301764	43.23607289	46.18592106	48.67788713	36.4073252	40.26774464	40.62265927
ENSG00000117971	0.593089793	1.231914615	0.79990371	0.872633136	0.853492322	0.515408282	1.183469149	1.197690011	0.699841828	0.527642394	1.318591134	0.891914675
ENSG00000117984	129.9608009	111.5293365	112.2264905	108.0319822	112.9454839	91.31316735	119.6092819	96.86317965	95.02296817	88.81980302	88.64989627	98.75927943
ENSG00000118007	28.98726364	28.00552559	26.39682243	36.91238165	33.19136806	35.39136872	28.95554517	29.64282778	29.85991798	43.00285513	34.48622967	32.5954272
ENSG00000118046	214.4019603	174.1927266	182.6980074	190.4958136	169.0863121	134.0061534	201.6631429	181.3003254	182.1921558	168.1420429	177.4012226	190.5454078
ENSG00000118058	196.2385853	221.3339926	224.7729425	204.0216272	223.7098207	240.2661609	171.9975163	203.7570131	202.4875688	190.8306659	184.3998986	193.2211518
ENSG00000118096	10.52734383	11.90850795	11.5986038	12.91497041	13.08688226	14.86093881	11.75579354	11.67747761	14.85219879	13.63076185	10.14300873	11.83814023
ENSG00000118162	24.76149887	22.420846	20.55752535	21.55403846	16.12152163	13.91602362	27.21979042	23.28009959	23.25030072	22.95244415	19.17028649	21.40595219
ENSG00000118181	407.0078706	416.5513953	443.2266458	575.1525	552.9681919	515.7518878	516.1503446	515.9049723	536.8564421	643.9875421	657.4698257	630.6647581
ENSG00000118193	63.46060787	67.262538	77.11071765	100.2655473	100.6172615	110.3832738	47.89105154	67.81919688	66.79601445	76.50814716	71.91393187	70.13692669
ENSG00000118197	22.68568459	23.07786713	23.59715945	27.13889053	26.83759189	27.31663896	20.51346524	19.16304018	20.37317321	19.43482819	18.96742632	19.94645545
ENSG00000118200	8.451529553	9.937444565	9.198892666	9.773491124	10.24190786	11.16717945	8.599875813	6.811861938	7.387219293	5.628185538	5.984375149	6.243402723
ENSG00000118217	67.31569153	64.05956	68.47175759	66.23285502	74.53832942	77.56894648	69.58798593	64.30098247	66.87377465	73.07847159	60.95948245	60.48803157
