"Feature","MnSignal","Pval","Fold"
"Sim0.5Fold1",1.16666666666667,0.48557599877882,0.5
"Sim0.5Fold2",1.66666666666667,0.776391984151659,0.5
"Sim0.5Fold3",2.16666666666667,0.16105973205549,0.5
"Sim0.5Fold4",2.66666666666667,0.240493010391209,0.5
"Sim0.5Fold5",3.33333333333333,0.09095366400225,0.5
"Sim0.5Fold6",3.66666666666667,0.248188749851173,0.5
"Sim0.5Fold7",7.5,0.014155602157434,0.5
"Sim0.5Fold8",8.33333333333333,0.00896787154120413,0.5
"Sim0.5Fold9",10.5,0.105670091769677,0.5
"Sim0.5Fold10",11.3333333333333,0.0305771383035424,0.5
"Sim0.5Fold11",17.1666666666667,0.0888923332942152,0.5
"Sim0.5Fold12",18,0.667990017415823,0.5
"Sim0.5Fold13",22.6666666666667,0.0431450161943515,0.5
"Sim0.5Fold14",34.5,0.00410805665354178,0.5
"Sim0.5Fold15",40.1666666666667,0.00117909576057852,0.5
"Sim0.5Fold16",67.1666666666667,2.52485671570046e-05,0.5
"Sim0.5Fold17",85,2.89058787168738e-05,0.5
"Sim0.5Fold18",121.166666666667,3.62539539229629e-07,0.5
"Sim0.5Fold19",142.166666666667,8.13440418397272e-07,0.5
"Sim0.5Fold20",191.333333333333,2.16792008728186e-05,0.5
"Sim0.5Fold21",258.833333333333,1.6110206587273e-05,0.5
"Sim0.5Fold22",307.333333333333,6.37833503786797e-06,0.5
"Sim0.5Fold23",385.166666666667,8.68680981155866e-09,0.5
"Sim0.5Fold24",395.5,9.3110607598833e-08,0.5
"Sim0.5Fold25",511.833333333333,1.07450511347633e-08,0.5
"Sim0.5Fold26",584.833333333333,1.73702492508775e-07,0.5
"Sim0.5Fold27",699.333333333333,4.50102324820328e-09,0.5
"Sim0.5Fold28",696.333333333333,1.09613668431244e-08,0.5
"Sim0.5Fold29",875.666666666667,2.09548153407951e-10,0.5
"Sim0.5Fold30",934.166666666667,4.67568605953442e-09,0.5
"Sim0.5Fold31",1055.16666666667,2.81228627415531e-10,0.5
"Sim0.5Fold32",1183.5,1.28425197608193e-08,0.5
"Sim0.5Fold33",1257.83333333333,4.6928882062212e-09,0.5
"Sim0.5Fold34",1443.5,6.60727854869225e-09,0.5
"Sim0.5Fold35",1542.5,9.90041619234921e-10,0.5
"Sim0.5Fold36",1707,8.5475901866571e-11,0.5
"Sim0.5Fold37",1839,2.59584834193918e-10,0.5
"Sim0.5Fold38",2032.83333333333,9.88189696443389e-08,0.5
"Sim0.5Fold39",2340,1.03109025928471e-10,0.5
"Sim0.5Fold40",2460.66666666667,7.14198432314028e-10,0.5
"Sim0.5Fold41",2933.16666666667,1.03720254114227e-10,0.5
"Sim0.5Fold42",3130.16666666667,1.79756925502616e-09,0.5
"Sim0.5Fold43",3665,9.67827157674866e-11,0.5
"Sim0.5Fold44",3875.33333333333,8.05274251595868e-09,0.5
"Sim0.5Fold45",4731.16666666667,4.20614376562844e-10,0.5
"Sim0.5Fold46",6044.33333333333,1.65391978081385e-11,0.5
"Sim0.5Fold47",6887.83333333333,1.48167465346476e-09,0.5
"Sim0.5Fold48",9137.16666666667,3.95373327756488e-07,0.5
"Sim0.5Fold49",15298.8333333333,7.89613931045228e-10,0.5
"Sim4Fold1",0.666666666666667,0.0416016731044932,4
