"Feature","MnSignal","Pval","Fold"
"ERCC-00002",52704,0.812781303049456,0.5
"ERCC-00003",3193,0.543803785239153,0.5
"ERCC-00004",16059.5,0.613359040185096,4
"ERCC-00009",1843.66666666667,0.703062580760667,1
"ERCC-00013",2,0.429006641130609,0.5
"ERCC-00014",5.83333333333333,0.3588024506654,0.5
"ERCC-00019",69.6666666666667,0.368670478068006,4
"ERCC-00022",589.333333333333,0.544102106953174,0.5
"ERCC-00025",254.666666666667,0.892869548239283,1
"ERCC-00028",12.5,0.865938933771809,4
"ERCC-00031",4.83333333333333,0.472668759349276,1
"ERCC-00033",5.33333333333333,0.38001030624066,4
"ERCC-00034",51.5,0.835292884826673,1
"ERCC-00035",286.666666666667,0.810627010589355,1
"ERCC-00039",4.66666666666667,0.337699335571503,0.667
"ERCC-00040",3,0.821955676154982,0.667
"ERCC-00042",1350,0.595879825341358,1
"ERCC-00043",2674.5,0.553346003226511,0.5
"ERCC-00044",299,0.857010923657715,0.667
"ERCC-00046",10294.8333333333,0.351550999261631,0.5
"ERCC-00051",47.3333333333333,0.186903802961152,1
"ERCC-00053",76.1666666666667,0.685698005576093,1
"ERCC-00054",13.3333333333333,0.626711676228862,0.667
"ERCC-00058",4.5,0.413887741801985,0.667
"ERCC-00059",28.6666666666667,0.190806820248056,0.5
"ERCC-00060",776.333333333333,0.521221308910676,1
"ERCC-00062",234.166666666667,0.448708965610886,4
"ERCC-00067",6.33333333333333,0.467603856027468,1
"ERCC-00069",6.83333333333333,0.59093314059308,0.5
"ERCC-00071",155.5,0.691230290411786,0.667
"ERCC-00073",2.33333333333333,0.834311064455666,1
"ERCC-00074",40551.1666666667,0.441862776279753,0.667
"ERCC-00076",545.833333333333,0.585948351320996,0.667
"ERCC-00077",6.5,0.572225905096226,0.5
"ERCC-00078",107.666666666667,0.409434690471025,0.5
"ERCC-00079",150.666666666667,0.438754328887573,0.5
"ERCC-00084",95,0.722317389213397,0.667
"ERCC-00085",19.6666666666667,0.428502265359147,4
"ERCC-00092",1027.16666666667,0.76379236280666,4
"ERCC-00095",386.666666666667,0.432267865250587,4
"ERCC-00096",52221.5,0.772499075343005,1
"ERCC-00097",1.83333333333333,0.0510512507362777,4
"ERCC-00099",55.8333333333333,0.707461735571921,0.667
"ERCC-00108",1996,0.646144300276536,4
"ERCC-00111",1582.5,0.708278494106,0.667
"ERCC-00112",368.333333333333,0.883558573384078,0.5
"ERCC-00113",12351.3333333333,0.764668935078152,0.667
"ERCC-00116",242.5,0.79590199797823,4
"ERCC-00120",2,0.23550383711292,0.667
"ERCC-00126",11.5,0.884826581573572,1
"ERCC-00130",91185.6666666667,0.748546276791038,4
"ERCC-00131",376.666666666667,0.598756615026227,4
"ERCC-00136",4707,0.881255924591982,4
"ERCC-00143",7,0.68631487267354,0.667
"ERCC-00144",55.5,0.924283707916166,4
"ERCC-00145",1832.66666666667,0.762622474655028,0.667
"ERCC-00147",5.33333333333333,0.527078172494508,4
"ERCC-00148",19.1666666666667,0.213166012553866,1
"ERCC-00150",12.6666666666667,0.35061824382407,1
"ERCC-00154",14.3333333333333,0.335897893907622,4
"ERCC-00157",24.8333333333333,0.476499199419469,0.667
"ERCC-00158",3.66666666666667,0.647465024826691,1
"ERCC-00160",42.1666666666667,0.82709601395447,0.5
"ERCC-00162",175.833333333333,0.392536082602397,0.667
"ERCC-00163",29.8333333333333,0.68268133533756,0.5
"ERCC-00164",2,0.48187406271,0.667
"ERCC-00165",118,0.802263397313116,0.5
"ERCC-00168",2.66666666666667,0.813796106794106,0.5
"ERCC-00170",50,0.580424807438715,4
"ERCC-00171",7965,0.539900139369551,1
