,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
PTTG1IP,101.0,20.5,10.5,18.0,89.0,92.0,45.5,128.5
CFAP410,3.0,1.0,0.0,1.0,2.0,1.0,1.5,3.0
TMEM50B,1.0,0.0,0.0,0.0,1.0,3.0,0.5,1.0
MPPED1,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA11,1.5,0.5,0.0,1.0,1.0,1.0,0.5,1.5
CA12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1A,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CACNA1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1E,2.5,7.0,0.0,6.0,3.0,3.0,7.5,3.5
CACNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB3,2.5,0.0,0.0,2.0,1.0,5.0,0.0,1.5
CACNB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A20,4.0,0.5,0.0,2.0,5.0,4.0,1.5,4.0
CAD,7.5,1.0,0.0,2.0,7.0,12.0,2.5,7.5
CALM1,138.5,106.5,15.0,23.0,137.0,104.0,111.0,163.5
CALM2,94.5,89.0,11.0,15.0,90.0,140.0,97.0,131.5
CALM3,101.0,15.0,8.0,38.0,106.0,102.0,54.0,118.5
CALR,528.5,82.5,15.0,122.0,426.0,582.0,87.5,443.0
CALU,87.5,50.0,7.5,25.0,91.0,97.0,71.0,133.0
CAMK2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,16.5,18.0,7.5,5.0,9.0,24.0,17.5,28.0
CAMK2G,36.0,4.5,3.0,14.0,25.0,39.0,11.5,39.5
CAMLG,5.0,1.0,0.5,1.0,9.0,7.0,1.0,8.5
CANX,150.5,70.0,15.5,31.0,162.0,173.0,119.5,218.5
CAPG,2.0,0.0,0.0,0.0,2.0,0.0,1.5,2.0
CAPN1,3.0,2.0,0.0,3.0,3.0,5.0,2.0,5.0
CAPN2,12.0,5.0,2.5,6.0,13.0,31.0,12.5,18.5
CAPN3,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.5
CAPNS1,36.0,10.0,1.5,11.0,37.0,41.0,17.0,35.0
CAPS,1.5,1.0,0.0,0.0,1.0,2.0,0.5,1.5
CAPZA1,91.5,88.0,16.0,30.0,92.0,150.0,88.5,146.5
CAPZA2,21.0,35.5,3.0,4.0,33.0,32.0,19.5,38.0
CAST,3.0,1.5,0.0,0.0,3.0,3.0,2.0,4.5
CAPZB,30.5,19.0,6.0,9.0,30.0,32.0,27.0,34.0
CARS1,3.0,1.5,0.5,0.0,3.0,3.0,1.5,5.5
CASP1,4.0,0.5,1.5,2.0,2.0,2.0,2.0,2.0
CASP2,110.5,33.5,8.0,40.0,101.0,129.0,83.0,137.5
CASP3,86.0,32.5,7.5,15.0,97.0,94.0,44.5,108.5
CASP4,0.5,0.5,0.0,1.0,0.0,2.0,0.0,0.0
CASP6,1.5,0.0,0.5,1.0,1.0,3.0,0.0,1.5
CASP7,12.0,7.5,4.0,1.0,13.0,17.0,11.5,17.0
CASP8,14.5,4.0,0.5,4.0,17.0,11.0,8.0,17.5
CASP9,6.0,2.0,0.0,2.0,4.0,4.0,3.0,4.5
CASP10,14.0,12.0,1.5,5.0,16.0,16.0,8.5,16.5
CASQ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT,18.5,2.0,0.5,5.0,32.0,22.0,6.5,34.5
CAV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,178.5,100.0,26.5,38.0,187.0,174.0,134.5,271.5
RUNX1,645.5,216.0,59.5,149.0,691.0,525.0,335.0,887.0
CBFA2T3,112.0,6.5,7.5,52.0,108.0,129.0,23.5,132.5
RUNX3,346.5,65.5,33.5,132.0,342.0,404.0,220.0,347.5
CBFB,63.0,43.5,8.5,9.0,75.0,79.0,49.5,107.0
CBL,94.0,26.5,7.5,23.0,101.0,81.0,30.0,123.0
CBLB,11.5,3.5,0.5,1.0,13.0,7.0,2.5,17.5
CBLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINH1,4.0,1.0,7.0,4.0,4.0,3.0,2.5,9.5
CBR1,35.0,7.5,1.5,18.0,34.0,43.0,13.0,34.0
CBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYAT1,1.5,1.0,0.0,1.0,1.0,4.0,0.0,3.0
KRIT1,4.0,1.5,0.0,1.0,3.0,7.0,1.5,5.5
CCNA2,38.0,8.0,5.5,8.0,41.0,33.0,18.0,53.0
CCNB1,10.5,3.5,2.0,1.0,11.0,16.0,3.0,13.5
CCNC,14.0,8.5,2.5,4.0,16.0,11.0,7.5,19.0
CCND2,94.5,44.5,4.5,27.0,96.0,105.0,137.0,103.0
CCND3,207.0,34.5,4.5,64.0,190.0,202.0,103.0,188.0
CCNE1,16.0,6.0,1.0,12.0,12.0,20.0,11.5,14.5
CCNF,204.5,9.0,15.0,24.0,203.0,207.0,30.0,214.5
CCNG1,84.5,19.0,10.5,12.0,89.0,101.0,28.0,141.0
CCNG2,9.5,1.0,1.0,1.0,15.0,5.0,2.5,20.0
CCNH,2.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0
CCNT1,318.5,175.5,32.0,52.0,323.0,295.0,211.5,407.5
CCNT2,62.0,54.0,11.0,15.0,61.0,82.0,56.5,109.0
CCT6A,63.5,48.5,11.0,21.0,54.0,94.0,61.5,75.0
CD1D,21.5,3.0,0.0,7.0,15.0,26.0,8.5,24.5
CD4,41.5,4.5,4.5,15.0,39.0,50.0,8.0,40.0
CD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A3,30.5,2.0,0.5,24.0,25.0,41.0,11.5,33.0
CD22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD86,1.0,4.5,1.0,0.0,0.0,0.0,3.0,0.5
TNFRSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD33,38.5,2.0,0.5,10.0,43.0,31.0,10.5,43.5
SIGLEC6,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.5
CD36,2.5,2.5,4.5,2.0,1.0,4.0,2.0,2.0
SCARB1,16.0,5.5,0.5,10.0,9.0,25.0,5.5,13.5
SCARB2,10.0,8.0,1.5,2.0,15.0,9.0,11.5,16.0
CD37,1.0,0.5,0.0,1.0,1.0,5.0,1.0,2.5
CD38,13.0,13.5,0.0,2.0,20.0,14.0,19.0,21.5
ENTPD1,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENTPD6,14.0,4.0,1.5,4.0,7.0,14.0,7.5,9.5
ENTPD5,11.0,1.5,0.5,4.0,16.0,13.0,3.5,26.0
CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,62.5,77.5,30.5,29.0,46.0,77.0,81.5,66.5
CD47,19.0,5.5,3.5,10.0,20.0,18.0,11.0,25.5
CD48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CD53,23.5,11.0,4.5,7.0,26.0,41.0,13.5,28.5
CD58,7.5,4.5,0.5,3.0,9.0,14.0,6.0,10.5
CD59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CD63,1.5,3.0,0.0,1.0,2.0,2.0,5.0,3.5
CD68,33.5,9.5,1.5,17.0,23.0,31.0,12.5,29.5
CD69,0.0,17.0,1.5,0.0,0.0,0.0,1.0,0.0
CD70,0.0,4.0,0.0,0.0,1.0,1.0,1.5,1.0
CD72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,48.0,35.5,7.5,39.0,40.0,60.0,48.0,48.0
CD79A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD79B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD81,41.0,11.5,1.0,11.0,30.0,31.0,16.0,38.5
ADGRE5,80.0,114.5,7.5,29.0,72.0,61.0,77.5,74.0
CD151,15.0,9.5,0.5,4.0,18.0,22.0,17.0,14.0
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK1,19.0,3.0,4.5,3.0,33.0,11.0,8.5,36.0
LRBA,1.5,1.5,0.5,1.0,2.0,3.0,4.5,3.5
CDC5L,15.0,13.0,1.5,8.0,18.0,19.0,14.5,25.0
SEPTIN7,17.5,10.5,2.5,4.0,17.0,17.0,11.5,28.5
CDC6,19.5,21.5,0.5,7.0,17.0,13.0,19.5,19.0
CDC20,5.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0
CDC25A,160.0,64.0,15.0,63.0,163.0,149.0,103.5,162.0
CDC25B,28.5,1.0,1.5,3.0,33.0,29.0,4.5,36.5
CDC25C,3.5,0.0,0.0,1.0,5.0,4.0,0.5,4.5
CDC27,59.0,23.5,11.0,9.0,66.0,50.0,29.0,84.5
CDC34,16.0,2.5,0.0,6.0,15.0,8.0,5.5,14.0
CDC42,79.0,108.5,11.5,15.0,85.0,84.0,79.5,95.0
CDH15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,25.0,6.5,1.5,10.0,21.0,33.0,12.5,21.5
CDK3,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5
CDK4,37.0,16.0,4.5,14.0,30.0,25.0,19.5,38.5
CDK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK6,331.5,173.5,51.0,71.0,354.0,335.0,240.0,445.0
CDK7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CDK8,14.5,2.0,0.5,5.0,14.0,17.0,2.0,22.5
CDK9,73.5,82.5,4.0,14.0,84.0,53.0,47.5,76.0
CDKN1A,66.0,105.5,8.5,5.0,71.0,37.0,155.5,68.0
CDKN1B,300.5,248.0,66.5,44.0,328.0,212.0,249.0,430.5
CDKN1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2A,22.5,17.5,5.5,12.0,35.0,25.0,10.5,28.0
CDKN2B,11.5,14.0,6.0,1.0,16.0,7.0,6.5,15.5
CDKN2C,7.0,1.5,0.0,3.0,12.0,5.0,1.5,12.5
CDKN2D,76.0,15.0,3.5,6.0,72.0,53.0,36.5,69.5
CDKN3,4.5,0.0,0.0,0.0,3.0,0.0,0.0,3.0
CDO1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
CDR2,38.0,7.0,2.0,5.0,41.0,34.0,14.0,49.0
CDS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD52,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0
CDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDX2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5
CLGN,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0
CEBPA,1445.0,244.5,59.0,393.0,1393.0,1403.0,985.5,1445.0
CEBPB,136.5,157.0,13.0,29.0,153.0,79.0,226.5,168.5
CEBPD,50.5,39.0,5.5,28.0,47.0,52.0,27.0,55.5
CEBPE,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
CEBPG,253.5,221.0,33.0,70.0,252.0,255.0,371.0,329.0
CEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPA,77.0,4.5,6.5,10.0,75.0,81.0,18.0,94.5
CENPB,166.0,42.0,7.5,51.0,140.0,156.0,78.0,131.0
CENPC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CENPE,5.0,0.0,1.0,0.0,6.0,4.0,1.5,6.5
CENPF,15.0,5.0,3.5,2.0,15.0,11.0,4.5,18.0
CETN2,4.0,3.5,0.0,1.0,5.0,2.0,2.5,4.0
CETN3,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.5
CFL1,179.5,69.5,10.0,40.0,153.0,154.0,88.5,168.0
CFL2,18.0,13.0,2.5,6.0,28.0,24.0,21.5,33.5
CTSC,54.0,21.5,7.0,14.0,47.0,78.0,32.0,72.0
CHAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCBTB2,6.0,1.0,1.5,3.0,7.0,9.0,2.0,7.5
RCC1,96.5,19.0,2.5,30.0,84.0,111.0,22.0,92.5
CHD1,18.5,62.5,5.0,5.0,21.0,37.0,42.0,44.5
CHD2,182.5,125.0,28.0,44.0,229.0,113.0,147.0,228.5
CHD3,10.0,2.5,0.0,9.0,9.0,11.0,4.5,12.0
CHD4,17.5,12.0,1.5,6.0,20.0,17.0,10.0,19.0
AKR1C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEK1,30.0,6.5,3.5,10.0,25.0,36.0,13.5,30.5
FOXN3,118.5,81.5,12.0,40.0,129.0,105.0,113.5,144.0
CHGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI3L1,49.5,17.0,9.5,18.0,26.0,63.0,53.5,55.5
CHIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHKA,34.0,27.0,2.0,9.0,35.0,34.0,26.0,34.5
CHKB,9.5,0.5,0.0,1.0,4.0,6.0,2.5,5.5
CHM,23.0,5.0,1.0,4.0,27.0,20.0,4.0,30.5
CHML,160.0,349.5,13.0,26.0,125.0,241.0,132.5,207.0
CHN1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYST,276.5,89.5,24.5,95.0,236.0,316.0,170.5,365.0
CHRM4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CHRM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA5,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
CHRNB1,12.0,5.0,1.0,2.0,14.0,12.0,8.0,15.5
CHRNB2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHUK,20.5,11.5,5.0,8.0,21.0,35.0,19.5,35.5
CKB,5.0,2.5,0.5,3.0,3.0,3.0,1.0,2.5
CIRBP,299.0,70.0,7.0,51.0,313.0,215.0,132.5,327.0
CISH,499.5,199.0,9.0,118.0,503.0,382.0,458.0,476.0
TBCB,14.0,2.0,0.0,3.0,14.0,8.0,6.5,13.5
CKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC8,1.0,0.5,0.0,1.0,1.0,2.0,0.0,2.5
CKS1B,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0
CKS2,10.5,7.5,2.0,1.0,8.0,24.0,5.5,13.5
AP2M1,13.5,3.5,0.0,4.0,14.0,19.0,5.5,14.0
AP1S1,5.5,0.5,0.0,1.0,5.0,5.0,0.0,6.5
AP2S1,18.0,3.0,0.0,8.0,17.0,19.0,3.0,16.5
AP3S1,6.5,4.0,0.0,1.0,5.0,6.0,3.5,6.5
CLCN2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
CLCN3,18.0,2.0,0.5,6.0,17.0,22.0,1.0,33.0
CLCN4,27.0,8.0,0.0,9.0,24.0,24.0,11.5,48.0
CLCN5,14.5,5.0,1.0,3.0,23.0,22.0,3.0,20.0
CLCN6,26.0,8.0,1.5,6.0,32.0,16.0,16.5,34.0
CLCN7,25.0,1.0,1.0,7.0,25.0,17.0,6.0,27.5
CLCNKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLU,3.0,0.0,0.5,1.0,4.0,5.0,0.5,3.0
CLIC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CLK1,370.5,321.5,48.5,45.0,374.0,322.0,195.5,499.5
CLK2,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0
CLK2P1,25.5,3.5,0.0,7.0,28.0,31.0,10.5,26.5
CLK3,16.5,3.5,2.5,8.0,6.0,12.0,3.5,12.5
TPP1,31.0,8.0,6.5,22.0,33.0,44.0,15.0,53.5
CLN3,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0
CLN5,2.5,1.0,0.5,0.0,4.0,2.0,1.0,6.0
CLNS1A,24.0,3.0,1.0,6.0,21.0,31.0,16.0,28.0
CLPTM1,20.5,4.0,1.0,6.0,17.0,29.0,6.0,20.0
CLTA,50.0,22.5,4.0,11.0,46.0,37.0,29.5,50.0
CLTB,29.5,9.0,2.0,14.0,27.0,33.0,9.0,24.0
CLTC,73.5,40.0,13.0,23.0,73.0,86.0,57.5,105.5
CCR1,353.0,226.5,25.0,127.0,351.0,452.0,489.0,392.5
CCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR5,3.5,2.0,1.0,7.0,3.0,11.0,20.5,5.0
CCR6,0.5,0.0,0.0,1.0,0.0,5.0,1.0,1.0
CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
CMKLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTB4R,26.0,1.5,0.5,16.0,12.0,32.0,10.0,27.0
ABCC2,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
CNGA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK3,10.0,32.5,0.0,3.0,10.0,11.0,14.5,9.5
CNN2,119.5,15.5,5.5,32.0,123.0,109.0,39.5,139.5
CNP,59.5,39.5,6.0,27.0,55.0,60.0,39.0,54.5
CNR2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CNTF,4.0,5.5,0.0,1.0,4.0,7.0,3.5,5.0
COL1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5
COL6A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL7A1,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0
COL8A2,2.0,0.0,0.5,3.0,0.0,7.0,2.5,4.0
COL9A2,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0
COL9A3,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
COL10A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL15A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMT,8.0,1.5,0.0,6.0,6.0,7.0,4.5,8.0
COPA,20.0,12.0,2.5,6.0,22.0,20.0,14.5,28.0
COPB1,3.0,2.5,0.5,0.0,2.0,3.0,1.0,7.0
KLF6,179.0,1054.5,40.5,35.0,190.0,99.0,129.5,183.5
SLC31A1,41.0,18.0,2.5,8.0,35.0,29.0,25.5,52.0
SLC31A2,14.0,8.0,2.0,2.0,16.0,13.0,6.5,17.0
CORT,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K8,5.5,7.5,1.0,2.0,6.0,5.0,2.0,7.0
COX4I1,37.5,12.5,4.5,13.0,33.0,33.0,23.0,35.5
COX5B,4.0,0.0,0.0,1.0,5.0,3.0,0.0,4.5
COX6A1,5.0,3.0,1.0,1.0,8.0,3.0,2.0,6.0
COX6B1,18.5,3.5,0.5,6.0,16.0,23.0,5.5,17.5
COX6C,5.0,2.0,0.5,1.0,7.0,6.0,0.5,8.5
COX7A2,25.5,9.0,2.0,7.0,26.0,29.0,14.5,34.0
COX7B,6.5,3.0,0.5,2.0,8.0,12.0,2.0,8.5
COX7C,5.5,0.5,0.0,3.0,6.0,7.0,5.5,7.0
COX8A,44.5,6.5,2.5,10.0,45.0,42.0,18.0,42.0
COX10,49.5,13.0,3.5,16.0,52.0,63.0,24.0,53.5
COX11,19.0,1.5,0.5,6.0,18.0,24.0,8.0,25.0
COX15,17.5,2.0,0.5,8.0,21.0,26.0,3.5,26.0
CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPD,108.0,230.0,39.0,35.0,113.0,91.0,203.0,162.5
CLDN7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CPM,45.0,6.0,7.0,15.0,47.0,32.0,5.5,54.0
CPOX,10.0,3.0,3.0,6.0,6.0,17.0,12.0,17.0
CPS1,2.0,0.0,1.0,0.0,2.0,0.0,0.5,1.5
CPT1A,57.5,11.0,5.5,37.0,59.0,62.0,24.5,64.5
CPT1B,0.5,0.5,0.0,1.0,1.0,2.0,1.5,2.0
CPT2,11.5,0.0,0.5,3.0,14.0,12.0,2.5,13.0
CR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRABP2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
CRAT,2.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0
CREB1,59.5,39.5,20.5,15.0,62.0,61.0,42.0,97.5
ATF2,60.0,22.0,3.0,11.0,61.0,53.0,26.0,78.5
CREBBP,17.5,11.5,3.0,5.0,26.0,18.0,16.5,31.0
ATF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREBL2,9.5,0.5,1.0,0.0,14.0,9.0,2.0,17.0
CREM,1.5,3.0,0.0,1.0,2.0,1.0,1.5,3.0
CRHR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP1,3.0,19.5,0.5,4.0,1.0,1.0,6.0,1.5
CRIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CRK,7.5,2.5,0.0,2.0,8.0,3.0,4.5,8.5
CRKL,400.0,178.0,31.0,57.0,412.0,301.0,229.0,459.0
CRMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRY1,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0
CRY2,61.0,15.5,4.5,17.0,57.0,66.0,34.0,61.0
CRYBB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYGS,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CRYZ,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.5
CS,95.5,38.0,9.5,29.0,85.0,122.0,69.0,99.5
MAPK14,79.0,16.5,13.0,34.0,80.0,70.0,25.0,95.5
CSE1L,12.5,4.5,0.0,5.0,8.0,16.0,9.5,14.0
CSF1,2.5,128.0,9.5,2.0,1.0,2.0,38.5,3.0
CSF1R,21.0,1.5,4.5,14.0,18.0,31.0,15.0,26.5
CSF2RA,7.5,3.0,1.0,2.0,7.0,7.0,10.0,11.5
CSF2RB,19.5,5.5,2.5,9.0,18.0,26.0,11.5,24.5
CSF3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CSK,58.0,11.0,2.5,16.0,34.0,56.0,26.5,52.5
CSNK1A1,56.0,74.5,8.0,21.0,47.0,71.0,68.5,87.0
CSNK1D,125.0,71.5,9.5,36.0,137.0,108.0,76.5,142.0
CSNK1E,41.5,22.0,2.0,12.0,41.0,43.0,28.5,42.0
CSNK1G2,31.5,9.0,1.5,13.0,25.0,37.0,16.5,31.5
CSNK1G3,29.0,26.5,5.5,3.0,29.0,36.0,23.0,50.5
CSNK2A1,66.0,35.5,6.5,19.0,65.0,89.0,49.5,88.5
CSNK2A2,9.0,3.0,0.0,5.0,9.0,11.0,6.0,11.5
VCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSPG4,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
CSRP1,48.0,14.0,3.0,16.0,44.0,46.0,22.0,49.0
SLC25A10,11.5,0.5,0.0,1.0,9.0,17.0,1.0,9.0
CST3,24.0,3.5,1.0,10.0,15.0,38.0,11.0,20.5
CSTA,5.0,2.0,1.5,2.0,5.0,2.0,2.0,5.0
CSTB,12.0,6.5,1.0,3.0,12.0,9.0,11.0,11.5
CSTF1,30.5,6.5,1.5,4.0,30.0,25.0,12.5,29.5
CSTF2,4.0,0.0,0.0,0.0,4.0,5.0,0.5,4.0
CSTF3,10.5,6.0,2.0,6.0,9.0,14.0,9.5,18.5
CTBS,4.0,3.5,0.5,1.0,8.0,5.0,3.0,11.0
CTBP1,28.0,12.5,1.5,14.0,28.0,25.0,22.0,31.5
CTBP2,17.5,8.5,1.0,6.0,12.0,22.0,13.5,25.5
CTF1,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0
CCN2,0.0,6.5,0.0,0.0,0.0,0.0,2.0,0.0
CTH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
CTNNA1,18.0,7.0,2.0,6.0,19.0,16.0,6.5,19.5
CTNS,19.5,7.5,1.0,3.0,17.0,16.0,7.5,16.0
CTNNB1,49.0,100.0,12.0,9.0,51.0,50.0,55.0,67.5
CTNND1,8.5,2.5,2.0,3.0,4.0,9.0,4.0,9.0
CTPS1,37.0,44.0,0.5,9.0,36.0,50.0,40.5,37.0
CTRL,1.0,0.5,0.0,0.0,1.0,3.0,1.0,1.0
CTSB,72.5,24.5,8.0,19.0,79.0,67.0,41.0,87.0
CTSD,51.5,11.5,3.0,17.0,55.0,43.0,39.0,56.5
CTSG,0.5,0.5,0.0,1.0,0.0,0.0,2.5,1.0
CTSH,2.0,0.0,0.0,2.0,2.0,2.0,3.5,2.0
CTSK,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5
CTSL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSS,11.0,4.5,0.5,1.0,11.0,15.0,9.0,14.0
CTSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSZ,20.5,12.0,5.0,12.0,20.0,33.0,19.5,25.5
CUX1,121.0,74.0,13.0,25.0,124.0,92.0,100.0,139.5
CX3CR1,1.0,1.0,0.0,1.0,1.0,3.0,5.0,6.0
CXADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5A,1.5,0.5,0.5,3.0,1.0,2.0,0.5,1.5
CYB561,7.0,7.0,0.5,6.0,7.0,11.0,8.5,8.5
