,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
CBFA2T3,3279.0,3973.0,3963.5,2098.0,1488.0,2675.0
RUNX3,4532.5,3075.0,4519.5,5832.0,3163.0,2502.0
CBFB,3835.0,7506.5,8705.5,1132.0,1727.0,2668.5
CBL,1640.0,2643.5,1884.0,1465.0,2317.0,1653.5
CBLB,169.5,338.0,193.0,119.0,70.0,202.5
CBLN1,6.0,10.0,7.5,0.0,0.5,6.0
SERPINH1,934.0,1136.5,1038.5,976.0,741.0,959.5
CBR1,1852.5,1825.5,1901.5,689.0,746.5,2187.5
CBR3,5.0,18.5,10.0,5.0,0.0,9.5
CBS,1.0,2.0,3.5,0.0,0.0,3.0
KYAT1,175.5,180.5,173.5,42.0,169.5,198.0
KRIT1,304.0,646.5,418.5,210.0,177.5,388.0
CCNA2,1963.0,6140.0,5270.0,671.0,1654.5,1882.5
CCNB1,574.0,1387.5,1174.0,148.0,363.0,523.0
CCNC,1385.5,2815.0,2658.5,466.0,1120.0,1326.0
CCND2,4968.5,5235.5,6614.5,2029.0,1757.5,3137.0
CCND3,8485.5,8470.5,9370.5,2428.0,4087.0,8337.0
CCNE1,145.0,81.5,190.0,171.0,262.0,62.0
CCNF,2110.0,2908.0,2537.5,658.0,1176.0,1961.5
CCNG1,1657.0,4394.5,3677.5,2198.0,3304.5,1503.5
CCNG2,89.0,635.5,220.5,108.0,213.5,216.5
CCNH,75.5,95.0,91.5,43.0,54.0,52.0
CCNT1,1343.0,2957.5,2446.5,735.0,673.5,1201.5
CCNT2,282.5,755.0,667.5,485.0,271.5,227.5
CCT6A,5175.0,10149.5,9763.0,3200.0,3163.0,4788.5
CD1A,1.5,3.0,4.5,0.0,0.0,4.5
CD1C,3.0,1.0,0.0,0.0,0.0,1.0
CD1D,377.0,924.0,623.5,126.0,138.0,574.5
CD1E,5.0,9.5,4.0,0.0,0.0,3.5
CD247,0.0,0.0,0.5,5.0,0.0,0.5
CD4,12952.0,11274.0,12558.5,7060.0,5327.5,11075.0
CD5,6.0,4.0,8.0,2.0,2.0,3.0
CD6,5.5,5.0,5.0,3.0,0.0,3.0
CD7,1.0,1.0,0.0,4.0,1.5,0.0
CD8A,2.0,0.5,0.5,8.0,16.5,0.5
CD9,0.5,1.5,2.0,8.0,7.0,0.5
CD19,10.5,9.0,6.0,4.0,12.0,13.0
MS4A3,8430.0,14058.5,13534.5,4809.0,10011.5,7890.5
CD22,1.5,4.0,2.5,5.0,0.0,3.5
CD27,18.0,23.5,19.5,0.0,7.5,16.0
CD28,4.5,10.5,6.5,0.0,0.5,6.0
CD80,2.5,0.0,3.0,3.0,0.0,0.5
CD86,114.5,225.0,127.5,123.0,27.5,147.0
TNFRSF8,6.0,9.5,4.0,12.0,2.0,10.0
TNFSF8,0.0,0.0,0.0,0.0,0.0,0.0
CD33,597.5,794.0,760.0,805.0,890.5,796.0
SIGLEC6,218.5,233.5,242.0,120.0,32.0,159.0
CD34,21.0,26.0,19.5,0.0,1.0,26.0
CD36,258.5,493.0,346.5,620.0,211.5,303.5
SCARB1,3658.5,3235.0,3553.0,997.0,1472.0,3313.0
SCARB2,288.5,405.0,415.5,373.0,256.0,257.5
CD37,562.0,562.0,509.5,1309.0,928.0,546.0
CD38,2456.5,2962.5,3014.5,153.0,249.5,1571.0
ENTPD1,1188.5,1614.0,1394.0,737.0,727.5,952.0
ENTPD6,933.5,816.5,908.0,286.0,484.5,920.5
ENTPD5,461.5,587.5,560.5,175.0,191.0,441.0
CD40,23.5,20.5,24.5,18.0,2.5,22.0
CD44,6542.0,5573.5,8083.0,4451.0,6961.5,3435.5
CD47,1658.5,3403.5,2744.0,912.0,863.0,1750.0
CD48,27.0,33.0,24.0,17.0,10.0,47.5
CD53,3931.0,3769.5,4374.0,2200.0,3356.0,3408.0
CD58,864.5,918.0,1226.0,253.0,320.0,620.0
CD59,800.0,809.0,826.5,11.0,22.5,751.0
CD63,728.5,556.0,790.5,1226.0,585.0,656.0
CD68,4873.5,4784.5,5098.5,2696.0,1291.5,4822.5
CD70,105.5,162.0,157.0,343.0,196.0,151.0
CD72,109.0,100.5,132.0,99.0,94.0,130.5
CD74,9585.5,7584.5,8981.0,8145.0,4426.5,7401.5
CD79A,58.5,52.5,71.5,14.0,11.0,51.5
CD79B,7.0,7.0,4.0,16.0,18.0,11.5
CD81,5257.5,4794.0,5354.5,2886.0,2915.5,4813.0
ADGRE5,6174.0,2977.5,5937.0,1883.0,2044.5,3322.5
CD151,3017.5,2508.5,3030.5,617.0,845.5,2888.0
CDA,48.5,39.5,50.5,5.0,18.0,39.5
CDK1,1019.5,3900.5,2605.5,335.0,1137.0,1335.0
LRBA,265.0,452.0,464.0,190.0,172.5,198.5
CDC5L,1054.0,2540.0,1870.5,403.0,465.0,1041.5
SEPTIN7,1535.0,4844.0,4214.0,708.0,961.0,1345.0
CDC6,629.0,895.5,1023.5,138.0,371.5,495.5
CDC20,187.5,206.0,212.0,84.0,107.0,273.0
CDC25A,1860.0,2166.5,2732.0,549.0,739.5,1399.0
CDC25B,2356.0,2561.5,2292.5,503.0,1068.0,2278.5
CDC25C,100.0,184.5,90.0,44.0,156.0,206.5
CDC27,1191.0,3675.5,2632.0,728.0,1025.0,1374.0
CDC34,794.0,826.5,779.5,393.0,529.5,846.5
CDC42,9025.5,10299.0,12237.0,5430.0,4410.0,6929.5
CDH5,0.0,0.0,1.0,0.0,0.0,0.0
CDH7,0.0,0.0,0.0,0.0,0.0,0.0
CDH13,0.0,2.0,2.0,0.0,0.0,2.0
CDH15,1.0,2.0,2.0,2.0,3.0,2.5
CDK2,2227.0,2654.5,2567.5,520.0,1405.5,1934.5
CDK3,35.0,41.0,30.5,70.0,44.5,25.0
CDK4,2378.0,2258.0,2547.5,1437.0,1922.0,2297.0
CDK5,64.5,65.5,57.5,49.0,55.0,70.0
CDK6,4495.0,5653.0,6643.5,8507.0,10979.0,3003.5
CDK7,6.5,7.0,10.5,5.0,4.0,2.5
CDK8,313.0,798.5,585.5,128.0,143.0,355.0
CDK9,753.0,882.0,959.5,574.0,699.5,601.5
CDKN1A,250.0,164.5,335.0,11909.0,2974.5,131.5
CDKN1B,517.0,1024.5,1691.5,811.0,237.0,232.0
CDKN1C,0.5,0.0,1.0,4.0,0.0,0.5
CDKN2A,3506.0,2810.5,3309.0,2459.0,3004.0,3407.0
CDKN2B,122.0,83.0,208.0,86.0,39.5,41.0
CDKN2C,417.0,614.5,623.5,73.0,235.0,364.0
CDKN2D,622.5,848.5,767.5,387.0,469.5,815.0
CDKN3,50.5,185.5,178.5,4.0,38.0,40.0
CDO1,0.0,0.0,0.5,3.0,1.5,0.0
CDR2,193.0,296.5,339.0,157.0,143.5,157.5
CDS1,0.5,1.0,0.5,0.0,0.5,1.0
CD52,99.0,113.5,97.0,241.0,124.0,173.0
CDX1,0.5,2.0,1.5,0.0,0.0,0.0
CDX2,14.0,16.0,11.0,14.0,2.0,7.0
CEBPA,20886.0,15573.0,22494.0,5888.0,5120.5,12480.0
CEBPB,892.0,758.0,1211.5,678.0,265.0,435.5
CEBPD,556.0,851.0,714.5,651.0,552.5,544.5
CEBPE,6.0,14.0,7.0,9.0,9.5,16.5
CEBPG,2559.5,3874.0,3982.5,2593.0,2314.5,1994.0
CEL,2.0,1.5,2.5,0.0,0.5,2.5
CENPA,1463.5,2760.0,1906.0,281.0,762.5,1975.5
CENPB,4085.0,3321.5,4110.0,1797.0,2158.5,3153.0
CENPC,8.5,25.0,23.0,1.0,7.0,11.5
CENPE,127.5,329.5,204.0,53.0,107.0,232.0
CENPF,563.0,1006.5,892.5,230.0,406.5,564.0
CETN2,616.5,758.0,852.5,454.0,435.5,467.5
CETN3,63.0,354.0,209.0,25.0,36.5,94.0
CETP,0.0,1.0,1.5,2.0,0.0,2.0
CFL1,20213.5,16550.0,20008.5,14756.0,13608.5,16066.0
CFL2,153.5,326.5,333.0,78.0,61.5,114.0
CTSC,2638.0,3863.5,4404.5,831.0,994.0,2263.5
CHAD,3.5,4.5,4.5,3.0,2.0,3.5
RCBTB2,121.5,311.0,240.5,334.0,172.5,122.5
CHAT,1.5,3.0,1.5,0.0,0.0,2.5
RCC1,6093.5,6083.0,6282.0,1754.0,3059.0,5472.5
CHD1,300.0,1093.5,1080.0,220.0,178.0,244.5
CHD2,820.0,1332.0,1229.5,1064.0,645.0,779.5
CHD3,884.0,864.0,796.0,1135.0,1996.5,797.5
CHD4,2778.0,2174.0,2774.5,1374.0,1477.5,1998.5
AKR1C4,0.0,0.0,0.0,0.0,3.5,0.0
CHEK1,1243.0,2510.0,2258.5,259.0,685.0,1169.0
FOXN3,2055.5,2469.0,2720.0,2719.0,3421.0,1408.5
CHGB,1.0,1.5,2.5,3.0,6.0,4.5
CHI3L1,29072.0,24878.5,28022.5,2856.0,676.5,25962.0
CHIT1,4.5,4.0,6.5,0.0,0.0,2.5
CHKA,1353.0,1427.5,1443.5,952.0,861.5,1140.0
CHKB,129.0,139.5,117.5,149.0,155.5,146.5
CHM,321.5,834.5,546.5,221.0,225.0,376.5
CHML,2765.5,3888.0,5448.5,851.0,1018.5,1489.0
CHN1,2.5,6.0,1.5,3.0,5.0,3.0
CHN2,1.0,1.5,0.5,1.0,0.0,0.5
LYST,4663.0,9730.0,6699.0,2965.0,2705.5,5133.0
CHRM4,21.5,11.5,29.5,0.0,0.5,14.0
CHRM5,2.0,2.0,4.5,0.0,0.5,0.0
CHRNA2,1.0,0.0,0.5,1.0,0.0,0.5
CHRNA3,21.5,28.0,41.0,6.0,12.0,29.5
CHRNA5,35.0,80.0,78.0,4.0,14.5,42.0
CHRNB1,205.0,213.5,231.0,275.0,157.0,194.0
CHRNB2,3.5,1.0,4.0,0.0,0.5,0.5
CHRND,4.5,3.5,8.0,0.0,0.0,3.5
CHRNE,141.5,242.5,149.0,174.0,133.0,192.0
CHRNG,5.5,12.5,16.5,21.0,5.5,7.5
CHUK,584.5,1169.5,1209.0,243.0,325.0,490.0
CKB,91.0,77.0,87.5,72.0,21.0,93.0
CIRBP,8909.0,7631.5,10934.0,3462.0,3036.0,5591.5
CISH,1123.0,840.0,1694.5,438.0,433.0,415.5
TBCB,799.0,601.5,748.5,721.0,548.5,745.5
CKM,1.0,3.0,1.0,7.0,5.5,0.5
ERCC8,130.0,223.0,184.0,55.0,61.5,141.5
CKS1B,63.0,113.5,115.5,18.0,37.0,72.0
CKS2,108.0,423.0,316.5,101.0,228.0,143.0
AP2M1,3586.0,2777.0,3302.5,1342.0,1831.0,3273.5
AP1S1,1427.5,1422.0,1434.5,1366.0,1431.5,1635.5
AP2S1,1640.5,1233.0,1559.0,1768.0,2316.5,1564.0
AP3S1,962.5,1523.5,1607.5,531.0,703.0,839.0
CLCN2,82.0,91.0,83.0,22.0,25.0,101.5
CLCN3,315.0,1140.5,641.5,335.0,272.0,536.0
CLCN4,123.0,177.5,197.5,496.0,288.0,83.5
CLCN5,365.5,641.5,452.5,214.0,184.5,383.5
CLCN6,340.0,517.5,325.0,354.0,532.5,432.0
CLCN7,1919.0,1632.0,1788.5,1462.0,1121.5,1754.5
CLCNKA,0.0,0.0,0.0,0.0,2.0,0.0
CLU,6034.0,6654.0,6075.5,379.0,344.5,7328.5
CLIC2,8.5,19.5,9.0,29.0,10.5,3.5
CLK1,910.5,2079.0,1765.5,1685.0,482.5,896.5
CLK2,1.5,1.0,2.5,0.0,0.0,2.0
CLK2P1,378.0,540.0,392.5,384.0,295.5,420.0
CLK3,210.5,226.0,169.0,260.0,250.5,229.5
TPP1,9341.0,13252.5,13460.0,10492.0,5286.0,7683.0
CLN3,183.5,171.5,172.0,150.0,111.5,188.0
CLN5,279.5,540.5,437.5,212.0,212.5,280.0
CLNS1A,3836.0,5115.0,5407.0,1910.0,2644.5,3182.0
CLPTM1,799.5,699.0,797.5,616.0,595.0,672.5
CLTA,3542.5,3004.0,3565.5,1499.0,2023.0,3223.0
CLTB,2707.0,2241.0,2515.5,2359.0,2177.0,2510.5
CLTC,6120.5,10185.0,9904.0,4471.0,5137.5,5377.0
CCR1,2706.0,2902.0,4942.5,1114.0,570.0,1521.0
CCR3,8.0,12.0,10.5,4.0,8.5,8.5
CCR5,757.0,864.5,998.5,84.0,59.0,539.5
CCR6,316.5,507.0,379.5,101.0,52.0,317.0
CCR7,2.0,2.0,1.0,9.0,5.5,0.0
ACKR2,20.5,37.5,23.0,11.0,21.0,36.0
CMKLR1,5.0,1.5,2.5,23.0,3.5,1.5
LTB4R,554.5,755.5,574.5,201.0,288.0,571.0
ABCC2,6.0,20.5,11.0,12.0,4.5,10.0
CNGB1,2.5,4.5,3.0,0.0,0.0,1.0
CNGA4,1.5,2.0,1.5,5.0,2.5,1.5
PLK3,22.0,38.5,32.0,111.0,24.5,15.0
CNN1,0.0,0.0,0.0,0.0,0.0,0.0
CNN2,11432.5,10433.0,11645.5,5812.0,5901.0,8987.0
CNP,5341.0,4756.5,5417.0,2902.0,3068.5,4239.0
CNR2,5.5,9.0,4.0,23.0,0.0,3.5
CNTF,57.5,53.5,78.5,18.0,17.5,35.5
COL1A1,3.0,1.5,1.5,14.0,0.0,4.5
COL4A2,3.0,0.5,1.5,73.0,28.5,0.0
COL4A4,5.5,17.0,7.5,5.0,8.5,14.0
COL5A1,19.5,38.0,26.0,41.0,9.0,29.0
COL5A2,0.5,6.5,3.0,1.0,1.5,1.5
COL6A1,202.5,261.0,179.0,322.0,38.5,274.0
COL6A2,0.5,1.0,1.5,14.0,1.5,3.0
COL6A3,1.5,1.5,2.5,2.0,1.0,1.0
COL7A1,45.0,45.5,47.5,45.0,19.5,55.5
COL8A2,5.0,7.0,8.0,34.0,70.0,6.0
COL9A2,664.5,650.5,626.5,853.0,304.0,655.5
COL9A3,155.5,239.0,162.5,120.0,108.5,251.5
COL11A1,0.0,1.0,0.0,11.0,3.5,0.0
COL15A1,23.5,37.0,28.5,12.0,20.5,10.5
COL17A1,0.0,0.0,0.0,2.0,0.0,0.0
COMT,2739.5,2129.0,2569.5,1752.0,1742.5,2596.0
COPA,2874.0,3406.5,3603.5,1655.0,1648.0,2327.5
COPB1,173.0,613.0,492.5,97.0,174.0,211.5
KLF6,367.5,1236.0,748.0,5424.0,568.0,353.5
SLC31A1,2103.0,2124.0,2502.0,451.0,969.5,1582.0
SLC31A2,413.5,398.0,531.5,234.0,145.5,296.5
CORT,5.0,14.5,15.5,8.0,5.0,10.5
MAP3K8,7.0,7.0,8.5,51.0,3.0,2.0
COX4I1,6215.5,4562.0,5643.0,3981.0,5349.0,6345.5
COX5B,473.5,484.0,487.0,324.0,474.0,626.0
COX6A1,1121.0,902.0,1214.0,497.0,583.5,1413.5
COX6B1,1838.5,1380.0,1673.5,1972.0,2057.5,1968.0
COX6C,553.5,1041.0,1065.0,414.0,516.0,398.5
COX7A2,5924.5,6108.5,6374.0,2344.0,4183.5,7418.0
COX7B,1245.5,1304.0,1285.0,735.0,1284.0,1863.5
COX7C,946.5,1895.5,1829.0,586.0,636.5,973.0
COX8A,3825.5,2683.0,3304.5,2336.0,3131.0,3799.5
COX10,609.0,737.5,675.5,425.0,428.5,558.5
COX11,1804.5,2225.0,2414.5,409.0,554.5,1489.5
COX15,2879.5,3963.0,3677.5,1109.0,1515.5,2593.5
CP,440.0,921.0,793.0,139.0,220.5,445.5
CPD,15435.0,26891.0,25258.0,2353.0,2126.0,14772.5
CLDN4,0.5,2.0,1.5,0.0,0.0,0.0
CLDN7,29.5,36.0,37.0,31.0,64.0,27.5
CPM,1127.0,1447.0,1410.0,1388.0,756.0,1044.5
CPOX,334.5,1026.0,662.5,398.0,435.5,476.5
CPS1,2.0,4.0,6.0,22.0,19.5,3.5
CPT1A,5142.5,4332.0,5544.5,8297.0,3752.5,3326.0
CPT1B,28.0,52.5,28.0,51.0,31.0,45.0
CPT2,647.0,757.5,805.5,494.0,614.0,592.5
CR1,119.5,242.5,183.5,0.0,5.0,178.0
CRABP2,0.5,1.5,2.0,2.0,0.0,0.5
CRAT,231.5,205.0,196.5,216.0,214.0,250.0
CREB1,1207.5,2622.5,2392.0,915.0,755.5,991.5
ATF2,1661.0,3513.0,2084.5,717.0,1116.0,1705.0
CREBBP,324.5,697.0,637.5,438.0,289.0,326.0
ATF6B,2.5,3.5,6.5,0.0,0.0,4.0
CREBL2,1198.0,2083.5,1976.5,344.0,440.0,1048.0
CREM,26.5,52.5,51.0,76.0,91.5,31.0
CRHR2,1.5,1.0,2.0,7.0,0.0,0.0
CRIP1,462.5,234.5,384.0,245.0,221.5,312.0
CRIP2,47.5,1.5,35.0,11.0,2.0,1.5
CRK,80.0,79.5,101.5,63.0,51.0,52.0
CRKL,4908.0,5350.5,6149.5,1842.0,2397.0,3725.5
CRMP1,27.0,47.0,29.5,2.0,1.5,47.0
CRX,0.0,0.0,0.0,0.0,0.0,0.0
CRY1,51.0,91.0,97.0,24.0,39.5,29.5
CRY2,343.5,316.0,423.0,321.0,161.0,248.5
CRYBB1,1.0,1.0,1.0,1.0,6.5,0.0
CRYGS,1.0,7.5,2.0,7.0,2.5,6.0
CRYZ,98.5,267.0,222.5,20.0,58.0,91.5
CS,10593.5,9888.5,11761.0,4484.0,5093.5,7365.5
MAPK14,2412.0,4860.5,3115.5,1333.0,1734.0,2949.5
CSE1L,1271.5,1968.0,1593.5,549.0,1001.5,1664.0
CSF1,73.0,20.5,120.5,19.0,16.0,9.5
CSF1R,4703.0,2956.0,4718.0,1758.0,1966.5,2402.0
CSF2RA,645.5,422.5,685.0,388.0,343.0,451.0
CSF2RB,1266.5,1711.0,1644.0,406.0,227.0,1051.0
CSF3R,330.5,256.5,290.5,196.0,213.0,310.5
CSK,2594.0,2668.0,2677.0,2260.0,2104.0,2305.0
CSN1S1,0.0,1.5,0.5,0.0,0.0,3.0
CSNK1A1,2288.5,4148.0,4219.5,1464.0,1559.0,1765.5
CSNK1D,7124.0,5456.5,7261.0,3215.0,2489.0,4730.5
CSNK1E,2478.5,2871.0,2610.0,1372.0,1252.5,2235.5
CSNK1G2,2770.5,2850.5,2700.0,1837.0,2077.5,2562.5
CSNK1G3,339.5,973.5,795.5,252.0,287.0,338.0
CSNK2A1,3381.0,4444.0,4312.5,1516.0,1502.0,2828.0
CSNK2A2,340.0,362.5,369.0,171.0,246.0,367.5
CSNK2B,2.0,3.5,2.5,0.0,3.0,3.0
VCAN,0.5,1.0,0.5,0.0,1.5,0.5
CSPG4,234.5,239.5,240.5,1353.0,1677.5,196.5
CSRP1,4471.5,3600.5,4212.5,2393.0,2625.0,3531.5
SLC25A10,1442.5,1250.0,1357.5,436.0,1066.5,1345.5
CST3,2421.5,2017.5,2305.0,2651.0,1924.0,2602.5
CSTA,1495.0,1292.0,1582.5,497.0,500.5,1880.0
CSTB,879.5,850.5,914.5,703.0,844.0,935.5
CSTF1,261.0,472.0,446.5,95.0,140.5,279.5
CSTF2,204.5,366.0,390.5,109.0,105.5,203.0
CSTF3,603.5,1159.5,975.5,318.0,466.0,600.5
CTBS,227.0,518.5,548.0,90.0,196.0,197.5
CTBP1,2710.5,3397.5,3718.5,2135.0,2176.0,2292.5
CTBP2,713.0,1124.5,1132.5,514.0,656.0,542.0
CTF1,1.0,3.0,1.0,9.0,5.0,0.0
CCN2,4.0,2.0,16.0,11.0,4.5,0.0
CTH,39.5,52.5,54.5,8.0,21.5,40.0
CTNNA1,1359.0,1300.0,1438.0,1304.0,1555.5,1170.0
CTNS,916.5,872.0,941.5,655.0,580.0,761.0
CTNNB1,2576.5,3472.5,4283.5,1643.0,1545.5,1702.5
CTNND1,259.5,220.5,294.5,477.0,104.5,136.5
CTPS1,1939.0,1563.0,2027.5,768.0,1047.0,1575.5
CTRL,47.0,39.5,38.0,26.0,31.5,39.5
CTSB,16005.5,14905.0,16567.5,5021.0,2815.0,13436.5
CTSD,10593.0,7976.0,10098.5,7748.0,2872.5,8599.0
CTSG,296.0,180.0,301.0,218.0,498.5,264.5
CTSH,951.5,621.0,891.0,334.0,148.0,821.5
CTSK,22.5,16.0,15.5,22.0,24.0,17.0
CTSL,6.0,2.5,8.5,0.0,0.0,3.5
CTSV,12.5,7.0,6.5,0.0,6.0,6.0
CTSS,1781.0,2031.5,2130.5,904.0,1054.0,1588.0
CTSW,166.0,158.5,159.0,52.0,35.0,181.0
CTSZ,10064.0,8766.5,10202.5,4718.0,3068.0,8243.5
CUX1,1332.0,1699.0,1624.5,1520.0,891.5,1101.0
CX3CR1,11.0,49.5,20.5,38.0,146.0,22.5
CXADR,3.5,10.5,10.0,0.0,0.0,3.0
CYB5A,234.5,215.5,222.5,236.0,247.5,272.5
CYB561,542.0,361.0,529.0,303.0,229.0,385.5
CYBA,818.0,648.5,713.0,924.0,717.5,900.5
CYBB,798.0,1142.5,1232.5,60.0,82.0,601.5
CYC1,1169.0,914.5,1143.5,918.0,1300.0,1240.5
CYLD,952.0,1198.5,1187.5,1139.0,556.0,684.5
CYP1A1,41.5,33.5,50.5,40.0,1.5,31.0
CYP1B1,5523.0,5436.0,11532.0,1798.0,24.5,2294.5
CYP2B7P,21.5,31.5,14.0,21.0,25.5,19.5
CYP2C8,0.0,0.0,0.0,0.0,0.0,0.0
CYP2E1,4.0,3.5,2.0,5.0,4.5,2.5
CYP2F1,0.0,0.0,0.0,1.0,0.0,0.0
CYP3A5,10.0,18.0,14.0,9.0,8.5,13.0
CYP17A1,0.0,0.0,0.0,1.0,0.0,0.0
CYP19A1,4.0,3.5,6.5,2.0,4.5,1.0
CYP27A1,0.0,1.0,0.5,7.0,1.5,1.5
CYP27B1,28.5,8.0,32.5,8.0,6.0,6.0
CYP51A1,1393.5,2986.5,2702.5,784.0,3739.5,1415.0
DAB2,5.5,11.5,7.0,2.0,0.0,5.0
DAD1,1430.5,2338.0,2247.5,1043.0,1073.5,1275.5
CD55,507.0,1130.0,884.0,85.0,89.5,671.0
DAG1,1066.0,1297.0,1259.5,765.0,731.5,956.0
DGKA,42.0,69.5,36.0,85.0,46.5,45.5
DGKG,652.5,872.0,854.5,267.0,187.5,643.5
DGKQ,597.5,621.5,541.0,441.0,284.0,670.0
DAP,5023.5,4613.5,5414.5,2306.0,3896.5,4531.0
DAPK1,3.5,6.0,4.5,8.0,5.0,2.5
DAPK3,346.0,395.5,384.5,216.0,187.5,380.5
DARS1,2250.5,4523.5,4088.0,952.0,1344.0,2177.5
DAXX,23.5,35.0,36.0,21.0,12.5,25.0
DBH,5.0,5.5,4.5,10.0,14.5,12.0
DBI,3329.0,3390.0,4162.0,3454.0,3268.0,2822.5
DBN1,2774.5,2221.5,2737.0,452.0,455.0,2182.5
DBP,57.0,86.5,48.0,96.0,68.5,76.0
DBT,781.0,1475.0,1015.5,557.0,514.5,754.0
ECI1,143.0,119.0,130.5,71.0,111.5,170.0
DCK,711.5,2198.5,1636.5,434.0,972.0,922.5
DCTD,3049.5,2620.5,3249.0,1428.0,1837.0,2352.0
ACE,0.0,0.0,0.0,3.0,0.5,0.0
DCTN1,7015.0,6760.0,7079.0,3475.0,3306.0,6029.5
DDB1,3971.0,3384.0,3821.5,1755.0,2294.0,3899.5
DDB2,260.0,270.5,283.5,712.0,665.0,298.0
AKR1C1,0.0,0.0,0.0,6.0,4.0,1.0
AKR1C2,1.5,3.0,3.0,19.0,25.0,3.5
GADD45A,67.5,117.5,181.0,667.0,86.5,42.5
DDIT3,635.0,407.0,590.0,376.0,259.0,409.0
DDOST,7413.5,6498.5,7966.5,3732.0,3622.5,6124.5
DDT,0.0,1.5,1.0,0.0,0.5,2.0
DDX1,161.5,458.0,415.0,40.0,106.0,128.5
DDX3X,8183.0,12167.5,14553.0,2896.0,3571.5,5423.0
DDX5,1624.5,3091.0,3542.5,1230.0,1108.0,1142.0
DDX6,7385.0,10277.0,10683.5,2764.0,3073.5,5908.5
DMXL1,42.0,201.5,127.5,68.0,93.5,61.0
DHX8,699.0,632.5,711.0,416.0,381.5,570.5
DHX9,1273.5,2025.5,1998.5,709.0,696.5,1073.0
DDX10,467.0,715.0,568.5,386.0,352.5,487.5
DDX11,659.0,694.0,630.0,218.0,413.0,624.0
DHX15,949.5,1997.0,1955.0,362.0,606.0,793.5
DECR1,246.0,208.0,254.5,183.0,146.0,235.0
DEFB1,0.0,0.0,0.5,3.0,1.5,0.0
DES,2.0,3.0,4.5,0.0,0.5,4.0
CFD,21.0,18.0,18.0,15.0,6.5,19.0
DFFA,991.5,1068.0,1018.0,599.0,416.0,831.0
DFFB,335.5,506.0,393.0,208.0,317.0,426.0
TIMM8A,449.0,784.0,694.0,112.0,165.0,453.0
GSDME,11.5,29.0,29.0,9.0,16.0,23.0
COCH,0.0,0.0,0.0,0.0,3.5,0.0
DGUOK,548.0,519.5,634.0,553.0,358.0,582.0
DHCR7,1341.0,1520.0,1405.5,171.0,2274.5,1702.5
DHCR24,13358.0,12071.0,13699.5,2518.0,10281.0,11573.5
DHFR,3343.5,4336.5,3952.0,898.0,2138.0,2754.5
DHODH,405.0,401.5,461.0,215.0,178.0,275.5
DHPS,4360.0,3885.5,4341.5,1649.0,3042.0,4974.5
CYB5R3,4040.5,3689.5,4039.0,3134.0,2125.5,3570.5
NQO1,335.5,437.5,443.5,956.0,196.0,330.5
DIAPH1,10543.0,9307.0,10578.5,3800.0,7645.5,8975.5
DIAPH2,55.5,112.5,90.0,75.0,53.5,46.5
SEPTIN1,34.5,27.0,31.0,29.0,49.5,36.0
DIO1,1.5,3.5,2.0,2.0,7.0,2.5
DIO2,0.5,0.0,0.0,1.0,4.0,0.0
DKC1,7957.0,6911.0,8338.5,3231.0,3295.5,5463.5
DLAT,1212.5,3256.5,2869.5,538.0,947.0,1093.0
DLD,737.5,2041.0,1866.0,442.0,705.0,614.0
DLG1,853.0,2138.0,1616.0,340.0,495.5,1044.5
DLG2,0.0,0.0,0.0,0.0,0.0,0.0
DLG3,0.0,0.0,0.5,0.0,5.5,0.0
DLG4,673.5,924.5,749.5,839.0,892.5,864.0
DLST,3320.0,2912.5,3357.0,1392.0,2246.0,3048.5
DLSTP1,1218.5,1171.5,1255.5,337.0,491.0,989.0
DLX1,1078.5,883.5,1337.5,868.0,608.0,539.0
DLX2,16.5,8.5,22.5,32.0,14.5,2.0
DLX3,345.0,80.0,402.0,0.0,0.0,51.5
DLX4,1021.0,570.0,1076.5,50.0,57.0,417.0
SARDH,150.0,127.0,127.0,130.0,79.0,140.0
DNM1,360.5,315.5,336.0,519.0,392.5,254.0
DMPK,74.5,62.0,83.0,88.0,106.0,61.0
DMRT1,0.0,0.0,0.0,0.0,1.0,1.0
DMWD,307.5,226.0,277.5,210.0,231.5,186.0
DNA2,972.5,1906.0,1302.0,222.0,521.5,933.5
DNASE1,215.0,168.0,192.0,97.0,127.0,188.5
DNASE1L1,361.0,375.5,392.5,257.0,266.5,420.5
DNASE1L2,9.0,5.5,6.5,3.0,6.0,3.0
DNASE2,70.0,42.0,68.5,104.0,16.0,42.5
DYNC1H1,656.0,846.0,889.0,623.0,462.0,748.5
DYNC1I1,0.5,2.0,2.0,0.0,0.0,1.0
DYNC1I2,200.0,336.5,333.5,111.0,158.0,182.5
DYNC1LI2,1495.0,2440.0,2239.5,1264.0,925.5,1183.0
DNM2,2339.5,2216.0,2380.5,1659.0,1727.5,2166.0
DNMT1,1104.5,1247.5,1182.5,451.0,834.0,1220.0
TRDMT1,142.5,190.5,183.5,131.0,157.5,88.5
DNMT3A,1887.0,1866.5,1978.0,571.0,589.0,1421.0
DNMT3B,354.0,564.5,447.5,119.0,279.5,340.5
DOCK1,0.5,0.0,0.5,2.0,0.5,0.0
DOCK2,1793.5,1658.0,1717.0,1372.0,1650.0,1846.0
DOCK3,4.5,4.5,8.0,12.0,4.0,5.0
