,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
C1QA,3.5,3.5,1.5,2.0,4.0,3.0,3.5,4.0
C1R,3.0,2.5,1.0,1.0,4.0,3.0,6.0,2.5
C1S,4.5,0.5,0.0,0.0,4.0,2.0,2.0,3.0
C3,4.0,6.5,24.5,8.0,4.0,2.0,14.0,4.0
C3AR1,101.5,351.0,422.0,41.0,59.0,134.0,365.0,77.0
CAPN5,70.0,3.5,2.0,8.0,101.0,18.0,8.5,66.5
C5,107.5,96.0,36.5,78.0,125.0,67.0,126.0,124.0
C5AR1,44.0,129.0,4.5,1.0,57.0,49.0,188.5,57.5
C8G,4.5,3.0,1.0,1.0,11.0,4.0,2.0,8.5
OSGIN2,965.5,731.5,550.5,346.0,1349.0,873.0,873.0,1341.0
VPS51,167.0,63.0,70.0,84.0,198.0,91.0,81.5,195.0
MRPL49,3463.0,857.0,600.0,1104.0,3617.0,2549.0,1243.0,3404.0
ZNHIT2,26.0,8.0,10.0,12.0,17.0,19.0,19.0,20.0
MYRF,58.5,37.0,8.0,21.0,56.0,53.0,59.5,55.0
TMEM258,767.0,329.0,219.0,383.0,828.0,549.0,397.0,851.0
DAGLA,49.0,49.0,17.5,28.0,62.0,25.0,54.5,65.0
GAS8-AS1,2.0,2.5,1.0,1.0,6.0,2.0,1.5,5.5
FMNL1,946.5,556.5,239.0,385.0,939.0,634.0,739.5,943.5
LDLRAD4,395.0,226.0,33.0,207.0,503.0,268.0,364.0,466.0
PTTG1IP,7786.0,2408.0,1339.5,2354.0,8317.0,6549.0,3761.5,8533.5
CFAP410,505.5,161.0,67.5,163.0,542.0,405.0,205.5,552.5
TMEM50B,93.0,25.5,7.0,29.0,118.0,84.0,40.0,105.0
MPPED1,7.0,10.5,1.0,5.0,10.0,10.0,8.0,10.0
CA7,9.5,15.0,3.0,10.0,10.0,14.0,12.0,6.5
CA8,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.5
CA11,101.0,78.0,41.5,41.0,127.0,68.0,97.5,106.5
CA12,2.0,6.5,4.0,2.0,2.0,7.0,8.0,2.0
CACNA1A,7.5,48.5,4.0,3.0,7.0,6.0,64.0,12.0
CACNA1C,0.0,0.0,1.0,0.0,2.0,0.0,0.5,0.5
CACNA1E,76.5,160.5,31.5,77.0,131.0,67.0,216.5,106.0
CACNB1,2.5,5.5,1.0,3.0,2.0,3.0,5.5,2.0
CACNB2,19.5,4.0,3.5,11.0,23.0,11.0,14.5,23.5
CACNB3,91.0,53.0,17.0,69.0,86.0,96.0,67.0,91.0
CACNB4,17.0,8.0,7.0,5.0,16.0,23.0,6.5,29.0
SLC25A20,309.5,81.5,42.5,137.0,316.0,313.0,109.0,305.5
CAD,273.0,111.5,77.0,253.0,264.0,240.0,180.5,270.0
CALM1,16868.0,7302.0,3855.0,5275.0,17688.0,14788.0,10614.0,15703.0
CALM2,15516.0,4159.0,3222.5,5417.0,15699.0,16343.0,6479.0,15939.5
CALM3,19621.0,5075.0,4113.5,6438.0,20339.0,15338.0,7164.0,19277.5
CALR,37826.5,6967.0,8034.0,15817.0,38392.0,32962.0,9218.5,36914.0
CALU,9566.0,2725.5,1520.0,2317.0,10894.0,8901.0,4209.0,10904.0
CAMK2B,12.5,27.5,3.5,5.0,14.0,16.0,30.5,15.0
CAMK2D,1037.5,789.5,550.5,553.0,1073.0,1170.0,1195.5,1210.5
CAMK2G,1261.5,430.5,297.5,555.0,1482.0,974.0,677.0,1359.0
CAMLG,573.5,223.0,95.5,162.0,692.0,327.0,265.0,674.5
CANX,45249.0,19375.5,11241.5,15665.0,51214.0,46267.0,27278.5,54848.5
CAPG,365.5,356.0,260.0,357.0,364.0,246.0,504.5,356.5
CAPN1,1519.5,643.5,407.0,748.0,1513.0,1060.0,840.5,1474.0
CAPN2,3845.5,1726.5,1481.5,1992.0,3839.0,3965.0,2693.0,3966.0
CAPN3,26.0,25.0,8.0,32.0,45.0,18.0,40.0,38.5
CAPNS1,7526.0,2431.0,2141.5,2917.0,8046.0,4696.0,3336.0,7855.5
CAPS,115.0,47.0,23.5,58.0,147.0,74.0,55.0,121.0
CAPZA1,21921.0,8179.0,5599.0,8812.0,22708.0,22876.0,12775.0,23967.5
CAPZA2,3066.0,1343.5,835.5,1090.0,3425.0,3265.0,1616.5,3666.5
CAST,1267.5,426.0,276.0,437.0,1371.0,1529.0,604.0,1487.0
CAPZB,7070.0,2574.0,2923.0,3514.0,7108.0,5646.0,3620.0,7098.5
CARS1,258.0,156.5,69.5,77.0,324.0,149.0,256.0,314.0
CASP1,195.0,98.5,169.5,86.0,195.0,179.0,173.5,195.0
CASP2,5412.5,1168.0,1013.0,2194.0,5645.0,5463.0,2366.0,5848.5
CASP3,3862.0,857.0,896.0,1334.0,4633.0,4095.0,1589.5,4058.5
CASP4,75.5,52.5,51.0,28.0,92.0,54.0,62.5,93.0
CASP6,452.5,134.5,39.5,172.0,459.0,341.0,222.5,449.0
CASP7,659.0,488.5,251.5,134.0,755.0,670.0,728.5,769.5
CASP8,396.0,183.5,76.5,168.0,473.0,359.0,267.0,512.5
CASP9,926.5,282.5,86.5,252.0,1201.0,553.0,492.0,960.5
CASP10,479.0,272.0,185.5,134.0,645.0,321.0,472.0,616.0
CASQ1,1.5,1.0,0.5,0.0,2.0,1.0,0.5,2.5
CAT,3809.5,1686.0,1104.0,2009.0,3924.0,3530.0,2442.0,4296.0
CAV1,3.0,0.0,0.0,0.0,5.0,5.0,0.0,3.5
RUNX2,1400.0,1205.5,757.0,502.0,1710.0,1134.0,1746.0,1983.5
RUNX1,10574.0,6065.5,2067.0,3337.0,13803.0,8283.0,6821.5,13854.0
CBFA2T3,2522.0,686.5,657.5,1150.0,2506.0,2092.0,921.5,2522.0
RUNX3,5397.5,2168.0,1748.5,2314.0,5450.0,5151.0,3175.0,5519.0
CBFB,10128.5,2834.0,2171.0,2596.0,9876.0,12568.0,3913.5,10864.5
CBL,4402.0,1273.0,829.0,958.0,5226.0,3131.0,1865.0,5050.0
CBLB,313.5,81.0,50.0,71.0,471.0,195.0,123.0,457.0
CBLN1,12.5,4.5,2.0,7.0,12.0,20.0,5.5,12.5
SERPINH1,744.5,564.0,3169.0,532.0,725.0,719.0,730.0,744.5
CBR1,1439.0,583.5,281.5,1033.0,1247.0,1398.0,969.5,1263.5
CBR3,2.5,3.0,2.5,3.0,2.0,0.0,3.0,3.5
CBS,3.0,2.5,0.0,0.0,3.0,1.0,1.0,3.0
KYAT1,100.0,49.5,25.5,53.0,102.0,63.0,78.0,101.0
KRIT1,475.5,185.0,70.0,253.0,508.0,616.0,229.5,581.5
CCNA2,4393.5,1192.0,843.0,1852.0,4026.0,6347.0,1706.0,4637.0
CCNB1,965.5,255.5,195.0,335.0,887.0,1216.0,333.5,965.5
CCNC,2803.0,1159.0,538.5,1111.0,3191.0,3290.0,1696.5,3348.0
CCND2,4668.5,3674.0,968.5,2657.0,4223.0,5415.0,5504.5,4281.5
CCND3,7737.5,3112.0,1154.0,2567.0,6532.0,6325.0,4318.5,6316.0
CCNE1,248.0,79.0,129.5,180.0,215.0,192.0,121.5,196.5
CCNF,2804.0,281.5,594.5,620.0,2933.0,2191.0,476.5,2754.5
CCNG1,8368.0,2154.5,1445.5,2019.0,12074.0,7184.0,3245.0,12174.0
CCNG2,249.5,112.0,62.0,41.0,402.0,116.0,101.0,393.0
CCNH,88.5,51.0,40.0,36.0,109.0,95.0,63.0,106.0
CCNT1,2838.5,1016.5,1080.0,725.0,3577.0,2078.0,1531.5,3316.5
CCNT2,575.5,312.5,245.5,206.0,772.0,414.0,519.5,797.0
CCT6A,8288.0,2945.0,5062.0,5048.0,7992.0,9860.0,4351.0,8786.0
CD1D,427.5,353.0,31.0,205.0,425.0,511.0,544.5,484.0
CD4,7990.0,3251.0,1985.0,3221.0,8363.0,5634.0,4735.0,8359.5
CD5,6.0,4.5,0.5,4.0,5.0,2.0,4.5,5.0
CD6,1.5,6.5,1.5,1.0,2.0,0.0,5.0,0.0
CD7,14.5,8.5,2.0,3.0,18.0,14.0,13.5,15.0
CD8A,5.5,11.0,4.0,3.0,4.0,6.0,18.5,5.5
CD9,18.0,20.0,12.5,7.0,17.0,21.0,16.5,18.0
CD14,2.5,14.5,3.5,2.0,1.0,3.0,21.0,2.0
CD19,7.5,4.0,3.0,5.0,12.0,6.0,4.5,7.0
MS4A3,11640.5,4171.0,3787.5,8766.0,12979.0,11636.0,6077.5,13556.0
CD22,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0
CD27,9.5,7.0,1.5,5.0,9.0,7.0,12.0,11.5
CD28,1.5,5.0,0.0,1.0,3.0,0.0,7.5,2.0
CD80,0.0,7.0,1.5,1.0,0.0,1.0,10.5,2.0
CD86,48.0,153.0,87.0,12.0,48.0,54.0,210.5,51.0
TNFRSF8,1.0,1.5,1.0,1.0,1.0,2.0,2.0,3.5
TNFSF8,0.0,4.5,1.5,1.0,0.0,1.0,6.5,0.5
CD33,1173.0,445.0,133.5,545.0,1300.0,999.0,697.5,1358.5
SIGLEC6,43.0,108.5,17.0,104.0,41.0,52.0,203.5,57.0
CD36,257.0,193.0,360.5,575.0,233.0,369.0,290.0,270.0
SCARB1,1433.5,590.5,341.5,958.0,1419.0,1174.0,866.5,1427.5
SCARB2,851.0,617.0,379.0,319.0,1118.0,1003.0,976.0,1138.5
CD37,711.5,500.0,234.5,387.0,816.0,413.0,673.0,812.5
CD38,2226.5,1048.5,181.5,403.0,2657.0,2100.0,1737.5,2638.0
ENTPD1,2370.0,651.5,242.5,875.0,2210.0,2447.0,1184.0,2282.0
ENTPD6,950.0,323.5,139.5,373.0,941.0,711.0,495.0,926.5
ENTPD5,1184.5,334.0,89.5,332.0,1493.0,913.0,502.5,1446.0
CD40,6.0,20.5,12.0,1.0,6.0,4.0,19.5,5.5
CD44,8130.0,2946.5,5620.0,4974.0,7625.0,7847.0,4529.5,8171.0
CD47,2137.5,1191.0,800.0,1723.0,2091.0,2501.0,1906.0,2325.5
CD48,21.0,9.5,2.5,5.0,32.0,24.0,22.0,34.0
CD53,3268.5,1431.5,1139.5,1379.0,3229.0,3401.0,2403.0,3268.5
CD58,1163.0,333.5,331.0,362.0,1319.0,1276.0,586.0,1336.5
CD59,21.5,1.0,2.0,1.0,25.0,16.0,1.0,18.5
CD63,643.5,368.5,362.5,406.0,640.0,430.0,427.5,640.0
CD68,4282.5,2409.0,2886.0,3612.0,4516.0,3419.0,3412.0,4486.5
CD69,0.5,42.5,7.5,0.0,1.0,0.0,6.5,1.0
CD70,79.5,111.5,117.0,54.0,81.0,61.0,150.5,82.0
CD72,36.0,37.5,11.0,28.0,37.0,21.0,46.5,31.5
CD74,19216.5,6823.5,7911.5,8235.0,20926.0,12279.0,10010.0,20857.0
CD79A,6.0,4.5,1.5,2.0,6.0,6.0,6.0,5.5
CD79B,3.5,4.0,2.0,1.0,3.0,3.0,9.5,2.0
CD81,6565.0,1880.5,1583.0,2464.0,6683.0,4194.0,2688.0,6243.5
ADGRE5,2918.0,2688.5,1044.0,994.0,2941.0,1854.0,3145.5,2734.5
CD151,2221.5,659.0,597.5,896.0,2221.0,1434.0,886.5,2002.5
CDA,2.0,3.5,1.5,1.0,2.0,2.0,3.0,4.0
CDK1,2999.0,680.5,697.5,899.0,3251.0,3783.0,861.5,3559.0
LRBA,611.0,256.0,160.0,198.0,691.0,581.0,411.0,700.0
CDC5L,1181.5,383.0,351.0,555.0,1178.0,1528.0,595.5,1295.5
SEPTIN7,4090.5,2001.0,1059.5,1474.0,3957.0,4408.0,2436.0,4605.5
CDC6,741.5,263.5,299.0,334.0,775.0,556.0,364.0,646.5
CDC20,268.0,48.5,63.0,92.0,234.0,247.0,53.5,232.0
CDC25A,1685.5,830.5,685.5,809.0,1373.0,1611.0,952.5,1299.5
CDC25B,1977.5,443.0,347.5,499.0,2267.0,1767.0,573.5,2118.0
CDC25C,138.0,24.5,28.0,39.0,177.0,92.0,33.0,159.0
CDC27,3614.5,1335.0,823.5,1358.0,3632.0,4261.0,1893.5,3790.5
CDC34,895.5,300.0,191.5,346.0,925.0,581.0,373.5,787.5
CDC42,14320.5,5648.0,5243.0,5722.0,14149.0,13337.0,7754.0,14414.5
CDH15,5.5,6.5,0.0,0.0,5.0,3.0,9.5,4.5
CDK2,2095.5,698.0,431.0,964.0,2183.0,2316.0,1058.0,2055.5
CDK3,27.0,13.0,8.0,17.0,33.0,23.0,19.0,36.0
CDK4,2285.0,1041.0,496.0,1271.0,2234.0,1733.0,1510.5,2194.5
CDK5,54.0,23.0,16.5,42.0,56.0,27.0,31.5,56.5
CDK6,15707.0,6553.0,6634.0,6441.0,16646.0,17132.0,9966.5,17502.0
CDK7,8.0,2.5,1.0,3.0,8.0,2.0,4.5,6.5
CDK8,651.5,248.0,140.0,232.0,804.0,667.0,275.5,816.0
CDK9,905.5,631.0,231.0,373.0,903.0,587.0,682.5,757.0
CDKN1A,928.0,1581.0,670.0,97.0,1082.0,385.0,2155.5,845.0
CDKN1B,1020.0,905.5,660.0,170.0,1391.0,667.0,980.5,1525.0
CDKN1C,1.5,0.5,3.0,2.0,2.0,1.0,3.5,2.5
CDKN2A,2627.5,872.0,1246.5,970.0,2803.0,1638.0,1262.5,2729.0
CDKN2B,193.0,137.5,171.5,29.0,264.0,124.0,109.5,213.0
CDKN2C,368.5,91.0,96.0,153.0,384.0,334.0,170.0,422.0
CDKN2D,755.5,457.5,108.5,141.0,854.0,421.0,779.5,774.5
CDKN3,159.5,44.5,35.0,44.0,143.0,153.0,36.5,182.0
CDO1,28.0,13.0,5.5,10.0,38.0,24.0,17.0,25.0
CDR2,482.5,111.0,76.5,107.0,490.0,414.0,166.0,442.5
CDS1,2.0,3.5,10.5,1.0,4.0,0.0,3.5,4.0
CD52,119.0,189.5,95.0,104.0,88.0,63.0,247.5,89.5
CDX1,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0
CDX2,11.5,7.5,1.0,1.0,14.0,6.0,8.0,14.5
CLGN,10.5,46.0,0.5,0.0,22.0,11.0,50.0,20.5
CEBPA,12667.5,4408.0,1688.0,4028.0,11918.0,10089.0,7702.5,11667.5
CEBPB,738.0,1001.5,388.5,206.0,882.0,393.0,1339.5,871.0
CEBPD,369.0,504.5,164.5,253.0,372.0,305.0,378.5,391.5
CEBPE,1.5,2.5,1.0,2.0,2.0,3.0,5.5,3.5
CEBPG,4994.0,6044.5,1843.5,2154.0,5362.0,4466.0,9110.5,5701.0
CEL,2.5,0.5,0.0,1.0,2.0,0.0,0.5,2.5
CENPA,1904.5,475.5,206.0,581.0,1939.0,2126.0,554.5,1906.5
CENPB,3563.5,1453.0,497.0,1617.0,3261.0,2623.0,2034.5,3042.0
CENPC,14.0,5.5,2.0,5.0,24.0,18.0,7.0,23.5
CENPE,238.5,50.0,37.0,62.0,257.0,222.0,79.0,260.5
CENPF,704.0,185.5,277.0,318.0,737.0,815.0,273.0,798.5
CETN2,801.5,124.0,329.0,355.0,887.0,680.0,196.5,887.5
CETN3,138.0,82.5,19.0,66.0,168.0,129.0,81.5,194.0
CFL1,24942.5,6759.5,10033.0,10111.0,26229.0,16149.0,8846.0,24973.5
CFL2,96.0,64.5,33.0,59.0,96.0,138.0,101.5,114.0
CTSC,3605.5,1500.5,1017.0,1520.0,3267.0,4272.0,2099.5,3605.5
CHAD,3.0,2.0,0.0,2.0,2.0,0.0,2.0,1.5
RCBTB2,345.0,124.0,49.5,146.0,425.0,322.0,198.0,407.0
RCC1,4215.0,1120.0,712.5,2239.0,3818.0,4300.0,1678.5,3888.5
CHD1,658.5,478.0,283.0,302.0,739.0,661.0,410.0,780.0
CHD2,1404.0,1071.0,585.0,356.0,1933.0,876.0,1357.0,1842.0
CHD3,929.5,626.5,575.0,711.0,1029.0,741.0,877.0,1023.0
CHD4,2603.0,1081.5,928.0,1119.0,2610.0,1854.0,1384.0,2577.5
AKR1C4,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0
CHEK1,2118.5,547.5,404.0,958.0,2202.0,2548.0,821.5,2283.5
FOXN3,6122.0,4562.5,1547.0,2834.0,7280.0,5711.0,6861.5,7328.5
CHGB,4.0,3.0,1.0,1.0,4.0,7.0,6.0,4.0
CHI3L1,5583.5,6747.0,3186.5,4096.0,5512.0,4095.0,9996.0,5583.5
CHIT1,0.0,3.0,0.0,0.0,0.0,1.0,2.5,0.0
CHKA,1550.5,494.5,249.0,671.0,1501.0,1399.0,720.5,1306.0
CHKB,131.0,57.0,32.0,74.0,171.0,110.0,88.0,170.5
CHM,841.5,331.0,131.0,273.0,986.0,810.0,451.0,1052.5
CHML,3827.0,3222.0,950.5,1762.0,3123.0,5208.0,3637.5,4413.5
CHN1,18.5,3.5,2.0,1.0,27.0,13.0,4.5,23.5
CHN2,2.5,1.5,0.0,0.0,3.0,4.0,1.5,2.5
LYST,5093.5,3652.5,1092.5,2849.0,5106.0,4964.0,5608.5,5904.5
CHRM4,11.0,4.5,0.5,2.0,16.0,2.0,5.5,10.0
CHRM5,3.0,2.5,0.0,0.0,4.0,0.0,2.5,3.5
CHRNA3,39.0,7.5,10.5,19.0,31.0,51.0,12.0,26.0
CHRNA5,64.0,10.0,21.5,38.0,54.0,96.0,24.0,55.0
CHRNB1,205.5,172.5,46.5,97.0,296.0,183.0,242.0,297.0
CHRNB2,3.0,2.5,0.5,1.0,6.0,3.0,4.0,4.0
CHRND,5.5,2.0,0.0,1.0,8.0,3.0,3.0,7.5
CHRNE,333.5,100.5,44.0,152.0,314.0,248.0,133.5,300.5
CHRNG,8.5,8.5,6.5,6.0,10.0,7.0,12.0,9.0
CHUK,1671.5,583.0,491.5,620.0,1650.0,2013.0,763.0,1773.0
CKB,332.0,148.5,179.5,191.0,357.0,216.0,192.5,289.0
CIRBP,13501.5,3832.0,1945.5,3824.0,14385.0,8539.0,5840.5,12766.5
CISH,1462.5,775.0,156.0,298.0,1511.0,921.0,1687.0,1453.5
TBCB,1056.5,407.0,297.0,522.0,1124.0,590.0,539.0,1078.0
CKM,9.0,2.0,3.0,1.0,8.0,7.0,4.0,7.0
ERCC8,258.5,75.0,41.5,84.0,337.0,217.0,120.5,351.0
CKS1B,115.5,39.5,31.0,47.0,121.0,68.0,49.0,104.0
CKS2,338.5,95.0,92.5,104.0,320.0,363.0,103.0,332.5
AP2M1,2465.0,815.0,640.5,991.0,2545.0,1496.0,1167.0,2435.5
AP1S1,1240.5,523.0,386.5,823.0,1218.0,1067.0,729.0,1210.5
AP2S1,2571.5,711.0,1061.5,1279.0,2624.0,1614.0,846.0,2552.5
AP3S1,2369.0,787.5,584.5,823.0,2501.0,2233.0,1086.5,2652.0
CLCN2,46.5,15.0,6.0,17.0,47.0,25.0,19.0,42.5
CLCN3,1485.5,477.5,122.5,330.0,1868.0,1052.0,537.0,1876.0
CLCN4,914.0,323.5,96.5,323.0,1088.0,607.0,538.5,1224.5
CLCN5,1181.5,296.0,107.5,313.0,1283.0,1241.0,427.5,1286.5
CLCN6,305.5,198.0,118.0,129.0,499.0,225.0,286.0,505.5
CLCN7,1842.5,803.0,256.0,856.0,2076.0,1048.0,1072.0,1972.0
CLCNKA,4.0,1.5,0.0,1.0,6.0,2.0,3.5,6.5
CLU,804.5,157.0,391.0,290.0,1046.0,462.0,192.0,905.5
CLIC2,20.5,15.5,5.0,10.0,30.0,19.0,22.5,31.0
CLK1,1653.0,1862.0,1279.0,332.0,2209.0,1113.0,1194.5,2385.5
CLK2,2.0,0.0,0.5,0.0,5.0,2.0,0.5,2.5
CLK2P1,662.5,126.5,135.0,236.0,690.0,516.0,180.0,627.5
CLK3,180.0,104.0,118.5,85.0,165.0,107.0,121.0,172.0
TPP1,11883.5,4933.5,4336.0,5444.0,13859.0,10622.0,7395.5,14264.5
CLN3,86.5,85.0,32.0,92.0,86.0,73.0,105.0,86.5
CLN5,301.5,122.0,41.0,109.0,318.0,393.0,164.5,330.0
CLNS1A,5155.0,1793.0,1169.5,2423.0,5809.0,4059.0,2876.5,5685.5
CLPTM1,1346.0,403.0,448.0,525.0,1427.0,813.0,488.5,1321.0
CLTA,3783.0,1092.5,1219.5,1666.0,4049.0,3099.0,1577.5,3994.0
CLTB,3228.5,1307.5,1251.0,1702.0,3146.0,2275.0,1776.0,3121.0
CLTC,8826.5,3682.5,4260.0,4674.0,10029.0,10044.0,5518.0,10693.5
CCR1,2042.0,2645.0,640.5,1120.0,2022.0,2423.0,4261.5,2230.0
CCR3,4.0,26.5,1.0,5.0,3.0,4.0,35.5,6.0
CCR5,60.5,306.5,62.0,204.0,52.0,115.0,503.0,80.5
CCR6,29.5,34.5,4.0,40.0,20.0,86.0,56.0,28.5
CCR7,0.0,7.5,8.0,2.0,0.0,1.0,10.5,2.0
ACKR2,31.0,9.5,0.5,7.0,40.0,21.0,19.0,43.0
CMKLR1,3.5,22.5,2.5,6.0,4.0,2.0,27.5,8.0
LTB4R,324.5,220.0,47.5,290.0,276.0,341.0,345.0,284.5
ABCC2,25.0,10.0,6.0,5.0,31.0,16.0,15.0,30.0
CNGA4,2.0,2.0,0.0,3.0,3.0,1.0,2.5,3.0
PLK3,34.0,151.0,18.0,7.0,34.0,28.0,60.5,34.5
CNN2,12844.5,3922.0,1377.5,3585.0,14362.0,7157.0,5536.0,13960.0
CNP,5598.0,2734.0,2364.5,2539.0,5584.0,4879.0,3783.5,5268.5
CNR2,2.5,1.0,0.5,2.0,4.0,1.0,1.5,5.0
CNTF,118.5,33.5,17.5,22.0,103.0,146.0,44.5,107.5
COL1A1,1.5,1.0,1.5,1.0,2.0,1.0,1.0,1.5
COL4A2,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
COL4A4,6.0,7.5,4.0,3.0,9.0,10.0,10.0,11.5
COL5A1,20.0,20.0,3.0,13.0,21.0,17.0,29.0,20.0
COL5A2,7.5,5.0,0.5,2.0,8.0,14.0,9.0,8.5
COL6A1,191.0,86.0,123.0,133.0,204.0,118.0,103.0,190.5
COL6A2,2.0,3.0,8.0,1.0,2.0,1.0,3.5,2.0
COL6A3,0.5,8.5,2.5,3.0,0.0,3.0,14.0,0.5
COL7A1,14.5,20.5,7.5,8.0,17.0,9.0,31.0,17.5
COL8A2,313.5,183.0,39.5,358.0,232.0,306.0,258.0,282.5
COL9A2,409.0,280.5,267.5,317.0,448.0,335.0,380.5,451.5
COL9A3,55.0,69.5,6.0,45.0,77.0,57.0,84.0,67.5
COL10A1,0.0,0.0,0.5,0.0,2.0,0.0,0.0,2.5
COL15A1,15.0,24.5,7.0,16.0,17.0,19.0,34.0,21.5
COMT,2148.5,1064.0,585.0,1036.0,2235.0,1434.0,1588.0,2187.0
COPA,3367.5,1501.0,873.0,1286.0,3885.0,2487.0,2098.5,4002.5
COPB1,482.5,229.5,132.5,190.0,517.0,562.0,260.5,651.5
KLF6,775.5,7005.5,470.0,105.0,953.0,448.0,1607.0,914.5
SLC31A1,3159.0,2134.0,559.0,633.0,3706.0,2416.0,3151.5,3646.5
SLC31A2,218.0,140.0,146.0,109.0,265.0,189.0,200.5,229.5
CORT,16.0,7.0,5.0,10.0,18.0,18.0,8.0,18.0
MAP3K8,21.0,25.0,25.5,3.0,36.0,9.0,13.0,27.0
COX4I1,5398.5,1668.5,2350.5,2812.0,5977.0,3574.0,2460.5,5671.0
COX5B,720.5,216.5,275.5,362.0,828.0,472.0,284.5,782.0
COX6A1,920.0,214.5,348.5,387.0,1027.0,512.0,376.5,915.5
COX6B1,2645.5,603.5,1247.0,1491.0,2742.0,1762.0,819.5,2678.5
COX6C,1480.0,405.5,622.0,637.0,1524.0,1158.0,439.5,1680.0
COX7A2,7561.0,1532.5,2052.5,2618.0,8282.0,5093.0,2496.5,7554.0
COX7B,1322.0,299.0,691.5,859.0,1408.0,909.0,410.5,1352.5
COX7C,2124.5,564.5,710.5,958.0,2373.0,1606.0,758.0,2369.5
COX8A,4375.5,1141.5,1447.5,1787.0,4669.0,2683.0,1495.5,4500.5
COX10,939.5,250.5,181.5,338.0,983.0,741.0,324.0,979.5
COX11,2651.0,994.5,486.5,1143.0,2791.0,2822.0,1407.5,3062.0
COX15,3200.0,1233.5,469.5,1370.0,3318.0,2989.0,2042.5,3449.5
CP,336.0,204.0,60.0,152.0,384.0,408.0,269.5,376.5
CPB2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CPD,23094.0,13122.5,9256.5,10643.0,27275.0,22590.0,19715.5,27564.5
CLDN7,62.5,58.0,6.5,19.0,64.0,50.0,64.5,64.0
CPM,3055.5,782.0,1379.5,1229.0,3445.0,2547.0,1089.0,3394.0
CPOX,1206.0,307.0,346.0,664.0,1106.0,1551.0,338.0,1361.5
CPS1,165.0,103.5,39.0,89.0,204.0,164.0,137.5,207.0
CPT1A,5762.5,1670.5,1675.5,3426.0,5642.0,5344.0,2695.5,5813.5
CPT1B,38.5,18.5,13.0,25.0,43.0,25.0,26.0,46.5
CPT2,747.5,268.5,145.5,423.0,842.0,584.0,391.5,781.5
CR1,41.5,18.0,1.5,1.0,41.0,41.0,24.0,44.5
CRABP2,9.0,3.0,1.5,2.0,8.0,3.0,2.0,7.5
CRAT,240.5,117.5,50.0,131.0,260.0,120.0,149.0,237.0
CREB1,2478.0,697.0,893.5,879.0,2979.0,2434.0,941.0,2955.0
ATF2,3016.0,1114.5,596.5,867.0,3912.0,2947.0,1474.5,3951.0
CREBBP,464.0,429.0,229.5,242.0,628.0,469.0,538.5,654.0
ATF6B,2.5,0.5,0.5,1.0,3.0,1.0,2.0,1.0
CREBL2,2151.5,1037.0,355.0,635.0,2583.0,2104.0,1542.0,2759.5
CREM,232.0,147.0,43.0,100.0,227.0,214.0,195.5,243.0
CRHR2,0.5,3.5,2.0,0.0,1.0,1.0,4.0,0.5
CRIP1,688.5,238.0,456.0,373.0,641.0,441.0,164.5,626.5
CRIP2,68.5,4.0,5.5,4.0,53.0,51.0,4.5,57.5
CRK,70.0,35.0,17.5,12.0,71.0,58.0,44.0,70.0
CRKL,6258.0,2304.5,1675.5,1918.0,6988.0,5636.0,3635.0,6393.0
CRMP1,0.5,5.5,1.0,5.0,0.0,0.0,8.0,0.5
CRY1,142.5,49.0,39.0,42.0,149.0,157.0,42.5,160.0
CRY2,592.5,146.5,102.0,125.0,702.0,367.0,265.5,618.0
CRYBB1,2.5,3.5,2.5,1.0,2.0,2.0,7.0,4.0
CRYGS,2.5,1.0,1.0,2.0,4.0,3.0,2.0,5.5
CRYZ,222.5,52.0,33.0,66.0,214.0,253.0,63.5,224.0
CS,15001.5,4127.5,3885.0,5878.0,15587.0,13075.0,6204.0,15640.5
MAPK14,3618.0,916.5,1213.0,1338.0,3972.0,3488.0,1347.5,3849.5
CSE1L,1210.0,307.5,276.0,864.0,1263.0,1057.0,485.0,1278.5
CSF1,30.0,666.5,324.0,7.0,44.0,34.0,374.0,46.0
CSF1R,2227.5,1155.5,537.0,893.0,2270.0,2228.0,1682.5,2293.5
CSF2RA,812.5,357.5,370.0,279.0,988.0,431.0,530.0,985.0
CSF2RB,1211.5,494.5,250.5,407.0,1213.0,1185.0,645.0,1341.5
CSF3R,352.5,175.0,100.5,161.0,422.0,296.0,212.5,435.5
CSK,3321.5,1442.5,662.0,1617.0,3109.0,2807.0,1997.0,3270.5
CSNK1A1,4365.5,2275.5,1889.5,1835.0,5528.0,4597.0,3281.0,5697.5
CSNK1D,6519.5,1731.0,1632.5,1735.0,6595.0,5283.0,2839.5,6420.5
CSNK1E,2297.5,1117.5,497.5,846.0,2233.0,2157.0,1476.0,2232.5
CSNK1G2,2803.5,1085.0,511.0,1208.0,2730.0,1851.0,1598.5,2617.0
