gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,genes
A1BG,0.0,-0.0,,,0.0,,A1BG
A2M,0.0,-0.0,,,0.0,,A2M
NAT1,5.775327620603046,-0.7492212077063379,0.6897164857731978,1.0862741766516326,0.2773577083096758,,NAT1
AAMP,7.842071755209542,0.10579606693999347,0.5923768024556605,-0.1785958979173772,0.8582550156913894,,AAMP
AARS1,14.812812247250148,0.24214050896537398,0.45330738332593185,-0.5341640526319708,0.5932280373254231,,AARS1
ABAT,0.9095758047970183,-0.8160812303894425,1.63221435585366,0.49998410286167716,0.6170862711588567,,ABAT
ABCA1,1.775635267448495,-0.48948507394460516,1.1578281741158964,0.4227614121744533,0.6724693440384516,,ABCA1
ABCA2,5.361266469252368,0.03887283875732476,0.6651871544179364,-0.05843894984914425,0.9533989902766203,,ABCA2
ABCA3,0.0,-0.0,,,0.0,,ABCA3
ABCB7,0.21826250720847862,0.7404897563558569,3.282821433665536,-0.22556504254605164,0.8215397321381986,,ABCB7
ABCF1,0.7749131694268241,1.2482702827835799,2.0730914984601347,-0.6021298547173527,0.5470877031615364,,ABCF1
ABL1,57.183681864968165,0.11085028745817828,0.2651432086721696,-0.41807703849294753,0.6758907923795688,,ABL1
AOC1,0.0,-0.0,,,0.0,,AOC1
ABL2,68.09053339253312,0.08735484055876498,0.22122048343901954,-0.3948768179183767,0.6929337992513693,,ABL2
ABO,0.0,-0.0,,,0.0,,ABO
ABR,16.00520256146293,-0.4018527064379698,0.4469922701987528,0.8990148895847528,0.36864472977780405,,ABR
ACAA1,9.139940095404869,0.7171813247308942,0.5483054200628654,-1.3079960519971998,0.1908746483741031,,ACAA1
ACACA,1.1814667071574163,-0.8281134327833446,1.3974867919644403,0.5925733520667266,0.5534667172860537,,ACACA
ACACB,1.2759184016808278,-0.5802724482433543,1.3081608671149347,0.44357881574848523,0.6573471245424034,,ACACB
ACADM,2.00265854977927,1.6141643106991665,1.2529705669255975,-1.2882699349114217,0.19765201497310003,,ACADM
ACADS,2.634651614677244,0.09908057160324577,0.9562881603641886,-0.1036095349810797,0.9174792205719838,,ACADS
ACADSB,7.968234889879416,0.48080228274927117,0.7085791636200198,-0.6785442014593369,0.49742670797822447,,ACADSB
ACADVL,3.2614868165279374,0.4991127449560124,0.9146852543488423,-0.545666110372936,0.5852954714604491,,ACADVL
ACAT1,1.729118492212491,-1.2048899223128573,1.2850989814756395,0.9375853064090981,0.34845756541112455,,ACAT1
ACAT2,3.5757227885446334,0.3292712785937297,0.8577644884214831,-0.3838714274586923,0.7010737445239978,,ACAT2
ASIC1,1.4299824222456379,0.24594238485996017,1.2665225828245887,-0.19418712954289483,0.8460293601929911,,ASIC1
ACHE,0.0,-0.0,,,0.0,,ACHE
ACLY,50.77297742308663,-0.027105013285259695,0.24854613660529087,0.1090542530874435,0.913159459150528,,ACLY
ACO1,3.226710757190668,0.6634256573770282,0.8380427384480348,-0.7916370215266364,0.42857235373493213,,ACO1
ACO2,9.092839186192887,-0.23497558684365086,0.5895643990800635,0.39855796450786185,0.6902189400181633,,ACO2
ACOX1,21.30389759623357,-0.16092960343839957,0.36823676224348284,0.4370275321180205,0.6620913812288021,,ACOX1
ACP1,44.73350650825636,-0.2634785084833219,0.27774417893337017,0.9486373737702327,0.3428050758024412,,ACP1
ACP2,7.2668199882910445,0.992706650849569,0.6092040497332449,-1.629514201824906,0.1032042109178002,,ACP2
ACPP,2.1377225666087947,0.9229918244199481,1.1931535922203291,-0.7735733525323933,0.43918313540009085,,ACPP
ACRV1,0.0,-0.0,,,0.0,,ACRV1
ACTA2,0.0,-0.0,,,0.0,,ACTA2
ACTB,990.9035806783827,-0.157732348809317,0.13484547985552953,1.1697266306464849,0.24211099766784785,0.609613879557983,ACTB
ACTG1,1801.7204339171412,-0.09375788578097417,0.1438807762150416,0.6516359464230672,0.5146360527759668,0.7688359600944294,ACTG1
ACTN4,48.533024591751264,0.04014808406840813,0.25098488799419677,-0.15996215704164796,0.8729108845953822,,ACTN4
ACTL6A,9.606788345062116,-0.31029266990624693,0.5197665658371994,0.596984666388558,0.5505176180922711,,ACTL6A
ACTN1,21.53132475899243,-0.4719898992670418,0.3699243694736335,1.275909180945926,0.2019876252481592,,ACTN1
ACTN2,0.31553424342049236,1.346247877076895,2.600589713130494,-0.5176702308248122,0.6046883718581892,,ACTN2
ACVR1,0.9360070618677409,0.8563787792051033,1.597897125897721,-0.5359411224448993,0.591999242646513,,ACVR1
