gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,genes
ACTN1,2.7539755929971443,-2.0186925857792435,0.9757600407056989,2.0688412125580227,0.03856098964522783,0.11605153275547062,ACTN1
ACTN2,0.2813232148905251,1.1067413604821446,3.0710636546062626,-0.3603772128989096,0.7185650649163566,,ACTN2
ACVR1,0.2974665103340618,-0.8165372783816887,2.7602266122229273,0.29582255122310286,0.7673655999949475,,ACVR1
ACVR1B,2.834931977878433,-1.8479826519286908,0.9828289999525276,1.8802687466669703,0.06007146046146047,0.15346856886655064,ACVR1B
ACVR2A,0.3684564133320833,-0.1620970857083629,2.5975483495354075,0.06240387623096805,0.9502412081925163,,ACVR2A
ACVR2B,2.221342411610584,-1.816214469502754,1.104527174798022,1.6443366093141834,0.10010669124512771,0.21776231023011805,ACVR2B
ACVRL1,0.3744076055705646,-1.3532362792678243,2.715759541566785,0.49829016838770296,0.6182795364979907,,ACVRL1
ACY1,0.45208080288928715,-2.8978493569687154,2.4453542736469327,1.1850427515547448,0.23600054415669292,,ACY1
ACYP1,1.2690531562459786,-2.021698219276469,1.3990794604256347,1.4450202983191665,0.1484521841928819,0.28502366766910786,ACYP1
ACYP2,0.05265730202083165,-0.4210046998894052,3.815317660200655,0.11034591019277376,0.9121350484750342,,ACYP2
ADA,2.3858864024500095,-2.174317095034585,1.0603305625547408,2.0506030589138406,0.040305618253131864,0.11947254478291211,ADA
ADAM8,0.42401643520274096,-1.7548230072783513,2.361460558437188,0.7431091749589462,0.4574155852852028,,ADAM8
ADAM10,7.419591583451953,0.022248884002278802,0.545036866997908,-0.04082087900737218,0.9674386941896329,0.980997007654048,ADAM10
ADAR,12.650706907645365,-1.4181967600765801,0.47889961702877687,2.9613654086329353,0.0030627832482960915,0.020216037774034197,ADAR
ADARB1,1.5877052739804869,-3.0678393549595686,1.4228955681521107,2.1560537706528367,0.031079466726353925,0.09935174706051464,ADARB1
ADCY1,2.628705041655456,-2.3168129087180236,1.0482215625543276,2.2102320649389875,0.02708906067974009,0.09159375013726884,ADCY1
ADCY3,1.6369965942542841,-2.3812702597875606,1.3401490741922402,1.7768696823693622,0.07558968361297726,0.17957599467565835,ADCY3
ADCY5,0.0,-0.0,,,0.0,,ADCY5
ADCY6,0.0926614297164341,1.2514407536161678,3.8169464703114317,-0.32786437099655225,0.7430142138177147,,ADCY6
ADCY7,7.369615036076092,-2.064375125077744,0.6306876414747044,3.2732132189093193,0.001063322325461434,0.009354513170561185,ADCY7
ADCY9,6.972432847966033,-1.7046488552900776,0.6435220497908933,2.6489362032645003,0.00807455724976932,0.04089774070811444,ADCY9
ADCYAP1R1,0.0,-0.0,,,0.0,,ADCYAP1R1
ADD1,4.712118429452643,-2.1166175987638045,0.7634495609816067,2.7724393423481173,0.005563788763310997,0.03160170771469335,ADD1
ADD2,3.1609829766276,-3.5000738579368855,1.153008791643466,3.035600320920346,0.0024005734786197402,0.016934085156520992,ADD2
ADD3,0.6707886968258788,0.7767901741771943,1.8630586198956343,-0.4169434959704644,0.676719737683918,,ADD3
PLIN2,7.124310792389406,0.45948027189531143,0.5782325397478951,-0.7946288738707808,0.4268294173275068,0.5853992571223173,PLIN2
ADH5,1.0170692914558257,-2.2152592627468355,1.6930355926830352,1.3084540409668572,0.19071935324463782,0.34074845731389947,ADH5
ADH6,0.0,-0.0,,,0.0,,ADH6
ADK,0.9002565761347584,-3.872778145053251,1.7740470567050004,2.183018838432785,0.029034422737305634,0.09534807342706283,ADK
ADM,0.10115014670580237,1.2514407536161674,3.8169464703114317,-0.32786437099655213,0.7430142138177147,,ADM
ADORA1,0.0,-0.0,,,0.0,,ADORA1
ADORA2A,1.4706839901280562,1.1121343294676123,1.3314097953371808,-0.835305803939923,0.403545550385914,0.5637169671788195,ADORA2A
ADORA2B,4.5270519759713395,-0.4566373400505089,0.693911834470009,0.658062476192348,0.5104979864052899,0.6597970383555286,ADORA2B
ADORA3,0.08669154971190596,-0.4509354586329889,3.814096339419642,0.11822864933233539,0.905886490263612,,ADORA3
ADPRH,1.5987363931101473,-0.5150162891654155,1.1602014286337696,0.44390247801357097,0.6571130928968982,0.768819266608122,ADPRH
PARP1,1.5167481085273293,-1.8314750717227706,1.335933338474033,1.3709329791969778,0.17039584951646278,0.3145289288705201,PARP1
PARP4,0.08669154971190596,-0.4509354586329889,3.814096339419642,0.11822864933233539,0.905886490263612,,PARP4
ADRA1D,0.0,-0.0,,,0.0,,ADRA1D
ADRA2C,0.5582732615519994,-3.1890288486283933,2.0843762957844105,1.529967911781625,0.12602467177776464,,ADRA2C
ADRB1,0.27869770346547523,-2.2117524734349603,2.9299983343575096,0.7548647545289318,0.4503301354121533,,ADRB1
ADRB2,1.6531140565269926,-0.9914774729751122,1.164117742037543,0.8516986187666375,0.39438138744286066,0.5556239374016135,ADRB2
GRK2,7.415894942547112,-2.389997173447582,0.6233540499905197,3.83409263721625,0.00012602864233167795,0.0017835176968173975,GRK2
GRK3,4.1373749506057615,-1.4585673470230727,0.7983700866959648,1.8269313584371858,0.06771009064691617,0.16689013536162609,GRK3
ADSL,0.14909930620814077,-1.2928012321832247,3.778122360079657,0.34218087954037774,0.7322147735996003,,ADSL
ADSS2,1.5656547417864934,-0.8116930116372555,1.2342823927535043,0.6576234226484319,0.5107801399318734,0.6598694824937712,ADSS2
AP2A1,0.47070385721904445,-2.972808379829438,2.3897205411318923,1.2439983373208006,0.21350017486468661,,AP2A1
AP2A2,0.5135359630181014,-2.090975995787318,2.2378321902829095,0.9343756895028731,0.3501101333985209,,AP2A2
AP1B1,2.3594864868709275,-1.5569976901630385,1.0150084436423832,1.5339751111583992,0.12503577588682319,0.2558240152842409,AP1B1
AP2B1,7.198831959330143,-0.7414065601012101,0.565443518608421,1.3111947271512479,0.18979198334651026,0.3397615806049753,AP2B1
AP1G1,12.721857120321298,-0.9169956136236752,0.47170718826399655,1.9439933001624468,0.0518962590378392,0.14001429116349548,AP1G1
AEBP1,0.0,-0.0,,,0.0,,AEBP1
TLE5,2.817115451575599,-2.4118177620311023,0.9973216621379274,2.418294772481893,0.015593438993125241,0.06366267880661666,TLE5
AFG3L1P,5.159108918842792,-2.0025204755913424,0.7169564702426012,2.7930851574764874,0.005220794588279598,0.030209452299869006,AFG3L1P
AGA,0.5242390138609251,-3.108428039177482,2.120895962105878,1.4656202353702747,0.14275177537691144,,AGA
AGL,0.7679544348556429,1.3133604567444683,1.9939049639330177,-0.6586875906832783,0.5100964032537132,0.6597970383555286,AGL
AGRP,0.0,-0.0,,,0.0,,AGRP
JAG1,0.47338713450876063,-0.7337045861841553,2.2275164153899616,0.3293823475844998,0.7418667086556513,,JAG1
AGT,0.1975921508931115,0.2715004024027357,3.463264644844718,-0.07839435626349858,0.9375143627658052,,AGT
AHCY,4.05662110880237,-2.8210250922830227,0.9186424941742849,3.070862833118427,0.0021344118029064797,0.015584299511656297,AHCY
AHR,13.553607459899478,1.6539227346174863,0.44287778734072375,-3.7344901503155694,0.00018809585217659732,0.0024549919773722726,AHR
AIF1,0.0,-0.0,,,0.0,,AIF1
CRYBG1,0.9297531189529357,-0.1457058001249257,1.4954692952801572,0.09743148895452887,0.9223837391107251,0.9530289740852816,CRYBG1
AK1,0.08669154971190596,-0.4509354586329889,3.814096339419642,0.11822864933233539,0.905886490263612,,AK1
AK2,15.879045347437682,-2.3580115096887666,0.4343829252404748,5.42841666343899,5.6856182565595466e-08,3.004630570966468e-06,AK2
AK4,0.5260360682898274,1.9953544535741516,2.3344809873516534,-0.8547315075107024,0.3926998035925412,,AK4
AKT1,3.286555276809056,-2.227380531141253,0.9373789730440015,2.3761793204173967,0.017492959277134068,0.0688189668251149,AKT1
AKT2,2.2631181727048992,-3.040047828829352,1.2307225945459368,2.4701324590135996,0.013506303061738967,0.05818178903905112,AKT2
ALAD,2.247292070818074,-3.0644817646623532,1.2335967257735923,2.484184418324074,0.012984854279280636,0.05665504837674582,ALAD
ALAS1,2.0254800603892504,0.6777360044026968,1.1201828361744441,-0.6050226646189695,0.545163937419483,0.6879216249113836,ALAS1
ALCAM,2.4741745675984226,0.01727089894275685,0.9974929490668764,-0.01731430679175551,0.9861858721451947,0.9923577411186734,ALCAM
ABCD1,1.365299694467889,-4.495908720698931,1.5551226861343548,2.891031531328652,0.003839795927887712,0.02406081080186355,ABCD1
ALDH1A1,0.0,-0.0,,,0.0,,ALDH1A1
ALDH2,0.09644200418730911,-0.45093568247036053,3.8140963303587805,0.11822870830007128,0.9058864435418486,,ALDH2
ALDH1B1,12.734852372532645,-1.1291296347877646,0.46418632318785746,2.4324922523208485,0.01499531231961298,0.0622293109276855,ALDH1B1
ALDH1A3,4.403542327990014,-2.4578827455430257,0.7986200376320157,3.0776622545445784,0.0020863122618376487,0.01532192591127999,ALDH1A3
ALDH3B1,0.58664677035716,-3.273106949402943,2.0583039151029716,1.5901961442070123,0.1117905993783231,,ALDH3B1
ALDH9A1,3.9460588190347905,-0.33131068503307914,0.769538900174554,0.43053143246940234,0.666809106941812,0.7761978467589761,ALDH9A1
ALDH3A2,2.0338265163915277,-1.9053411491122079,1.1125731564870465,1.7125535862543448,0.0867946982886189,0.19708760065116976,ALDH3A2
ABCD2,0.20230029341160474,1.958334754234669,3.728412341982764,-0.5252462910776734,0.5994119886943396,,ABCD2
ALDOA,12.975863903669259,-0.9364915536999348,0.4345947058512642,2.154861854254708,0.031172646192948635,0.0996074787653754,ALDOA
ALDOB,0.0,-0.0,,,0.0,,ALDOB
ALDOC,0.08669154971190596,-0.4509354586329889,3.814096339419642,0.11822864933233539,0.905886490263612,,ALDOC
AKR1B1,0.6278818492804503,1.2354457631044453,1.972871914381744,-0.6262169145895149,0.5311726742063647,,AKR1B1
ALOX12,2.0986846123410166,0.3705510765216492,1.087678932291696,-0.34068056806148933,0.733344068926926,0.8248827071689318,ALOX12
ALOX5AP,1.435097990223194,0.22820322159079337,1.3917727776621571,-0.16396586084556114,0.8697580191310699,0.9217770183705731,ALOX5AP
ALOX12B,0.0,-0.0,,,0.0,,ALOX12B
ALOX15,0.0,-0.0,,,0.0,,ALOX15
ALOX15B,0.0,-0.0,,,0.0,,ALOX15B
ALX3,0.0,-0.0,,,0.0,,ALX3
AMD1,17.76789081914831,-1.0300780139648276,0.3653480749478338,2.819442839850483,0.004810709818675928,0.02824750124299455,AMD1
AMFR,2.1603470218272403,-0.09055548238533913,1.0133611188947662,0.0893615125909947,0.9287946095628441,0.9575147661258432,AMFR
AMH,0.0,-0.0,,,0.0,,AMH
AMPD2,2.2946229480831835,-5.2357467195783975,1.3618194347282584,3.8446702889235493,0.00012071463397064898,0.001717967022441044,AMPD2
AMPD3,0.7820898409521078,0.5669325439883667,1.998956035343379,-0.2836143136539666,0.7767059666509306,0.8551944908232951,AMPD3
BIN1,0.0,-0.0,,,0.0,,BIN1
AMT,0.20175660822897243,-1.7472956770434693,3.3490366743282745,0.5217308279832228,0.6018577572279298,,AMT
ANG,0.0,-0.0,,,0.0,,ANG
ANGPT1,0.05265730202083165,-0.4210046998894052,3.815317660200655,0.11034591019277376,0.9121350484750342,,ANGPT1
ANGPT2,0.0,-0.0,,,0.0,,ANGPT2
ANK1,0.0,-0.0,,,0.0,,ANK1
ANK2,0.0,-0.0,,,0.0,,ANK2
ANK3,0.0,-0.0,,,0.0,,ANK3
ANPEP,0.0,-0.0,,,0.0,,ANPEP
SLC25A4,0.0,-0.0,,,0.0,,SLC25A4
SLC25A5,3.255017963617774,-0.4766862329105343,0.8566695509633748,0.5564411999638283,0.577909280548141,0.7132550111223749,SLC25A5
SLC25A6,33.834532778038714,-2.3335019772859287,0.32085674687683385,7.2727221727448415,3.5231445525042027e-13,7.395667606465072e-11,SLC25A6
ANXA1,0.5855991866025704,1.5739324497479963,2.2011546225875755,-0.7150485629663554,0.4745790359997503,,ANXA1
ANXA2,1.41960098186412,0.32177398749418307,1.4012592737266976,-0.22963201280974505,0.8183777288956233,0.8871665406991011,ANXA2
ANXA2P1,0.2320102814491717,-0.505212751915573,3.0082384764442027,0.16794305234495388,0.8666280802348822,,ANXA2P1
ANXA3,0.0,-0.0,,,0.0,,ANXA3
ANXA4,0.09644200418730911,-0.45093568247036053,3.8140963303587805,0.11822870830007128,0.9058864435418486,,ANXA4
ANXA5,0.5715543774814886,3.3369909092850283,2.2370099412255926,-1.4917193025332682,0.1357727466975987,,ANXA5
ANXA6,0.6635878655936627,-3.4519920004371905,1.9469462539330826,1.773028913080534,0.07622391599822176,,ANXA6
ANXA7,0.33913030815950224,1.4552581144736818,2.6660561354156593,-0.5458467641180389,0.5851712748608562,,ANXA7
ANXA11,1.04679332927221,-2.3384469501290486,1.5970216519844223,1.464255006952065,0.1431242856634764,0.27861675083948767,ANXA11
AOAH,0.1975921508931115,0.2715004024027357,3.463264644844718,-0.07839435626349858,0.9375143627658052,,AOAH
AOC2,0.09644200418730911,-0.45093568247036053,3.8140963303587805,0.11822870830007128,0.9058864435418486,,AOC2
AOX1,0.0,-0.0,,,0.0,,AOX1
APAF1,2.7133321337170373,0.06328295919069567,0.9610656712148309,-0.06584665448585122,0.9474999118989824,0.9696989212108085,APAF1
NUDT2,0.15797190606249495,-1.441427731942751,3.7640322337514256,0.3829477651699468,0.7017584944322965,,NUDT2
APBA2,0.05265730202083165,-0.4210046998894052,3.815317660200655,0.11034591019277376,0.9121350484750342,,APBA2
APBB1,1.4865467590349197,-2.165148205336215,1.3264339396650349,1.632307603560703,0.10261470226797269,0.2219402704748339,APBB1
APBB2,0.08669154971190596,-0.4509354586329889,3.814096339419642,0.11822864933233539,0.905886490263612,,APBB2
APC,0.8373950724165713,0.9233582246778899,1.6625229124509764,-0.5553957889919411,0.5786239722698432,0.7137843331028522,APC
APEH,1.0476001731008013,-4.121060746621666,1.68301790363811,2.4486137299629074,0.014340714818434633,0.06034119258513949,APEH
APEX1,5.183051809355904,-2.772023034638813,0.7716000907001533,3.592564423007606,0.00032743966717438514,0.00381272968387801,APEX1
BIRC2,1.055380037361734,1.2467645336021018,1.6663430012944358,-0.7482040208009995,0.45433710612564954,0.6111472963673075,BIRC2
BIRC3,1.1745502287738656,4.397868998773295,1.6965969415736362,-2.5921707690302456,0.009537241754144821,0.045789667049601274,BIRC3
XIAP,5.916383283549926,-1.0940125939898642,0.6278301810969755,1.7425294720275346,0.08141583901426813,0.1883020283396145,XIAP
BIRC5,9.672393831519988,-0.7217462614735539,0.5257165404961867,1.3728810221423673,0.16978933727774115,0.31402301072146105,BIRC5
APLP1,0.0,-0.0,,,0.0,,APLP1
APLP2,5.283034916645349,-1.7505920288708463,0.7331900426954016,2.387637484048753,0.016957058980304123,0.06744447090218855,APLP2
APOA1,0.0,-0.0,,,0.0,,APOA1
APOC1,0.14909930620814077,-1.2928012321832247,3.778122360079657,0.34218087954037774,0.7322147735996003,,APOC1
AQP8,0.0,-0.0,,,0.0,,AQP8
APOC2,4.168981371572564,-2.292736340394264,0.8296734056131579,2.763420310790667,0.005719905759766052,0.0322577073332478,APOC2
APOC4,0.0,-0.0,,,0.0,,APOC4
APOE,0.05265730202083165,-0.4210046998894052,3.815317660200655,0.11034591019277376,0.9121350484750342,,APOE
APP,1.343154174185348,0.47803850844042667,1.28251995233836,-0.37273377897072163,0.7093465932401788,0.8067016110031651,APP
APRT,2.169838316059461,-4.382194804063842,1.3736296768362422,3.1902301456946955,0.0014215953505789024,0.011613627428135057,APRT
FAS,0.0,-0.0,,,0.0,,FAS
SHROOM2,0.0,-0.0,,,0.0,,SHROOM2
AQP1,0.6667346441827628,2.3788046269247376,2.069555902628636,-1.1494275771450826,0.250379714132709,,AQP1
AQP3,0.10115014670580237,1.2514407536161674,3.8169464703114317,-0.32786437099655213,0.7430142138177147,,AQP3
AQP6,0.0,-0.0,,,0.0,,AQP6
AR,0.0,-0.0,,,0.0,,AR
ARAF,1.9896329030402622,-0.8942237628690419,1.1014553509384357,0.8118565696804384,0.4168739375103382,0.5762422436008096,ARAF
ARCN1,16.74897956135332,-0.5037281720237663,0.380035380160637,1.3254770432448832,0.18501297865190383,0.3332085509228878,ARCN1
TRIM23,1.9874341093155292,-0.2652993346741369,1.068975673332495,0.24818089063437274,0.8039944509783975,0.876231045001983,TRIM23
ARF1,30.558032677947242,-1.0967396231480657,0.3168307606673652,3.461594514490695,0.0005369855326224174,0.005566529039818393,ARF1
ARF3,5.21769562598548,-1.9985172381012404,0.7821515278419273,2.5551535309474462,0.010614096969897962,0.04923924542757452,ARF3
ARF4,5.7890698113259775,0.28155736359428146,0.627289482243557,-0.44884757606211784,0.6535416156967174,0.767132414520414,ARF4
ARL4D,0.11433295643484673,1.2514407536161674,3.8169464703114317,-0.32786437099655213,0.7430142138177147,,ARL4D
ARF5,0.8290259332107387,-1.9636158675932553,1.7515186508448726,1.1210933247248462,0.26224813978666045,0.4222904735494978,ARF5
ARF6,43.761833359869826,-0.03015247090509062,0.25938868169815726,0.11624435849586581,0.9074588820260543,0.94243126492033,ARF6
ARG2,0.0,-0.0,,,0.0,,ARG2
RHOA,24.967986957528137,-0.5752781573949525,0.32499361135821975,1.7701214340513913,0.07670691364158516,0.18109157962807218,RHOA
RHOB,12.652125270579631,0.5417098803334007,0.47213500768562877,-1.1473622407048842,0.25123194007977356,0.41103264152042623,RHOB
RHOC,0.11433295643484673,1.2514407536161674,3.8169464703114317,-0.32786437099655213,0.7430142138177147,,RHOC
RND3,0.21548310314064908,2.0002496751999366,3.3442869416969185,-0.5981094655068663,0.5497668948216645,,RND3
RHOG,16.715135856215383,-1.612678427594276,0.39861196318493136,4.045735142289477,5.2159179458174036e-05,0.0008857683576751038,RHOG
ARHGAP1,9.170720494414862,-2.7173226567364077,0.5816267557805308,4.671935446108937,2.9837474368552725e-06,7.802138193880725e-05,ARHGAP1
ARHGAP4,0.7795307787317782,-3.672328237499792,1.8862979550386518,1.9468442022588859,0.051553415810391134,0.13943778213282956,ARHGAP4
ARHGAP5,0.0,-0.0,,,0.0,,ARHGAP5
ARHGAP6,0.0,-0.0,,,0.0,,ARHGAP6
ARHGDIA,41.03195956527469,-2.5191021216517386,0.3058934314083719,8.235227902912055,1.7921613439114415e-16,6.771681637969382e-14,ARHGDIA
ARHGDIB,72.6809603129474,-1.1598493289293803,0.2501656154812296,4.636325926319822,3.5465659979154824e-06,8.997205175143445e-05,ARHGDIB
RHOH,2.9508119810149926,-0.3468203195849652,0.9154771236886655,0.37884105523854844,0.704805898111435,0.8041710389072777,RHOH
ARL1,2.43205711889,-2.088442818351176,1.0658856964008425,1.959349698943502,0.05007184716713691,0.1372791482574276,ARL1
PHOX2A,0.0,-0.0,,,0.0,,PHOX2A
ARL2,0.58664677035716,-3.273106949402943,2.0583039151029716,1.5901961442070123,0.1117905993783231,,ARL2
ARL3,0.44917808303946105,-1.7998686270775135,2.364359023608055,0.7612501354937548,0.44650767794010193,,ARL3
ARNT,3.240960348720109,0.5908102016970801,0.890965352413298,-0.663112432034301,0.5072585490619145,0.6575219305764817,ARNT
ARNTL,0.15380744872663402,0.3003161986560375,3.800320411940006,-0.0790239153815798,0.9370136008206725,,ARNTL
ARRB1,11.398465816171301,-1.9139867284144636,0.4891616309747932,3.9127899802776898,9.123587855848818e-05,0.0013817024734799502,ARRB1
ARRB2,1.596025820412444,-3.0117815181151704,1.4218206241349165,2.118257019901958,0.03415330649745223,0.10662519757336751,ARRB2
ARSA,0.45208080288928715,-2.8978493569687154,2.4453542736469327,1.1850427515547448,0.23600054415669292,,ARSA
ARSB,3.4615193062135576,0.7487709199160935,0.861624594656315,-0.8690222221601779,0.38483497616000306,0.546952603229208,ARSB
STS,0.28428370060501745,-0.818460333373299,2.801747678765546,0.292124926015434,0.7701911092771166,,STS
ARSD,1.7364598708340402,-1.7964988293014517,1.3185385111078476,1.362492497691264,0.1730425102009983,0.31770705772326147,ARSD
ARSL,0.0,-0.0,,,0.0,,ARSL
ARSF,0.0,-0.0,,,0.0,,ARSF
ARVCF,0.09644200418730911,-0.45093568247036053,3.8140963303587805,0.11822870830007128,0.9058864435418486,,ARVCF
ASAH1,0.43321483625574697,-1.6278537834649185,2.367264596441479,0.6876518095661727,0.4916720737596899,,ASAH1
ASCL2,1.857133344509231,-2.0562199014794604,1.239966125748793,1.6582871570283797,0.0972595200092805,0.21347377075519394,ASCL2
ASGR1,0.0,-0.0,,,0.0,,ASGR1
ASGR2,0.0,-0.0,,,0.0,,ASGR2
ASIP,0.0,-0.0,,,0.0,,ASIP
ASL,0.5260444365295923,-1.008658887065131,2.024101086243967,0.49832436429193055,0.6182554377603531,,ASL
GET3,0.48307982311949754,-0.5945649841201117,2.316169455777067,0.2567018499605579,0.7974089433315391,,GET3
ASNS,0.20175660822897243,-1.7472956770434693,3.3490366743282745,0.5217308279832228,0.6018577572279298,,ASNS
ASPH,2.6775509829470656,-1.1092661719777923,0.9437385438308988,1.1753956423936767,0.2398364660533872,0.39920693103675575,ASPH
ASS1,0.32719054815044596,-1.175460628950831,2.63047588209558,0.4468623479696743,0.6549744511251168,,ASS1
ZFHX3,1.452424113230423,4.710009751915303,1.7181404241056122,-2.7413415608139977,0.006118886312950196,0.03365387472122608,ZFHX3
ATF1,1.1668057123590172,-0.7879821080702555,1.3681836818125486,0.5759329822048082,0.5646604811898914,0.7026410762970541,ATF1
ATF3,6.736260478517534,0.1760230502078543,0.6011525765826043,-0.29280927515689853,0.7696679382851184,0.8504370734755436,ATF3
ATF4,5.79390870191974,-1.2050447805688582,0.6600560411011502,1.825670406043888,0.0678999234930878,0.1672489314984565,ATF4
ATIC,0.1053146040416633,-0.9847771518845181,3.795373071996391,0.2594678133621575,0.7952743130503591,,ATIC
ATM,2.7189758191111473,-2.437537065390163,1.055106251212458,2.310229005457135,0.020875479017012824,0.0772056689867972,ATM
RERE,1.789030553006089,-1.2077371353429307,1.1233451490133959,1.0751256071240918,0.28231849623946087,0.4433023724544246,RERE
ATOX1,0.34110545996171004,-2.505934823219557,2.5133622231885213,0.9970448350419058,0.3187427478021241,,ATOX1
ATP1A1,1.982003352905896,-1.433588396455081,1.1244127105987007,1.274966373949791,0.2023211441363895,0.3551546774073625,ATP1A1
ATP1A2,0.0,-0.0,,,0.0,,ATP1A2
ATP1A3,0.4627091119857393,-2.899747071343087,2.4432544121094124,1.1868379555445299,0.23529154426154444,,ATP1A3
ATP12A,0.0,-0.0,,,0.0,,ATP12A
ATP1B1,0.0,-0.0,,,0.0,,ATP1B1
ATP1B2,0.0,-0.0,,,0.0,,ATP1B2
ATP1B3,2.3773167478522894,-0.8014648984325929,0.9891858442582873,0.8102268174223101,0.41780982717370824,0.5773247145642189,ATP1B3
FXYD2,0.0,-0.0,,,0.0,,FXYD2
ATP2A1,0.0,-0.0,,,0.0,,ATP2A1
ATP2A2,10.076266800873938,-1.4041127543163492,0.5163424065125927,2.7193442502617793,0.006541149196263395,0.03533342707374015,ATP2A2
ATP2A3,4.048404741860659,-2.6894788208209817,0.9170230369283777,2.9328367036770944,0.0033588050135307324,0.02176885890844918,ATP2A3
ATP2B1,7.1244643959887295,1.8302390111990883,0.6308925542810836,-2.9010312434019565,0.003719367922950234,0.023461822532332987,ATP2B1
ATP2B2,0.0,-0.0,,,0.0,,ATP2B2
ATP2B3,0.1053146040416633,-0.9847771518845181,3.795373071996391,0.2594678133621575,0.7952743130503591,,ATP2B3
