,FLAG_GFI1_wmot,CEBPA_wmot,HOXA9_wmot,PLAGL2,MEIS1_wmot,ETV6_wmot,RUNX1_wmot,FOSL2_wmot,FLI1_wmot,GATA2_wmot,SP1_wmot,E2F3_wmot,ZNF281_wmot,SREBF1_wmot,LMO2,STAT5B_wmot,ZMYND8,LYL1_wmot,MYC_wmot,TFAP4_wmot,RUNX2_wmot,MAX_wmot,IRF8_wmot,MYB_wmot,ZEB2_wmot,RXRA_wmot,SPI1_wmot,MEF2C_wmot,FLAG_MEF2D_wmot,ELF2_wmot,JUND_wmot,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1_wmot,MLL_KTM2A,RARA_wmot,IKZF1_wmot,AFF4,CTCF_wmot,BRD4,CEBPB_wmot,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer,MYC-rmIRF8,MED1-rmIRF8,MYC-rmMEF2D,MEF2C-rmMEF2D,MEF2C-rmIRF8,IRF8-rmMEF2D,POLII_total-rmMEF2D,MED1-rmMEF2D,POLII_total-rmIRF8
FLAG_GFI1_wmot,1.0,0.0822431910787047,0.12757201646090535,0.10189404727997721,0.08818985494807313,0.12151536812008577,0.09475465313028765,0.08560864618885097,0.08286668102519923,0.08360561214683836,0.09906768201551491,0.11580902436359664,0.09727248653897078,0.1534120061570036,0.10531438582830446,0.11103448275862068,0.1150503517726583,0.10649023314429741,0.08232558139534883,0.09666358960833443,0.08221600117872403,0.08697074798769713,0.062393162393162394,0.111332751527241,0.11886418666079683,0.12445688906053877,0.06412425701765803,0.05367138623641752,0.13752362948960303,0.08993834615140152,0.1318051575931232,0.07900593471810088,0.03260869565217391,0.07024846039498832,0.11619718309859155,0.06461827986175199,0.08523958584156031,0.13398692810457516,0.08805426726193057,0.08769818212002989,0.09667071267556789,0.06768592267081693,0.13582428679626357,0.1393199075602509,0.1174785100286533,0.06004553215708594,0.08587781959122968,0.12538197981294563,0.06271606360912653,0.06983585589426561,0.05075311067452521,0.07318385211629215,0.06818181818181818,0.05838579185324594,0.07512073531702758,0.0914713995151988,0.0951169079052012,0.053430545731541434,0.06747207658992478,0.08305321517440084,0.09065667547586391,0.07584323284533266,0.10242938802958977,0.09556203433754454,0.07214371617558629,0.08484398742005018,0.10624736937045277,0.08691161280802714
CEBPA_wmot,0.2097921225382932,1.0,0.2139917695473251,0.09925947023639989,0.1557377049180328,0.15975696926375982,0.13155668358714043,0.12372013651877133,0.11016584105104459,0.17720545838939072,0.08305458686214505,0.08805856003496121,0.0917998058081031,0.12827090815802974,0.1172539095451301,0.1471264367816092,0.13647859474870097,0.14912833438353287,0.11388704318936876,0.12171963602795727,0.1387652865772801,0.10732281918722597,0.09352226720647773,0.14748784440842788,0.15804534448602245,0.13787776383122527,0.08989544014924726,0.25452749423773463,0.21392564587271581,0.09972668912476959,0.19579751671442217,0.09797230464886252,0.07608695652173914,0.11599065619027395,0.08626760563380281,0.12485749959285598,0.08090536961232844,0.05555555555555555,0.11791859910710416,0.08670208350626712,0.17903589387896654,0.1520339345112759,0.1471850542792224,0.19346318917134367,0.07991085641515441,0.07085941946499716,0.12069315185794444,0.7837762755810723,0.12116847199815625,0.11635045832445108,0.12639161755075312,0.10149888744895713,0.056818181818181816,0.15315724576546175,0.1143168717868827,0.14204118024017162,0.068872276125338,0.13860928233309755,0.1382493731479371,0.14362421967084296,0.14635533402468806,0.11911719358012364,0.14286314727639543,0.17589893100097181,0.10962116656644619,0.10053358775928478,0.10528531056460826,0.11730854360336432
HOXA9_wmot,0.008479212253829322,0.0055758095646579455,1.0,0.004058672742808317,0.017809630074671703,0.011079342387419585,0.007379206617785298,0.01564277588168373,0.004146026276114581,0.0067268883336536614,0.0024197566009536687,0.0037146290833606466,0.003354223673757613,0.009235505387378143,0.006553760301083641,0.0073563218390804595,0.009610520991401113,0.010712035286704474,0.004186046511627907,0.005209020176711064,0.005834683954619124,0.003861003861003861,0.004813315339631129,0.008602418651041017,0.005943209333039842,0.005310418074732065,0.004295197188598204,0.007902535396773132,0.013547574039067423,0.004067882794126994,0.03247373447946514,0.0044015825914935705,0.0,0.0032703334041197705,0.01056338028169014,0.005048585853102437,0.0014447387430772936,0.016339869281045753,0.005938190802305925,0.003320328712542542,0.010577423270331194,0.007629161707711557,0.008583690987124463,0.006767910201386596,0.0038204393505253103,0.0023477518497438815,0.007120805822836154,0.005185665339383277,0.0018437427978796957,0.003240247282029418,0.0016371971185330713,0.0032520722791402794,0.0,0.006186860492785601,0.00420626265773485,0.006324705357889164,0.0019087004930809608,0.006066706567277871,0.004330977889218144,0.005587811585978085,0.0059545713043187365,0.00533031820384429,0.008952589105581709,0.010285066407515387,0.005201443174984967,0.004169758648715502,0.006193253562624015,0.004426737494466578
PLAGL2,0.19570568927789933,0.074737293587819,0.11728395061728394,1.0,0.17595056218350355,0.5943531093638313,0.19482045497273923,0.21387940841865757,0.27961447340081846,0.12684989429175475,0.5179702512276706,0.5994755817764668,0.47453438079265603,0.7475628527449975,0.5145026279929921,0.3042528735632184,0.43739366349381525,0.3243016173072884,0.2510299003322259,0.3084531188184096,0.16584647119493148,0.2989333158824684,0.10953666216824112,0.35170178282009723,0.43495487563284174,0.5191657815969876,0.11822638726192025,0.11096476786302271,0.3709829867674858,0.39998728786626836,0.26552053486150906,0.2725519287833828,0.22826086956521738,0.2533871310256955,0.6126760563380281,0.22032824855690064,0.161569949434144,0.5522875816993464,0.2623206623033245,0.38490910600149414,0.22316629096584012,0.10897494583295188,0.566018682150972,0.3336084516342027,0.6440624005093919,0.18782014797951052,0.2706582238546995,0.10760255579220299,0.18529615118690942,0.23781709656789596,0.1272647893473041,0.2732963298041421,0.4318181818181818,0.0849719860687477,0.2868982707586852,0.3249003928561478,0.5190074757435978,0.12291201915229338,0.1487348985639389,0.2635438948792945,0.35546783527916237,0.18829385765260423,0.3306153328850034,0.31430191124068674,0.17746542393265183,0.36746881515247887,0.519331369129938,0.3878928729526339
MEIS1_wmot,0.2810448577680525,0.1945635856744585,0.8518518518518519,0.2919396183423526,1.0,0.38313080771979985,0.26903553299492383,0.30119453924914674,0.2532845143226362,0.24389775129732846,0.26887765995302826,0.309406751884628,0.2762821078647718,0.4279117496151873,0.34436441502822657,0.29747126436781607,0.3388053524624086,0.38164251207729466,0.23880398671096345,0.28781484900435184,0.240489170472963,0.24939467312348668,0.17669815564552407,0.381124548061339,0.32379484921857804,0.33223906536641884,0.17601631307215063,0.15047744484688838,0.3678323881537492,0.2653022309794699,0.3720152817574021,0.23939169139465874,0.09782608695652174,0.22344446803992354,0.3221830985915493,0.23344733365904854,0.1030580303395136,0.24836601307189543,0.2491872914047939,0.2486511164605296,0.3202705045951101,0.23668711282004334,0.36707902044938145,0.34136678771871903,0.30659025787965616,0.1825554923164485,0.26265858440182976,0.22761366793221594,0.18883959437658446,0.20648049456405884,0.16186422178563634,0.23092158349023156,0.10227272727272728,0.22019598935686935,0.2321545412057953,0.2722966760469198,0.2586289168124702,0.21804777191359703,0.2237291999088215,0.24789365696075435,0.2755829123875155,0.22296295208587247,0.2948470073974445,0.28271784904437963,0.20533674082982561,0.24679317290363617,0.3019662076844447,0.2662313708130441
ETV6_wmot,0.04649890590809628,0.0239652584173279,0.06378600823045268,0.11848476217601824,0.04600463479529654,1.0,0.05532054897537131,0.05716723549488054,0.09632780529829851,0.04708821833557563,0.07579531705928404,0.10772424341745876,0.08306117044752405,0.17085684966649564,0.10803971189410161,0.08045977011494253,0.10985423276773808,0.12119302667506826,0.04823920265780731,0.06507978372675723,0.04149108589951377,0.053661409593612985,0.0355825461088619,0.08677222291484853,0.10125467752586396,0.11093946123394806,0.04234457026335199,0.03424432005268357,0.09514807813484562,0.10309540456365601,0.11079274116523401,0.052176063303659745,0.021739130434782608,0.04468039923550648,0.10387323943661972,0.044134411812605176,0.00842764266795088,0.08823529411764706,0.057193012873304146,0.06113555241968955,0.062424137333102134,0.033537794867100006,0.14213582428679628,0.09755694948827996,0.09614772365488698,0.030734206033010813,0.056921378191405456,0.030465783868876748,0.0327264346623646,0.04276273715625666,0.02761405806592447,0.046262562046115854,0.06818181818181818,0.028987388322841628,0.05025704938463935,0.06438940124265136,0.07165579767774774,0.03210185537842102,0.04296785958513791,0.05232025145152137,0.06988258120630247,0.03794364253094668,0.07531943510423672,0.07928409459021704,0.03815393866506314,0.06445457436658539,0.096266009259816,0.072340268555408
RUNX1_wmot,0.27571115973741794,0.1500643362642076,0.3230452674897119,0.29514383366562236,0.24564415071667667,0.42065761258041456,1.0,0.267349260523322,0.24283868188671118,0.24197578320199883,0.2357839299693972,0.2797989730143122,0.26277694412569513,0.3494099538224731,0.31938225942508597,0.32114942528735635,0.3563709937002805,0.4587271581600504,0.25156146179401995,0.294672293287617,0.44266980993074995,0.2524703880636084,0.14853801169590644,0.34235132776461785,0.30684569667620515,0.32837694313025007,0.14477851533689098,0.16233124794204806,0.36090107120352866,0.23275916862645396,0.3438395415472779,0.23217111770524235,0.07608695652173914,0.1890422595030792,0.2711267605633803,0.22807303258961692,0.14471466409824224,0.20261437908496732,0.2777946339560487,0.22416369220552834,0.299375758626669,0.26100888034422776,0.3718757889421863,0.3248596896665566,0.24705507800063675,0.16021627774615824,0.2765396489172319,0.1896471895545884,0.2021779211799954,0.19079087614581114,0.15324165029469547,0.22720492945692838,0.1590909090909091,0.21896294373418132,0.22233992833774732,0.26276782480287536,0.217194210275171,0.2218020566951412,0.2298837474356052,0.2503383245296198,0.2670524872043622,0.24501842851059455,0.3333473436449227,0.2925170068027211,0.20037582681900182,0.2465811512774303,0.2980578437857014,0.2549063007230338
FOSL2_wmot,0.04116520787746171,0.023321895775251983,0.11316872427983539,0.05354599829108516,0.04544674276886104,0.07183702644746247,0.04418123707463809,1.0,0.03510661210424294,0.035172016144532,0.02782720091096719,0.04107942751010597,0.039191455556536324,0.08414571575166752,0.04743365128804101,0.05344827586206897,0.06138777762449993,0.08023524469649233,0.036146179401993356,0.06224449426348411,0.03686459407691174,0.03684313853805379,0.021052631578947368,0.0546066575239995,0.05480959718247854,0.06922854108332528,0.019263308603410127,0.03292723081988805,0.052772526780088216,0.031398970317167735,0.5062082139446036,0.03696834817012858,0.021739130434782608,0.021660649819494584,0.02992957746478873,0.037674393355409584,0.007223693715386468,0.0196078431372549,0.0353690780633696,0.025151489997509754,0.05106641234610716,0.047819585583936036,0.0913910628629134,0.06371739848134698,0.030563514804202482,0.0172168468981218,0.05119769249836627,0.030187980368552643,0.02941345932242452,0.02536772543167768,0.021720148439205413,0.03225175440741375,0.0,0.035109351677591015,0.031001713662564264,0.049928951547741775,0.018132654684269126,0.04273899559279613,0.036357419648962844,0.041777622560789276,0.04519452714682367,0.036857021189116164,0.05346334902488231,0.057337220602526724,0.0276458208057727,0.038941305346478675,0.05165053213877698,0.037332152870001474
FLI1_wmot,0.21047592997811815,0.1096933304739438,0.15843621399176955,0.3697664483053261,0.20187108402712214,0.6390278770550393,0.21197593532618914,0.18543799772468714,1.0,0.17374591581779741,0.34253789765852966,0.40686113842456023,0.3553711713302145,0.46023601847101075,0.3672701317240932,0.265632183908046,0.33714995171747825,0.35769796261289644,0.22465116279069766,0.2659897138335751,0.18836010019154265,0.25692035861527385,0.16738641475483582,0.30071063458421643,0.3266563944530046,0.3581152843487496,0.2523753742027854,0.10898913401382944,0.2950535601764335,0.5248840017796987,0.2335243553008596,0.2347675568743818,0.08695652173913043,0.21350605224039074,0.3890845070422535,0.22604636013245752,0.11365278112208042,0.2679738562091503,0.2618222010315981,0.2865028637835146,0.2411999306398474,0.18145198205621166,0.35647563746528654,0.32700561241333775,0.3502069404648201,0.1679709732498577,0.25281114090632534,0.13797573849430503,0.20474187600829685,0.20481773609038584,0.13927090154987995,0.23972418514805488,0.14772727272727273,0.16875419127349817,0.23452251129459417,0.26644562703741886,0.3281374264355018,0.1879862886990587,0.19546387052655573,0.23767843890513818,0.2785936506874519,0.19857270818343342,0.25,0.2296728215095562,0.18910102224894768,0.27064560585179687,0.3306475858336841,0.28961930057547586
GATA2_wmot,0.05949124726477024,0.04943169633283294,0.0720164609053498,0.046995158074622616,0.05445884473435757,0.08756254467476769,0.05917465689039293,0.05204778156996587,0.04867542537152703,1.0,0.033734253789765856,0.042390473068939144,0.04316356253861771,0.06618778860954336,0.06183894620725456,0.06988505747126436,0.06152572768657746,0.11552194917034236,0.04219269102990033,0.05261769748120797,0.050272579932223366,0.039722531247954974,0.04430949167791273,0.06632589452686698,0.053929121725731895,0.06179395577870039,0.04251811358410343,0.04906157392163319,0.08396345305608066,0.0446831500667387,0.08930276981852914,0.03654797230464886,0.06521739130434782,0.04136759396899554,0.03873239436619718,0.04643251361670557,0.02456055863231399,0.05555555555555555,0.04514325343504833,0.037893251431891754,0.06805964973122941,0.05621166346241875,0.07346629638980055,0.06652360515021459,0.04775549188156638,0.024829254410927717,0.05126529508529193,0.0475969997221965,0.03298571099331643,0.03730547857599659,0.032634795896092555,0.03970951414529183,0.09090909090909091,0.05118220953122634,0.043277769122916344,0.05447048006464016,0.032129791633529504,0.047853528483595406,0.055049008434009575,0.05018116732876413,0.056568427391028,0.040880456968326456,0.058254875588433085,0.07410106899902819,0.04359591100420926,0.04063747835612566,0.050628344657567194,0.04876789139737347
