group,replicate,fastq_1,fastq_2,antibody,control
mp299-MV411-CEBPA,1,gs://amlproject/Chip/fastqs/paired_end/mp299-MV411-CEBPA-r3_S7_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp299-MV411-CEBPA-r3_S7_R2.fastq.gz,CEBPA,mp845-MV411-INPUT
mp300-MV411-RUNX1,1,gs://amlproject/Chip/fastqs/paired_end/mp300-MV411-RUNX1-r3_S8_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp300-MV411-RUNX1-r3_S8_R2.fastq.gz,RUNX1,mp845-MV411-INPUT
mp301-MV411-PU1,1,gs://amlproject/Chip/fastqs/paired_end/mp301-MV411-PU1-r2_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp301-MV411-PU1-r2_R2.fastq.gz,PU1,mp845-MV411-INPUT
mp319-MV411-FLI1,1,gs://amlproject/Chip/fastqs/paired_end/mp319-MV411-FLI1-r1_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp319-MV411-FLI1-r1_R2.fastq.gz,FLI1,mp845-MV411-INPUT
mp320-MV411-ZEB2,1,gs://amlproject/Chip/fastqs/paired_end/mp320-MV411-ZEB2-r1_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp320-MV411-ZEB2-r1_R2.fastq.gz,ZEB2,mp845-MV411-INPUT
mp321-MV411-GFI1,1,gs://amlproject/Chip/fastqs/paired_end/mp321-MV411-GFI1-r1_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp321-MV411-GFI1-r1_R2.fastq.gz,GFI1,mp845-MV411-INPUT
mp324-MV411-MEF2D,1,gs://amlproject/Chip/fastqs/paired_end/mp324-MV411-MEF2D-r1_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp324-MV411-MEF2D-r1_R2.fastq.gz,MEF2D,mp845-MV411-INPUT
mp325-MV411-SP1,1,gs://amlproject/Chip/fastqs/paired_end/mp325-MV411-SP1-r2_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp325-MV411-SP1-r2_R2.fastq.gz,SP1,mp845-MV411-INPUT
mp845-MV411-INPUT,1,gs://amlproject/Chip/fastqs/paired_end/mp845-MV411-INPUT-r2_R1.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp845-MV411-INPUT-r2_R2.fastq.gz,,
mp874-MV411_MEF2D_NT_SC_63-FLAG_MEF2D,1,gs://amlproject/Chip/fastqs/paired_end/mp874-MV411_MEF2D_NT_SC_63-FLAG_MEF2D-r2_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp874-MV411_MEF2D_NT_SC_63-FLAG_MEF2D-r2_R2_001.fastq.gz,FLAG_MEF2D,mp845-MV411-INPUT
mp875-MV411_MEF2C_NT-FLAG_MEF2C,1,gs://amlproject/Chip/fastqs/paired_end/mp875-MV411_MEF2C_NT-FLAG_MEF2C-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp875-MV411_MEF2C_NT-FLAG_MEF2C-r1_R2_001.fastq.gz,FLAG_MEF2C,mp845-MV411-INPUT
mp876-MV411-ZFP281,1,gs://amlproject/Chip/fastqs/paired_end/mp876-MV411-ZFP281-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp876-MV411-ZFP281-r1_R2_001.fastq.gz,ZFP281,mp845-MV411-INPUT
mp877-MV411-PLAGL2,1,gs://amlproject/Chip/fastqs/paired_end/mp877-MV411-PLAGL2-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp877-MV411-PLAGL2-r1_R2_001.fastq.gz,PLAGL2,mp845-MV411-INPUT
mp878-MV411-HEX,1,gs://amlproject/Chip/fastqs/paired_end/mp878-MV411-HEX-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp878-MV411-HEX-r1_R2_001.fastq.gz,HEX,mp845-MV411-INPUT
mp879-MV411-FOSL2,1,gs://amlproject/Chip/fastqs/paired_end/mp879-MV411-FOSL2-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp879-MV411-FOSL2-r1_R2_001.fastq.gz,FOSL2,mp845-MV411-INPUT
mp880-MV411-RARA,1,gs://amlproject/Chip/fastqs/paired_end/mp880-MV411-RARA-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp880-MV411-RARA-r1_R2_001.fastq.gz,RARA,mp845-MV411-INPUT
mp913-MV411-TFP4,1,gs://amlproject/Chip/fastqs/paired_end/mp913-MV411-TFP4-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp913-MV411-TFP4-r1_R2_001.fastq.gz,TFP4,mp845-MV411-INPUT
mp914-MV411-RXRA,1,gs://amlproject/Chip/fastqs/paired_end/mp914-MV411-RXRA-r1_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp914-MV411-RXRA-r1_R2_001.fastq.gz,RXRA,mp845-MV411-INPUT
mp915-MV411_MEF2C_NT-MEF2C,1,gs://amlproject/Chip/fastqs/paired_end/mp915-MV411_MEF2C_NT-MEF2C-r2_R1_001.fastq.gz,gs://amlproject/Chip/fastqs/paired_end/mp915-MV411_MEF2C_NT-MEF2C-r2_R2_001.fastq.gz,MEF2C,mp845-MV411-INPUT
