group,replicate,fastq_1,fastq_2,antibody,control
MV411_RNP_AAVS1-H3K27AC,1, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp893-MV411_RNP_AAVS1-H3K27AC-r3_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp893-MV411_RNP_AAVS1-H3K27AC-r3_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_AAVS1-H3K27AC,2, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp894-MV411_RNP_AAVS1-H3K27AC-r4_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp894-MV411_RNP_AAVS1-H3K27AC-r4_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2C-H3K27AC,1, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp895-MV411_RNP_MEF2C-H3K27AC-r1_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp895-MV411_RNP_MEF2C-H3K27AC-r1_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2C-H3K27AC,2, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp896-MV411_RNP_MEF2C-H3K27AC-r2_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp896-MV411_RNP_MEF2C-H3K27AC-r2_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2D-H3K27AC,1, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp897-MV411_RNP_MEF2D-H3K27AC-r3_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp897-MV411_RNP_MEF2D-H3K27AC-r3_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2D-H3K27AC,2, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp898-MV411_RNP_MEF2D-H3K27AC-r4_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp898-MV411_RNP_MEF2D-H3K27AC-r4_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2C_MEF2D-H3K27AC,1, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp899-MV411_RNP_MEF2C_MEF2D-H3K27AC-r1_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp899-MV411_RNP_MEF2C_MEF2D-H3K27AC-r1_R2_001.fastq.gz,H3K27AC,INPUT
MV411_RNP_MEF2C_MEF2D-H3K27AC,2, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp900-MV411_RNP_MEF2C_MEF2D-H3K27AC-r2_R1_001.fastq.gz, gs://amlproject/Chip/chipseq_MEF2CMEF2D_degraded/fastqs/mp900-MV411_RNP_MEF2C_MEF2D-H3K27AC-r2_R2_001.fastq.gz,H3K27AC,INPUT
INPUT,1,gs://amlproject/Chip/IRF2BP2_degraded_rep3/fastqs/mp845-MV411-INPUT-r2_R1.fastq.gz,gs://amlproject/Chip/IRF2BP2_degraded_rep3/fastqs/mp845-MV411-INPUT-r2_R2.fastq.gz,,
