Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20220602_10_MYB-dTAG_1h_MONOMAC1_DMSO_B_MP10090_S56_R1_001	65.88672573799693	46.0	150.0	36.36363636363637	42435197.0
20220602_10_MYB-dTAG_1h_MONOMAC1_DMSO_B_MP10090_S56_R2_001	60.85545156636512	47.0	150.0	18.181818181818183	42435197.0
20220602_11_MYB-dTAG_1h_MONOMAC1_DMSO_C_MP10090_S57_R1_001	64.78479432918422	48.0	150.0	36.36363636363637	56208605.0
20220602_11_MYB-dTAG_1h_MONOMAC1_DMSO_C_MP10090_S57_R2_001	62.08718783886912	48.0	150.0	18.181818181818183	56208605.0
20220602_12_MYB-dTAG_1h_MONOMAC1_DMSO_D_MP10090_S58_R1_001	62.07103916757378	48.0	150.0	36.36363636363637	51400264.0
20220602_12_MYB-dTAG_1h_MONOMAC1_DMSO_D_MP10090_S58_R2_001	59.89292258829076	48.0	150.0	18.181818181818183	51400264.0
20220602_13_MYB-dTAG_1h_MONOMAC1_VHL_A_MP10090_S59_R1_001	64.29541820269743	48.0	150.0	36.36363636363637	46620425.0
20220602_13_MYB-dTAG_1h_MONOMAC1_VHL_A_MP10090_S59_R2_001	61.38830847049272	48.0	150.0	18.181818181818183	46620425.0
20220602_14_MYB-dTAG_1h_MONOMAC1_VHL_B_MP10090_S60_R1_001	75.38672876985711	47.0	150.0	36.36363636363637	47805523.0
20220602_14_MYB-dTAG_1h_MONOMAC1_VHL_B_MP10090_S60_R2_001	72.4235012558745	48.0	150.0	18.181818181818183	47805523.0
20220602_15_MYB-dTAG_1h_MONOMAC1_VHL_C_MP10090_S61_R1_001	56.84164239520217	48.0	150.0	36.36363636363637	30865508.0
20220602_15_MYB-dTAG_1h_MONOMAC1_VHL_C_MP10090_S61_R2_001	54.277551271072504	48.0	150.0	18.181818181818183	30865508.0
20220602_16_MYB-dTAG_1h_MONOMAC1_VHL_D_MP10090_S62_R1_001	58.71467562568743	47.0	150.0	36.36363636363637	46325711.0
20220602_16_MYB-dTAG_1h_MONOMAC1_VHL_D_MP10090_S62_R2_001	55.582055658586796	47.0	150.0	18.181818181818183	46325711.0
20220602_17_MYB-dTAG_1h_NOMO1_DMSO_A_MP10090_S63_R1_001	67.33103193043186	48.0	150.0	36.36363636363637	48218812.0
20220602_17_MYB-dTAG_1h_NOMO1_DMSO_A_MP10090_S63_R2_001	64.25380958199094	48.0	150.0	18.181818181818183	48218812.0
20220602_18_MYB-dTAG_1h_NOMO1_DMSO_B_MP10090_S64_R1_001	66.32315173950582	46.0	150.0	36.36363636363637	51433622.0
20220602_18_MYB-dTAG_1h_NOMO1_DMSO_B_MP10090_S64_R2_001	62.81805359158052	46.0	150.0	18.181818181818183	51433622.0
20220602_19_MYB-dTAG_1h_NOMO1_DMSO_C_MP10090_S65_R1_001	70.17427440862312	48.0	150.0	36.36363636363637	56572742.0
20220602_19_MYB-dTAG_1h_NOMO1_DMSO_C_MP10090_S65_R2_001	67.70936744409232	49.0	150.0	18.181818181818183	56572742.0
20220602_1_MYB-dTAG_1h_MV411_DMSO_A_MP10090_S48_R1_001	70.17358725287215	47.0	150.0	36.36363636363637	55257589.0
