Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20220602_1_MYB-dTAG_1h_MV411_DMSO_A_MP10090_S48_R2_001	67.59858170760677	48.0	150.0	18.181818181818183	55257589.0
20220602_20_MYB-dTAG_1h_NOMO1_DMSO_D_MP10090_S66_R1_001	64.50596004745191	47.0	150.0	36.36363636363637	70685825.0
20220602_20_MYB-dTAG_1h_NOMO1_DMSO_D_MP10090_S66_R2_001	62.26614585876047	47.0	150.0	18.181818181818183	70685825.0
20220602_21_MYB-dTAG_1h_NOMO1_VHL_A_MP10090_S67_R1_001	66.97627717814956	48.0	150.0	36.36363636363637	46090677.0
20220602_21_MYB-dTAG_1h_NOMO1_VHL_A_MP10090_S67_R2_001	65.21561544767593	48.0	150.0	18.181818181818183	46090677.0
20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R1_001	76.37429238969133	47.0	150.0	36.36363636363637	44066020.0
20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R2_001	71.3407993887443	48.0	150.0	18.181818181818183	44066020.0
20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R1_001	61.27081974696411	47.0	150.0	36.36363636363637	60081596.0
20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R2_001	58.922095256149056	47.0	150.0	18.181818181818183	60081596.0
20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R1_001	65.18965896640331	49.0	150.0	36.36363636363637	52717374.0
20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R2_001	61.60586998692073	49.0	150.0	18.181818181818183	52717374.0
20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R1_001	63.800682411929216	48.0	150.0	36.36363636363637	47778740.0
20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R2_001	60.48381255885336	48.0	150.0	18.181818181818183	47778740.0
20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R1_001	65.26758545221907	45.0	150.0	36.36363636363637	49581532.0
20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R2_001	63.56508409435597	46.0	150.0	18.181818181818183	49581532.0
20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R1_001	63.162364977340374	48.0	150.0	36.36363636363637	51737620.0
20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R2_001	61.748996488213876	48.0	150.0	18.181818181818183	51737620.0
20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R1_001	63.569572300936535	48.0	150.0	36.36363636363637	54966679.0
20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R2_001	60.99016659034939	48.0	150.0	18.181818181818183	54966679.0
20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R1_001	69.18889429697643	48.0	150.0	36.36363636363637	50398077.0
20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R2_001	67.24460540606584	48.0	150.0	18.181818181818183	50398077.0
20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R1_001	67.02424376530685	48.0	150.0	36.36363636363637	65952189.0
20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R2_001	65.62840384779727	48.0	150.0	18.181818181818183	65952189.0
20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R1_001	72.23966808889308	47.0	150.0	36.36363636363637	42839946.0
20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R2_001	69.02255125951832	47.0	150.0	18.181818181818183	42839946.0
20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R1_001	69.74939193179065	47.0	150.0	36.36363636363637	65473586.0
20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R2_001	68.27021979709896	48.0	150.0	18.181818181818183	65473586.0
20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R1_001	64.2867236584555	48.0	150.0	36.36363636363637	54478018.0
20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R2_001	60.73576469953131	48.0	150.0	18.181818181818183	54478018.0
20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R1_001	69.72607773703868	48.0	150.0	36.36363636363637	47324479.0
20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R2_001	67.07435132867747	48.0	150.0	18.181818181818183	47324479.0
20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R1_001	69.27224499182452	45.0	150.0	36.36363636363637	48430713.0
20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R2_001	65.58790836280521	46.0	150.0	18.181818181818183	48430713.0
20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R1_001	68.61339968569054	48.0	150.0	36.36363636363637	75164250.0
20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R2_001	66.32631705702642	48.0	150.0	18.181818181818183	75164250.0
20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R1_001	66.17003223893369	48.0	150.0	36.36363636363637	60407199.0
20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R2_001	63.49825552393467	48.0	150.0	18.181818181818183	60407199.0
20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R1_001	69.15043913262812	48.0	150.0	36.36363636363637	45689589.0
20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R2_001	65.56755053611477	48.0	150.0	18.181818181818183	45689589.0
20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R1_001	69.94537590871448	46.0	150.0	36.36363636363637	50099447.0
20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R2_001	66.39109387210925	47.0	150.0	18.181818181818183	50099447.0
20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R1_001	73.12942449274833	46.0	150.0	36.36363636363637	56285415.0
20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R2_001	69.97915107944148	47.0	150.0	18.181818181818183	56285415.0
20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R1_001	67.87189064976528	48.0	150.0	36.36363636363637	64077498.0
20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R2_001	64.50917349542664	48.0	150.0	18.181818181818183	64077498.0
20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R1_001	62.287707172716026	47.0	150.0	36.36363636363637	57784781.0
20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R2_001	58.62472886515301	47.0	150.0	18.181818181818183	57784781.0
20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R1_001	66.52618909985358	48.0	150.0	36.36363636363637	55762600.0
20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R2_001	64.03631187870852	48.0	150.0	18.181818181818183	55762600.0
20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R1_001	76.23131117319204	47.0	150.0	36.36363636363637	47762898.0
20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R2_001	72.99960090694782	48.0	150.0	18.181818181818183	47762898.0
20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R1_001	69.21391267433248	48.0	150.0	36.36363636363637	72279425.0
20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R2_001	65.28105343099331	48.0	150.0	18.181818181818183	72279425.0
20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R1_001	64.73625265510142	48.0	150.0	36.36363636363637	57737466.0
20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R2_001	61.1255229847883	48.0	150.0	18.181818181818183	57737466.0
20220602_9_MYB-dTAG_1h_MONOMAC1_DMSO_A_MP10090_S55_R1_001	66.44058710940669	48.0	150.0	36.36363636363637	53728541.0
20220602_9_MYB-dTAG_1h_MONOMAC1_DMSO_A_MP10090_S55_R2_001	65.22749868670256	48.0	150.0	18.181818181818183	53728541.0
