	IBET+SGC1	IBET+SGC2	DMSO1	DMSO2	SGC1	SGC2	IBET1	IBET2
ENSG00000152784	8.986396044	9.21325142	17.22200979	13.13460643	12.34312091	9.969827641	13.49595053	9.591145846
ENSG00000152795	180.6154662	203.2415761	227.9010744	227.4360798	208.320418	233.4556397	178.6031264	194.9385121
ENSG00000152804	24.57391017	18.22023602	25.25190393	23.78055059	19.66428576	18.86183608	29.54337429	22.23679674
ENSG00000152818	56.13723949	65.45533845	73.64258176	68.16169443	79.56472545	75.01621663	65.06256747	65.12204759
ENSG00000152904	21.52297324	21.45174958	19.12382683	18.3193195	17.42558246	19.72409144	21.75466652	22.48115714
ENSG00000152926	40.1614243	47.99141411	42.15694422	43.27507171	38.11846162	33.78963206	49.4180079	46.91719751
ENSG00000152931	2.440749543	2.200179444	2.271614789	3.110827839	2.420219785	1.993965528	2.685761299	2.382513936
ENSG00000152939	8.320737078	7.356850015	6.920500868	7.673375336	6.776615399	8.406989794	7.318699539	8.980244837
ENSG00000152942	19.02675212	20.55792668	18.17291831	16.86759984	19.72479125	19.02350896	19.20319329	18.93793129
ENSG00000152944	10.76148662	10.45085236	8.822317901	8.572058934	8.168241776	9.377027078	9.937316806	12.58456079
ENSG00000152954	1.275846352	2.131423836	1.848988782	2.004755718	1.331120882	1.993965528	1.745744844	2.260333734
ENSG00000152990	11.48261717	9.350762635	8.927974403	9.125094994	16.09446157	12.93383045	5.774386793	6.536640799
ENSG00000153002	1.386789513	1.71889019	1.320706273	1.244331136	0.90758242	1.455055926	1.410024682	1.28289212
ENSG00000153006	19.96976899	18.49525845	20.2332201	20.73885226	19.96681323	22.52642137	20.21035377	22.60333734
ENSG00000153015	17.25166154	19.52659256	25.56887344	27.37528498	22.68956049	22.68809425	16.18171183	17.89939957
ENSG00000153029	21.13467218	23.58317341	26.88957971	24.12619813	25.35180225	24.84373266	23.7689875	25.04694138
ENSG00000153037	10.5396003	10.17582993	9.509085163	11.40636874	9.075824195	9.915936681	9.534452611	13.50091231
ENSG00000153044	9.208282366	10.7946304	10.45999368	9.401613024	10.1649231	10.0237186	10.340181	9.468965644
ENSG00000153046	10.8169582	11.20716404	14.21079949	12.16679333	11.49604398	10.34706436	12.69022214	11.66820928
ENSG00000153048	29.67729558	29.8399337	22.82180439	19.07974408	18.45417586	20.53245584	33.16915204	29.44542865
ENSG00000153066	16.69694574	14.64494442	15.32019276	18.45757851	14.58182421	14.06554062	15.37598344	16.86086786
ENSG00000153094	55.19422262	46.68505757	40.20229894	34.9104013	35.15369238	36.80752583	60.09390906	61.15119103
ENSG00000153107	24.68485333	26.12713089	35.13078685	39.74946683	43.80597812	35.02912414	21.35180233	25.10803148
ENSG00000153113	12.20374771	15.81378975	16.05978827	13.54938348	17.90962641	16.00561519	12.89165423	12.64565089
ENSG00000153130	7.876964434	7.013071977	5.124340338	5.392101587	5.263978033	5.442986982	8.728724221	6.5977309
ENSG00000153140	6.545646501	7.219338799	7.184642123	7.327727798	7.018637378	7.005824829	6.78154728	6.536640799
ENSG00000153147	51.08932566	57.34217675	48.91896034	46.04025202	49.49349461	46.50789867	51.700905	55.89744235
ENSG00000153157	2.052448479	2.200179444	1.373534523	1.451719658	3.690835173	3.179566653	0.53715226	0.549810908
ENSG00000153165	4.604141183	4.537870103	4.279088323	5.806878633	4.598417592	4.257385857	3.961497916	4.337397166
ENSG00000153179	15.31015622	12.37600937	12.94292147	10.92246219	13.12969234	12.77215757	16.18171183	11.17948847
ENSG00000153187	772.7191166	826.3048923	946.3124584	889.9732799	751.5387489	755.4973713	849.0362906	859.5988102
ENSG00000153201	63.90326076	69.37440808	65.40137462	70.44296817	67.76615399	65.74697147	63.98826295	65.4885882
ENSG00000153207	50.81196776	53.69812955	55.78663295	58.62182239	52.09523088	57.87889128	56.46813131	59.92938901
ENSG00000153214	8.209793917	8.456939736	9.93171117	11.33723924	9.499362658	9.323136118	11.54877359	10.81294786
ENSG00000153234	6.43470334	5.706715432	7.765752883	4.76993602	4.416901108	3.556803375	5.70724276	6.353370497
ENSG00000153246	1.331317932	1.031334114	1.74333228	1.520849166	1.633648355	1.886183608	1.611456779	2.138153533
ENSG00000153250	18.36109315	16.15756779	15.68999052	12.51244086	14.40030772	16.70619767	17.18887231	14.47835392
ENSG00000153283	2.052448479	1.856401406	1.796160531	2.834309809	2.117692312	2.802329931	2.820049364	2.321423835
ENSG00000153292	5.103385408	4.744136925	3.750805814	4.078640944	3.993362646	4.149603937	4.095785981	4.520667469
ENSG00000153303	1.275846352	0.825067291	1.215049771	1.175201628	1.573142861	1.886183608	1.342880649	1.160711918
ENSG00000153310	59.68742064	64.56151555	66.03531363	65.32738462	64.68037377	61.54347657	63.31682262	66.77148032
ENSG00000153317	52.75347307	52.18550618	32.01392005	32.35260952	34.06459348	33.89741398	53.04378565	50.46042337
ENSG00000153339	31.95163038	33.82775895	31.90826355	35.11778983	32.06791216	30.17893772	28.87193396	34.08827632
ENSG00000153363	2.995465348	3.437780381	2.165958287	2.212144241	1.633648355	1.131710165	2.954337429	3.787586258
ENSG00000153391	11.26073085	12.44476498	10.56565018	9.954649084	8.22874727	10.34706436	12.8245102	12.64565089
ENSG00000153395	10.42865714	9.694540674	31.53846579	33.11303411	29.76870336	27.05326203	11.41448552	11.48493897
ENSG00000153404	3.494709573	2.956491127	2.165958287	3.179957346	3.206791216	3.880149136	3.424345656	4.031946661
ENSG00000153406	11.59356033	11.27591965	14.47494075	14.79371461	15.73142861	11.90990221	8.930156319	8.55261413
ENSG00000153443	9.762998171	9.900807496	20.07473534	19.97842768	16.69951652	16.54452479	11.28019746	8.55261413
ENSG00000153485	3.716595895	2.956491127	3.064038552	2.903439316	2.299208796	2.910111852	3.760065818	3.604315955
ENSG00000153487	27.18107445	27.02095379	16.27110128	12.09766382	12.46413189	15.35892366	29.20765413	26.75746421
ENSG00000153551	1.331317932	1.650134583	2.377271291	2.073885226	2.359714291	1.832292648	1.342880649	0.916351514
ENSG00000153558	10.70601504	8.663206559	8.927974403	9.125094994	5.506000012	10.88597396	10.94447729	11.91256968
ENSG00000153560	52.03234253	58.51102208	63.55238584	65.88042068	45.68164845	55.72325287	71.37410652	74.22447263
ENSG00000153561	34.11502202	35.2028711	31.9610918	32.90564558	36.72683524	34.8135603	36.32492157	35.00462783
ENSG00000153574	4.382254861	5.362937394	7.712924632	8.157281889	7.865714303	7.814189232	4.028641948	4.520667469
ENSG00000153575	21.3565585	25.23330799	16.37675778	15.96891624	18.63569235	20.26300104	19.94177764	20.15973331
ENSG00000153666	152.6577896	163.8446129	173.8049455	202.8259751	123.4917146	132.8951079	153.2898261	173.6791569
ENSG00000153684	4.104896958	4.950403748	5.335653341	4.76993602	2.904263743	4.311276818	2.954337429	4.520667469
ENSG00000153721	23.40900698	22.27681687	18.80685732	19.35626211	20.57186818	21.28692929	20.4789299	23.76404926
ENSG00000153767	21.85580272	19.45783695	22.29352188	19.56365063	22.68956049	21.77194793	24.30613975	24.13058987
ENSG00000153774	8.598094981	12.16974255	8.875146152	10.30029662	13.25070333	10.2931734	7.654419702	6.842091304
ENSG00000153786	19.3595816	18.22023602	15.58433402	14.37893757	15.73142861	15.52059654	19.33748135	17.77721937
ENSG00000153790	2.218863221	3.575291596	2.007473534	2.972568824	2.904263743	3.610694335	2.014320974	2.077063432
ENSG00000153814	2.10792006	1.71889019	0.950908516	1.797367196	1.512637366	1.940074568	1.208592584	2.199243633
ENSG00000153815	22.13316063	21.93303883	31.64412229	32.69825706	30.31325281	28.93944564	23.70184346	21.25935512
ENSG00000153827	80.37832017	89.24477868	93.24186284	95.81349744	83.19505512	72.37555958	94.00164546	102.3870092
ENSG00000153832	3.605652734	3.437780381	3.697977563	4.424288482	3.630329678	4.203494897	4.230074046	4.642847671
ENSG00000153879	56.30365423	53.69812955	115.6410412	88.76228767	75.38984632	90.42903125	89.16727512	74.77428354
ENSG00000153885	6.157345438	6.463027116	29.84796176	28.55048661	27.1064616	29.96337388	4.968658403	6.658821001
ENSG00000153896	1.442261094	1.237600937	1.16222152	1.10607212	1.573142861	1.239492085	2.148609039	1.28289212
ENSG00000153898	4.160368539	4.60662571	4.06777532	4.216899959	5.990043969	6.898042908	2.148609039	2.382513936
ENSG00000153914	97.85186804	103.2709226	93.29469109	101.4129875	94.02553866	103.2011888	99.17173596	114.0552184
ENSG00000153922	69.33947565	68.6180964	71.47662347	67.40126984	73.3326595	72.7527963	66.60688021	72.3306795
ENSG00000153930	1.719618996	2.337690659	3.116866803	3.318216361	2.359714291	1.832292648	3.558633721	2.749054542
ENSG00000153933	22.46599011	19.52659256	24.98776268	27.09876695	19.1197363	26.08322475	19.33748135	20.0375531
ENSG00000153936	8.598094981	10.10707432	6.44504661	5.392101587	7.139648367	6.520806187	8.258715994	7.758442818
ENSG00000153944	29.78823874	28.80859959	35.81755411	39.81859634	53.66837374	50.17248397	22.09038668	22.60333734
ENSG00000153975	9.818469752	10.24458553	8.029894137	8.710317949	9.075824195	8.730335556	10.60875713	11.17948847
ENSG00000153982	1.553204255	1.306356545	0.898080265	1.175201628	0.726065936	1.023928244	1.477168714	1.405072321
ENSG00000153989	18.25014999	20.69543789	22.34635013	22.60534896	23.41562642	25.92155187	20.81465007	21.80916603
ENSG00000154001	21.13467218	22.68935051	22.71614789	23.57316207	20.20883521	20.96358353	19.80748958	21.32044522
ENSG00000154016	0.943016869	0.962578507	1.532019276	1.451719658	1.815164839	1.293383045	0.80572839	0.855261413
ENSG00000154025	1.553204255	1.71889019	1.532019276	1.589978673	1.573142861	1.886183608	1.07430452	1.405072321
ENSG00000154027	1.775090577	1.856401406	2.641412545	1.520849166	3.690835173	4.041822017	1.141448552	1.832703028
ENSG00000154035	6.712061243	6.394271508	5.441309843	5.668619618	5.929538474	6.305242346	7.385843572	6.781001203
ENSG00000154040	3.439237992	3.575291596	2.060301785	3.318216361	2.420219785	2.964002812	3.021481461	2.687964441
ENSG00000154059	17.58449102	16.43259022	16.37675778	15.89978673	20.14832971	19.83187336	12.55593407	13.62309251
ENSG00000154065	2.662635865	2.200179444	1.215049771	2.212144241	1.391626377	2.155638409	1.880032909	2.443604037
ENSG00000154079	6.157345438	5.77547104	4.226260072	6.4290442	5.86903298	5.173532181	5.1700905	5.742469487
ENSG00000154099	6.43470334	6.944316369	5.758279348	6.083396663	5.990043969	5.981896585	6.848691312	6.781001203
ENSG00000154102	2.551692704	2.200179444	4.807370832	4.700806512	7.260659356	4.688513539	1.410024682	0.977441615
ENSG00000154114	8.376208658	8.181917306	7.290298625	6.359914693	8.34975826	7.975862113	6.982979377	8.796974534
ENSG00000154122	8.819981303	8.731962167	7.765752883	7.120339276	7.200153862	9.323136118	9.735884708	11.36275877
ENSG00000154124	20.74637111	20.83294911	16.53524253	18.25018999	15.7919341	20.90969257	22.22467475	21.68698583
ENSG00000154127	3.772067475	2.818979912	5.018683836	4.424288482	5.324483528	4.742404499	3.357201624	3.787586258
ENSG00000154134	0.665658966	0.618800469	2.060301785	1.935626211	2.057186818	1.616728807	0.402864195	0.549810908
ENSG00000154144	33.50483463	34.92784867	26.4669537	23.57316207	25.9568572	25.49042418	30.21481461	36.53188036
ENSG00000154146	17.58449102	19.59534817	10.45999368	9.609001547	8.470769249	9.323136118	20.81465007	15.39470543
ENSG00000154153	2.829050607	2.612713089	1.532019276	1.797367196	3.327802205	3.233457613	1.141448552	1.405072321
ENSG00000154162	2.385277962	2.062668228	1.901817033	2.350403256	1.936175828	2.37120225	1.678600812	1.405072321
ENSG00000154174	43.15688964	41.73465382	45.11532627	47.7684897	54.93898913	54.48376078	39.68212319	38.91439429
ENSG00000154175	2.218863221	2.062668228	2.218786538	2.419532764	1.996681323	2.748438971	2.148609039	2.260333734
ENSG00000154188	1.775090577	1.375112152	2.535756043	1.451719658	1.391626377	1.347274006	1.477168714	1.405072321
ENSG00000154217	5.879987535	7.425605622	8.082722388	5.668619618	9.680879142	7.868080192	6.042962922	5.070478377
ENSG00000154222	29.73276716	26.47090893	27.57634697	20.80798177	20.39035169	23.11922193	28.3347817	28.71234744
ENSG00000154229	19.0822237	16.57010143	14.05231474	14.86284412	14.09778025	15.14335982	20.27749781	17.89939957
ENSG00000154237	15.25468464	14.64494442	19.81059409	16.72934082	23.59714291	20.5863468	12.42164601	10.99621817
ENSG00000154240	7.044890726	4.744136925	5.124340338	5.59949011	3.993362646	6.359133306	4.364362111	5.559199185
ENSG00000154258	2.829050607	3.231513558	2.377271291	2.488662271	2.722747259	3.934040096	2.685761299	3.543225854
ENSG00000154262	3.827539056	4.125336457	4.70171433	3.732993407	10.95149453	10.99375589	3.558633721	3.665406056
ENSG00000154263	1.775090577	1.306356545	1.637675778	0.898683598	2.117692312	1.724510727	1.275736617	0.67199111
ENSG00000154265	3.550181153	3.506535988	2.32444304	2.350403256	3.690835173	2.694548011	3.088625494	2.321423835
ENSG00000154274	2.329806382	1.237600937	1.056565018	1.175201628	1.573142861	1.562837846	1.880032909	1.34398222
ENSG00000154305	45.81952551	52.18550618	42.31542897	37.05341604	43.68496713	34.8135603	46.06080628	48.56663024
ENSG00000154309	2.274334801	1.925157013	1.109393269	1.10607212	1.875670334	1.023928244	1.947176942	1.95488323
ENSG00000154328	5.047913827	2.88773552	3.645149312	4.631677005	3.630329678	3.179566653	3.692921786	2.565784239
ENSG00000154358	10.09582765	9.694540674	11.14676094	10.16203761	14.58182421	11.04764685	9.803028741	7.269722011
ENSG00000154359	12.09280455	10.7946304	22.02938063	16.66021131	15.12637366	19.34685472	13.16023036	12.8289212
ENSG00000154370	33.56030621	30.04620053	35.34209985	31.59218494	28.80061545	32.55013997	38.60781867	32.19448319
ENSG00000154380	9.541111849	8.456939736	7.395955126	7.465986813	8.712791228	9.107572277	9.198732449	10.56858746
ENSG00000154429	44.82103706	45.1724342	36.18735187	38.50513569	33.94358249	44.72949698	46.06080628	46.3062965
ENSG00000154447	13.14676458	12.16974255	10.24868068	8.572058934	12.46413189	12.93383045	12.42164601	10.99621817
ENSG00000154451	2.773579026	2.268935051	2.9055538	2.350403256	2.843758248	2.31731129	2.350041137	1.893793129
ENSG00000154473	93.9688574	88.35095578	86.11004897	86.34275491	72.72760455	74.85454375	101.1189129	91.14643059
ENSG00000154511	2.662635865	2.131423836	2.588584294	2.696050794	2.904263743	2.856220892	1.544312747	2.321423835
ENSG00000154518	31.6188009	34.3090482	35.1836151	34.63388327	34.79065942	34.0051959	34.98204092	30.78941087
ENSG00000154529	1.941505318	1.375112152	1.637675778	1.659108181	2.420219785	1.670619767	2.282897104	2.199243633
ENSG00000154548	4.160368539	3.712802811	2.482927792	3.249086854	2.238703302	2.694548011	3.357201624	4.887208074
ENSG00000154553	2.939993768	1.856401406	2.113130036	2.419532764	1.754659344	2.42509321	1.477168714	2.077063432
ENSG00000154582	26.40447233	23.17063977	29.79513351	30.14046528	28.98213193	26.62213435	29.87909445	29.81196925
ENSG00000154608	16.41958783	14.85121124	20.12756359	19.97842768	19.66428576	18.48459936	15.98027973	14.90598463
ENSG00000154611	0.943016869	0.825067291	2.218786538	2.212144241	1.69415385	1.455055926	0.402864195	0.916351514
ENSG00000154620	1.775090577	1.650134583	1.373534523	1.797367196	1.996681323	2.209529369	0.80572839	1.160711918
ENSG00000154639	3.050936929	2.681468697	2.377271291	2.212144241	2.601736269	2.209529369	2.551473234	2.993414946
ENSG00000154640	4.770555925	3.987825242	6.497874861	5.806878633	5.627011001	5.442986982	4.498650176	4.58175757
ENSG00000154642	26.51541549	21.52050518	15.10887976	16.5219523	20.2693407	21.77194793	24.17185169	24.00840967
ENSG00000154654	4.049425378	6.119249078	1.003736767	0.967813105	6.111054958	5.820223704	2.282897104	1.771612927
ENSG00000154655	2.052448479	2.681468697	2.218786538	2.281273749	2.117692312	2.802329931	3.021481461	2.749054542
ENSG00000154719	9.485640269	11.61969769	9.878882919	10.71507367	12.52463739	11.37099261	10.5416131	10.81294786
ENSG00000154721	2.884522187	2.337690659	1.637675778	2.419532764	2.722747259	2.802329931	3.021481461	2.565784239
ENSG00000154723	18.91580896	22.5518393	21.13130036	24.33358665	25.59382423	19.72409144	17.52459248	22.42006704
ENSG00000154727	14.42261094	13.68236592	13.57686048	17.14411787	14.6423297	15.35892366	14.50311101	16.79977776
ENSG00000154734	2.773579026	1.925157013	1.848988782	2.488662271	2.48072528	2.47898417	2.820049364	2.810144643
ENSG00000154743	7.766021273	8.93822899	15.10887976	17.00585885	18.45417586	17.78401687	6.78154728	6.414460598
ENSG00000154760	5.491686471	4.675381318	7.660096381	4.977324542	6.111054958	4.85018642	5.572954695	4.520667469
ENSG00000154767	29.73276716	34.51531502	18.75402907	21.56840635	24.98876928	22.04140273	24.50757185	27.85708602
ENSG00000154781	21.57844482	21.10797154	27.20654921	21.22275881	21.17692312	24.95151458	22.96325911	21.68698583
ENSG00000154783	2.551692704	3.644047204	2.641412545	3.249086854	2.359714291	2.586766091	2.350041137	2.871234744
ENSG00000154803	25.23956914	19.45783695	23.1387739	22.46708995	20.99540664	26.02933379	25.6490204	25.47457209
ENSG00000154813	10.65054346	8.594450952	10.82979144	12.65069988	10.1044176	10.40095532	10.20589294	11.24057857
ENSG00000154814	9.541111849	7.081827584	11.09393269	12.16679333	11.13301101	11.15542877	8.124427929	9.957686452
ENSG00000154832	33.06106199	39.19069634	39.19856217	33.59694066	30.91830776	30.0711558	32.63199978	28.34580683
ENSG00000154839	16.14222993	14.57618881	18.12009006	14.10241954	13.25070333	14.33499542	18.06174474	16.92195796
ENSG00000154845	11.53808875	10.51960796	10.77696318	7.742504843	12.88767036	11.80212029	8.460148091	6.5977309
ENSG00000154856	2.884522187	2.543957482	2.588584294	2.281273749	2.299208796	2.53287513	2.685761299	2.382513936
ENSG00000154864	3.383766412	4.400358887	4.279088323	4.009511437	7.502681335	6.089678505	2.350041137	3.482135753
ENSG00000154874	12.64752036	16.295079	16.95786854	17.76628344	17.72810993	15.25114174	13.56309456	13.86745291
ENSG00000154889	11.42714559	9.969563104	7.818581134	9.816390069	9.257340679	9.538699959	10.340181	10.99621817
ENSG00000154898	5.103385408	5.569204217	7.660096381	7.120339276	7.926219797	6.574697147	5.371522598	6.109010093
ENSG00000154914	1.275846352	1.512623368	1.848988782	2.834309809	3.509318689	2.694548011	1.141448552	0.488720807
ENSG00000154917	1.719618996	1.375112152	2.007473534	1.520849166	1.69415385	2.586766091	0.671440325	1.099621817
ENSG00000154920	10.59507188	12.92605423	11.35807394	8.157281889	9.438857163	10.07760956	12.35450197	9.83550625
ENSG00000154930	1.442261094	1.925157013	1.848988782	0.760424583	2.48072528	1.993965528	0.872872422	0.977441615
ENSG00000154945	16.8078889	14.16365517	21.55392637	20.32407521	18.81720883	23.28089482	15.7117036	14.05072321
ENSG00000154957	13.75695197	11.82596451	5.28282509	7.949893366	7.563186829	8.622553635	11.61591762	12.03474988
ENSG00000154978	5.103385408	3.575291596	5.335653341	4.631677005	4.779934076	3.772367215	4.230074046	2.382513936
ENSG00000154997	2.385277962	2.268935051	2.271614789	2.281273749	2.359714291	2.964002812	2.618617266	3.604315955
ENSG00000155008	1.719618996	1.650134583	1.109393269	1.382590151	2.057186818	1.616728807	1.342880649	0.977441615
ENSG00000155011	1.275846352	0.962578507	0.845252014	0.622165568	1.512637366	1.023928244	0.738584357	1.466162422
ENSG00000155026	2.218863221	2.062668228	2.535756043	2.419532764	2.420219785	1.832292648	2.081465007	2.260333734
ENSG00000155034	16.08675835	16.08881218	15.68999052	16.59108181	13.00868135	16.00561519	14.97311924	16.18887675
ENSG00000155066	2.496221123	1.925157013	2.165958287	2.488662271	2.057186818	2.155638409	2.820049364	2.260333734
ENSG00000155085	6.933947565	6.119249078	6.44504661	5.461231095	7.563186829	6.143569465	6.042962922	6.842091304
ENSG00000155090	199.8641046	106.364925	157.4281877	109.4320104	139.8887036	90.64459509	219.4938422	155.3521267
ENSG00000155093	2.718107445	2.681468697	3.645149312	2.765180301	3.630329678	3.772367215	2.618617266	1.466162422
ENSG00000155096	102.8443103	103.202167	93.7173171	103.0029662	82.77151666	93.82416174	109.0419087	120.5918592
ENSG00000155097	22.96523434	22.6205949	20.02190709	20.94624078	19.66428576	21.93362081	21.28465829	24.49713047
ENSG00000155099	6.767532823	7.425605622	3.064038552	3.110827839	3.690835173	5.119641221	5.70724276	5.803559588
ENSG00000155100	14.42261094	11.20716404	17.27483805	17.62802442	16.82052751	19.02350896	13.69738262	14.17290342
ENSG00000155111	20.85731428	24.95828556	21.65958287	19.90929817	16.9415385	17.56845303	23.43326733	24.06949977
ENSG00000155115	4.659612764	5.844226647	10.56565018	11.19898022	13.06918684	11.74822933	4.230074046	4.826117973
ENSG00000155158	8.376208658	9.419518243	9.35060041	8.433799919	9.559868152	9.215354198	8.393004059	8.858064635
ENSG00000155189	19.41505318	15.81378975	32.33088955	32.42173903	35.94026381	34.8135603	20.07606571	19.12120159
ENSG00000155229	29.17805135	31.49006829	25.25190393	26.75311941	26.80393412	28.40053604	25.11186814	25.90220279
ENSG00000155252	6.933947565	5.500448609	5.599794596	4.839065527	4.416901108	4.580731619	7.990139864	5.742469487
ENSG00000155254	12.98034984	12.51352059	23.6670564	22.25970142	28.43758248	25.70598803	8.527292124	8.55261413
ENSG00000155256	18.41656473	16.98263508	14.58059725	10.85333268	12.70615387	13.52663102	16.85315215	14.35617372
ENSG00000155275	9.430168688	8.388184129	9.878882919	10.71507367	11.37503299	11.74822933	10.47446907	9.346785442
ENSG00000155287	17.91732051	18.83903649	19.12382683	17.35150639	17.00204399	17.73012591	19.27033732	14.47835392
ENSG00000155304	29.621824	26.60842015	34.65533259	25.02488173	26.50140665	31.52621173	37.53351415	30.60614057
ENSG00000155307	2.884522187	2.268935051	2.165958287	0.82955409	15.24738465	9.969827641	1.275736617	0.794171312
ENSG00000155313	25.01768281	23.85819584	22.66331964	25.7161768	23.7181539	26.13711571	25.8504525	22.29788684
ENSG00000155324	5.713572794	4.812892533	3.381008058	3.802122914	4.416901108	5.604659863	6.042962922	4.642847671
ENSG00000155329	7.544134951	8.113161698	8.082722388	8.088152381	7.321164851	9.538699959	6.580115182	7.025361607
ENSG00000155330	17.58449102	18.49525845	14.31645599	11.9594048	13.67424179	14.55055926	15.3088394	17.89939957
ENSG00000155363	2.884522187	2.337690659	3.381008058	2.419532764	2.662241764	2.047856488	3.021481461	2.443604037
ENSG00000155366	2.385277962	1.44386776	1.690504029	0.967813105	1.573142861	0.916146324	1.947176942	0.855261413
ENSG00000155368	64.62439131	70.33698659	79.71783061	70.58122719	79.80674742	60.30398449	57.0724276	62.73953365
ENSG00000155380	24.68485333	22.48308369	34.17987833	34.70301278	31.34184622	33.52017726	23.97041959	30.30069006
ENSG00000155393	15.86487203	11.96347572	16.05978827	17.28237688	17.48608795	16.00561519	13.49595053	13.50091231
ENSG00000155438	23.74183646	21.93303883	32.54220256	34.97953081	36.24279129	38.69370944	18.80032909	20.64845411
ENSG00000155463	71.39192413	81.40663941	65.45420287	67.8851764	71.75951664	71.62108613	59.28818067	57.11924437
ENSG00000155465	8.043379175	7.081827584	8.029894137	8.157281889	8.34975826	9.592590919	7.654419702	7.269722011
ENSG00000155506	106.7273209	99.00807496	203.177453	219.970093	197.4899345	194.7619302	113.3391268	113.199957
ENSG00000155508	46.15235499	44.62238934	41.47017696	37.88297013	49.97753857	51.25030317	40.62213965	42.88525085
ENSG00000155542	3.328294831	4.056580849	2.271614789	4.078640944	3.509318689	3.556803375	3.155769526	3.237775349
ENSG00000155545	15.03279832	11.20716404	8.346863643	7.120339276	11.3145275	10.07760956	10.5416131	11.17948847
ENSG00000155561	34.05955044	40.35954167	48.23219307	48.52891429	51.12714297	44.35226026	38.54067464	33.41628521
ENSG00000155592	25.12862598	22.48308369	13.41837573	11.19898022	15.06586816	15.62837846	25.6490204	22.78660765
ENSG00000155621	11.64903191	10.58836357	8.18837889	8.502929426	7.381670346	10.0237186	11.14590939	11.60711918
ENSG00000155629	73.27795787	84.22561933	112.5770027	104.6620744	93.72301119	92.8002335	83.19145623	75.81281525
ENSG00000155636	9.485640269	6.600538331	6.550703112	7.465986813	6.595098915	7.921971152	8.594436156	9.22460524
ENSG00000155640	20.19165531	18.63276966	13.73534523	12.99634742	11.19351651	14.60445022	19.74034555	22.17570664
ENSG00000155657	65.90023766	71.02454266	74.32934902	79.98284021	97.11131889	92.47688774	69.09120941	87.72538494
ENSG00000155659	0.610187386	0.550044861	5.86393585	4.76993602	4.658923087	6.628588107	2.618617266	2.871234744
ENSG00000155660	21.3565585	22.07055004	23.2444304	25.43965877	20.3298462	17.29899823	23.29897927	25.23021168
ENSG00000155666	4.992442247	5.225426179	3.433836309	3.594734392	5.324483528	4.79629546	4.90151437	4.398487267
ENSG00000155714	1.331317932	0.756311684	1.16222152	0.967813105	1.089098903	1.616728807	1.07430452	1.832703028
ENSG00000155719	1.497732674	1.650134583	1.479191025	1.935626211	1.875670334	1.562837846	3.021481461	2.260333734
ENSG00000155729	16.8078889	14.57618881	13.68251698	12.99634742	13.61373629	17.29899823	13.42880649	15.08925493
ENSG00000155744	25.84975652	25.09579678	16.27110128	21.01537029	18.63569235	23.28089482	24.30613975	27.73490582
ENSG00000155749	3.050936929	3.437780381	3.011210301	2.073885226	3.327802205	3.125675693	4.297218078	4.031946661
ENSG00000155755	3.938482217	2.750224305	2.007473534	1.10607212	2.662241764	2.694548011	1.812888877	1.95488323
ENSG00000155760	14.31166777	11.89472012	5.969592352	3.871252422	7.079142872	5.281314102	12.42164601	8.858064635
ENSG00000155792	6.37923176	4.60662571	5.335653341	4.76993602	14.7028352	12.55659373	2.215753072	2.077063432
ENSG00000155827	34.1704936	41.45963139	28.63291199	26.68398991	30.37375831	27.69995355	33.16915204	34.39372682
ENSG00000155846	19.91429741	12.44476498	24.08968241	24.19532764	33.27802205	33.84352302	9.534452611	11.05730827
ENSG00000155849	18.69392264	18.15148041	20.86715911	19.35626211	31.94690117	28.61609988	13.63023859	16.00560644
ENSG00000155850	18.63845105	17.60143555	15.21453626	12.51244086	19.72479125	18.05347167	15.04026327	17.59394907
ENSG00000155858	9.263753947	6.806805154	8.875146152	8.502929426	9.075824195	12.71826661	7.654419702	7.758442818
ENSG00000155868	10.04035607	10.17582993	9.984539421	9.055965487	11.37503299	9.269245158	11.68306165	11.79038948
ENSG00000155876	13.42412249	13.40734348	9.826054668	10.0929081	9.801890131	9.215354198	16.11456779	13.0121915
ENSG00000155903	15.25468464	15.81378975	15.05605151	14.44806707	15.30789014	15.35892366	14.03310279	19.24338179
ENSG00000155906	14.47808252	14.91996685	13.84100174	13.61851298	12.82716486	14.71223214	13.69738262	12.70674099
ENSG00000155926	5.491686471	6.256760293	26.73109496	21.22275881	22.87107697	28.9933366	7.385843572	6.536640799
ENSG00000155957	13.64600881	13.61361031	13.94665824	13.96416052	14.52131871	13.74219486	14.16739085	14.66162422
ENSG00000155959	8.320737078	8.319428521	6.603531363	6.774691738	7.563186829	7.868080192	6.848691312	8.980244837
ENSG00000155974	1.608675835	1.787645798	7.924237635	6.912950753	17.48608795	17.29899823	1.208592584	1.527252523
ENSG00000155975	23.46447856	20.83294911	20.86715911	17.90454245	19.1802418	17.56845303	22.42610685	19.18229169
ENSG00000155984	5.436214891	5.087914963	3.064038552	2.972568824	4.900945066	3.880149136	3.155769526	2.871234744
ENSG00000156011	0.610187386	1.100089722	1.003736767	0.691295075	2.48072528	2.047856488	0.604296292	0.488720807
ENSG00000156017	6.767532823	7.013071977	9.244943908	10.85333268	12.16160442	12.07157509	5.640098728	6.047919992
ENSG00000156026	23.85277962	24.27072949	17.90877706	15.13936215	17.48608795	15.08946886	21.01608216	22.29788684
