	IBET+SGC1	IBET+SGC2	DMSO1	DMSO2	SGC1	SGC2	IBET1	IBET2
ENSG00000105967	2.551692704	2.200179444	13.73534523	9.885519577	20.08782422	15.79005134	4.565794208	3.848676359
ENSG00000105968	52.91988782	59.67986741	43.26633749	45.48721596	39.75210998	46.29233483	55.66240292	55.71417205
ENSG00000105971	1.941505318	1.581378975	1.637675778	1.451719658	2.178197807	2.101747449	1.678600812	1.527252523
ENSG00000105982	2.995465348	3.987825242	2.377271291	2.419532764	2.662241764	3.449021454	2.685761299	3.421045652
ENSG00000105983	23.24259224	23.58317341	17.69746405	17.4206359	23.77865939	20.10132816	24.70900395	23.09205815
ENSG00000105993	44.26632125	46.89132439	38.1948254	38.85078323	33.45953853	37.72367215	49.48515193	50.09388276
ENSG00000106003	8.320737078	5.637959824	6.022420603	4.562547497	3.811846162	2.640657051	12.35450197	9.22460524
ENSG00000106009	23.68636488	21.10797154	21.87089587	24.88662271	21.11641763	19.18518184	27.12618912	20.95390462
ENSG00000106012	8.043379175	8.044406091	12.15049771	12.30505234	12.10109893	10.40095532	8.460148091	8.063893323
ENSG00000106028	37.99803266	42.28469868	39.09290567	46.17851103	49.73551659	47.85517268	32.36342365	36.95951106
ENSG00000106034	1.220374771	1.993912621	1.637675778	1.659108181	1.815164839	2.101747449	2.014320974	1.34398222
ENSG00000106049	6.490174921	7.425605622	4.648886079	3.663863899	5.808527485	4.419058738	5.841530825	5.192658579
ENSG00000106052	36.66671472	47.51012486	36.55714962	42.37638812	45.19760449	40.20265632	34.84775285	42.02998944
ENSG00000106069	3.494709573	3.16275795	3.328179807	4.078640944	2.541230775	3.880149136	4.095785981	3.115595147
ENSG00000106070	9.097339205	13.26983227	31.69695054	22.67447847	21.23742862	22.09529369	15.77884763	15.76124604
ENSG00000106077	21.13467218	19.45783695	16.00696002	14.30980806	12.28261541	12.87993949	25.04472411	21.25935512
ENSG00000106080	10.59507188	9.419518243	10.82979144	10.30029662	9.257340679	10.2931734	12.22021391	10.26313696
ENSG00000106086	2.496221123	1.71889019	0.633939011	0.27651803	2.299208796	1.131710165	1.208592584	0.977441615
ENSG00000106089	8.265265497	7.081827584	10.93544794	7.811634351	7.200153862	6.035787545	11.28019746	10.20204686
ENSG00000106100	7.655078112	7.563116838	7.712924632	7.604245828	9.196835185	8.730335556	8.661580189	7.330812112
ENSG00000106105	65.67835134	89.93233476	175.4426212	159.6200329	108.3653409	111.2848329	104.2746824	102.0204686
ENSG00000106123	6.37923176	6.394271508	6.44504661	6.498173708	6.292571442	4.95796834	5.371522598	5.437018983
ENSG00000106133	1.386789513	2.337690659	1.848988782	2.488662271	2.601736269	2.586766091	1.678600812	0.977441615
ENSG00000106144	64.51344814	60.02364545	61.38642755	60.00441254	57.96426386	71.45941325	59.959621	61.02901083
ENSG00000106153	28.23503448	33.55273652	34.07422183	35.8090849	32.00740666	27.05326203	29.47623026	27.97926623
ENSG00000106211	11.14978768	10.51960796	22.39917838	19.49452112	18.69619784	13.63441294	17.12172828	10.87403797
ENSG00000106244	29.95465348	35.54664914	38.61745141	38.36687668	33.64105502	32.44235805	29.27479816	28.10144643
ENSG00000106245	16.97430364	20.21414864	20.49736135	19.01061457	13.91626377	16.27506999	21.55323442	23.45859876
ENSG00000106246	8.819981303	7.013071977	7.501611628	6.636432723	7.623692324	7.598625391	9.534452611	9.896596351
ENSG00000106258	13.81242355	15.12623368	13.94665824	14.37893757	12.88767036	15.52059654	14.23453488	15.33361533
ENSG00000106261	73.83267367	74.59983426	64.4504661	61.45613219	62.86520893	69.46544772	73.52271556	79.41713121
ENSG00000106263	70.67079358	68.27431836	104.652765	115.5845366	107.8207914	102.7161702	65.39828763	69.03181405
ENSG00000106266	6.490174921	8.181917306	9.086459155	11.12985071	7.381670346	6.251351386	9.265876481	7.269722011
ENSG00000106268	9.707526591	12.23849816	13.20706273	13.41112446	13.19019783	9.70037284	13.2273744	9.468965644
ENSG00000106290	9.485640269	12.23849816	6.709187865	6.912950753	6.595098915	5.335205062	11.21305342	7.20863191
ENSG00000106299	16.86336048	13.47609909	12.78443672	12.51244086	15.12637366	13.4188491	17.05458425	16.67759755
ENSG00000106305	9.873941333	9.488273851	15.53150577	13.756772	14.46081322	13.09550333	9.265876481	10.50749736
ENSG00000106327	3.938482217	3.850314026	5.546966345	5.184713065	7.018637378	4.85018642	4.095785981	2.993414946
ENSG00000106330	2.939993768	3.506535988	2.694240796	3.249086854	2.541230775	2.263420329	2.484329201	2.443604037
ENSG00000106336	3.993953797	3.575291596	2.430099542	2.696050794	3.26729671	3.449021454	4.431506143	3.421045652
ENSG00000106344	55.36063736	59.06106694	56.05077421	66.64084526	62.44167046	67.14813644	47.94083919	54.98109084
ENSG00000106346	14.42261094	12.30725376	14.05231474	12.44331136	14.94485718	16.11339711	12.48879004	12.03474988
ENSG00000106348	13.64600881	13.40734348	18.75402907	20.73885226	22.75006598	20.96358353	12.15306988	9.896596351
ENSG00000106351	8.875452883	9.557029458	5.335653341	4.839065527	5.445494517	5.011859301	8.728724221	7.391902212
ENSG00000106355	12.98034984	13.88863274	15.37302101	16.17630476	13.91626377	16.27506999	14.23453488	13.92854301
ENSG00000106366	1.220374771	0.962578507	3.064038552	0.760424583	0.968087914	0.700582483	2.081465007	1.038531716
ENSG00000106367	3.772067475	3.850314026	7.712924632	6.912950753	6.292571442	4.79629546	3.692921786	3.848676359
ENSG00000106384	2.773579026	1.856401406	2.271614789	2.834309809	1.754659344	2.155638409	2.081465007	2.62687434
ENSG00000106392	15.3656278	16.08881218	11.4109022	11.54462776	11.98008794	11.42488357	19.94177764	16.61650745
ENSG00000106397	7.322248629	6.531782723	11.35807394	10.85333268	10.52795607	8.838117476	8.393004059	6.353370497
ENSG00000106399	10.92790136	11.27591965	7.765752883	5.806878633	8.107736281	8.676444596	12.48879004	10.87403797
ENSG00000106400	23.46447856	23.23939537	21.65958287	19.70190965	21.72147257	23.33478578	23.43326733	23.27532845
ENSG00000106404	5.547158052	6.600538331	7.924237635	9.263354009	7.926219797	8.622553635	6.311539052	5.681379386
ENSG00000106415	5.269800149	4.537870103	1.901817033	1.728237688	2.722747259	2.586766091	2.820049364	2.932324845
ENSG00000106443	24.24108069	25.50833042	31.74977879	35.73995539	39.4495825	31.25675693	23.63469943	26.3909236
ENSG00000106459	16.03128677	16.15756779	14.31645599	14.10241954	11.79857145	13.4188491	17.25601635	19.30447189
ENSG00000106460	21.96674589	17.87645798	15.90130352	19.42539162	19.60378026	20.10132816	16.38314392	18.69357088
ENSG00000106462	32.67276093	41.11585335	43.63613525	41.13205698	31.88639567	31.14897501	44.18077337	41.11363793
ENSG00000106477	8.598094981	7.76938366	14.79191025	13.756772	10.52795607	13.14939429	10.00446084	10.20204686
ENSG00000106479	2.718107445	2.612713089	2.165958287	1.866496703	3.569824184	2.31731129	1.544312747	1.527252523
ENSG00000106484	1.442261094	1.512623368	1.796160531	1.728237688	2.904263743	2.31731129	0.872872422	1.34398222
ENSG00000106524	7.044890726	7.288094407	6.233733607	5.184713065	6.292571442	3.826258176	8.460148091	6.842091304
ENSG00000106526	2.052448479	2.200179444	1.637675778	2.488662271	2.238703302	2.155638409	2.551473234	2.199243633
ENSG00000106546	63.7923176	50.81039403	60.85814504	40.02598486	54.0919122	51.84310373	53.44664985	46.85610741
ENSG00000106554	30.62031245	36.64673886	39.04007742	36.63863899	39.99413195	32.17290325	33.77344833	31.46140198
ENSG00000106560	8.709038142	7.76938366	9.773226417	9.194224502	9.378351669	9.7542638	7.990139864	7.452992313
ENSG00000106588	11.98186139	9.144495813	9.033630904	9.470742532	10.1044176	12.01768413	8.124427929	10.99621817
ENSG00000106591	23.0761775	21.38299397	24.14251066	26.33834237	29.3451649	27.59217163	18.86747312	19.8542828
ENSG00000106603	22.63240485	23.58317341	24.56513667	20.94624078	24.50472533	21.66416601	22.62753894	24.31386017
ENSG00000106608	11.03884452	8.93822899	12.57312371	12.71982939	14.40030772	13.04161237	7.721563734	8.613704231
ENSG00000106609	23.29806382	23.65192902	27.89331648	28.06658006	29.10314292	29.5322462	22.82897104	24.31386017
ENSG00000106610	5.990930696	6.119249078	5.441309843	7.051209768	5.687516496	6.359133306	5.97581889	6.781001203
ENSG00000106615	19.52599634	17.87645798	25.30473218	23.98793911	21.90298906	22.09529369	22.42610685	25.41348199
ENSG00000106617	11.64903191	9.21325142	10.82979144	10.50768514	14.6423297	12.17935701	9.198732449	8.308253726
ENSG00000106628	25.18409756	29.08362202	38.14199715	38.29774717	39.20756052	34.49021454	21.15037023	21.07608482
ENSG00000106635	26.79277339	25.78335286	29.95361826	26.6148604	21.96349455	22.52642137	33.63916027	30.66723067
ENSG00000106636	30.73125561	33.34646969	20.07473534	24.47184567	21.66096708	21.71805697	35.31776108	32.8664743
ENSG00000106638	24.74032491	20.55792668	28.73856849	23.02012601	24.68624181	24.7898417	27.39476525	24.61931067
ENSG00000106665	14.75544042	14.30116638	8.399691894	6.498173708	11.37503299	11.37099261	11.48162955	9.774416149
ENSG00000106682	77.38285483	97.35794038	95.30216463	103.4868728	85.19173645	79.75862113	99.50745612	91.8184217
ENSG00000106683	14.42261094	12.30725376	23.40291515	21.84492438	17.06254949	16.97565247	17.12172828	15.02816483
ENSG00000106686	2.607164284	2.543957482	2.218786538	3.249086854	2.964769237	2.964002812	2.081465007	2.260333734
ENSG00000106692	9.984884494	9.006984597	9.509085163	10.92246219	10.70947255	11.90990221	7.721563734	6.781001203
ENSG00000106701	2.274334801	2.750224305	1.637675778	1.659108181	2.238703302	2.42509321	2.417185169	2.687964441
ENSG00000106714	1.331317932	0.962578507	1.056565018	1.036942613	0.726065936	1.616728807	1.275736617	1.466162422
ENSG00000106723	24.07466595	23.85819584	24.03685416	23.22751453	27.34848358	27.91551739	23.97041959	21.99243633
ENSG00000106733	3.605652734	3.025246735	2.641412545	2.696050794	3.085780226	2.42509321	2.752905331	2.504694138
ENSG00000106771	36.00105576	35.13411549	30.79887028	30.2787243	31.40235172	32.06512133	38.27209851	35.24898824
ENSG00000106772	1.941505318	2.612713089	1.16222152	0.414777045	4.295890119	3.556803375	1.007160487	1.832703028
ENSG00000106780	19.96976899	19.45783695	6.44504661	8.157281889	10.04391211	11.80212029	14.77168714	16.98304806
ENSG00000106785	13.75695197	12.85729862	18.12009006	18.388449	39.14705503	34.16686878	8.661580189	10.20204686
ENSG00000106789	5.38074331	5.362937394	5.124340338	4.355158974	4.96145056	5.928005624	4.834370338	5.009388276
ENSG00000106799	30.06559664	23.85819584	44.05876125	38.36687668	26.86443962	32.60403093	40.82357174	41.35799833
ENSG00000106803	12.03733297	12.10098694	12.94292147	18.04280147	13.19019783	10.23928244	11.95163778	15.33361533
ENSG00000106804	10.59507188	13.33858788	13.78817349	11.61375727	16.45749454	12.50270277	10.94447729	12.34020039
ENSG00000106809	1.386789513	1.581378975	2.007473534	2.004755718	1.452131871	1.724510727	2.282897104	3.054505046
ENSG00000106819	1.331317932	1.44386776	0.898080265	1.313460643	1.69415385	1.239492085	1.745744844	1.649432725
ENSG00000106823	2.718107445	3.300269165	2.958382051	2.765180301	3.872351657	2.53287513	4.095785981	3.665406056
ENSG00000106829	22.90976275	25.50833042	37.50805814	36.43125047	26.86443962	26.29878859	36.25777753	32.5610238
ENSG00000106853	9.319225527	8.044406091	6.128077105	5.87600814	8.289252765	8.676444596	7.385843572	7.758442818
ENSG00000106868	4.104896958	4.950403748	9.93171117	9.678131054	8.107736281	7.921971152	5.102946468	4.948298175
ENSG00000106948	49.31423508	46.0662571	86.95530099	86.2736254	70.91243971	68.92653812	59.01960454	51.74331549
ENSG00000106976	12.98034984	17.94521359	15.58433402	13.48025397	19.84580224	15.68226942	12.15306988	11.05730827
ENSG00000106991	9.873941333	9.075740205	32.64785906	33.11303411	22.44753851	19.2390728	13.2273744	10.81294786
ENSG00000106992	1.719618996	2.406446266	1.637675778	2.143014733	1.028593409	1.616728807	2.014320974	2.260333734
ENSG00000106993	17.25166154	14.78245564	15.16170801	11.9594048	14.58182421	16.81397959	14.23453488	16.31105695
ENSG00000107020	2.939993768	4.262847672	1.373534523	1.797367196	2.48072528	1.886183608	3.357201624	2.62687434
ENSG00000107021	13.86789513	14.78245564	14.4221125	12.8580884	13.06918684	13.14939429	16.24885586	13.317642
ENSG00000107036	28.01314816	29.28988884	19.65210934	22.0523129	20.87439565	20.90969257	31.82627139	30.78941087
ENSG00000107077	23.96372278	20.55792668	27.52351872	27.92832104	25.77534071	23.76591346	26.52189283	25.29130178
ENSG00000107099	95.52206166	103.3396782	160.2809132	144.4115412	129.6027695	116.512256	115.8906	116.3766423
ENSG00000107104	7.876964434	7.219338799	8.716661399	9.263354009	10.1649231	11.26321069	7.184411475	8.980244837
ENSG00000107130	2.218863221	0.825067291	5.177168588	5.668619618	4.477406603	3.664585295	2.014320974	1.832703028
ENSG00000107140	12.64752036	10.17582993	14.10514299	15.83065722	13.19019783	12.66437565	14.03310279	10.26313696
ENSG00000107164	27.3474892	25.85210846	26.99523621	27.23702597	27.0459561	25.22096938	25.71616444	26.0854731
ENSG00000107175	5.547158052	6.256760293	2.852725549	3.387345869	3.569824184	2.964002812	5.841530825	4.887208074
ENSG00000107185	14.69996884	12.51352059	12.20332596	11.12985071	12.82716486	9.323136118	12.6230781	10.26313696
ENSG00000107201	5.047913827	5.844226647	4.384744825	4.216899959	4.598417592	5.604659863	5.774386793	5.25374868
ENSG00000107223	41.71462855	56.37959824	47.38694106	54.88882898	50.7036045	38.90927328	37.19779399	44.59577368
ENSG00000107242	1.719618996	1.306356545	0.792423764	0.345647538	0.423538462	0.646691523	1.410024682	1.099621817
ENSG00000107262	34.1704936	29.35864445	38.40613841	37.6064521	43.92698911	44.46004218	31.020543	31.76685248
ENSG00000107263	27.07013129	29.70242249	39.40987517	38.64339471	32.30993414	27.59217163	33.37058414	26.4520137
ENSG00000107281	5.047913827	6.875560761	5.229996839	7.880763858	10.46745057	7.598625391	2.954337429	2.565784239
ENSG00000107282	1.719618996	1.71889019	2.747069047	3.249086854	4.840439571	4.85018642	1.007160487	1.34398222
ENSG00000107290	60.29760803	61.74253564	74.17086427	72.86250094	61.29206607	59.98063873	69.29264151	73.24703101
ENSG00000107331	39.44029375	44.69114495	43.9002765	60.41918958	61.95762651	54.96877943	35.78776931	33.53846541
ENSG00000107338	1.996976899	1.925157013	2.9055538	2.212144241	1.815164839	1.724510727	2.148609039	2.077063432
ENSG00000107341	24.07466595	26.67717575	31.90826355	30.55524233	28.1955605	27.64606259	27.32762122	28.77343754
ENSG00000107362	21.68938798	21.24548275	28.36877073	27.5826735	21.29793411	24.19704114	28.67050187	29.62869895
ENSG00000107371	15.97581519	14.09489956	15.79564702	18.25018999	15.91294509	17.99958071	16.78600812	16.37214705
ENSG00000107372	59.68742064	59.06106694	50.87360562	46.52415857	48.04136274	51.57364893	64.86113537	71.23105768
ENSG00000107404	10.59507188	8.181917306	12.78443672	16.31456378	17.30457147	13.36495813	9.333020514	8.063893323
ENSG00000107438	27.3474892	35.82167157	34.44401959	35.94734392	43.44294515	35.62192471	24.50757185	23.51968886
ENSG00000107443	16.03128677	14.30116638	17.16918154	15.27762116	19.24074729	24.57427786	13.89881472	12.64565089
ENSG00000107521	29.45540926	30.665001	22.66331964	21.01537029	28.67960446	23.4425677	27.73048541	24.00840967
ENSG00000107537	5.935459116	5.912982255	3.275351556	3.456475377	3.448813194	3.071784733	4.90151437	5.25374868
ENSG00000107551	17.30713312	15.53876732	32.85917206	21.01537029	29.16364841	21.77194793	16.24885586	10.93512807
ENSG00000107554	15.69845729	15.12623368	9.773226417	8.779447456	9.862395626	9.430918039	16.58457602	16.92195796
ENSG00000107560	13.53506565	12.6510318	21.18412861	17.62802442	16.881033	19.93965528	16.04742376	17.83830947
ENSG00000107566	58.18968797	53.07932908	83.62712118	74.10683207	92.63391229	88.11171996	64.05540698	61.39555143
ENSG00000107581	298.8808758	335.2523427	452.473969	448.9961514	403.5111437	381.7635622	279.7891833	307.2832077
ENSG00000107611	2.052448479	2.062668228	0.898080265	1.244331136	1.754659344	1.940074568	1.880032909	1.710522826
ENSG00000107614	3.883010636	4.537870103	1.954645283	2.626921286	4.295890119	3.287348573	3.088625494	2.687964441
ENSG00000107625	15.31015622	18.56401406	16.90504029	17.90454245	16.63901102	16.92176151	15.64455957	14.96707473
ENSG00000107643	20.35807005	23.17063977	12.94292147	16.72934082	16.57850553	16.65230671	22.02324265	19.9153729
ENSG00000107651	23.6308933	24.27072949	27.84048823	28.34309809	28.31657149	24.73595074	21.68752249	20.28191351
ENSG00000107669	7.710549692	8.800717775	7.712924632	9.332483517	10.1649231	9.969827641	8.997300351	8.674794332
ENSG00000107672	15.69845729	18.22023602	14.6334255	15.20849166	14.09778025	16.32896095	14.57025505	16.18887675
ENSG00000107679	3.328294831	3.850314026	3.169695054	3.249086854	3.206791216	3.449021454	4.162930013	4.031946661
ENSG00000107719	3.16188009	2.543957482	2.430099542	2.419532764	9.015318701	7.005824829	0.80572839	0.549810908
ENSG00000107736	4.826027505	3.850314026	4.06777532	4.562547497	3.327802205	5.173532181	4.028641948	5.986829891
ENSG00000107738	14.14525303	10.58836357	29.1611945	22.9509965	18.45417586	12.82604853	19.47176942	13.92854301
ENSG00000107745	22.29957537	25.3020636	16.32392953	16.79847033	17.48608795	16.05950615	24.10470766	19.9153729
ENSG00000107758	11.37167401	13.81987713	12.94292147	13.54938348	12.10109893	11.90990221	14.57025505	13.56200241
ENSG00000107771	23.85277962	20.90170471	14.58059725	14.79371461	17.12305498	14.33499542	22.42610685	23.82513936
ENSG00000107779	20.57995637	17.94521359	20.2332201	19.42539162	17.60709894	19.18518184	19.94177764	19.6099224
ENSG00000107789	7.43319179	6.119249078	3.275351556	2.834309809	5.687516496	4.041822017	5.70724276	5.131568478
ENSG00000107796	6.046402277	4.881648141	6.814844366	6.636432723	6.837120894	8.029753073	5.1700905	7.20863191
ENSG00000107798	7.655078112	8.113161698	9.667569915	9.678131054	12.58514288	9.70037284	8.795868254	6.109010093
ENSG00000107815	20.80184269	15.3325005	35.2892716	39.74946683	44.22951658	39.66374672	16.38314392	14.41726382
ENSG00000107816	14.58902568	12.58227619	30.58755727	27.72093252	29.40567039	26.67602531	13.49595053	10.69076766
ENSG00000107819	75.49682109	69.85569734	99.4227682	85.16755328	89.0640881	99.48271257	73.72414765	58.64649689
ENSG00000107821	1.608675835	0.825067291	4.70171433	3.732993407	5.929538474	4.257385857	1.678600812	1.649432725
ENSG00000107829	7.211305468	7.081827584	7.977065886	9.263354009	8.410263754	8.029753073	8.124427929	6.842091304
ENSG00000107833	3.827539056	3.781558419	4.596057829	4.147770452	5.74802199	4.688513539	3.357201624	2.382513936
ENSG00000107854	41.71462855	43.10976597	31.43280929	32.90564558	37.51340667	39.23261904	41.22643594	39.2809349
ENSG00000107862	50.81196776	61.74253564	40.20229894	38.22861766	35.94026381	32.49624901	58.48245228	58.8297672
ENSG00000107863	4.382254861	4.881648141	5.335653341	4.355158974	4.114373635	4.203494897	3.558633721	3.543225854
ENSG00000107864	6.823004404	8.044406091	5.758279348	6.359914693	6.65560441	7.059715789	6.51297115	7.391902212
ENSG00000107872	2.939993768	2.681468697	3.750805814	4.839065527	4.295890119	3.610694335	3.290057591	2.565784239
ENSG00000107874	7.821492853	9.832051889	9.93171117	9.539872039	11.3145275	9.64648188	5.774386793	5.620289286
ENSG00000107882	17.30713312	19.38908135	7.237470374	6.982080261	11.55654948	7.814189232	16.18171183	15.39470543
ENSG00000107890	17.30713312	19.32032574	11.14676094	9.401613024	13.5532308	11.53266549	15.77884763	13.80636281
ENSG00000107897	18.02826367	15.3325005	15.16170801	14.93197363	15.67092311	19.07739992	16.18171183	16.55541735
ENSG00000107902	4.437726442	5.156670571	4.331916574	4.147770452	3.932857151	4.149603937	3.357201624	3.176685248
ENSG00000107929	22.63240485	22.82686173	22.92746089	23.71142108	22.87107697	23.55034962	22.82897104	21.50371553
ENSG00000107937	19.58146792	19.59534817	31.37998104	36.56950948	30.37375831	32.9273767	21.48609039	21.62589573
ENSG00000107938	33.33841989	30.04620053	28.52725549	26.6148604	30.31325281	35.02912414	34.84775285	37.99804278
ENSG00000107949	17.80637735	17.67019116	19.38796808	23.98793911	27.40898907	23.7120225	14.30167892	14.90598463
ENSG00000107951	19.47052476	16.2263234	23.71988466	25.64704729	25.59382423	28.66999084	16.11456779	19.06011149
ENSG00000107959	9.762998171	12.10098694	5.335653341	6.15252617	7.805208808	7.652516351	8.124427929	10.01877655
ENSG00000107960	6.43470334	7.081827584	7.448783377	6.014267155	6.837120894	5.011859301	6.445827117	5.25374868
ENSG00000107968	19.30411002	17.1889019	8.294035392	6.15252617	8.894307711	9.484808999	18.80032909	16.18887675
ENSG00000108001	8.598094981	6.806805154	10.40716543	11.19898022	13.97676926	19.5085276	5.841530825	6.781001203
ENSG00000108010	6.601118082	8.525695344	9.984539421	9.609001547	6.837120894	6.844151948	8.191571962	8.247163626
ENSG00000108021	17.41807628	17.53267994	29.1611945	29.31091119	27.95353852	26.83769819	17.52459248	22.11461654
ENSG00000108039	24.24108069	25.37081921	34.54967609	32.35260952	27.34848358	25.92155187	28.939078	30.42287026
ENSG00000108055	74.44286106	87.45713288	92.13246957	79.63719268	72.36457158	76.36349063	84.06432866	76.60698657
ENSG00000108061	52.64252991	56.03582021	46.22471954	50.04976345	47.79934076	54.0526331	53.04378565	59.1352177
ENSG00000108064	24.40749543	24.95828556	25.14624743	23.29664404	28.31657149	28.454427	24.37328379	25.71893249
ENSG00000108091	30.39842612	31.55882389	26.0443277	24.19532764	28.98213193	27.86162643	29.14051009	31.09486137
ENSG00000108094	15.42109938	16.36383461	16.79938379	17.90454245	16.69951652	16.70619767	16.58457602	19.30447189
ENSG00000108100	13.36865091	15.19498928	15.32019276	14.44806707	17.30457147	14.71223214	13.83167069	13.0121915
ENSG00000108106	28.12409132	32.5214024	32.96482856	30.55524233	22.68956049	22.68809425	40.75642771	35.49334864
ENSG00000108107	450.9839496	525.155331	376.0314899	396.3885962	463.8351219	380.0390515	368.016442	345.1590703
ENSG00000108175	81.59869494	79.96277165	125.0972981	117.3819038	94.63059361	95.49478151	87.22009818	81.86073525
ENSG00000108179	38.05350424	31.28380146	77.71035708	72.79337143	57.29870342	62.7290777	45.18793385	42.09107954
ENSG00000108187	10.09582765	11.55094208	8.611004897	8.433799919	7.684197819	9.107572277	7.385843572	9.957686452
ENSG00000108219	24.85126807	23.5144178	27.36503397	27.65180301	31.22083523	34.70577838	22.82897104	20.0375531
ENSG00000108239	3.883010636	2.612713089	3.53949281	2.696050794	3.448813194	2.910111852	3.357201624	3.421045652
ENSG00000108256	198.5327867	178.4895574	185.5856454	197.5721325	167.2976927	202.6300104	199.0820563	232.6311043
ENSG00000108262	25.96069968	27.15846501	17.5389793	18.25018999	18.87771433	16.59841575	25.58187637	21.99243633
ENSG00000108264	17.30713312	18.70152527	21.18412861	18.388449	20.02731872	19.72409144	18.80032909	21.01499472
ENSG00000108270	31.17502825	40.77207531	51.66602938	56.40967815	43.38243965	41.22658457	33.43772817	34.88244763
ENSG00000108272	4.770555925	4.33160328	3.116866803	3.525604884	4.598417592	3.610694335	3.827209851	3.054505046
ENSG00000108278	18.02826367	16.84512387	14.68625375	13.756772	16.63901102	14.38888638	18.93461716	21.19826502
ENSG00000108292	34.50332308	35.40913792	41.25886396	45.27982743	53.60786825	50.98084837	28.26763767	27.24618501
ENSG00000108294	10.37318556	11.82596451	11.14676094	14.7245851	12.52463739	10.40095532	12.15306988	13.0732816
ENSG00000108296	25.3505123	25.37081921	27.47069047	29.93307676	23.7181539	29.2627914	27.73048541	29.75087915
ENSG00000108298	261.1602011	316.7570843	248.7154053	261.1021499	314.3865501	216.3183143	212.5108628	219.9854534
ENSG00000108306	13.091293	14.57618881	18.38423131	17.00585885	11.13301101	14.01164966	16.65172005	16.00560644
ENSG00000108309	4.881499086	4.33160328	4.173431821	5.392101587	3.690835173	4.203494897	5.237234533	5.131568478
ENSG00000108312	57.63497216	64.28649312	95.19650813	93.39396467	88.88257162	86.11775443	64.52541521	66.83257042
ENSG00000108344	46.92895712	49.57279309	39.14573392	49.08195035	47.19428582	41.71160321	43.8450532	43.49615186
ENSG00000108349	53.03083098	57.61719918	47.06997155	51.84713065	47.25479131	49.36411956	48.67942354	49.66625206
ENSG00000108352	4.160368539	3.712802811	3.381008058	3.732993407	2.601736269	4.257385857	4.431506143	4.703937772
ENSG00000108375	2.829050607	2.475201874	3.53949281	3.802122914	3.993362646	4.95796834	2.417185169	2.321423835
ENSG00000108381	4.382254861	5.087914963	3.433836309	4.147770452	4.114373635	4.365167778	4.834370338	4.703937772
ENSG00000108384	7.655078112	6.738049546	7.712924632	6.636432723	7.260659356	6.359133306	8.325860027	7.025361607
ENSG00000108389	26.90371655	24.75201874	22.18786538	20.94624078	28.74010995	24.89762362	18.46460893	18.63248078
ENSG00000108395	15.80940045	16.57010143	11.30524569	11.33723924	11.73806596	9.323136118	15.84599166	16.12778665
ENSG00000108405	25.29504072	29.35864445	50.39815136	56.96271421	47.19428582	42.41218569	30.88625494	29.20106824
ENSG00000108406	11.98186139	13.61361031	11.25241744	8.779447456	10.76997805	11.10153781	9.937316806	9.774416149
ENSG00000108423	8.320737078	8.181917306	7.712924632	7.051209768	8.34975826	9.86204572	7.251555507	8.369343827
ENSG00000108424	103.2326113	122.5912484	144.1154685	138.6737921	135.9558464	122.1169159	106.5575795	108.6181995
ENSG00000108433	16.14222993	13.33858788	12.62595197	11.82114579	11.67756046	12.12546605	16.51743199	18.69357088
ENSG00000108439	5.935459116	4.469114495	7.131813872	4.839065527	7.200153862	6.197460425	5.640098728	4.887208074
ENSG00000108443	24.01919437	27.57099865	27.68200347	29.17265218	27.22747259	27.53828067	27.32762122	27.49054542
ENSG00000108448	9.929412913	8.181917306	23.77271291	19.01061457	14.46081322	14.33499542	10.1387489	11.11839837
ENSG00000108465	47.98291715	56.8608875	46.27754779	44.79592088	50.7036045	46.56178963	41.09214787	39.2198448
ENSG00000108468	23.29806382	25.09579678	18.91251382	17.28237688	24.74674731	20.90969257	21.01608216	19.7321026
ENSG00000108469	14.14525303	15.40125611	13.89382999	15.07023264	13.43221981	14.28110446	15.64455957	11.97365978
ENSG00000108474	14.64449726	14.02614395	15.10887976	17.00585885	15.67092311	15.89783327	12.01878181	12.8289212
ENSG00000108479	6.490174921	7.013071977	8.18837889	7.811634351	8.652285733	5.604659863	5.97581889	4.276307065
ENSG00000108506	11.81544665	14.85121124	12.04484121	10.9915917	13.12969234	13.79608582	10.81018923	12.21802019
ENSG00000108509	15.69845729	12.44476498	23.98402591	15.96891624	15.54991212	15.0355779	18.3974649	14.78380442
ENSG00000108510	56.24818265	57.47968797	47.22845631	48.11413724	53.60786825	48.93299188	54.05094614	58.70758699
ENSG00000108515	4.437726442	4.262847672	7.60726813	5.945137648	6.65560441	5.550768903	4.700082273	4.276307065
ENSG00000108518	108.5578831	121.1473806	197.1022041	162.1086952	132.4465278	114.9494182	129.7222707	113.0777768
ENSG00000108523	30.73125561	27.02095379	41.2060357	34.8412718	33.52004403	29.801701	34.57917672	24.25277007
ENSG00000108528	24.62938175	22.00179444	19.54645283	21.49927684	17.78861542	16.86787055	26.92475702	22.84769775
ENSG00000108557	23.51995014	24.75201874	46.38320429	49.98063394	37.57391217	36.37639815	27.93191751	27.30727512
ENSG00000108559	25.18409756	22.07055004	31.80260704	34.97953081	29.04263743	32.11901229	24.97758008	25.71893249
ENSG00000108561	36.27841366	41.59714261	60.80531679	60.83396663	64.80138476	50.71139357	34.51203269	39.7085656
ENSG00000108576	4.382254861	4.812892533	4.014947069	4.216899959	3.993362646	4.041822017	3.827209851	4.337397166
