mr193.MV411.MYBi_30m.r1_tcount,mr194.MV411.MYBi_30m.r2_tcount,mr195.MV411.MYBi_30m.r3_tcount,mr196.MV411.MYBi_30m.r4_tcount,mr197.MV411.PBS_30m.r1_tcount,mr198.MV411.PBS_30m.r2_tcount,mr199.MV411.PBS_30m.r3_tcount,mr200.MV411.PBS_30m.r4_tcount
22,27,74,17,43,51,29,60
1,5,9,4,5,10,3,6
2,1,1,0,0,3,0,1
1,1,2,0,5,7,3,5
17,8,22,9,15,10,13,12
1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
7,10,16,3,4,5,6,5
0,1,0,0,0,0,1,1
1,3,4,2,5,8,2,2
60,40,91,47,53,44,46,79
1,1,2,7,1,2,1,0
1,0,2,0,0,0,0,0
0,1,1,1,1,4,2,4
17,13,20,14,18,17,29,32
0,3,7,3,5,6,1,1
17,10,21,12,19,10,12,20
3,9,7,3,6,6,5,7
8,11,17,7,20,5,13,22
13,9,41,11,22,30,27,48
10,9,28,9,34,27,30,38
2,7,12,1,6,13,8,12
1,1,3,3,5,11,10,17
0,1,2,0,1,0,1,0
0,1,7,2,12,10,6,11
0,0,1,1,0,1,2,2
0,2,0,1,0,0,1,0
2,1,2,0,3,1,1,5
6,10,15,14,17,15,12,28
8,4,1,3,18,2,14,17
80,61,138,79,105,85,76,142
2,1,1,0,9,3,3,4
2,1,3,3,5,4,5,8
7,6,16,11,21,25,25,47
1,2,3,1,0,2,3,5
14,12,25,7,18,14,13,22
46,39,76,20,64,44,52,113
8,7,22,17,17,21,17,31
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,1
0,2,0,0,1,4,3,3
4,3,11,3,5,11,13,23
5,2,10,0,8,6,12,17
8,9,28,12,18,35,21,30
13,13,22,9,23,10,14,32
1,2,1,0,0,3,2,2
11,4,7,9,8,7,10,11
13,6,12,5,14,10,5,15
3,10,7,5,10,9,8,16
0,3,8,1,2,1,2,4
2,0,3,0,1,0,4,6
10,8,11,7,28,25,25,29
3,3,1,2,1,6,2,3
0,1,10,7,11,7,5,9
14,10,32,6,21,16,10,27
0,0,0,0,0,0,0,0
26,13,36,18,39,17,19,53
13,8,16,10,7,6,12,18
12,5,11,5,13,11,9,12
1,5,12,4,12,9,11,15
5,7,12,4,6,2,5,4
0,1,1,0,4,1,2,2
7,7,17,7,15,11,11,14
1,0,0,0,5,3,0,2
0,0,2,1,0,1,3,2
0,0,0,0,0,0,0,0
0,1,2,0,2,1,0,2
4,1,8,4,5,2,2,8
3,3,7,5,7,4,2,6
1,0,0,0,0,0,0,0
10,7,7,3,7,6,5,13
7,4,10,5,18,6,11,18
16,11,21,3,13,5,6,22
4,4,11,4,7,14,7,15
2,0,1,3,0,5,2,1
0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0
1,0,7,2,5,3,3,6
7,3,12,6,9,7,6,17
3,7,18,4,21,15,12,35
0,1,0,0,0,0,1,1
72,62,123,49,61,64,57,102
1,0,1,3,1,1,4,1
1,2,4,0,5,4,3,1
0,1,1,0,0,0,0,1
8,9,21,17,17,9,11,24
0,0,0,0,0,0,0,0
12,15,32,23,23,49,28,30
1,2,1,1,3,4,4,4
2,0,2,2,0,2,0,3
1,0,2,1,6,3,1,3
0,0,1,0,3,0,0,0
60,48,115,50,70,49,66,108
0,1,0,0,2,0,1,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
16,17,19,17,34,23,22,28
18,23,40,35,18,16,18,30
0,0,0,0,0,0,0,0
5,7,11,4,11,4,3,5
30,22,35,15,26,13,15,25
0,0,0,0,0,1,0,0
2,2,8,1,3,2,6,4
256,233,514,228,403,324,336,705
0,0,1,0,0,0,4,1
0,4,1,0,1,2,0,1
21,23,43,31,28,23,29,34
1,0,2,2,2,2,4,1
0,1,2,1,1,4,6,4
9,15,20,12,6,4,10,10
5,7,16,15,14,10,18,20
4,8,27,8,24,29,21,40
2,5,6,5,18,8,13,14
34,31,77,43,23,34,25,51
0,0,4,1,2,0,0,0
6,3,13,4,8,4,5,8
0,0,0,0,1,0,0,2
1,4,10,5,8,4,10,13
20,15,15,10,25,27,18,53
0,2,5,4,6,5,3,11
4,4,4,3,3,11,4,14
0,0,0,0,0,0,0,0
0,0,1,2,1,1,1,0
2,1,1,3,0,0,1,5
2,9,17,11,9,15,10,20
1,0,0,0,0,0,0,0
44,34,83,27,35,26,32,81
0,2,1,0,0,2,0,0
0,0,0,0,0,0,0,0
1,3,5,3,3,1,4,6
3,5,3,1,2,6,13,11
0,1,1,0,2,4,0,6
2,0,0,0,2,2,1,5
11,9,19,10,25,22,15,33
0,1,1,0,1,1,0,3
3,3,5,6,5,4,3,2
29,28,38,30,45,35,19,65
0,0,0,0,0,0,0,0
2,1,4,1,2,3,1,7
0,0,0,0,0,0,0,0
4,3,2,3,11,8,15,20
2,0,1,0,1,1,2,2
10,12,10,10,23,10,11,21
24,24,53,16,52,40,56,85
0,0,0,0,0,0,1,1
0,0,3,0,0,2,0,1
11,18,31,9,49,39,32,69
3,0,4,0,0,1,1,0
4,9,14,6,4,7,9,10
18,18,37,22,49,40,29,58
0,0,1,1,0,0,0,2
0,0,0,0,0,0,0,0
19,27,42,24,24,13,19,27
0,1,0,0,3,2,2,3
25,26,42,20,36,19,21,44
11,9,17,17,20,17,16,32
2,4,7,4,2,7,6,7
0,0,0,0,0,1,0,4
132,115,264,120,161,130,135,163
7,17,15,12,16,10,9,23
21,15,28,16,14,10,7,11
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
24,22,40,17,54,39,33,60
1,0,0,0,0,0,0,0
1,0,0,0,3,4,1,2
7,10,20,5,16,8,14,31
26,17,50,21,24,30,25,28
50,39,109,60,66,47,60,98
0,0,0,0,0,0,0,0
6,3,8,1,12,5,9,9
2,3,0,0,9,4,6,10
2,2,5,2,4,3,5,6
1,2,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
17,22,30,17,39,32,25,36
2,4,10,2,9,11,10,16
1,0,3,2,0,1,0,0
0,0,0,0,0,0,0,0
1,1,2,3,5,9,2,9
10,13,10,13,13,11,11,26
0,0,0,0,0,3,0,0
4,0,5,2,2,1,3,1
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
5,0,7,5,13,10,12,17
0,0,0,0,0,0,0,0
0,1,1,0,1,1,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,2,1,2,5
3,0,3,0,2,0,6,7
1,5,6,3,16,14,16,12
2,2,7,2,3,4,7,5
0,0,0,0,0,1,0,0
6,3,3,6,7,10,0,15
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,6,3,6,1,6,3
0,0,0,0,0,0,1,0
2,2,2,1,2,3,2,5
37,18,56,24,33,34,34,62
64,53,96,81,55,66,54,85
1,0,0,0,3,1,0,1
0,0,0,0,3,7,1,5
62,63,111,57,60,53,52,88
25,17,28,23,23,26,25,34
0,0,0,0,0,0,0,0
4,0,3,1,0,0,3,2
60,36,85,40,60,55,52,62
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,1,0,1,2
8,4,14,5,8,11,15,7
0,0,1,1,1,1,4,2
0,0,1,3,0,0,1,0
1,2,3,4,4,3,3,7
6,6,17,10,7,8,10,10
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,0,0,1,0
0,0,1,0,0,0,0,1
22,25,53,27,26,22,24,32
2,2,4,1,4,4,4,4
18,12,25,14,24,15,13,22
4,5,14,1,10,7,6,12
28,14,36,19,34,26,26,39
67,60,84,57,87,84,74,101
1,0,0,0,0,2,2,0
2,0,3,2,3,2,6,2
1,0,1,2,3,2,0,1
0,0,0,0,0,0,0,0
2,6,1,2,0,3,1,1
2,2,1,0,0,0,0,0
0,0,1,0,0,0,0,0
3,1,1,1,1,0,0,3
0,0,0,0,1,1,0,1
5,13,11,11,12,11,13,29
46,48,99,60,37,33,24,60
75,64,142,71,70,59,64,102
20,6,8,5,5,4,15,15
0,0,0,0,1,1,0,0
4,3,7,4,26,19,16,32
94,87,143,87,129,102,97,177
2,0,4,0,3,2,1,2
0,0,2,0,0,0,0,0
0,2,3,2,2,5,1,4
0,0,2,1,1,0,5,2
6,6,11,12,12,8,8,22
8,12,19,5,17,15,13,25
0,0,0,0,0,0,0,0
72,69,154,89,107,96,110,162
0,0,0,0,0,0,0,0
13,13,37,9,31,14,25,52
16,13,15,19,15,12,13,17
106,83,154,86,104,64,56,118
1,2,1,3,1,3,0,4
11,11,25,14,18,10,12,26
17,11,17,16,43,37,30,40
0,2,5,8,5,3,5,5
11,4,18,5,10,6,4,7
0,0,0,0,1,0,0,0
0,3,6,1,0,4,1,0
29,32,59,22,46,50,38,74
0,0,0,0,1,0,0,0
31,18,53,18,23,38,29,62
0,0,0,0,0,0,0,0
51,51,103,52,156,170,129,168
0,0,0,0,0,1,1,0
7,1,11,4,4,1,11,13
100,65,166,99,149,131,157,207
3,1,0,0,2,0,1,0
2,2,4,0,0,0,1,0
8,11,12,3,19,10,11,24
0,1,2,0,0,2,3,2
4,8,12,8,19,12,17,25
0,0,0,0,0,0,0,0
47,53,86,41,51,39,41,91
0,1,0,2,6,5,3,11
1,1,6,2,5,4,12,10
1,1,0,0,0,0,1,0
0,0,0,0,0,1,2,0
8,8,15,14,21,21,32,40
0,0,0,0,0,0,0,2
1,1,1,0,5,2,5,3
48,27,61,24,39,22,30,56
1,2,3,5,0,1,1,2
1,0,1,0,0,0,1,1
1,0,0,1,1,0,0,2
2,0,1,1,1,3,3,1
3,3,5,2,1,2,2,3
3,1,3,1,1,2,2,7
15,18,31,10,20,12,14,19
13,11,10,3,35,20,19,27
0,0,1,0,0,0,0,0
3,0,0,1,2,1,0,3
0,4,3,0,2,2,1,4
2,2,0,2,1,3,2,3
5,0,2,1,1,2,4,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1,6,10,3,8,5,15,16
0,1,0,1,0,0,0,0
0,1,0,0,0,1,1,3
2,3,5,5,8,3,8,7
0,0,2,1,1,0,1,3
1,0,0,0,0,0,0,0
2,3,3,1,6,3,5,5
34,18,46,33,77,61,68,96
0,0,1,0,1,2,2,1
8,9,22,16,25,27,30,43
14,13,16,11,24,17,14,25
2,3,4,2,0,2,5,3
2,3,15,4,5,4,6,12
0,0,1,0,1,0,2,0
6,11,14,8,14,9,16,18
8,3,4,2,7,1,4,13
0,0,0,0,2,0,0,0
2,2,2,0,4,4,5,7
8,1,10,6,17,7,10,18
41,37,72,50,75,62,57,117
2,0,3,2,4,0,1,5
45,58,73,49,62,63,40,92
0,0,0,0,0,0,1,0
9,8,10,8,12,4,6,24
1,0,3,1,1,3,0,2
11,10,18,8,17,16,16,31
2,0,0,1,2,0,0,0
0,0,1,0,0,0,0,0
2,2,1,2,3,3,1,1
0,0,1,0,0,0,2,3
31,21,48,25,26,19,24,40
0,2,1,0,1,0,1,0
0,2,7,1,4,8,5,6
107,87,167,76,60,25,30,65
7,3,14,5,14,11,12,12
0,0,3,0,2,1,1,2
36,30,71,40,77,109,100,145
0,0,0,0,0,0,0,0
127,106,186,128,118,98,98,175
4,5,6,1,5,3,2,3
3,4,3,2,3,1,4,3
10,6,11,3,7,6,9,13
1,0,1,0,0,3,0,4
3,6,7,6,13,6,10,25
2,0,0,0,0,1,2,0
0,0,0,0,0,0,0,2
3,0,4,2,0,1,0,1
0,1,2,0,1,2,2,2
0,0,0,0,1,1,0,0
7,8,4,5,15,1,5,13
0,0,1,0,0,0,0,0
33,17,32,25,25,10,15,38
19,13,36,16,36,27,34,44
0,0,0,0,0,0,0,0
5,1,4,4,17,3,10,15
5,0,1,0,1,4,0,5
2,1,7,2,14,8,4,23
3,5,10,6,4,6,8,13
0,5,6,1,1,4,8,2
0,0,0,1,0,0,0,0
2,5,5,4,3,2,3,2
6,9,13,9,14,2,5,12
34,21,44,35,38,66,53,58
1,1,2,1,0,0,3,5
0,0,1,0,0,2,1,0
3,5,3,3,7,3,5,11
6,4,16,8,26,17,22,31
0,0,1,0,0,1,3,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
3,3,7,1,4,4,1,7
2,2,3,1,6,0,4,3
2,1,2,1,2,7,2,1
33,34,58,28,63,34,44,86
1,0,2,2,0,0,4,3
13,5,18,3,16,3,6,28
3,1,8,0,3,8,14,6
52,47,71,37,40,27,19,72
0,0,3,0,0,0,1,2
0,0,0,0,2,1,1,0
2,1,3,0,0,3,3,2
0,0,0,1,4,2,1,1
11,17,19,7,18,8,13,13
7,3,12,6,5,11,7,18
0,0,1,1,2,0,1,1
0,1,0,0,0,0,0,0
43,43,77,43,79,104,52,89
4,4,1,3,4,5,4,10
0,0,0,0,0,0,0,0
11,9,13,6,5,10,4,12
36,39,60,30,12,8,12,22
0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0
3,0,2,0,2,1,5,5
63,47,125,78,70,71,82,129
15,8,21,14,13,28,14,35
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
109,97,177,134,172,161,170,242
14,16,28,15,30,13,14,32
1,0,2,0,0,1,2,0
2,8,5,2,5,5,3,9
0,1,3,0,2,1,0,5
22,17,42,13,35,28,19,50
0,0,1,0,0,1,3,3
11,8,26,13,12,11,11,16
4,2,2,0,1,1,0,4
0,0,0,0,0,0,0,0
0,1,1,0,1,1,4,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
2,4,8,0,5,8,4,4
0,1,0,0,2,0,0,1
0,1,0,0,0,0,0,0
1,0,1,0,1,2,1,3
12,5,19,7,25,24,21,44
0,0,0,0,1,1,0,0
0,2,1,0,4,1,3,4
0,0,0,0,0,0,0,0
31,30,64,29,34,32,30,45
15,12,25,24,22,21,21,32
0,0,0,0,0,0,0,0
3,2,0,4,4,7,7,3
17,14,26,12,31,29,20,45
1,2,0,2,1,1,3,0
56,32,82,66,85,82,81,135
0,0,0,0,0,0,0,0
1,0,0,1,0,3,2,3
9,5,7,7,13,12,8,15
24,29,41,25,31,23,25,23
1,0,1,0,0,2,1,3
2,3,3,0,0,1,2,6
0,0,2,0,2,1,2,1
0,0,0,0,0,0,1,0
29,15,58,22,29,21,20,55
0,1,9,1,5,2,0,4
0,0,0,0,0,0,0,0
7,1,15,7,16,13,23,23
10,10,12,7,11,16,10,21
0,0,0,0,0,0,0,0
9,9,24,10,8,6,4,15
34,31,57,27,33,33,41,80
8,10,22,11,18,12,16,26
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,3,3,2,4,1
0,1,4,1,2,2,3,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,4,4,3,5,4,1,7
3,4,9,8,2,2,6,7
0,0,0,0,4,2,1,0
0,0,0,0,2,0,0,0
0,0,1,0,0,0,0,1
0,0,0,1,0,1,0,0
18,9,19,9,4,3,5,21
1,0,0,0,0,0,0,0
6,6,22,12,9,7,14,18
3,3,17,5,16,19,18,35
0,1,2,0,1,0,0,3
0,0,4,1,0,1,1,1
0,0,0,0,0,1,0,0
7,11,14,5,16,12,10,9
0,0,0,0,2,1,3,4
0,0,0,0,0,2,1,2
2,0,1,1,5,4,1,4
13,9,18,7,17,11,13,18
6,11,18,8,13,20,8,14
0,0,1,0,0,0,0,1
10,5,5,7,8,11,11,11
1,0,3,0,3,0,3,1
18,20,31,16,27,21,24,27
1,2,3,4,3,12,8,10
1,2,2,2,13,12,7,17
0,2,0,2,4,1,6,5
9,8,13,9,11,11,12,15
32,22,64,25,44,39,51,83
0,1,1,2,6,3,3,10
0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0
9,6,21,10,35,19,21,37
43,47,86,39,76,31,57,99
3,0,1,2,1,0,2,1
2,7,4,4,17,4,11,12
17,14,32,15,17,10,9,22
23,15,44,17,17,24,16,40
0,0,0,1,0,0,1,0
2,2,4,3,4,1,2,2
5,4,10,7,11,21,14,15
2,0,1,0,0,0,0,1
2,1,5,3,1,1,3,9
3,11,10,8,28,23,27,51
0,0,0,0,0,0,0,0
2,0,7,4,9,10,6,12
0,0,0,0,0,0,0,0
17,9,19,15,37,37,29,52
0,0,0,1,0,1,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
44,44,68,34,48,39,48,73
1,0,0,1,0,1,0,1
9,8,14,15,18,11,21,15
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
2,1,0,1,0,1,2,4
222,289,434,267,289,262,241,538
22,22,43,33,47,49,39,64
15,17,21,8,19,18,17,28
1,0,0,0,0,0,0,0
0,0,1,1,3,1,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,5,13,6,8,6,14,16
1,0,0,0,0,0,0,0
57,52,131,51,115,87,91,167
12,4,14,3,16,27,21,44
0,0,1,0,1,2,3,2
56,44,104,52,72,78,75,131
0,2,2,1,0,1,2,3
0,0,0,0,0,0,0,0
82,55,87,56,64,56,76,127
3,5,14,4,11,4,7,10
15,9,22,14,11,16,14,16
0,0,3,0,0,2,0,1
0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,4
22,26,45,14,11,10,13,19
0,0,0,0,0,1,0,0
20,22,48,23,48,52,46,80
8,11,9,6,36,24,23,40
2,5,8,3,3,6,1,3
4,2,14,3,9,6,11,16
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2
0,0,0,0,1,0,1,0
18,18,28,22,31,28,27,50
26,23,37,19,32,19,30,47
3,0,4,0,0,1,1,2
26,23,48,22,43,44,50,73
4,2,10,5,9,13,12,29
9,10,12,10,14,12,6,9
16,11,18,13,36,12,15,39
37,39,83,49,77,59,68,82
9,13,16,5,10,19,15,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0
0,0,0,0,0,1,0,0
19,13,42,24,48,55,52,62
11,7,6,5,16,7,13,19
0,1,1,0,3,0,3,5
80,74,164,72,83,93,73,119
3,1,4,5,2,2,6,6
19,20,29,22,23,13,22,48
0,0,0,0,0,0,0,1
44,51,88,44,45,47,35,88
8,5,28,7,19,17,11,21
3,1,3,0,3,2,4,8
8,23,27,9,13,11,8,24
4,7,6,7,6,7,5,7
12,9,17,9,27,39,20,37
6,6,7,6,7,7,7,10
75,70,132,55,52,52,47,75
1,0,0,0,3,3,1,1
4,4,8,11,5,6,6,7
10,3,11,11,16,7,11,19
16,24,39,18,37,41,41,36
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
35,33,51,33,73,55,48,100
0,1,0,3,0,1,2,3
9,15,15,12,22,13,19,23
1,0,0,1,0,0,0,0
5,1,7,1,5,10,6,14
0,0,0,0,0,0,0,2
0,1,2,0,5,1,1,1
2,3,6,2,3,1,0,7
0,0,0,0,1,3,0,1
0,0,0,0,0,0,0,0
13,18,31,23,41,26,34,55
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,2,2,2,3,3,5,6
6,4,10,6,9,5,6,8
2,1,1,1,0,0,0,2
0,0,0,0,0,0,0,0
20,19,49,9,22,29,23,45
18,21,28,16,56,30,28,46
0,2,0,0,3,3,3,4
0,0,2,1,5,10,7,16
1,4,8,1,5,2,1,3
8,2,5,3,5,3,8,4
0,0,0,1,2,0,0,0
4,2,4,4,4,5,4,7
0,0,0,0,0,0,1,1
0,0,2,0,0,1,2,0
5,4,6,2,3,1,6,6
5,4,3,2,4,9,2,9
0,0,5,0,1,0,4,3
78,67,149,96,149,143,121,178
21,13,17,24,20,4,16,33
23,18,40,19,33,23,24,37
0,0,0,0,0,0,2,0
2,0,0,0,3,0,2,0
0,1,1,0,0,0,0,4
18,16,24,13,11,10,13,16
1,0,0,0,0,3,2,1
4,1,4,2,3,0,1,4
4,0,2,0,3,0,1,2
3,2,9,1,1,6,4,5
0,9,15,8,16,11,9,10
0,0,0,0,0,1,0,0
46,50,101,36,80,37,55,85
0,0,0,0,0,0,0,0
12,9,24,15,16,17,12,17
134,90,234,113,158,134,99,208
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0
18,14,24,14,37,32,28,45
3,9,21,8,15,13,17,22
0,0,0,0,2,0,0,0
13,14,19,8,18,8,9,21
20,25,44,28,64,68,47,95
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
366,399,727,416,696,784,588,902
0,0,0,0,0,0,0,0
54,59,79,41,86,63,64,131
4,0,3,0,0,0,1,1
0,0,0,1,0,0,0,0
4,5,12,4,14,11,13,20
5,4,10,6,9,19,9,5
0,0,0,0,0,0,1,0
2,2,8,3,4,4,9,8
24,18,45,33,43,36,48,57
0,0,0,0,0,0,0,0
0,0,0,1,0,3,2,0
0,0,0,0,0,0,0,0
1,0,0,1,0,4,0,0
32,41,59,46,26,34,28,72
0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,1
20,39,57,40,48,44,41,72
0,0,0,0,0,0,0,0
15,10,22,6,18,10,12,40
22,19,39,15,64,59,65,69
0,1,3,1,3,1,1,0
1,0,1,1,3,0,3,1
0,0,0,0,0,0,0,0
20,15,25,8,13,8,7,20
38,39,63,34,26,26,22,27
40,35,68,41,76,50,48,99
30,25,49,16,23,11,23,24
11,8,11,11,40,30,21,44
0,0,0,0,0,0,0,0
4,2,4,2,6,10,11,3
0,0,0,0,0,0,1,0
155,92,174,102,126,110,118,208
0,1,2,0,3,1,2,5
5,5,4,4,5,3,3,10
56,42,79,35,55,35,44,80
0,0,0,0,2,2,4,0
0,0,0,1,3,1,0,2
8,6,16,9,14,14,18,20
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2
1,5,9,0,5,4,2,11
4,3,0,1,10,10,4,9
0,1,0,0,1,3,0,0
7,14,17,14,18,6,10,27
0,3,2,2,3,3,4,2
20,12,31,15,21,16,20,36
14,11,13,7,17,18,20,23
0,0,0,0,0,0,0,2
21,17,27,18,35,29,31,51
5,9,11,2,8,7,8,5
10,5,18,10,7,9,14,7
61,46,81,43,71,31,40,62
22,21,53,24,29,37,44,37
117,129,242,121,111,101,93,136
1,0,3,2,1,3,2,3
3,3,2,2,4,6,6,12
0,0,0,0,0,0,0,0
9,2,16,6,10,13,5,13
0,0,2,0,0,0,2,2
20,15,16,17,28,21,29,37
26,14,34,31,13,23,18,23
1,1,5,0,2,3,4,3
0,1,6,1,4,1,3,2
0,1,2,0,2,2,0,5
0,1,0,0,0,3,1,3
0,1,1,1,0,0,0,0
20,20,31,19,25,24,20,32
0,0,0,0,0,0,0,0
4,1,5,3,1,3,0,4
3,6,13,14,9,11,8,19
10,10,21,11,38,25,34,60
6,9,13,5,16,19,3,19
1,1,6,2,5,4,6,9
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
3,6,4,5,8,8,9,7
25,18,36,12,27,21,30,51
0,0,0,0,0,0,0,0
1,0,0,0,2,1,0,1
1,3,12,3,5,0,3,0
0,0,0,0,0,0,0,0
9,10,12,10,20,29,16,33
7,9,12,4,9,8,10,12
63,74,102,70,71,82,99,107
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,14,30,17,20,12,22,40
10,9,19,11,9,9,4,7
1,1,0,0,1,0,0,2
25,10,47,18,24,16,26,48
0,0,0,0,0,1,3,1
2,4,8,7,9,16,11,19
1,1,3,0,8,2,2,8
1,2,3,3,7,6,2,7
10,11,22,13,10,7,10,23
14,16,33,11,25,25,21,51
0,0,0,1,0,0,1,0
2,4,8,8,11,6,3,16
4,6,34,6,12,11,18,19
0,0,0,0,0,1,0,0
13,16,10,10,24,17,25,50
75,64,102,66,89,58,64,148
9,2,6,5,3,14,3,9
4,0,4,0,2,0,2,8
2,2,5,1,6,6,4,13
0,0,0,0,0,0,0,0
2,1,3,3,7,15,4,12
11,10,15,12,19,8,16,25
0,0,0,0,0,2,1,0
17,12,20,16,12,13,14,18
170,194,285,146,180,129,127,223
0,1,7,1,4,6,6,6
0,0,2,0,0,0,0,0
0,1,2,0,2,0,0,1
2,2,5,0,1,1,2,2
0,0,0,0,1,0,1,0
5,5,6,3,9,2,5,3
2,1,3,2,5,2,13,4
31,31,65,48,50,54,53,78
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
4,2,4,2,1,5,2,5
0,0,0,0,2,3,1,1
1,8,7,4,8,3,2,4
18,13,39,21,31,56,35,63
7,2,13,3,17,4,7,9
1,1,0,0,0,0,4,1
15,13,17,14,12,14,10,21
7,7,10,10,13,24,18,10
0,0,0,0,1,2,3,1
0,0,0,2,0,0,0,0
3,0,7,2,3,10,6,6
0,0,4,0,1,1,2,0
4,6,6,6,8,15,9,21
5,5,8,9,24,15,12,21
8,3,8,6,7,11,6,9
2,2,2,2,8,3,2,7
9,6,15,8,13,6,9,7
0,0,0,0,0,0,0,0
0,2,8,5,4,5,9,6
6,1,8,1,11,14,10,20
3,2,0,0,2,3,2,4
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
3,5,9,5,1,3,3,5
0,0,1,1,0,0,1,1
11,6,11,8,7,5,9,13
3,4,10,4,18,16,16,22
3,4,9,6,7,5,5,8
15,7,20,7,21,14,12,13
5,3,4,5,7,8,6,13
4,5,24,7,30,32,30,55
0,0,0,0,1,0,1,3
8,6,11,15,18,13,25,38
0,0,0,0,0,0,0,0
1,4,2,3,3,4,6,7
7,3,9,13,12,12,12,17
2,2,10,3,10,4,10,19
1,1,0,0,3,5,1,1
11,6,11,4,7,2,6,9
4,1,13,3,7,3,6,8
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0
0,0,6,0,1,0,1,0
0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0
93,97,164,86,110,81,72,164
0,0,0,0,0,0,0,0
4,2,5,0,6,5,9,9
1,0,1,2,3,4,5,5
0,1,5,1,0,0,1,3
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,1,1,3,3,6,7,7
0,0,0,0,0,0,0,0
1,1,0,6,0,1,0,2
0,0,0,0,0,0,0,1
1,0,0,1,3,3,2,5
0,1,2,0,3,0,0,0
0,0,0,0,7,3,5,7
22,14,27,12,18,22,33,27
9,9,12,8,69,78,70,88
20,12,21,17,20,6,14,27
1,1,5,2,1,6,6,6
6,5,30,7,10,12,21,31
0,0,0,0,0,0,0,0
4,1,5,0,12,9,13,8
0,0,0,0,0,1,0,0
83,91,168,98,127,148,107,222
1,0,0,0,3,1,2,1
0,0,0,0,0,0,0,0
10,2,11,5,19,27,20,27
18,6,17,12,27,38,28,36
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1
1,3,6,5,4,6,5,9
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,2
0,0,0,0,0,2,2,2
0,0,0,0,0,0,0,0
1,1,2,0,4,3,3,3
5,12,15,11,9,7,10,17
0,0,1,0,0,0,1,0
4,1,5,3,5,5,6,2
0,0,0,1,1,0,1,0
13,7,15,8,7,7,3,8
1,4,0,1,1,2,3,4
