Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20210514_10R_MP8847_S163_R1_001	67.27779088340623	45.0	150.0	36.36363636363637	68944073.0
20210514_10R_MP8847_S163_R2_001	65.18044236820604	45.0	150.0	18.181818181818183	68944073.0
20210514_11R_MP8847_S164_R1_001	66.84092051602371	42.0	150.0	27.27272727272727	38501429.0
20210514_11R_MP8847_S164_R2_001	63.33218657487475	43.0	150.0	9.090909090909092	38501429.0
20210514_12R_MP8847_S165_R1_001	65.36547236222228	43.0	150.0	9.090909090909092	42815923.0
20210514_12R_MP8847_S165_R2_001	63.731864677950625	44.0	150.0	9.090909090909092	42815923.0
20210514_13R_MP8847_S166_R1_001	64.68018597421695	43.0	150.0	18.181818181818183	35829612.0
20210514_13R_MP8847_S166_R2_001	60.84775656061291	44.0	150.0	9.090909090909092	35829612.0
20210514_14R_MP8847_S167_R1_001	64.991875022551	42.0	150.0	36.36363636363637	34944189.0
20210514_14R_MP8847_S167_R2_001	60.203600613869774	43.0	150.0	18.181818181818183	34944189.0
20210514_15R_MP8847_S168_R1_001	63.202482089379295	46.0	150.0	27.27272727272727	45957747.0
20210514_15R_MP8847_S168_R2_001	59.85190019497498	46.0	150.0	18.181818181818183	45957747.0
20210514_16R_MP8847_S169_R1_001	71.34983930479808	42.0	150.0	27.27272727272727	42486454.0
20210514_16R_MP8847_S169_R2_001	66.3469796547606	43.0	150.0	9.090909090909092	42486454.0
20210514_1R_MP8847_S154_R1_001	64.90571745943072	46.0	150.0	27.27272727272727	91996930.0
20210514_1R_MP8847_S154_R2_001	63.487711727084196	47.0	150.0	18.181818181818183	91996930.0
20210514_2R_MP8847_S155_R1_001	60.99618436955907	46.0	150.0	18.181818181818183	68934960.0
20210514_2R_MP8847_S155_R2_001	58.846657295280735	47.0	150.0	18.181818181818183	68934960.0
20210514_3R_MP8847_S156_R1_001	64.47253531856083	45.0	150.0	27.27272727272727	53768261.0
20210514_3R_MP8847_S156_R2_001	63.01792576209726	46.0	150.0	18.181818181818183	53768261.0
20210514_4R_MP8847_S157_R1_001	62.268415385928556	43.0	150.0	36.36363636363637	43774451.0
20210514_4R_MP8847_S157_R2_001	58.82485816976203	44.0	150.0	18.181818181818183	43774451.0
20210514_5R_MP8847_S158_R1_001	65.88930682742283	43.0	150.0	27.27272727272727	45695057.0
20210514_5R_MP8847_S158_R2_001	62.6267816387961	45.0	150.0	9.090909090909092	45695057.0
20210514_6R_MP8847_S159_R1_001	64.93142532565005	46.0	150.0	18.181818181818183	54887356.0
20210514_6R_MP8847_S159_R2_001	63.36841222393127	46.0	150.0	18.181818181818183	54887356.0
20210514_7R_MP8847_S160_R1_001	63.93287199948075	46.0	150.0	18.181818181818183	50181617.0
20210514_7R_MP8847_S160_R2_001	61.62369617164819	47.0	150.0	18.181818181818183	50181617.0
20210514_8R_MP8847_S161_R1_001	58.686008715088974	45.0	150.0	18.181818181818183	28888685.0
20210514_8R_MP8847_S161_R2_001	56.05454174218193	46.0	150.0	18.181818181818183	28888685.0
20210514_9R_MP8847_S162_R1_001	63.74612444434098	45.0	150.0	36.36363636363637	50868766.0
20210514_9R_MP8847_S162_R2_001	60.82266135240902	45.0	150.0	18.181818181818183	50868766.0
