,FLAG_GFI1_wmot,CEBPA_wmot,HOXA9_wmot,PLAGL2,MEIS1_wmot,ETV6_wmot,RUNX1_wmot,FOSL2_wmot,FLI1_wmot,GATA2_wmot,SP1_wmot,E2F3_wmot,ZNF281_wmot,SREBF1_wmot,LMO2,STAT5B_wmot,ZMYND8,LYL1_wmot,MYC_wmot,TFAP4_wmot,RUNX2_wmot,MAX_wmot,IRF8_wmot,MYB_wmot,ZEB2_wmot,RXRA_wmot,SPI1_wmot,MEF2C_wmot,FLAG_MEF2D_wmot,ELF2_wmot,JUND_wmot,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1_wmot,MLL_KTM2A,RARA_wmot,IKZF1_wmot,AFF4,CTCF_wmot,BRD4,CEBPB_wmot,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer,MYC-rmIRF8,MED1-rmIRF8,MYC-rmMEF2D,MEF2C-rmMEF2D,MEF2C-rmIRF8,IRF8-rmMEF2D,POLII_total-rmMEF2D,MED1-rmMEF2D,POLII_total-rmIRF8
FLAG_GFI1_wmot,0.0,0.46133402962821274,0.0,0.3003211198920333,0.2565108343491051,0.4833417623338212,0.0,0.0,0.0,0.0,0.0,0.42492853384071694,0.0,0.868204450678018,0.2796942759194574,0.47461507385227847,0.40865345622881477,0.0,0.0,0.26705413785193094,0.0,0.0,0.0,0.41940419217785385,0.5352075541953405,0.5770472094931338,0.0,0.0,0.7288613204919108,0.0,0.7835488324379309,0.18505052692480492,0.0,0.0,0.0,0.0,0.6821838627070408,0.0,0.2452283650841242,0.0,0.4095332030073076,0.0,0.7430579819781534,0.8774947487232663,0.6283151976553683,0.0,0.20540017566693755,1.0186161716071966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29705759001565374,0.0,-0.27449315351705605,0.0,0.20927695602974677,0.298788297895043,0.16713850621398796,0.4740704127074301,0.5046403650027242,0.16322848174767715,0.2335093848358959,0.441235622342349,0.21561548378401382
CEBPA_wmot,0.5180703213976436,0.0,0.0,-0.8340544027265973,0.0,0.0,-0.3904394077179879,0.0,-0.5747060401670262,0.4186711715710484,-1.1607369557433995,-1.1081687478513624,-0.973159322101796,-0.5253773461718334,-0.6373852061036941,0.0,-0.4009184965161985,0.0,-0.5780687647724405,-0.44673771296348314,-0.14125497085513136,-0.7177023882241711,-0.6362190091715302,0.0,0.0,-0.34381349091766944,-0.7765322179734184,1.4405697472379655,0.4135655834510272,-0.7953673013755949,0.0,-0.6314970621535689,0.0,-0.41362400379086095,-1.1079962901330425,-0.2757347669946456,-1.0976532867111728,0.0,-0.4306878630930448,-0.9628105291762171,0.2641239739513585,0.15860569628285218,0.0,0.32270472744614476,-1.1163832151292932,-0.9058473343949062,-0.3871394896139686,4.734064653414661,-0.29174169916258474,-0.3842082344212743,0.0,-0.628253041401695,0.0,0.23526400069984452,-0.4401773606445682,-0.16254311698315693,-1.4196368678322635,0.0,0.0,0.0,0.0,-0.3074539507467856,0.0,0.3339346442226019,-0.36741217923704034,-0.7096277442999308,-0.6847261022911345,-0.47433687696170523
HOXA9_wmot,0.0,0.0,0.0,0.0,1.72013150006297,0.0,0.0,1.4671518245717974,0.0,0.0,-1.4337636495458073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0751087820397842,0.0,2.4812463773913085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977791158892626,0.7640064926274217,0.0,0.0,0.0,0.0,0.0,0.0,-1.2459187058959846,0.0,0.0,0.0,0.0,0.5956368545878308,0.0,0.0,-1.701301789653847,0.0,0.0,0.0,0.0,0.0,0.6979598188268401,1.0203903828476337,0.0,0.0,0.0,0.0
PLAGL2,0.337289189513795,-0.8380596701260085,0.0,0.0,0.29159583817284124,2.763711038187265,0.24169223354265362,0.6064934648213337,1.0747419540869025,0.0,2.4210354341002938,2.832483771303128,2.2105091575641564,3.775897982631765,2.339798802445394,1.1836988658737522,1.8591051970916563,1.1836978081891334,0.7819907584402628,1.23781295528709,0.0,1.0873677422574857,-0.42529771019244283,1.4229373067578177,1.9640524823427903,2.4137031898067343,-0.37504043698398315,0.0,1.4932813516444685,1.9782642135790518,0.9369883266993155,1.3821316496285745,0.0,1.5131657139953327,3.1377790300801314,0.937277247330163,0.6763044768187995,3.370566518047052,1.0796509342680016,1.9367058796091645,0.7893700997628992,-0.22534141915262995,2.764531452818922,1.4485690300483252,3.3968442188825008,1.191696275525143,1.1555198959989181,-0.32197960641426193,0.8080125341005353,1.3792732748548198,0.5395474018947369,1.350827969198517,3.4240057770085124,-0.5104596751113908,1.4376547651662652,1.4718408489866153,2.6071473822624665,0.0,0.40907703191570643,1.1232325058070096,1.6839531224215543,0.6270138011484103,1.4730908605827415,1.407226207017526,0.5632015850656487,1.8804688373627891,2.512908227839202,1.9089670627270445
MEIS1_wmot,0.3251195644798343,0.0,4.115287271236109,0.32977920437805497,0.0,0.7936898548177542,0.1369742693175452,0.5922212571024699,0.14973703599858743,0.2707077252388932,0.0,0.3441074999616324,0.1984800583887659,1.0559276116792318,0.5876772358275437,0.41443423375637783,0.5312864485188121,0.8325693747589307,0.0,0.3679814229795186,0.0,0.0,-0.30346202445003934,0.8918104276756247,0.5314404577106748,0.5410782071230018,-0.3967821502186615,-0.3961438442357722,0.7516546019902652,0.2620635724387538,0.9355350345489816,0.27016964379909003,0.0,0.28108141834049327,0.0,0.23221649714902365,-0.8840752775100892,0.0,0.2246514012387517,0.17675531830011856,0.7352647097262085,0.3642985273121345,0.8077956622404934,0.7472413177739862,0.5615235239795252,0.0,0.32013712606837,0.3056186151990116,0.0,0.16849705560685507,0.0,0.17702751856144225,0.0,0.31986374619415214,0.23780413111267396,0.38783073263830803,0.0,0.21133732140663725,0.3389750427770519,0.2764515791066024,0.4270520808097708,0.1754235308396278,0.5570203556896016,0.6377290464872781,0.1089474371292721,0.2600724858367664,0.4941803563789876,0.34538225424625896
ETV6_wmot,0.0,0.0,0.0,1.8727039039015834,0.5628144806369915,0.0,0.6473275889194542,0.8500050315557144,1.623499490099131,0.6469715035053748,1.1128106416117676,1.6325670357649267,1.2851445207831846,2.3798011204251774,1.6466307457539953,1.280997767145879,1.6589129437245196,1.8384743696269552,0.4854462411954452,0.9659925600955798,0.351422730995482,0.6088060203637449,0.0,1.3413776596056526,1.598429181313478,1.7149228932950746,0.46264819353998027,0.0,1.4506989503525691,1.7873551619223698,1.824567837991556,0.9325687411409899,0.0,0.8883218625138988,1.6465156356750918,0.6875651367284056,-1.3866507120028724,0.0,0.9302185140585228,0.9938559714939178,1.0763871310358937,0.3925324090584632,2.1551294643190837,1.6391276244484085,1.6373590142206997,0.5616558864328338,0.9186040113030254,0.0,0.4121179275661452,0.8407503630643143,0.5589145181821276,0.7306583366880267,0.0,0.3005001747716235,0.9058461258817213,1.0995482908959104,1.1262700352380763,0.3244989770384363,0.8333831377374791,0.8555843855381331,1.2370830564850113,0.4914976200990705,1.3376016995815878,1.5557845619259094,0.5633198656589193,1.1684214037987313,1.6179451946667385,1.279415658630971
RUNX1_wmot,0.0,-0.43750451084968073,0.0,0.2770337770586696,0.1390615555327598,0.9444881858504585,0.0,0.0,0.0,0.0,-0.22522169477925286,0.0,0.0,0.5006571911732272,0.34744004266224054,0.5057578015035369,0.5681698324836537,1.2222391698559933,0.0,0.3418983697395847,1.472987281972907,0.0,-0.6956253629558333,0.5651371938717795,0.33909842378807525,0.44032033734441134,-0.8231807116429025,0.0,0.6319979178038566,0.0,0.6956251996805887,0.20947095537484822,0.0,0.0,0.0,0.19159781178670746,0.0,0.0,0.4096750199769553,0.0,0.593711784159458,0.6298172021450794,0.7661425673260153,0.5817481185416961,0.0,0.0,0.3951534830297027,0.0,0.1625699710501345,0.0,0.0,0.13638291031094335,0.0,0.427038168633903,0.16297098777737637,0.2793884618571184,-0.2776223460683269,0.29502547099547544,0.44476442892375745,0.2709902371930653,0.3192288555400905,0.370599248152173,0.7877826725057661,0.6918754640454187,0.0,0.2201510965317853,0.3960564422396499,0.2052019308251718
FOSL2_wmot,0.0,0.0,1.5619999382672598,0.5012167586739675,0.4301785138075763,0.8536416977427032,0.0,0.0,0.0,0.0,-0.5254812916880259,0.0,0.0,1.0953222445320285,0.0,0.5298237185572399,0.6272374524348989,1.0605258272496265,0.0,0.7828040782401147,0.0,0.0,-0.6313601749172918,0.5051517529618529,0.0,0.849464684486396,-0.8318434357155673,0.0,0.0,0.0,4.74993025165983,0.0,0.0,-0.4728701597509306,0.0,0.23161081561335328,-1.8928061713070954,0.0,0.0,-0.49378704369379783,0.5884511335966476,0.665544090654557,1.3081356261452042,0.8175067189427447,0.0,0.0,0.5491607934548528,0.0,0.0,0.0,0.0,0.0,0.0,0.34169253654657655,0.0,0.5317396318313887,-1.0850602926396584,0.5293956656298119,0.0,0.32942811046923914,0.3998224547045636,0.21335958256773285,0.6319485763920556,0.8604144386537353,0.0,0.0,0.5060317841631968,0.0
FLI1_wmot,0.0,-0.6053474687414891,0.0,1.1714910228627213,0.0,2.6331830131100253,0.0,0.0,0.0,0.0,0.9336062286478648,1.2789993612206154,1.0585768607047215,1.5597856323813992,1.0479161637827106,0.49253439591094356,0.8349774867629998,0.9946988729062523,0.0,0.518137021526716,0.0,0.3705913119110665,0.0,0.6720117240240051,0.8649750508721183,1.0245130957919186,0.6205902709668588,-0.6542409787808094,0.5832670657205621,2.2153152818064377,0.0,0.5984247285089742,0.0,0.6317813486630861,1.2864261863004265,0.49797642584993623,0.0,0.0,0.6198325562191307,0.797977993416317,0.5003851994491909,0.18850938923079255,1.0532483959193462,0.9646433990947998,1.1909851092646104,0.418944698445833,0.5719793936802001,-0.3259776023614985,0.4983853677784476,0.5604498746187139,0.0,0.6031483433337628,0.0,0.1541312904856146,0.6303506847581737,0.6807907632597905,0.9544296841225611,0.23479687485282616,0.43640961263777056,0.5201395503577416,0.7884945616828621,0.2972529076246892,0.5412399847270037,0.5287561384014386,0.3024459700073216,0.7967471454457767,1.0149731624279725,0.8552662295344738
GATA2_wmot,0.0,0.3593262228598001,0.0,0.0,0.0,0.6636489030707386,0.0,0.0,0.0,0.0,-0.7396382098006676,-0.43482499415523773,0.0,0.0,0.0,0.44351119626947205,0.0,1.1439481856332019,-0.33377511671733917,0.0,0.0,-0.46396255952562804,0.0,0.0,0.0,0.0,0.0,0.0,0.6359631915125542,0.0,0.8048959129546303,-0.311984817967001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41055404398829964,0.5518446636443546,0.421966638743245,0.0,0.0,0.0,-0.6239461493147914,0.0,0.0,-0.3807782133923699,0.0,0.0,0.0,0.0,0.3836425858074903,0.0,0.0,-0.7573506470599155,0.0,0.41608030924891337,0.0,0.0,0.0,0.279212315904406,0.7649893748911273,0.0,0.0,0.0,0.0
