,FLAG_GFI1_wmot,CEBPA_wmot,HOXA9_wmot,PLAGL2,MEIS1_wmot,ETV6_wmot,RUNX1_wmot,FOSL2_wmot,FLI1_wmot,GATA2_wmot,SP1_wmot,E2F3_wmot,ZNF281_wmot,SREBF1_wmot,LMO2,STAT5B_wmot,ZMYND8,LYL1_wmot,MYC_wmot,TFAP4_wmot,RUNX2_wmot,MAX_wmot,IRF8_wmot,MYB_wmot,ZEB2_wmot,RXRA_wmot,SPI1_wmot,MEF2C_wmot,FLAG_MEF2D_wmot,ELF2_wmot,JUND_wmot,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1_wmot,MLL_KTM2A,RARA_wmot,IKZF1_wmot,AFF4,CTCF_wmot,BRD4,CEBPB_wmot,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer,MYC-rmIRF8,MED1-rmIRF8,MYC-rmMEF2D,MEF2C-rmMEF2D,MEF2C-rmIRF8,IRF8-rmMEF2D,POLII_total-rmMEF2D,MED1-rmMEF2D,POLII_total-rmIRF8
FLAG_GFI1_wmot,0.0,2.4430741405898067e-21,1.0,1.5799928176949785e-07,2.17058104735363e-07,0.00024636017330821564,0.11959354983984413,1.0,1.0,1.0,0.014241685569351152,1.896078612741209e-12,0.11526087753521433,7.308279071334112e-15,3.4579018996350625e-07,1.8178545243512165e-14,2.45429262846193e-25,0.1075248475148817,1.0,1.1322349164006674e-05,1.0,1.0,0.05916920828789136,4.052753613436844e-10,4.0063904097947215e-10,8.237651106357397e-29,0.0010006774040839804,1.0,8.793344342518479e-32,0.025828671292039477,8.305118390151251e-11,0.00015924344593328408,1.0,0.022876675537179973,1.0,1.0,2.3954434277006715e-09,0.5514922919145924,8.510430986583117e-12,0.003805810259703173,9.402311067273198e-12,1.0,4.241093089057141e-20,2.5253043448060187e-43,2.79703869346972e-09,1.0,2.6649486105476614e-07,1.004355553081032e-86,1.0,0.027758419782918,1.0,1.0,1.0,1.0,0.38039234295424845,1.473444414284348e-15,0.016739296723238168,7.009474042484105e-09,1.0,1.387685243998481e-07,1.589398937298464e-13,2.6708666225923163e-05,3.788584789463234e-33,1.0717815004612908e-19,0.0001166861606499369,1.4028846848086806e-06,5.596807110786223e-22,3.0494681934476816e-05
CEBPA_wmot,2.640027544632441e-26,0.0,1.0,5.030778934349658e-89,0.22261308917775122,1.0,1.3581090330027186e-30,0.06821980470921638,1.0917646205141667e-54,9.443136013663317e-10,2.7718601291226418e-160,2.504123101478848e-103,6.334591045875917e-97,0.0001696465193693244,1.0791444486066194e-61,1.0,4.173049196645892e-34,0.5223019756946657,1.7323622537117556e-47,1.2671966602840447e-28,0.0006574782779882994,1.1906439640093727e-73,2.658449026700832e-69,0.07310253930952547,1.0,3.9684662793178854e-12,1.0174756204180453e-106,3.066255221322963e-89,1.649455847715674e-14,1.3466102793178434e-83,0.19877668221842837,1.7222419125086793e-105,1.0,3.182499374372859e-27,0.00021077243676579995,6.161020215530992e-26,3.2677462328946573e-26,0.003378446264536029,6.369194194013902e-60,3.103853355096076e-164,2.6309533617116237e-07,0.0001264180174473398,1.0,1.4005784448441727e-06,9.443844811249557e-33,7.744294351846784e-64,1.7223078787252612e-47,0.0,1.635213584762493e-18,5.39080527175713e-23,1.0,3.0739629558399523e-106,1.0,2.532779729457727e-16,8.231090372504837e-44,6.502173888174505e-06,5.438740054493195e-189,1.0,1.0,0.014836684349475512,0.42574964647178243,9.489721848198684e-37,0.27458629304892845,2.718052297666397e-13,2.8985943930193228e-50,4.876534609219482e-104,5.421543201158682e-69,6.8415618854818706e-49
HOXA9_wmot,1.0,1.0,0.0,1.0,6.92085596585651e-61,1.0,1.0,2.1006047519720464e-06,1.0,1.0,1.4683788851697737e-06,1.0,0.23649582662233143,1.0,1.0,1.0,0.02701621610736868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.760319170093302e-05,1.0,8.939935723087641e-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03978840978878956,3.621705114246873e-06,3.47961141615026e-07,1.0,1.0,1.0,1.0,0.6968738183492634,1.0,5.581329553968933e-09,1.0,1.0,0.03913215443555868,1.0,0.00034817712685709245,1.0,1.0,3.345928371198387e-07,1.0,1.0,1.0,1.0,1.0,0.00010325442266706644,3.359024257885468e-07,1.0,1.0,1.0,1.0
PLAGL2,1.2353819919348862e-09,7.48277497141729e-90,0.95190964289578,0.0,9.751756938528259e-20,0.0,3.683957266678696e-13,2.283686642057816e-17,1.1462425182268229e-303,1.0,0.0,0.0,0.0,0.0,0.0,2.4734385020798704e-203,0.0,7.110568349609853e-124,1.0727128152341611e-130,0.0,0.013405296199407689,1.2055448442489738e-279,8.215924165303291e-33,3.0879427624120054e-295,0.0,0.0,2.31368321487091e-27,1.0,5.1918464676707544e-272,0.0,1.11671068971631e-29,0.0,0.3110623934411759,0.0,6.285167765852314e-124,0.0,8.372564044582631e-17,3.536998679081721e-61,0.0,0.0,6.243025591617615e-95,1.5430556910466678e-10,0.0,6.436304863997477e-224,0.0,2.896565963258863e-202,0.0,3.85269142392753e-08,8.225568314108504e-208,0.0,2.249445535871642e-20,0.0,2.979984269748624e-11,1.8976431507477198e-70,0.0,0.0,0.0,1.0,3.087878592619603e-13,0.0,0.0,2.813304025420843e-201,0.0,0.0,8.936267962056119e-154,0.0,0.0,0.0
MEIS1_wmot,6.660797884213951e-12,0.03344818837099023,1.0114225822585332e-160,2.5665502361095768e-24,0.0,1.0871918510805858e-37,0.0004505575123648745,4.61645729592202e-21,0.0003361868640091975,0.0004253300422615198,1.0,9.527657672434503e-19,1.0709218289936257e-05,3.159515359140532e-49,1.6286425310216492e-95,2.700223188779345e-25,1.3623807937220342e-102,2.931413109317639e-69,1.0,2.9091963899806686e-32,0.04462003740330462,1.0,9.001182826334633e-23,1.3396094078864493e-127,7.640862314952975e-24,6.293488078696771e-56,2.467805406524026e-42,0.0007674414239767881,8.64884370779637e-73,9.380326678568577e-15,2.165655597255449e-36,2.8715025450497317e-31,1.0,1.2477107356539226e-19,0.32730603845679845,6.88589507968379e-28,2.4063632885003674e-26,1.0,1.5485488220635183e-24,2.464297916497791e-08,2.926010603609482e-101,2.79162536621765e-47,1.3408226461108916e-52,3.456517103748218e-63,5.84548575572692e-17,1.0,1.974091532548673e-51,3.526353401097949e-12,1.0,2.169813722017551e-05,1.0,3.0747437686119455e-12,1.0,1.2975871876787475e-43,2.504543300989382e-19,6.331231217523188e-67,0.24592008289983505,1.4267546416792331e-15,3.742231759509214e-11,2.3369230435516874e-37,2.305736407859699e-71,5.785877122759149e-17,1.084298115997225e-105,5.364436563045284e-75,8.207487965663742e-05,8.885122374777562e-23,8.059254589775238e-65,2.428144511219778e-42
ETV6_wmot,0.0014692852234098352,1.0,1.0,2.2383922368537563e-301,4.033686154874536e-21,0.0,1.7077216547218277e-30,1.9038312933764133e-09,1.5973043348677412e-246,3.061674887022241e-06,2.8973270643371847e-81,1.6949169093956073e-153,1.0835962040345025e-95,6.38905345542912e-106,2.4394600310801857e-239,1.5224405697660352e-73,2.1337786e-317,6.0360322929225755e-117,1.0723953607858279e-10,2.4413197488971186e-58,3.1419546726616987e-09,9.214980255012114e-20,0.040248871090652574,1.3892584193926935e-79,3.042895598084622e-74,6.418121953229916e-191,1.0512712366983405e-12,1.0,1.2667312519545079e-80,1.8185321803122232e-271,5.722468446706634e-48,6.772344671461049e-97,1.0,2.5149566351478138e-52,5.829214394744804e-09,4.6345855289332296e-58,7.639152457825947e-07,0.004388796097539603,2.6052168739848674e-111,1.0350210750362676e-84,1.5835374820963443e-54,1.154700760970906e-09,8.987068675256776e-149,3.19824289276798e-98,1.0502069670510437e-51,1.110480813512776e-08,8.623172583009388e-106,1.0,4.129408161013888e-11,5.0327199559713576e-45,0.0002259323486448978,1.4537889336888462e-55,1.0,6.799523131572862e-06,8.64290828892487e-76,4.289718860334719e-142,2.8683357133119306e-72,2.296848523480282e-06,8.037126487704788e-18,5.703357282157177e-89,3.660558731006932e-166,4.016204197527364e-30,2.3319873584475433e-172,9.318731328971556e-140,1.5362521213173285e-39,2.2924422325668333e-135,1.2208235741263706e-224,2.0162342598493588e-169
RUNX1_wmot,0.0012698551128904315,1.1308069845376899e-37,1.0,8.662258107049266e-17,0.0003182213013063583,5.759940024833072e-56,0.0,0.05152370623903996,1.0,1.0,1.673175666956463e-09,1.0,1.0,8.222944775431319e-09,1.2697714346491934e-31,5.6539154633074455e-40,1.585368998961315e-120,2.2311682958583152e-159,1.0,4.3710060085055335e-28,0.0,1.0,4.852388078392534e-120,7.282684735151325e-49,2.4374784165838366e-08,1.402843626243472e-36,4.0561766043809216e-175,0.03946580737733119,5.962109313092334e-51,1.0,6.679673190168189e-19,3.0622667455323613e-18,1.0,1.0,1.0,1.1559842477239464e-18,1.0,1.0,1.686640320127576e-90,1.0,2.6516865247753406e-65,1.9219296293376066e-153,1.1478153176621318e-47,2.632343119434291e-37,1.0,1.0,6.132091872256357e-82,1.0,9.137691338442032e-08,1.0,1.0,1.6586985322204764e-06,1.0,3.298219333868723e-82,4.921887238203349e-08,5.743410395454525e-34,6.635392792353733e-13,1.651428594138285e-33,1.2575454141851123e-21,1.2738528773310262e-36,3.169621057147376e-39,6.632535582083924e-87,1.7051691908343647e-223,7.326968183147926e-91,1.0,5.452707639491929e-16,3.852796313200335e-41,1.353417327412209e-13
FOSL2_wmot,1.0,0.678643840761631,2.6003941680673005e-07,4.5085288661093074e-12,9.354926567031388e-12,1.7388006749213329e-09,1.0,0.0,1.0,1.0,2.081985963413716e-08,1.0,1.0,7.676731617250395e-13,0.3220446280123256,2.9428594831511765e-08,3.711121986969322e-32,2.0168068547486403e-29,1.0,1.2878003398160708e-37,1.0,1.0,4.84587553940616e-16,7.580279893598813e-07,0.0018870427641742623,1.183849162701334e-34,3.9241888218385186e-29,1.0,0.010670925372344969,1.0,0.0,0.00786290935034225,1.0,1.2245002345760975e-07,1.0,0.0004127494664181299,8.711408181749041e-13,1.0,1.0,4.402623596550399e-11,6.089388950804687e-13,6.351467670616193e-38,6.211998740858883e-41,2.0957967462805472e-17,1.0,0.0010170669553262839,1.5498051511249248e-34,1.0,1.0,1.0,1.0,1.0,1.0,3.1059712243055858e-09,1.0,1.0227509965981933e-27,6.699763185413866e-29,4.516664642851666e-24,0.22454531308954842,4.82789384174506e-10,5.165223700188909e-12,0.0009296539270882473,1.7882719591457617e-30,9.092169760277488e-34,1.0,0.11007373835499186,8.074538135505073e-14,1.0
FLI1_wmot,1.0,2.6924212083006997e-60,1.0,0.0,0.0012149353777587372,0.0,1.0,1.0,0.0,1.0,5.731223154860957e-215,5.089096001579717e-300,3.148245975952983e-231,6.046477970743011e-109,1.6271124838921625e-302,1.2865418376991018e-33,1.859573061712007e-245,1.6540724966763465e-94,0.002100171337334687,2.0218198138430267e-61,1.0,8.630524995410772e-31,1.0,8.81411866751738e-64,1.7246794436240758e-64,3.4613735956779016e-203,1.8530574368871077e-117,2.1822559209986134e-11,2.514699552923159e-38,0.0,1.0,7.581032393087336e-154,1.0,1.5560864529990703e-103,2.3144286742896774e-18,1.2672989093672628e-127,0.2824583373504531,0.2178771712914775,1.2813233466000294e-192,1.0624888345818124e-211,2.9892033469741017e-40,1.735264274663314e-09,3.455944693313448e-87,1.056434462851178e-101,1.6600046000469181e-84,7.001959661072318e-23,8.019534623323445e-159,1.86734566569917e-10,8.399687827961362e-85,8.162701780781277e-79,0.030300242004154546,6.678459700315369e-159,1.0,3.504297094071351e-07,3.5743580272246406e-143,4.25477582586187e-200,3.1186208951873866e-194,1.2008239826571637e-17,2.896667568394163e-18,4.632649473003558e-129,5.042927563587667e-239,3.920706271506304e-48,1.2369014081055417e-90,1.3262628296188013e-45,6.893662873107533e-48,3.3932623789226426e-228,3.422084870617824e-277,6.338900563282374e-266
GATA2_wmot,1.0,5.461604735929675e-07,1.0,1.0,0.08889617894070562,1.1227205619918652e-06,1.0,1.0,1.0,0.0,1.5766687611295011e-24,4.592900742319192e-05,0.0034466553404286235,1.0,1.0,1.9736237738238276e-07,1.0,2.1865042504620825e-48,0.0003065322106111244,1.0,1.0,3.6249067659194e-10,1.0,0.07350147299853345,1.0,1.0,1.0,1.0,9.965978606273573e-15,1.0,2.9726566508986703e-07,2.3067729719107207e-08,1.0,1.0,1.0,1.0,0.005657510849291859,1.0,1.0,7.751180466453066e-11,1.3854413424240523e-15,6.196713622788405e-18,0.005943507839585805,0.0034965711686668595,1.0,5.323984846885485e-10,1.0,1.0,2.8672494654095587e-10,1.0,1.0,0.0015786605156379444,1.0,1.2774815090809174e-17,1.0,0.7262999699802097,1.215843341979235e-21,0.08386604520682647,0.0006461410063053474,1.0,0.003272689957897355,1.0,1.9421759477503672e-05,9.130390234240215e-35,1.0,0.03349939856809833,1.0,1.0
