Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R2_001	20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56173890.0	0.0	150.0	45.0	38.720488969529505	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R1_001	20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55419436.0	0.0	150.0	43.0	30.211016388579953	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R2_001	20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55419436.0	0.0	150.0	44.0	32.096182349184396	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R1_001	20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82202045.0	0.0	150.0	43.0	32.214494990883956	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R2_001	20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82202045.0	0.0	150.0	44.0	35.720059964828934	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R1_001	20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78307830.0	0.0	150.0	44.0	36.65142975895568	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	warn	fail
20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R2_001	20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78307830.0	0.0	150.0	45.0	38.696330692251884	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R1_001	20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87893187.0	0.0	150.0	45.0	33.06734061897927	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R2_001	20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87893187.0	0.0	150.0	45.0	35.50469278729552	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R1_001	20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88172473.0	0.0	150.0	51.0	19.454691751721928	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R2_001	20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88172473.0	0.0	150.0	51.0	21.52600004371949	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R1_001	20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79385893.0	0.0	150.0	40.0	27.714741198915117	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R2_001	20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79385893.0	0.0	150.0	41.0	32.11394176071233	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R1_001	20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63287593.0	0.0	150.0	43.0	32.53405054747501	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R2_001	20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63287593.0	0.0	150.0	44.0	36.571330466796184	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R1_001	20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70817918.0	0.0	150.0	42.0	33.64356299380236	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R2_001	20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70817918.0	0.0	150.0	43.0	35.48517828565302	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R1_001	20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62801395.0	0.0	150.0	42.0	29.76056006204633	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R2_001	20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62801395.0	0.0	150.0	43.0	31.77814884219267	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R1_001	20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78835373.0	0.0	150.0	42.0	32.88548314457143	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R2_001	20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78835373.0	0.0	150.0	43.0	35.301368919754786	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R1_001	20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73219903.0	0.0	150.0	42.0	35.55277583627811	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R2_001	20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73219903.0	0.0	150.0	42.0	39.09883019094419	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R1_001	20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61160893.0	0.0	150.0	44.0	35.25133596982142	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R2_001	20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61160893.0	0.0	150.0	45.0	37.424651117289415	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R1_001	20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81051328.0	0.0	150.0	43.0	34.153739749359275	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R2_001	20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81051328.0	0.0	150.0	44.0	35.93386807850447	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R1_001	20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63352145.0	0.0	150.0	48.0	21.696892087344946	150.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R2_001	20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63352145.0	0.0	150.0	48.0	21.568557081063293	150.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	fail
20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R1_001	20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80622233.0	0.0	150.0	43.0	32.44450671125666	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R2_001	20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80622233.0	0.0	150.0	44.0	34.77345655678944	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R1_001	20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45823553.0	0.0	150.0	37.0	28.6112958634888	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R2_001	20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45823553.0	0.0	150.0	40.0	33.86480121722121	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R1_001	20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62184158.0	0.0	150.0	43.0	28.988070509319147	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R2_001	20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62184158.0	0.0	150.0	44.0	31.81557098609237	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R1_001	20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87836826.0	0.0	150.0	42.0	32.82506490688665	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R2_001	20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87836826.0	0.0	150.0	43.0	33.90648879971824	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R1_001	20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103870022.0	0.0	150.0	43.0	31.13484978663017	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R2_001	20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103870022.0	0.0	150.0	44.0	32.83473795086272	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R1_001	20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81618602.0	0.0	150.0	44.0	31.295078529339946	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R2_001	20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81618602.0	0.0	150.0	45.0	33.281787541865576	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R1_001	20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55094090.0	0.0	150.0	38.0	26.515239709524778	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R2_001	20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55094090.0	0.0	150.0	39.0	31.125840516608584	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R1_001	20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60037497.0	0.0	150.0	43.0	37.23940836260846	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R2_001	20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60037497.0	0.0	150.0	44.0	38.42553132854595	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R1_001	20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51790956.0	0.0	150.0	37.0	36.11367540207865	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R2_001	20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51790956.0	0.0	150.0	38.0	37.26831817294502	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R1_001	20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64088714.0	0.0	150.0	44.0	29.870674650255264	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R2_001	20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64088714.0	0.0	150.0	44.0	31.676151242067768	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R1_001	20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64487611.0	0.0	150.0	43.0	28.12079141399112	150.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R2_001	20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64487611.0	0.0	150.0	44.0	29.752427621025962	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R1_001	20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63538658.0	0.0	150.0	42.0	32.1676156020632	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R2_001	20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63538658.0	0.0	150.0	43.0	35.40489022353684	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R1_001	20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58602738.0	0.0	150.0	42.0	34.36423323273332	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R2_001	20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58602738.0	0.0	150.0	43.0	36.1613389673115	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R1_001	20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59101898.0	0.0	150.0	42.0	31.002414570665334	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R2_001	20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59101898.0	0.0	150.0	43.0	33.082816735262874	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R1_001	20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97859095.0	0.0	150.0	43.0	37.12545525274983	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R2_001	20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97859095.0	0.0	150.0	43.0	38.537278848732655	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
