Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R1_001	65.7226309883926	45.0	150.0	36.36363636363637	71937177.0
20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R2_001	63.8565709055548	45.0	150.0	18.181818181818183	71937177.0
20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R1_001	66.97823069373463	44.0	150.0	45.45454545454545	87173113.0
20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R2_001	65.34392704929681	45.0	150.0	18.181818181818183	87173113.0
20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R1_001	72.84111766782218	44.0	150.0	45.45454545454545	107820826.0
20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R2_001	70.0774411995191	45.0	150.0	18.181818181818183	107820826.0
20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R1_001	76.32115661189032	44.0	150.0	18.181818181818183	88800217.0
20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R2_001	74.708767374967	45.0	150.0	18.181818181818183	88800217.0
20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R1_001	68.66493919246668	39.0	150.0	36.36363636363637	72344519.0
20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R2_001	63.07794803893135	39.0	150.0	9.090909090909092	72344519.0
20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R1_001	68.1559796613298	44.0	150.0	45.45454545454545	74673448.0
20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R2_001	66.19940883157528	45.0	150.0	18.181818181818183	74673448.0
20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R1_001	77.61395471220615	44.0	150.0	18.181818181818183	82131267.0
20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R2_001	74.71826782678438	45.0	150.0	9.090909090909092	82131267.0
20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R1_001	67.4289041213772	45.0	150.0	27.27272727272727	95870676.0
20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R2_001	66.42076926820725	46.0	150.0	18.181818181818183	95870676.0
20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R1_001	75.12958149734851	44.0	150.0	36.36363636363637	78445784.0
20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R2_001	73.6637141571078	45.0	150.0	18.181818181818183	78445784.0
20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R1_001	62.473477576727845	44.0	150.0	36.36363636363637	51054264.0
20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R2_001	60.47133236423044	45.0	150.0	18.181818181818183	51054264.0
20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R1_001	65.43279256159477	42.0	150.0	36.36363636363637	44733916.0
20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R2_001	61.011961070735495	43.0	150.0	18.181818181818183	44733916.0
20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R1_001	74.69558493549052	42.0	150.0	45.45454545454545	53956852.0
20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R2_001	71.12182816711415	43.0	150.0	18.181818181818183	53956852.0
20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R1_001	69.34313195027426	39.0	150.0	36.36363636363637	45689596.0
20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R2_001	61.20705256929765	41.0	150.0	27.27272727272727	45689596.0
20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R1_001	66.64918193524161	43.0	150.0	36.36363636363637	55360136.0
20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R2_001	62.969594507662435	44.0	150.0	18.181818181818183	55360136.0
20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R1_001	64.8736854225109	44.0	150.0	36.36363636363637	60128157.0
20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R2_001	61.16259065767016	45.0	150.0	18.181818181818183	60128157.0
20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R1_001	67.03501556230054	43.0	150.0	36.36363636363637	59360900.0
20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R2_001	64.33143327463834	45.0	150.0	18.181818181818183	59360900.0
20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R1_001	70.98676867490866	41.0	150.0	36.36363636363637	54306889.0
20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R2_001	66.77423445203053	43.0	150.0	18.181818181818183	54306889.0
20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R1_001	65.20948726234556	44.0	150.0	36.36363636363637	47897180.0
20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R2_001	61.33634011465679	45.0	150.0	18.181818181818183	47897180.0
20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R1_001	65.60982660730633	43.0	150.0	36.36363636363637	58358312.0
20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R2_001	61.66676478046711	44.0	150.0	18.181818181818183	58358312.0
20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R1_001	64.88553186296464	43.0	150.0	36.36363636363637	49514270.0
20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R2_001	60.26029738713882	44.0	150.0	27.27272727272727	49514270.0
20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R1_001	62.16537056106614	46.0	150.0	18.181818181818183	47476893.0
20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R2_001	60.58785355664293	46.0	150.0	18.181818181818183	47476893.0
20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R1_001	65.34882096123587	44.0	150.0	36.36363636363637	56050382.0
20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R2_001	63.03791209815047	45.0	150.0	18.181818181818183	56050382.0
20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R1_001	63.59822118531886	44.0	150.0	45.45454545454545	56194717.0
20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R2_001	61.33814098083409	45.0	150.0	18.181818181818183	56194717.0
20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R1_001	65.68870616071518	42.0	150.0	36.36363636363637	51259890.0
20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R2_001	61.67410528101176	43.0	150.0	27.27272727272727	51259890.0
20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R1_001	64.47993004995621	45.0	150.0	27.27272727272727	58104068.0
20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R2_001	62.46457102808134	46.0	150.0	18.181818181818183	58104068.0
20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R1_001	63.47442388044594	43.0	150.0	36.36363636363637	65649977.0
20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R2_001	61.17691118564046	44.0	150.0	18.181818181818183	65649977.0
20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R1_001	65.25776712031193	44.0	150.0	36.36363636363637	56403207.0
20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R2_001	62.92408735788804	45.0	150.0	18.181818181818183	56403207.0
20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R1_001	64.66650522686982	43.0	150.0	36.36363636363637	44274237.0
20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R2_001	61.46048470207229	44.0	150.0	27.27272727272727	44274237.0
20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R1_001	63.75261415855743	38.0	150.0	36.36363636363637	41655494.0
20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R2_001	59.338683693202846	39.0	150.0	27.27272727272727	41655494.0
20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R1_001	64.76913026446168	45.0	150.0	36.36363636363637	44888319.0
20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R2_001	62.14071389111935	46.0	150.0	18.181818181818183	44888319.0
20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R1_001	67.64293224794008	39.0	150.0	36.36363636363637	33498544.0
20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R2_001	61.758350804428	41.0	150.0	27.27272727272727	33498544.0
20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R1_001	66.25031907126382	41.0	150.0	36.36363636363637	48058060.0
20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R2_001	61.26173146429992	42.0	150.0	27.27272727272727	48058060.0
20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R1_001	72.56276753913639	43.0	150.0	36.36363636363637	49260951.0
20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R2_001	68.03520319515229	45.0	150.0	27.27272727272727	49260951.0
20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R1_001	64.0889578233878	44.0	150.0	36.36363636363637	56173890.0
20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R2_001	61.279511030470495	45.0	150.0	18.181818181818183	56173890.0
20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R1_001	69.78898361142005	43.0	150.0	36.36363636363637	55419436.0
20211108_48_MYB-dTAG_VHL_12h_C_MP9454_S134_R2_001	67.9038176508156	44.0	150.0	27.27272727272727	55419436.0
20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R1_001	67.78550500911604	43.0	150.0	36.36363636363637	82202045.0
20211108_49_MYB-dTAG_VHL_12h_D_MP9454_S21_R2_001	64.27994003517107	44.0	150.0	27.27272727272727	82202045.0
20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R1_001	63.34857024104432	44.0	150.0	27.27272727272727	78307830.0
20211108_4_MYB-dTAG_DMSO_1h_D_MP9454_S78_R2_001	61.303669307748116	45.0	150.0	18.181818181818183	78307830.0
20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R1_001	66.93265938102073	45.0	150.0	36.36363636363637	87893187.0
20211108_50_MYB-dTAG_VHL_12h_E_MP9454_S22_R2_001	64.49530721270449	45.0	150.0	18.181818181818183	87893187.0
20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R1_001	80.54530824827808	51.0	150.0	27.27272727272727	88172473.0
20211108_51_MYB-dTAG_DMSO_24h_A_MP9454_S23_R2_001	78.47399995628051	51.0	150.0	36.36363636363637	88172473.0
20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R1_001	72.28525880108488	40.0	150.0	36.36363636363637	79385893.0
20211108_52_MYB-dTAG_DMSO_24h_B_MP9454_S24_R2_001	67.88605823928768	41.0	150.0	27.27272727272727	79385893.0
20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R1_001	67.465949452525	43.0	150.0	36.36363636363637	63287593.0
20211108_53_MYB-dTAG_DMSO_24h_C_MP9454_S25_R2_001	63.428669533203816	44.0	150.0	27.27272727272727	63287593.0
20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R1_001	66.35643700619764	42.0	150.0	36.36363636363637	70817918.0
20211108_54_MYB-dTAG_DMSO_24h_D_MP9454_S26_R2_001	64.51482171434698	43.0	150.0	18.181818181818183	70817918.0
20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R1_001	70.23943993795368	42.0	150.0	36.36363636363637	62801395.0
20211108_55_MYB-dTAG_DMSO_24h_E_MP9454_S27_R2_001	68.22185115780732	43.0	150.0	18.181818181818183	62801395.0
20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R1_001	67.11451685542858	42.0	150.0	36.36363636363637	78835373.0
20211108_56_MYB-dTAG_VHL_24h_A_MP9454_S28_R2_001	64.6986310802452	43.0	150.0	27.27272727272727	78835373.0
20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R1_001	64.4472241637219	42.0	150.0	36.36363636363637	73219903.0
20211108_57_MYB-dTAG_VHL_24h_B_MP9454_S29_R2_001	60.90116980905581	42.0	150.0	27.27272727272727	73219903.0
20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R1_001	64.74866403017859	44.0	150.0	36.36363636363637	61160893.0
20211108_58_MYB-dTAG_VHL_24h_C_MP9454_S30_R2_001	62.575348882710585	45.0	150.0	18.181818181818183	61160893.0
20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R1_001	65.84626025064073	43.0	150.0	36.36363636363637	81051328.0
20211108_59_MYB-dTAG_VHL_24h_D_MP9454_S31_R2_001	64.06613192149553	44.0	150.0	18.181818181818183	81051328.0
20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R1_001	78.30310791265505	48.0	150.0	27.27272727272727	63352145.0
20211108_5_MYB-dTAG_DMSO_1h_E_MP9454_S79_R2_001	78.43144291893671	48.0	150.0	18.181818181818183	63352145.0
20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R1_001	67.55549328874335	43.0	150.0	36.36363636363637	80622233.0
20211108_60_MYB-dTAG_VHL_24h_E_MP9454_S32_R2_001	65.22654344321056	44.0	150.0	18.181818181818183	80622233.0
20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R1_001	71.3887041365112	37.0	150.0	36.36363636363637	45823553.0
20211108_61_MYB-dTAG_DMSO_48h_A_MP9454_S33_R2_001	66.13519878277879	40.0	150.0	27.27272727272727	45823553.0
20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R1_001	71.01192949068086	43.0	150.0	36.36363636363637	62184158.0
20211108_62_MYB-dTAG_DMSO_48h_B_MP9454_S34_R2_001	68.18442901390763	44.0	150.0	18.181818181818183	62184158.0
20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R1_001	67.17493509311335	42.0	150.0	36.36363636363637	87836826.0
20211108_63_MYB-dTAG_DMSO_48h_C_MP9454_S35_R2_001	66.09351120028177	43.0	150.0	27.27272727272727	87836826.0
20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R1_001	68.86515021336983	43.0	150.0	36.36363636363637	103870022.0
20211108_64_MYB-dTAG_DMSO_48h_D_MP9454_S36_R2_001	67.16526204913728	44.0	150.0	18.181818181818183	103870022.0
20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R1_001	68.70492147066005	44.0	150.0	36.36363636363637	81618602.0
20211108_65_MYB-dTAG_DMSO_48h_E_MP9454_S37_R2_001	66.71821245813442	45.0	150.0	18.181818181818183	81618602.0
20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R1_001	73.48476029047522	38.0	150.0	36.36363636363637	55094090.0
20211108_66_MYB-dTAG_VHL_48h_A_MP9454_S38_R2_001	68.87415948339142	39.0	150.0	27.27272727272727	55094090.0
20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R1_001	62.76059163739154	43.0	150.0	36.36363636363637	60037497.0
20211108_67_MYB-dTAG_VHL_48h_B_MP9454_S39_R2_001	61.57446867145405	44.0	150.0	18.181818181818183	60037497.0
20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R1_001	63.88632459792135	37.0	150.0	36.36363636363637	51790956.0
20211108_68_MYB-dTAG_VHL_48h_C_MP9454_S40_R2_001	62.73168182705498	38.0	150.0	27.27272727272727	51790956.0
20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R1_001	70.12932534974473	44.0	150.0	36.36363636363637	64088714.0
20211108_69_MYB-dTAG_VHL_48h_D_MP9454_S41_R2_001	68.32384875793224	44.0	150.0	27.27272727272727	64088714.0
20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R1_001	71.87920858600887	43.0	150.0	45.45454545454545	64487611.0
20211108_6_MYB-dTAG_VHL_1h_A_MP9454_S80_R2_001	70.24757237897404	44.0	150.0	18.181818181818183	64487611.0
20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R1_001	67.8323843979368	42.0	150.0	36.36363636363637	63538658.0
20211108_70_MYB-dTAG_VHL_48h_E_MP9454_S42_R2_001	64.59510977646316	43.0	150.0	18.181818181818183	63538658.0
20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R1_001	65.63576676726669	42.0	150.0	36.36363636363637	58602738.0
20211108_7_MYB-dTAG_VHL_1h_B_MP9454_S81_R2_001	63.8386610326885	43.0	150.0	18.181818181818183	58602738.0
20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R1_001	68.99758542933466	42.0	150.0	36.36363636363637	59101898.0
20211108_8_MYB-dTAG_VHL_1h_C_MP9454_S82_R2_001	66.91718326473713	43.0	150.0	18.181818181818183	59101898.0
20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R1_001	62.87454474725017	43.0	150.0	36.36363636363637	97859095.0
20211108_9_MYB-dTAG_VHL_1h_D_MP9454_S83_R2_001	61.462721151267345	43.0	150.0	18.181818181818183	97859095.0
