,mr522-MV411-DMSO-r1_tcount,mr523-MV411-DMSO-r2_tcount,mr524-MV411-DMSO-r3_tcount,mr525-MV411-DMSO-r4_tcount,mr526-MV411-DMSO-r5_tcount,mr527-MV411-Mebendazole-r1_tcount,mr528-MV411-Mebendazole-r2_tcount,mr529-MV411-Mebendazole-r3_tcount,mr530-MV411-Mebendazole-r4_tcount,mr531-MV411-Mebendazole-r5_tcount
PCNT,0.19047619047619047,0.04838709677419355,0.043010752688172046,0.13793103448275862,0.045454545454545456,0.07692307692307693,0.08264462809917356,0.037383177570093455,0.064,0.04597701149425287
PCOLCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1A,0.04032258064516129,0.03184713375796178,0.016597510373443983,0.03415783274440518,0.030434782608695653,0.03205128205128205,0.019345238095238096,0.018796992481203006,0.016728624535315983,0.010940919037199124
CDK16,0.02702702702702703,0.09090909090909091,0.0364963503649635,0.08898305084745763,0.038834951456310676,0.05555555555555555,0.047619047619047616,0.043209876543209874,0.07643312101910828,0.03125
CDK17,0.19708029197080293,0.06217616580310881,0.13,0.1169811320754717,0.1262135922330097,0.07407407407407407,0.0653061224489796,0.0881057268722467,0.08695652173913043,0.04878048780487805
CDK18,0.0,0.0,0.0,0.0,0.019230769230769232,0.03333333333333333,0.012048192771084338,0.0,0.06741573033707865,0.03508771929824561
PCYT1A,0.03875968992248062,0.054945054945054944,0.031746031746031744,0.02373887240356083,0.03286384976525822,0.03365384615384615,0.044715447154471545,0.04824561403508772,0.035398230088495575,0.0374331550802139
PDCD2,0.08477842003853564,0.046284224250325946,0.05831798649478207,0.08035153797865663,0.06432748538011696,0.03342036553524804,0.05727318803852002,0.044300059066745424,0.03925323121110579,0.024739583333333332
PDE3B,0.044284243048403706,0.058093994778067884,0.051924798567591766,0.07374354156881165,0.048604860486048604,0.04753521126760563,0.07677035076108538,0.05170316301703163,0.05637657361795293,0.03839869281045752
PDE4A,0.09090909090909091,0.06557377049180328,0.125,0.06666666666666667,0.14285714285714285,0.03773584905660377,0.06097560975609756,0.07042253521126761,0.08450704225352113,0.058823529411764705
PDE4B,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.5
PDE4C,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.21052631578947367,0.07142857142857142,0.14893617021276595,0.23232323232323232,0.22727272727272727,0.20689655172413793,0.19101123595505617,0.12,0.2079207920792079,0.18518518518518517
PDE6D,0.01948051948051948,0.008639308855291577,0.009124087591240875,0.019211324570273004,0.01727447216890595,0.00667779632721202,0.018105849582172703,0.028622540250447227,0.017341040462427744,0.008316008316008316
PDE6G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE7A,0.06318681318681318,0.04262295081967213,0.07447864945382324,0.0659041394335512,0.053838484546360914,0.04174820613176777,0.050530255770430445,0.038539553752535496,0.041353383458646614,0.047377326565143825
PDE8A,0.0,0.07407407407407407,0.03225806451612903,0.034482758620689655,0.1,0.08823529411764706,0.07142857142857142,0.06521739130434782,0.0,0.0
PDE1B,0.1,0.019230769230769232,0.09259259259259259,0.03409090909090909,0.07547169811320754,0.06779661016949153,0.06578947368421052,0.030303030303030304,0.09876543209876543,0.10526315789473684
PDGFA,0.16145833333333334,0.13671875,0.12099644128113879,0.1894273127753304,0.12135922330097088,0.195,0.14457831325301204,0.17307692307692307,0.12083333333333333,0.105
PDGFRB,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PDHA1,0.009560229445506692,0.004790419161676647,0.008631319358816275,0.01518288474810214,0.0035252643948296123,0.011194029850746268,0.012295081967213115,0.010080645161290322,0.006653992395437262,0.004005340453938585
PDHB,0.014627659574468085,0.010901883052527254,0.012300123001230012,0.01662049861495845,0.017059301380991064,0.010006901311249138,0.010945273631840797,0.009370314842578711,0.011370814908401769,0.009345794392523364
PDK1,0.028428093645484948,0.02204928664072633,0.015600624024960999,0.034106412005457026,0.02467343976777939,0.021133525456292025,0.01104417670682731,0.009453781512605041,0.015610651974288337,0.007075471698113208
PDK2,0.0,0.0,0.0,0.027777777777777776,0.0,0.047619047619047616,0.0,0.023809523809523808,0.0,0.0
PDK3,0.005555555555555556,0.007042253521126761,0.004784688995215311,0.023605150214592276,0.014354066985645933,0.005813953488372093,0.005970149253731343,0.012307692307692308,0.015706806282722512,0.02158273381294964
ENPP2,0.026602176541717048,0.016524787180771158,0.024070945945945946,0.03361344537815126,0.023809523809523808,0.013805309734513275,0.02072538860103627,0.020070838252656435,0.022556390977443608,0.015101462954223691
PDPK1,0.04145077720207254,0.06606606606606606,0.05434782608695652,0.07608695652173914,0.04743083003952569,0.0486322188449848,0.05128205128205128,0.05232558139534884,0.06217616580310881,0.045454545454545456
SLC26A4,0.0,0.0,0.5,0.8,0.2,0.0,0.0,0.0,0.18181818181818182,0.0
PDZK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECAM1,0.0213903743315508,0.03225806451612903,0.04006677796327212,0.031409168081494056,0.03739837398373984,0.02225130890052356,0.017391304347826087,0.02710413694721826,0.02142857142857143,0.019543973941368076
SERPINF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG3,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.05263157894736842,0.0,0.030303030303030304,0.0
PEPD,0.012658227848101266,0.007462686567164179,0.03773584905660377,0.019011406844106463,0.009523809523809525,0.007246376811594203,0.03571428571428571,0.015873015873015872,0.04878048780487805,0.00847457627118644
PER1,0.0,0.125,0.0,0.25,0.125,0.2,0.2,0.07142857142857142,0.1111111111111111,0.16666666666666666
GATB,0.0,0.015151515151515152,0.006211180124223602,0.01171875,0.0,0.020134228187919462,0.017964071856287425,0.007462686567164179,0.03608247422680412,0.007042253521126761
PEX1,0.15789473684210525,0.0,0.18181818181818182,0.08695652173913043,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
PEX6,0.041666666666666664,0.02702702702702703,0.0273972602739726,0.03816793893129771,0.01775147928994083,0.025454545454545455,0.031630170316301706,0.015105740181268883,0.03287671232876712,0.03759398496240601
PEX7,0.05128205128205128,0.018518518518518517,0.0,0.0,0.0,0.015873015873015872,0.0,0.0425531914893617,0.04054054054054054,0.02
PEX10,0.008547008547008548,0.04285714285714286,0.01937984496124031,0.04043126684636118,0.03139013452914798,0.027131782945736434,0.013245033112582781,0.022988505747126436,0.02867383512544803,0.004694835680751174
PEX12,0.2222222222222222,0.19230769230769232,0.05263157894736842,0.15384615384615385,0.30434782608695654,0.18518518518518517,0.16666666666666666,0.11428571428571428,0.2962962962962963,0.25
PEX13,0.10326086956521739,0.09137055837563451,0.13559322033898305,0.11380145278450363,0.0962566844919786,0.07171314741035857,0.11836734693877551,0.07339449541284404,0.11070110701107011,0.0880503144654088
PEX14,0.1111111111111111,0.03571428571428571,0.06896551724137931,0.0847457627118644,0.08,0.07407407407407407,0.03125,0.027777777777777776,0.06976744186046512,0.05714285714285714
PFAS,0.0,0.007326007326007326,0.009584664536741214,0.04935622317596566,0.011811023622047244,0.027559055118110236,0.023529411764705882,0.007067137809187279,0.011111111111111112,0.026119402985074626
CFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFDN1,0.025157232704402517,0.03163686382393398,0.03715846994535519,0.02950215119852489,0.027303754266211604,0.027938342967244702,0.03528468323977546,0.030333670374115267,0.029635901778154106,0.036686390532544376
PFDN2,0.04060913705583756,0.011527377521613832,0.032679738562091505,0.04684684684684685,0.024539877300613498,0.020594965675057208,0.035416666666666666,0.006880733944954129,0.020676691729323307,0.012106537530266344
PFDN4,0.014492753623188406,0.017543859649122806,0.0,0.01646090534979424,0.0,0.013605442176870748,0.011450381679389313,0.00980392156862745,0.010752688172043012,0.004830917874396135
PFDN5,0.012048192771084338,0.015427769985974754,0.013201320132013201,0.010863005431502716,0.007509386733416771,0.014014014014014014,0.01623686723973257,0.009761388286334056,0.01651376146788991,0.006180469715698393
ATP8B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKFB1,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
PFKFB2,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
PFKFB3,0.09375,0.13432835820895522,0.14285714285714285,0.205607476635514,0.13114754098360656,0.2553191489361702,0.14035087719298245,0.15151515151515152,0.17475728155339806,0.08974358974358974
PFKFB4,0.0,0.03571428571428571,0.046511627906976744,0.020833333333333332,0.0,0.044444444444444446,0.06896551724137931,0.018867924528301886,0.017543859649122806,0.02631578947368421
PFKL,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.01098901098901099,0.0,0.010416666666666666,0.0
VIT,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0
PFKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKP,0.05263157894736842,0.024193548387096774,0.05714285714285714,0.024875621890547265,0.031746031746031744,0.04,0.0136986301369863,0.015037593984962405,0.014184397163120567,0.03759398496240601
PFN1,0.01012216404886562,0.010728104115371086,0.010452364633310486,0.017406351791530945,0.009087604507451835,0.012161751292186074,0.014435533621221469,0.013603385731559855,0.014959723820483314,0.012088974854932301
PFN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK14,0.0,0.0,0.0,0.02857142857142857,0.037037037037037035,0.03773584905660377,0.02857142857142857,0.022222222222222223,0.018867924528301886,0.05714285714285714
PGAM1,0.01145912910618793,0.010678056593699947,0.015388768898488121,0.015280898876404495,0.012513312034078808,0.0076164874551971325,0.009504550050556117,0.009867629362214199,0.008582834331337325,0.007934336525307797
PGAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.033126293995859216,0.01875,0.01781970649895178,0.020551967116852612,0.03147208121827411,0.022448979591836733,0.022867194371152155,0.01730103806228374,0.03327495621716287,0.01730103806228374
PGF,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PGGT1B,0.02005730659025788,0.026465028355387523,0.019801980198019802,0.024793388429752067,0.012345679012345678,0.02694136291600634,0.010968921389396709,0.017488076311605722,0.017915309446254073,0.017897091722595078
PGK1,0.006595477386934673,0.0027270820222362073,0.003525005507821106,0.005998473115934126,0.004481434058898848,0.004490057729313663,0.005998154414026453,0.0029464724177443117,0.00529567519858782,0.0036908380373425966
PGM1,0.0,0.0,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.01694915254237288
PGM3,0.053169734151329244,0.03614457831325301,0.046511627906976744,0.05178268251273345,0.05921052631578947,0.04591265397536394,0.06264775413711583,0.04342723004694836,0.05279831045406547,0.025034770514603615
PHB,0.031578947368421054,0.017035775127768313,0.010159651669085631,0.04116222760290557,0.03316749585406302,0.018842530282637954,0.015590200445434299,0.015795868772782502,0.020689655172413793,0.011904761904761904
SLC25A3,0.028913260219341975,0.012607449856733524,0.02324294410625346,0.01924198250728863,0.02871341800110436,0.012612612612612612,0.012641673931996512,0.01426463354648303,0.01782752902155887,0.012266355140186916
PHEX,0.2,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
PHF1,0.13793103448275862,0.08620689655172414,0.047619047619047616,0.0975609756097561,0.20689655172413793,0.14285714285714285,0.06060606060606061,0.10344827586206896,0.07936507936507936,0.09375
PHF2,0.0,0.06306306306306306,0.07766990291262135,0.10101010101010101,0.0375,0.047058823529411764,0.061068702290076333,0.04,0.046052631578947366,0.061224489795918366
PHKA2,0.017241379310344827,0.009523809523809525,0.008333333333333333,0.05429864253393665,0.009900990099009901,0.01652892561983471,0.03496503496503497,0.048,0.013513513513513514,0.04040404040404041
PHKB,0.025477707006369428,0.007614213197969543,0.019886363636363636,0.023287671232876714,0.002183406113537118,0.006185567010309278,0.015503875968992248,0.008281573498964804,0.014950166112956811,0.010660980810234541
PHKG1,0.0056179775280898875,0.005797101449275362,0.01568627450980392,0.0049261083743842365,0.014354066985645933,0.015151515151515152,0.002544529262086514,0.017191977077363897,0.011574074074074073,0.003115264797507788
PHKG2,0.008403361344537815,0.05789473684210526,0.0,0.009569377990430622,0.03347280334728033,0.023529411764705882,0.025889967637540454,0.04054054054054054,0.02422145328719723,0.025380710659898477
PHYH,0.004132231404958678,0.010869565217391304,0.00684931506849315,0.009328358208955223,0.018656716417910446,0.0025575447570332483,0.0171990171990172,0.01278772378516624,0.008928571428571428,0.003048780487804878
SERPINA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB6,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.011904761904761904,0.0,0.0
SERPINE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB8,0.05652759084791386,0.03915426781519186,0.04697986577181208,0.06223628691983123,0.03482587064676617,0.03743961352657005,0.04182754182754183,0.046010483401281305,0.045454545454545456,0.041952707856598014
SERPINB10,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
SERPINI2,0.06666666666666667,0.25,0.0,0.3333333333333333,0.0,0.15789473684210525,0.0,0.08333333333333333,0.3333333333333333,0.125
PIGA,0.027149321266968326,0.04173354735152488,0.06566604127579738,0.05850091407678245,0.059149722735674676,0.03875968992248062,0.034074074074074076,0.03333333333333333,0.04423592493297587,0.045207956600361664
PIGC,0.125,0.08490566037735849,0.06086956521739131,0.11467889908256881,0.03418803418803419,0.037037037037037035,0.0728476821192053,0.02,0.07236842105263158,0.07339449541284404
PIGF,0.026595744680851064,0.006493506493506494,0.015873015873015872,0.011194029850746268,0.03806228373702422,0.01818181818181818,0.013192612137203167,0.005988023952095809,0.0213903743315508,0.0
PIGH,0.044444444444444446,0.02857142857142857,0.02127659574468085,0.02810304449648712,0.024271844660194174,0.038348082595870206,0.0380952380952381,0.009836065573770493,0.04297994269340974,0.011235955056179775
PIK3C2A,0.05263157894736842,0.02834008097165992,0.039634146341463415,0.09134615384615384,0.05141388174807198,0.0380818053596615,0.038523274478330656,0.03074866310160428,0.04326328800988875,0.03207547169811321
PIK3C2B,0.3333333333333333,0.2916666666666667,0.03571428571428571,0.12903225806451613,0.0,0.06896551724137931,0.16129032258064516,0.07407407407407407,0.08823529411764706,0.0
PIK3C3,0.0,0.06,0.0,0.03676470588235294,0.06666666666666667,0.09090909090909091,0.014925373134328358,0.012658227848101266,0.025974025974025976,0.0
PIK3CA,0.08571428571428572,0.0425531914893617,0.2222222222222222,0.03333333333333333,0.08,0.03773584905660377,0.09302325581395349,0.05084745762711865,0.10638297872340426,0.10204081632653061
PIK3CB,0.05429864253393665,0.03380281690140845,0.0364741641337386,0.06132879045996593,0.031609195402298854,0.04611650485436893,0.03563941299790356,0.04408352668213457,0.03632478632478633,0.032362459546925564
PIM1,0.3392857142857143,0.31645569620253167,0.35443037974683544,0.36012861736334406,0.27040816326530615,0.23076923076923078,0.23371647509578544,0.16161616161616163,0.23170731707317074,0.17177914110429449
PIK3CD,0.07608695652173914,0.027950310559006212,0.04285714285714286,0.09248554913294797,0.0594059405940594,0.04892966360856269,0.03765690376569038,0.0471976401179941,0.04645476772616137,0.05172413793103448
PIK3CG,0.04304635761589404,0.022222222222222223,0.02857142857142857,0.049475262368815595,0.035422343324250684,0.015717092337917484,0.025590551181102362,0.02631578947368421,0.02152317880794702,0.020833333333333332
PIK3R1,0.09340659340659341,0.07364787111622555,0.09640287769784173,0.12313432835820895,0.08789625360230548,0.06628787878787878,0.07502374169040836,0.045454545454545456,0.0763016157989228,0.0730816077953715
PIK3R2,0.04597701149425287,0.046357615894039736,0.025157232704402517,0.05504587155963303,0.015625,0.04838709677419355,0.05045871559633028,0.052941176470588235,0.06470588235294118,0.04929577464788732
PI4KA,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.044444444444444446,0.07142857142857142,0.0
PI4KB,0.07462686567164178,0.022388059701492536,0.0625,0.04090909090909091,0.11864406779661017,0.06837606837606838,0.09042553191489362,0.06716417910447761,0.10179640718562874,0.09352517985611511
PIN1,0.027888446215139442,0.018561484918793503,0.012396694214876033,0.01770956316410862,0.011312217194570135,0.013282732447817837,0.01436265709156194,0.014787430683918669,0.014900662251655629,0.015765765765765764
PIN1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0
PIN4,0.0784313725490196,0.0375,0.043478260869565216,0.11278195488721804,0.0,0.04,0.043478260869565216,0.02912621359223301,0.06611570247933884,0.03225806451612903
PIP4K2A,0.03987730061349693,0.032504780114722756,0.0215311004784689,0.053791315618924175,0.03210463733650416,0.02735042735042735,0.03341483292583537,0.02574102964118565,0.0222052067381317,0.010362694300518135
PITPNA,0.003257328990228013,0.022900763358778626,0.018575851393188854,0.03560528992878942,0.01904761904761905,0.019230769230769232,0.021406727828746176,0.025878003696857672,0.02599388379204893,0.024691358024691357
PITX1,0.03467153284671533,0.03722504230118443,0.030362389813907934,0.04171011470281543,0.0322234156820623,0.02841429880843263,0.03798947983635301,0.03642121931908155,0.03529411764705882,0.03936269915651359
PITX2,0.2,0.07692307692307693,0.3333333333333333,0.0,0.0,0.2,0.1,0.3333333333333333,0.2222222222222222,0.4
PKD1,0.06666666666666667,0.2,0.0,0.03125,0.03125,0.08823529411764706,0.05454545454545454,0.0,0.047619047619047616,0.0
PKD2,0.0625,0.03404255319148936,0.07142857142857142,0.07377049180327869,0.0582010582010582,0.03745318352059925,0.0881057268722467,0.05726872246696035,0.028469750889679714,0.04225352112676056
PKLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKM,0.014214046822742474,0.01612115290669272,0.01650038372985418,0.022977022977022976,0.017955801104972375,0.01594746716697936,0.021352313167259787,0.0149118843199277,0.019600855310049892,0.013907581875280395
PKNOX1,0.06694560669456066,0.05813953488372093,0.06229508196721312,0.08866995073891626,0.0738255033557047,0.03651685393258427,0.04424778761061947,0.09367088607594937,0.07674418604651163,0.06748466257668712
PLA2G4A,0.010752688172043012,0.018867924528301886,0.010309278350515464,0.05181347150259067,0.056,0.01694915254237288,0.025157232704402517,0.006802721088435374,0.03763440860215054,0.009708737864077669
PLAG1,0.0625,0.10416666666666667,0.1951219512195122,0.11494252873563218,0.1388888888888889,0.1,0.10144927536231885,0.15254237288135594,0.11764705882352941,0.17647058823529413
PLAGL1,0.01282051282051282,0.0,0.011235955056179775,0.02247191011235955,0.009259259259259259,0.05555555555555555,0.025423728813559324,0.03333333333333333,0.019736842105263157,0.0
PLAGL2,0.15087719298245614,0.14161220043572983,0.16520210896309315,0.20775969962453067,0.17857142857142858,0.12095032397408208,0.15323854660347552,0.17586912065439672,0.13200723327305605,0.12236286919831224
PLAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAU,0.38823529411764707,0.37209302325581395,0.3815789473684211,0.43956043956043955,0.3986013986013986,0.37888198757763975,0.4019607843137255,0.40460526315789475,0.41625615763546797,0.3574007220216607
PLAUR,0.1095890410958904,0.13821138211382114,0.2980769230769231,0.18604651162790697,0.1554054054054054,0.2289156626506024,0.24535315985130113,0.19791666666666666,0.21254355400696864,0.18617021276595744
PLCB2,0.0425531914893617,0.016129032258064516,0.0684931506849315,0.026785714285714284,0.0,0.023529411764705882,0.021505376344086023,0.011764705882352941,0.038461538461538464,0.02702702702702703
PLCB3,0.058823529411764705,0.0,0.1,0.0,0.07142857142857142,0.06666666666666667,0.0,0.0,0.0,0.06896551724137931
PLCB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCD1,0.3333333333333333,0.0,0.125,0.0,0.0,0.1111111111111111,0.09090909090909091,0.047619047619047616,0.04,0.0
PLCG1,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.07142857142857142,0.09523809523809523,0.03333333333333333,0.0
PLCG2,0.09803921568627451,0.0364963503649635,0.10112359550561797,0.12834224598930483,0.04838709677419355,0.11737089201877934,0.13574660633484162,0.10683760683760683,0.08823529411764706,0.08426966292134831
PLD1,0.019230769230769232,0.058823529411764705,0.04285714285714286,0.031007751937984496,0.06349206349206349,0.047619047619047616,0.0967741935483871,0.060240963855421686,0.05042016806722689,0.02702702702702703
PLD2,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333333333333333
PLEC,0.058823529411764705,0.029411764705882353,0.1044776119402985,0.1391304347826087,0.1276595744680851,0.13829787234042554,0.1484375,0.10989010989010989,0.09473684210526316,0.06818181818181818
PLEK,0.03744798890429958,0.030553009471432937,0.031160663236134933,0.037303370786516854,0.036928799149840597,0.03858267716535433,0.04763623240707326,0.04446786090621707,0.0407873736478099,0.04095643939393939
PLGLB2,0.0,0.024390243902439025,0.0,0.06896551724137931,0.0,0.018518518518518517,0.03571428571428571,0.0,0.0,0.0
PLGLB1,0.0,0.024390243902439025,0.0,0.06896551724137931,0.0,0.018518518518518517,0.03571428571428571,0.0,0.0,0.0
SERPINF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
PLK1,0.0975609756097561,0.0380952380952381,0.07042253521126761,0.06722689075630252,0.030303030303030304,0.04854368932038835,0.05303030303030303,0.02654867256637168,0.03361344537815126,0.04950495049504951
FXYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,0.013888888888888888,0.015384615384615385,0.0,0.02631578947368421,0.03816793893129771,0.04716981132075472,0.03048780487804878,0.02564102564102564,0.04794520547945205,0.04065040650406504
PLP2,0.01981981981981982,0.02171767028627838,0.018341307814992026,0.02652396463471382,0.019062748212867357,0.022172949002217297,0.0219435736677116,0.022307692307692306,0.02384105960264901,0.023636363636363636
PLRG1,0.015706806282722512,0.014598540145985401,0.04415011037527594,0.029644268774703556,0.028282828282828285,0.017094017094017096,0.02753623188405797,0.015625,0.028720626631853787,0.009416195856873822
PLS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.05263157894736842
PLSCR1,0.0,0.0,0.0,0.010309278350515464,0.014705882352941176,0.0078125,0.028846153846153848,0.03508771929824561,0.020134228187919462,0.03529411764705882
PLTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNA1,0.10526315789473684,0.038461538461538464,0.02631578947368421,0.0,0.03125,0.0,0.05714285714285714,0.08823529411764706,0.023809523809523808,0.025
PLXNB1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.1111111111111111
PMAIP1,0.29818181818181816,0.23157894736842105,0.27246376811594203,0.3319783197831978,0.2712765957446808,0.20741989881956155,0.2824773413897281,0.22998296422487224,0.2703488372093023,0.1769041769041769
PMCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PML,0.15625,0.058823529411764705,0.07894736842105263,0.08,0.08450704225352113,0.058823529411764705,0.0975609756097561,0.14492753623188406,0.16393442622950818,0.09090909090909091
PMM1,0.1111111111111111,0.03125,0.0,0.1590909090909091,0.0625,0.0,0.023809523809523808,0.08823529411764706,0.09375,0.037037037037037035
PMM2,0.05612244897959184,0.055865921787709494,0.057692307692307696,0.06641123882503193,0.059850374064837904,0.059113300492610835,0.027426160337552744,0.046153846153846156,0.04938271604938271,0.04189944134078212
PMP22,0.03424657534246575,0.05092592592592592,0.013333333333333334,0.020100502512562814,0.05263157894736842,0.029605263157894735,0.011299435028248588,0.027190332326283987,0.02806122448979592,0.01639344262295082
PMS1,0.0,0.0,0.07692307692307693,0.07272727272727272,0.0,0.04878048780487805,0.02,0.0,0.07017543859649122,0.0
5379,0.014124293785310734,0.012121212121212121,0.014469453376205787,0.01675485008818342,0.014240506329113924,0.011437908496732025,0.006640106241699867,0.008012820512820512,0.008053691275167786,0.007207207207207207
5380,0.13333333333333333,0.0,0.10526315789473684,0.06,0.03571428571428571,0.0,0.06060606060606061,0.0,0.1111111111111111,0.0
PMS2P4,0.0,0.03125,0.07407407407407407,0.05405405405405406,0.038461538461538464,0.0,0.0,0.03125,0.06818181818181818,0.0
PMS2P3,0.1111111111111111,0.1016949152542373,0.1346153846153846,0.057692307692307696,0.125,0.09615384615384616,0.025,0.13114754098360656,0.11940298507462686,0.1
EXOSC9,0.006134969325153374,0.014553014553014554,0.0,0.014903129657228018,0.012658227848101266,0.015533980582524271,0.01107011070110701,0.011857707509881422,0.006589785831960461,0.01278772378516624
EXOSC10,0.037037037037037035,0.0,0.0,0.04,0.030303030303030304,0.015873015873015872,0.01098901098901099,0.01020408163265306,0.011363636363636364,0.02666666666666667
PMS2,0.05813953488372093,0.059782608695652176,0.05384615384615385,0.042134831460674156,0.08776595744680851,0.04247104247104247,0.053465346534653464,0.024070021881838075,0.04742268041237113,0.0625
PNN,0.07044198895027624,0.06402164111812443,0.05904059040590406,0.12469586374695864,0.1210710128055879,0.05862304021813224,0.08978328173374613,0.07474048442906574,0.08053265694356374,0.054820415879017016
UBL3,0.04736842105263158,0.038262668045501554,0.022727272727272728,0.058728881737731296,0.06356589147286822,0.033763654419066536,0.04238143289606458,0.019195612431444242,0.026192703461178673,0.019099590723055934
SEPTIN5,1.0,0.1111111111111111,0.0,0.5,0.0,0.0,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.0
PODXL,0.03076923076923077,0.03260869565217391,0.0,0.028089887640449437,0.03636363636363636,0.030303030303030304,0.015873015873015872,0.04672897196261682,0.036231884057971016,0.034782608695652174
POLA1,0.02356902356902357,0.017114914425427872,0.01834862385321101,0.02894736842105263,0.011160714285714286,0.013539651837524178,0.012987012987012988,0.025691699604743084,0.025559105431309903,0.0170316301703163
POLB,0.0,0.0,0.018867924528301886,0.03125,0.03076923076923077,0.05357142857142857,0.020833333333333332,0.0,0.0,0.021739130434782608
POLD1,0.0,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,0.058823529411764705,0.0,0.21052631578947367
POLD2,0.11764705882352941,0.025,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.03278688524590164,0.0
POLE,0.056179775280898875,0.0189873417721519,0.010638297872340425,0.05704697986577181,0.04666666666666667,0.058823529411764705,0.028846153846153848,0.03825136612021858,0.017094017094017096,0.005714285714285714
POLE2,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLG,0.015789473684210527,0.04081632653061224,0.010638297872340425,0.059880239520958084,0.04153354632587859,0.03932584269662921,0.034782608695652174,0.03289473684210526,0.023255813953488372,0.027303754266211604
POLH,0.10465116279069768,0.0648854961832061,0.07560137457044673,0.05788423153692615,0.07508532423208192,0.07260726072607261,0.05352112676056338,0.06440677966101695,0.07718120805369127,0.03153153153153153
POLR2A,0.11764705882352941,0.01639344262295082,0.06976744186046512,0.04597701149425287,0.015873015873015872,0.06666666666666667,0.0945945945945946,0.05,0.05128205128205128,0.05
POLR2B,0.034782608695652174,0.03260869565217391,0.043478260869565216,0.032171581769437,0.010050251256281407,0.008968609865470852,0.0078125,0.03734439834024896,0.01937984496124031,0.0111731843575419
POLR2C,0.043478260869565216,0.043132803632236094,0.044579533941236066,0.05717552887364208,0.052576235541535225,0.03727272727272727,0.03805668016194332,0.02754237288135593,0.03402489626556016,0.03180212014134275
