mr522-MV411-DMSO-r1,30642042
mr523-MV411-DMSO-r2,44598797
mr524-MV411-DMSO-r3,47087214
mr525-MV411-DMSO-r4,91892316
mr526-MV411-DMSO-r5,48081008
mr527-MV411-Mebendazole-r1,59470301
mr528-MV411-Mebendazole-r2,64772465
mr529-MV411-Mebendazole-r3,55023411
mr530-MV411-Mebendazole-r4,65252818
mr531-MV411-Mebendazole-r5,46996480
