ImageDocumentName::Image Name,ParentID::ID of the parent!!I,ID::ID!!I,Area::Area!!R,CenterX1::Center X Unscaled!!R,CenterY1::Center Y Unscaled!!R,ImageIndexZ::Image Index Z!!I,Classes 5 RegionsCount ::Classes 5 Count!!I,Classes 9 RegionsCount ::Classes 9 Count!!I,IntensityMaximum_TV1-T1-SR::Intensity Maximum of channel 'TV1-T1-SR'!!R,IntensityMaximum_TV2-T2-SR::Intensity Maximum of channel 'TV2-T2-SR'!!R,IntensityMaximum_TV2-T3-SR::Intensity Maximum of channel 'TV2-T3-SR'!!R,IntensityMean_TV1-T1-SR::Intensity Mean Value of channel 'TV1-T1-SR'!!R,IntensityMean_TV2-T2-SR::Intensity Mean Value of channel 'TV2-T2-SR'!!R,IntensityMean_TV2-T3-SR::Intensity Mean Value of channel 'TV2-T3-SR'!!R,IntensityMinimum_TV1-T1-SR::Intensity Minimum of channel 'TV1-T1-SR'!!R,IntensityMinimum_TV2-T2-SR::Intensity Minimum of channel 'TV2-T2-SR'!!R,IntensityMinimum_TV2-T3-SR::Intensity Minimum of channel 'TV2-T3-SR'!!R,IntensitySum0_TV1-T1-SR::Intensity Pixel Count of channel 'TV1-T1-SR'!!R,IntensitySum0_TV2-T2-SR::Intensity Pixel Count of channel 'TV2-T2-SR'!!R,IntensitySum0_TV2-T3-SR::Intensity Pixel Count of channel 'TV2-T3-SR'!!R,IntensityRange_TV1-T1-SR::Intensity Range of channel 'TV1-T1-SR'!!R,IntensityRange_TV2-T2-SR::Intensity Range of channel 'TV2-T2-SR'!!R,IntensityRange_TV2-T3-SR::Intensity Range of channel 'TV2-T3-SR'!!R,IntensityStd_TV1-T1-SR::Intensity Standard Deviation of channel 'TV1-T1-SR'!!R,IntensityStd_TV2-T2-SR::Intensity Standard Deviation of channel 'TV2-T2-SR'!!R,IntensityStd_TV2-T3-SR::Intensity Standard Deviation of channel 'TV2-T3-SR'!!R,IntensitySum1_TV1-T1-SR::Intensity Sum of channel 'TV1-T1-SR'!!R,IntensitySum1_TV2-T2-SR::Intensity Sum of channel 'TV2-T2-SR'!!R,IntensitySum1_TV2-T3-SR::Intensity Sum of channel 'TV2-T3-SR'!!R,IntensitySum2_TV1-T1-SR::Intensity Sum Squares of channel 'TV1-T1-SR'!!R,IntensitySum2_TV2-T2-SR::Intensity Sum Squares of channel 'TV2-T2-SR'!!R,IntensitySum2_TV2-T3-SR::Intensity Sum Squares of channel 'TV2-T3-SR'!!R
,,,"nm²","pixel","pixel",,"#","#","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","pixel²","pixel²","pixel²","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown²","Unknown²","Unknown²"
"Image 5_SIM_Channel Alignment_P1-5.czi",1,2,183693186.51764,323.41249613263,259.90968495621,7,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",1,2,174901750.90032,319.16905890394,260.14025121293,8,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",1,2,8746361.3820985,589.8340802151,32.351221151692,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",1,3,163373525.30539,301.93755435467,277.3114845048,9,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",7,8,26456.616324968,231.12962962963,313.64814814815, , , ,629,2788,6694,184.85185185185,1943,3129.1111111111,0,782,44,27,27,27,629,2006,6650,225.33252414764,559.4176230001,1509.89491059,4991,52461,84486,2242739,110068373,323640430
"Image 5_SIM_Channel Alignment_P1-5.czi",1,2,7604807.3814101,594.73489241077,28.662350212602,10,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",1,3,158454554.4183,297.57716948346,279.4279446413,10,0,2, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",7,8,38215.112469398,312.32051282051,256.91025641026, , , ,764,3242,10021,457.23076923077,2643.7948717949,5466.4615384615,45,1688,0,39,39,39,719,1554,10021,202.33758418966,414.74730286786,3002.0840642369,17832,103108,213192,9709078,279132984,1507881200
"Image 5_SIM_Channel Alignment_P1-5.czi",7,9,36255.363111993,230.41891891892,313.06756756757, , , ,623,4122,6245,123,2696.3243243243,2797.5135135135,0,1076,0,37,37,37,623,3046,6245,195.49396125939,828.23782326811,1370.5122039592,4551,99764,103508,1935617,293691304,357183962
"Image 5_SIM_Channel Alignment_P1-5.czi",1,2,7371597.2078789,591.97122158713,26.856107935664,11,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 5_SIM_Channel Alignment_P1-5.czi",1,3,159491261.82837,295.48950647244,276.77386386675,11,0,2, , , , , , , , , , , , , , , , , , , , , , , , 
