Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20211217_10_MP9543_S90_R1_001	45.70362984051491	44.0	150.0	18.181818181818183	12410982.0
20211217_10_MP9543_S90_R2_001	43.85374621994653	45.0	150.0	9.090909090909092	12410982.0
20211217_11_MP9543_S91_R1_001	47.05509892697848	43.0	150.0	27.27272727272727	15222404.0
20211217_11_MP9543_S91_R2_001	43.88311135795362	44.0	150.0	18.181818181818183	15222404.0
20211217_12_MP9543_S92_R1_001	43.366715881890784	42.0	150.0	27.27272727272727	7122818.0
20211217_12_MP9543_S92_R2_001	41.60718688936785	43.0	150.0	9.090909090909092	7122818.0
20211217_13_MP9543_S93_R1_001	46.23223000651967	44.0	150.0	27.27272727272727	15918427.0
20211217_13_MP9543_S93_R2_001	42.87395929029678	44.0	150.0	9.090909090909092	15918427.0
20211217_14_MP9543_S94_R1_001	46.339503334360884	45.0	150.0	27.27272727272727	12485666.0
20211217_14_MP9543_S94_R2_001	44.47696957287529	45.0	150.0	9.090909090909092	12485666.0
20211217_15_MP9543_S95_R1_001	44.34932827782709	45.0	150.0	18.181818181818183	12123961.0
20211217_15_MP9543_S95_R2_001	43.006716652295886	45.0	150.0	9.090909090909092	12123961.0
20211217_16_MP9543_S96_R1_001	41.386778267931454	41.0	150.0	27.27272727272727	7988747.0
20211217_16_MP9543_S96_R2_001	39.75412776560692	42.0	150.0	18.181818181818183	7988747.0
20211217_17_MP9543_S39_R1_001	59.51689692212841	45.0	150.0	36.36363636363637	46835018.0
20211217_17_MP9543_S39_R2_001	58.64664636621491	45.0	150.0	18.181818181818183	46835018.0
20211217_18_MP9543_S40_R1_001	59.57606498876557	43.0	150.0	36.36363636363637	32896814.0
20211217_18_MP9543_S40_R2_001	56.99502079477487	44.0	150.0	18.181818181818183	32896814.0
20211217_19_MP9543_S41_R1_001	59.27084024078762	42.0	150.0	36.36363636363637	32338919.0
20211217_19_MP9543_S41_R2_001	55.755522895266786	43.0	150.0	18.181818181818183	32338919.0
20211217_1_MP9543_S81_R1_001	49.58016997332901	42.0	150.0	27.27272727272727	10315889.0
20211217_1_MP9543_S81_R2_001	48.094603526606384	42.0	150.0	18.181818181818183	10315889.0
20211217_20_MP9543_S42_R1_001	60.36917801826379	39.0	150.0	36.36363636363637	30206810.0
20211217_20_MP9543_S42_R2_001	56.37331011144715	40.0	150.0	27.27272727272727	30206810.0
20211217_21_MP9543_S43_R1_001	59.09091654079044	42.0	150.0	36.36363636363637	30777519.0
20211217_21_MP9543_S43_R2_001	54.53012518644722	43.0	150.0	27.27272727272727	30777519.0
20211217_22_MP9543_S44_R1_001	61.57304671386033	41.0	150.0	36.36363636363637	46544824.0
20211217_22_MP9543_S44_R2_001	57.94188330075076	42.0	150.0	27.27272727272727	46544824.0
20211217_23_MP9543_S45_R1_001	71.18410654903184	31.0	150.0	36.36363636363637	24035028.0
20211217_23_MP9543_S45_R2_001	63.87432102549125	33.0	150.0	36.36363636363637	24035028.0
20211217_24_MP9543_S46_R1_001	61.61362500344674	42.0	150.0	36.36363636363637	27697641.0
20211217_24_MP9543_S46_R2_001	58.43124945198855	43.0	150.0	18.181818181818183	27697641.0
20211217_26_MP9543_S47_R1_001	58.82518857579267	45.0	150.0	36.36363636363637	35773523.0
20211217_26_MP9543_S47_R2_001	56.53471474791526	45.0	150.0	18.181818181818183	35773523.0
20211217_28_MP9543_S48_R1_001	60.770620406755704	41.0	150.0	36.36363636363637	27704812.0
20211217_28_MP9543_S48_R2_001	56.75757277927901	42.0	150.0	27.27272727272727	27704812.0
20211217_2_MP9543_S82_R1_001	47.963249241166864	44.0	150.0	18.181818181818183	15429453.0
20211217_2_MP9543_S82_R2_001	45.843757578080925	45.0	150.0	9.090909090909092	15429453.0
20211217_30_MP9543_S49_R1_001	61.04018918452003	42.0	150.0	36.36363636363637	32778681.0
20211217_30_MP9543_S49_R2_001	57.80029624955101	43.0	150.0	27.27272727272727	32778681.0
20211217_3_MP9543_S83_R1_001	40.17752379342592	43.0	150.0	27.27272727272727	6949008.0
20211217_3_MP9543_S83_R2_001	38.24138477708098	43.0	150.0	18.181818181818183	6949008.0
20211217_4_MP9543_S84_R1_001	42.43176485235668	43.0	150.0	27.27272727272727	7559448.0
20211217_4_MP9543_S84_R2_001	40.06838290383025	44.0	150.0	9.090909090909092	7559448.0
20211217_5_MP9543_S85_R1_001	41.106091859230446	43.0	150.0	27.27272727272727	9211097.0
20211217_5_MP9543_S85_R2_001	37.554762477197436	43.0	150.0	18.181818181818183	9211097.0
20211217_6_MP9543_S86_R1_001	46.196057748519145	44.0	150.0	18.181818181818183	13425816.0
20211217_6_MP9543_S86_R2_001	45.359562517658624	44.0	150.0	9.090909090909092	13425816.0
20211217_7_MP9543_S87_R1_001	46.62661929157118	43.0	150.0	18.181818181818183	12617808.0
20211217_7_MP9543_S87_R2_001	44.486866503555156	44.0	150.0	9.090909090909092	12617808.0
20211217_8_MP9543_S88_R1_001	48.98665199953395	43.0	150.0	27.27272727272727	14947376.0
20211217_8_MP9543_S88_R2_001	44.54137449720727	44.0	150.0	18.181818181818183	14947376.0
20211217_9_MP9543_S89_R1_001	48.41894513315803	45.0	150.0	27.27272727272727	12930838.0
20211217_9_MP9543_S89_R2_001	45.16354644482675	45.0	150.0	9.090909090909092	12930838.0
