GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MONOMAC1-MYB-dTAG-DMSO_1h,MONOMAC1-MYB-dTAG-VHL_1h,NOMO1-MYB-dTAG-DMSO_1h,NOMO1-MYB-dTAG-VHL_1h,P31FUJ-MYB-dTAG-DMSO_1h,P31FUJ-MYB-dTAG-VHL_1h,THP1-MYB-dTAG-DMSO_1h,THP1-MYB-dTAG-VHL_1h
THRAP3,3099.5,2993.0,2329.0,1972.0,2109.5,2070.5,2476.5,2504.0,2598.5,2488.5
MED12,120.0,107.0,149.5,119.5,122.5,111.5,111.0,83.5,113.5,115.0
MED13,997.0,1027.0,1017.0,767.5,710.5,472.5,756.5,720.0,1244.5,1054.0
NR1I3,118.0,128.0,95.5,99.0,163.0,173.0,199.0,231.5,155.5,153.0
NUP153,975.5,787.0,883.0,694.5,625.0,556.5,798.5,672.5,430.0,399.5
CCS,49.0,56.0,46.0,34.5,37.5,45.5,16.0,24.0,61.0,53.5
NR1D2,315.5,324.0,300.5,276.0,233.0,173.5,460.0,513.0,924.0,851.5
CLEC2B,0.0,0.0,114.5,72.5,2328.5,2448.5,11989.5,11821.0,0.0,0.0
RBX1,492.5,404.0,478.0,314.0,625.0,643.0,542.5,584.5,428.0,427.0
DOP1B,184.0,160.0,169.0,147.5,225.0,204.5,175.5,153.5,286.0,220.0
THOC1,116.5,100.0,118.0,89.0,129.5,99.5,101.0,118.0,76.0,80.5
REC8,21.5,20.0,28.5,23.0,9.0,14.5,18.5,13.5,38.5,45.5
RCE1,228.0,227.0,310.0,240.0,231.0,235.5,214.0,246.5,225.0,219.0
HNRNPDL,24931.5,22292.0,20340.5,17697.0,15540.0,14000.5,22451.0,22070.5,19592.0,19459.0
DMTF1,847.5,837.0,892.0,777.5,1387.0,1079.0,363.5,303.5,1034.0,954.0
PPP4R1,1653.0,1671.0,1867.5,1665.0,2770.0,2675.5,2887.0,2962.5,2384.0,1960.5
SLC12A6,1349.5,1284.0,1352.0,1249.5,1149.5,1035.0,1883.0,1834.0,1136.0,1256.5
PTBP3,10583.0,9873.0,6921.5,6229.5,9001.5,6640.0,8931.5,9283.0,10722.0,9261.0
KCNE2,3.5,2.0,1.5,2.5,5.5,5.5,4.5,5.5,2.0,1.5
DGCR2,1593.5,1844.0,1065.0,985.5,1994.5,1949.0,1199.5,1261.0,1617.0,1344.0
CASP8AP2,61.0,74.0,41.5,39.5,54.5,34.5,51.0,50.5,112.0,104.0
SCO2,70.5,89.0,75.5,75.5,52.5,52.0,65.0,67.5,59.5,72.0
AKT3,830.0,745.0,694.5,627.5,391.0,347.5,71.0,59.5,1187.0,1102.5
MED6,821.5,787.0,901.5,718.0,771.5,790.5,783.5,900.5,553.0,529.5
NR2E3,1.5,3.0,2.0,3.5,1.0,1.0,2.0,2.0,3.5,4.0
NAALAD2,22.0,22.0,10.0,15.0,19.5,11.0,10.5,10.0,14.5,6.5
NAALADL1,3.0,0.0,3.5,2.5,5.0,3.0,6.0,5.5,3.5,2.5
ACOT8,63.0,43.0,79.5,63.5,78.0,55.5,38.0,66.0,78.5,58.5
ABI1,1056.0,1060.0,425.5,414.0,894.5,643.0,763.0,755.0,1018.5,1169.5
GNPDA1,1080.5,1048.0,364.0,309.0,1231.5,1211.0,2435.0,2549.0,1135.0,1104.5
KCNE3,193.5,301.0,560.5,554.5,882.0,1194.0,513.0,526.0,577.5,640.5
ZBTB33,3465.5,2579.0,2033.0,1354.0,1322.5,602.5,590.0,568.0,1586.0,1014.0
TANK,87.5,103.0,204.5,186.5,106.0,76.0,171.0,175.0,179.5,190.5
SRA1,1449.0,1451.0,1783.5,1357.0,1551.0,1633.5,1681.5,1867.0,1665.0,1660.5
HDAC6,250.0,237.0,398.5,305.0,334.0,298.0,291.5,321.5,367.5,333.5
HDAC5,54.0,56.0,36.0,39.0,42.5,42.5,53.5,62.5,58.0,74.0
PDCD6IP,2239.5,2176.0,1715.0,1479.5,2271.5,1721.0,2711.0,2856.0,2936.0,2905.5
PDCD6,2807.0,2674.0,1108.0,994.0,2678.5,2332.0,1392.5,1398.5,1740.0,1762.5
BCL2L10,3.0,3.0,3.0,2.0,0.5,0.0,2.5,2.5,0.5,2.0
BCL2L11,426.0,415.0,296.0,235.0,782.0,501.5,764.0,626.5,1749.5,1257.5
SH2B3,2364.0,2913.0,3844.0,3868.5,1928.5,2556.0,2215.5,2207.5,3573.0,3250.0
GNE,596.5,599.0,845.5,799.5,270.5,273.0,352.5,279.0,615.0,481.5
HCN4,0.0,0.0,0.0,0.0,140.5,115.5,0.0,0.0,0.0,1.0
FRAT1,259.0,222.0,101.0,101.0,222.0,235.5,386.5,351.5,374.5,301.0
TROAP,65.0,75.0,53.5,34.0,105.0,110.0,150.5,135.5,54.0,43.0
MED16,125.5,113.0,57.5,57.5,100.0,84.0,98.0,96.0,68.5,63.5
PIGK,795.5,777.0,754.0,668.0,1273.5,898.5,1141.5,1229.5,1223.0,1251.5
CHAF1A,710.0,746.0,333.5,269.5,364.5,385.0,491.5,496.5,361.5,388.5
PARP2,42.5,43.0,31.5,19.0,32.5,28.5,27.5,27.5,45.0,45.5
PARP3,38.0,35.0,115.5,89.5,114.0,91.5,114.5,113.0,48.5,47.5
TOM1L1,124.0,144.0,103.5,76.5,113.5,109.5,130.5,167.0,189.5,200.5
HMGXB4,935.5,824.0,1160.5,1009.5,815.5,650.5,938.5,794.0,1136.0,886.5
TOM1,159.5,169.0,358.5,368.5,179.5,179.5,208.5,226.5,229.0,269.5
SH2D3C,21.5,37.0,83.5,96.5,84.5,115.5,12.5,27.0,38.5,55.5
SH2D3A,8.5,13.0,5.0,2.5,22.0,21.5,1.5,6.5,3.0,4.0
MAMLD1,3.0,3.0,5.5,3.5,26.0,23.0,0.0,0.0,11.0,5.5
RANBP9,1454.5,1333.0,956.5,804.0,822.0,637.0,939.0,766.0,1109.0,968.0
DNAJB6,2153.5,2070.0,1061.5,995.5,879.0,766.0,1471.5,1455.5,1354.5,1242.5
SMC4,3366.5,3256.0,2593.0,2131.5,2870.5,2183.5,2004.5,1798.0,3351.5,3166.0
GJC1,3.0,2.0,0.5,1.0,1.5,1.0,2.0,2.0,55.5,54.5
AP1M2,1.0,0.0,0.5,0.0,2.0,1.0,3.0,2.0,0.0,0.0
UBA2,3710.5,3700.0,1615.5,1305.0,1604.0,1088.5,2107.5,2414.0,1965.5,2261.0
SAE1,6259.5,6209.0,3183.5,2785.0,4222.5,4084.5,5754.0,6112.5,2504.5,2709.0
FARSB,8708.0,8064.0,4116.0,3409.5,5786.5,5370.5,3905.5,4128.5,3944.5,3714.0
ABCC5,587.5,654.0,407.0,352.5,512.0,469.5,626.5,696.5,89.0,76.0
ABCB6,3.0,4.0,14.0,9.5,6.5,6.5,20.5,20.5,3.5,11.0
DNM1L,2338.5,2156.0,2054.5,1792.5,2143.0,1730.5,1838.0,1855.0,2785.0,2472.0
ABCF2,1600.0,1553.0,446.0,385.0,606.0,536.0,1306.0,1401.0,676.0,747.5
NR1H3,20.0,18.0,26.0,17.0,25.0,29.0,42.0,34.0,35.5,43.0
COX17,81.5,83.0,104.5,69.5,88.5,77.5,109.0,103.5,108.5,117.0
SCAMP2,1236.5,1274.0,1877.5,1573.5,1487.5,1431.5,1935.0,2170.5,2210.0,2116.5
SCAMP3,329.5,398.0,329.5,320.5,281.0,241.5,288.0,308.5,360.0,374.0
IL18BP,369.5,392.0,209.5,187.0,154.5,138.0,270.0,294.5,325.5,384.5
RWDD2B,558.5,473.0,411.0,333.5,498.0,453.0,228.0,254.5,361.5,392.0
MUC12,0.5,1.0,2.5,1.5,2.5,2.5,0.0,0.0,2.5,3.0
DPP3,633.5,609.0,475.5,362.0,546.5,487.0,542.5,589.0,459.0,470.5
SNUPN,290.0,291.0,243.5,165.5,196.0,191.0,172.5,173.0,219.0,235.0
HUWE1,896.0,894.0,826.0,672.0,733.0,658.0,655.5,641.5,717.5,697.5
PTPRU,0.5,0.0,3.0,2.5,32.0,29.0,96.0,94.5,119.0,112.0
TSPAN32,34.0,33.0,29.0,20.5,137.5,125.0,74.5,59.0,47.0,53.0
TSSC4,104.5,108.0,83.0,58.0,80.5,78.0,97.0,92.0,104.0,93.5
ATP9A,28.0,20.0,1.0,1.0,1.5,2.0,1.5,2.0,142.5,110.5
PDCD7,872.5,790.0,916.0,827.0,1098.5,1076.0,1030.5,991.0,1045.0,1063.0
GPC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.5,313.0
USH1C,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,298.0,314.5
PQBP1,49.0,51.0,30.0,31.0,33.5,35.5,49.0,49.5,37.5,37.0
EDIL3,0.0,0.0,0.0,0.0,8.0,6.5,32.0,33.0,3.0,3.5
CERT1,722.5,746.0,1043.5,900.5,1003.5,745.5,812.0,875.0,657.5,653.5
KCNK7,2.5,3.0,6.0,3.0,4.0,1.5,12.0,16.0,9.0,4.5
UST,24.5,33.0,22.0,13.5,46.0,42.5,56.5,55.5,56.0,50.0
ARPC5,7530.5,7076.0,12222.5,10604.5,9547.0,7177.5,11927.0,12635.5,23910.0,24020.5
ARPC4,4802.5,4946.0,6542.0,5243.0,5069.5,5328.0,3465.5,3744.0,6005.0,6591.5
ARPC3,2876.5,2479.0,1544.5,1211.5,3530.0,3548.5,3058.0,3446.5,3563.0,3770.0
ARPC1B,1468.0,1540.0,2188.0,1712.5,2523.0,2471.0,2639.5,2730.5,1845.0,2227.0
ACTR3,9176.0,8762.0,10435.0,8869.5,9639.0,7316.5,9217.0,9501.5,11830.0,11808.0
ACTR2,31515.5,33086.0,26413.5,23950.0,33020.5,24637.5,20002.5,21604.0,30448.5,26182.5
TSPAN5,8.0,4.0,4.5,2.5,92.0,85.0,486.0,482.5,321.5,283.0
TSPAN3,3706.0,3344.0,3436.0,3256.0,2025.0,1822.5,2422.5,2354.0,2584.0,2524.0
TSPAN2,9.5,9.0,21.5,17.0,582.5,378.0,903.0,916.0,139.0,139.5
NUBP2,362.0,375.0,331.5,260.5,326.5,323.0,319.5,329.5,242.5,258.0
TSFM,993.0,946.0,672.5,514.5,638.5,686.0,694.0,724.0,445.0,474.0
TSPAN1,0.5,0.0,3.0,0.5,2.0,2.5,5.5,1.0,1.0,1.5
PPIF,9060.5,8974.0,14829.0,12473.5,5177.0,5288.0,7886.0,8366.0,6201.0,5868.5
CTDSP2,3531.5,3592.0,3681.5,3561.5,4828.5,5287.5,3666.0,4163.0,4851.5,3887.0
TRIM10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
ARPC2,5950.0,5173.0,8093.0,7076.5,6972.0,5881.0,5473.5,5360.5,6980.5,6921.5
SGK2,0.5,2.0,2.5,1.5,3.5,2.0,5.0,3.5,1.5,1.0
RAD50,999.0,945.0,447.0,395.0,711.5,608.0,1041.0,896.5,624.5,573.0
KIF20A,254.0,232.0,114.0,124.0,280.0,244.0,256.5,272.5,239.0,265.5
PREB,2882.0,2321.0,1613.5,1268.5,1696.0,1380.0,889.0,944.5,1202.5,1080.5
HIPK3,1658.0,1641.0,1325.5,1044.0,1797.5,1021.0,1948.0,1977.5,2562.0,2237.5
FEM1B,1248.0,1220.0,1518.5,1048.0,1479.5,930.0,1421.5,1288.0,2039.5,1841.5
ACTR1B,603.0,618.0,675.5,589.5,653.0,662.5,461.0,479.5,645.0,635.5
ACTR1A,2313.0,2343.0,1053.5,882.5,1814.5,1850.0,1972.5,2140.0,1293.5,1253.0
ARL4C,295.5,127.0,291.5,239.0,69.0,26.5,0.0,0.0,21.5,11.5
ARL4A,412.5,273.0,434.0,198.0,194.5,76.0,0.0,0.0,666.0,447.0
RASGRP1,7.0,1.0,11.5,10.5,97.0,76.5,9.5,3.0,18.5,8.5
DNAL4,182.5,160.0,73.0,58.5,166.0,139.5,110.5,124.5,99.5,121.5
ZNF263,695.5,631.0,684.0,570.0,455.5,370.5,573.5,569.5,703.5,719.5
LRPPRC,2027.0,1876.0,867.0,783.5,1418.5,1122.5,1390.0,1380.5,1879.5,1678.5
FRY,232.5,225.0,451.0,391.0,572.0,479.5,201.0,168.0,1027.0,982.0
PDIA6,6866.0,6217.0,8443.0,7485.5,8722.5,7024.5,8821.0,8936.5,9819.5,10013.5
TRAP1,355.0,369.0,172.5,137.0,255.0,227.5,171.5,182.5,195.0,171.5
OPTN,34.0,45.0,1.0,1.0,95.5,74.0,160.5,173.0,209.0,228.0
BCAP31,1325.5,1353.0,1428.0,1190.0,1498.0,1406.5,1343.5,1472.0,1355.5,1487.5
NAMPT,729.0,726.0,1289.5,1060.0,515.0,363.0,1043.0,1108.5,641.0,653.5
RBM12,2589.5,2276.0,1195.5,1105.0,1133.5,901.5,1292.0,1302.5,1729.0,1680.0
YAF2,967.0,931.0,611.5,546.0,694.0,571.5,960.5,929.0,582.0,650.5
ARFRP1,659.0,721.0,618.5,558.5,1046.0,1066.0,798.0,840.0,422.5,462.5
TOB1,105.0,104.0,98.0,67.0,126.5,73.5,143.5,147.5,245.0,220.5
AKAP9,60.0,69.0,42.0,37.5,167.0,102.5,57.0,49.0,76.0,77.0
FAM13A,24.5,32.0,75.0,76.5,71.0,46.0,54.5,57.5,90.0,69.0
G3BP1,4893.0,4857.0,2298.5,1995.0,3569.0,2530.0,3434.0,3952.0,2354.0,2458.5
SUGP2,1959.0,1711.0,1496.0,1162.5,1731.5,1405.5,1972.0,1774.5,1645.5,1362.5
EBI3,1.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,3.0,9.5
ADGRG2,4.0,8.0,11.5,10.0,2.5,3.5,9.0,3.0,12.0,9.0
MBNL2,0.0,0.0,182.5,159.5,362.0,240.0,273.5,259.5,1.5,1.0
10151,278.5,299.0,175.0,171.0,187.5,169.0,173.0,172.5,188.0,207.5
ABI2,1568.0,1470.0,580.5,583.5,719.5,606.0,1870.0,1766.5,1333.5,1151.5
CEBPZ,310.5,269.0,267.5,191.0,207.0,176.5,261.0,267.0,206.0,184.0
PLXNC1,426.0,375.0,121.5,134.0,646.0,496.5,1070.0,1052.0,1077.5,908.0
TRIM28,1647.5,1874.0,764.0,605.5,927.5,816.0,1172.0,1202.5,694.5,768.0
RASA4,58.5,62.0,54.5,53.5,20.0,20.0,35.5,46.5,152.5,156.0
AASS,0.0,0.0,0.0,0.0,121.0,86.0,513.0,476.5,36.0,37.5
ATP6AP2,2005.0,1890.0,3263.0,2719.5,3179.0,2311.0,2559.0,2618.5,3344.5,3672.0
FARP1,4.0,1.0,5.0,6.0,5.5,2.5,14.0,13.0,3.5,3.5
LPAR6,0.0,0.0,97.0,70.0,18.0,30.0,0.0,0.0,18.5,21.0
LPCAT3,686.5,759.0,1049.5,903.5,804.5,868.5,899.5,968.0,408.0,404.5
WASF2,6576.0,6686.0,7237.0,6413.5,6680.0,6462.5,5881.5,6423.0,8832.5,8124.0
CHST4,121.5,96.0,58.0,38.0,303.5,189.0,0.0,0.0,5.0,3.0
SLC25A13,1815.5,1821.0,1436.5,1276.0,4526.0,4005.0,4347.0,4209.0,1242.0,1040.5
SLC25A15,1238.5,1126.0,936.0,783.0,2343.0,2004.0,1745.0,1688.5,1693.0,1578.0
ZNF197,236.0,248.0,275.5,190.5,305.0,241.0,573.0,519.0,364.5,339.0
SERF2,6095.5,5527.0,7084.5,5296.5,5932.0,6378.5,5158.0,5773.0,6329.0,6896.0
DHRS9,11.5,14.0,51.0,37.0,2968.0,2963.0,128.0,116.0,4124.0,3932.0
RCL1,467.0,417.0,384.5,310.5,144.0,161.5,329.5,350.5,546.0,526.0
ZNF256,6.0,8.0,0.0,0.0,11.0,4.0,0.0,0.0,9.5,10.5
SORBS3,727.5,860.0,73.0,52.5,697.5,697.0,807.5,885.5,751.5,829.0
CNIH1,1201.0,1161.0,1138.5,856.5,1341.0,956.0,1302.0,1429.5,1405.0,1604.0
TENM1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0
RBM7,340.5,371.0,324.5,197.5,429.0,256.5,378.0,332.0,309.5,288.5
RBM6,75.5,78.0,51.0,40.5,67.0,52.0,46.0,52.0,44.5,58.5
RBM5,600.5,578.0,723.0,602.0,686.5,590.0,617.5,573.5,609.5,556.5
LHFPL2,73.0,102.0,62.0,84.5,44.5,37.0,257.5,245.0,298.5,303.0
LHFPL6,4.0,6.0,4.5,4.5,1.5,0.5,0.0,1.0,0.0,0.0
TNK2,145.0,179.0,315.0,278.5,387.5,482.0,146.5,136.5,135.0,169.5
ALYREF,1336.5,1274.0,945.5,865.0,1187.5,1205.5,1337.5,1387.0,1140.5,1146.5
TXNDC9,566.5,714.0,310.0,258.0,516.5,291.0,301.0,366.0,358.5,562.5
RNF41,3206.5,3334.0,1615.5,1536.0,1299.5,1434.5,1762.0,2022.5,2630.5,2378.5
TSHZ1,1144.0,768.0,108.0,97.5,283.0,237.0,172.0,140.5,334.5,277.5
ALG3,2967.0,3259.0,3067.0,2829.0,3952.0,3500.0,3690.5,4103.0,1846.5,1777.0
PRMT3,967.5,976.0,412.0,368.0,454.5,325.5,416.5,412.5,315.0,281.5
PSME3,9585.0,9479.0,6068.5,5420.5,6053.5,5786.0,7944.0,8417.0,4744.0,4021.0
MPHOSPH9,2299.0,2030.0,1375.5,1169.5,1239.5,1045.0,1346.5,1179.0,1363.0,1033.0
MPHOSPH10,9.0,8.0,6.0,7.0,11.0,5.0,8.5,10.5,7.5,10.5
MPHOSPH6,828.5,749.0,547.5,467.5,565.0,503.5,543.0,550.5,327.0,363.0
NME6,730.0,705.0,385.0,355.5,687.0,595.5,881.5,729.5,426.0,350.0
DHRS2,19.0,14.0,0.5,0.5,6.5,6.5,75.5,80.0,0.0,0.0
CALCRL,0.0,0.0,21.5,21.0,0.0,0.0,0.0,0.0,3.5,5.0
NUTF2,3058.5,3071.0,1481.5,1223.0,1838.0,1877.0,2174.0,2366.5,1814.5,1992.5
MPZL2,4.0,3.0,80.5,70.0,169.0,102.5,1.0,2.0,2.0,0.5
TRIM13,572.5,477.0,361.5,281.5,595.5,335.5,846.5,650.0,698.5,466.5
PATJ,0.0,0.0,1.0,0.0,16.0,22.0,0.0,0.0,3.0,5.0
USPL1,48.0,59.0,46.5,31.0,69.5,38.5,106.0,106.0,72.5,70.5
EIF1,4622.0,4187.0,6672.5,5155.0,3731.0,3409.5,5052.5,5111.5,7111.5,6506.0
TOPORS,95.0,92.0,78.0,55.0,102.5,46.5,149.5,154.5,108.5,125.5
FLOT1,210.0,188.0,536.5,370.0,635.0,563.5,249.5,263.5,175.5,216.0
DDX39A,10886.5,10501.0,4842.5,4078.0,5708.5,5586.0,6852.5,7174.0,5516.5,5246.0
PSMD14,795.0,671.0,602.5,530.0,694.5,558.5,798.0,772.0,565.0,596.0
OLIG2,0.0,0.0,0.0,0.0,134.0,195.0,0.5,0.5,133.0,113.0
PRG4,210.5,189.0,105.0,92.5,118.0,116.5,154.0,144.5,289.5,266.5
CTDSPL,1.0,0.0,1.0,3.0,466.0,377.5,1783.0,1667.5,806.0,833.5
ANGPTL7,1.0,2.0,1.5,0.0,0.5,0.0,0.0,0.5,2.5,0.5
KLRG1,23.5,39.0,22.5,25.0,50.0,44.5,41.0,50.5,15.0,18.5
GDF11,814.0,775.0,430.5,328.0,356.0,339.0,603.5,696.0,636.5,492.0
TRIB1,157.0,158.0,792.0,563.0,104.0,74.5,259.0,218.0,650.5,441.0
GPA33,0.0,0.0,0.0,1.0,1273.5,1103.5,0.0,0.0,1216.5,1058.0
ZNF443,5.0,3.0,12.0,12.0,19.0,13.5,22.5,19.5,24.0,19.5
CD96,0.5,0.0,0.0,0.0,14.5,20.5,0.5,0.0,0.5,0.0
PLIN3,2476.0,2483.0,2381.5,1924.0,1918.5,1849.5,2514.0,2596.0,2443.0,2413.0
MFSD10,482.0,461.0,388.0,341.5,390.0,357.0,429.5,393.5,501.0,496.0
STX6,1086.5,1067.0,1030.0,1059.0,820.0,764.5,1065.0,1116.5,2458.5,2451.5
COQ7,644.5,641.0,463.0,423.0,536.5,486.0,768.5,745.5,732.0,753.5
NBR2,258.5,251.0,519.5,440.5,250.5,239.5,208.0,182.5,163.5,121.0
RCAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,22.0
MSLN,0.0,0.0,0.0,0.0,83.5,68.5,0.0,0.0,0.0,0.0
LRRC23,55.5,43.0,28.5,22.5,32.5,25.5,42.5,43.5,6.5,11.5
LRRC17,1.0,3.0,2.5,0.5,4.0,1.5,101.0,90.5,42.5,52.5
RASGRP2,139.5,118.0,97.5,61.0,126.0,101.5,200.5,216.0,222.0,185.5
HNRNPR,3511.0,3705.0,2225.0,2048.5,2529.0,1906.0,2684.0,2930.5,1787.5,1930.0
SLC35B1,349.0,341.0,309.5,208.5,332.0,352.5,424.0,450.5,343.5,349.5
DCAF7,10142.5,9688.0,6291.0,5336.0,6559.0,6003.0,7593.0,7748.5,7956.5,6882.0
AP3S2,1051.0,1027.0,1743.0,1578.0,1579.5,1667.0,2333.5,2406.0,727.5,605.5
MRPS31,38.5,39.0,14.5,9.5,24.0,16.5,37.0,27.0,12.5,15.5
CALCOCO2,2600.0,2252.0,862.5,704.5,1578.0,1409.5,1532.5,1453.0,1738.5,1502.5
GPHN,221.5,181.0,0.0,0.0,95.0,106.0,225.5,219.0,188.5,148.0
RABEPK,26.5,31.0,12.5,11.5,30.5,21.0,18.0,16.5,15.5,13.5
TIMM17B,308.0,283.0,360.0,274.5,320.5,363.0,299.0,343.0,305.0,365.0
RIDA,550.0,523.0,484.0,412.5,477.5,375.5,259.0,247.5,504.0,570.5
POP7,513.0,484.0,325.0,216.0,572.5,619.0,809.5,952.0,283.0,278.0
GLYAT,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.5
SRRM1,2432.5,2287.0,1545.5,1313.0,1888.0,1520.5,1691.0,1729.5,2255.0,2192.0
SPRY3,69.5,60.0,90.0,79.0,48.0,46.5,37.0,28.5,175.5,124.5
SPRY1,0.0,0.0,0.5,0.5,11.5,4.0,49.5,35.0,5.0,5.0
SPRY2,17.0,9.0,119.5,64.0,81.5,51.5,213.5,180.5,369.0,362.5
STAM2,519.0,486.0,381.0,285.0,411.5,273.0,606.0,635.0,525.5,488.5
HCG9,1.5,0.0,2.0,0.0,0.5,1.5,0.0,0.0,0.5,0.0
CNKSR1,1.0,1.0,4.0,2.5,4.5,4.0,9.0,13.0,2.0,3.0
ABCC4,2504.0,2192.0,1030.5,900.5,794.5,658.5,827.5,841.5,445.5,392.5
DENND4A,770.0,663.0,600.5,467.0,318.0,232.5,330.5,337.0,924.5,841.5
IGSF6,5.5,4.0,16.5,11.0,366.0,281.5,9.5,12.0,150.0,146.5
SF3B4,703.0,735.0,553.5,418.0,505.0,475.0,647.5,696.5,989.0,1030.5
CDK2AP2,1461.0,1627.0,874.0,862.0,1722.5,1745.5,1473.5,1611.5,687.5,749.0
IRX5,85.5,58.0,99.5,66.5,64.5,19.5,89.0,58.0,243.5,154.5
RAMP2,0.0,0.0,1.0,2.0,2.5,2.0,0.0,0.0,1.0,1.5
RAMP1,0.0,0.0,1.5,0.0,3.5,3.5,0.0,0.0,0.0,0.5
ZMPSTE24,2121.5,2101.0,1326.5,1164.5,1406.5,1019.5,1520.5,1593.5,17667.5,18360.5
AKAP8,1208.0,1187.0,1013.5,911.5,579.0,564.0,1384.0,1381.0,1013.0,994.0
FSTL3,180.5,219.0,101.0,88.5,293.0,312.5,446.0,420.5,88.5,104.5
STUB1,1384.5,1449.0,1062.5,926.0,1036.5,996.0,1049.5,1158.5,1090.0,1148.5
STAG1,470.5,485.0,297.5,235.0,456.0,364.5,473.5,440.5,392.5,323.5
NET1,1042.0,1029.0,427.0,364.5,1164.0,869.5,535.5,492.5,1526.5,1442.5
UBE4B,766.0,770.0,831.0,761.0,810.0,696.0,646.5,654.0,623.5,597.5
PRSS16,0.0,0.0,31.0,30.5,0.0,0.0,0.0,0.0,40.0,42.5
SIGMAR1,6122.0,6293.0,5971.0,5245.0,7935.0,7340.0,4687.0,5293.5,3622.5,3177.0
BET1,514.5,507.0,319.0,270.0,1265.0,1000.0,1094.0,1172.0,372.5,388.0
CWC27,532.0,461.0,391.5,346.0,648.5,607.0,591.5,540.0,494.5,494.5
SAP18,2668.0,2422.0,3701.5,2930.5,2892.0,2837.5,4806.0,4833.5,1640.0,1636.5
SMNDC1,1005.5,995.0,329.5,292.0,950.0,646.0,1098.0,1156.0,715.0,836.0
BCAS2,648.5,725.0,607.5,472.5,703.0,494.5,479.5,540.5,693.5,753.5
RGS19,931.5,1042.0,662.5,652.0,1524.5,1829.0,931.5,1208.5,1164.0,1390.5
LILRB2,48.5,46.0,108.0,96.0,277.5,349.5,51.0,54.5,79.5,78.5
EIF1B,722.5,715.0,472.0,355.0,362.5,308.0,558.0,617.0,409.5,443.5
SPEG,1.0,0.0,2.5,1.0,47.5,59.5,16.5,19.0,1.5,2.0
SF3A1,3223.5,3314.0,2279.5,1903.5,2306.0,2343.5,2790.5,2907.0,2685.5,2501.5
TRAIP,141.0,141.0,142.5,107.0,159.0,163.5,173.5,165.0,135.5,146.0
DNAJA2,1073.0,1056.0,663.5,588.5,574.0,550.0,863.0,793.0,869.5,882.5
BCKDK,461.5,458.0,254.0,241.5,352.5,325.0,462.0,472.5,317.5,349.0
MAEA,1848.0,1627.0,1177.0,1044.0,1505.5,1347.0,1119.5,1118.5,1120.5,1080.0
APC2,43.0,53.0,15.0,11.0,14.0,20.0,46.0,25.5,16.0,18.5
PAK4,306.5,319.0,217.0,169.5,259.0,232.0,367.5,380.5,331.0,306.0
MARCHF6,3203.0,3001.0,1689.5,1401.5,2367.5,1690.5,1793.0,1684.5,2645.5,2309.5
KATNB1,104.5,125.0,53.0,48.5,76.5,63.5,82.5,96.5,52.5,54.0
SNAPC5,524.0,487.0,495.5,408.0,411.0,464.0,388.5,406.0,400.0,407.5
APBB3,50.0,57.0,112.0,100.5,80.5,91.0,53.5,55.5,53.5,48.5
ZNF267,101.0,132.0,166.5,110.0,220.0,92.0,148.5,140.5,290.0,341.0
CCNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,40.0
VPS26C,1455.5,1396.0,1534.0,1368.5,1332.5,1103.5,1283.5,1286.0,1149.0,1001.0
TCIRG1,157.5,146.0,152.0,134.5,105.5,89.0,3.0,2.0,221.5,235.5
RTN3,7197.5,6574.0,8520.0,7250.0,7696.0,7112.0,8384.0,8816.0,7289.5,7253.0
LANCL1,2491.5,2332.0,734.0,701.0,1734.5,1254.5,1411.0,1506.5,1122.5,910.0
NMUR1,1.0,1.0,645.5,453.5,9.5,3.5,0.0,0.0,37.5,32.5
TNIP1,748.0,784.0,1138.0,980.0,858.5,864.0,815.5,950.5,1218.5,1201.5
LAMC3,0.0,1.0,14.0,7.0,1.0,1.5,0.0,0.0,8.0,8.5
IKZF1,10729.0,9299.0,8276.0,7344.0,7351.5,7101.5,6913.0,5861.0,5666.5,4193.5
SMYD5,879.0,953.0,468.0,395.0,767.5,717.5,837.0,968.0,415.5,413.0
KLHL41,0.5,3.0,1.0,0.0,1.0,3.5,3.5,1.5,4.0,1.0
RRAGB,0.0,0.0,72.0,50.0,132.0,81.5,46.5,36.5,56.5,55.0
SIRPB1,70.5,68.0,1517.0,1274.0,974.0,838.0,2610.5,2764.5,1978.0,1550.5
AKR1A1,243.5,213.0,198.5,132.5,185.0,196.5,295.0,317.5,351.5,353.5
EMC8,1529.5,1416.0,1222.0,977.0,1277.0,1205.5,1049.0,1062.0,966.0,894.5
RXYLT1,52.0,53.0,29.0,29.5,39.0,27.0,34.5,45.5,38.0,33.0
