,sum,max,mean,std
CEBPA,60166,123.66274,10.218677962810924,58.58654237099161
HOXA9,1273,36.84465,7.17444645456927,11.680453281560334
PLAGL2,14007,1424.57,8.47072443206987,276.94701494437464
MEIS1,53107,99.0501,10.067420975201347,100.24861263763093
ETV6,6716,80.06743333333334,9.80449926366258,41.60034345169781
FLAG_GFI1,22908,82.7514,5.961906546621219,30.282033439294025
RUNX1,52517,85.43705000000001,8.387570258340338,24.279942162289174
FOSL2,4196,367.017,10.641172862249759,125.67161864266141
FLI1,53834,512.89,16.16817358565312,436.7152486186217
GATA2,11074,191.227,16.88013457716263,377.70741370970006
SP1,24163,684.427,14.841900315399657,413.66045776944105
E2F3,14932,598.145,11.185862840878617,145.18359519778497
ZNF281,16945,3947.19,22.42281539156087,7083.695473994652
SREBF1,4163,645.24,7.143365032428564,173.08220542284752
LMO2,15366,43.67068500000001,6.623969596620273,11.151380545432298
STAT5B,29136,293.2390000000001,6.1509724869577,107.40318663446898
ZMYND8,21682,45.17605,7.411685922034274,12.586005483698901
LYL1,11867,89.225,8.941664156905738,54.32800556332764
MYC,59734,83.14914499999999,5.6749107639382315,16.727538610694385
TFAP4,27556,1356.1,8.80335165081995,176.48684791600394
RUNX2,72910,75.82466666666667,9.52566034661672,61.65818840798903
MAX,69095,110.47425,10.198704124108337,62.121776179994
IRF8,59208,259.9731033333333,11.224305404237079,169.48072031906167
MYB,24632,125.9535,8.422936229633388,49.66516332738739
ZEB2,8095,812.1889333333335,7.417875259872343,236.9596645639087
RXRA,14266,1240.17,7.337842860647647,169.15048081967035
SPI1,78672,200.8460333333333,14.41640623269615,146.18905334246332
MEF2C,19827,84.65211833333333,5.461560180704775,11.142398931588941
FLAG_MEF2D,22700,133.33396666666667,4.33846585927896,5.401252737169779
activation,85159,29.194000000000003,5.703073695334908,22.1042751593883
repression,39036,17.2976,3.9662653655878493,1.7622328210474463
ELF2,34813,114.32690000000001,11.602887229570003,89.42682100292285
JUND,3167,63.0745,5.606188950290299,5.342223399156903
FLAG_SPI1,88477,64.5072,15.533735003775169,151.056355593037
FLAG_IRF2BP2,16186,30.6387,4.817594426376704,3.4512530357178384
SMC1,40516,86.7097,9.913393223220584,80.16916716166308
LDB1,89,30.1347,9.093212022471906,22.544892325162348
H3K79me2,23769,16.2274,5.376421180949963,6.072909612244359
WDR5,568,42.445660000000004,9.306263968016426,52.07907517506249
H3K27ac,55611,18.188991666666666,4.475397847336935,3.721185777849969
H3K27me3,3959,16.9388,3.9699906231371527,1.1099250754547871
MYBL2,307,35.3844,8.556340016286647,19.60231889034308
CDK9,46016,65.1886,5.5905810704501215,8.0849561045241
H3K4me3,23977,29.194000000000003,11.895355229595028,34.069569182047424
FOXP1,42518,78.395,6.8293040104766165,17.183713263353546
MLL_KTM2A,33191,17.2413,4.81760085962566,1.3281237961643722
RARA,5122,343.55300000000005,8.05754017473643,79.91682124105469
IKZF1,28302,75.8411,6.87285290471542,12.946233722971591
AFF4,3135,96.5899,5.6481810359914935,14.847186179997761
CTCF,16485,77.6791,19.157069598422733,126.64537910805693
BRD4,44296,13.187515000000001,3.9273792403364793,1.0019218973827377
CEBPB,54962,150.145,9.401663482437618,89.24295128751068
H3K36me2,36006,17.2976,3.9479159914643835,1.825127850959634
PSER2,23811,59.9647,7.819261767103389,50.72661585892428
H3K36me3,9442,14.5761,3.6302359400550657,1.103305240793995
H3K9ac,41116,20.6376,5.751262322866965,11.299117197995956
CDK13,88,75.1149,7.155729545454545,73.54250800764449
H3K4me1,46866,5.40321,2.998576821665335,0.12867124820643128
POLII,32269,94.57036,4.171626496723089,10.51734819404376
MED1,35803,29.56706,3.8764396427649204,1.548870116728019
super_enhancer,9617,36.16949159767471,6.166133074630427,12.78915427800957
promoters,10132,1.0,1.0,0.0
