,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,FLAG_GFI1,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,activation,repression,ELF2,JUND,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,super_enhancer,promoters
CEBPA,0.0,2.4266888948803977e-87,8.492393840556496e-28,0.0,3.6015294354520545e-117,1.5425744221525363e-62,7.282589464418286e-54,0.0003916728607975425,3.5827237399092495e-118,1.4276919444979942e-244,1.0,6.365828368225606e-75,4.578223448404326e-159,1.0,1.091755086567503e-10,8.410920543775763e-17,1.1959099906857686e-118,0.0,1.0,1.0,1.1048247936596672e-168,1.0,0.0012702745899555378,0.0,5.564515913372914e-102,4.577691525736712e-12,0.0004968765812228934,0.0,6.542606870268912e-50,1.338178132981813e-16,8.77970455771416e-127,1.0,0.0,0.00038893634151665945,3.6591912332013495e-128,3.5112705326203507e-183,1.0,1.0,1.2575833609990163e-06,4.103662845729341e-10,6.696833543733421e-168,1.0,1.0,4.329674768756523e-251,0.0,0.0,1.4394057486475712e-15,6.015738312817072e-113,4.396387152029638e-32,0.0,2.488416971959611e-22,0.0,1.909452768201547e-85,8.833003592788988e-29,1.0,3.821906871783602e-127,1.0,0.0,2.818219874849513e-08,2.0962589247167287e-109,3.308609046774053e-07,2.687624102804256e-253
HOXA9,9.008837032605876e-25,0.0,0.0005356005354817265,1.99307024085898e-83,4.937872185499615e-58,3.197765427128204e-20,3.329798277093039e-37,7.69025893186468e-38,7.270066613517403e-24,8.332545041074822e-59,6.294348018417995e-20,9.261685707733722e-08,1.0,1.76679456473808e-23,1.4478367920989321e-27,1.743750923116824e-19,1.1031042155786007e-71,2.2309567490661476e-141,5.994827008803531e-19,3.141388436792048e-20,1.0673530657135315e-26,6.76178611982879e-19,2.5448292070733782e-20,2.216440297948071e-157,4.423909644389902e-38,2.7783057776346636e-20,0.10864385700047349,7.016272857367183e-71,2.378857814736472e-76,0.0005194711946954556,4.383612926418717e-06,2.530180470487738e-08,1.770061858753792e-224,1.0,4.81040609211553e-115,0.1965558649979471,4.279039829064889e-56,1.0,1.0,2.0923542078244053e-12,1.0,5.396851922538452e-54,4.7438115988334283e-23,1.0,8.708139159556339e-97,6.85695008880064e-34,2.3637621194152377e-19,3.559524474941858e-30,1.0847063538182754e-07,1.0,4.964135233679978e-42,0.016346562765389035,1.7422742779961276e-07,0.4886420170683842,1.0,1.0,1.0739127825312919e-19,4.1739600769171325e-17,0.447426864813144,3.985518195451319e-37,1.0,0.017747449296623745
PLAGL2,2.457228996035498e-12,1.6015327069037376e-05,0.0,4.387645468036e-312,0.0,0.0,0.0,2.693392350098402e-216,0.0,0.002096178711318155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5109531923452433e-306,0.0,0.0,0.0,1.0950904384935173e-149,0.0,0.0,5.1731581079511864e-210,2.3232854338097214e-291,0.0,1.1508503238721398e-192,2.1318333612696525e-93,0.0,0.0,1.0,0.0,9.588900159317523e-184,0.0,7.994719771280478e-33,6.285421299523258e-77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28911600536943e-129,0.0,0.0,5.323708524846767e-298,0.0,1.0647718375889755e-05,0.0,2.6264382988733296e-12,3.0910805144213995e-35,0.0,0.0,3.46232616822369e-98,0.0
MEIS1,2.964633e-317,3.680081270804983e-307,0.0,0.0,0.0,4.1058109779266267e-212,0.0,6.483562448726725e-242,0.0,2.3395195226386537e-112,0.0,0.0,1.4220051147961738e-203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6535958382191793e-140,0.0,0.0,3.4124474975778506e-202,0.22630912923539656,0.0,0.0,8.444761974457906e-127,0.0,0.0,1.0,3.88986646819376e-122,1.8786227938943908e-34,0.0,2.0011732304252908e-63,4.565252010579271e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.587108409497983e-149,0.0007913107739427668,0.0,0.0,1.0,1.555715360035808e-27,5.383791253729224e-28,1.9847247450157456e-253,1.0,5.843881416710627e-285,3.986182326187338e-293,0.0,7.125306332322883e-53,0.0
ETV6,3.491957313776476e-42,3.695393503613245e-67,0.0,0.0,0.0,1.433330898707714e-212,0.0,1.1516604083830378e-92,0.0,1.1685216562663538e-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.721682415213198e-287,0.0,2.1174830539523314e-197,3.325038095341408e-228,9.69573536101601e-268,0.0,0.0,0.0,3.3847046470906794e-144,0.0,0.0,4.692304566995209e-83,1.839016722127788e-31,0.0,0.0,2.0456210520150385e-87,0.0,0.0,9.078486013843659e-19,7.359473769477578e-207,1.0038345131653778e-61,9.514934e-318,0.0033046236622448605,8.142402814119859e-29,0.0,0.0,0.0,1.9612727666997876e-46,0.0,0.0,6.385272170376539e-291,4.8886706998603134e-23,0.0,1.304648305585e-312,2.3074188096973445e-39,3.456227617076861e-148,0.28881759665921347,6.51843752748064e-309,1.4013873153362153e-37,4.0311230756726034e-10,0.0,0.0,9.529601040170778e-59,0.0
FLAG_GFI1,4.10249105106688e-31,1.0446020347920232e-31,0.0,2.285308150509628e-120,3.342099748811939e-298,0.0,0.0,7.571878264642497e-105,3.9527567913901605e-208,1.3334377840691066e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805684953423009e-290,0.0,9.336472113393504e-129,1.6934201931485613e-123,6.523521925876612e-57,0.0,0.0,0.0,8.593094742116894e-07,0.0,0.0,4.603974366791528e-05,3.188846628555001e-140,6.395637142039251e-268,1.5532611621330634e-90,0.0008405514961527252,0.0,3.3814728376246665e-251,1.0,1.0950645303378091e-45,4.681873829973939e-27,9.532046633551223e-65,4.7495841490187225e-133,5.976340145219039e-13,0.0,1.267568847871081e-308,1.2329893361266308e-303,0.00017340228957313323,0.0,2.570487930197041e-299,1.138809983357412e-284,0.02986560059917267,0.0,0.0,5.362879417406216e-94,1.9698610724754902e-60,1.0,1.2451695062182104e-159,1.0,1.0955314670236332e-05,6.94425973311917e-251,0.0,5.256807438964248e-25,0.0
RUNX1,3.3832746117024774e-46,1.4293052720348219e-112,0.0,0.0,0.0,0.0,0.0,2.0343172835934783e-182,0.0,1.7065186043080108e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9573190951805956e-174,0.0,0.0,0.0,1.3917756014125094e-212,0.0,0.0,1.4967089261537227e-189,0.0,0.0,1.0,0.0,4.498427155179072e-114,0.0,1.0,6.397679507895676e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.324799995799921e-69,0.0,0.0,2.097846946958502e-241,7.818616562135e-311,1.0,0.0,3.946926764691451e-09,6.52896860236682e-149,0.0,0.0,1.0705375998723923e-207,0.0
FOSL2,1.0,5.465270613660403e-41,8.76183475752856e-173,4.190332597913268e-89,1.823896234285821e-87,1.6908321035748805e-72,1.0543880089177536e-69,0.0,6.354350611386822e-39,7.256088576879011e-11,4.94511243393403e-65,3.7679890100024105e-141,1.165447485234045e-86,1.1144983307630546e-237,8.01561773688527e-52,7.546221581892387e-188,1.416947080587852e-141,1.3773756771233543e-164,2.856869742747141e-38,0.0,1.2908678241821638e-30,2.928823935264756e-62,2.567858836717528e-29,2.5620234543946983e-120,2.420865388756967e-52,1.2997526290853333e-250,1.0,5.0519012152342476e-179,2.6922125048004617e-74,1.0,1.0,2.9827116081086237e-25,0.0,1.0,8.236362450129598e-227,7.488875561642504e-19,0.018729525956814184,0.05044728637547862,1.0,6.2418604381977915e-25,6.268125537718536e-12,0.08249064681088605,1.8789316509549833e-23,1.0,1.0825181530610909e-147,4.586125451789346e-52,1.7547144696585577e-279,1.8762090876241624e-78,4.236581344677805e-49,2.700315200600873e-07,3.864851219445195e-114,3.8848546242174497e-54,1.0,1.0,1.0,0.0006317120700864491,1.0,0.002211460765998922,1.3508947889837877e-24,6.116831254167105e-157,0.00034236665935729384,1.0
FLI1,6.429787213579756e-104,2.346857250939179e-71,0.0,0.0,0.0,0.0,0.0,2.6267634527182204e-101,0.0,1.110639739597051e-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72218187708581e-120,0.0,0.0,0.0,0.0,0.0,0.5331264567600701,1.4443359817953942e-265,1.2725731115658438e-104,0.0,3.723570277072771e-05,3.379978943686832e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2507944048055933e-23,0.0,0.0,9.069743293691966e-152,5.227054339307952e-149,1.236772967827781e-27,0.0,1.0,4.196850803826044e-232,0.0,0.0,2.6221773332985136e-94,0.0
GATA2,1.8681637090241115e-94,7.612073419177252e-75,0.0040567019908384246,1.0851794709073505e-51,2.6361766630519815e-69,6.240575518448386e-24,8.300900709578632e-42,2.0195697947720387e-12,2.932830131354654e-26,0.0,0.0013030588840007408,1.0,1.0,8.050095929846182e-10,1.3048702476211089e-46,1.4488160176711031e-38,2.4494710062025876e-74,0.0,0.0003798411514236812,3.068117242764407e-17,2.4297190870826364e-23,0.010343516849770707,4.664246221957682e-15,3.734252826867889e-124,1.1940923524233554e-23,3.853416965114525e-29,0.00022714661374901562,1.066817474151187e-98,3.7946275432451783e-66,5.195895877034577e-06,4.2543658402061794e-23,1.4057777559334028e-10,5.038393466123419e-103,3.9718457792413036e-05,1.9073268827385792e-97,0.0028462973030908317,1.7853826612699734e-49,1.0,1.0,2.8401598265012985e-13,0.008196750321091321,1.2711765868245037e-12,4.69705287952462e-11,0.0002603688778129202,7.214439827982568e-127,3.8266910478090926e-76,2.1924742885000748e-29,1.4073454505368084e-43,0.0003489818364470934,1.7174385239652562e-26,1.4389920722301054e-40,0.0006970200453615523,1.412739736426089e-21,0.8850174350664126,1.0,1.0,1.7764959086330882e-10,5.291096249878956e-47,1.0,4.7212018731084525e-62,8.136580857633558e-13,2.4418979838234807e-15
