,sum,max,mean,std
LYL1,11919,89.22501,8.95247919540234,55.029779633362224
IKZF1,30558,75.84109000000002,6.773127860762284,13.057741650884598
MYB,24897,125.953655,8.397742557844838,49.488495194193646
LMO2,15735,43.7453,6.669654479716181,12.400287458001879
GFI1,6304,75.89341999999998,9.068907315989838,44.80646156343237
MAX,84264,46.74373,5.3648466689215315,7.70305264816689
MYC,44377,31.90547333333333,4.975506034466075,3.540699116322803
SP1,23774,101.00746333333336,12.379445369079686,127.4712048702177
ELF2,37386,114.32675,11.327531305300228,92.42778234140933
MEF2D_FLAG,20569,72.61131999999998,5.2850972234916895,10.804356695432375
RUNX2,72045,75.82464666666667,9.719539925441936,63.1267587096262
MEIS1,55101,99.05007,10.007388756102673,97.7565639681232
RUNX1,40532,60.82432666666667,8.780271182559487,26.068717796729374
FLI1,53663,132.34018,13.454630841547875,173.2359799484051
ETV6,6583,80.06749333333333,9.831731319560525,43.088880683692324
CEBPA,68214,96.39904,9.995777421472678,48.130792629191966
PU1,88244,39.307406666666665,7.036699846259618,14.509096188290673
IRF8,57065,150.59978999999996,17.648732295452653,500.08133139585584
FOXP1,43807,82.752185,6.760694475293205,17.326878647116224
ZMYND8,21868,45.176055,7.4050121688845385,12.861773578545344
ZEB2,12588,105.83524333333332,6.490490017106296,23.821442077137092
GATA2,11818,191.22652,16.5824943573362,365.00940732351205
LDB1,118,30.13475,7.967035338983052,18.706938118823384
MYBL2,327,35.38442,8.509710672782875,19.704858594303843
activation,58027,35.65152,6.6694334737842516,18.027163237802224
repression,2507,21.47204,6.90002288591945,8.060980706337093
IRF2BP2,16315,30.63866,4.813365481458781,3.4195051942329426
MED1,29329,42.8234,4.352115275665741,6.609041554883919
SMC1,41121,86.70966,10.012030505084036,82.64200035152177
CTCF,16836,30.36133,9.983098371743107,20.045472264609707
POLII,5424,32.40164,4.6885334262844145,3.3891722844947823
H3K27ac,31630,35.65152,7.3911358664490034,14.475402332806247
H3K79me2,21864,35.36551,10.698148094241548,39.69863432906332
H3K4me3,32530,9.58791,4.051118096270195,0.7599150494844652
ATAC,92682,20.040370000000003,4.997099671349357,3.2370228163212746
promoters,9927,1.0,1.0,0.0
super_enhancer,12351,45.02896890343699,6.415866834965751,19.368396948083056
regular_enhancer,40827,1.0,1.0,0.0
state_1,7896,1.0,1.0,0.0
state_2,33084,1.0,1.0,0.0
state_3,24478,1.0,1.0,0.0
state_4,59971,1.0,1.0,0.0
state_5,64,1.0,1.0,0.0
state_6,3866,1.0,1.0,0.0
state_7,7731,1.0,1.0,0.0
state_8,610,1.0,1.0,0.0
