,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,GFI1,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,activation,repression,ELF2,JUND,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,FLAG_GFI1,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,FLAG_MEF2C,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,super_enhancer
CEBPA,1.0,-0.05109321644493238,-0.023551599608554446,0.096479341468539,0.028148259041097475,0.034427347202428765,0.14853012972288152,-0.04971128739464274,0.08515740010259412,0.05339115460240579,-0.13455637561949718,-0.09218120383535691,-0.051879437952677694,-0.0046822985252984,-0.03562734638401539,0.02721440821242566,0.06516986841625966,0.02321265254568443,0.020121193720275217,0.021689219221572277,0.1638777320984988,0.04384178548679865,-0.00935699239228825,0.08401213672051742,-0.005318034257018761,0.009751977787179171,0.022727859187089073,0.38337473523265525,0.08799700276232487,-0.048790165686204374,0.01797142931959246,-0.02492510370939957,0.0738707838219268,0.021350871122278188,0.09715140216677155,-0.0816911924611267,-0.01254458705484533,-0.024330021729708537,-0.05536414805497066,-0.02862417150967437,0.20030887334848468,0.06425266705280203,0.16209816774587568,0.013740456394036897,-0.1506742051992566,0.16261456014371062,0.02461114583290724,0.018407374431200305,0.04485028943608346,0.0070735530078447325,-0.09651770659781761,0.12117187773774397,0.34644525830387773,0.004881727513177967,-0.023232649488725957,0.07155400017086026,0.08155221207444763,-0.10608759579816025,0.6175474864505784,0.05995885401615573,-0.028268235361433983,0.02084813959101087,-0.03468883601370916
HOXA9,-0.051093216444932345,1.0,-0.08839567398965412,0.3510699482775977,-0.035264956325689004,-0.031681030967841584,0.08051973231465938,0.0035143878886624864,-0.018952967802873064,0.10648732381234953,0.021478461656016606,-0.0017093687826811835,-0.00621566675969552,0.039972258610066674,0.014801853402240052,-0.02592736342541996,-0.0036345365580302464,0.06448350819075743,0.0429814104431764,0.03456024217177585,0.028436568017015645,-0.007430358643072256,0.05813792401879418,-0.0029105495718445575,0.19129189208378444,0.01020556606396454,-0.02015769544019123,0.223120183570945,0.07975878315420067,-0.03232399076312646,0.12302584515499596,-0.017505650123317607,0.5308996751278503,-0.025171161628307643,-0.018430787305935,-0.050866385926713824,0.36163139577206604,0.08809062115235966,-0.2625689916135871,0.0014414546965416475,0.27481545247784916,0.007344068188257184,0.6846304137138658,0.012926318004185883,-0.06506925003573846,-0.06800222524417182,0.14647071697729128,-0.03413447911705699,0.007061494416100166,0.11704206873745145,0.041466577825306786,0.03302843142770762,-0.021872329364469117,0.06658324264664436,-0.09219799978229427,0.23617713115105027,0.18183521085047663,-0.06334082251154383,-0.08526229733113144,0.10651234675746982,-0.06985620086680175,-0.03475037994735606,0.05620253311751494
PLAGL2,-0.023551599608554456,-0.08839567398965416,1.0,-0.02631045833452262,0.21365640712176928,-0.03972375841984553,0.04959454849453052,0.4528185001056603,0.10591417816175984,-0.017101679244019605,0.028165983898224743,0.03248621280516455,0.09361386264442323,0.017223394917928826,0.06934696058559617,0.06652674106853622,0.03532469928779545,0.017131781168985425,0.05307071328925695,0.03587860586446688,0.04240713272173341,0.06079335965473547,-0.03279363170874988,-0.013502602289986846,-0.003408835038224488,0.02532952657766461,-0.015463695426536698,0.24151429104149025,0.08610090758324912,0.0699248090978297,-0.009528433538213551,0.16158655564962077,0.5111139375037216,-0.010137983663193803,0.0798076270174865,-0.013136717577044371,0.14443660639343278,0.017468268808648123,0.04143296548311067,0.09253062072149604,-0.04144461372339117,0.019535386453448766,0.14851094387547348,0.0654826233211744,0.042949510518927744,0.02696117673776137,-0.049195106427806556,0.43167765764088645,0.01970548871543762,-0.002247641205636568,-0.0225709718235921,0.02246081757214932,-0.022571705499971742,-0.0014081408159313453,0.009945836507931719,0.06070932610418823,0.02952050217367748,0.07294555383363059,0.6149634607969867,-0.011005657086080768,0.03296689116662935,0.07874598442819561,0.006966719936629394
MEIS1,0.09647934146853891,0.35106994827759763,-0.02631045833452263,1.0,-0.021861642246009665,0.03673123111564696,0.11680892854253519,-0.00743981207527112,0.042762752930976325,0.013724912103183315,-0.1138782081089093,-0.07465680478969866,-0.023754567345838952,-0.02070770798529826,-0.034943875852263544,0.014810472784245668,0.05526300153057594,0.06545901249770605,-0.06630161835731559,0.019391507620705378,0.1570177774449113,-0.044132656247314286,0.0572968001176816,0.07903879131486441,-0.0032388483186880507,0.00032478507254625006,0.07155049820794851,0.13357841202016102,0.03766437300702288,-0.13483892929838098,-0.013052664763156134,-0.06370622623680042,0.0816287594544063,0.08834625757332924,0.12255776509613281,-0.0957997602714987,-0.23819993499471606,0.00040103028598964416,-0.014051916626856526,-0.10448274988928419,-0.027195996520184083,0.07858200585734947,-0.07645352221650613,-0.021204296585691704,-0.17808016779106364,0.12472428040337549,0.03434511594050459,0.014451445367857063,0.030589000330982767,0.06359082233744193,-0.08420234470427766,0.012203608261617078,0.046033609143595194,-0.010509123957294328,-0.038089335040648396,0.004923037246109651,-0.05143032592143635,-0.14702036340398017,-0.03524851847683336,0.059041492891722926,-0.0497934610861246,-0.048748071633643766,-0.05578404150024066
ETV6,0.0281482590410975,-0.03526495632568901,0.21365640712176936,-0.021861642246009644,1.0,0.007301437319069932,0.043210404042318976,-0.024079546975286605,0.4333416631027746,0.01962726909948098,-0.005147627562046064,-0.019074410902729676,-0.0177271314885036,-0.017446294551003275,0.026980686169991944,0.011229239008527911,0.24069884484487744,0.05200683631148356,0.0693927904581303,0.0027353987982887346,0.06970987301883391,0.11741223806377452,0.0048055146409956275,0.0001214587836083038,0.026843402995839594,0.0006759994382890322,0.09560180226416448,0.06731540235187444,0.019627683898795538,0.12616327447366055,0.020808901635175438,0.28574123047249583,0.053139464456184546,0.07660497899509723,0.04200814423985241,0.002744930151514742,-0.10842107107210526,0.006140097093402214,0.027664588591640817,0.08472360520606315,0.3236875935472351,-0.01034529654263436,-0.042584222513063354,0.26900115643456546,0.05761263194925671,0.06462466375460751,-0.01240111051331696,-0.026338395270207773,0.12654275739103532,-0.04301628348040006,0.05504490277647673,0.07052660421550705,-0.01950037994723738,0.011221199381285157,0.01542439451963509,-0.03163897846962135,0.1396792367321727,0.06804189001239368,0.49425813296319615,0.02770093795940664,0.012663457927964349,0.06796363333044551,0.03117755208485277
GFI1,0.034427347202428786,-0.03168103096784151,-0.03972375841984552,0.036731231115646946,0.0073014373190699285,1.0,0.13805030348739575,0.06364352807372108,0.08529970860357186,0.01122199599533725,-0.012077525437168514,-0.009557293661702512,-0.03045015978784662,-0.013458370828457689,0.05252934575632944,-0.0023346265367387357,0.029789565946976126,0.03480416394637744,-0.014461875931754084,0.008617811785656716,0.08152021259493884,-0.018761328923859944,0.03823131255628761,0.003451449408883636,0.021659368176028104,-0.03126355603075387,0.041654394443667565,0.051753262912252754,-0.03232247260913106,0.013885571757379582,0.031009980415369405,-0.00494347440751656,0.011790328730814214,0.02648791272022824,-0.03109438814226865,-0.010740610795180064,-0.18137097812066952,-0.056071067434647716,-0.14728533306922154,-0.013148332534993796,0.01601355166697779,0.7340074019954028,0.13757580214433812,0.06026781549338127,0.049110045683777595,-0.01458767493195047,-0.012231460674375434,-0.022772915501287613,-0.014284689620487337,0.001538503034157966,0.05783705464157464,-0.04103170093988076,0.021800682124452176,0.015745756027846843,0.022539615181942186,-0.05356096365637356,0.10455372780607168,0.013477979307864556,0.6142794068095072,-0.03973441662904667,-0.021368121646501988,-0.0607311293569365,-0.03628830232864393
RUNX1,0.14853012972288152,0.0805197323146594,0.04959454849453048,0.11680892854253525,0.043210404042318976,0.13805030348739578,1.0,-0.011149580393577427,0.27668843929203013,0.07901255924612043,0.09281362507557475,-0.0034995031409382313,-0.01910723523902374,0.004652121802452042,0.051990434487375156,0.047718736640667204,0.3061624709856735,0.2078263287656302,0.1058734506969598,0.057533709241540366,0.7490562975475568,0.17725674024322297,0.018415761918962503,0.13971501402223213,-0.01449294601414372,0.034228363818899946,0.1054413520258879,0.15755985182695495,0.06495246358274662,0.012783397637108214,0.032412451603769134,0.025753571671501274,0.06386648779246101,0.09889070306958682,0.1720238335668677,-0.0910387526106356,-0.176193495258686,-0.019330181738489677,-0.04431633226438069,0.06242804787296263,0.06576058175804456,0.15261608115697065,0.05644470573339295,0.15884291872091116,-0.05530102083948379,0.2058095939811661,0.047139123173473324,0.022418975255428294,0.09537399120010412,-0.1066420469639624,-0.14020521714014988,0.1592243930800313,0.10667451043763451,0.029774014526767634,-0.04641514941538151,0.10982460881796928,0.028504274668051083,-0.0039270388962296945,0.34605412242930345,0.06161784968165137,0.042364949689083414,0.06379435847484832,-0.04243844707878457
FOSL2,-0.04971128739464276,0.0035143878886624734,0.4528185001056605,-0.007439812075271128,-0.02407954697528662,0.06364352807372108,-0.011149580393577415,1.0,-0.013071285464696568,0.01546593430956549,-0.10558382714371181,0.23386723993036765,0.1215304369368746,0.37167063227083186,-0.06742714533434582,0.07611185409939317,-0.07128029458881113,0.005054834831220878,0.018317465767275526,0.258488891070225,-0.018593116369792138,-0.014551653685572409,0.014254111389119355,-0.024615755923102698,-0.0025506572970522413,0.31308362933802075,-0.04407915292104445,0.26721407692427357,0.10711837272229106,-0.08741873528471339,0.0433083074312656,-0.022224639135726337,0.12303174611010918,-0.03748523290132592,0.06359042667256112,-0.017832990431297203,0.532004303245417,-0.04755621300854493,0.10215281732648976,-0.06633011328831788,0.20020901093903776,0.2606850575128994,0.514591843723897,0.07478468218595258,-0.11719331765626477,-0.044210147389665416,0.03688836034563557,0.6449798711297793,-0.0325722372467404,0.1054714546069356,0.01015644841855489,-0.034998977487757404,-0.04083748203966728,0.04033051753884447,0.15558871435798952,0.48375171575069614,0.12154373534231364,-0.11624773380848924,0.6708255552387646,-0.007895093340319334,0.044818719101202546,0.10258088059385609,-0.11321456619067637
FLI1,0.08515740010259408,-0.018952967802873068,0.10591417816175978,0.04276275293097631,0.4333416631027746,0.08529970860357185,0.2766884392920301,-0.013071285464696585,1.0,0.03329651691899279,-0.001320305911402786,0.019900016350734906,-0.014417883698622019,0.007817364732314272,0.1376590488587694,0.017803853198879928,0.22663331981984744,0.26957343086420643,0.14597581929656508,0.04364774960747976,0.2578335431365989,0.20952231679059172,-0.02116416496589858,0.06600947701037521,-0.008385913075934292,0.010142804861109097,0.07847023316407539,0.10108537742935947,0.0395149179617551,0.13653394227066598,0.014838040571079382,0.28832497098745485,-0.008975763853625713,0.050361370214370454,0.09511751612643389,-0.06265963944450376,-0.09551643559360232,0.021415436079544294,0.18487668563732212,0.17484645539629354,0.01198099007970615,0.0637299710108395,-0.13573526068576733,0.21313987769676257,0.0527927616191087,0.11919117158296186,-0.0017380880530053569,0.002768828335258774,0.1125850209761858,-0.08968756829533685,-0.09429929418520683,0.138466027462297,0.05905981940047215,0.0168149019057565,0.018903862831349386,0.026172786007320984,0.10101923544678763,0.09775455975728518,-0.1857064611284269,0.04631071922899107,0.09204444135517606,0.13314549020824704,0.04233025477183329
GATA2,0.05339115460240578,0.10648732381234953,-0.0171016792440196,0.013724912103183325,0.019627269099480944,0.011221995995337231,0.07901255924612038,0.015465934309565442,0.03329651691899277,1.0,-0.05536131533952231,-0.023791180253504,-0.024660803971178792,-0.06293423979567841,-0.017619434334983277,0.008431575250688826,0.046550339924671814,0.14457859754022548,-0.007245174622060024,-0.01506632568995053,0.07252771566487856,0.0009327435864537035,0.0456517405542486,0.04123272503304308,0.008356516759324863,-0.002673162146649406,0.0583781764593378,0.2898269927064885,0.03096250026940842,-0.03332336210149321,-0.011509841089586217,-0.03569677059785175,0.010730706637991895,0.07779050508001777,0.02207121261936107,-0.016760035516417346,0.32302858320023065,-0.04033154517949062,-0.17155639674580245,-0.017054652063960403,0.012892641203975453,0.03804025432278999,0.09979946558908426,0.019146950156056636,-0.0676028477550317,0.026657257459081637,0.01261316227849517,-0.008669961201045132,0.026805437295260734,-0.0217789377732516,0.05152955815191354,0.050094784264477624,0.012770668569418133,-0.011931518106625518,0.0002186595533808147,-0.08901305809710496,0.05382025480023011,-0.06259518945421325,0.5707842878823126,0.010279006409605112,-0.027412471623337518,-0.01911325113517777,0.04940745901346445
