,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,GFI1,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,activation,repression,ELF2,JUND,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,FLAG_GFI1,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,FLAG_MEF2C,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,super_enhancer
repression,2.4350561667935457e-137,1.195086621280755e-07,0.0,0.8738639269562253,2.6725217334555525e-81,1.0,2.99703979788738e-302,1.0,1.5395101479362515e-195,5.809507805692433e-27,0.0,0.0,0.0,1.624484030062001e-91,0.0,0.0,0.0,4.318757119736238e-109,0.0,0.0,2.4464939525987486e-46,0.0,4.803290096376077e-11,9.424035224864699e-140,3.955609747680805e-306,0.0,0.28729638842076116,0.0,3.377354457988493e-283,0.0,0.0,0.0,1.0,1.0,2.367097166275855e-198,0.0,1.0,4.637194793303522e-286,1.7478592922627823e-27,0.0,0.0,4.968543723374551e-177,1.0,0.0,0.0,9.098193116260563e-09,3.3216288773317667e-35,3.3223539328843336e-108,0.0,1.704902923484196e-97,1.7999512940424365e-10,0.0,0.0,0.0,4.72125335e-315,1.7227736359245233e-40,1.966685815628714e-90,0.0,0.10994205365974245,5.990309869478929e-35,0.0,0.0,0.0
ELF2,1.1190198206656373e-12,7.2927758946102335e-22,0.0,0.0,0.0,2.6115936588804548e-174,0.0,1.5184440368881708e-61,0.0,1.915387247223631e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6327899525302122e-276,0.0,0.0,0.0,1.0,0.0,3.0474961902770156e-192,0.0,1.0,0.0,2.7096347002530346e-66,0.0,0.0,0.0,3.8189253494563873e-178,0.0,0.0,0.0,3.373695667088336e-303,0.0,0.0,0.0,0.0,6.396608182815667e-70,1.0,0.0,1.0635731513218044e-22,6.147941342095329e-75,0.0,0.0,2.5369515642262246e-189
JUND,1.3473925915663735e-75,6.439522182766702e-255,5.512562885415603e-167,9.096529085915243e-216,0.0,5.471490275266004e-140,5.618877559087978e-187,0.0,2.641265984079599e-161,6.802406149532679e-87,4.527532195038689e-280,5.642781919138779e-181,1.587106298887003e-66,2.9018724112010474e-201,8.619910890782047e-297,1.2765674161240634e-211,0.0,0.0,1.6229581411319406e-119,1.252831659113365e-302,6.809339870544299e-117,5.439076326511972e-131,7.276681968408653e-132,0.0,9.571638523226708e-222,3.265416477851374e-256,8.512838528302113e-41,1.0,0.0,4.3519116086624594e-44,1.0,2.0249194327883476e-145,0.0,2.262312098246362e-31,0.0,4.040964860945465e-108,4.3709592739324825e-42,0.0002285480869328725,3.9931329627788137e-07,1.3935719529159822e-128,1.8430338781363702e-05,9.711623290838737e-94,1.1222726593354833e-90,8.648934522576324e-142,2.424102727046444e-31,0.0,3.2495516965270163e-125,1.6810826506678767e-214,1.050271139738899e-238,7.075243754547321e-65,1.0,1.8665454495578917e-264,1.570968673988647e-113,1.0,9.866943909937119e-05,5.775302965533835e-07,1.0,6.880891738433242e-34,1.476140541421626e-41,1.459965831503917e-64,2.5789732862771954e-59,4.420517489245784e-309,5.841053248480955e-30
FLAG_SPI1,2.2437415315901285e-86,9.542786558346132e-26,0.0,0.0,0.0,3.462050041765558e-147,0.0,1.0,0.0,1.2383602860028254e-35,0.0,0.0,2.7049836147193855e-156,1.0060721707303888e-187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.911776711228311e-293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.859348885471549e-179,0.0,0.0,1.20590369e-315,4.096371702443738e-09,2.5296791989175438e-141,7.335332540732924e-41,0.0,1.5627341457390768e-117,3.1276105728044176e-279,1.0,0.0,0.0,0.0,0.0,1.4459473776935432e-162,0.0,1.4073391163089713e-96,4.875763556898247e-12,0.0,1.2916543186097887e-234,2.799445958002217e-06,8.182812678961621e-41,4.378048354911691e-05,1.907048705307523e-55,0.0,0.3842903777895327,0.0,0.0,0.0,4.934072798683108e-56
FLAG_IRF2BP2,1.103057504972156e-27,1.0228699825987866e-180,0.0,0.0,0.0,8.3869684e-317,0.0,0.0,0.0,5.136909060136948e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803632245119998e-46,0.0,0.0,4.4892547813015715e-137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.722127424684376e-214,0.0,5.6833670158453056e-08,0.0,9.791559446602148e-87,0.0,0.0,0.0,2.3191147454565367e-144,0.0,0.0,0.0,2.6233987869164e-141,0.0,0.0,3.032714952533341e-172,0.0,6.059909523672256e-105,1.0,0.0,7.748647335086495e-07,1.2949374454008767e-21,0.0,0.0,2.2817916236286766e-252
SMC1,5.577528346330785e-210,1.5567697292911869e-09,0.0,0.0,0.0,1.8198719426263636e-104,0.0,1.0886980966132254e-54,0.0,0.00016215837571066804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1785556616921804e-193,0.0,0.0,0.0,9.577184222328019e-110,0.0,0.0,0.0,0.0,0.0,6.821737185629856e-223,5.887728826432398e-120,0.0,0.0,1.0,0.0,5.1299579061141955e-195,0.0,1.1688247001284994e-218,0.0,7.285747513507976e-41,0.0,0.0,0.0,0.29848777856946246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8731808025351454e-90,2.503106040183397e-11,0.0,0.4814867462310825,6.141053953215223e-36,0.0,0.0,3.75282847533118e-211
LDB1,1.0,9.392447782510539e-49,1.0,1.0,1.3509111010882721e-14,1.0,1.0,0.04283175745646871,1.0,9.838404471853683e-29,1.0,1.0,1.0,1.4608242959961484e-06,1.0,1.0,1.0,2.3000617743141772e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.43417922802787e-14,1.0,0.09779152447291853,1.0,0.0002500839069618481,1.0,1.0,1.0,4.3249899251448585e-34,0.1247818926790174,1.0,1.0,0.0,1.0,1.0,1.0,1.4486590895303454e-12,1.0,4.721246973277376e-37,1.0,1.0,1.0,1.0,7.0838342765282115e-06,1.0,4.596331514277864e-33,1.8291473327960094e-05,1.0,1.0,1.0,1.0,0.022496904249683834,2.463326073597865e-14,1.0,1.9070162532098083e-56,1.0,1.0,1.0,1.0
H3K79me2,2.6258647465543483e-08,1.0,0.0,6.144407550510918e-119,0.0,1.0,1.8361876032167886e-293,1.0,1.264463545464852e-236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.724226831899566e-165,0.0,7.841535297732255e-141,2.3951146911101593e-195,1.2529160818822008e-37,0.0,7.455693266963408e-303,0.0,3.028501891658166e-43,0.0,0.0,0.0,4.781794875461061e-223,0.0,9.110933087700867e-07,2.8895849885788284e-41,0.0,0.0,1.0,0.0,8.502247262291031e-137,0.0,1.1962586952511705e-210,4.6155097545706835e-104,1.7667359605839565e-56,0.0,0.0,0.0,2.0464033473986707e-195,3.7364632435028607e-205,1.702303098835312e-276,0.0,1.0,0.0,1.1238413759519212e-269,0.0,0.0,4.401699627990727e-13,0.0,0.0,1.0,6.060878685153785e-40,0.0,0.0,0.0
WDR5,0.005647281125564501,1.0,1.197773050007845e-123,8.1296478363245e-13,2.0839633670421931e-53,1.0,6.761392351733215e-37,1.0,2.9558171900569438e-33,1.0,4.945280493140891e-118,2.1534217954594613e-153,8.322716042204334e-70,2.663964247237357e-54,2.8159127628764668e-148,1.6280284857814388e-76,4.8884019395739035e-119,1.0,5.1692783265569764e-30,1.3292842047193693e-61,5.779253872978864e-15,7.214026943008313e-21,2.1450261492199616e-11,1.1953611207020907e-55,1.0289562804972569e-36,1.6180649839860208e-87,8.344041205628585e-06,0.0007560822943032103,4.233355893734225e-119,2.964601292369594e-11,7.883429489677427e-13,1.3302994268359772e-77,1.3042042786429725e-06,3.437468445098688e-05,3.6069613910077444e-128,4.961720688152055e-69,1.0,9.089746204825016e-75,0.0,1.7944465833286293e-39,1.0,9.453531695153824e-25,1.5039477933896212e-19,9.145036423494703e-58,1.9389488504128336e-122,6.833257380101572e-49,0.1057709260300021,2.503998051929932e-53,5.0553855979371726e-46,8.098290141325778e-77,2.5948987776886008e-20,7.926039075309958e-62,1.2947590295089959e-31,6.8234937270185145e-15,7.749617844291722e-56,1.0153337980569948e-12,9.56839866113728e-10,1.5181412974220156e-67,1.0852593138264153e-11,1.4588401381368408e-10,1.5287271082951316e-51,9.04737619658139e-81,1.0
H3K27ac,1.0,1.0009203642704615e-50,0.0,0.0,0.0,1.313686907275531e-13,0.0,7.152682080924854e-98,0.0,1.0184610195711432e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5801421177935951,0.0,4.006993863859363e-145,0.0,1.037475477565789e-34,4.41213e-318,1.2926404225745086e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3708534092638414e-28,0.0,0.0,0.0,0.0,6.4145138043764e-53,2.1388363543060434e-72,0.0,0.24843494412173006,0.0,0.0,0.0,0.0
H3K27me3,1.203923940331038e-56,1.0,7.573742035969084e-27,2.8892618935163014e-34,0.00330453967133794,3.347787363185312e-30,1.0,3.833179414928218e-12,0.11838659467641846,0.00265998443955481,1.22277702222488e-78,1.1047622167106823e-44,7.290874030519546e-82,1.0,4.4116303092487794e-26,1.9516603936761312e-07,0.0917965107510662,5.335897988363372e-07,2.808212789358594e-17,1.0,1.0,1.2291005386470487e-12,1.1404097990415387e-39,1.6930564020017395e-11,1.0,1.0,1.3024734262126162e-51,6.497446195323236e-11,1.0,1.0,0.0,1.0,1.4167238134819472e-05,4.778488185151766e-34,1.544372259212149e-06,1.493536104259864e-110,4.087367049236245e-15,5.416137025746225e-178,1.0,1.5544722681648082e-16,0.0,1.313257207468777e-70,1.0,1.0,4.5710889035582395e-297,1.9498945110428505e-43,4.388241384564404e-216,7.556723673408022e-09,1.0,1.0,1.3518918664011226e-24,0.0002238040922291347,0.0049384470488496165,1.2870122826862068e-08,4.6995294892827416e-70,0.1328520469424206,2.040564921967017e-18,1.4462855794361455e-111,2.6172322067627478e-12,1.1679583237998078e-231,4.2000013579820436e-20,0.013688045352754216,1.1021027009314721e-62
FLAG_GFI1,7.030498650506158e-13,1.964305799972993e-45,0.0,1.9093620412464665e-256,0.0,0.0,0.0,1.8635066926459905e-147,0.0,3.8021197395589064e-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.281585440438613e-299,2.90132807424e-313,6.2477707393226e-167,0.0,0.0,0.0,3.6410623570175467e-78,1.3813236600596372e-45,0.0,3.136567018169157e-61,2.4343255241547264e-133,0.0,3.106811863820554e-133,3.472480382948203e-76,0.0,0.0,1.0,7.108043138589493e-100,5.8322052116587905e-39,2.4930847020059318e-174,1.935919860238671e-96,0.0,6.11855314601087e-22,0.0,0.0,0.0,2.6173722818158075e-46,0.0,0.0,0.0,7.840135328943134e-21,0.0,0.0,2.114703333585347e-97,3.6505850134504803e-97,0.0,1.0,1.6097116073e-314,0.009124298600737718,0.2263622380245517,0.0,0.0,2.231455978755205e-59
MYBL2,1.0,7.812747318884894e-51,4.3588686377293606e-54,0.16166305710490533,1.4305294591571383e-24,0.09732363338660235,1.1457352242826224e-09,0.020921412562515177,5.658332574452244e-05,2.395091951020354e-09,8.81839548217902e-43,5.186095076597346e-80,1.2665848339926677e-31,8.382495756276638e-63,1.0331615106846698e-57,1.3764829877128836e-29,1.299230333836712e-41,1.2187415530537787e-11,1.4362174825848573e-08,2.5545859806956804e-29,2.2041439163976725e-06,2.6717101069040556e-05,0.45467665899752924,8.346360249559671e-32,1.4880760252053724e-38,6.292860985830575e-36,1.0,1.0,5.931965722904106e-63,0.035585876905017376,1.0,1.6131304577924912e-28,1.803504838640053e-77,1.0,2.042622614267922e-53,1.5165219437928505e-16,6.109157850866123e-39,2.426602507329774e-31,3.2930617889757984e-19,2.3066836523811947e-13,1.0,1.5210250158102781e-13,0.0,7.81230594886518e-20,1.614504925207356e-44,2.6652157906094173e-30,0.37305537263564115,1.6430743879369524e-48,4.950082501852236e-13,1.034664349282889e-86,0.0036325655294262354,4.184681260004744e-20,3.05453856125745e-07,1.0,2.3852574817173467e-15,7.945183545904469e-15,8.419200337696548e-09,1.3721044626676032e-16,1.0662357929916481e-41,2.0927220844010607e-11,1.9790303714128626e-15,6.552154308867619e-33,1.0
CDK9,1.7995010252439972e-23,1.7535354513743074e-69,0.0,0.0,0.0,0.0,0.0,6.432181161175733e-73,0.0,7.575193365484521e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.408271057898053e-183,0.0,1.0,0.0,6.1096550218829065e-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6927271248372095e-300,0.0,0.0,0.0,0.0,2.962520439840018e-163,1.1191370114662638e-06,0.0,0.0036070832042043705,2.5019859840598316e-160,0.0,0.0,0.0
H3K4me3,4.071416063989531e-207,1.0,0.0,9.665586283496163e-273,0.0,7.901065958038026e-20,0.0,1.0,0.0,8.645764641588369e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647131932999641e-20,0.0,0.0,0.0,0.0,1.0198168058230166e-161,0.0,0.0,0.0,9.347646339143135e-115,0.0,0.0,0.0,0.0,0.0,1.6038080707194874e-45,3.8982011540040694e-134,0.0,0.0,1.0,0.0,1.8030846542070603e-253,0.0,0.0,0.0,1.4995797696205986e-85,0.0,0.0,0.0,4.9509144490738954e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1334689320452795e-131,2.510878935772982e-10,0.0,3.7488977397090915e-07,0.0,0.0,0.0,5.022547656766324e-162
FOXP1,0.0,3.018683874546738e-290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1668146234694542e-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3839645251243147e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7642859758459793e-132,0.0,1.2823966044846214e-70,0.0,8.064794561315729e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4434255323755024e-23,0.0,0.0,1.7575505054042318e-30,7.004141472765063e-284,1.4323092954714968e-17,2.7714130693730433e-09,0.0,0.006899172184371141,0.0,0.0,0.0,1.5286524202326403e-188
MLL_KTM2A,3.811135619593038e-108,4.811410538820716e-74,1.095547485195843e-07,0.0,2.2794889226162399e-97,6.898529566316148e-87,0.0,1.4709307967632813e-113,0.0,1.9091667513630175e-120,4.3078441168448286e-08,5.53901650526824e-19,1.0,1.0,2.332207942136061e-72,0.0,1.1190950146766778e-269,0.0,4.2186701126197864e-131,7.589119500831442e-163,0.0,0.0,6.060633374307121e-259,0.0,8.299401853606745e-68,5.723406703011936e-91,3.501263181182328e-249,0.0,2.068132899179993e-68,0.0,2.74994746155604e-32,6.238534009919288e-172,2.713494740065105e-225,5.442706043618576e-251,4.380095015724118e-191,0.721076583724165,1.0,1.1954658249788269e-228,0.0011768921081078995,0.0,1.5361899948436266e-279,5.229938876910646e-56,0.008643272338357287,0.0,2.2142266417861402e-104,0.0,0.0,9.988110779165778e-66,0.0,3.548497132708952e-11,3.3133403724047733e-305,0.0,2.0843951448400273e-208,1.362916245917305e-88,5.618781614675275e-16,0.07611270673040119,1.0,6.166184195031479e-140,1.0,0.0,7.182331828728874e-112,0.0,0.0
RARA,1.0,2.776480757130832e-23,0.0,1.0878770464231172e-148,0.0,9.670049885285301e-77,9.12675152591929e-290,7.936483631805345e-305,3.313690150327329e-219,4.039863023398879e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54301772658443e-233,0.0,9.343055878483943e-122,1.2920895682481983e-148,2.0530427715272803e-123,0.0,0.0,0.0,5.022787167233477e-54,3.6021818178628126e-05,0.0,1.461057014431263e-70,5.9768074392268625e-61,0.0,6.069654002934929e-227,9.572713107227885e-32,0.0,2.0485936640425074e-301,3.4521959797928315e-07,4.449452044723778e-144,6.356162919216009e-62,7.001781137325028e-256,5.908829975620301e-09,0.0,1.3033916655247045e-58,0.0,0.0,0.0,7.212450253751459e-41,0.0,0.0,0.0,5.031454840304594e-16,0.0,8.340431335347116e-269,1.638181521104375e-78,1.520729059043095e-145,0.0,0.0006469058430855877,2.315241909774813e-283,9.618556678704863e-17,2.3479485968021314e-05,0.0,0.0,5.699569366974355e-104
IKZF1,5.47737017141491e-23,3.985011706410666e-62,0.0,0.0,0.0,1.0877599450889097e-250,0.0,1.5096077823212147e-149,0.0,2.0839744894672097e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.900376290556409e-306,0.0,0.0,0.0,0.0,0.0,0.009673019323559084,9.950879476504177e-301,4.4650687199357016e-88,0.0,1.0,0.0,8.325732935642707e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.211960621806652e-147,0.0,0.0,0.0,0.0,3.090102241884691e-88,1.0,0.0,9.997476744049947e-07,5.86655829803e-313,0.0,0.0,2.76252267e-315
AFF4,1.5844961087792872e-20,5.340704256545189e-09,0.0,1.589277409280501e-66,1.3915531321963476e-276,2.080311029775295e-07,1.8594142368566136e-182,9.371892297844777e-53,7.717235077284792e-143,0.0024147569026648735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0042083303481119e-07,1.6388764729976596e-160,0.0,2.2567998952913477e-70,9.105564196659537e-102,7.363847451503476e-60,0.0,1.7743339624725772e-212,0.0,5.739947833176611e-23,0.6224923062395383,0.0,1.9532539874142558e-63,4.923249082269585e-52,0.0,7.373726484219947e-65,8.462600806750522e-18,0.0,0.0,1.1432128008428348e-40,0.0,9.563619596893055e-86,4.441297619065159e-232,1.0,5.922349420261797e-245,3.4547748841859264e-102,0.0,0.0,1.104421190864123e-257,7.00784691877125e-07,0.0,2.292969352633285e-213,0.0,2.733400140326585e-59,0.0,4.182476948303352e-156,2.2659836567282456e-61,0.0,5.696722143400368e-196,4.8585989465603684e-61,0.0,2.025810333845361e-53,1.0599318751983952e-115,2.3935303679827805e-282,0.0,1.4434917063859002e-143
CTCF,3.801433117276422e-240,1.0,5.469814820858264e-173,2.6538875416914926e-11,3.986123974503114e-37,1.0,9.231635166750766e-73,9.1146133031298e-05,3.1227975062920617e-34,4.593822472463458e-26,0.0,0.0,7.674897837370891e-219,8.523305478297411e-76,8.166418524901411e-147,5.495145087071105e-95,5.44843888511344e-122,1.8024698249221748e-23,7.77873121021367e-310,5.876793538682996e-110,7.66806329101682e-45,0.0,1.0,2.7897428056450194e-36,1.2692636198531578e-109,6.643783683981485e-129,8.712098672601163e-22,2.1486849155173685e-286,8.881570201676017e-255,1.0,5.998353626812476e-07,6.263079782337231e-219,1.0,0.03837631406463776,1.7135736162879406e-141,0.0,6.043588939663584e-09,1.0,6.916293301240248e-29,2.0753333244976285e-14,1.4102716736830041e-30,3.3743134069363613e-19,5.4761365101525835e-05,2.0061384550405325e-178,0.0,7.145847262337734e-15,2.449830765029649e-252,1.6951904532555037e-19,6.763491586269638e-120,3.076137595675643e-76,0.0,3.6494215458235935e-176,3.367217209261765e-59,1.0,3.4065475152850014e-131,2.456707740415985e-07,1.0,0.0,3.0927990379990798e-24,0.0,3.956217303870372e-114,9.830727803295561e-147,1.0
BRD4,1.0,6.606803574845094e-121,0.0,0.0,0.0,0.0,0.0,9.414976974164786e-305,0.0,6.711954288407652e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025885910582359737,0.0,6.241896917321725e-190,0.0,3.5744094664492062e-09,0.0,3.339793106827111e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4383119167492865e-287,0.0,0.0,0.0,0.0,8.631425245226155e-76,1.613625678118526e-10,0.0,4.004335592277317e-21,1.0742634740931115e-276,0.0,0.0,0.0
CEBPB,0.0,4.2681045658113885e-17,0.0,0.0,0.0,1.883257778704592e-281,0.0,7.435767237993602e-193,0.0,1.3909254210782497e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1181726093301303e-138,0.0,0.0,0.0,6.668165197299598e-117,0.0,0.0,0.0,0.0,0.0,5.7494953e-317,6.228035313306321e-115,0.0,0.0,0.8633093746911737,0.0,5.548975558968445e-106,0.0,2.023335265642582e-08,0.0,3.404843684032576e-24,0.0,0.0,0.0,6.433537521609e-305,0.0,0.0,0.0,2.649378634438069e-112,0.0,0.0,0.0,0.0,5.713736456708295e-32,1.6007740102357457e-11,0.0,1.0,1.7851268637273881e-159,0.0,0.0,0.0
H3K36me2,2.6177767342791453e-106,5.733542135356911e-09,0.0,1.0033391239387518e-09,1.122379988916003e-95,0.02965622736699543,0.0,0.0058663378948285065,8.98374136445735e-229,2.7857092339457306e-22,0.0,0.0,0.0,3.4561195623502704e-102,0.0,0.0,0.0,7.408805507095633e-129,0.0,0.0,4.760320419981059e-58,0.0,0.21235625190569515,1.3175710989847148e-175,0.0,0.0,3.697657139628647e-14,0.0,4.712813018834513e-301,0.0,0.0,0.0,1.0,0.5696681482145424,1.2735537353271242e-236,0.0,1.0,0.0,8.605389764215504e-30,0.0,6.641953439063744e-14,5.251508130278238e-122,0.9094043101936897,0.0,0.0,1.1791678429117013e-26,1.6433061929256122e-91,9.565022544099071e-133,0.0,2.97347989545256e-109,0.12967316819297592,0.0,0.0,0.0,0.0,3.815271033890585e-40,2.841960486751115e-126,0.0,1.0,2.0619856241786213e-93,0.0,0.0,0.0
PSER2,2.4947183029616662e-36,1.0,0.0,1.5726103471449248e-47,2.5962380459030052e-251,1.0,2.8832695487472576e-295,1.0,5.584065152861574e-164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018469773312312573,1.3313843388116602e-236,0.0,8.642637138470135e-83,9.65440911700855e-224,5.257691118661709e-16,0.0,8.678482072249334e-266,0.0,1.2799795889571856e-22,6.17698e-318,0.0,0.0,7.521047791327777e-245,0.0,2.7913449427263993e-07,2.149583575058278e-11,0.0,0.0,1.0,0.0,7.632264409418925e-98,0.0,2.3565859236812036e-86,4.694795564364068e-101,2.3611018995466246e-26,0.0,0.0,6.04431840604384e-204,1.3855973427126006e-13,6.507168823507817e-207,2.1555427928383718e-297,0.0,3.7153606924776806e-148,0.0,3.504520063457824e-303,0.0,0.0,3.0142583443698936e-49,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FLAG_MEF2C,3.385359980898156e-30,0.2019466407853086,0.0,1.0,6.597569261291848e-47,1.0,2.6774964182307984e-12,6.867417550760091e-151,4.290753724833306e-08,1.0,7.664274237567921e-102,1.6884854857824745e-296,5.0452929459194996e-287,0.0,1.6509322134978963e-72,3.3907196155562213e-280,7.358862989429754e-63,7.896501682512111e-14,2.4734456806773655e-69,1.8401283823355194e-212,1.0,0.0009462713243183743,3.556720874849474e-18,1.1292386117415546e-19,3.215007810795747e-50,9.541301284979824e-305,1.0,1.351126671642282e-130,5.986268768512572e-281,1.0,6.029504204186496e-21,1.3358542475548813e-37,7.849188812999022e-07,1.0,4.651922392384138e-77,1.3996793233491636e-43,0.011865456529820429,1.4029495586310351e-08,2.965885013550872e-13,1.0381003386897707e-19,0.19486310211216004,8.07433468e-315,9.178905568689563e-16,2.252198275228796e-67,5.890060675519232e-83,4.490830425680091e-08,1.0,6.8633e-319,8.817058516576408e-53,2.206543493661362e-186,2.3366052363212524e-05,2.3960213468500186e-34,4.925585176528053e-12,5.471010444271643e-22,8.173652585332658e-33,0.0,1.717672434122097e-07,6.444640507294772e-49,6.673818352713638e-12,6.370492817179708e-09,6.938771751408138e-164,3.3922962836952495e-211,5.954420816502361e-20
H3K36me3,0.10790596814292294,1.0,2.500638020618777e-13,0.0052232883872315,6.302710056478564e-05,1.0,1.0,1.0,0.25524004139570194,1.0,0.0017980604025662331,1.0,1.748866559117818e-39,0.08323759554108388,7.428115754587466e-29,0.2921370340950512,1.0,1.0,1.0,7.134658642812783e-07,1.0,1.0,1.0335892492543898e-07,1.0,2.3825851583879916e-17,3.4312527139685994e-13,0.000310694723437481,4.70879573801216e-82,0.05161097656526325,1.9909990568593873e-220,8.360658490380643e-56,1.0,1.0,8.027794231880802e-15,1.0,3.0859035671129263e-06,5.23455562309213e-20,0.0,5.905317333750278e-12,4.219606422317038e-33,1.5373309928784359e-19,1.0,4.361210172257457e-11,0.0073848789336154585,8.065448761763712e-08,5.2104078981389504e-05,1.0,0.00025086358768382444,1.0,7.608935664126578e-69,1.0,2.937403929690879e-05,0.0001184314190579484,1.0432329916192184e-81,0.0,9.381838307352809e-09,0.0,7.531834090792132e-88,3.834256535083773e-06,1.0,0.0,5.127782481903232e-10,4.722121759753031e-195
H3K9ac,3.5516072446237764e-162,1.0,0.0,8.708202077883799e-308,0.0,3.0026964089077476e-14,0.0,2.3109889435660276e-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.988472262775312e-248,0.0,0.0,0.0,0.0,1.574744716072182e-127,0.0,0.0,0.0,4.9757022976487176e-142,0.0,0.0,0.0,0.0,0.0,4.0267930174204044e-66,4.052570624559432e-139,0.0,0.0,1.0,0.0,1.9895292680778195e-191,0.0,5.812687841180086e-223,0.0,1.7823463636829128e-41,0.0,0.0,0.0,1.8837665778345443e-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.496235720491424e-103,1.8839828231339092e-151,0.0,1.0,2.3181255070421023e-27,0.0,0.0,0.0
CDK13,1.0,5.051151938017025e-17,4.5784362343163895e-08,1.0,5.352827664630919e-28,0.0003320200615658223,0.03274558513828496,1.0,1.0,2.703047019321007e-07,0.012310970457006508,8.386520509229621e-07,0.058858303745881184,5.304089372001503e-12,0.0028774702795794638,0.5138035798023485,1.0,0.043668573296878815,1.0,0.047762259779958335,1.0,1.0,1.0,1.0,5.873099819038448e-08,0.0019599165965877466,1.0,1.0,3.4347052134327606e-07,1.0,1.0,1.8164970477282712e-08,1.5251666007566769e-33,1.0,0.00041976297029065404,1.0,2.6881707834556653e-56,1.0,3.992059085228144e-11,1.0,2.9086897628288044e-10,0.362882865533459,1.6523159807806113e-39,1.0,0.0019488563709014195,1.0,1.0,1.9565260723361632e-13,0.011076028187358426,3.733794709998758e-42,2.957641603649953e-14,5.0149581746319784e-06,1.0,1.0,1.0,1.0338799541242037e-10,0.0001887207627773867,1.0,0.0,1.0,1.0,0.0007664994777976555,1.0
