,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,GFI1,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,activation,repression,ELF2,JUND,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,FLAG_GFI1,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,FLAG_MEF2C,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,super_enhancer
SP1,2.1902147772791625e-09,1.3703898598882639e-37,0.0,0.0,0.0,7.794790200957899e-245,0.0,1.731981355543506e-114,0.0,9.152973706079687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18885203623235e-241,6.499278750769228e-282,0.0,0.0,0.0,0.0,0.0,2.2630365239335407e-186,0.0,0.0,1.0,0.0,7.6173597925541e-243,0.0,7.978920494777427e-114,0.0,5.787205730915919e-82,0.0,0.0,0.0,7.349908385611756e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1478268776768918e-164,6.720429091051783e-05,0.0,7.903190162623883e-06,1.6279412231030846e-19,0.0,0.0,3.260944408791449e-164
E2F3,7.356943982889435e-65,4.948149926614807e-13,0.0,0.0,0.0,1.7987946379888944e-119,0.0,2.620275957736094e-198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.895654301523894e-226,0.0,0.0,0.0,0.0,4.450268889199016e-303,0.0,0.0,0.0,9.719192619044128e-183,4.341238670141456e-52,0.0,0.0,0.0,0.0,2.3603810422431736e-236,2.0351818164022377e-146,0.0,0.0,1.0,0.0,6.529163473666092e-256,0.0,2.0532960485294066e-54,0.0,1.5006296370780226e-134,0.0,0.0,0.0,1.7288405194841163e-14,0.0,0.0,0.0,1.655882094e-315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.541412990406643e-11,4.428154516169955e-140,0.0,0.0,1.9994330448872337e-62
ZNF281,2.7176072239941925e-120,1.0,0.0,1.9126060237527026e-131,0.0,2.267103607968652e-18,0.0,1.4109464952400163e-126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4435931081694016e-160,0.0,0.0,8.991875952627291e-168,0.0,7.830217479955761e-100,0.0,0.0,0.0,2.435457997099386e-56,5.704013233379391e-66,0.0,7.746698620659969e-221,0.0,0.0,5.945834861151057e-87,1.1037684838166334e-40,0.0,0.0,1.0,0.0,4.0249491733587926e-109,0.0,6.09788526084446e-105,0.0,1.909659181667561e-49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4772827145609917e-222,0.0,0.0,0.0,0.0,0.0,2.828142592552259e-45,0.0,0.0009103359892176391,8.54121187391225e-33,0.0,0.0,8.500444134871098e-124
SREBF1,1.0,3.748060569942685e-27,0.0,2.0708239625847705e-165,0.0,2.1999303376672404e-52,4.445807376246418e-278,1.2243335243615866e-252,7.62788453867773e-254,3.081728632158984e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0218451859368704e-116,4.708071153551073e-258,0.0,1.5289862074328735e-112,1.8924387009955587e-145,7.36933512974446e-158,0.0,0.0,0.0,1.706931024424015e-57,0.078986913819317,0.0,5.327600129972878e-68,1.7729088243886726e-50,0.0,2.1984708724610306e-207,1.0295937003654429e-34,0.0,0.0,8.342566463575189e-08,0.0,1.3722616599347135e-61,7.687419962865202e-267,1.0,0.0,5.527205746382896e-75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3822661702325693e-60,0.0,1.009010779678669e-243,2.385385167749747e-59,3.356800976707733e-253,0.0,0.18522523709484215,0.0,1.8079172698381533e-14,1.4846741041899155e-27,0.0,0.0,1.5662986923067124e-30
LMO2,1.0,3.046911601427505e-42,0.0,0.0,0.0,1.0264712625436146e-102,0.0,1.2333897209842077e-75,0.0,5.633809962967005e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.628119207206236e-294,4.9230977270559604e-107,0.0,0.0,0.0,0.0,0.0,2.25935191284999e-253,0.0,0.0,1.0,0.0,1.0657129487080479e-248,0.0,5.3415097941723316e-30,0.0,9.643875652202459e-93,0.0,0.0,0.0,1.8444727767169757e-54,0.0,0.0,0.0,1.919282438386013e-144,0.0,0.0,0.0,0.0,7.455694978817743e-97,4.537521882155578e-32,0.0,1.965110352164613e-05,1.0,0.0,0.0,0.0
STAT5B,1.0,3.2082070932715676e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7380328953396428e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.469736944831928e-95,0.0,0.0,0.0,0.0,0.0,1.4218962568871504e-281,0.0,0.0,1.0,0.0,3.317566726031501e-162,0.0,6.332666070323908e-12,0.0,9.369318158915512e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.478498059208175e-118,0.0,0.0,0.0,0.0,0.0,0.01592960334532438,0.0,0.0017558164160464986,1.1308409956947773e-67,0.0,0.0,1.794836911363353e-254
ZMYND8,3.759997052884993e-24,5.007889223091605e-126,0.0,0.0,0.0,0.0,0.0,2.1361265634662956e-230,0.0,2.081982091099555e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3155022619826443e-145,0.0,0.0,1.0747783507769878e-275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0166300333692005e-228,0.0,0.007351264877383224,0.0,1.2320739476682197e-74,0.0,0.0,0.0,5.4698453018693554e-223,0.0,0.0,0.0,8.610284066859348e-134,0.0,0.0,0.0,0.0,4.763026740509099e-94,1.0,0.0,0.13702142006072263,3.633043593615482e-64,0.0,0.0,2.6050613631927464e-252
LYL1,1.1875075596691522e-105,1.0743081986242081e-203,0.0,0.0,0.0,1.17657e-319,0.0,2.2670071294654673e-215,0.0,0.0,0.0,1.519348113347036e-213,5.290380047548156e-146,7.431542787292307e-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899937637151863e-289,0.0,0.0,0.0,3.686207993555559e-197,5.251593391605566e-39,0.0,7.236961690105961e-181,1.2443221867793223e-70,0.0,0.0,2.05454036719233e-154,0.0,0.0,7.759427505593142e-17,1.0,1.0,0.0,6.529355829733755e-08,0.0,1.4759958207114694e-15,0.0,1.0466236625902601e-16,0.0,0.0,0.0,0.0,3.0127284539279963e-09,4.388543121209227e-22,0.0,0.0,8.271545954029489e-88,0.0020413582505506584,7.056469139686851e-17,1.0,2.0056565297856675e-149,0.0024662328784157946,0.0,1.7108727716346367e-219,0.0,6.211748707678469e-219
MYC,2.5726271732095755e-15,9.094218838998827e-76,0.0,0.0,0.0,2.292824566744579e-199,0.0,1.890674977771442e-143,0.0,4.3390743017464845e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9098570519091016e-252,0.0,0.0,0.0,0.0,0.0,0.0,2.2501907280782132e-290,0.0,0.0,1.0,1.353053e-318,1.4939719914060055e-119,0.0,3.4134552939883685e-47,0.0,2.352449437348834e-33,0.0,0.0,0.0,9.477019380878622e-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9295936659482709e-236,1.0,0.0,0.0015902567478551725,1.9658023972196994e-57,0.0,0.0,1.3488277708653643e-249
TFAP4,3.910656843853194e-05,2.079278297845061e-39,0.0,0.0,0.0,4.406670729797233e-161,0.0,0.0,0.0,2.917744066960101e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6194828225843826e-197,3.237387864397534e-130,0.0,0.0,0.0,0.0,0.0,2.4781348058140702e-141,0.0,0.0,1.0,0.0,3.6935546268813098e-121,0.0,1.0,0.0,8.347594343655004e-58,0.0,0.0,0.0,8.600622116457562e-150,0.0,0.0,0.0,3.260013535695502e-133,0.0,0.0,0.0,0.0,0.0,8.949476016263655e-10,0.0,5.197098852442934e-05,1.6308178955077847e-14,0.0,0.0,8.60562029978766e-199
RUNX2,7.332359942287328e-69,5.74105152392804e-156,0.0,0.0,0.0,0.0,0.0,7.21555657777617e-160,0.0,1.1672909045194922e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37291e-318,0.0,0.0,0.0,1.3346062736833086e-89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.31322888741947e-78,0.0,7.597174269602748e-06,0.0,1.3030295092010719e-36,0.0,0.0,0.0,0.0,0.0,0.0,1.320452981974092e-299,3.567205130678377e-125,0.0,0.0,1.1995036866000323e-118,1.6013749845533466e-206,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.5898286332207485e-105
MAX,1.0118766346507181e-11,7.626864347260472e-100,0.0,0.0,0.0,2.1293307545946095e-266,0.0,5.026050499664564e-300,0.0,1.1598584244523746e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.154080133436698e-100,0.0,6.329135538201938e-42,0.0,1.43176822061118e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593968297932037e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0
IRF8,8.166936685857851e-07,2.712397873490814e-78,0.0,0.0,0.0,8.518558143505078e-217,0.0,6.786663448172893e-106,0.0,1.946996844362511e-33,0.0,0.0,2.531396445021264e-212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2848667659159532e-207,1.4811124756251678e-16,0.0,0.0,0.0,0.0,4.7962603552433824e-278,1.0,1.0447078251849134e-70,1.0244420502402728e-39,0.0,4.468401427277404e-84,0.0,2.1485603069770287e-07,0.0,1.6066495794718245e-308,0.0,0.0,0.0,0.0,2.2643926338991992e-177,1.0,0.0,3.5310926621120206e-155,0.0031126676515663104,1.0234626625586061e-30,2.0489682451907304e-54,2.032288486668185e-18,8.875348398150626e-181,1.0,0.0,3.2547977838562464e-296,0.0,1.3537420517033226e-21
MYB,3.1073728486207844e-123,3.3057637e-316,0.0,0.0,0.0,0.0,0.0,2.739077396330581e-209,0.0,3.088223969648903e-162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7983279776865024e-180,0.0,0.0,3.491844290989108e-112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3317152747555186e-100,0.0,1.3725388525889372e-15,0.0,4.90942568268286e-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1487079393918253e-41,0.0,0.0,1.2829055961272715e-148,0.0,4.821417915415731e-30,1.0,0.0,1.0,2.1651143710411274e-272,0.0,0.0,4.8822595856804246e-262
ZEB2,7.72533105872614e-22,8.743016067000373e-49,0.0,1.0691028189951188e-241,0.0,2.2400049326669287e-181,0.0,3.0086051506210642e-64,0.0,3.82348770995623e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.863796117497358e-195,7.709406887798368e-287,2.5182608360730308e-171,0.0,0.0,0.0,1.9101853625226807e-93,1.6482055469584232e-57,0.0,6.366906379670727e-137,4.687541015670732e-177,0.0,2.184196078098253e-252,4.2367896522346227e-60,0.0,0.0,8.929888928465015e-20,1.4815192704046485e-225,5.633997093956909e-45,0.0,1.0,5.883e-320,1.303981548050028e-49,0.0,0.0,0.0,6.31543982072061e-45,0.0,0.0,1.1308137362285469e-241,1.1645753655909765e-94,0.0,0.0,4.543821597147211e-198,3.574063020588183e-199,1.030850633292111e-57,5.3942186337468036e-17,0.0,1.3093654846466472e-10,2.4895480748021623e-20,0.0,0.0,1.1967207947982146e-106
RXRA,1.0,1.0958134040989789e-30,0.0,0.0,0.0,1.2935000448029953e-142,0.0,0.0,0.0,1.1658263566565553e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530636786154381e-308,0.0,0.0,0.0,9.653275826337596e-169,1.836641602467709e-22,0.0,2.712966871779355e-258,1.0664309102496749e-270,0.0,0.0,1.474503002737848e-116,0.0,0.0,0.3515712107687185,0.0,3.163268757637492e-131,0.0,0.6064787797145909,0.0,3.178958531372819e-53,0.0,0.0,0.0,4.0232804885110456e-67,0.0,0.0,0.0,1.6629411051421224e-124,0.0,0.0,0.0,0.0,0.0,1.7149875224478873e-14,0.0,1.599307207775073e-05,0.00011749634045722898,0.0,0.0,4.536588485093724e-207
SPI1,3.818855601652688e-72,1.421805244795295e-24,0.0,0.0,0.0,1.8009702218705576e-156,0.0,0.041219005106853286,0.0,1.3808762502202055e-23,0.0,0.0,2.7970414007494346e-174,1.875658017337735e-253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3820898021125e-05,0.0,3.949831447725853e-183,0.0,0.0,7.786488929632921e-230,4.758715391351923e-08,8.828290731859634e-119,7.407650100957853e-34,0.0,6.960931039778418e-144,1.0657278511654836e-227,1.0,0.0,0.0,0.0,0.0,3.376565937815492e-225,0.0,6.005781305253556e-98,5.388760049722898e-60,0.0,1.84669090278271e-191,2.9124320120230322e-33,1.1101223202148002e-62,1.0,1.3662734643207035e-16,2.8426546456036493e-297,1.0,0.0,1.265802050073481e-299,0.0,7.13692109100481e-62
MEF2C,3.272709635357566e-159,1.0,1.78031803676998e-22,0.0,3.949522739871237e-23,9.51081795475818e-30,0.0,1.0,0.0,7.680200275196841e-53,9.470647484181434e-247,6.907326444719608e-50,1.4972459738687891e-61,0.02634822767954876,2.595097337614878e-102,3.252911131757505e-76,2.787158459545999e-129,8.202893359707042e-39,2.4888136398535536e-267,4.922014864735647e-107,0.0,0.0,6.910420942529031e-222,5.018828390482594e-155,8.628761756344697e-60,1.3562733443194333e-21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8642523550903273e-43,0.0,1.0,2.0092186690716068e-294,0.00015248262231578217,0.0,1.6926541675709732e-12,3.073864723463544e-40,1.0,0.0,0.0,2.378460181949589e-283,1.6046229013444895e-262,5.510494851857838e-06,1.018534448184829e-282,0.28643372133241646,1.3928692202688303e-273,0.0,0.0,0.0,1.441444840824596e-281,7.386987681552871e-166,5.490406653509554e-84,0.0,1.0,0.0,7.929486953252428e-130,3.72868335413304e-122,6.697707408177377e-91
FLAG_MEF2D,0.0010533732027243267,2.9213142497684154e-136,0.0,0.0,0.0,9.672190117775772e-234,0.0,6.309460572260787e-125,0.0,8.748096000326966e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788256802983713e-249,0.36138024938256985,0.0,0.0,3.063097708709361e-218,0.0,0.0,2.2797900595945432e-262,0.0,0.0,1.9576170453540765e-08,0.0,1.0873593384424145e-235,0.0,1.0,0.0,4.788258048383904e-126,0.0,0.0,0.0,3.109054462455055e-58,0.0,0.0,0.0,1.833870386430834e-286,0.0,0.0,4.623777563166852e-245,0.0,0.0,0.0055542182119147285,0.0,7.711128898942947e-14,1.0,0.0,0.0,9.489894836490622e-187
activation,1.0,1.2944660858670732e-49,0.0,0.0,0.0,2.8019491054556735e-32,0.0,6.764318308278663e-30,0.0,1.2559179692349567e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7441624893571546e-233,0.0,0.0,0.0,1.0,0.0,2.0870975392719803e-80,0.0,1.0,4.961185074640091e-200,8.094290922296745e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2610677295345633e-06,0.0,0.0,0.0,0.0,0.025088477086104864,0.0,0.0,1.0,0.0,0.0,0.0,0.0
