,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,FLAG_GFI1,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,activation,repression,ELF2,JUND,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,super_enhancer,promoters
CEBPA,1.0,0.7389240506329114,0.40384890542280727,0.5640851887705711,0.6036576225453455,0.5194746784204372,0.49850861156547677,0.5023119980530543,0.5170259352938956,0.6296897374701671,0.44648926469369143,0.37456422633413783,0.34677129507607524,0.44088610642908743,0.4868857793686951,0.48607944732297065,0.5406190893573835,0.6600338696020321,0.4621304791029562,0.4593869450161717,0.5217092144802988,0.46423104398408,0.49063366835981126,0.60301241603908,0.5804447757485401,0.4907426962337205,0.4624364166973503,0.6209756348838408,0.5123801916932907,0.47466503834004625,0.38532086588958625,0.4494343207530875,0.793168880455408,0.46115154239615097,0.5564142194744977,0.3731280581228686,0.625,0.44576635868877357,0.32451499118165783,0.4732138040174798,0.23760121457489877,0.4592833876221498,0.4467565859717168,0.3370036703370037,0.6199995274213748,0.5730554882481221,0.5190839694656488,0.5297301121290369,0.34344079157357166,0.2899144254278729,0.48355225972734056,0.6152973766895347,0.3956285063600511,0.41233889710543,0.43686440677966104,0.3865930484275047,0.48863636363636365,0.5674770025398587,0.43360989403685407,0.522118938290962,0.4889771183784349,0.28262372814383085
HOXA9,0.016523954426438326,1.0,0.014594362569752469,0.02222652468538238,0.03672612801678909,0.018125393541423045,0.01753103050129895,0.03772207349720127,0.015931141228434444,0.0318854415274463,0.01736715576556412,0.015821936175918476,0.01066251347789625,0.030580303395136045,0.020956719817767654,0.016753022452504318,0.026018360474235364,0.04360711261642676,0.015035677879714576,0.017127315495442517,0.01569916027747353,0.014651640837986384,0.016012824669476566,0.03443924282515774,0.0286992172940738,0.019711369236184443,0.012382549877947333,0.027198269201050843,0.026446574369897054,0.012001080332084689,0.006430126809273728,0.014019633244091315,0.1110056925996205,0.012003839284629498,0.03480680061823802,0.011985370434438787,0.4772727272727273,0.007847107961017593,0.012345679012345678,0.013973060945564407,0.008856275303643725,0.19543973941368079,0.015993724533153203,0.009175842509175842,0.024101509888707733,0.0185667555124788,0.026423957721667644,0.01857026635067737,0.023619533992977976,0.007640586797066014,0.01847120797630621,0.012270623012995705,0.006082319613397767,0.007141347982252271,0.008792372881355932,0.00858609199036801,0.23863636363636365,0.015025718737327385,0.012087877940399614,0.01867510359502744,0.013269250861978894,0.005334387039415193
PLAGL2,0.09986908215979053,0.16139240506329114,1.0,0.17686350435624396,0.5538899715185129,0.24476027705316183,0.22417011450014432,0.292771963981504,0.2235833742308128,0.12821002386634844,0.4163143496642626,0.575422365245374,0.4232658440158141,0.7372983385504455,0.5160429547673283,0.3726079447322971,0.4383909212529409,0.26790855207451314,0.20995582738702004,0.3454498676859747,0.17023338107675456,0.1843045208694765,0.17995965272524225,0.31703643395074294,0.40452230090694496,0.4910242872228089,0.15530008591416766,0.27692783186524494,0.4213258785942492,0.15131694829671555,0.17771230946586397,0.31611826006851484,0.30392156862745096,0.14522458600119068,0.45421947449768163,0.2718331438738694,0.23863636363636365,0.2529215711091423,0.6155202821869489,0.2186235545884511,0.17383603238866396,0.5472312703583062,0.26315560107205893,0.3860944277610944,0.24092058316202358,0.10985582747758663,0.5748678802113917,0.2732128329383467,0.6466645387807214,0.17512224938875307,0.27091858651172257,0.20700169185862755,0.18105315780703216,0.23549545742657935,0.12584745762711863,0.27156860360469925,0.4431818181818182,0.08509593836040381,0.286100494080358,0.3258763579348191,0.18294849023090587,0.5752247357502717
MEIS1,0.5154447668247116,0.9082278481012658,0.6535269709543569,1.0,0.8172687752960576,0.5256364127012684,0.5859520831328779,0.6690192260890727,0.5814300275586093,0.5381384248210024,0.6496311033739534,0.6528559935639582,0.5328860668503654,0.7428365037322417,0.737260006508298,0.6127806563039724,0.7905614245513678,0.7914479254868755,0.5299864084267754,0.6154439870626286,0.5499340017412306,0.5450993541615033,0.5357541698187975,0.7888459189904335,0.6843086097651883,0.6568813797958465,0.48721515362271406,0.6222119198475249,0.6896521121760738,0.4677603071900797,0.3898552581017036,0.6116820681118116,0.8747628083491461,0.48141713341514086,0.8156414219474498,0.5502397074086888,0.26136363636363635,0.4847909547314686,0.671957671957672,0.5299692484759113,0.2682186234817814,0.5635179153094463,0.5685398644673479,0.5434184184184184,0.7101202712601309,0.5366488975042404,0.6813466431787042,0.6354214566163207,0.6377274178104053,0.4237163814180929,0.6119011552983202,0.5304441593693644,0.3993778814642004,0.44297485738432285,0.34078389830508476,0.49706905358402453,0.36363636363636365,0.4980043967301987,0.5157080264752494,0.625769963041774,0.4845888621878592,0.6089104020547269
ETV6,0.07124407331399052,0.19382911392405064,0.26434396909429103,0.10555663117134559,1.0,0.11154088333183412,0.11419224478014048,0.13993672426381115,0.12108799879195138,0.09813842482100239,0.1945618834452458,0.23672566371681417,0.16053671977956152,0.3498675656152179,0.2450374227139603,0.16442141623488774,0.2552936291922314,0.21397121083827264,0.09777437988447163,0.14804469273743018,0.08730024995085237,0.08949892846208797,0.10106632083288303,0.18485650315489519,0.2367996024350851,0.21450193593804998,0.08478228258942574,0.15757482099623962,0.20265353212637557,0.07131366032950129,0.06727296016395543,0.15836140138756946,0.290955091714105,0.0769436378436828,0.2663369397217929,0.1208916127119063,0.3977272727272727,0.1066953550183521,0.2698412698412698,0.10038304530005215,0.034159919028340084,0.254071661237785,0.13291787418560566,0.14702202202202203,0.13700054346541907,0.07263145141749455,0.27696222352710903,0.16585900746347848,0.25119693584423874,0.07188264058679707,0.1325314824444394,0.10223659992191422,0.06984946953285563,0.09740122543841116,0.06027542372881356,0.10575730304283316,0.5681818181818182,0.05982541139308049,0.11544078804263386,0.14828088251763916,0.0944519903876293,0.2036945569495209
FLAG_GFI1,0.20433798032694078,0.3188291139240506,0.3893260838460438,0.2262729912875121,0.3717583570679059,1.0,0.26254209564129705,0.3214894134825992,0.2398165276152365,0.23026252983293555,0.32438033656635995,0.3901850362027353,0.3342518270037139,0.507344088610643,0.3357630979498861,0.3509844559585492,0.34871061493749134,0.3302286198137172,0.24831804281345565,0.308585710085269,0.2214030948970708,0.21882699400813493,0.21738895493353508,0.30291064522694894,0.3607901602683563,0.3837381203801478,0.19565247037324932,0.29887188997063824,0.36301916932907347,0.18262309327258422,0.23143332906366082,0.25929124564585315,0.32669196710942444,0.1928390051878941,0.36933539412673877,0.25117382493945534,0.25,0.2142766738387546,0.37742504409171074,0.2075278292301329,0.340334008097166,0.3713355048859935,0.2695835966269366,0.2814064064064064,0.2586895394721297,0.18678822389144656,0.449598747308671,0.2724700222843196,0.4580274497286945,0.18801955990220048,0.26056385792769776,0.25907747225165934,0.22215741820807644,0.2202831185294739,0.17245762711864407,0.23425680441709434,0.3181818181818182,0.1611209527671654,0.25878624032814396,0.2975417179975361,0.21972625639954027,0.3402153511804801
RUNX1,0.45830089873328145,0.7207278481012658,0.8333810273286594,0.5895256534365925,0.8895218108229651,0.6136097868129892,1.0,0.6354344122657581,0.6247687719430707,0.5235322195704057,0.7770455110668988,0.8336015017430947,0.6948604288966096,0.8483024319768842,0.8806378132118451,0.742348877374784,0.895280712275684,0.8602878916172735,0.6098369011213048,0.7250073507791825,0.6183475159378774,0.5942443106439432,0.5265859721171512,0.7951557093425605,0.7755000621195179,0.8040830693417811,0.49257456122407234,0.6398289805800237,0.8018281860134895,0.494381098885614,0.48623030613551943,0.6754757175346172,0.8172043010752689,0.4928256405895003,0.9000309119010819,0.6340137399298176,0.5340909090909091,0.5350799476859469,0.8659611992945326,0.5985397521894725,0.3813259109311741,0.7166123778501629,0.7071666702983026,0.6890640640640641,0.6918314784622291,0.5804761327841047,0.7993736543354863,0.7059530968129886,0.8097669964889882,0.47292176039119804,0.7277022902489204,0.6231059549705319,0.49516747208798534,0.532009296429326,0.3847457627118644,0.6249361515822246,0.7727272727272727,0.46673638827823194,0.6137472421615239,0.7160096315376862,0.5616967923936893,0.8149757976884323
FOSL2,0.03651546245842474,0.12262658227848101,0.08606381456574617,0.053223620522749274,0.08619397391695398,0.059413510839255196,0.05024535745213124,1.0,0.045603835554381064,0.0481145584725537,0.055873331675370966,0.07823813354786806,0.06589193722295436,0.1603660004815796,0.05798893589326391,0.07198618307426598,0.07067398625271025,0.08950042337002541,0.04493713897383622,0.09548662158188768,0.04305333220995872,0.04732261309463065,0.04537267192622212,0.0653775697130063,0.06870418685551,0.09890883491728265,0.03403837499488606,0.07963735641065266,0.05875044373446929,0.0340304606676922,0.03166389137953119,0.04436191956703227,0.3668564199873498,0.03186849235180483,0.09081916537867078,0.04203528888449563,0.14772727272727273,0.026536725309032613,0.03880070546737213,0.04213498300573669,0.011892712550607287,0.08143322475570032,0.04268624844747565,0.03182349015682349,0.06155336594125848,0.05043009449963654,0.15776081424936386,0.05659509744968342,0.0909671241621449,0.022921760391198046,0.056973615789830664,0.04798557272203321,0.03330000555462979,0.031227551236002536,0.027648305084745764,0.0370442439131175,0.10227272727272728,0.03656115937079803,0.044591529163170815,0.06476089147720909,0.042210845261728136,0.02617801047120419
FLI1,0.484590616375345,0.6677215189873418,0.8474030619544999,0.596379477250726,0.9616249437865387,0.5714221462624809,0.6369479457327047,0.5879776101241178,1.0,0.5127446300715991,0.7944126668324629,0.8258916599624564,0.6599377021684437,0.8413195280520106,0.882004555808656,0.7192055267702936,0.8941274161553721,0.817696867061812,0.5832313965341488,0.6705013231402529,0.565422529277951,0.5840829239135189,0.5562880507222883,0.7688174231630368,0.8059386259162629,0.7644491376275959,0.5527690272607018,0.6390047906042343,0.7751597444089456,0.505313589873061,0.47429230178045345,0.8316492500791663,0.7991777356103732,0.5330409321199898,0.8631221020092735,0.6150101319626353,0.2159090909090909,0.530650128675695,0.855379188712522,0.6044922401855881,0.3618421052631579,0.6351791530944625,0.6847013705793912,0.7025358692025359,0.6933201011318258,0.5322570874727405,0.7523977294969662,0.7423508188603162,0.7721034152569423,0.4534229828850856,0.6922294318464426,0.5844720843326454,0.48494695328556353,0.5011620536657511,0.3463983050847458,0.6033614671758325,0.3522727272727273,0.49426931039634603,0.6081538796184084,0.7264811289058125,0.5186500888099467,0.8265336362738319
GATA2,0.11669379378671008,0.26424050632911394,0.09607955358420375,0.10913843175217812,0.15409983510718034,0.10848250427273545,0.10553256999903782,0.12265758091993186,0.10138170561365095,1.0,0.09388211887590152,0.09084204880665057,0.07919012818976878,0.11774620756079943,0.12118451025056948,0.10981001727115716,0.12446371730405499,0.22480948348856902,0.0920319401970778,0.10213907674213467,0.09903951470216531,0.0903736532882364,0.10146258870996794,0.1343781803378791,0.12051186482792893,0.11481872580077437,0.09521471723329106,0.13480657291505693,0.1219826056088037,0.09117063375568055,0.06724734212885872,0.09666925756398077,0.21189120809614168,0.09465780553294373,0.1375579598145286,0.0760144318687293,0.75,0.08395561743239252,0.06878306878306878,0.0956534249285162,0.06325910931174089,0.23778501628664495,0.09565728978275553,0.07336503169836503,0.1247134992084308,0.11824569905500364,0.13505578391074574,0.11124473842453397,0.11107564634535588,0.058985330073349634,0.10587596934276865,0.09139754959376802,0.06723879353441094,0.07618846397633636,0.08252118644067796,0.07824775618417532,0.375,0.10703690265297847,0.08989776576240639,0.11367454362190615,0.10855709957162261,0.05956732194013632
