,mr343-MV411-DMSO-r1_tcount,mr344-MV411-DMSO-r2_tcount,mr345-MV411-DMSO-r3_tcount,mr346-MV411-DMSO-r4_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr349-MV411-YLK-r3_tcount,mr350-MV411-YLK-r4_tcount
C2orf42,0.3333333333333333,0.1780821917808219,0.18518518518518517,0.13725490196078433,0.1111111111111111,0.1935483870967742,0.21875,0.19642857142857142
NMRK1,0.0035971223021582736,0.00949367088607595,0.008849557522123894,0.004807692307692308,0.0,0.012244897959183673,0.0,0.013513513513513514
CLN6,0.00966183574879227,0.011380504700643246,0.010492332526230832,0.012881965248651888,0.013719512195121951,0.016462841015992474,0.012742382271468145,0.01392904073587385
PINX1,0.03225806451612903,0.040892193308550186,0.04354136429608128,0.059375,0.06707317073170732,0.06428571428571428,0.07920792079207921,0.05449591280653951
HCFC1R1,0.013157894736842105,0.0036101083032490976,0.00390625,0.00392156862745098,0.007462686567164179,0.01948051948051948,0.013888888888888888,0.007067137809187279
ULK4,0.003048780487804878,0.012738853503184714,0.015424164524421594,0.012121212121212121,0.005319148936170213,0.014035087719298246,0.007575757575757576,0.017595307917888565
CZIB,0.008839779005524863,0.009458297506448839,0.01804123711340206,0.006666666666666667,0.0065040650406504065,0.004878048780487805,0.011093502377179081,0.015533980582524271
ZNF770,0.08132045088566828,0.08625486922648859,0.0528391167192429,0.06806282722513089,0.04161073825503356,0.05412371134020619,0.06476683937823834,0.07473598700243704
C1orf159,0.013559322033898305,0.018808777429467086,0.020710059171597635,0.015748031496062992,0.0,0.02247191011235955,0.03278688524590164,0.0030303030303030303
ZSCAN2,0.18229166666666666,0.16587677725118483,0.16748768472906403,0.22119815668202766,0.19318181818181818,0.19387755102040816,0.18888888888888888,0.14788732394366197
GID8,0.04201680672268908,0.05038510911424904,0.04688076781100037,0.055644515612489995,0.05789473684210526,0.05246753246753247,0.05537459283387622,0.054989816700611
OXSM,0.0,0.0,0.3333333333333333,0.0,0.0,0.07142857142857142,0.0,0.3333333333333333
TESC,0.004761904761904762,0.003191180736872643,0.004560656734569778,0.0032954961552544857,0.0005580357142857143,0.0024473813020068525,0.004953560371517028,0.006637902422834384
AURKAIP1,0.018421052631578946,0.005128205128205128,0.0056179775280898875,0.006134969325153374,0.015463917525773196,0.013114754098360656,0.026881720430107527,0.01832460732984293
TMCO3,0.0045045045045045045,0.006734006734006734,0.01556420233463035,0.01937984496124031,0.007042253521126761,0.016129032258064516,0.010810810810810811,0.02586206896551724
PAK1IP1,0.08421052631578947,0.04736842105263158,0.0625,0.04310344827586207,0.1016949152542373,0.06097560975609756,0.045454545454545456,0.05
LAMTOR1,0.020607375271149676,0.0178517397881997,0.021415270018621976,0.02122820318423048,0.015394483643361129,0.019388954171562868,0.013333333333333334,0.01771793054571226
RMND1,0.03587443946188341,0.052805280528052806,0.04059040590405904,0.0625,0.04929577464788732,0.054455445544554455,0.056962025316455694,0.053691275167785234
TRMT61B,0.022727272727272728,0.056074766355140186,0.0,0.0136986301369863,0.018867924528301886,0.010638297872340425,0.056338028169014086,0.02666666666666667
FAM118A,0.052,0.03715670436187399,0.044964028776978415,0.06521739130434782,0.04234527687296417,0.0660377358490566,0.05846153846153846,0.09404990403071017
HERC6,0.0625,0.043478260869565216,0.041666666666666664,0.0,0.0,0.0,0.0,0.037037037037037035
FAM174C,0.019722425127830533,0.017744705208929592,0.025210084033613446,0.02437106918238994,0.02442159383033419,0.02408256880733945,0.02312925170068027,0.02613565650280025
PARPBP,0.019287833827893175,0.021134593993325918,0.015172413793103448,0.020618556701030927,0.004784688995215311,0.006934812760055479,0.00916030534351145,0.01818181818181818
PIH1D1,0.027777777777777776,0.00819672131147541,0.0047169811320754715,0.005434782608695652,0.007751937984496124,0.0,0.037037037037037035,0.004201680672268907
PPP2R3C,0.013972055888223553,0.014100185528756958,0.01090909090909091,0.010912698412698412,0.010551948051948052,0.01581395348837209,0.02444987775061125,0.021811284969179705
MCUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX17,0.02027027027027027,0.02462526766595289,0.018315018315018316,0.023287671232876714,0.014204545454545454,0.019169329073482427,0.025225225225225224,0.023319615912208505
PRPF39,0.06329113924050633,0.08239700374531835,0.04522613065326633,0.09223300970873786,0.04672897196261682,0.049019607843137254,0.046242774566473986,0.0663265306122449
MARCHF1,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0
C14orf119,0.08497536945812807,0.08466051969823973,0.07115384615384615,0.07683982683982683,0.08631921824104234,0.08194905869324474,0.07417218543046358,0.09389671361502347
TTC38,0.019077901430842606,0.027737226277372264,0.02250351617440225,0.03571428571428571,0.045317220543806644,0.02077922077922078,0.032640949554896145,0.027522935779816515
PHIP,0.08415841584158416,0.10104399701715137,0.07180293501048218,0.08759124087591241,0.05160662122687439,0.056385542168674696,0.08010471204188482,0.09820051413881747
BANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
TMEM255A,0.02,0.02531645569620253,0.016666666666666666,0.03225806451612903,0.038461538461538464,0.0,0.018867924528301886,0.03508771929824561
HEATR3,0.013986013986013986,0.044444444444444446,0.008130081300813009,0.03305785123966942,0.043478260869565216,0.009900990099009901,0.034482758620689655,0.021897810218978103
C17orf80,0.1296928327645051,0.16666666666666666,0.10526315789473684,0.17586206896551723,0.08450704225352113,0.12598425196850394,0.16872427983539096,0.15950920245398773
FBXO34,0.2155688622754491,0.1717612809315866,0.15097690941385436,0.2109375,0.16498316498316498,0.1945031712473573,0.2372093023255814,0.22773972602739725
USP47,0.06956521739130435,0.047097480832420595,0.05584415584415584,0.05459770114942529,0.04212860310421286,0.04874213836477988,0.05555555555555555,0.06612685560053981
SLC35A5,0.019886363636363636,0.03397027600849257,0.0328515111695138,0.03968253968253968,0.024793388429752067,0.03153153153153153,0.03907637655417407,0.03762662807525326
FKBP14,0.050359712230215826,0.0429042904290429,0.03969754253308128,0.04946236559139785,0.027649769585253458,0.02518891687657431,0.04556962025316456,0.038876889848812095
NOL8,0.04059127170342562,0.041250462449130595,0.031392931392931395,0.03901138841773685,0.0283436669619132,0.031302876480541454,0.040841972981464025,0.04639423076923077
PTCD3,0.056677018633540376,0.047078842881452074,0.04475781729000613,0.044832826747720364,0.041811846689895474,0.04870384917517675,0.04158790170132325,0.06492679821769573
CDCA4,0.17023959646910466,0.19625334522747548,0.1641304347826087,0.20935960591133004,0.18831168831168832,0.1552511415525114,0.20042194092827004,0.187422934648582
TRMT12,0.135678391959799,0.1688888888888889,0.17647058823529413,0.13304721030042918,0.09401709401709402,0.10285714285714286,0.12568306010928962,0.1743119266055046
PLEKHB2,0.02894804859136728,0.032514666401511384,0.02497789566755084,0.03484848484848485,0.02509124087591241,0.026621561994410944,0.03137918075911311,0.03906047235920062
VPS37C,0.08136482939632546,0.06577480490523968,0.08583690987124463,0.05827814569536424,0.08207343412526998,0.07042253521126761,0.0636182902584493,0.089179548156956
REX1BD,0.0029585798816568047,0.011560693641618497,0.002967359050445104,0.006622516556291391,0.0,0.008547008547008548,0.0,0.007853403141361256
NRDE2,0.06060606060606061,0.047619047619047616,0.16326530612244897,0.1282051282051282,0.10526315789473684,0.13043478260869565,0.07142857142857142,0.05555555555555555
MRPL20,0.021912350597609563,0.015544041450777202,0.02313624678663239,0.022754491017964073,0.019784172661870502,0.026074700493305146,0.020530367835757058,0.022388059701492536
ATG16L1,0.26976744186046514,0.2515090543259557,0.22568093385214008,0.2745995423340961,0.28294573643410853,0.2602739726027397,0.2570281124497992,0.25708502024291496
ZWILCH,0.006036217303822937,0.010617120106171201,0.009282700421940928,0.01157613535173642,0.011326860841423949,0.0103359173126615,0.01327433628318584,0.015957446808510637
GABPB1-IT1,0.09989023051591657,0.08133561643835617,0.061930783242258654,0.0933806146572104,0.07526881720430108,0.09064748201438849,0.09262435677530018,0.10130718954248366
WIPI1,0.01282051282051282,0.014925373134328358,0.0,0.012987012987012988,0.06666666666666667,0.0,0.0,0.011363636363636364
ZCWPW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPR,0.05417051400430902,0.07188498402555911,0.06135321100917431,0.06943135406848884,0.0467412771560237,0.06164685160722149,0.07630306286942504,0.07311028500619579
TMEM248,0.044746304434678384,0.03868528214077952,0.03372243839169909,0.044787077826725405,0.03600248292985723,0.03574788334901223,0.04403183023872679,0.049191848208011243
DET1,0.052478134110787174,0.03811659192825112,0.04785894206549118,0.04709141274238227,0.05357142857142857,0.045774647887323945,0.06046511627906977,0.05970149253731343
C9orf40,0.09416445623342175,0.06835205992509363,0.06526806526806526,0.09228650137741047,0.06896551724137931,0.07065217391304347,0.06085526315789474,0.09033078880407125
RNF31,0.04878048780487805,0.0392156862745098,0.024390243902439025,0.023255813953488372,0.1,0.0,0.03125,0.02
LRRC37A4P,0.05714285714285714,0.02631578947368421,0.02702702702702703,0.07407407407407407,0.0,0.0,0.0625,0.01639344262295082
OXR1,0.04096385542168675,0.05714285714285714,0.06108897742363878,0.052083333333333336,0.031007751937984496,0.03732303732303732,0.04640718562874251,0.037037037037037035
UACA,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,0.0,0.0
TMEM45A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
TAPBPL,0.0,0.014705882352941176,0.0,0.03278688524590164,0.03225806451612903,0.0,0.0,0.0136986301369863
IFT57,0.04081632653061224,0.02702702702702703,0.016129032258064516,0.022222222222222223,0.030303030303030304,0.017241379310344827,0.0,0.04838709677419355
ARGLU1,0.04428571428571428,0.08101851851851852,0.04316546762589928,0.07492795389048991,0.043037974683544304,0.03488372093023256,0.06797853309481217,0.05753739930955121
SOBP,0.0625,0.1,0.08333333333333333,0.17647058823529413,0.0,0.0,0.0,0.0
CCDC186,0.056925996204933584,0.08391608391608392,0.07517482517482517,0.10204081632653061,0.06763285024154589,0.06823027718550106,0.09579439252336448,0.10105263157894737
MED9,0.3333333333333333,0.27167630057803466,0.31519274376417233,0.2853881278538813,0.3023255813953488,0.2701612903225806,0.352112676056338,0.28217821782178215
TMEM51,0.0,0.0,0.2,0.0,0.0,0.0,0.375,0.0
WDYHV1,0.06228373702422145,0.0725,0.05707196029776675,0.0718562874251497,0.06521739130434782,0.04242424242424243,0.06691449814126393,0.059665871121718374
GPATCH1,0.0975609756097561,0.12,0.06521739130434782,0.24242424242424243,0.25,0.05263157894736842,0.06896551724137931,0.16129032258064516
SAMD4B,0.02735562310030395,0.02567237163814181,0.01841620626151013,0.02040816326530612,0.039925719591457756,0.027639971651311126,0.03238546603475513,0.035980693286529176
EBLN2,0.52,0.5,0.4583333333333333,0.35714285714285715,0.6666666666666666,0.52,0.39285714285714285,0.44
WDR70,0.08823529411764706,0.02040816326530612,0.029411764705882353,0.023809523809523808,0.0,0.0,0.0,0.0
DMAC2,0.026777020447906523,0.025851456709068528,0.027414330218068536,0.03047819232790331,0.0263681592039801,0.024408014571948997,0.032946635730858466,0.025803310613437196
ATG2B,0.03581267217630854,0.021929824561403508,0.028037383177570093,0.03932584269662921,0.027522935779816515,0.029411764705882353,0.05704697986577181,0.04145077720207254
GPATCH2,0.0967741935483871,0.08943089430894309,0.07307692307692308,0.10469314079422383,0.030303030303030304,0.06172839506172839,0.0958904109589041,0.09090909090909091
BSDC1,0.03961267605633803,0.039781591263650544,0.042994810971089696,0.05035335689045936,0.03795066413662239,0.04151838671411625,0.04430379746835443,0.06655710764174198
AGGF1,0.07604017216642754,0.08,0.062103929024081114,0.10674157303370786,0.07520891364902507,0.05325443786982249,0.048818897637795275,0.06638418079096045
MAGOHB,0.02147239263803681,0.014737991266375546,0.014456316781898177,0.009992313604919293,0.01631116687578419,0.014296463506395787,0.016544117647058824,0.01507537688442211
PLEKHJ1,0.027777777777777776,0.01830776843146957,0.02800982800982801,0.024699599465954607,0.02905811623246493,0.023752969121140142,0.024096385542168676,0.043064876957494405
WDR60,0.0,0.07142857142857142,0.038461538461538464,0.03571428571428571,0.0,0.0,0.04,0.030303030303030304
XKR8,0.14285714285714285,0.09523809523809523,0.1452991452991453,0.10101010101010101,0.15625,0.08571428571428572,0.1282051282051282,0.0967741935483871
ARHGAP17,0.05306799336650083,0.04055766793409379,0.04217687074829932,0.04660045836516425,0.035211267605633804,0.027695351137487636,0.040697674418604654,0.033657442034405384
TMEM39B,0.012048192771084338,0.0,0.015151515151515152,0.043010752688172046,0.0,0.07246376811594203,0.024390243902439025,0.029411764705882353
PRPF38B,0.07981220657276995,0.06556016597510374,0.06854838709677419,0.08114285714285714,0.057692307692307696,0.06164383561643835,0.10497981157469717,0.09263157894736843
FANCL,0.008350730688935281,0.009819967266775777,0.009630818619582664,0.004158004158004158,0.011799410029498525,0.0162748643761302,0.015486725663716814,0.018115942028985508
AKIRIN2,0.19346049046321526,0.21526418786692758,0.19114219114219114,0.19095477386934673,0.16326530612244897,0.2206896551724138,0.1986062717770035,0.20327102803738317
CEP192,0.0,0.03571428571428571,0.04,0.058823529411764705,0.08333333333333333,0.09090909090909091,0.0,0.0
HEATR1,0.0165016501650165,0.017241379310344827,0.01519213583556747,0.015051740357478834,0.008051529790660225,0.017297297297297298,0.01287001287001287,0.023010546500479387
TRIM68,0.13942307692307693,0.08786610878661087,0.06324110671936758,0.09268292682926829,0.07,0.07936507936507936,0.16037735849056603,0.1179245283018868
ANO10,0.03225806451612903,0.0,0.029411764705882353,0.014285714285714285,0.0,0.024390243902439025,0.0,0.03076923076923077
RBM28,0.046632124352331605,0.0391304347826087,0.03664921465968586,0.03614457831325301,0.0297029702970297,0.02112676056338028,0.05102040816326531,0.0297029702970297
LARP1B,0.060240963855421686,0.07142857142857142,0.06569343065693431,0.08560311284046693,0.05223880597014925,0.07058823529411765,0.10416666666666667,0.10204081632653061
SRBD1,0.039473684210526314,0.02631578947368421,0.03626943005181347,0.005952380952380952,0.0,0.011976047904191617,0.034013605442176874,0.03626943005181347
WRAP53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM90A1,0.4444444444444444,0.08333333333333333,0.2,0.0,0.0,0.3333333333333333,0.0,0.0
ANKZF1,0.0,0.011235955056179775,0.07142857142857142,0.0273972602739726,0.023255813953488372,0.1,0.015873015873015872,0.09174311926605505
ELP3,0.07336343115124154,0.09023789991796555,0.07844905320108206,0.07684319833852545,0.04299065420560748,0.06814814814814815,0.05714285714285714,0.08790072388831438
HAUS2,0.046296296296296294,0.06076923076923077,0.045413669064748204,0.06414300736067298,0.04336043360433604,0.04639175257731959,0.06621160409556313,0.053423992229237494
CDCA8,0.0586527293844367,0.05071461502996773,0.056511056511056514,0.06586169045005488,0.07040816326530612,0.056483691328560064,0.048304213771839674,0.07319757842597689
LRRC8D,0.10559006211180125,0.08064516129032258,0.07653061224489796,0.08522727272727272,0.043010752688172046,0.055384615384615386,0.033210332103321034,0.11046511627906977
THAP1,0.09050445103857567,0.10622009569377991,0.08794326241134752,0.11572700296735905,0.0688622754491018,0.09929078014184398,0.11275415896487985,0.11419249592169657
ZDHHC4,0.0,0.03773584905660377,0.0,0.10638297872340426,0.029411764705882353,0.02564102564102564,0.0,0.0
RBM23,0.05192761605035405,0.055967633175994604,0.05525238744884038,0.052759740259740256,0.0553306342780027,0.055327868852459015,0.07363420427553444,0.0659264399722415
MTPAP,0.09808102345415778,0.10105580693815988,0.09387755102040816,0.1148936170212766,0.10197368421052631,0.09635416666666667,0.08908045977011494,0.12667946257197696
C19orf73,0.1111111111111111,0.06666666666666667,0.125,0.14814814814814814,0.17647058823529413,0.2,0.05555555555555555,0.09090909090909091
TMEM38B,0.009077155824508321,0.007714561234329798,0.011126564673157162,0.010954616588419406,0.0022727272727272726,0.006527415143603133,0.006042296072507553,0.008143322475570033
DALRD3,0.003937007874015748,0.0032310177705977385,0.009787928221859706,0.0017064846416382253,0.003105590062111801,0.0,0.00964630225080386,0.003355704697986577
SDAD1,0.05755395683453238,0.04648862512363996,0.046511627906976744,0.04979811574697174,0.040152963671128104,0.0450070323488045,0.05623100303951368,0.044359949302915085
MSTO1,0.1,0.08,0.05747126436781609,0.14583333333333334,0.08620689655172414,0.08064516129032258,0.044444444444444446,0.06956521739130435
ARMC1,0.037532133676092545,0.04189373297002725,0.03145235892691952,0.03828246249353337,0.023336214347450302,0.027002700270027002,0.031443298969072164,0.04261501210653753
DARS2,0.00563063063063063,0.006595218466611707,0.006635071090047393,0.016477857878475798,0.00338409475465313,0.004816955684007707,0.010843373493975903,0.00990990990990991
RFWD3,0.10932475884244373,0.12081729345572993,0.09150552486187845,0.10925009516558812,0.09897070467141726,0.10215053763440861,0.11401557285873193,0.11515151515151516
ARHGEF10L,0.058823529411764705,0.1,0.0784313725490196,0.05,0.0,0.0,0.047619047619047616,0.029411764705882353
TMEM33,0.048723897911832945,0.0425335182616736,0.03797856049004594,0.042202933253516914,0.033092037228541885,0.03183885640025991,0.03691639522258415,0.041079460269865066
PNPO,0.01078167115902965,0.025909317389138018,0.02041973908111174,0.027777777777777776,0.016983016983016984,0.012864493996569469,0.027462121212121212,0.014575411913814956
SHQ1,0.03773584905660377,0.04584221748400853,0.025034770514603615,0.056818181818181816,0.037209302325581395,0.022408963585434174,0.046251993620414676,0.04160887656033287
CEP55,0.01594896331738437,0.027303754266211604,0.017615176151761516,0.015772870662460567,0.01627906976744186,0.012987012987012988,0.021374045801526718,0.02167630057803468
CENPQ,0.16216216216216217,0.25925925925925924,0.2463768115942029,0.20967741935483872,0.125,0.10204081632653061,0.2571428571428571,0.2857142857142857
MSL2,0.3078626799557032,0.3147896879240163,0.25391849529780564,0.32651162790697674,0.23076923076923078,0.29668874172185433,0.27934621099554235,0.25268817204301075
MRPS18A,0.035168195718654434,0.03969270166453265,0.030226700251889168,0.03365384615384615,0.03818615751789976,0.039301310043668124,0.047872340425531915,0.024203821656050957
PRMT6,0.07850133809099019,0.09881914232442511,0.07627765064836003,0.08858603066439523,0.06677524429967427,0.08171603677221655,0.07768187422934648,0.07342007434944238
TBCCD1,0.05555555555555555,0.016,0.03676470588235294,0.03,0.0,0.01694915254237288,0.014705882352941176,0.05102040816326531
DNAAF2,0.17857142857142858,0.1282051282051282,0.21052631578947367,0.13333333333333333,0.2,0.2,0.12121212121212122,0.15789473684210525
MRPS10,0.023124357656731757,0.023877405559515324,0.02616407982261641,0.02694610778443114,0.01725625539257981,0.026041666666666668,0.026599113362887904,0.021816562778272486
INTS10,0.02702702702702703,0.024742268041237112,0.012578616352201259,0.03571428571428571,0.010526315789473684,0.016233766233766232,0.01694915254237288,0.02012072434607646
KLHL11,0.2804532577903683,0.2907216494845361,0.23529411764705882,0.26063829787234044,0.15483870967741936,0.25193798449612403,0.24892703862660945,0.24458204334365324
SEC61A2,0.06930693069306931,0.03292181069958848,0.04184100418410042,0.048458149779735685,0.032,0.030303030303030304,0.06857142857142857,0.047619047619047616
RMDN3,0.042105263157894736,0.049019607843137254,0.026422764227642278,0.04639175257731959,0.03389830508474576,0.03296703296703297,0.029315960912052116,0.05506607929515418
MRM3,0.115,0.13503649635036497,0.09688581314878893,0.0611353711790393,0.0975609756097561,0.13142857142857142,0.1476510067114094,0.13059701492537312
FAIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG8,0.23529411764705882,0.28,0.3333333333333333,0.1276595744680851,0.16666666666666666,0.1,0.23809523809523808,0.2608695652173913
RNF220,0.053393213572854294,0.04220398593200469,0.04304932735426009,0.049424184261036466,0.06491228070175438,0.045454545454545456,0.05581395348837209,0.055008944543828264
RIF1,0.05413105413105413,0.06086956521739131,0.052508751458576426,0.05570291777188329,0.02564102564102564,0.041176470588235294,0.05415617128463476,0.05568445475638051
DZANK1,0.09375,0.09259259259259259,0.08333333333333333,0.05128205128205128,0.08333333333333333,0.06818181818181818,0.07692307692307693,0.125
SLC25A36,0.074375,0.08267020335985853,0.06337662337662338,0.09263959390862944,0.04424778761061947,0.04640633842671194,0.06394199077125906,0.07863915225878416
VPS13D,0.0725,0.05325443786982249,0.03953488372093023,0.04576659038901602,0.03501945525291829,0.02108433734939759,0.048109965635738834,0.05555555555555555
RIC8B,0.07526881720430108,0.07203389830508475,0.1024390243902439,0.14444444444444443,0.06481481481481481,0.12121212121212122,0.08029197080291971,0.09714285714285714
NADSYN1,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.005780346820809248
DNAJC17,0.0625,0.058823529411764705,0.09523809523809523,0.05263157894736842,0.0,0.0,0.0,0.0
PBRM1,0.023394994559303592,0.039468690702087285,0.030288226673180263,0.03248375812093953,0.015228426395939087,0.023601847101077475,0.01956400223588597,0.02838317283324886
EVA1B,0.018518518518518517,0.0,0.015873015873015872,0.0196078431372549,0.0,0.0,0.0,0.0
RESF1,0.10625,0.11717171717171718,0.1318407960199005,0.1565934065934066,0.0782608695652174,0.10670731707317073,0.10759493670886076,0.11019283746556474
RPRD1A,0.04122497055359246,0.03611927761444771,0.028600612870275793,0.03952802359882006,0.030752916224814422,0.027011817670230726,0.045165394402035625,0.03884711779448621
APPL2,0.04807692307692308,0.054945054945054944,0.055944055944055944,0.061224489795918366,0.0,0.05426356589147287,0.05154639175257732,0.03508771929824561
FAM86C1,0.06593406593406594,0.08333333333333333,0.0392156862745098,0.08152173913043478,0.06382978723404255,0.02857142857142857,0.0873015873015873,0.056818181818181816
PLEKHG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP1S,0.016129032258064516,0.047619047619047616,0.04285714285714286,0.03389830508474576,0.11904761904761904,0.024390243902439025,0.041666666666666664,0.03508771929824561
LGI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
GOLPH3L,0.08226691042047532,0.07810320781032078,0.06115702479338843,0.06701940035273368,0.0695970695970696,0.06535947712418301,0.0646900269541779,0.08064516129032258
ZNF532,0.0,0.05,0.06060606060606061,0.125,0.11764705882352941,0.04,0.0,0.0967741935483871
SBNO1,0.07054741711642251,0.0742382271468144,0.047696831100947405,0.0672358591248666,0.03979460847240052,0.053671103477887505,0.06116207951070336,0.06654275092936802
ARL8B,0.033895328415876363,0.037731165446195855,0.028899984869117868,0.038338658146964855,0.02945945945945946,0.033661006851355375,0.03967696629213483,0.04822954822954823
DCUN1D2,0.09090909090909091,0.09451219512195122,0.06645569620253164,0.12962962962962962,0.08633093525179857,0.07373271889400922,0.07368421052631578,0.07971014492753623
SETD5,0.0943526170798898,0.09023836549375709,0.0877296976882039,0.09947984395318596,0.09905660377358491,0.1079646017699115,0.08944723618090453,0.11745406824146981
ATAD3A,0.0202991452991453,0.013440860215053764,0.013686131386861315,0.017897091722595078,0.025889967637540454,0.0206794682422452,0.03213610586011342,0.017528483786152498
BBS7,0.031746031746031744,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
RCBTB1,0.030878859857482184,0.019748653500897665,0.02564102564102564,0.02877697841726619,0.009569377990430622,0.01643192488262911,0.02702702702702703,0.0275
FANCI,0.011410788381742738,0.007389162561576354,0.007911392405063292,0.009727626459143969,0.006230529595015576,0.0036188178528347406,0.0031847133757961785,0.008093525179856115
NKAPD1,0.05801621958827199,0.06636971046770601,0.04077010192525481,0.07255139056831923,0.05542986425339366,0.04451827242524917,0.07091055600322321,0.06035502958579882
EXD2,0.03065134099616858,0.03724928366762178,0.038834951456310676,0.033783783783783786,0.029411764705882353,0.031088082901554404,0.059113300492610835,0.041811846689895474
MACO1,0.03953488372093023,0.04007633587786259,0.0625,0.03496503496503497,0.0326530612244898,0.023255813953488372,0.027247956403269755,0.04044943820224719
LRRC20,0.034482758620689655,0.011834319526627219,0.027777777777777776,0.031578947368421054,0.04411764705882353,0.02631578947368421,0.013513513513513514,0.01694915254237288
TRIM62,0.06779661016949153,0.05668016194331984,0.0546875,0.054187192118226604,0.07207207207207207,0.07407407407407407,0.1076923076923077,0.13270142180094788
RAVER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT10,0.024350649350649352,0.020708082832331328,0.03144224196855776,0.024464831804281346,0.036585365853658534,0.017932489451476793,0.022427440633245383,0.017806267806267807
LRRC1,0.0,0.25,0.5555555555555556,0.25,0.0,0.0,0.0,0.5
USP40,0.015957446808510637,0.016129032258064516,0.014084507042253521,0.017142857142857144,0.004830917874396135,0.01532567049808429,0.015789473684210527,0.009523809523809525
MOB1A,0.02371202742595943,0.024504249291784703,0.021646155188967443,0.025501793852419276,0.014738268676943927,0.01864035087719298,0.021534936998854524,0.02576520728399845
SMU1,0.014492753623188406,0.014814814814814815,0.01078167115902965,0.013620071684587814,0.016455696202531647,0.01876675603217158,0.013220018885741265,0.022253129346314324
UBA6,0.01833180568285976,0.018691588785046728,0.017041053446940357,0.025173611111111112,0.014248704663212436,0.020015396458814474,0.029438001784121322,0.02891566265060241
SLC38A7,0.03888888888888889,0.06391752577319587,0.01805869074492099,0.03931203931203931,0.05416666666666667,0.029411764705882353,0.03211009174311927,0.05925925925925926
OGFOD1,0.03313508920985556,0.02165087956698241,0.026785714285714284,0.028985507246376812,0.028727770177838577,0.03038427167113494,0.0322234156820623,0.02511773940345369
STEAP3,0.025682182985553772,0.013477088948787063,0.021592442645074223,0.012779552715654952,0.02654867256637168,0.01805869074492099,0.013927576601671309,0.026272577996715927
UQCC1,0.015006821282401092,0.015730337078651686,0.013590033975084938,0.022397891963109356,0.021367521367521368,0.01669195751138088,0.01972386587771203,0.026615969581749048
CCDC25,0.023586332022981556,0.02621939464044727,0.024081429990069514,0.01896551724137931,0.024697336561743343,0.01605651894669236,0.023371647509578545,0.025836279575741094
NEIL3,0.03636363636363636,0.125,0.06896551724137931,0.045454545454545456,0.0,0.041666666666666664,0.06666666666666667,0.1323529411764706
PACC1,0.07444168734491315,0.08,0.06306306306306306,0.09315068493150686,0.09251101321585903,0.08908045977011494,0.08970099667774087,0.0675
YY1AP1,0.04029733959311424,0.043391188251001335,0.044451985069562265,0.042807558812186654,0.043509272467902996,0.05766871165644172,0.06753069577080491,0.055202541699761715
ELP2,0.0,0.013333333333333334,0.012658227848101266,0.041666666666666664,0.0,0.08695652173913043,0.023255813953488372,0.03225806451612903
PCMTD2,0.014373716632443531,0.01037037037037037,0.012875536480686695,0.01079913606911447,0.007518796992481203,0.0022727272727272726,0.008988764044943821,0.012727272727272728
ASXL2,0.06108597285067873,0.06341463414634146,0.05712319339298004,0.06097560975609756,0.06300813008130081,0.05911823647294589,0.05405405405405406,0.08264462809917356
TYW1,0.05944055944055944,0.06933333333333333,0.05763688760806916,0.08974358974358974,0.037209302325581395,0.05,0.0411522633744856,0.04504504504504504
TMEM39A,0.10796324655436447,0.07678244972577697,0.07279947054930509,0.09523809523809523,0.07633587786259542,0.10207939508506617,0.11076604554865424,0.10985703536493605
WDR41,0.01828410689170183,0.010516252390057362,0.010902483343428226,0.017508417508417508,0.007909604519774011,0.010265700483091788,0.012949640287769784,0.015276893698281349
ADI1,0.0,0.015625,0.03296703296703297,0.0,0.05660377358490566,0.0,0.07692307692307693,0.0
MRGBP,0.05333333333333334,0.06589492430988424,0.06310254163014899,0.05548854041013269,0.054844606946983544,0.06666666666666667,0.05593220338983051,0.056508577194752774
CASC1,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
TMEM143,0.027210884353741496,0.005649717514124294,0.017889087656529516,0.01366742596810934,0.004273504273504274,0.0,0.0076045627376425855,0.01935483870967742
MAP11,0.10638297872340426,0.0736196319018405,0.08287292817679558,0.09859154929577464,0.03571428571428571,0.15730337078651685,0.12941176470588237,0.12264150943396226
TMEM19,0.016544117647058824,0.007802340702210663,0.015781922525107604,0.014285714285714285,0.009554140127388535,0.009328358208955223,0.010548523206751054,0.008532423208191127
ECHDC2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.021739130434782608
