,FLAG_GFI1,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,ELF2,JUND,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer
FLAG_GFI1,0.0,6.872707276383401e-13,1.8354759820779043e-45,0.0,4.453454653158771e-256,0.0,0.0,1.9838673718111708e-147,0.0,4.22569552062145e-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.530553421880197e-299,8.9099127789e-313,1.1960828942441812e-166,0.0,0.0,0.0,5.771672808850901e-78,1.4357740965945974e-45,0.0,0.0,5.105022186728367e-133,0.0,1.0,1.0010707268357402e-99,5.4129095956180126e-39,5.063661578534323e-174,2.6989653806511153e-96,5.540286237273411e-22,0.0,0.0,0.0,3.425653907588003e-46,0.0,0.0,0.0,8.801927948694372e-21,0.0,0.0,3.280235003404189e-97,5.112001733477302e-97,1.0,3.90376733e-314,0.008028304252487475,0.22571315068427192,0.0,0.0,0.0,4.2951294537433034e-05,2.1369753179475365e-24
CEBPA,2.7755443752794578e-30,0.0,8.746890585649764e-69,8.145486202493012e-70,4.820095415724966e-220,5.156957448810327e-69,0.00033283959623439544,1.0,1.7577779032737416e-36,6.026431255244499e-187,1.537997585665646e-20,1.7801818054364982e-139,1.2548411562139111e-244,0.00018229621342970246,1.0,1.0,1.3255348159700789e-54,1.5494179498737567e-294,6.425732704312609e-18,1.1274182739404496e-11,3.0698516696180652e-61,1.3896063702572056e-11,3.3376939217462936e-08,3.495650363540301e-269,3.8542928643995074e-63,1.0,4.446447145977701e-59,0.0,3.7953857676228904e-10,5.421096499582763e-23,1.6073764559823074e-278,2.1343246e-317,1.0,1.1927227847162603e-18,1.0777643850811508e-10,1.0,2.0154786646485327e-131,1.0,1.5087825214413828e-34,0.0,0.0,1.4383457249161638e-204,0.0006086429245672254,1.0176435851562685e-46,2.1357949719136896e-52,0.0,1.0,0.0,1.4897700349892526e-176,1.154127837091946e-72,1.987863643997688e-07,2.870946745035345e-245,1.0,2.1911482347675238e-242,4.114870463429703e-45,1.98554767197087e-39,0.0,5.697413467973809e-49,1.0
HOXA9,1.0788192938014216e-30,2.167363857450265e-18,0.0,1.570365540533386e-05,9.685382932640555e-93,4.099136823329508e-62,5.132466152644623e-45,1.3288742228525822e-40,1.9736831258248218e-29,3.4034237097302454e-60,3.1988671247841083e-24,7.291499194855526e-10,1.0,2.3006816033961936e-25,1.2977322285575883e-31,3.0192083234793555e-24,4.21931351081842e-80,2.326829461190692e-151,6.4531225216013045e-24,8.44144993649343e-24,3.597918062562608e-33,2.5755872014957444e-25,1.15804220682943e-24,7.565176129213412e-172,9.334636511193053e-42,1.180694796188968e-23,0.0001238115034164684,1.0,2.3164686825022486e-84,1.5011269920931274e-11,1.5421305046123377e-233,0.0004006900211448895,1.6660036005873743e-56,1.0,1.0,3.193240116765979e-18,1.0,2.4800744691191068e-54,2.1755813151264447e-29,1.0,8.375431457250801e-111,6.614982647438041e-40,2.2954319087643483e-21,1.5215137574069642e-36,1.063706099813013e-08,1.0,1.3066775736426019e-50,6.696900600148628e-06,3.2954225630682855e-05,1.0,1.0,1.0,8.779561107811815e-19,1.0324652753907497e-23,0.0034638421099536785,3.1088393541271445e-44,0.0700715888679511,4.118497778098756e-27,0.1540920270491572
PLAGL2,0.0,7.090460742734145e-31,2.557542067479282e-07,0.0,0.0,0.0,0.0,1.9164392876262097e-239,0.0,0.0017845590489493535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.776464215687288e-220,2.810941356225273e-23,0.0,0.0,2.8724642099885414e-213,0.0,0.935535653504244,0.0,4.9851325784595195e-193,0.0,3.8767331269239746e-32,3.31672496887477e-83,0.0,0.0,0.0,2.7252458771765995e-05,0.0,0.0,0.0,5.733720365708967e-166,0.0,0.0,0.0,0.0,1.4944809389716522e-14,0.0,1.4230871085373368e-12,3.9014154449960693e-14,0.0,0.0,0.0,1.6140704613114674e-38,1.880995872420033e-43
MEIS1,0.0,5.0503334746710183e-169,0.0,0.0,0.0,0.0,0.0,6.2502441563890055e-276,0.0,5.479586472279214e-103,0.0,0.0,2.9618124502125115e-251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8909495697395651e-252,0.0,0.0,0.0,0.0,0.0,1.0,5.438963758657528e-202,8.5961888358529e-39,0.0,3.7625885681260406e-67,1.3312617910274106e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1160915570815344e-174,3.1525792358767437e-22,0.0,0.0,4.81612466022049e-14,6.646037786931445e-80,6.258149954503139e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.721507436219217e-62
ETV6,4.7370556920002626e-284,3.0889410496977524e-23,1.890756941278984e-71,0.0,0.0,0.0,0.0,9.749158957388753e-102,0.0,5.936456270669106e-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557613708047391e-234,6.641355850223105e-277,2.0747376695842558e-302,0.0,0.0,0.0,4.1004817787658394e-184,8.851948292980237e-22,0.0,0.0,0.0,0.0,3.773804359672118e-19,3.723076789250205e-240,1.3112436519765582e-64,0.0,0.0017306324718796362,5.331939489214554e-30,0.0,0.0,0.0,2.5023230539329644e-62,0.0,0.0,2.7085888329177512e-307,1.6195562208071273e-31,0.0,0.0,2.7162481074763567e-59,4.92219499483262e-183,0.00010896682792330659,0.0,5.6235114735751564e-39,4.332511799158881e-21,0.0,0.0,0.0,5.293654131532852e-64,1.101886853351378e-36
RUNX1,0.0,0.010675014355658957,5.720074885541571e-128,0.0,0.0,0.0,0.0,3.551384462608119e-220,0.0,7.532518699072272e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5837908021303193e-124,0.0,1.0,1.8820379490176773e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521980853167258e-135,0.0,0.0,0.0,0.0,0.14865080278230158,0.0,6.937820883016164e-11,7.163993728053597e-308,0.0,0.0,0.0,0.0,7.069112954289736e-215
FOSL2,6.653065123981042e-107,1.0,7.989485163465496e-44,2.9894039620581386e-193,1.0036234303821568e-105,2.79509885359835e-96,9.705575461543561e-89,0.0,4.584213585947962e-52,1.0723498432526938e-10,2.6778562004528766e-79,1.6573023571025912e-158,1.270025489545827e-98,4.30871292573152e-253,1.5831069167775133e-61,1.5572800672466023e-214,7.059088064995914e-162,1.3681494659812486e-181,1.8335957471375772e-51,0.0,6.920384232148003e-43,1.6081410101813257e-83,1.1765861801507405e-38,4.685031738889231e-140,1.4489886477126016e-59,8.728353841139633e-275,1.0,1.0,3.2080586278969474e-88,3.098723984165728e-36,0.0,3.141332740503637e-29,0.012004681347096034,1.0,1.0,1.3117936959473278e-39,3.366067950807987e-12,0.007554148326954949,3.4846188579230134e-35,1.0,3.826347827507692e-177,4.361506895599895e-68,4.7862546774142695e-297,1.4148055675585403e-95,4.5078840355038035e-54,0.0008684528151725102,6.326738707317408e-140,2.2445166254179676e-76,0.43942488548703046,1.0,1.0,5.290460805368103e-10,1.0,5.112960428458759e-11,6.209988081221771e-37,3.603517364935622e-185,1.0,1.090323587311941e-46,0.0004577194956027803
FLI1,0.0,4.676155240903214e-28,1.1464800213929519e-82,0.0,0.0,0.0,0.0,3.302349286255542e-128,0.0,1.8132611611558334e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1528341380308596e-113,0.0,7.453061827113166e-06,2.7344012648804552e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71027386898604e-65,0.0,0.0,0.0,1.4713194162496277e-281,9.165228040414082e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3591756139999382e-93
GATA2,4.0045130274341695e-42,1.9244606877195275e-68,1.8030028445034035e-76,0.0028701328978302013,5.499068947185757e-50,5.493797960046217e-69,6.203991998528206e-45,2.477202147698777e-12,1.8934513844715776e-27,0.0,0.0001974401198248893,1.0,1.0,1.5103938194161084e-09,6.583381904380282e-48,8.523443721120254e-41,4.124761923155633e-77,0.0,0.0001757289905163859,2.6879105088414652e-19,1.2983330280703452e-24,0.00042891795180187545,3.17823735688247e-14,2.0765098321308358e-129,9.08961050394915e-26,2.6086003205871755e-30,3.307310809957752e-06,5.158790895987995e-53,7.250863659594013e-68,2.2431238623190373e-12,1.241461851440665e-103,0.023907181980916074,6.367266926749198e-47,1.0,1.0,6.849435387148575e-17,0.0005599723060885759,1.3540446152436987e-12,3.810897075429261e-13,0.0008503858714347652,4.029624871110107e-134,1.470613578538151e-84,1.8239061405374e-29,2.2861059042005107e-47,0.00037645778480970596,1.1729934374797722e-24,1.2182106325566646e-44,1.5628370797450984e-07,6.354137330254712e-16,1.0,1.0,1.0,9.902124002663451e-11,1.5437644263639095e-55,0.040304290144787744,7.308504030394944e-66,9.100190404265894e-17,4.511337874142451e-28,1.9682540845842484e-13
SP1,0.0,1.8328008366626531e-09,1.2434956313844512e-37,0.0,0.0,0.0,0.0,2.5332350507212096e-114,0.0,8.71843113064649e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6380147179418754e-240,7.598801481345694e-282,0.0,0.0,0.0,0.0,1.0,0.0,7.695308793418059e-243,0.0,1.111285971692388e-113,5.3898092316143e-82,0.0,0.0,0.0,7.574597975343499e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.426463884421499e-05,0.0,6.997270489809195e-06,1.0766487490296466e-19,0.0,0.0,0.0,3.3319851030784695e-137,1.903928997640685e-57
E2F3,0.0,5.62926947697984e-65,4.400072419372057e-13,0.0,0.0,0.0,0.0,2.7104407453536698e-198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.966822243716273e-226,0.0,0.0,0.0,0.0,9.540654550453274e-303,0.0,0.0,0.0,1.5822809559454466e-182,4.6880242533200645e-52,0.0,0.0,2.6498971777025862e-236,0.0,1.0,0.0,6.486205406144521e-256,0.0,1.873463120400439e-54,1.4064781830514488e-134,0.0,0.0,0.0,1.3913824073164857e-14,0.0,0.0,0.0,2.890384526e-315,0.0,0.0,0.0,0.0,1.0,0.0,7.56684718833488e-11,2.5256455845063876e-140,0.0,0.0,0.0,1.0,0.06635121167606538
ZNF281,0.0,2.345179154989801e-120,1.0,0.0,2.409765782550253e-131,0.0,0.0,2.125572033705848e-126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1984338659868966e-160,0.0,0.0,1.152867343238654e-167,0.0,9.421223998335249e-100,0.0,0.0,0.0,2.6460996220594803e-56,6.137758582020772e-66,0.0,0.0,5.415580510174686e-87,0.0,1.0,0.0,3.7179057593213582e-109,0.0,5.846717810172898e-105,1.718202971364412e-49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.447593288900897e-222,0.0,0.0,0.0,0.0,3.172185616444327e-45,0.0,0.0008019142782047291,6.735941650387541e-33,0.0,0.0,0.0,3.7769534337762134e-17,7.174913208417777e-41
SREBF1,0.0,1.0,3.3845176924631134e-27,0.0,1.995614537282626e-165,0.0,6.677280989229145e-278,1.279572991570606e-252,1.1127346349740161e-253,2.7347969839799194e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0144667289691935e-116,6.914007543763159e-258,0.0,1.8170805107218748e-112,2.3863810310976705e-145,9.609443991125619e-158,0.0,0.0,0.0,1.8422149532800193e-57,0.06897360204023097,0.0,0.0,2.2155062929517456e-207,0.0,7.3567722679544e-08,0.0,1.2458219763104069e-61,1.1806775661810851e-266,1.0,5.002632307133415e-75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2857975214628018e-60,0.0,1.5084710956801763e-243,2.1722442621852558e-59,3.5228745390190786e-253,0.16286764346536126,0.0,1.5974973035522376e-14,1.0873418569448427e-27,0.0,0.0,0.0,1.0,0.001249969983578313
