Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20220610_10_MV411_JQ1_B_MP10091_S10_R1_001	53.35484110109195	47.0	150.0	36.36363636363637	45477909.0
20220610_10_MV411_JQ1_B_MP10091_S10_R2_001	56.964103711072006	48.0	150.0	18.181818181818183	45477909.0
20220610_11_MV411_JQ1_C_MP10091_S11_R1_001	49.94513413528746	48.0	150.0	18.181818181818183	41494786.0
20220610_11_MV411_JQ1_C_MP10091_S11_R2_001	55.76262815890673	48.0	150.0	18.181818181818183	41494786.0
20220610_12_MV411_JQ1_D_MP10091_S12_R1_001	46.12241279329496	48.0	150.0	18.181818181818183	40624318.0
20220610_12_MV411_JQ1_D_MP10091_S12_R2_001	52.60332134562541	48.0	150.0	18.181818181818183	40624318.0
20220610_13_MV411_MYCi361_A_MP10091_S13_R1_001	50.35729844928623	48.0	150.0	27.27272727272727	40757620.0
20220610_13_MV411_MYCi361_A_MP10091_S13_R2_001	56.66543214702093	48.0	150.0	18.181818181818183	40757620.0
20220610_14_MV411_MYCi361_B_MP10091_S14_R1_001	56.62277905794021	47.0	150.0	36.36363636363637	30026245.0
20220610_14_MV411_MYCi361_B_MP10091_S14_R2_001	59.90882748626201	48.0	150.0	18.181818181818183	30026245.0
20220610_15_MV411_MYCi361_C_MP10091_S15_R1_001	56.37222280749789	49.0	150.0	36.36363636363637	41586692.0
20220610_15_MV411_MYCi361_C_MP10091_S15_R2_001	60.99341674604336	49.0	150.0	18.181818181818183	41586692.0
20220610_16_MV411_MYCi361_D_MP10091_S16_R1_001	46.79079313501644	48.0	150.0	18.181818181818183	50920812.0
20220610_16_MV411_MYCi361_D_MP10091_S16_R2_001	50.92338313337735	48.0	150.0	18.181818181818183	50920812.0
20220610_17_MV411_THZ1_A_MP10091_S17_R1_001	51.18244979409359	48.0	150.0	27.27272727272727	53095601.0
20220610_17_MV411_THZ1_A_MP10091_S17_R2_001	55.84844084492805	48.0	150.0	18.181818181818183	53095601.0
20220610_18_MV411_THZ1_B_MP10091_S18_R1_001	52.88568915497698	48.0	150.0	36.36363636363637	52304976.0
20220610_18_MV411_THZ1_B_MP10091_S18_R2_001	57.77109908996206	48.0	150.0	18.181818181818183	52304976.0
20220610_19_MV411_THZ1_C_MP10091_S19_R1_001	50.12278151510162	48.0	150.0	36.36363636363637	62756036.0
20220610_19_MV411_THZ1_C_MP10091_S19_R2_001	56.72235215008036	49.0	150.0	18.181818181818183	62756036.0
20220610_1_MV411_DMSO_A_MP10091_S1_R1_001	54.619703616581	49.0	150.0	27.27272727272727	48127346.0
20220610_1_MV411_DMSO_A_MP10091_S1_R2_001	60.76872217357119	49.0	150.0	18.181818181818183	48127346.0
20220610_20_MV411_THZ1_D_MP10091_S20_R1_001	47.62726914257814	48.0	150.0	18.181818181818183	51946569.0
20220610_20_MV411_THZ1_D_MP10091_S20_R2_001	52.75607514859784	48.0	150.0	18.181818181818183	51946569.0
20220610_21_MV411_JQ1MS2_A_MP10091_S21_R1_001	49.79436071041937	48.0	150.0	18.181818181818183	59385854.0
20220610_21_MV411_JQ1MS2_A_MP10091_S21_R2_001	55.3607929655083	48.0	150.0	18.181818181818183	59385854.0
20220610_22_MV411_JQ1MS2_B_MP10091_S22_R1_001	54.39353313464575	47.0	150.0	36.36363636363637	42431820.0
20220610_22_MV411_JQ1MS2_B_MP10091_S22_R2_001	56.678598719912806	48.0	150.0	18.181818181818183	42431820.0
20220610_23_MV411_JQ1MS2_C_MP10091_S23_R1_001	49.734536196294364	48.0	150.0	27.27272727272727	69165895.0
20220610_23_MV411_JQ1MS2_C_MP10091_S23_R2_001	55.81648751369847	48.0	150.0	18.181818181818183	69165895.0
20220610_24_MV411_JQ1MS2_D_MP10091_S24_R1_001	50.637026258168035	48.0	150.0	27.27272727272727	63685032.0
20220610_24_MV411_JQ1MS2_D_MP10091_S24_R2_001	55.49198890491317	48.0	150.0	18.181818181818183	63685032.0
20220610_25_MV411_JQ1THZ1_A_MP10091_S25_R1_001	58.84883170509855	49.0	150.0	27.27272727272727	45974262.0
20220610_25_MV411_JQ1THZ1_A_MP10091_S25_R2_001	63.43478141147039	49.0	150.0	18.181818181818183	45974262.0
20220610_26_MV411_JQ1THZ1_B_MP10091_S26_R1_001	57.932121729842216	48.0	150.0	36.36363636363637	53845860.0
20220610_26_MV411_JQ1THZ1_B_MP10091_S26_R2_001	61.423349626085525	49.0	150.0	18.181818181818183	53845860.0
20220610_27_MV411_JQ1THZ1_C_MP10091_S27_R1_001	50.05729086744945	48.0	150.0	27.27272727272727	55097038.0
20220610_27_MV411_JQ1THZ1_C_MP10091_S27_R2_001	55.88726534908825	48.0	150.0	18.181818181818183	55097038.0
20220610_28_MV411_JQ1THZ1_D_MP10091_S28_R1_001	50.21585612356515	48.0	150.0	36.36363636363637	57677432.0
20220610_28_MV411_JQ1THZ1_D_MP10091_S28_R2_001	55.59554148727165	48.0	150.0	18.181818181818183	57677432.0
20220610_2_MV411_DMSO_B_MP10091_S2_R1_001	52.47035089483057	47.0	150.0	36.36363636363637	43636762.0
20220610_2_MV411_DMSO_B_MP10091_S2_R2_001	55.50159167229731	47.0	150.0	18.181818181818183	43636762.0
20220610_3_MV411_DMSO_C_MP10091_S3_R1_001	46.467327324475946	48.0	150.0	18.181818181818183	52153254.0
20220610_3_MV411_DMSO_C_MP10091_S3_R2_001	50.92661820458494	48.0	150.0	18.181818181818183	52153254.0
20220610_4_MV411_DMSO_D_MP10091_S4_R1_001	47.52160308382665	48.0	150.0	18.181818181818183	56587115.0
20220610_4_MV411_DMSO_D_MP10091_S4_R2_001	53.0364011144336	48.0	150.0	18.181818181818183	56587115.0
20220610_5_MV411_MS2_A_MP10091_S5_R1_001	47.5436333830576	48.0	150.0	18.181818181818183	52625227.0
20220610_5_MV411_MS2_A_MP10091_S5_R2_001	52.60714497892432	48.0	150.0	18.181818181818183	52625227.0
20220610_6_MV411_MS2_B_MP10091_S6_R1_001	59.95240872359491	48.0	150.0	36.36363636363637	37211210.0
20220610_6_MV411_MS2_B_MP10091_S6_R2_001	66.16031368203205	48.0	150.0	18.181818181818183	37211210.0
20220610_7_MV411_MS2_C_MP10091_S7_R1_001	48.42650096894665	48.0	150.0	27.27272727272727	53685762.0
20220610_7_MV411_MS2_C_MP10091_S7_R2_001	54.18242062236758	48.0	150.0	18.181818181818183	53685762.0
20220610_8_MV411_MS2_D_MP10091_S8_R1_001	47.52308740603981	48.0	150.0	18.181818181818183	54757986.0
20220610_8_MV411_MS2_D_MP10091_S8_R2_001	52.69476967375225	48.0	150.0	18.181818181818183	54757986.0
20220610_9_MV411_JQ1_A_MP10091_S9_R1_001	50.26352416093698	48.0	150.0	36.36363636363637	61925141.0
20220610_9_MV411_JQ1_A_MP10091_S9_R2_001	55.37123089946356	48.0	150.0	18.181818181818183	61925141.0
