MV411	chrUn_GL000219v1
E1	E2	E3	E4	E5	E6	E7	E8
0	0.0001	0.0104	0.0006	0	0.0004	0.9862	0.0023
0	0.0001	0.014	0.0006	0	0.0004	0.9823	0.0024
0	0.0002	0.0197	0.0007	0	0.0005	0.9765	0.0025
0	0.0003	0.0284	0.0008	0	0.0005	0.9674	0.0025
0	0.0004	0.0421	0.001	0	0.0006	0.9532	0.0026
0	0.0007	0.0634	0.0011	0	0.0012	0.9309	0.0027
0	0.0012	0.0961	0.0012	0.0001	0.0066	0.8921	0.0027
0	0.0015	0.1401	0.0012	0.0005	0.0716	0.7825	0.0026
0	0.0001	0.1243	0.0002	0.0017	0.8736	0	0.0002
0	0.0002	0.1109	0.0021	0.0003	0.0721	0.8127	0.0017
0	0.0002	0.075	0.002	0.0001	0.0069	0.9142	0.0017
0	0.0001	0.0498	0.0018	0	0.0014	0.9454	0.0016
0	0.0001	0.0334	0.0015	0	0.0007	0.9627	0.0014
0	0.0001	0.0229	0.0013	0	0.0006	0.9737	0.0013
0	0	0.0162	0.0012	0	0.0005	0.9809	0.0012
0	0	0.0118	0.001	0	0.0005	0.9855	0.0011
0	0	0.009	0.0009	0	0.0004	0.9886	0.001
0	0	0.0072	0.0008	0	0.0004	0.9906	0.001
0	0	0.0061	0.0007	0	0.0004	0.992	0.0009
0	0	0.0053	0.0006	0	0.0004	0.9929	0.0008
0	0	0.0048	0.0005	0	0.0004	0.9935	0.0008
0	0	0.0045	0.0004	0	0.0004	0.994	0.0007
0	0	0.0043	0.0004	0	0.0004	0.9943	0.0006
0	0	0.0042	0.0003	0	0.0004	0.9945	0.0006
0	0	0.0041	0.0003	0	0.0004	0.9947	0.0005
0	0	0.004	0.0002	0	0.0004	0.9948	0.0005
0	0	0.004	0.0002	0	0.0004	0.9949	0.0005
0	0	0.004	0.0002	0	0.0003	0.995	0.0004
0	0	0.004	0.0002	0	0.0003	0.9951	0.0004
0	0	0.0039	0.0001	0	0.0003	0.9952	0.0004
0	0	0.0039	0.0001	0	0.0003	0.9952	0.0003
0	0	0.0039	0.0001	0	0.0003	0.9953	0.0003
0	0	0.0039	0.0001	0	0.0003	0.9953	0.0003
0	0	0.0039	0.0001	0	0.0003	0.9954	0.0003
0	0	0.0039	0.0001	0	0.0003	0.9954	0.0003
0	0	0.0039	0.0001	0	0.0003	0.9954	0.0002
0	0	0.0039	0.0001	0	0.0003	0.9955	0.0002
0	0	0.0039	0.0001	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9956	0.0002
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9957	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0001
0	0	0.0039	0	0	0.0003	0.9956	0.0002
0	0	0.0039	0	0	0.0003	0.9956	0.0002
0	0	0.0039	0	0	0.0003	0.9956	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0002
0	0	0.0039	0	0	0.0003	0.9955	0.0003
0	0	0.0039	0	0	0.0003	0.9954	0.0003
0	0	0.0039	0	0	0.0003	0.9954	0.0003
0	0	0.0039	0	0	0.0003	0.9954	0.0003
0	0	0.0039	0	0	0.0003	0.9953	0.0004
0	0	0.0039	0	0	0.0003	0.9953	0.0004
0	0	0.0039	0	0	0.0003	0.9953	0.0004
0	0	0.0039	0	0	0.0003	0.9952	0.0004
0	0	0.0039	0	0	0.0003	0.9952	0.0005
0	0	0.0039	0.0001	0	0.0003	0.9951	0.0005
0	0	0.0039	0.0001	0	0.0003	0.9951	0.0006
0	0	0.0039	0.0001	0	0.0003	0.995	0.0006
0	0	0.0039	0.0001	0	0.0003	0.995	0.0007
0	0	0.0039	0.0001	0	0.0004	0.9949	0.0007
0	0	0.0039	0.0001	0	0.0004	0.9948	0.0008
0	0	0.0039	0.0001	0	0.0004	0.9947	0.0008
0	0	0.0039	0.0001	0	0.0004	0.9946	0.0009
0	0	0.0039	0.0001	0	0.0004	0.9945	0.001
0	0	0.0039	0.0002	0	0.0004	0.9944	0.0011
0	0.0001	0.0039	0.0002	0	0.0004	0.9943	0.0012
0	0.0001	0.0039	0.0002	0	0.0004	0.9942	0.0013
0	0.0001	0.0039	0.0002	0	0.0004	0.994	0.0014
0	0.0001	0.0039	0.0003	0	0.0004	0.9938	0.0015
0	0.0001	0.004	0.0003	0	0.0004	0.9936	0.0017
0	0.0001	0.004	0.0004	0	0.0004	0.9934	0.0018
0	0.0001	0.004	0.0004	0	0.0004	0.9932	0.002
0	0.0001	0.004	0.0005	0	0.0004	0.9929	0.0021
0	0.0001	0.004	0.0005	0	0.0004	0.9926	0.0023
0	0.0001	0.004	0.0006	0	0.0004	0.9923	0.0025
0	0.0002	0.004	0.0007	0	0.0004	0.9919	0.0027
0	0.0002	0.004	0.0008	0	0.0004	0.9915	0.003
0	0.0002	0.0041	0.001	0	0.0004	0.9911	0.0033
0	0.0002	0.0041	0.0011	0	0.0005	0.9906	0.0036
0	0.0003	0.0041	0.0013	0	0.0005	0.99	0.0039
0	0.0003	0.0042	0.0015	0	0.0005	0.9894	0.0042
0	0.0003	0.0042	0.0017	0	0.0005	0.9886	0.0046
0	0.0004	0.0042	0.002	0	0.0005	0.9878	0.005
0	0.0004	0.0043	0.0023	0	0.0006	0.9869	0.0055
0	0.0005	0.0044	0.0026	0	0.0006	0.9859	0.0059
0	0.0006	0.0044	0.0031	0	0.0006	0.9848	0.0065
0	0.0006	0.0045	0.0036	0	0.0007	0.9835	0.0071
0	0.0007	0.0046	0.0041	0	0.0007	0.9821	0.0077
0	0.0008	0.0047	0.0048	0.0001	0.0008	0.9805	0.0084
0	0.001	0.0049	0.0055	0.0001	0.0008	0.9786	0.0091
0	0.0011	0.005	0.0064	0.0001	0.0009	0.9765	0.0099
0	0.0014	0.0052	0.0074	0.0001	0.001	0.9742	0.0108
0	0.0016	0.0054	0.0086	0.0001	0.0011	0.9714	0.0118
0	0.002	0.0057	0.0099	0.0001	0.0012	0.9682	0.0128
0	0.0027	0.006	0.0115	0.0001	0.0013	0.9644	0.0139
0	0.0038	0.0064	0.0133	0.0002	0.0014	0.9597	0.0152
0	0.0059	0.0068	0.0154	0.0003	0.0016	0.9536	0.0165
0	0.0099	0.0073	0.0176	0.0004	0.0018	0.9451	0.0178
0	0.0179	0.0079	0.0201	0.0006	0.002	0.9322	0.0191
0	0.0339	0.0085	0.0227	0.0011	0.0024	0.911	0.0203
0	0.0665	0.0091	0.0249	0.0021	0.0028	0.8734	0.0211
0	0.133	0.0094	0.026	0.0044	0.0033	0.803	0.021
0	0.2663	0.0087	0.0243	0.0103	0.004	0.6677	0.0186
0	0.5145	0.0061	0.0168	0.033	0.0043	0.4131	0.0121
0	0.8285	0.0009	0.0009	0.157	0.0015	0.0112	0
0	0	0	0	0.9868	0.0132	0	0
0	0.7235	0.0001	0.0029	0.2729	0.0006	0	0.0001
0	0.8862	0.0001	0.0094	0.1034	0.0001	0	0.0008
0	0.9761	0	0.0006	0.0232	0	0	0
0	0.9134	0	0.0229	0.061	0	0	0.0026
0	0.885	0	0.0299	0.0816	0	0	0.0034
0	0.8442	0	0.023	0.1302	0	0	0.0025
0	0.6926	0	0.0046	0.3025	0	0	0.0004
0	0.0565	0	0.0009	0.9425	0	0	0
0	0.3273	0	0	0.6727	0	0	0
0	0.0407	0	0	0.9593	0	0	0
0	0.0065	0	0	0.9933	0.0002	0	0
0	0.0676	0.0001	0	0.9323	0.0001	0	0
0	0.5717	0.0003	0.0299	0.3825	0.0019	0	0.0138
0	0.3699	0.0006	0.1855	0.0968	0.0021	0.0023	0.3429
0.0001	0.2117	0.0005	0.254	0.036	0.0008	0.0032	0.4938
0.0001	0.1192	0.0004	0.2885	0.0172	0.0004	0.0036	0.5706
0.0001	0.0684	0.0003	0.3064	0.0092	0.0003	0.0038	0.6115
0.0001	0.0409	0.0003	0.3155	0.0052	0.0002	0.0039	0.6338
0.0001	0.0262	0.0002	0.3197	0.0031	0.0002	0.004	0.6464
0.0001	0.0186	0.0002	0.3211	0.0019	0.0002	0.004	0.6538
0.0001	0.0151	0.0002	0.3208	0.0013	0.0002	0.0039	0.6584
0.0001	0.0143	0.0002	0.319	0.001	0.0002	0.0039	0.6614
0.0001	0.0159	0.0002	0.3156	0.0009	0.0002	0.0038	0.6633
0.0001	0.0207	0.0002	0.3099	0.0009	0.0002	0.0037	0.6644
0.0002	0.0314	0.0002	0.2998	0.0005	0.0001	0.0034	0.6644
0.0001	0.0367	0.0017	0.2969	0.0023	0.0005	0.0039	0.658
0.0001	0.0482	0.0037	0.29	0.005	0.0022	0.0043	0.6465
0.0001	0.0579	0.0063	0.2747	0.0159	0.0206	0.0042	0.6203
0.0001	0.0081	0.0064	0.2139	0.0649	0.226	0	0.4805
0.0001	0.0172	0.0197	0.2489	0.0121	0.0206	0.1719	0.5095
0.0001	0.0131	0.0191	0.2556	0.0032	0.0025	0.1915	0.5149
0.0001	0.0096	0.0183	0.257	0.0014	0.0008	0.1963	0.5165
0.0001	0.0076	0.0188	0.2565	0.0009	0.0006	0.1986	0.517
0.0001	0.0069	0.0206	0.2549	0.0006	0.0005	0.1994	0.517
0.0001	0.0072	0.024	0.2523	0.0006	0.0005	0.1989	0.5165
0.0001	0.0085	0.0296	0.2483	0.0006	0.0006	0.1966	0.5157
0.0001	0.0112	0.0382	0.2426	0.0009	0.0008	0.192	0.5143
0.0001	0.0147	0.0511	0.234	0.0021	0.0028	0.1834	0.5118
0.0001	0.0126	0.0691	0.2179	0.0082	0.0243	0.1635	0.5042
0.0001	0.0097	0.0554	0.2231	0.0022	0.0029	0.198	0.5086
0.0001	0.0073	0.046	0.2241	0.001	0.0009	0.211	0.5097
0.0001	0.006	0.0405	0.2238	0.0006	0.0007	0.2185	0.5099
0.0001	0.0055	0.0379	0.2228	0.0005	0.0006	0.223	0.5097
0.0001	0.0056	0.0376	0.2212	0.0004	0.0005	0.2252	0.5093
0.0001	0.0066	0.0396	0.2188	0.0004	0.0005	0.2254	0.5086
0.0001	0.0086	0.0441	0.2153	0.0005	0.0005	0.2233	0.5075
0.0001	0.0125	0.0519	0.21	0.0006	0.0006	0.2185	0.5057
0.0001	0.0198	0.0643	0.2019	0.0009	0.0007	0.2098	0.5027
0.0001	0.0328	0.0833	0.1889	0.0015	0.0009	0.1952	0.4973
0.0001	0.0551	0.1124	0.1683	0.0034	0.0016	0.1713	0.4878
0	0.0857	0.1564	0.136	0.0115	0.0079	0.1312	0.4712
0	0.0771	0.2183	0.0896	0.0554	0.0778	0.0416	0.4402
0	0.079	0.2107	0.0779	0.0587	0.095	0.0422	0.4366
0	0.0097	0.11	0.0228	0.1196	0.3421	0	0.3959
0	0.0286	0.0819	0.0277	0.021	0.0316	0.2802	0.5289
0	0.0199	0.0544	0.027	0.0051	0.004	0.3316	0.558
0	0.0126	0.0359	0.0253	0.0019	0.0013	0.3535	0.5695
0	0.0083	0.0239	0.0235	0.001	0.0008	0.3666	0.5759
0	0.0059	0.0161	0.0218	0.0006	0.0007	0.3751	0.5799
0	0.0045	0.0111	0.0201	0.0004	0.0006	0.3806	0.5827
0	0.0037	0.0079	0.0185	0.0003	0.0005	0.3841	0.5849
0	0.0032	0.0058	0.0171	0.0002	0.0005	0.3864	0.5868
0	0.0029	0.0044	0.0157	0.0002	0.0004	0.3878	0.5885
0	0.0027	0.0035	0.0145	0.0002	0.0004	0.3886	0.59
0	0.0025	0.0029	0.0134	0.0002	0.0004	0.389	0.5916
0	0.0024	0.0025	0.0123	0.0002	0.0004	0.3892	0.5931
0	0.0023	0.0023	0.0113	0.0001	0.0004	0.389	0.5946
0	0.0022	0.0021	0.0104	0.0001	0.0004	0.3887	0.5961
0	0.0021	0.0019	0.0096	0.0001	0.0004	0.3882	0.5976
0	0.002	0.0019	0.0088	0.0001	0.0004	0.3876	0.5992
0	0.002	0.0018	0.0081	0.0001	0.0004	0.3868	0.6008
0	0.0019	0.0017	0.0074	0.0001	0.0004	0.386	0.6025
0	0.0018	0.0017	0.0068	0.0001	0.0004	0.3849	0.6042
0	0.0018	0.0017	0.0062	0.0001	0.0004	0.3838	0.606
0	0.0017	0.0017	0.0057	0.0001	0.0004	0.3825	0.6079
0	0.0017	0.0016	0.0052	0.0001	0.0005	0.381	0.6099
0	0.0017	0.0016	0.0047	0.0001	0.0005	0.3794	0.612
0	0.0017	0.0016	0.0043	0.0001	0.0005	0.3776	0.6143
0	0.0016	0.0016	0.0039	0.0001	0.0005	0.3756	0.6167
0	0.0016	0.0015	0.0035	0.0001	0.0006	0.3735	0.6192
0	0.0016	0.0015	0.0031	0.0001	0.0006	0.3711	0.6219
0	0.0016	0.0015	0.0028	0.0001	0.0006	0.3685	0.6249
0	0.0016	0.0014	0.0025	0.0001	0.0007	0.3658	0.628
0	0.0015	0.0013	0.0022	0.0001	0.0007	0.3627	0.6314
0	0.0015	0.0011	0.002	0.0001	0.0008	0.3595	0.6351
0	0.0013	0.0009	0.0018	0.0001	0.0008	0.3561	0.6391
0	0.001	0.0005	0.0017	0	0.001	0.3524	0.6434
0	0.0008	0.0009	0.0016	0.0001	0.0004	0.3542	0.6421
0	0.0007	0.0011	0.0015	0.0001	0.0004	0.3555	0.6408
0	0.0006	0.0013	0.0014	0.0001	0.0003	0.3567	0.6396
0	0.0006	0.0014	0.0013	0	0.0003	0.3579	0.6385
0	0.0006	0.0014	0.0012	0	0.0003	0.3589	0.6375
0	0.0006	0.0015	0.0012	0	0.0003	0.3599	0.6365
0	0.0005	0.0015	0.0011	0	0.0003	0.3608	0.6357
0	0.0005	0.0015	0.0011	0	0.0003	0.3616	0.6349
0	0.0005	0.0015	0.001	0	0.0003	0.3624	0.6343
0	0.0005	0.0015	0.001	0	0.0003	0.363	0.6337
0	0.0005	0.0015	0.001	0	0.0003	0.3636	0.6331
0	0.0005	0.0015	0.0009	0	0.0003	0.3641	0.6327
0	0.0005	0.0015	0.0009	0	0.0002	0.3645	0.6323
0	0.0005	0.0015	0.0009	0	0.0002	0.3648	0.6319
0	0.0005	0.0016	0.0009	0	0.0002	0.3651	0.6316
0	0.0005	0.0016	0.0009	0	0.0002	0.3653	0.6314
0	0.0005	0.0016	0.0009	0	0.0002	0.3655	0.6312
0	0.0005	0.0017	0.0009	0	0.0002	0.3655	0.6311
0	0.0005	0.0018	0.0009	0	0.0002	0.3655	0.631
0	0.0006	0.002	0.0009	0	0.0002	0.3653	0.6309
0	0.0006	0.0023	0.0009	0	0.0002	0.365	0.6309
0	0.0006	0.0028	0.0009	0	0.0002	0.3644	0.631
0	0.0006	0.0036	0.0009	0	0.0003	0.3635	0.6311
0	0.0007	0.0047	0.0009	0	0.0003	0.3622	0.6312
0	0.0008	0.0066	0.0009	0	0.0003	0.3601	0.6313
0	0.001	0.0094	0.0009	0.0001	0.0003	0.3569	0.6314
0	0.0013	0.0138	0.0009	0.0001	0.0003	0.3521	0.6315
0	0.0019	0.0207	0.0009	0.0001	0.0005	0.3445	0.6314
0	0.0028	0.0314	0.0008	0.0003	0.0021	0.3318	0.6308
0	0.0027	0.0462	0.0006	0.0014	0.0206	0.3001	0.6284
0	0.0019	0.0306	0.0009	0.0004	0.0023	0.3285	0.6353
0	0.0013	0.0202	0.001	0.0002	0.0007	0.3399	0.6368
0	0.001	0.0135	0.001	0.0001	0.0004	0.3466	0.6374
0	0.0008	0.0092	0.001	0.0001	0.0004	0.3507	0.6379
0	0.0007	0.0064	0.0009	0.0001	0.0003	0.3532	0.6383
0	0.0007	0.0046	0.0009	0	0.0003	0.3547	0.6388
0	0.0006	0.0035	0.0009	0	0.0003	0.3555	0.6392
0	0.0006	0.0028	0.0009	0	0.0003	0.3557	0.6397
0	0.0006	0.0023	0.0008	0	0.0003	0.3557	0.6402
0	0.0006	0.002	0.0008	0	0.0003	0.3554	0.6408
0	0.0007	0.0018	0.0008	0	0.0003	0.355	0.6415
0	0.0007	0.0017	0.0008	0	0.0003	0.3543	0.6422
0	0.0007	0.0016	0.0008	0	0.0003	0.3536	0.643
0	0.0007	0.0015	0.0008	0	0.0003	0.3527	0.6439
0	0.0007	0.0015	0.0008	0	0.0003	0.3517	0.6449
0	0.0007	0.0015	0.0008	0	0.0004	0.3506	0.646
0	0.0008	0.0015	0.0008	0	0.0004	0.3494	0.6472
0	0.0008	0.0015	0.0008	0	0.0004	0.348	0.6485
0	0.0008	0.0015	0.0008	0	0.0004	0.3465	0.65
0	0.0008	0.0016	0.0008	0	0.0004	0.3448	0.6515
0	0.0009	0.0016	0.0008	0	0.0005	0.3429	0.6533
0	0.0009	0.0018	0.0008	0.0001	0.0005	0.3408	0.6552
0	0.001	0.0019	0.0009	0.0001	0.0005	0.3384	0.6573
0	0.001	0.0022	0.0009	0.0001	0.0006	0.3357	0.6595
0	0.0011	0.0026	0.0009	0.0001	0.0006	0.3327	0.662
0	0.0012	0.0032	0.001	0.0001	0.0007	0.3292	0.6647
0	0.0014	0.0042	0.001	0.0001	0.0007	0.325	0.6677
0	0.0016	0.0058	0.001	0.0001	0.0008	0.3198	0.6709
0	0.0021	0.0082	0.0011	0.0001	0.0008	0.3134	0.6743
0	0.0029	0.012	0.0011	0.0001	0.0009	0.305	0.6779
0	0.0045	0.0178	0.0011	0.0002	0.0013	0.2934	0.6817
0	0.0069	0.0265	0.001	0.0007	0.0052	0.2742	0.6855
0	0.0073	0.0354	0.0008	0.0033	0.0512	0.2131	0.6889
0	0.0052	0.0234	0.002	0.0009	0.006	0.23	0.7325
0	0.0035	0.0154	0.0021	0.0004	0.0018	0.2354	0.7414
0	0.0026	0.0102	0.0021	0.0002	0.0012	0.2373	0.7463
0	0.0021	0.0069	0.0021	0.0002	0.0011	0.2371	0.7505
0	0.0019	0.0048	0.002	0.0001	0.001	0.2355	0.7546
0	0.0018	0.0035	0.0019	0.0001	0.001	0.2329	0.7588
0	0.0017	0.0026	0.0018	0.0001	0.001	0.2295	0.7632
0	0.0018	0.0021	0.0017	0.0001	0.001	0.2255	0.7679
0	0.0018	0.0017	0.0016	0.0001	0.001	0.2208	0.7729
0	0.0019	0.0015	0.0015	0.0001	0.0011	0.2156	0.7783
0	0.002	0.0013	0.0014	0.0001	0.0011	0.2098	0.7842
0	0.0021	0.0012	0.0013	0.0001	0.0012	0.2034	0.7906
0	0.0022	0.0011	0.0013	0.0001	0.0013	0.1964	0.7975
0	0.0023	0.0011	0.0012	0.0001	0.0014	0.1888	0.8051
0	0.0024	0.0011	0.0011	0.0001	0.0015	0.1804	0.8133
0	0.0026	0.001	0.001	0.0001	0.0017	0.1713	0.8223
0	0.0027	0.001	0.001	0.0001	0.0018	0.1613	0.8321
0	0.0029	0.001	0.0009	0.0002	0.0019	0.1504	0.8427
0	0.0031	0.0009	0.0008	0.0002	0.0021	0.1385	0.8543
0	0.0033	0.0009	0.0007	0.0002	0.0023	0.1256	0.867
0	0.0035	0.0009	0.0007	0.0002	0.0025	0.1115	0.8808
0	0.0037	0.0008	0.0006	0.0002	0.0027	0.0962	0.8959
0	0.0039	0.0007	0.0005	0.0002	0.0029	0.0795	0.9123
0	0.004	0.0005	0.0004	0.0002	0.0032	0.0614	0.9303
0	0.004	0.0003	0.0003	0.0002	0.0034	0.0419	0.9499
0	0.0036	0.0001	0.0002	0.0002	0.0035	0.0212	0.9713
0	0.0028	0	0.0002	0	0.0004	0.0019	0.9947
0	0.0018	0	0.0002	0.0001	0.0001	0.0016	0.9961
0	0.0014	0	0.0002	0.0001	0.0001	0.0013	0.9969
0	0.0013	0	0.0001	0.0001	0.0001	0.0009	0.9975
0	0.0014	0	0.0001	0.0001	0.0001	0.0005	0.9978
0	0.0018	0	0	0.0001	0	0.0001	0.998
0	0.0023	0	0	0.0008	0.0011	0	0.9958
0	0.0016	0	0	0.0002	0.0001	0	0.998
0	0.0011	0	0	0.0001	0	0	0.9987
0	0.0008	0	0	0.0001	0	0	0.999
0	0.0006	0	0	0	0	0	0.9992
0	0.0005	0	0	0	0	0	0.9994
0	0.0003	0	0	0	0	0	0.9997
0	0.0004	0	0	0	0	0	0.9995
0	0.0004	0	0	0	0	0	0.9995
0	0.0004	0	0	0	0	0	0.9996
0	0.0003	0	0	0	0	0	0.9997
0	0.0004	0	0	0	0	0	0.9995
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0004	0	0	0	0	0	0.9995
0	0.0003	0	0	0	0	0	0.9997
0	0.0004	0	0	0	0	0	0.9995
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0004	0	0	0	0	0	0.9995
0	0.0003	0	0	0	0	0	0.9997
0	0.0005	0	0	0	0	0.0001	0.9994
0	0.0005	0	0	0	0	0.0002	0.9992
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0003	0.9989
0	0.0006	0	0.0001	0	0	0.0004	0.9988
0	0.0006	0	0.0001	0	0	0.0004	0.9988
0	0.0006	0	0.0001	0	0	0.0004	0.9987
0	0.0007	0	0.0002	0	0	0.0005	0.9986
0	0.0007	0	0.0002	0	0	0.0005	0.9986
0	0.0007	0	0.0002	0	0	0.0006	0.9985
0	0.0007	0	0.0002	0	0	0.0006	0.9985
0	0.0007	0	0.0002	0	0	0.0006	0.9984
0	0.0007	0	0.0003	0	0	0.0006	0.9984
0	0.0007	0	0.0003	0	0	0.0006	0.9983
0	0.0007	0	0.0003	0	0	0.0007	0.9983
0	0.0007	0	0.0003	0	0	0.0007	0.9983
0	0.0007	0	0.0003	0	0	0.0007	0.9982
0	0.0007	0	0.0004	0	0	0.0007	0.9982
0	0.0007	0	0.0004	0	0	0.0007	0.9982
0	0.0007	0	0.0004	0	0	0.0007	0.9982
0	0.0007	0	0.0004	0	0	0.0007	0.9981
0	0.0007	0	0.0005	0	0	0.0006	0.9981
0	0.0007	0	0.0005	0	0	0.0006	0.9981
0	0.0007	0	0.0005	0	0	0.0006	0.9981
0	0.0007	0	0.0006	0	0	0.0006	0.9981
