MV411	chrUn_GL000218v1
E1	E2	E3	E4	E5	E6	E7	E8
0	0	0.0465	0	0.0014	0.004	0.9406	0.0075
0	0.0004	0.0659	0.0002	0.0004	0.0014	0.9245	0.0072
0	0.0004	0.0943	0.0002	0.0003	0.004	0.894	0.0068
0	0.0002	0.135	0.0001	0.0005	0.0377	0.822	0.0045
0	0.0001	0.0892	0.0002	0.0001	0.0042	0.9018	0.0043
0	0.0001	0.0587	0.0002	0	0.0012	0.9357	0.004
0	0.0001	0.0391	0.0002	0	0.0008	0.9561	0.0037
0	0	0.0265	0.0002	0	0.0006	0.9692	0.0035
0	0	0.0184	0.0002	0	0.0005	0.9776	0.0032
0	0	0.0132	0.0002	0	0.0005	0.9831	0.003
0	0	0.0099	0.0002	0	0.0004	0.9867	0.0028
0	0	0.0077	0.0001	0	0.0004	0.989	0.0027
0	0	0.0064	0.0001	0	0.0004	0.9906	0.0025
0	0	0.0055	0.0001	0	0.0004	0.9917	0.0023
0	0	0.0049	0.0001	0	0.0004	0.9924	0.0022
0	0	0.0046	0.0001	0	0.0004	0.9929	0.0021
0	0	0.0043	0.0001	0	0.0004	0.9932	0.002
0	0	0.0042	0.0001	0	0.0004	0.9935	0.0019
0	0	0.0041	0.0001	0	0.0004	0.9937	0.0018
0	0	0.004	0.0001	0	0.0004	0.9939	0.0017
0	0	0.004	0.0001	0	0.0004	0.994	0.0016
0	0	0.004	0.0001	0	0.0003	0.9941	0.0015
0	0	0.0039	0.0001	0	0.0003	0.9942	0.0014
0	0	0.0039	0.0001	0	0.0003	0.9943	0.0014
0	0	0.0039	0.0001	0	0.0003	0.9943	0.0013
0	0	0.0039	0.0001	0	0.0003	0.9944	0.0013
0	0	0.0039	0.0001	0	0.0003	0.9944	0.0012
0	0	0.0039	0.0001	0	0.0003	0.9945	0.0012
0	0	0.0039	0.0001	0	0.0003	0.9945	0.0012
0	0	0.004	0.0001	0	0.0003	0.9945	0.0011
0	0	0.004	0.0001	0	0.0003	0.9945	0.0011
0	0	0.004	0.0001	0	0.0003	0.9945	0.0011
0	0	0.0041	0.0001	0	0.0003	0.9945	0.001
0	0	0.0042	0.0001	0	0.0003	0.9944	0.001
0	0	0.0043	0.0001	0	0.0003	0.9943	0.001
0	0	0.0045	0.0001	0	0.0003	0.994	0.001
0	0	0.0049	0.0001	0	0.0003	0.9937	0.001
0	0	0.0054	0.0001	0	0.0004	0.9932	0.001
0	0	0.0062	0.0001	0	0.0004	0.9923	0.001
0	0	0.0075	0.0001	0	0.0004	0.991	0.001
0	0	0.0096	0.0001	0	0.0004	0.9889	0.001
0	0	0.0128	0.0001	0	0.0004	0.9857	0.001
0	0	0.0177	0.0001	0	0.0004	0.9807	0.001
0	0.0001	0.0254	0.0001	0	0.0005	0.9729	0.001
0	0.0001	0.0375	0.0002	0	0.0005	0.9608	0.001
0	0.0001	0.0562	0.0002	0	0.0008	0.9417	0.001
0	0.0002	0.0852	0.0002	0	0.0036	0.9099	0.001
0	0.0001	0.127	0.0001	0.0001	0.0358	0.836	0.0008
0	0.0001	0.0841	0.0003	0	0.0039	0.9105	0.001
0	0	0.0556	0.0003	0	0.0011	0.9419	0.001
0	0	0.0372	0.0003	0	0.0007	0.9607	0.001
0	0	0.0254	0.0003	0	0.0006	0.9727	0.001
0	0	0.0179	0.0003	0	0.0005	0.9803	0.001
0	0	0.0131	0.0003	0	0.0004	0.9851	0.001
0	0	0.0101	0.0003	0	0.0004	0.9882	0.001
0	0	0.0082	0.0003	0	0.0004	0.9901	0.001
0	0	0.0072	0.0003	0	0.0004	0.9912	0.001
0	0	0.0067	0.0003	0	0.0004	0.9916	0.001
0	0	0.0067	0.0003	0	0.0004	0.9916	0.001
0	0	0.0072	0.0003	0	0.0004	0.9911	0.001
0	0	0.0083	0.0003	0	0.0004	0.99	0.001
0	0	0.0102	0.0003	0	0.0004	0.9881	0.001
0	0	0.0133	0.0003	0	0.0004	0.985	0.001
0	0	0.0181	0.0003	0	0.0004	0.98	0.001
0	0.0001	0.0258	0.0003	0	0.0005	0.9723	0.0011
0	0.0001	0.0378	0.0003	0	0.0005	0.9602	0.0011
0	0.0001	0.0565	0.0003	0	0.0008	0.9411	0.0011
0	0.0002	0.0854	0.0003	0	0.0036	0.9094	0.0011
0	0.0001	0.1271	0.0001	0.0001	0.0359	0.8355	0.001
0	0.0001	0.0841	0.0003	0	0.004	0.9102	0.0013
0	0.0001	0.0555	0.0003	0	0.0011	0.9416	0.0014
0	0	0.0371	0.0003	0	0.0007	0.9605	0.0014
0	0	0.0252	0.0003	0	0.0006	0.9725	0.0014
0	0	0.0177	0.0003	0	0.0005	0.9801	0.0014
0	0	0.0128	0.0003	0	0.0004	0.985	0.0014
0	0	0.0097	0.0003	0	0.0004	0.9881	0.0014
0	0	0.0078	0.0003	0	0.0004	0.9901	0.0014
0	0	0.0066	0.0003	0	0.0004	0.9913	0.0014
0	0	0.0059	0.0003	0	0.0004	0.992	0.0015
0	0	0.0056	0.0003	0	0.0004	0.9922	0.0015
0	0	0.0056	0.0003	0	0.0004	0.9922	0.0015
0	0	0.0059	0.0003	0	0.0004	0.9919	0.0016
0	0	0.0066	0.0003	0	0.0004	0.9911	0.0016
0	0	0.0078	0.0003	0	0.0004	0.9899	0.0016
0	0	0.0098	0.0003	0	0.0004	0.9878	0.0017
0	0	0.0129	0.0003	0	0.0004	0.9846	0.0017
0	0.0001	0.0178	0.0003	0	0.0004	0.9796	0.0018
0	0.0001	0.0255	0.0003	0	0.0005	0.9718	0.0018
0	0.0001	0.0375	0.0003	0	0.0005	0.9597	0.0019
0	0.0002	0.0562	0.0002	0	0.0008	0.9406	0.002
0	0.0002	0.085	0.0002	0	0.0036	0.9088	0.0021
0	0.0002	0.1266	0.0001	0.0002	0.0362	0.8347	0.002
0	0.0001	0.0837	0.0002	0	0.004	0.9091	0.0028
0	0.0001	0.0552	0.0002	0	0.0011	0.9404	0.0029
0	0.0001	0.0368	0.0002	0	0.0007	0.9592	0.003
0	0	0.025	0.0002	0	0.0006	0.9711	0.0031
0	0	0.0174	0.0002	0	0.0005	0.9787	0.0031
0	0	0.0126	0.0002	0	0.0004	0.9836	0.0032
0	0	0.0095	0.0001	0	0.0004	0.9867	0.0032
0	0	0.0075	0.0001	0	0.0004	0.9887	0.0033
0	0	0.0062	0.0001	0	0.0004	0.9899	0.0034
