Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20210722_10_MP9119_S95_R1_001	46.306331380408004	44.0	150.0	9.090909090909092	39674308.0
20210722_10_MP9119_S95_R2_001	48.22260745385518	43.0	150.0	9.090909090909092	39674308.0
20210722_11_MP9119_S96_R1_001	53.662361041723	45.0	150.0	18.181818181818183	26296651.0
20210722_11_MP9119_S96_R2_001	53.162632241528016	45.0	150.0	18.181818181818183	26296651.0
20210722_12_MP9119_S97_R1_001	45.95915325968453	44.0	150.0	9.090909090909092	46476592.0
20210722_12_MP9119_S97_R2_001	46.751859786307406	42.0	150.0	9.090909090909092	46476592.0
20210722_1_MP9119_S86_R1_001	47.69958425282896	44.0	150.0	9.090909090909092	41401429.0
20210722_1_MP9119_S86_R2_001	49.003759166182824	43.0	150.0	9.090909090909092	41401429.0
20210722_2_MP9119_S87_R1_001	48.233451025707296	44.0	150.0	9.090909090909092	39390146.0
20210722_2_MP9119_S87_R2_001	49.81690564418532	43.0	150.0	9.090909090909092	39390146.0
20210722_3_MP9119_S88_R1_001	45.60289158787386	44.0	150.0	9.090909090909092	43369165.0
20210722_3_MP9119_S88_R2_001	47.167856352817026	43.0	150.0	9.090909090909092	43369165.0
20210722_4_MP9119_S89_R1_001	45.504831704689096	45.0	150.0	9.090909090909092	51812312.0
20210722_4_MP9119_S89_R2_001	46.95950505994142	43.0	150.0	9.090909090909092	51812312.0
20210722_5_MP9119_S90_R1_001	43.7614365177187	43.0	150.0	9.090909090909092	24761257.0
20210722_5_MP9119_S90_R2_001	43.768205319466446	42.0	150.0	9.090909090909092	24761257.0
20210722_6_MP9119_S91_R1_001	40.357010378056	42.0	150.0	9.090909090909092	29228263.0
20210722_6_MP9119_S91_R2_001	41.00515721660701	41.0	150.0	9.090909090909092	29228263.0
20210722_7_MP9119_S92_R1_001	44.69312636259782	43.0	150.0	9.090909090909092	37221659.0
20210722_7_MP9119_S92_R2_001	45.39927184066639	41.0	150.0	9.090909090909092	37221659.0
20210722_8_MP9119_S93_R1_001	46.36402467393611	43.0	150.0	9.090909090909092	48547782.0
20210722_8_MP9119_S93_R2_001	45.987313238242486	42.0	150.0	9.090909090909092	48547782.0
20210722_9_MP9119_S94_R1_001	44.14709522036831	43.0	150.0	9.090909090909092	36573129.0
20210722_9_MP9119_S94_R2_001	45.976061683456024	42.0	150.0	9.090909090909092	36573129.0
