,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id
TSPAN6,0.01004404056214996,-0.052713378483873016,7.372800216636657,-0.007149709328204195,0.9942954059144057,0.9999480526725458,TSPAN6
DPM1,1929.0773715866335,-0.058856380739410845,0.07609882452944433,-0.7734203662585879,0.43927364067677355,0.9999480526725458,DPM1
SCYL3,548.5188721292018,-0.09403621303126666,0.08495319464037887,-1.1069179143802388,0.2683294198018212,0.9999480526725458,SCYL3
C1orf112,1107.9609071909044,-0.034652007837930154,0.10787700165301828,-0.3212177508361499,0.7480453811404605,0.9999480526725458,C1orf112
FGR,2859.768420437618,-0.09619828478056744,0.2785328734454565,-0.3453749770739553,0.7298124865370292,0.9999480526725458,FGR
CFH,10.3996689837382,0.11715015304811284,0.6303066764229825,0.1858621484274052,0.8525528661158801,0.9999480526725458,CFH
FUCA2,3283.5097224021292,-0.1141742880896431,0.1245874854566833,-0.9164185926951655,0.3594473872154258,0.9999480526725458,FUCA2
GCLC,395.97966037065646,-0.1306937074426434,0.11003461712860786,-1.1877508265411538,0.23493159277939862,0.9999480526725458,GCLC
NFYA,3192.9287187185373,0.07017894921384903,0.09354800328700395,0.7501918453410599,0.45313916943973104,0.9999480526725458,NFYA
STPG1,119.50923336326713,0.18756508780337902,0.16660646440997331,1.125797180005166,0.2602513780905485,0.9999480526725458,STPG1
NIPAL3,1464.3484040990356,-0.19839225250273718,0.1941489905518764,-1.021855699268892,0.30684920246873343,0.9999480526725458,NIPAL3
LAS1L,4028.9289533062674,0.039475218174180454,0.1063282707433881,0.3712579721102553,0.7104453979567751,0.9999480526725458,LAS1L
ENPP4,0.010925000300689549,-0.052713378483873016,7.372800216636657,-0.007149709328204195,0.9942954059144057,0.9999480526725458,ENPP4
SEMA3F,65.71230867011674,0.15368847595856183,0.22335456304277104,0.6880919461185641,0.49139488192567854,0.9999480526725458,SEMA3F
ANKIB1,1791.8412587722873,-0.005804809291488757,0.051884449599429,-0.11187955806228,0.9109189051327115,0.9999480526725458,ANKIB1
CYP51A1,4983.949508934557,0.6065135757484884,0.24823351061171406,2.4433186891402214,0.01455287999093015,0.9999480526725458,CYP51A1
KRIT1,1837.2651903472683,0.01315403550170246,0.07480597332413103,0.17584204732831424,0.8604180352854245,0.9999480526725458,KRIT1
RAD52,347.29285836520813,-0.010606212377666808,0.08513518952525075,-0.12458082770252187,0.9008554074093911,0.9999480526725458,RAD52
MYH16,0.6744541485348405,-0.9913214103445408,1.4236717331671662,-0.6963131930274412,0.48623271276312063,0.9999480526725458,MYH16
BAD,416.0141085754716,-0.12416539863583372,0.13447156191950335,-0.923358045845864,0.35582064764947774,0.9999480526725458,BAD
LAP3,4515.159429721982,-0.23118159319474127,0.16292664997871223,-1.4189305017009013,0.15591927872254918,0.9999480526725458,LAP3
HS3ST1,0.024829470176391363,-0.09577636034229535,7.372800216636657,-0.012990499881737859,0.989635372218559,0.9999480526725458,HS3ST1
AOC1,255.12361321363423,-1.8647773856221228,0.822912749754052,-2.2660693812065227,0.023447135587616286,0.9999480526725458,AOC1
WNT16,0.6764920166108791,-0.9871055313902493,1.3519247493945992,-0.7301482806881682,0.4652995522220973,0.9999480526725458,WNT16
HECW1,17.691490657504833,0.386034740854657,0.8146888336537128,0.47384317166024004,0.6356117461473789,0.9999480526725458,HECW1
MAD1L1,1409.1318617738214,-0.07811770453915791,0.10181962038504612,-0.7672166154592222,0.44295273562299375,0.9999480526725458,MAD1L1
LASP1,9382.752189053857,-0.2678699952192744,0.16287305618385367,-1.6446550552652401,0.10004096632564509,0.9999480526725458,LASP1
SNX11,1396.7109368150802,0.027884072664625528,0.0993158077223962,0.2807616763543426,0.7788931995701165,0.9999480526725458,SNX11
TMEM176A,3.215432456056189,-0.5355196091295006,1.0003757109216038,-0.5353184841284772,0.5924296468569721,0.9999480526725458,TMEM176A
M6PR,13009.92540148689,-0.04360557724349553,0.0817684764292567,-0.5332810289209875,0.5938390580036519,0.9999480526725458,M6PR
KLHL13,17.512919903475556,0.338210452436434,0.4370245363568493,0.7738935100894899,0.43899376778584404,0.9999480526725458,KLHL13
CYP26B1,4.643777990104778,0.6093138771944581,0.80391644238514,0.7579318509603864,0.4484917814054047,0.9999480526725458,CYP26B1
ICA1,71.27720202596014,-0.23686472883725945,0.23082807297515473,-1.0261521737122263,0.30481986079206436,0.9999480526725458,ICA1
DBNDD1,129.15133955720458,-0.3388320439766886,0.7323186864070507,-0.46268387010454193,0.6435909816423477,0.9999480526725458,DBNDD1
ALS2,721.585560037063,-0.10086253636205673,0.12997832957990268,-0.7759950192316686,0.43775192673995106,0.9999480526725458,ALS2
CASP10,660.3866336622951,-0.08777762393157566,0.19069566164100157,-0.4603021546280555,0.6452993548507453,0.9999480526725458,CASP10
CFLAR,4768.45291940748,-0.30706788718363304,0.28200694579666236,-1.088866397656179,0.2762128061620749,0.9999480526725458,CFLAR
TFPI,0.15872895594483408,-0.48335940058277677,3.8229255980219405,-0.1264370410014981,0.8993859829329122,0.9999480526725458,TFPI
NDUFAF7,771.3247303569647,-0.08238171300070513,0.08089785254045376,-1.0183423961656999,0.30851526701235465,0.9999480526725458,NDUFAF7
RBM5,3550.478219601062,-0.08174672028431147,0.08730762165905606,-0.9363068049607353,0.34911524549014705,0.9999480526725458,RBM5
MTMR7,47.72624953275219,-0.2517131553735362,0.19405546326516182,-1.2971196540320518,0.19459002004121487,0.9999480526725458,MTMR7
