,sum,max,mean,std
ATAC,129320,21.9178,4.491659687905969,3.24314915347788
super_enhancer,923,36.16949159767471,7.159331351091383,20.626333740218218
FLAG_MEF2D,20893,133.33396666666667,4.672256959131385,7.280195488660221
TFAP4,26973,1356.1,9.29053483038594,184.95847218912965
FLI1,51518,512.89,17.467142933343688,481.1716935093239
RUNX1,50746,86.31126666666668,9.335179102899218,35.90900116045198
MAX,66718,115.62594999999999,11.237974882359513,80.22901934662555
LMO2,15175,44.690255,8.004991387973641,21.195977198371708
PLAGL2,13844,1424.57,8.778140770008667,282.73153246439676
FOSL2,4181,367.017,10.745874824204735,126.66044208270692
SP1,23670,684.427,16.240404244233208,461.3385307481991
RXRA,14056,1240.17,7.70227844123506,174.58214654689027
LYL1,11673,100.2916,9.34532629144179,61.09455605585953
FLAG_GFI1,21295,82.7514,6.27323184550364,33.19593416071282
HOXA9,1245,36.84465,7.325489463186078,13.515160747388544
STAT5B,28347,293.23900000000003,6.509302681412495,115.0164709869902
MEIS1,50402,172.9905,11.15775153208206,117.35535206342462
ETV6,6595,80.06743333333334,10.162157358820961,46.345060753347894
ZNF281,16475,3947.19,24.32636194719271,8901.983146525548
MYC,58243,104.63089400000001,6.400404678263033,30.123579530142525
RUNX2,69754,92.29826666666668,10.233553074472317,71.20645082516099
SPI1,74445,211.9045333333333,15.79413753011843,180.73456476048594
ZMYND8,21331,45.17605,7.913848227753706,16.056792708443965
IRF8,56308,259.9731033333333,11.754560961782898,187.78146418261625
ZEB2,7780,466.2070000000001,7.845507780944728,233.5011969947244
GATA2,9889,191.227,17.743685439899554,411.0212149170755
E2F3,14726,598.145,11.779049151161212,156.73323369271083
MYB,24088,125.9535,9.083629387599636,59.46739955953373
SREBF1,4107,645.24,7.351560236182128,178.97038854623682
CEBPA,50015,124.68678599999998,11.202451885884393,76.51659436267876
MEF2C,18676,84.65211833333333,5.58024582105376,11.96175625285082
MLL_KTM2A,32837,42.65197,6.185853141273563,9.544940092095002
MYBL2,313,35.3844,9.259419968051116,22.852307915659928
POLII,31738,94.57036,3.9665317986025466,9.479622570209095
PSER2,25835,59.9647,7.922728342945615,48.97585461084031
RARA,5066,343.55300000000005,8.188526466640347,81.83770127688132
SMC1,46013,113.1052,12.30916455762502,105.40226698289842
WDR5,598,42.44566,9.13027106354515,49.28699265387085
JUND,3155,63.0745,5.734851357554147,7.56185366428115
LDB1,87,36.391169999999995,9.642864137931038,46.580578760024544
MED1,32906,29.56706,3.9079995741231164,1.807215187831406
IKZF1,28568,75.8411,7.545748453864465,20.569348912136345
FOXP1,41721,78.395,7.184509317479151,21.118417727357905
GSE1,583,60.617729999999995,8.41137932532876,28.294015280902297
AFF4,3106,96.5899,6.398390350933675,24.095468865031535
BRD4,43781,31.243145000000002,4.268409717430696,2.9641817018093675
CDK13,78,75.1149,8.438256153846156,83.98463790671227
IRF2BP2,9705,17.629533333333335,4.653059556752778,2.0293187256580087
CDK9,45516,65.1886,6.047131236927673,11.415238353353582
CEBPB,51489,224.03301000000002,17.680888743615142,350.2990448366311
CTCF,23534,96.6001,19.40825823914337,129.49449536437933
ELF2,35129,114.3269,13.04827337805422,125.84109689806266
H3K18,58078,44.7757,7.908607956098587,35.309528556125656
H3K27ac,63139,18.188991666666663,4.196291349515098,3.185852796634998
H3K27me3,6633,16.9388,3.7672188734358505,0.9124676062376086
H3K36me2,67796,20.5205,3.8511942809185915,1.4627331738291385
H3K36me3,17629,14.5761,3.536001999960629,0.9362499134470268
H3K4me1,51561,5.40321,2.9753227338489965,0.11599651487231634
H3K4me3,23648,29.194000000000003,11.597417761624863,34.63911786931625
H3K79me2,29221,16.2274,5.031330995292441,6.112494212983558
H3K9ac,45597,20.8734,5.271429751707853,10.377444529549653
promoter,13284,1.0,1.0,0.0
