,IRF8,RUNX1,HOXA9,FLI1,TFAP4,MAX,FLAG_MEF2D,ZEB2,PLAGL2,RUNX2,SP1,FOSL2,CEBPA,RXRA,E2F3,ZMYND8,ETV6,GATA2,ZNF281,FLAG_GFI1,SPI1,LYL1,MEIS1,MYB,MEF2C,MYC,SREBF1,LMO2,STAT5B,AFF4,BRD4,CDK13,CDK9,CEBPB,ELF2,FOXP1,GSE1,IKZF1,JUND,LDB1,MLL_KTM2A,MYBL2,PSER2,RARA,WDR5,IRF2BP2,POLII,cohesin,mediator,promoter,super_enhancer,open regions,H3K18,H3K27ac,H3K27me3,H3K36me2,H3K36me3,H3K4me1,H3K4me3,H3K79me2,H3K9ac
CEBPB,0.0,0.0,1.5245277332067942e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.778337327981439e-299,0.0,0.0,0.0,0.0,0.0,1.2939121068964837e-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21864467778876356,0.0,0.0,0.0,0.0,8.552804485839189e-10,0.0,0.0,1.0,0.0,1.0273078430804782e-31,1.242679913865673e-268,0.0,1.3627985029318813e-129,0.0,0.0,0.0,0.0,0.0,6.777811945362111e-103,1.0,0.0,0.0,0.02425496470018679,0.0,0.34041945695649833,0.0,0.0,0.0,0.0
ELF2,0.0,0.0,7.194662265673834e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6009755488840086e-93,8.392533229438861e-250,0.0,0.0,0.0,0.0,2.5342936476567015e-119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.431548756708181e-25,0.0,0.0,0.0,0.0,6.091377482603022e-08,0.0,0.0,1.0,3.011855984532e-311,6.828153361899955e-67,0.0,0.0,2.529610791632581e-196,0.0,0.0,0.0,0.0,0.0,5.554213025598313e-65,8.065410916937155e-07,0.0,0.0,1.0,3.0921609397953322e-260,1.6363473970766334e-07,0.0,0.0,0.0,0.0
FOXP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3194215363533608e-08,0.0,0.0,0.0,0.0,2.952263753393514e-60,0.0,0.0,1.0,0.0,2.3706717142542444e-102,9.43929761820319e-154,0.0,1.6975432369423806e-144,0.0,0.0,0.0,0.0,0.0,8.222933708350786e-71,3.52802982120074e-20,0.0,0.0,1.4518772313223425e-39,1.3717305614244503e-17,1.025681641395411e-47,0.0,0.0,0.0,0.0
GSE1,2.2406406253379616e-11,9.795237961049912e-21,2.0564668916687153e-77,5.45730690108902e-10,3.600214460931144e-08,3.086741682424997e-06,4.8677007763106416e-30,7.961228373879365e-41,1.6472253765568898e-12,2.7805006353790695e-08,3.9929311304487165e-08,2.1390777991694972e-16,2.978508266925566e-16,3.186185005769591e-20,2.6606058503478772e-14,3.1123665939758416e-28,1.9256983554450611e-53,5.240723352994443e-93,0.001287783671032967,8.905440924781438e-129,1.0,3.073288002045516e-93,1.4176022869907472e-08,5.710021967354411e-26,3.1811616772936585e-24,1.3677590042448987e-09,2.2225836935730653e-22,0.0006496269248413829,1.3351198931992687e-25,1.1922517753697451e-42,4.4057212348135124e-15,1.7035192714012219e-43,8.854924025855412e-18,0.0034962870921098348,0.00108137496186809,1.608174453464309e-26,0.0,2.9707899442354757e-13,2.3838023591790044e-62,1.9534289201109758e-97,1.0,1.42468916503666e-72,0.38767710194334537,1.4210372012658982e-32,0.0005864476908226207,1.1219714077846737e-87,1.0,1.0,6.669201457065911e-13,1.0,1.0,1.0,1.0,0.4550135043177722,9.359005853816981e-59,8.772678323100805e-12,1.0,1.0,1.0,1.596114431905512e-05,1.003034235359401e-07
IKZF1,0.0,0.0,3.2180112525685325e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6861362318996206e-187,0.0,0.0,0.0,0.0,0.0,2.01917361072619e-195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8999902626723767e-08,0.0,0.0,0.0,0.0,6.94850387106093e-23,0.0,0.0,1.0,0.0,3.604415128543876e-27,5.497619784805243e-172,0.0,2.1850059376738653e-97,0.0,0.0,0.0,0.0,0.0,2.1513440060766378e-71,1.0,0.0,0.0,1.0,5.980953905100825e-167,7.822640866879718e-06,0.0,0.0,0.0,0.0
JUND,9.174292976115226e-206,2.662087880368091e-244,3.0622021700056083e-277,2.331395866951645e-226,0.0,1.0003213608375393e-179,0.0,2.206314462285999e-252,2.399568759025971e-203,2.204378583391772e-178,0.0,0.0,5.354274072698743e-223,5.786230184651664e-301,2.2725138546884638e-219,0.0,0.0,6.54585471682354e-128,1.74583613513623e-95,9.806320174467917e-114,4.9477513133416e-81,0.0,1.2551868087725857e-297,0.0,0.0,1.5528746887842018e-180,1.9636795770026087e-234,0.0,7.039740202551967e-268,4.6672075843575125e-78,3.347982143857566e-309,4.44376788260322e-34,3.1901051126134416e-180,8.9711681889382e-162,2.135865722435009e-173,0.0,1.0299844854146392e-68,6.349209126604591e-274,0.0,8.88885005292797e-25,2.0220407428003375e-162,1.7271519969890343e-96,0.01939163295981247,2.4258226004678385e-236,9.321334992612733e-11,0.0,7.705936483457318e-74,2.9028251763936184e-97,0.0,2.2926863810096118e-11,0.002738199628137816,0.3539361953649333,2.110856107164109e-68,6.470375227839088e-113,7.682652403017756e-08,1.0,0.004223286430120377,8.352667370566214e-117,3.1941710459126307e-48,1.112335209261166e-08,1.9305699341301245e-44
LDB1,1.0,1.0,1.9707989915854223e-29,1.0,1.0,1.0,0.0015430690117292888,2.8222906330433455e-14,1.0,1.0,1.0,0.2480752200928014,1.0,0.6427982376031738,1.0,1.0,6.018216731766296e-10,1.49772953621039e-29,1.0,1.0,1.0,9.782593401118135e-09,1.0,1.0,0.029910795172903966,1.0,1.2081211461140582e-06,1.0,1.0,2.817652065077266e-30,1.0,2.1234028714825834e-37,1.0,1.0,1.0,1.0,3.015846194153832e-85,1.0,7.612839958355153e-21,0.0,1.0,6.748478225278267e-26,1.0,2.885830278539982e-05,1.0,1.8992837971098006e-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003186566512817671,1.0,0.0013271344667232514,1.0,1.0,1.0,1.0
MLL_KTM2A,0.0,0.0,2.995209969966823e-95,0.0,8.274311839173287e-297,0.0,7.879299776298622e-152,6.603222765812605e-105,3.744042152257458e-18,0.0,7.48485949117628e-34,1.8075144029005013e-179,0.0,3.2172920922169423e-149,2.634585665295978e-09,0.0,1.1977798857634045e-153,6.63337123546e-313,0.6126666599011066,4.1587111305514924e-107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.604187459186794e-72,0.0,2.4783352593149963e-28,0.0,1.0,0.0,0.0,7.385712558596581e-300,0.0,1.0,0.0,1.739091288744995e-289,1.0,0.0,5.0024048509865505e-06,1.0,3.0428989190631966e-93,0.1288036669012984,6.566921202478991e-255,5.0720655120708686e-110,2.048427384377237e-09,0.0,1.071080480143774e-205,1.8619967603798405e-67,1.0,0.0,0.0,0.0,8.735637020141053e-107,0.11567759601690351,0.0,3.218486720698028e-54,7.270604745965701e-291,4.658887880535729e-256
MYBL2,5.334548491876378e-07,3.731528589984904e-13,9.482480262520455e-65,6.965269332104544e-11,2.186627196663641e-37,2.2118780702582636e-10,3.943903068876345e-80,2.71306198718111e-54,1.9765156707954005e-69,6.03623115466679e-11,6.709511654230472e-55,2.6161186723576163e-11,1.0,5.206369479178772e-49,2.0620359072104243e-97,1.2581891273361263e-55,2.1087544078662027e-39,9.869198078235991e-15,1.552813831906237e-46,1.3874410477435224e-16,1.0,2.3262801159096856e-23,4.3577603319800926e-07,2.644375988301588e-43,1.36965570336531e-39,3.812752880714278e-15,1.8498918904169652e-85,1.393077067710165e-79,2.3048455946627182e-38,9.623225041107676e-94,5.230104017784586e-23,2.3178300985603054e-41,4.605590109292067e-25,6.87587841587026e-11,5.597519161223062e-30,5.253040303796044e-37,1.757879244858141e-70,7.733002720193581e-15,9.279506938512802e-83,4.79942843961976e-27,0.0009599939269755615,0.0,1.2258039246621838e-14,6.170986450586117e-54,2.3024252617355075e-24,8.949522495107417e-91,2.289508783871869e-17,1.0172023958614264e-14,1.7170972742365578e-43,1.9211961173620976e-73,1.0,1.0,1.9310211465442477e-07,1.1281795148544301e-08,1.0,1.0,0.34235036334111,3.5901656056481613e-09,1.4756540007897125e-50,2.787630515274692e-30,1.2251396123445851e-14
PSER2,1.284899692536914e-07,5.394989878391452e-162,1.0,1.0238600413376759e-90,0.0,5.755088915047345e-95,0.0,1.420996501894711e-193,0.0,3.119162210333325e-31,0.0,1.0,1.7331816110706577e-09,0.0,0.0,0.0,3.354289149089627e-228,0.011379465804700386,0.0,1.3796990537860302e-52,0.01822354187579225,1.0,1.3106344932279915e-16,3.933642071564364e-246,1.6261144335712702e-66,1.0139009664714472e-137,0.0,0.0,0.0,0.0,0.0,0.7513057092112365,0.0,2.7280971227249407e-177,0.0,7.250850797554941e-120,0.02043059564021352,9.943622776887537e-165,0.0003156446339361857,1.0,1.0,2.430586201307687e-25,0.0,1.391182629080857e-183,6.439001865068274e-83,0.0,0.0,4.7331251225e-313,0.0,0.0,1.8274274382497466e-129,1.722738443338927e-29,0.0,0.0,1.6280553368880664e-188,8.30008703691057e-95,0.0,1.0,0.0,0.0,0.0
RARA,6.897723509862984e-221,0.0,1.0791040947749527e-36,3.09122678e-315,0.0,2.897582159416524e-222,0.0,0.0,0.0,3.5290356410410105e-204,0.0,0.0,2.095367642702026e-74,0.0,0.0,0.0,0.0,1.454319539710521e-56,0.0,0.0,2.8625200326421288e-108,0.0,7.160979769172463e-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.703701520559025e-26,0.0,0.0,0.0,0.0,6.825020360034726e-37,0.0,1.5576169127516104e-249,2.1216042187894355e-06,4.898787702525953e-59,7.425675531499807e-65,6.056775919339158e-127,0.0,3.1196874459881534e-67,0.0,0.0,1.1747815384474838e-259,0.0,0.0,3.062376083907463e-23,0.05321419153626566,9.910186973684565e-261,4.0234277371180003e-218,4.257618920640433e-11,4.762674934238088e-24,1.0,2.8618145386847055e-39,0.0,1.2470895831554672e-179,2.6106918367986744e-288
WDR5,3.648354943906712e-21,5.017441859089364e-49,0.06291686629484013,3.3344539703079444e-47,2.0678672200511746e-75,5.569355923833762e-32,5.845981203706389e-146,2.2642066656123956e-48,5.282519314580316e-144,2.3455202842861126e-24,1.4008514130723806e-136,0.12601840271714707,1.0,3.827534412882287e-104,6.193116356289394e-179,5.894368723949459e-139,4.3154178157334335e-76,1.0,4.2633609261515076e-98,3.332664424958073e-29,2.287276045915441e-12,0.12747534414622472,2.198066588336517e-22,1.261514612010137e-70,2.0407775879106637e-32,6.479384823624575e-42,2.0297797934206556e-73,1.238028467185339e-169,3.896994723781971e-92,6.035292735425224e-86,9.248974748888634e-69,7.705879281439738e-16,7.996817737526252e-64,8.305238574563934e-43,4.540733120887603e-83,5.377536621899148e-57,0.0005829568128766645,2.7252046528283922e-52,4.789099012577909e-10,1.0,1.0,7.720284871244898e-25,1.9928841589005753e-47,2.4511179989011768e-58,0.0,2.5875182853642692e-89,1.238542034927668e-53,1.1313382007659102e-65,2.4792711026506294e-96,1.388264684566262e-162,1.0,1.0,1.1879368955035404e-41,2.7517560639576337e-30,1.0,0.0006650210567080034,0.003932253952289207,0.00020596814300485248,1.481225341508546e-133,7.139873878654806e-76,3.0293585150644405e-63
IRF2BP2,0.0,0.0,3.546211638595515e-192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069216265905455e-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.198706779721912e-41,0.0,0.0,0.0,0.0,1.2794804193586189e-115,0.0,0.0,1.8271109107457888e-34,1.6450720777562493e-172,1.7292256266653313e-130,3.106496219493577e-259,0.0,1.2231687114118135e-117,0.0,0.0,0.0,0.0,0.0,5.795125003389355e-50,6.244039087523582e-13,0.0,0.0,7.847958041576084e-18,1.1152461678404108e-50,1.0,1.1400166113444182e-144,0.0,0.0,0.0
POLII,0.0,0.0,2.3166953766097067e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7962044354633545e-64,1.079539517345988e-33,0.0,0.0,0.0,0.0,4.7312760842082165e-27,0.0,0.0,3.01417157280232e-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23521349690649532,0.0,0.0,0.0,0.0,1.0,0.0,4.0927478490732825e-122,1.0,3.460753756658824e-108,4.739237401756837e-34,0.0,0.0,2.57335917179905e-107,0.0,0.0,0.0,0.0,0.0,1.586541497938561e-111,6.199379844187283e-57,0.0,0.0,2.1437141411584496e-82,5.598390513655768e-166,0.0,4.5052470037605875e-54,0.0,0.0,0.0
cohesin,4.091576179423753e-269,0.0,1.3624458252277877e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69915065345852e-52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2762335071530962e-131,0.0,0.0,0.0,2.624080312638367e-295,0.0,0.0,0.0,0.0,0.0,0.0,2.2708742227901418e-07,0.0,0.0,0.0,0.0,1.0,0.0,3.3698511690705767e-211,1.0,1.0718305335182515e-11,1.81566090503068e-38,0.0,0.0,8.218144672294068e-195,0.0,0.0,0.0,0.0,0.0,4.800904028055604e-82,1.879023251398505e-25,0.0,0.0,2.808608699498779e-230,6.932076317374286e-119,1.0,2.16005631177469e-09,0.0,0.0,0.0
mediator,0.0,0.0,1.0072633965996797e-125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.185604419727709e-302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3541676295305224e-15,0.0,0.0,0.0,0.0,6.099082688505178e-24,0.0,0.0,1.0,0.0,4.1389312065517e-99,0.0,0.0,6.555727868479336e-224,0.0,0.0,0.0,0.0,0.0,2.09413860286921e-158,3.012494234465206e-18,0.0,0.0,1.050325546633941e-15,1.4644236423958586e-233,1.0,0.0,0.0,0.0,0.0
promoter,3.632247708080262e-177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.942257837795359e-32,0.0,0.0,0.0,0.0,0.0015772147834264782,0.0,0.0,1.3990161362004554e-152,0.017515671111436246,2.434060052584769e-280,0.0,1.568975043797013e-208,0.0,0.0,0.0,0.0,0.0,0.0,7.126169110585102e-11,0.0,0.0,0.0,0.0,1.0,0.0,1.231276560931073e-13,1.0,1.0381849611731905e-165,8.170901009759229e-113,0.0,0.0,3.158989597069026e-252,0.0,0.0,0.0,0.0,0.0,5.69079050268312e-18,4.731979172159417e-19,0.0,0.0,0.0,1.4461258881586904e-119,1.0,6.620934167526167e-232,0.0,0.0,0.0
super_enhancer,1.719843685277084e-14,1.1323392458065562e-32,1.0,2.12567097032923e-26,1.92585693804654e-40,1.2627410835146067e-23,7.183903368014403e-46,1.208136915980193e-25,4.5239274233977897e-41,2.1250895233830446e-14,3.1190624132983847e-50,0.00015997803078789347,9.024191356353563e-22,7.306110133908625e-47,8.565289815695477e-32,1.4769016975971483e-50,1.5763762114552212e-20,1.0040116737845845e-20,4.5671979086371274e-41,3.3265170364009173e-19,7.517674477722779e-10,7.898249526913874e-28,1.3296589683608236e-23,7.444518090224626e-41,2.814448299329242e-27,2.726607621557302e-29,7.03182743533391e-17,8.687433190448019e-64,2.4765316861123455e-40,3.460318850902463e-33,6.861522511395068e-63,1.0,1.7889731866864175e-41,2.557616188042997e-38,9.45630982024798e-34,1.282092426874636e-32,1.0,2.2739234043199847e-41,0.005871363724561484,1.0,1.9808827308174874e-36,1.0,4.027238268281998e-75,4.202828011364131e-21,1.0,5.626527838153776e-41,4.658921969486253e-59,9.722715635145086e-35,8.297151095096458e-79,4.758383988614516e-14,0.0,1.0,4.021723056119203e-55,1.948615911033898e-70,0.0016541488340553968,1.6192949307474485e-33,2.0262031246072405e-63,8.345838970476842e-27,1.633972495877204e-30,2.070530667766761e-39,7.068047339906842e-64
open regions,1.3089657416419786e-107,6.663699159395002e-75,0.09185298794435635,1.0,1.0576608919734066e-155,2.6399253684799765e-10,4.061680544116209e-284,1.975848978913351e-34,1.3484888670838038e-306,4.71526551739847e-19,0.0,5.710373235074898e-07,8.048765204789035e-34,4.5644134131722504e-185,0.0,0.0,2.8883081843315156e-121,2.9265492214463185e-16,1.2204819494520328e-68,1.0,3.954260026374556e-16,3.811812935739684e-173,3.0738981771499434e-18,5.535847222469543e-299,2.8453864478289235e-54,1.1031986344389917e-73,4.0990119729930307e-78,0.0,5.687220089762921e-198,2.8900291478127333e-11,6.017892591261799e-161,1.0,1.46054741008416e-184,2.098540582421989e-09,1.5190814964294305e-74,5.205552724862344e-181,7.728026073942293e-09,3.647807185446062e-05,2.336886948392915e-50,0.0004060894434377453,0.07919249870192532,1.0,0.0,1.6957592211141294e-58,8.242323908992096e-13,7.474940586937746e-229,0.0,1.1730911861937143e-212,3.0346264484935015e-191,2.810818000958437e-309,7.145874845441084e-61,0.0,8.488155925487337e-10,1.0,3.6763360924406605e-19,1.0,3.6356986504842045e-22,7.912597068545192e-74,1.2954499876895438e-07,2.0599625482051367e-38,1.0
H3K18,0.0,0.0,4.8894228574521735e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9349549169338645e-102,2.256402917964201e-253,0.0,0.0,0.0,0.0,2.7753603899104454e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13196420628434258,0.0,0.0,0.0,0.0,0.001273571532355353,0.0,1.4785119483427628e-181,1.0,0.0,5.008865460977852e-25,0.0,0.0,2.887274164958453e-150,0.0,0.0,0.0,0.0,0.0,1.0298021632129568e-184,1.0,0.0,0.0,1.9795553252655023e-20,0.0,1.0294640570302006e-56,0.0,0.0,0.0,0.0
H3K27ac,0.0,0.0,3.378875651408507e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.957360619094515e-107,0.0,0.0,0.0,0.0,0.0,8.185566737674584e-138,0.0,3.309153e-318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730888980585076,0.0,0.0,0.0,0.0,3.3456971297852714e-05,0.0,0.0,1.0,0.0,1.2252215505368606e-32,0.0,0.0,1.4494118585637734e-114,0.0,0.0,0.0,0.0,0.0,1.083917604395e-312,1.0,0.0,0.0,2.8121079945114573e-168,0.0,1.6298914375742278e-73,0.0,0.0,0.0,0.0
H3K27me3,1.0092957256040931e-22,1.0,1.0,1.0,1.0,3.853439365280576e-12,1.0,1.0,1.7345967351805103e-16,1.0,5.141466622073324e-60,2.338466189340842e-13,7.2113529104151215e-71,0.0029336870388438356,1.164302839445124e-41,1.0,0.05437274579360703,0.7943773771844593,4.314388317580293e-56,7.004546227868155e-121,1.0689066210887427e-27,0.3917550447574973,1.0395318537278368e-13,1.431099416381181e-07,2.4858807414246585e-45,2.7123411385677965e-17,1.0,4.873901887590444e-44,0.3958987479660642,1.0,1.900019002927991e-11,0.00014136422017406225,1.0,1.0,1.0,4.191082113571118e-25,2.2817144546541166e-70,1.0,3.7109588978578395e-08,2.2087300690806246e-05,4.219412945065071e-260,1.0,8.303010033527363e-157,2.6953848501994148e-11,1.0,3.495809503779844e-17,8.450711341535529e-62,5.243760101949526e-118,9.079203604158133e-11,0.0,0.0009082044735475869,1.0,1.9574521516009362e-08,2.4749832108261665e-85,0.0,3.406934476423789e-102,2.769999533758225e-58,3.6058638270426175e-260,1.42769402309487e-309,9.00825e-319,1.0532149702117883e-77
H3K36me2,1.0,2.446616483418997e-277,3.035330566739731e-05,4.4212835702095507e-212,0.0,0.0,3.626309678495727e-151,2.0357097660921597e-191,0.0,7.697130961794072e-53,0.0,0.08246903995720105,1.0,4.961174810880579e-297,1.4884174576151466e-288,5.819292254361323e-289,2.0574369699479688e-59,0.00011546614527740337,0.0,5.200977283292453e-49,1.1409340758640553e-28,6.247839683412359e-108,1.0246478827331606e-20,6.203667538032311e-129,0.49570772164522564,0.0,3.397278743752906e-32,0.0,0.0,1.9952829517839822e-20,0.0,1.0,0.0,0.0,0.0,1.6440524988086865e-27,1.984683266505144e-27,0.0,1.0,1.0,2.7827646729895277e-190,1.0,1.7076841761340003e-188,2.5924451290796493e-68,3.958252958490177e-16,2.461546050003188e-131,1.913481044871695e-304,8.428788351672978e-172,0.0,8.330756235073109e-300,5.721883023053471e-129,1.0,0.0,0.0,2.9301605047460183e-212,0.0,6.712317078378373e-22,5.985319447213779e-145,0.0,6.911572342025428e-299,0.0
H3K36me3,4.745166191737678e-53,4.5470222205858024e-08,1.0,1.0593217187742548e-26,1.0,1.1713815017367542e-11,0.3129812657672301,1.0,1.0,7.241841744590058e-35,1.0,1.0196649664275071e-05,1.8213362954773313e-20,1.0,0.005409899912340516,7.152793477309629e-07,1.0,0.014437038087163125,0.4355341378942733,8.457590227121977e-13,2.5741333946480493e-44,4.252285744100285e-08,1.21017565454185e-44,1.2944932063061174e-10,2.831085958851179e-17,2.6286449822368843e-24,1.0,0.01739592539688012,0.8597924860097724,6.158439953167621e-28,1.0,1.0,1.0,1.0,1.6420139543283072e-05,1.204702430881389e-34,0.20458489810319797,8.722577346030785e-05,0.00037589329329014247,4.096416995843263e-06,0.6064853039818815,0.029624426687406093,0.0,1.0,7.677819161492722e-05,1.0,0.0,1.0,1.0,1.0,9.343903129158115e-92,1.0,6.0136151846373446e-30,1.3153544901947723e-35,1.1957522390224159e-65,3.372690586251994e-09,0.0,1.0,1.0,0.0,4.470314875248696e-102
H3K4me1,0.0,0.0,3.858258700809229e-102,0.0,3.675249912361107e-225,0.0,6.756134930529494e-140,2.6125287359571485e-149,0.00024560948380251485,0.0,2.6530266094369643e-27,5.4285306645361665e-77,0.0,1.1867254882324585e-127,2.0511846308341392e-34,0.0,2.752144637018433e-193,0.0,1.0,9.284369242500762e-75,0.0,0.0,0.0,0.0,0.0,0.0,1.4643045568073495e-07,3.780734403580172e-67,0.0,3.3883092139287525e-112,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.900242290672716e-289,1.0,0.0,8.075910149336607e-17,1.0,9.552597230830992e-84,6.46623832762176e-10,1.376902588770961e-292,9.5371665618395e-74,2.4325949597189914e-10,0.0,0.0,2.0139125285714749e-69,1.8499569073394576e-11,0.0,0.0,0.0,7.383931291056119e-110,1.0,0.0,1.100884436359132e-115,1.8336250871518503e-267,0.0
H3K4me3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65777646300091e-07,1.0,0.0,0.0,0.0,0.0,0.013036739090500725,0.0,0.0,5.590478792049586e-299,7.862291209906457e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0855801934690123e-14,0.0,0.0,0.0,0.0,0.7005239830524859,0.0,1.4093630770199076e-68,1.0,4.244040167279957e-48,1.8388749945187655e-94,0.0,0.0,3.3563646663282458e-264,0.0,0.0,0.0,0.0,0.0,3.3593273958792464e-47,1.0,0.0,0.0,0.0,1.2670518199193015e-193,1.0,2.4311175252279635e-80,0.0,0.0,0.0
H3K79me2,3.774571443052226e-110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4815422127799204e-257,0.0,1.0,6.270107269641774e-18,0.0,0.0,0.0,0.0,0.019242288169857173,0.0,5.458530840758012e-117,8.891706078674825e-106,1.0,9.857327530601437e-212,0.0,7.971564228625755e-205,7.091932806410801e-269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.685625750540291e-08,0.0,9.546668901467705e-14,1.0,2.6752987469377664e-274,1.5746078731378669e-59,0.0,1.8637282849780017e-280,9.340784048918795e-152,0.0,0.0,2.338251972257411e-297,0.0,0.0,1.6243128780881055e-68,0.004582717123485947,0.0,0.0,0.0,1.3451950146142178e-156,0.0,3.763696933119572e-186,0.0,0.0,0.0
H3K9ac,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6930394731769175e-40,3.7859544656285457e-25,0.0,0.0,0.0,0.0,6.487907997648957e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382653755361938,0.0,0.0,0.0,0.0,5.724021036055892e-14,0.0,5.609376764253801e-91,1.0,2.325323347e-315,8.614906445376558e-38,0.0,0.0,3.292281096398868e-183,0.0,0.0,0.0,0.0,0.0,2.030182745072253e-163,1.0,0.0,0.0,2.0780119518321402e-147,0.0,1.0316257059851664e-158,2.91774265640433e-296,0.0,0.0,0.0
