,IRF8,RUNX1,HOXA9,FLI1,TFAP4,MAX,FLAG_MEF2D,ZEB2,PLAGL2,RUNX2,SP1,FOSL2,CEBPA,RXRA,E2F3,ZMYND8,ETV6,GATA2,ZNF281,FLAG_GFI1,SPI1,LYL1,MEIS1,MYB,MEF2C,MYC,SREBF1,LMO2,STAT5B,AFF4,BRD4,CDK13,CDK9,CEBPB,ELF2,FOXP1,GSE1,IKZF1,JUND,LDB1,MLL_KTM2A,MYBL2,PSER2,RARA,WDR5,IRF2BP2,POLII,cohesin,mediator,promoter,super_enhancer,open regions,H3K18,H3K27ac,H3K27me3,H3K36me2,H3K36me3,H3K4me1,H3K4me3,H3K79me2,H3K9ac
IRF8,1.0,0.580341307689276,0.7397590361445783,0.6035948600489149,0.6236606977347718,0.5386852123864624,0.7337864356483033,0.7241645244215938,0.7332418376191852,0.5538607104968891,0.6476130122517956,0.6206649127003109,0.5302009397180846,0.7070290267501423,0.6942143148173299,0.777788195583892,0.8588324488248673,0.5732632217615532,0.5865250379362671,0.5761915942709557,0.6179998656726442,0.7316028441703075,0.594698623070513,0.7270840252407837,0.6789462411651317,0.5589684597290662,0.825663501339177,0.746490939044481,0.6809186157265319,0.6996136509980683,0.622987140540417,0.717948717948718,0.627208014764039,0.517799918429179,0.639870192718267,0.6823901632271518,0.6312178387650086,0.681111733408009,0.842472266244057,0.39080459770114945,0.577641075615921,0.6677316293929713,0.39798722663054,0.7400315831030398,0.7207357859531772,0.846676970633694,0.5188102589955259,0.4715841175320018,0.6688141980185984,0.5548027702499247,0.5969664138678223,0.38719455613980824,0.4859327111815145,0.4985191403094759,0.28448665762098596,0.37369461325151926,0.2940609223438652,0.5489420298287465,0.5698156292286874,0.4588823106669861,0.4879926310941509
RUNX1,0.5230162676706684,1.0,0.7317269076305221,0.6362242323071547,0.7286916546175806,0.6017416589226295,0.8382711913080936,0.7949871465295629,0.8389916209188096,0.6223442383232503,0.7867765103506549,0.6319062425257116,0.5012696191142657,0.8102589641434262,0.8420480782289828,0.9015986123482256,0.8950720242608037,0.5457579128324401,0.7066464339908953,0.636863113406903,0.48087850090670964,0.8646449070504584,0.5985079957144558,0.8047160411823314,0.6628828442921396,0.622632762735436,0.8570732895057219,0.8923887973640857,0.7536952763960914,0.7987765614938828,0.717137571092483,0.8461538461538461,0.695799279374286,0.6365243061624813,0.6650345868086197,0.6924090985355097,0.6638078902229846,0.6993139176701204,0.824405705229794,0.45977011494252873,0.5868380180893504,0.7092651757188498,0.443158505902845,0.805763916304777,0.8578595317725752,0.895414734672849,0.5807234230260255,0.5552995892465172,0.7443931197957819,0.7303523035230353,0.656554712892741,0.3471311475409836,0.5719549571266228,0.5394447172112323,0.35323383084577115,0.4029146262316361,0.30273980373248627,0.49337677702139215,0.6910098105548038,0.5067588378221143,0.5858938088032107
HOXA9,0.01635646799744264,0.017952153864343987,1.0,0.016712605303000894,0.017498980461943425,0.015018435804430588,0.028143397310103863,0.02930591259640103,0.01567466050274487,0.01599908248989305,0.018377693282636248,0.03970342023439369,0.018214535639308208,0.020702902675014227,0.016908868667662637,0.026862313065491538,0.037604245640636844,0.03306704419051471,0.011289833080424886,0.019441183376379432,0.01242528040835516,0.04394757131842714,0.02263799055593032,0.03541182331451345,0.029074748340115655,0.015813059080061122,0.03433162892622352,0.021812191103789128,0.017356334003598265,0.023824855119124275,0.0185925401429844,0.2948717948717949,0.01614816767730029,0.013109596224436287,0.014404053630903243,0.02435224467294648,0.15780445969125215,0.018482217866143937,0.11347068145800317,0.3218390804597701,0.01854615220635259,0.21725239616613418,0.006464099090381266,0.029609159099881564,0.028428093645484948,0.0452344152498712,0.011910013233348038,0.010844761263121292,0.020148301221661703,0.005871725383920506,0.020585048754062838,0.008598824621094958,0.010606425841110231,0.01274964760290787,0.007990351273933364,0.0067113104017936165,0.006863690509955188,0.015573786388937375,0.00942997293640054,0.0077683857499743336,0.008904094567625063
FLI1,0.5522483483696811,0.6459031253694872,0.691566265060241,1.0,0.6785674563452341,0.5949968524236338,0.8124730771071651,0.8269922879177378,0.8545218145044785,0.5732717836969923,0.8062103929024081,0.5912461133700072,0.523742877136859,0.7721969265793966,0.837158766807008,0.9007547700529746,0.9698256254738438,0.5374658711699869,0.67247344461305,0.5938483212021601,0.536301967895762,0.8275507581598561,0.6069402007856831,0.7827548987047492,0.6598307988862712,0.5979774393489347,0.8536644752860969,0.8949588138385502,0.7328465093307934,0.7743077913715389,0.6878554624152029,0.6282051282051282,0.6798049037701028,0.599273631261046,0.818981468302542,0.6973945974449318,0.5711835334476844,0.7365233828059368,0.8120443740095087,0.27586206896551724,0.5357980327070073,0.6837060702875399,0.42097929165860265,0.7686537702329254,0.8561872909698997,0.8675940236991242,0.5757136555548554,0.5421293982135483,0.7596486962863915,0.7439777175549533,0.6294691224268689,0.3404345808846273,0.5646027755776714,0.5483932276406025,0.32926277702397105,0.3999940999468995,0.28634636110953543,0.5167277593529993,0.7108846414073072,0.5003935525820472,0.5696866021887405
TFAP4,0.29874973360801305,0.3873211681708903,0.3791164658634538,0.35527388485577854,1.0,0.3368506250187356,0.5685636337529316,0.5555269922879177,0.679789078301069,0.3062906786707572,0.5525559780312632,0.6192298493183449,0.2440067979606118,0.6457029026750142,0.6784598669020779,0.5933617739440251,0.6153146322971949,0.27707553847709576,0.5468285280728377,0.394317915003522,0.26483981462824907,0.5702047459950312,0.3329034562120551,0.5024493523746264,0.4404047976011994,0.3627217004618581,0.8536644752860969,0.6364415156507414,0.5357180654037464,0.7301996136509981,0.4252986455311665,0.6282051282051282,0.40625274628701996,0.37019557575404455,0.42022260810156853,0.4014764746770212,0.3241852487135506,0.412034444133296,0.6158478605388272,0.3448275862068966,0.26528001949020924,0.6485623003194888,0.2899941939229727,0.7112120015791552,0.657190635451505,0.7698093766099948,0.39551956645031194,0.3560950166257362,0.4998176624323831,0.5450165612767239,0.4322860238353196,0.18990102072378595,0.33768380453872376,0.31235844723546463,0.16312377506407358,0.22901056109504986,0.1686425775710477,0.23176431799228098,0.4764039242219215,0.3145682899284761,0.36813825470973965
MAX,0.6382752006819635,0.7911362471918969,0.8048192771084337,0.7705462168562445,0.8332035739443147,1.0,0.9208347293351841,0.8984575835475579,0.9154146200520081,0.7133641081515039,0.9462610899873257,0.7818703659411624,0.6147555733280016,0.8800512236767217,0.9446557109873692,0.9774975387933055,0.9316148597422289,0.6156335322075033,0.8222154779969651,0.7013853017140174,0.6035462421922224,0.9146748907735801,0.7331256696162851,0.894304217867818,0.745288070250589,0.8304517281046649,0.8948137326515705,0.9715980230642504,0.8449218612198822,0.8676754668383774,0.8513053607729381,0.8205128205128205,0.8103304332542403,0.77587445862223,0.842039340715648,0.8199707581313966,0.6620926243567753,0.8361103332399888,0.9232963549920761,0.6551724137931034,0.6620275908274202,0.8338658146964856,0.5378749758080124,0.8509672325305961,0.9247491638795987,0.958887171561051,0.6977755372109143,0.7598287440505944,0.8867987601045402,0.883619391749473,0.7605633802816901,0.44575471698113206,0.7454113433658184,0.7027827491724608,0.518920548771295,0.5356953212578913,0.3958817856940269,0.6229708500610927,0.8892929634641408,0.6096985045001883,0.7616729170778779
FLAG_MEF2D,0.2722703701072672,0.34513065069168014,0.472289156626506,0.329496486664855,0.4404033663292923,0.2883629605203993,1.0,0.5555269922879177,0.6686651256862178,0.27748946296986554,0.5852555978031263,0.2980148289882803,0.21973407977606718,0.5909220261809903,0.7194078500611164,0.660494116543997,0.688855193328279,0.2674689048437658,0.5281942336874051,0.356186898332942,0.22573712136476592,0.4365630086524458,0.3019523034800206,0.5159415476585852,0.45470122081816233,0.3254983431485329,0.8232286340394448,0.7496540362438221,0.48647123152361804,0.7778493238892467,0.38941549987437474,0.6923076923076923,0.37692240091396434,0.3163782555497291,0.41119872470039,0.4016921933798327,0.38593481989708406,0.39810277233267993,0.5629160063391442,0.41379310344827586,0.19133903827998905,0.8115015974440895,0.2702535320301916,0.6466640347414133,0.7842809364548495,0.6996393611540443,0.39520448673514397,0.3305804881229218,0.49866285783747644,0.6324902137910268,0.37703141928494044,0.15130683575626352,0.2915561830641551,0.2862731433820618,0.13251922207146088,0.16770900938108443,0.12672301321685858,0.17447295436473303,0.5320957374830853,0.3385236644878683,0.33320174572888567
ZEB2,0.10005683029054487,0.12188152760808733,0.18313253012048192,0.12488838852439924,0.16023430838245653,0.10476932761773435,0.20686354281338248,1.0,0.23410863912164115,0.09709837428677925,0.21305449936628643,0.13513513513513514,0.08959312206338099,0.21819863403528741,0.23305717778079588,0.22774365946275374,0.28991660348749054,0.09556072403680857,0.17311077389984825,0.13519605541206856,0.08400832829605749,0.18804077786344556,0.10824967263203841,0.1812105612753238,0.15683229813664595,0.11474340264066069,0.2975407840272705,0.24355848434925864,0.17356334003598264,0.24887314874436575,0.13937552819716315,0.46153846153846156,0.13017400474558397,0.12305540989337528,0.14910757493808535,0.13448862683061288,0.24013722126929674,0.16049425931111733,0.24817749603803488,0.40229885057471265,0.077717209245668,0.3929712460063898,0.09432939810334817,0.24772996446900908,0.25752508361204013,0.2686244204018547,0.12574831432352385,0.12374763653750027,0.1732510788306084,0.19858476362541402,0.15926327193932827,0.05427621404268481,0.11031715968180722,0.09951060358890701,0.05005276647067692,0.07105138946250517,0.055930568948891035,0.07373790267838094,0.16462280108254398,0.10899695424523459,0.11557777923986227
PLAGL2,0.1802763372877744,0.22888503527371615,0.1742971887550201,0.22962847936643505,0.3489044600155711,0.18994873947060764,0.44306705595175416,0.4165809768637532,1.0,0.1745993061329816,0.42501056189269115,0.286534321932552,0.11006697990602819,0.49466420034149117,0.5837973652044004,0.4464863344428297,0.5604245640636846,0.13186368692486602,0.432412746585736,0.2563042967832825,0.1526764725636376,0.27405122933264797,0.18217531050355146,0.3249335768847559,0.28453630327693297,0.21853269920848858,0.7421475529583638,0.5304118616144975,0.3806752037252619,0.6509980682549903,0.27217286037322125,0.6410256410256411,0.26298444503031904,0.21559944842587736,0.31244840445216204,0.2444332590302246,0.21783876500857632,0.2721576589190703,0.31378763866877973,0.22988505747126436,0.10625209367481804,0.6006389776357828,0.2090961873427521,0.5789577575996842,0.6237458193979933,0.47470376094796496,0.283225155964459,0.23843261686914569,0.34735306631009544,0.4981180367359229,0.27518959913326113,0.10217290442313641,0.21140535142394712,0.1928918734854844,0.1281471430725162,0.128370405333648,0.09064609450337512,0.09732161905316034,0.3904769959404601,0.2357551076280757,0.2478233217097616
RUNX2,0.6861192015344179,0.8554565877113467,0.8963855421686747,0.7761947280562134,0.7920883846809773,0.7458257142000659,0.9264346910448475,0.8705655526992288,0.8797312915342387,1.0,0.8845796366708915,0.7428844773977518,0.703368989303209,0.8725099601593626,0.9075784327040608,0.9743565702498711,0.9434420015163002,0.7018909899888766,0.7454931714719272,0.7384832120216013,0.6332057223453557,0.9260687055598389,0.7710209912305067,0.9156011291929591,0.7994217177125723,0.7470253936095325,0.8926223520818115,0.9477429983525535,0.8275302501146505,0.840952994204765,0.8006897969438798,0.7051282051282052,0.7937868002460673,0.735574588747111,0.7769933673033675,0.8855492437861029,0.7169811320754716,0.8025763091570989,0.9549920760697306,0.45977011494252873,0.7079209428388707,0.8753993610223643,0.517785949293594,0.8628108961705487,0.8896321070234113,0.9529108706852139,0.668032012099061,0.6537500271662356,0.8491156627970583,0.8067600120445649,0.7172264355362947,0.46788586452211567,0.6752642997348394,0.6576442452367,0.46464646464646464,0.4966074694672252,0.38663565715582277,0.6771203041058164,0.7916948579161028,0.6156873481400362,0.6709651950786236
