,IRF8,RUNX1,HOXA9,FLI1,TFAP4,MAX,FLAG_MEF2D,ZEB2,PLAGL2,RUNX2,SP1,FOSL2,CEBPA,RXRA,E2F3,ZMYND8,ETV6,GATA2,ZNF281,FLAG_GFI1,SPI1,LYL1,MEIS1,MYB,MEF2C,MYC,SREBF1,LMO2,STAT5B,AFF4,BRD4,CDK13,CDK9,CEBPB,ELF2,FOXP1,GSE1,IKZF1,JUND,LDB1,MLL_KTM2A,MYBL2,PSER2,RARA,WDR5,IRF2BP2,POLII,cohesin,mediator,promoter,super_enhancer,open regions,H3K18,H3K27ac,H3K27me3,H3K36me2,H3K36me3,H3K4me1,H3K4me3,H3K79me2,H3K9ac
IRF8,0.0,1.2299215138226929,2.26944369933611,1.368841207464018,1.4909637388620305,0.9859272787246528,2.2250125095250883,2.1547458437478078,2.2209930463247542,1.0742653516151652,1.6402076773614636,1.4725781236706639,0.9367317557476318,2.033248068047255,1.945096599163361,2.5696782372925955,3.367204548653603,1.1880876263542781,1.2666290825548276,1.2053727680177708,1.4562697351039189,2.2089276562661984,1.3154000148600968,2.1759016112725127,1.8427188132083092,1.104121402717253,3.0059156478905735,2.3203237919157815,1.8557942899946904,1.9819755444589233,1.4868250071903644,2.1101596595497063,1.512809507745135,0.8649991991023736,1.5914986048760524,1.8655776109977178,1.5376054625969517,1.8570768266169486,3.1812597038432875,0.0,1.2139401556543095,1.7691557700691898,0.16516438637142866,2.2714868361609755,2.130076122744445,3.2274735964479024,0.8708374794752045,0.5980776568089621,1.7762010048690826,1.079766731991507,1.3289860535925253,0.09986591143886409,0.6810356954213856,0.7536906154151309,-0.5683813214641035,0.0,-0.5011922508543742,1.0455772986268572,1.1677764389100425,0.5244181455672948,0.6929311448333888
RUNX1,1.1268617546329882,0.0,2.441548949361953,1.8004318763684488,2.4193210410063237,1.5893856591624769,3.367786359093577,2.949163169245455,3.375466630470372,1.714587002103924,2.877533503268467,1.773583232952572,1.0012727065807392,3.08829734621316,3.408363116722336,4.189680727452986,4.086550396844797,1.2587457576059917,2.2622940208541458,1.8044158295363104,0.8835461884648491,3.669304593188006,1.5699452621351846,3.036852342648937,1.969449866628095,1.7163583162935485,3.578089018448562,4.045790126385252,2.607483053049675,2.982939638376936,2.336095336865084,3.453377616671252,2.187593612132792,1.8023027114162473,1.9833632336312963,2.1645578514318924,1.9754259100631566,2.2116281235414963,3.2250545159277575,0.0,1.500200829280081,2.2805672241853645,0.6645020820693559,3.046491959727434,3.587370077503307,4.091822447663178,1.4638949874314653,1.31437858955208,2.5360840490705683,2.431462840242811,1.9287809513674983,0.0826336058408434,1.4120849153128319,1.2220467758921831,0.0,0.42648294702274087,-0.20967275757069176,0.9557225984802086,2.1550911585904595,1.0329521412146703,1.4945844307245122
HOXA9,1.0079232047126325,1.1445611719708677,0.0,1.0395210434719726,1.1070095060126937,0.8828353807857015,1.8082505741959438,1.8683726009741677,0.9454965029689717,0.9755270527947701,1.178985202509271,2.321980795113515,1.1658799495068333,1.3542839895966277,1.0566525181428112,1.7391371363398977,2.2404628192753626,2.0481757713216555,0.0,1.2617094092777759,0.605586045398545,2.4748912450617717,1.486050418017243,2.1505155430914704,1.8566040140449032,0.9583816557135019,2.104208026341213,1.431220757280959,1.094991445966568,1.5615249636291253,1.1960691907069751,5.660327878703621,0.9891269511176864,0.6839309132174551,0.8216760951266502,1.5938919245252483,4.502108377913587,1.1873210266317353,3.952276874959332,5.842837508867031,1.1923970138877653,5.0689505384190365,0.0,1.8836751262944866,0.0,2.518471798673354,0.5437301213897694,0.406998878760568,1.3142923332976062,0.0,0.0,0.0,0.37459158969049927,0.6432389355337059,0.0,0.0,0.0,0.9360342098562335,0.0,0.0,0.0
FLI1,1.2637196378715623,1.8282748839147087,2.126008119602255,0.0,2.0390774308761563,1.516050109124636,3.0763234646784365,3.2181387189689885,3.5154156781469332,1.3870029564156514,3.017766372749014,1.4936275391548022,1.0982192417315126,2.7222827937527074,3.3231363960271287,4.1431659112062205,5.96743079586325,1.1777145189333615,1.9989666079050692,1.5091770748845,1.170961136046207,3.223777209728363,1.587906756366978,2.810338179340878,1.9169447875529924,1.533915783343164,3.50549029297492,4.051967370905091,2.4169433906236595,2.7396517375733485,2.1009924199222842,1.7178300419142032,2.047270748489919,1.5416986423423331,3.1387946000595175,2.165638635968302,1.3746952753357422,2.4441575885023954,3.0722676587222097,0.0,1.1680378401115201,2.0732115592481044,0.501235514233912,2.693381507224614,3.534836438224469,3.673153066799085,1.401414378798519,1.2047984976683979,2.6212889544936417,2.5000912274921525,1.725643031445198,0.0,1.3360052033575471,1.2412448265180192,0.0,0.3761032255459317,-0.35636159094045333,1.057669454249844,2.259071408130317,0.9633722988293706,1.365881911122557
TFAP4,0.9795003797340343,1.5488917108510694,1.4988108122876795,1.3507375889433966,0.0,1.2332674677937427,2.608666403735594,2.5322535700679114,3.29655703425018,1.0310625588717384,2.514905790959298,2.912046996207148,0.5790404466181411,3.07640323356758,3.2877570258652846,2.7556585119280896,2.8881377125434056,0.8269268077871477,2.481523833825922,1.5912908849373633,0.7375537568915488,2.618322862227481,1.2077006487482593,2.224627154014076,1.8649389581685065,1.3974318912526835,4.754881466899039,3.0183328498902475,2.416965167942139,3.646890858093563,1.7761561778492985,2.9672212158383218,1.6630209972147756,1.443876128219719,1.7461470709789617,1.634399865177674,1.1506829716153821,1.6975256700558015,2.8913885689630794,0.0,0.7408138759369705,3.0944685705112023,0.9186855603553747,3.5107612491389895,3.149397769603846,3.9521645429842076,1.5985457922138422,1.35590679741687,2.209440136785767,2.4705404436511076,1.8173143015355813,0.11764183717922781,1.2386452190342476,1.0720381861217514,0.0,0.4591954002227449,0.0,0.48160186177858133,2.0742233791470714,1.086852677306736,1.4311311169540946
MAX,1.170284407345768,2.2723623536165394,2.3948526124392493,2.098676220551664,2.6715789740288067,0.0,3.891000996237497,3.4963662200481553,3.786943426976777,1.6664176817648682,4.489197661589692,2.1927419704523463,1.0252371466621388,3.2261673817714716,4.444280585827063,5.791936682808173,4.118977200315597,1.0305876564914016,2.5603851253900554,1.582920341582325,0.9573100332972466,3.7732151090126824,1.8088982988472257,3.431846197132824,1.8999299580153894,2.643198553638339,3.4396393552974422,5.447294619391437,2.7968209239427204,3.0640732968080067,2.86832240217844,2.5436434007922175,2.446020436127378,2.1425144890510315,2.76532066718512,2.538339523690958,1.3214035406615259,2.701966760550315,3.9404250717155755,0.0,1.3209841922696375,2.678464601278614,0.569985979198552,2.864472335815873,3.970280896754854,4.894698858384723,1.558140902402363,2.0126091150223235,3.3207153157993003,3.2755727117022886,2.018422983762951,0.0,1.9008669559879527,1.5925592476079353,0.46023681161071334,0.5573391996786886,-0.2587628706949412,1.0754869118480135,3.3569101705237228,0.9945053394381118,2.027227016064258
FLAG_MEF2D,1.2292313775899892,1.723529435687901,2.4875167248231596,1.622612130893943,2.302032153039387,1.3443382039797862,0.0,2.96935514352635,3.660587754844759,1.2670083018504312,3.144438259414848,1.411537505335712,0.8193866943930846,3.1781858560148195,4.005929194741451,3.607703074981045,3.794208514758813,1.194075116360345,2.8104694409484035,1.7935864547769322,0.869414147442379,2.2795295476309985,1.438589002182061,2.7396202983431066,2.385465892313144,1.5964221530873455,4.867002503206751,4.229895693263518,2.569503330846374,4.455546127968672,1.9987132822324492,3.817518941751437,1.9224496288178026,1.536046101546747,2.1296489342777134,2.072796476988751,1.9775593542619052,2.0512176867867717,3.0126030651452504,2.1450935997799414,0.5681902256629106,4.753635577719449,1.2145120904498288,3.5195697097985144,4.509810797401247,3.86750963135336,2.0337458293401065,1.6296849126236992,2.639877568446437,3.430854431014488,1.9231192903261154,0.1598280501778943,1.366714413889858,1.329614210795419,0.0,0.3364661129829299,0.0,0.40528187610455135,2.833066415293389,1.6811610845564753,1.6467395724362857
ZEB2,1.0414711809428494,1.3615493175068987,2.0532714762741424,1.401657745256712,1.8206816592661876,1.1154423729266296,2.2715957366554758,0.0,2.5005238347983902,0.993435662352179,2.3254442188444,1.532413520854263,0.8654338570161638,2.369325390804205,2.492050347485157,2.4488165039373455,2.9181349112485844,0.9679514722321455,1.9544868702652987,1.5331653813981048,0.7637552086322781,2.1001237047570203,1.1682082476205486,2.034659972978031,1.7838885209143338,1.2628009415670485,2.9711583922527853,2.5755251215934,1.9590434283470783,2.616839437907549,1.5840788346384387,3.9880930046304526,1.4701999772874481,1.377307821839901,1.6978622277464188,1.524416823600979,2.548605554356849,1.8234669301504707,2.6114656287119375,3.639328724770775,0.6415822487917783,3.5831443229751927,0.947278364870406,2.608003181992867,2.682856100311696,2.7654634344415125,1.4129758139286848,1.3865399668926153,1.955900504152749,2.197690424292959,1.8102449286161373,0.0,1.1988515167606753,1.0326983067516178,0.0,0.5018214049063774,0.0,0.5595432339621272,1.8672218294491512,1.1793428842216682,1.2746142079546439
PLAGL2,1.1320837947911528,1.5646885702962412,1.07293807845065,1.5707586065345214,2.4169741786349013,1.2246083277929105,2.9870328207173378,2.831075927579996,0.0,1.075964569694805,2.880974633501581,2.000875325653622,0.3016963633121485,3.2862184994090717,3.8051929967112277,3.007008479041937,3.6674208185547097,0.5981371305416299,2.9245782559551436,1.7801566230824049,0.8445762266336904,1.9115892589518324,1.1505472274857964,2.2621267638722453,1.9867455641816094,1.4786750553012145,4.842171708701034,3.4927284670484267,2.6148757851969417,4.216429635749192,1.8979387631500728,4.153512662917169,1.830293796680495,1.4537743324044479,2.1791613871176527,1.6888927976737267,1.472806067807473,1.8978280512758992,2.1881448005529336,0.0,0.24463470757254124,3.9058159622155992,1.397675902149144,3.7765045006164333,4.046262024238249,3.1709076197820583,1.9774408006178712,1.6416213095166372,2.407111488741352,3.306150947639807,1.9198336813307537,0.1815864129480124,1.4177393718307174,1.2520417981187126,0.5507280394416243,0.5536088538726137,0.0,0.0,2.674568282241385,1.6202654171135906,1.7152517802006915
RUNX2,1.362628089942532,2.7995774087367145,3.347279679782368,2.0285602369402187,2.1640766859342855,1.7874060781080057,3.888977397562462,2.9841169357892503,3.1051872214801364,0.0,3.1724798771010874,1.7651067932869131,1.479997923694779,3.009172682977608,3.5301064890028804,5.482174316031759,4.294516482655578,1.469792627901211,1.7848763962746115,1.7320471851289965,1.022088785023105,3.881247776819492,1.9859404138050831,3.673809263511282,2.2291769841552926,1.7965503343558171,3.2897418483587995,4.415185262042745,2.4968543291366543,2.636957573338188,2.240613479391279,0.0,2.1790005126679772,1.710396438119279,2.035201287059468,3.186231162949834,1.5754225412115015,2.257729070352424,4.6416234614662155,0.0,1.5116149626929756,3.0470154874747126,0.33706775132507466,2.8872641185512333,3.2452739395191705,4.573260950819043,1.243258734344025,1.151310766716226,2.726903655803829,2.296131532358408,1.5771670336137678,0.0,1.2905719116631547,1.1761967245014058,0.0,0.21480777503446696,-0.4313839813756051,1.3028010831309365,2.1606316512007337,0.9143030742754109,1.2623833562974207
