,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
PHC2,0.10978520286396182,0.09777015437392796,0.07096774193548387,0.04520396912899669,0.041811846689895474,0.04265041888804265,0.04605776736924278,0.058823529411764705,0.03905540417801998,0.020539906103286387,0.02535211267605634,0.019933554817275746,0.031446540880503145,0.04,0.03869047619047619,0.008611410118406888
EEF1A1,0.08095238095238096,0.0733235077376566,0.0330672748004561,0.025439127801332527,0.02,0.02564102564102564,0.03212290502793296,0.02900107411385607,0.02526799387442573,0.030369961347321922,0.018030513176144243,0.024017467248908297,0.024890190336749635,0.018268467037331215,0.02922077922077922,0.009764503159103963
EEF1A2,0.008368200836820083,0.012738853503184714,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0,0.005988023952095809,0.0045045045045045045
EEF1B2,0.0199479618386817,0.0176017601760176,0.008905852417302799,0.009746588693957114,0.0015527950310559005,0.0035460992907801418,0.0027816411682892906,0.002403846153846154,0.0,0.0043975373790677225,0.007849293563579277,0.0015082956259426848,0.009708737864077669,0.0043541364296081275,0.007836990595611285,0.002457002457002457
EEF1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1G,0.013424585417215057,0.02016285381930981,0.01192924722336487,0.008558558558558558,0.008415841584158416,0.005900865460267506,0.0049884881043745204,0.003205128205128205,0.006196377502383222,0.004996876951905059,0.005095541401273885,0.002366863905325444,0.012269938650306749,0.004895960832313341,0.00546448087431694,0.0014566642388929353
EEF2,0.017281428971925188,0.017284464806330696,0.011449253951839267,0.008808122015669186,0.007289984832917462,0.006998614857476124,0.007267712720360777,0.007270569033311076,0.0068480121742438655,0.00576874043855176,0.0051033426894615975,0.004684975767366721,0.007629427792915531,0.007083521153969992,0.009102232442272684,0.003526525605642441
EIF2D,0.029239766081871343,0.045112781954887216,0.027522935779816515,0.011235955056179775,0.010526315789473684,0.0078125,0.0,0.0,0.03225806451612903,0.012195121951219513,0.0,0.023809523809523808,0.02040816326530612,0.0,0.0,0.0
EFNA3,0.18292682926829268,0.13636363636363635,0.08333333333333333,0.14285714285714285,0.029411764705882353,0.046511627906976744,0.1,0.0625,0.05405405405405406,0.014492753623188406,0.0,0.0,0.05128205128205128,0.029411764705882353,0.08888888888888889,0.08
EFNA4,0.1797752808988764,0.21428571428571427,0.1702127659574468,0.075,0.13043478260869565,0.08333333333333333,0.13043478260869565,0.06666666666666667,0.03225806451612903,0.06363636363636363,0.0,0.0,0.03225806451612903,0.06976744186046512,0.01818181818181818,0.018518518518518517
EFNA5,0.29411764705882354,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
EFNB1,0.06885245901639345,0.0749063670411985,0.024096385542168676,0.008695652173913044,0.011494252873563218,0.02,0.013513513513513514,0.012195121951219513,0.0051813471502590676,0.00909090909090909,0.008547008547008548,0.0,0.0,0.01282051282051282,0.012738853503184714,0.022727272727272728
EFNB2,0.5,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGF,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELSR3,0.03970223325062035,0.06451612903225806,0.029069767441860465,0.013888888888888888,0.026490066225165563,0.031818181818181815,0.0182648401826484,0.008333333333333333,0.009615384615384616,0.01090909090909091,0.005747126436781609,0.005263157894736842,0.026490066225165563,0.013333333333333334,0.045454545454545456,0.012244897959183673
CELSR2,0.03731343283582089,0.019011406844106463,0.007692307692307693,0.008849557522123894,0.0,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.005813953488372093,0.0
MEGF6,0.07692307692307693,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGF8,0.03068450039339103,0.035860655737704916,0.025297619047619048,0.012096774193548387,0.02522935779816514,0.012857142857142857,0.0093603744149766,0.014534883720930232,0.0,0.0043975373790677225,0.0016366612111292963,0.001557632398753894,0.010395010395010396,0.01026694045174538,0.011862396204033215,0.0068775790921595595
MEGF9,0.13171690694626476,0.11588785046728972,0.06477732793522267,0.041499330655957165,0.03172205438066465,0.026281208935611037,0.03945111492281304,0.03271028037383177,0.023784901758014478,0.0220949263502455,0.011834319526627219,0.009817671809256662,0.018691588785046728,0.012024048096192385,0.03745928338762215,0.011450381679389313
EGR1,0.2893258426966292,0.2996632996632997,0.24812030075187969,0.22784810126582278,0.10576923076923077,0.21481481481481482,0.34210526315789475,0.13432835820895522,0.3511111111111111,0.302496328928047,0.29118773946360155,0.23692307692307693,0.330188679245283,0.3300970873786408,0.4267515923566879,0.39285714285714285
EGR2,0.0,0.5,0.2,0.0,0.0,0.0,0.6,0.0,0.2857142857142857,0.0,0.2857142857142857,1.0,0.0,0.0,0.5,0.0
EGR3,0.2535211267605634,0.2990353697749196,0.1830065359477124,0.14814814814814814,0.08759124087591241,0.14285714285714285,0.12101910828025478,0.1,0.2,0.10588235294117647,0.34782608695652173,0.20689655172413793,0.26,0.16666666666666666,0.2692307692307692,0.15384615384615385
EHHADH,0.028368794326241134,0.017543859649122806,0.020833333333333332,0.0,0.027777777777777776,0.03333333333333333,0.0,0.018867924528301886,0.0,0.0,0.03260869565217391,0.0,0.0,0.012658227848101266,0.0,0.0
EIF1AX,0.040195064282547655,0.04108175061932287,0.01207783493625587,0.011227353916815515,0.008315565031982943,0.007637474541751527,0.007995262066923305,0.006433453960595094,0.005727012408526885,0.009044782704610633,0.0033048746901679976,0.006264094211976948,0.0037926675094816687,0.008038106579339089,0.005747126436781609,0.0037313432835820895
EIF2S1,0.059243986254295534,0.06001165274810643,0.029972211194918618,0.021222014925373133,0.012200435729847494,0.01922207146087743,0.012373737373737374,0.01775147928994083,0.007188894397620228,0.009045051313271874,0.005866536299193351,0.00697623719206453,0.010411244143675169,0.012478235635519443,0.016434540389972146,0.006389776357827476
EIF2B1,0.060534591194968554,0.06611570247933884,0.034258712344949795,0.015408320493066256,0.007686932215234102,0.02169751116783663,0.02208835341365462,0.01597051597051597,0.012836970474967908,0.009597806215722121,0.008447043534762833,0.005975013579576317,0.004608294930875576,0.00846740050804403,0.012030075187969926,0.009821428571428571
EIF2S3,0.017172734686045955,0.019167803547066847,0.006904213951273708,0.005954631379962193,0.003535092257285739,0.0031759656652360514,0.004068117313150426,0.0023603461841070024,0.002666989938174324,0.0045091032839884295,0.0010122595883477674,0.0020580366330520683,0.0022170218007143737,0.003397200706617747,0.0047726701833710125,0.002780174479915636
EIF4A1,0.09480069324090121,0.10039467192895905,0.056216392374124166,0.05309364548494983,0.038104310550130985,0.04185375240538807,0.0457526545908807,0.04297520661157025,0.03056622682478704,0.028337139298318454,0.023464276298444504,0.023089840470193114,0.03454038997214485,0.027549668874172185,0.04766986837424404,0.01666407101697555
EIF4A2,0.2603331276989513,0.2656671664167916,0.12962962962962962,0.101,0.07872244714349977,0.08468085106382979,0.10108303249097472,0.09154383242823895,0.06809549647314161,0.058143488609316556,0.047619047619047616,0.03831084022638224,0.04129530600118835,0.044444444444444446,0.05559065066329753,0.018906699547883273
EIF4B,0.025581049974010544,0.02315342380607065,0.010967866076582644,0.010056772100567721,0.004470834788683199,0.005163077698022919,0.008066156036060462,0.006715228773048031,0.005490903130634322,0.006599208095028597,0.004045671131888879,0.004772510340439071,0.0044725072349381745,0.006011282715250162,0.006032591664055155,0.0020352781546811396
EIF4E,0.05008347245409015,0.04642313546423135,0.030061892130857647,0.007070707070707071,0.008152173913043478,0.00496031746031746,0.008978675645342313,0.010752688172043012,0.008429926238145416,0.006289308176100629,0.007957559681697613,0.0008032128514056225,0.0018885741265344666,0.009911894273127754,0.002257336343115124,0.005988023952095809
EIF4EBP1,0.013335093741748086,0.011926947446887812,0.007571345369831101,0.010869565217391304,0.005550621669626998,0.0058215962441314556,0.006807470762785826,0.007890961262553802,0.00985525100092393,0.007981516488132745,0.009575923392612859,0.006099885627144491,0.012804626187525816,0.008980866848887154,0.012727798669366503,0.003983071944236993
EIF4EBP2,0.028522274538210792,0.027709054923305294,0.013205194042990243,0.013391637059305822,0.004793289394847214,0.005709436000308618,0.008231158364057274,0.0057519640852974185,0.006788744975435463,0.00440242494226328,0.004654983570646221,0.00374838936394518,0.00661455201443175,0.005601092896174864,0.007367645510998842,0.002363693665300977
EIF4G1,0.05619146722164412,0.06166219839142091,0.05787278415015641,0.03106332138590203,0.024320457796852647,0.0249609984399376,0.03276955602536998,0.03820960698689956,0.016755210461789946,0.01154797910365686,0.01402439024390244,0.009763617677286743,0.014473684210526316,0.010173548773189706,0.01743955608402695,0.011090573012939002
EIF4G2,0.04207176948912851,0.036720367203672034,0.01302430519946672,0.012217611802674043,0.006946637196084623,0.008754208754208754,0.012478590653290923,0.00757719265012313,0.005178430710345604,0.006467624276152516,0.004671473545242205,0.004344048653344918,0.005556742893780722,0.005593385214007782,0.007641921397379912,0.003725917848055253
EIF5,0.21038008446321405,0.2011917829700486,0.1025108552010572,0.06405933917734322,0.05464256368118324,0.060847671002937476,0.06712687455367769,0.05718585402558315,0.032740437588540845,0.034004764998917046,0.020595643799081347,0.020276378664600286,0.033148241628807,0.024976700838769805,0.04430961573818717,0.014826498422712935
EIF5A,0.02640813656099447,0.02646076794657763,0.021204089360090876,0.01850387474300174,0.01197411003236246,0.014433516413335037,0.017233009708737864,0.010752688172043012,0.009296148738379814,0.006418969944117203,0.004964766175528507,0.006641760066417601,0.009121313469139556,0.007633587786259542,0.00857792476229847,0.004531722054380665
CELA1,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.031088082901554404,0.032665181885671864,0.0128928283642224,0.01725790987535954,0.010572687224669603,0.00532319391634981,0.006785411365564037,0.008141112618724558,0.010934393638170975,0.015394912985274432,0.010089686098654708,0.0045662100456621,0.010498687664041995,0.006720430107526882,0.013245033112582781,0.003898635477582846
ELAVL1,0.07346286931062018,0.0790128180600727,0.038569424964936885,0.028050490883590462,0.01608430393788131,0.017839195979899497,0.02340308370044053,0.01948051948051948,0.010931450694602596,0.00863754889178618,0.006683168316831683,0.005571605447791993,0.009763313609467455,0.007973014412756822,0.013279132791327914,0.002201673271686482
ELAVL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELF1,0.08859622867404969,0.08369098712446352,0.03232323232323232,0.030144927536231884,0.013394919168591224,0.022817460317460316,0.02389705882352941,0.013961605584642234,0.015349630471859011,0.015463917525773196,0.020113460546673543,0.012444444444444444,0.01769406392694064,0.009602194787379973,0.026851098454027666,0.00939306358381503
ELF2,0.26498002663115844,0.29558541266794625,0.23848238482384823,0.15350877192982457,0.06050955414012739,0.08943089430894309,0.08754208754208755,0.15789473684210525,0.0718232044198895,0.04725897920604915,0.0641025641025641,0.02696078431372549,0.085,0.08849557522123894,0.08016877637130802,0.02564102564102564
ELF4,0.10560392944853762,0.10188457008244994,0.07047925896093435,0.060209424083769635,0.04695222405271829,0.04990524320909665,0.05820476858345021,0.05986560781918143,0.03735224586288416,0.035239122617763394,0.027005559968228753,0.02654232424677188,0.046919163369135104,0.042279411764705885,0.060711188204683436,0.021688613477924088
ELK1,0.060453400503778336,0.06542882404951371,0.035075653370013754,0.02158894645941278,0.030723488602576808,0.02389572773352643,0.028875379939209727,0.022377622377622378,0.015293118096856415,0.0086687306501548,0.0032258064516129032,0.009512485136741973,0.008143322475570033,0.0069084628670120895,0.02004008016032064,0.009398496240601503
ELK3,0.21065675340768278,0.16036036036036036,0.061224489795918366,0.06796116504854369,0.03865979381443299,0.05263157894736842,0.04710144927536232,0.027149321266968326,0.021912350597609563,0.019287833827893175,0.02880658436213992,0.006956521739130435,0.022364217252396165,0.027972027972027972,0.03187250996015936,0.03349282296650718
ELK4,0.08535340648124522,0.0890646492434663,0.03524921418949259,0.02231899836690256,0.017543859649122806,0.01691542288557214,0.023745918670228554,0.02072072072072072,0.010814058275758487,0.006142215922513584,0.0033100404560500183,0.008595139300533492,0.009425878320479864,0.007656458055925432,0.01483679525222552,0.005287896592244419
EML1,0.15,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMD,0.046511627906976744,0.017241379310344827,0.011111111111111112,0.005747126436781609,0.0,0.020512820512820513,0.005434782608695652,0.021739130434782608,0.012875536480686695,0.006134969325153374,0.011428571428571429,0.0,0.009708737864077669,0.005128205128205128,0.0036231884057971015,0.0
MARK2,0.11801632140615191,0.10873015873015873,0.06174496644295302,0.07234726688102894,0.027552674230145867,0.05263157894736842,0.052562417871222074,0.07493540051679587,0.04232164449818621,0.026508226691042046,0.025179856115107913,0.012269938650306749,0.03046594982078853,0.0430327868852459,0.046948356807511735,0.019572953736654804
EMP1,0.029051000645577793,0.02867383512544803,0.014989293361884369,0.011056511056511056,0.014754098360655738,0.01918649270913277,0.007047768206734534,0.007894736842105263,0.018151815181518153,0.011778563015312132,0.001876172607879925,0.011945392491467578,0.018427518427518427,0.01870503597122302,0.025485436893203883,0.012853470437017995
EMP2,0.040145985401459854,0.08121827411167512,0.03821656050955414,0.0,0.0234375,0.0,0.02142857142857143,0.0,0.003937007874015748,0.013888888888888888,0.02577319587628866,0.0,0.046052631578947366,0.006289308176100629,0.010309278350515464,0.005235602094240838
EMP3,0.03046594982078853,0.033854166666666664,0.013333333333333334,0.004761904761904762,0.007792207792207792,0.013089005235602094,0.028205128205128206,0.013452914798206279,0.006864988558352402,0.0,0.006920415224913495,0.0,0.0,0.005390835579514825,0.00847457627118644,0.0016286644951140066
ADGRE1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
CTTN,0.0625,0.05405405405405406,0.02857142857142857,0.0,0.05555555555555555,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ENDOG,0.0031847133757961785,0.00904977375565611,0.0048543689320388345,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.002777777777777778,0.005494505494505495,0.0,0.0,0.009852216748768473,0.0,0.007194244604316547
ENG,0.03807390817469205,0.026359143327841845,0.03879310344827586,0.023017902813299233,0.01597444089456869,0.025974025974025976,0.032015065913371,0.021739130434782608,0.004815409309791332,0.014364640883977901,0.01015228426395939,0.004651162790697674,0.02349869451697128,0.02278481012658228,0.02920723226703755,0.021116138763197588
ENO1,0.017412013760254034,0.01941669352239768,0.011736139214892756,0.00887419523229511,0.008561473369835738,0.009061634089717666,0.011756776995656732,0.008718667289428616,0.0063173541434411,0.0043309063519959825,0.004928024899494229,0.003985828166519044,0.006116623623759684,0.00506842372022301,0.008599167822468794,0.0027041287429099064
ENO2,0.01780821917808219,0.009025270758122744,0.02313624678663239,0.009836065573770493,0.0037174721189591076,0.0,0.011235955056179775,0.0,0.0,0.006535947712418301,0.0,0.011764705882352941,0.0234375,0.0,0.01485148514851485,0.005154639175257732
ENO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
ENSA,0.031510240828269184,0.03183791606367583,0.017955801104972375,0.011115861479264643,0.007064555420219245,0.009444654325651681,0.00794754619511226,0.01003224650662845,0.007256062631277449,0.005417770286539851,0.0051581071989235255,0.003180282250049692,0.005712731229597388,0.00532994923857868,0.007336902637319056,0.002079002079002079
SLC29A1,0.034612964128382634,0.0393574297188755,0.024320457796852647,0.02152317880794702,0.01444043321299639,0.014120667522464698,0.012910798122065728,0.011111111111111112,0.005338078291814947,0.0028169014084507044,0.006389776357827476,0.0024783147459727386,0.0029985007496251873,0.007656967840735069,0.011155378486055778,0.0030581039755351682
EP300,0.11077235772357724,0.10235131396957123,0.04878048780487805,0.03871681415929203,0.03952991452991453,0.02531645569620253,0.02666666666666667,0.034482758620689655,0.02571041948579161,0.0205799812909261,0.006993006993006993,0.021715526601520086,0.022941970310391364,0.0192,0.017152658662092625,0.015625
EPAS1,0.12121212121212122,0.08333333333333333,0.15789473684210525,0.0,0.0,0.0,0.04,0.0,0.10526315789473684,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
EPB41,0.023293432546101587,0.02394938996836873,0.013445378151260505,0.013709063214013708,0.0058823529411764705,0.007633587786259542,0.0062932662051604785,0.005599104143337066,0.004430379746835443,0.0058664259927797835,0.005791505791505791,0.00875796178343949,0.007964601769911504,0.008121827411167513,0.014637391882900865,0.0
EPB41L1,0.060240963855421686,0.06329113924050633,0.034482758620689655,0.034482758620689655,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L2,0.010025062656641603,0.006791171477079796,0.003816793893129771,0.0,0.0,0.0,0.004291845493562232,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0
DMTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
STOM,0.053555750658472345,0.054663050281660755,0.026577247888723298,0.01765409934171155,0.012669162107687877,0.019774718397997496,0.0169061707523246,0.01585820895522388,0.009379885356956748,0.008881711748082357,0.010448264239973037,0.007431629013079667,0.009283819628647215,0.0044444444444444444,0.013839811542991754,0.0024
EPHA1,0.3125,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.11764705882352941,0.0,0.0,0.3333333333333333,0.0
EPHB3,0.17098445595854922,0.1718213058419244,0.13966480446927373,0.16470588235294117,0.1044776119402985,0.08196721311475409,0.06837606837606838,0.06,0.01875,0.02510460251046025,0.05042016806722689,0.016129032258064516,0.043478260869565216,0.024390243902439025,0.06976744186046512,0.05
EPHB4,0.01098901098901099,0.015384615384615385,0.02040816326530612,0.02564102564102564,0.05555555555555555,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB6,0.047619047619047616,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHX1,0.036036036036036036,0.06493506493506493,0.0136986301369863,0.014285714285714285,0.01639344262295082,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0
STX2,0.10810810810810811,0.0821917808219178,0.04583333333333333,0.02834008097165992,0.00904977375565611,0.011857707509881422,0.017543859649122806,0.025210084033613446,0.017699115044247787,0.00749063670411985,0.0,0.0,0.028089887640449437,0.006535947712418301,0.006329113924050633,0.0
CLN8,0.08695652173913043,0.13043478260869565,0.0625,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.2,0.07692307692307693
EPOR,0.13829787234042554,0.13120567375886524,0.07511737089201878,0.049723756906077346,0.03529411764705882,0.05116279069767442,0.024875621890547265,0.05084745762711865,0.060126582278481014,0.020089285714285716,0.009389671361502348,0.013513513513513514,0.10084033613445378,0.04032258064516129,0.0748663101604278,0.006711409395973154
EPRS1,0.015780245470485097,0.019398642095053348,0.009442870632672332,0.006486486486486486,0.00101010101010101,0.008662175168431183,0.003171247357293869,0.0036036036036036037,0.0072254335260115606,0.005633802816901409,0.00723589001447178,0.011185682326621925,0.005309734513274336,0.00984251968503937,0.007987220447284345,0.0
EPS8,0.043478260869565216,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
EPS15,0.052752293577981654,0.04983012457531144,0.02176541717049577,0.014175257731958763,0.005082592121982211,0.015544041450777202,0.005136986301369863,0.005037783375314861,0.008183306055646482,0.00683371298405467,0.005201560468140442,0.0060901339829476245,0.0027548209366391185,0.0125,0.007751937984496124,0.0
NR2F6,0.14831905075807514,0.1431175934366454,0.0912863070539419,0.07142857142857142,0.08196721311475409,0.07183908045977011,0.07816711590296496,0.08187134502923976,0.03425774877650897,0.02795698924731183,0.03,0.019801980198019802,0.05,0.033942558746736295,0.04595879556259905,0.028125
ERBB2,0.03571428571428571,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
ERBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC1,0.020847165051122028,0.021803080117667416,0.01491681009753299,0.011808118081180811,0.01686182669789227,0.014903129657228018,0.014123426466073074,0.013472137170851195,0.005279503105590062,0.005597416576964478,0.004267425320056899,0.005446166736489317,0.005835543766578249,0.005578093306288032,0.007336343115124154,0.0015878056525881232
ERCC2,0.02097902097902098,0.15053763440860216,0.0,0.05084745762711865,0.017857142857142856,0.031746031746031744,0.0425531914893617,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0
ERCC3,0.10094637223974763,0.09375,0.05963302752293578,0.04032258064516129,0.047244094488188976,0.03389830508474576,0.07936507936507936,0.02727272727272727,0.01652892561983471,0.030303030303030304,0.006134969325153374,0.014218009478672985,0.06422018348623854,0.014184397163120567,0.024630541871921183,0.013559322033898305
ERCC4,0.078125,0.09333333333333334,0.04054054054054054,0.06382978723404255,0.016877637130801686,0.008928571428571428,0.0,0.0,0.010452961672473868,0.008,0.003663003663003663,0.0034482758620689655,0.012396694214876033,0.0,0.0049261083743842365,0.0
ERCC5,0.0449438202247191,0.09523809523809523,0.029411764705882353,0.038461538461538464,0.041666666666666664,0.0,0.0,0.0,0.0,0.025,0.022727272727272728,0.0,0.08,0.043478260869565216,0.02631578947368421,0.02
ERCC6,0.09745762711864407,0.06172839506172839,0.06779661016949153,0.018518518518518517,0.0,0.010101010101010102,0.034482758620689655,0.021739130434782608,0.01775147928994083,0.01485148514851485,0.006578947368421052,0.005025125628140704,0.02158273381294964,0.018518518518518517,0.06666666666666667,0.008620689655172414
ERF,0.07200429876410532,0.05669398907103825,0.04753521126760563,0.041025641025641026,0.013477088948787063,0.03104575163398693,0.02302158273381295,0.028662420382165606,0.010121457489878543,0.0136986301369863,0.0036231884057971015,0.014545454545454545,0.018656716417910446,0.020905923344947737,0.03780718336483932,0.014492753623188406
ERH,0.015002586652871184,0.017325973627721557,0.005704256252742431,0.005214800099329526,0.004334868599295584,0.0053847879739735245,0.0032817627754336614,0.002663115845539281,0.0030703826169107226,0.0033530257065304166,0.0021430484864720066,0.0021291696238466998,0.003421461897356143,0.0044374009508716325,0.003259779338014042,0.0005921831819976313
ERN1,0.1839080459770115,0.3088235294117647,0.32558139534883723,0.2962962962962963,0.10344827586206896,0.2564102564102564,0.2,0.2571428571428571,0.09876543209876543,0.02702702702702703,0.12903225806451613,0.09523809523809523,0.2857142857142857,0.2727272727272727,0.14814814814814814,0.0
ERV3-1,0.020316027088036117,0.03431372549019608,0.018072289156626505,0.04332129963898917,0.024691358024691357,0.0031545741324921135,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.017699115044247787,0.0
FBL,0.012195121951219513,0.009240246406570842,0.01694915254237288,0.004282655246252677,0.001402524544179523,0.006157635467980296,0.004010695187165776,0.006382978723404255,0.0023952095808383233,0.0017167381974248926,0.005873715124816446,0.0,0.005291005291005291,0.007822685788787484,0.00424929178470255,0.0008410428931875525
ESD,0.0137221269296741,0.022922636103151862,0.03271028037383177,0.009433962264150943,0.007142857142857143,0.0,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.008333333333333333,0.0
ESR2,0.6,1.0,1.0,0.0,0.0,0.25,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0
ESRRA,0.0782122905027933,0.07550644567219153,0.05053191489361702,0.038834951456310676,0.028169014084507043,0.03814713896457766,0.026525198938992044,0.05789473684210526,0.008492569002123142,0.01282051282051282,0.02631578947368421,0.011363636363636364,0.038338658146964855,0.022151898734177215,0.017716535433070866,0.0035026269702276708
ESRRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
ETF1,0.06183874498358263,0.062235169491525424,0.028918692372170998,0.018926415402186328,0.014543851917144116,0.01935767707875055,0.018447224895733076,0.014690982776089158,0.00970714050674564,0.009588268471517203,0.009648025728068608,0.007423904974016332,0.00863849765258216,0.010554089709762533,0.013067015120403211,0.003293084522502744
ETFA,0.025466893039049237,0.01164294954721863,0.008421052631578947,0.005780346820809248,0.006211180124223602,0.0,0.0,0.0,0.0079155672823219,0.0,0.0,0.0028735632183908046,0.0,0.004032258064516129,0.002976190476190476,0.0
ETFB,0.0,0.0189873417721519,0.03125,0.016216216216216217,0.008064516129032258,0.0,0.008333333333333333,0.014285714285714285,0.0,0.0058823529411764705,0.015267175572519083,0.023809523809523808,0.010416666666666666,0.008333333333333333,0.009174311926605505,0.0
ETFDH,0.02564102564102564,0.0,0.0,0.012345679012345678,0.0,0.019230769230769232,0.0,0.024390243902439025,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.022562449637389202,0.031216361679224973,0.009913258983890954,0.02066772655007949,0.0109204368174727,0.013210039630118891,0.007052186177715092,0.006493506493506494,0.0,0.015772870662460567,0.0027397260273972603,0.00804289544235925,0.012269938650306749,0.006329113924050633,0.025069637883008356,0.004347826086956522
ETS2,0.17158176943699732,0.1728709841917389,0.11143270622286541,0.07367387033398821,0.0681699003670687,0.08483830323393532,0.08979206049149338,0.09326845093268452,0.046722454672245464,0.0424183325207216,0.03534956794972506,0.025839793281653745,0.048735348550277606,0.049234863606121095,0.09099950273495773,0.031443298969072164
ETV1,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
ETV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
