ImageDocumentName::Image Name,ParentID::ID of the parent!!I,ID::ID!!I,Area::Area!!R,CenterX1::Center X Unscaled!!R,CenterY1::Center Y Unscaled!!R,ImageIndexZ::Image Index Z!!I,Classes 5 RegionsCount ::Classes 5 Count!!I,Classes 9 RegionsCount ::Classes 9 Count!!I,IntensityMaximum_TV1-T1-SR::Intensity Maximum of channel 'TV1-T1-SR'!!R,IntensityMaximum_TV2-T2-SR::Intensity Maximum of channel 'TV2-T2-SR'!!R,IntensityMaximum_TV2-T3-SR::Intensity Maximum of channel 'TV2-T3-SR'!!R,IntensityMean_TV1-T1-SR::Intensity Mean Value of channel 'TV1-T1-SR'!!R,IntensityMean_TV2-T2-SR::Intensity Mean Value of channel 'TV2-T2-SR'!!R,IntensityMean_TV2-T3-SR::Intensity Mean Value of channel 'TV2-T3-SR'!!R,IntensityMinimum_TV1-T1-SR::Intensity Minimum of channel 'TV1-T1-SR'!!R,IntensityMinimum_TV2-T2-SR::Intensity Minimum of channel 'TV2-T2-SR'!!R,IntensityMinimum_TV2-T3-SR::Intensity Minimum of channel 'TV2-T3-SR'!!R,IntensitySum0_TV1-T1-SR::Intensity Pixel Count of channel 'TV1-T1-SR'!!R,IntensitySum0_TV2-T2-SR::Intensity Pixel Count of channel 'TV2-T2-SR'!!R,IntensitySum0_TV2-T3-SR::Intensity Pixel Count of channel 'TV2-T3-SR'!!R,IntensityRange_TV1-T1-SR::Intensity Range of channel 'TV1-T1-SR'!!R,IntensityRange_TV2-T2-SR::Intensity Range of channel 'TV2-T2-SR'!!R,IntensityRange_TV2-T3-SR::Intensity Range of channel 'TV2-T3-SR'!!R,IntensityStd_TV1-T1-SR::Intensity Standard Deviation of channel 'TV1-T1-SR'!!R,IntensityStd_TV2-T2-SR::Intensity Standard Deviation of channel 'TV2-T2-SR'!!R,IntensityStd_TV2-T3-SR::Intensity Standard Deviation of channel 'TV2-T3-SR'!!R,IntensitySum1_TV1-T1-SR::Intensity Sum of channel 'TV1-T1-SR'!!R,IntensitySum1_TV2-T2-SR::Intensity Sum of channel 'TV2-T2-SR'!!R,IntensitySum1_TV2-T3-SR::Intensity Sum of channel 'TV2-T3-SR'!!R,IntensitySum2_TV1-T1-SR::Intensity Sum Squares of channel 'TV1-T1-SR'!!R,IntensitySum2_TV2-T2-SR::Intensity Sum Squares of channel 'TV2-T2-SR'!!R,IntensitySum2_TV2-T3-SR::Intensity Sum Squares of channel 'TV2-T3-SR'!!R
"Image 8_Out_Channel Alignment_P2-1.czi",7,9,21557.242931455,151.45454545455,208.72727272727, , , ,2051,3125,1609,1584.1818181818,2614.9090909091,1386.4090909091,1246,2042,1111,22,22,22,805,1083,498,213.10574981933,306.50470501957,160.1551804288,34852,57528,30501,56165600,152403338,42825507
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,50285208.761655,184.45409018278,300.39625472544,12,2,4, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,54062625.648053,549.24018088558,397.41959835427,12,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,66631.47815177,124.36764705882,330.23529411765,12, , ,5632,85,1176,3403.0735294118,16.235294117647,226.92647058824,1421,0,0,68,68,68,4211,85,1176,1139.5704128557,19.214513829479,256.8344211469,231409,1104,15431,874509431,42660,7921285
"Image 8_Out_Channel Alignment_P2-1.czi",4,6,80349.723653605,225.42682926829,449.14634146342,12, , ,6475,255,2016,3997.0487804878,43.012195121951,962.63414634146,1732,0,0,82,82,82,4743,255,2016,1258.4252936958,67.548883790147,530.42139111556,327758,3527,78936,1438339086,521295,98775584
"Image 8_Out_Channel Alignment_P2-1.czi",8,9,26456.616324968,173.24074074074,177.01851851852, , , ,2625,3112,3585,2028.0740740741,2464.037037037,3042.4814814815,1177,1860,2352,27,27,27,1448,1252,1233,404.2672312988,391.08443722173,295.94988795797,54758,66529,82147,115302512,167906543,252207971
"Image 8_Out_Channel Alignment_P2-1.czi",8,10,19597.49357405,213.7,216.05, , , ,2103,2738,1583,1495.4,2371.9,1294,966,2113,1069,20,20,20,1137,625,514,334.36906807331,191.92100897039,155.53270091088,29908,47438,25880,46848674,113218032,33948338
"Image 8_Out_Channel Alignment_P2-1.czi",8,11,27436.49100367,209.28571428571,231.71428571429, , , ,1845,2962,3199,1516.6785714286,2435.7857142857,2612.4642857143,1183,1592,1946,28,28,28,662,1370,1253,171.22760541789,335.30796868317,443.66407730632,42467,68202,73149,65200399,169161106,196413771
"Image 8_Out_Channel Alignment_P2-1.czi",8,12,20577.368252753,111.35714285714,241.83333333333, , , ,852,2829,3903,439.14285714286,2260.7142857143,3361.1904761905,155,1404,2874,21,21,21,697,1425,1029,215.60665242851,398.81225443273,311.47883058847,9222,47475,70585,4979500,110508435,239190011
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,50288148.385691,184.24119756045,300.59875099862,13,2,4, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,53919563.944963,549.13054500518,397.65159830629,13,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,18617.618895348,122.76315789474,332.18421052632,13, , ,4033,77,1009,3047.6842105263,9.6842105263158,414.78947368421,1449,0,48,19,19,19,2584,77,961,656.36016981123,18.502410148047,254.19733781003,57906,184,7881,184233758,7944,4432049
"Image 8_Out_Channel Alignment_P2-1.czi",4,6,81329.598332308,225.24698795181,449.16265060241,13, , ,6918,224,2021,4203.156626506,32.759036144578,914.4578313253,1660,0,31,83,83,83,5258,224,1990,1353.1304038426,58.492148808455,524.67914239887,348862,2719,75900,1616460502,369621,91980982
"Image 8_Out_Channel Alignment_P2-1.czi",8,9,31355.98971848,172.6875,176.9375, , , ,2595,3625,4107,2067.5,2728.21875,3241.96875,1316,1890,1941,32,32,32,1279,1735,2166,355.20334930127,499.33515374559,530.10598358314,66160,87303,103743,140697052,245911085,345042947
"Image 8_Out_Channel Alignment_P2-1.czi",8,10,30376.115039778,213.66129032258,216.14516129032, , , ,2017,3201,2205,1311.2903225807,2584.7741935484,1398.4516129032,844,2123,1036,31,31,31,1173,1078,1169,332.08314155227,292.13509542418,286.8315229898,40650,80128,43352,56612328,209673074,63093844
"Image 8_Out_Channel Alignment_P2-1.czi",8,11,20577.368252753,209.92857142857,231.64285714286, , , ,1834,3210,3480,1515.7619047619,2688.9523809524,2887.1904761905,1219,2023,2103,21,21,21,615,1187,1377,166.16194051645,375.49853211304,456.60920041624,31831,56468,60631,48800413,154659746,179223085
"Image 8_Out_Channel Alignment_P2-1.czi",8,12,28416.365682373,111.53448275862,241.77586206897, , , ,1208,2989,4245,599.93103448276,2280.4137931035,3483.724137931,242,1435,2598,29,29,29,966,1554,1647,263.44448195757,429.61191101815,406.80812400159,17398,66132,101028,12380884,155976184,356587482
"Image 8_Out_Channel Alignment_P2-1.czi",13,14,21557.242931455,594.40909090909,322.59090909091, , , ,1221,3012,3096,814.90909090909,2603.6363636364,2119.1363636364,499,2064,908,22,22,22,722,948,2188,203.30130327526,283.10010772812,629.0355653095,17928,57280,46621,15477650,150819350,107105657
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,50049058.964088,183.98798872291,299.922381894,14,1,8, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,53904865.824782,549.26821420781,398.02957536538,14,0,3, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,43114.48586291,226,451.22727272727,14, , ,6543,178,2073,4353.4318181818,38.068181818182,1112.4090909091,1933,0,245,44,44,44,4610,178,1828,1154.5064866865,59.878325358849,497.01061324973,191551,1675,48946,891218283,217937,65069816
"Image 8_Out_Channel Alignment_P2-1.czi",7,8,26456.616324968,172.24074074074,176.61111111111, , , ,2516,4053,4521,2116.6296296296,3122.0740740741,3423.9259259259,1493,1847,1890,27,27,27,1023,2206,2631,309.48818147538,582.01737523138,740.69691330457,57149,84296,92446,123453623,271985706,330792686
"Image 8_Out_Channel Alignment_P2-1.czi",7,9,24496.866967563,177.18,206.42, , , ,1902,3372,1814,1664.44,2750.48,1525.84,1278,1934,1256,25,25,25,624,1438,558,162.7377952413,392.89143114436,128.09784021078,41611,68762,38146,69894619,192833234,58598510
"Image 8_Out_Channel Alignment_P2-1.czi",7,10,20577.368252753,150.88095238095,209.07142857143, , , ,2250,6768,2049,1825.9047619048,5250.7619047619,1183.2857142857,1299,3071,853,21,21,21,951,3697,1196,258.77246854368,1058.3598586852,336.59621846615,38344,110266,24849,71351756,601383024,31669407
"Image 8_Out_Channel Alignment_P2-1.czi",7,11,55852.856686043,210.92105263158,215.11403508772, , , ,1763,3635,2079,1126.9649122807,2618.9298245614,1409.9122807018,193,2107,1020,57,57,57,1570,1528,1059,313.71910575911,404.39508879883,243.90303113428,64237,149279,80365,77904347,400109207,116638967
"Image 8_Out_Channel Alignment_P2-1.czi",7,12,26456.616324968,209.31481481482,231.31481481482, , , ,2083,3383,3868,1629,2739.9259259259,3195.5185185185,1220,1955,2278,27,27,27,863,1428,1590,219.19801374732,421.78612206133,443.70003470557,43983,73978,86279,72897549,207319732,280824755
"Image 8_Out_Channel Alignment_P2-1.czi",7,13,25476.741646265,111.69230769231,242.03846153846, , , ,1169,3055,4561,725.07692307692,2388.5769230769,3746.7692307692,347,1706,3184,26,26,26,822,1349,1377,255.45174465279,411.05903936801,388.68149507712,18852,62103,97416,15300540,152562031,368772104
"Image 8_Out_Channel Alignment_P2-1.czi",7,14,21557.242931455,227.5,291.68181818182, , , ,2462,2917,2403,1442,2397,1971.1818181818,494,1872,1123,22,22,22,1968,1045,1280,585.33612647126,317.36009290935,385.49975435279,31724,52734,43366,52940994,128518464,88603082
"Image 8_Out_Channel Alignment_P2-1.czi",7,15,25476.741646265,240.96153846154,336.30769230769, , , ,3873,3183,3445,1989.9615384615,2573.0769230769,2642.6153846154,1106,1853,2082,26,26,26,2767,1330,1363,770.19464972274,392.61960451072,343.07924179968,51739,66900,68708,117788615,175992600,184511402
"Image 8_Out_Channel Alignment_P2-1.czi",16,17,27436.49100367,593.57142857143,322.57142857143, , , ,1451,3358,3208,781.53571428571,2740.3214285714,1977.5357142857,404,2069,520,28,28,28,1047,1289,2688,284.62014740155,407.47733893559,806.73362817314,21883,76729,55371,19289579,214745143,127070247
"Image 8_Out_Channel Alignment_P2-1.czi",16,18,53893.107328638,566.66363636364,343.68181818182, , , ,2158,3132,1846,1249.2727272727,2511.6727272727,1130.3636363636,32,1677,29,55,55,55,2126,1455,1817,656.78404068177,364.03154393976,483.55819917207,68710,138142,62170,109131254,354123518,82901448
"Image 8_Out_Channel Alignment_P2-1.czi",16,19,21557.242931455,623.04545454546,410.18181818182, , , ,4794,2945,4979,3029.0454545455,2269.5,3908.8181818182,441,1541,3036,22,22,22,4353,1404,1943,1372.6874397908,418.99320940059,631.80343811631,66639,49929,85994,241422247,117000527,344517598
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,50146066.557279,183.86012974832,299.83064327028,15,1,8, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,53681454.398038,548.93686112734,398.34670706776,15,2,6, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,38215.112469398,226.01282051282,451.5,15, , ,6592,122,2119,4275.5384615385,30.179487179487,1173.2307692308,1916,0,575,39,39,39,4676,122,1544,1205.5959182988,41.851159698999,419.45004479791,166746,1177,45756,768160474,102079,60368004
"Image 8_Out_Channel Alignment_P2-1.czi",6,7,21557.242931455,456.68181818182,325.59090909091,15, , ,6016,179,2784,4008.7727272727,146.63636363636,1702.5,2673,105,1116,22,22,22,3343,74,1668,1073.8485719184,23.833840396628,479.4089366829,88193,3226,37455,377761859,484978,68593629
"Image 8_Out_Channel Alignment_P2-1.czi",6,8,39194.9871481,539.75,413.85,15, , ,5297,373,2380,3875.3,82.175,555.775,2428,0,0,40,40,40,2869,373,2380,758.73153929302,107.7194569716,674.25360394728,155012,3287,22231,623169272,722645,30085533
"Image 8_Out_Channel Alignment_P2-1.czi",9,10,27436.49100367,172.32142857143,177.28571428571, , , ,2779,4381,4870,2313,3365.6428571429,3474.25,1641,2359,2341,28,28,28,1138,2022,2529,350.08951236315,627.2844008715,724.52664623954,64764,94238,97279,153108324,327795566,352144915
"Image 8_Out_Channel Alignment_P2-1.czi",9,11,32335.864397183,177.56060606061,207.4696969697, , , ,2256,3635,2113,1773.2424242424,2934.2727272727,1516.9696969697,1120,2016,1069,33,33,33,1136,1619,1044,340.54552103051,408.45182340817,236.58501178864,58517,96831,50060,107475907,289467215,77730622
"Image 8_Out_Channel Alignment_P2-1.czi",9,12,33315.739075885,208.67647058824,231.38235294118, , , ,2236,3491,4315,1718.6176470588,2749.0294117647,3386.8823529412,1196,2067,2422,34,34,34,1040,1424,1893,243.21745036899,447.48058940765,508.31955856384,58433,93467,115154,102376091,263551415,398539880
"Image 8_Out_Channel Alignment_P2-1.czi",9,13,27436.49100367,111.42857142857,241.96428571429, , , ,1371,3007,4819,873.35714285714,2310.3571428571,3813.4642857143,468,1451,2988,28,28,28,903,1556,1831,247.37499114378,421.28887021771,451.85276872359,24454,64690,106777,23009324,154249080,412702891
"Image 8_Out_Channel Alignment_P2-1.czi",9,14,20577.368252753,205.45238095238,279.69047619048, , , ,1137,2637,3774,797.76190476191,2257.3333333333,3108.6190476191,450,1908,1964,21,21,21,687,729,1810,159.91057024534,213.06180636926,518.36893002865,16753,47404,65281,13876333,107914536,208307887
"Image 8_Out_Channel Alignment_P2-1.czi",9,15,27436.49100367,227.28571428571,291.39285714286, , , ,2623,3612,2552,1477.3928571429,2794.1428571429,1907.1785714286,385,1893,862,28,28,28,2238,1719,1690,721.02901463609,474.11505981891,457.09145316976,41367,78236,53401,75152147,224671758,107486423
"Image 8_Out_Channel Alignment_P2-1.czi",9,16,23516.99228886,249,298.41666666667, , , ,2991,3414,3608,2107.7083333333,2668.5416666667,2351.7083333333,1040,1814,1556,24,24,24,1951,1600,2052,617.05333989483,451.56452465571,607.54641827791,50585,64045,56441,115375787,175596693,141222361
"Image 8_Out_Channel Alignment_P2-1.czi",9,17,25476.741646265,240.34615384615,336.96153846154, , , ,4038,3678,3755,1658.0769230769,2991,2636.6538461539,994,1968,2131,26,26,26,3044,1710,1624,798.14459457304,460.6638687807,418.95182943223,43110,77766,68553,87405566,237903386,185138547
"Image 8_Out_Channel Alignment_P2-1.czi",18,19,24496.866967563,574.06,313.1, , , ,3100,3001,4778,2160.64,2488.96,3303.6,1398,2021,2136,25,25,25,1702,980,2642,519.90599150231,283.84172232661,789.20978410897,54016,62224,82590,123196384,156806634,287792774
"Image 8_Out_Channel Alignment_P2-1.czi",18,20,59772.355400853,595.69672131148,324.23770491803, , , ,1929,3657,3281,894.26229508197,2602.737704918,1325.9180327869,138,959,86,61,61,61,1791,2698,3195,438.15126389712,593.90605041649,846.59433998978,54550,158767,80881,60300600,434392321,150244895
"Image 8_Out_Channel Alignment_P2-1.czi",18,21,24496.866967563,617.74,337.1, , , ,2062,3179,3628,1135.68,2643.8,2101.44,0,2066,402,25,25,25,2062,1113,3226,632.00400315188,325.34609776872,948.57230790981,28392,66095,52536,41830524,177282363,131996198
"Image 8_Out_Channel Alignment_P2-1.czi",18,22,65651.603473068,565.55970149254,343.67910447761, , , ,2248,4237,2302,1252.0746268657,2891,1383.9701492537,30,1534,52,67,67,67,2218,2703,2250,676.67321940624,635.81167404231,508.57566911586,83889,193697,92726,135255807,586658955,145400864
"Image 8_Out_Channel Alignment_P2-1.czi",18,23,20577.368252753,456.54761904762,404.69047619048, , , ,2382,3370,5539,1696.5714285714,2671.0476190476,4371.4761904762,1059,1806,3059,21,21,21,1323,1564,2480,365.24164212595,455.32444214982,614.38339976334,35628,56092,91801,63113476,153970810,408855225
"Image 8_Out_Channel Alignment_P2-1.czi",18,24,36255.363111993,623.06756756757,408.04054054054, , , ,5029,3041,5689,2076.1081081081,2073.027027027,4699.4324324324,307,1395,3127,37,37,37,4722,1646,2562,1526.9920465445,432.03552364788,744.9188076764,76816,76702,173879,243419690,165724888,837109157
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,49503268.76805,184.0541567696,299.54910926366,16,1,10, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,53625601.541352,548.83597675736,398.28860525883,16,1,6, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,19597.49357405,225.8,452.65,16, , ,5906,82,2059,3962.05,33.5,1279.2,2123,0,667,20,20,20,3783,82,1392,1066.7375484947,28.719148206105,372.76246140348,79241,670,25584,335577455,38116,35367138
"Image 8_Out_Channel Alignment_P2-1.czi",6,7,25476.741646265,538.73076923077,414.57692307692,16, , ,5216,203,2170,3912.0384615385,52.230769230769,290.07692307692,2017,4,0,26,26,26,3199,199,2170,866.32333367025,47.730332236269,551.02006664563,101713,1358,7542,416668071,127884,9778338
"Image 8_Out_Channel Alignment_P2-1.czi",8,9,33315.739075885,172.76470588235,177.85294117647, , , ,3479,4683,5140,2584,3355.4411764706,3454.8235294118,1819,1995,1979,34,34,34,1660,2688,3161,444.87642138355,782.67990249416,851.12714823338,87856,114085,117464,233551100,403020905,429723166
"Image 8_Out_Channel Alignment_P2-1.czi",8,10,42134.611184208,149.54651162791,208.24418604651, , , ,3596,9008,2768,2008.2093023256,5770.6976744186,1554.5813953488,790,2630,582,43,43,43,2806,6378,2186,761.60043136428,1716.8694036764,599.50591690786,86353,248140,66847,197776377,1555741824,119014211
"Image 8_Out_Channel Alignment_P2-1.czi",8,11,29396.240361075,208.46666666667,231.4, , , ,2182,3553,4763,1761.0333333333,2871.8,3605.5,1166,2160,2337,30,30,30,1016,1393,2426,246.32995580407,408.83985567237,716.06923909104,52831,86154,108165,94796827,252264408,404858807
"Image 8_Out_Channel Alignment_P2-1.czi",8,12,31355.98971848,141.96875,232.84375, , , ,2624,4064,2399,1452.40625,2933.9375,1577.84375,651,1932,643,32,32,32,1973,2132,1756,495.51549302786,659.73880156492,414.86477465555,46477,93886,50491,75115089,288948570,85002405
"Image 8_Out_Channel Alignment_P2-1.czi",8,13,20577.368252753,111.7380952381,241.69047619048, , , ,1463,2837,4725,988.52380952381,2343.9523809524,4095.2857142857,580,1749,3600,21,21,21,883,1088,1125,245.3290889902,319.93459897149,310.85159527613,20759,49223,86001,21724493,117423531,354131241
"Image 8_Out_Channel Alignment_P2-1.czi",8,14,24496.866967563,205.18,279.94, , , ,1198,3343,4128,690.8,2751.16,3102.24,328,2072,1929,25,25,25,870,1271,2199,197.58900947843,366.22598669856,603.08431417174,17270,68779,77556,12867110,192440949,249326382
"Image 8_Out_Channel Alignment_P2-1.czi",8,15,28416.365682373,227.3275862069,291.6724137931, , , ,3280,4234,2665,1817.3103448276,3283.8275862069,1749.2068965517,315,2258,1165,29,29,29,2965,1976,1500,928.81926211448,552.85209007251,463.58558920891,52702,95231,50727,119931636,321280257,94749543
"Image 8_Out_Channel Alignment_P2-1.czi",8,16,25476.741646265,248.65384615385,298.53846153846, , , ,3294,3804,3839,2356.3846153846,2846.0384615385,2316.7692307692,942,1831,1477,26,26,26,2352,1973,2362,650.87725890051,545.83971865516,666.57382533024,61266,73997,60236,154957290,218046833,150660928
"Image 8_Out_Channel Alignment_P2-1.czi",8,17,29396.240361075,240.06666666667,336.86666666667, , , ,3074,4168,3818,1483.0333333333,3238.3666666667,2574.1,795,1956,2135,30,30,30,2279,2212,1683,648.73375248186,573.92006432071,430.01494360561,44491,97151,77223,78186445,324162703,204142197
"Image 8_Out_Channel Alignment_P2-1.czi",8,18,19597.49357405,190.2,338.65, , , ,1493,3041,2411,934.2,2470,1907.1,560,1937,1547,20,20,20,933,1104,864,264.89751742295,340.77419595911,286.38617652614,18684,49400,38142,18787836,124224414,74298932
"Image 8_Out_Channel Alignment_P2-1.czi",19,20,29396.240361075,573.3,313.03333333333, , , ,3354,3125,5306,2133.4,2521.1666666667,3634.1333333333,1439,2007,2325,30,30,30,1915,1118,2981,544.88604313196,332.29858647715,948.43627140654,64002,75635,109024,145151990,193890689,422294162
"Image 8_Out_Channel Alignment_P2-1.czi",19,21,26456.616324968,617.72222222222,337.09259259259, , , ,2566,3728,3917,1487.6296296296,2963.7037037037,2305.6666666667,398,2140,971,27,27,27,2168,1588,2946,665.20599170183,491.28440884112,883.25804226781,40166,80020,62253,71257106,243430940,163818431
"Image 8_Out_Channel Alignment_P2-1.czi",19,22,27436.49100367,570.03571428571,345.5, , , ,1373,3924,2643,674.67857142857,3094.8214285714,1621.7857142857,0,2121,252,28,28,28,1373,1803,2391,476.3297996581,513.27135654519,710.5667720673,18891,86655,45410,18871385,275294833,87277728
"Image 8_Out_Channel Alignment_P2-1.czi",19,23,20577.368252753,456.92857142857,404.64285714286, , , ,2506,3943,5859,1888.5714285714,3168.4761904762,4800.3333333333,1425,2157,3042,21,21,21,1081,1786,2817,323.96845084492,505.16716233813,800.61372292344,39660,66538,100807,76999854,215927946,496726849
"Image 8_Out_Channel Alignment_P2-1.czi",19,24,39194.9871481,622.8,408.05, , , ,5641,3012,6218,2155.15,2136.15,4903.75,214,1522,3166,40,40,40,5427,1490,3052,1779.7369807117,380.45556700033,907.33067926664,86206,85446,196150,309317946,188170584,993977272
"Image 8_Out_Channel Alignment_P2-1.czi",19,25,27436.49100367,566.32142857143,477.89285714286, , , ,2207,3576,9527,1715.6785714286,2833.6071428571,6637.8214285714,1192,2023,4167,28,28,28,1015,1553,5360,284.97823874964,447.53955664489,1575.4825963417,48039,79341,185859,84612223,230229099,1300716779
"Image 8_Out_Channel Alignment_P2-1.czi",1,2,49320032.203133,183.72160411658,299.01342061868,17,1,9, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",1,3,53066093.099813,548.92183691558,398.79677228747,17,1,10, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-1.czi",4,5,34295.613754588,225.84285714286,451.07142857143,17, , ,6313,69,1612,3787.7428571429,11.914285714286,1281.7142857143,1961,0,894,35,35,35,4352,69,718,1163.0528373728,18.78417893205,170.42327434061,132571,417,44860,548136383,16965,58485202
"Image 8_Out_Channel Alignment_P2-1.czi",6,7,24496.866967563,538.34,413.38,17, , ,4900,234,987,3766.52,83.64,110.6,2311,2,0,25,25,25,2589,232,987,739.62936213575,63.587787087354,224.34181509473,94163,2091,2765,367796061,271933,1513711
