,FLAG_GFI1,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,ELF2,JUND,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer
FLAG_GFI1,0.0,0.15277298398498437,1.3808832069678287,1.8491159776583619,0.6482902492026448,1.6987884188220705,0.9997270150815437,1.3737036683091999,0.803420447885526,0.5501908038140831,1.4388620023235381,1.8540249890625053,1.4146251687253344,2.5275337523540458,1.5157599875053274,1.60011256061492,1.6108931010470207,1.4767984063761288,0.8526933724359412,1.3068621329393395,0.6327667673678183,0.658808849417966,0.51348216205546,1.3034529376723387,1.6432656592195913,1.8179364850853956,0.3308430564271601,-0.6490828915658973,1.660694767955044,1.0037085072628256,1.4856708103800809,0.9232624048728422,0.0,0.5699312134543584,1.8392906381627925,0.5398120869187476,1.1534966382914027,1.900798410523361,1.0824906265412553,1.1825568750273796,0.9938210900131588,0.3521647640056747,2.2301299643194543,1.094334099296269,2.3130908989200716,0.3265412823919172,1.0084638157904433,0.9248549883091127,0.4854752791442535,0.5636268672069857,0.0,0.7839974289545006,0.0,0.0,0.9433654183313059,1.2748351001722353,1.4330982088679884,0.1336468990488644,0.4581127064940807
CEBPA,0.2586478878632392,0.0,1.532652551468371,-0.4675445550722404,0.4650114394691615,0.6503416202031085,0.07851899743273048,0.0,0.1924213622189756,0.8259049249865579,-0.2035063775378722,-0.642551131070513,-0.8050170623799952,-0.24835643510988298,0.0,0.0,0.33835095519197245,1.0377609046434206,-0.13316251059648881,-0.14934287705385418,0.222247000674849,-0.1047545845500541,-0.09531199055134656,0.7071339250603037,0.5713087128612516,0.0,-0.21417123436756622,1.3518674340078813,0.15308609013049942,-0.18407964148837153,2.05181162371237,-0.6331142084859919,0.0,-0.19721886764494653,-0.9588501919132372,0.0,-1.1834946547729694,0.0,-0.1998590214787519,-0.8688918481649895,0.8182674574442151,0.5467582911835698,0.21481224514639885,0.2801684039899763,-0.8453466669575428,-1.1708994501722518,0.0,0.8094012142878223,-0.49992928163321837,-0.3785945306734036,-0.20440909653070105,-0.5526495152806796,0.0,0.5192809836568086,-0.26246188287736766,0.23447467404218206,-1.2258033483110093,0.2577789834129274,0.0
HOXA9,1.0893443061923085,0.6094263891283171,0.0,0.6816969193606678,1.2533038530464993,2.0393887317304755,0.9455296971036119,2.061667636029149,0.7880527272015803,1.6936716600222836,0.9468758828329321,0.807850872258642,0.0,1.7752495449546455,1.2253745277212695,0.8886606695363601,1.5465539312860237,2.3107941237318452,0.7027336403133877,0.8982410729116221,0.7587317717275498,0.6909326956216193,0.7115475007073391,1.9609608714123914,1.6821265753433439,1.1275273054400328,0.34961346915814834,0.0,1.552533002603851,0.6290763988678374,3.780250226013012,0.4190104040804793,6.528711459017048,0.0,0.0,0.6465386289028955,0.0,4.714526043790175,0.8292276047956733,0.0,1.4359889986832828,1.0430154974292938,1.5615153162461615,1.0552825586107089,1.3869920173900956,0.0,1.043726160554426,0.42586644359061543,-0.5937860565803963,0.0,0.0,0.0,5.014715479650035,0.7591177734489851,0.0,1.0553165069999126,0.0,0.8621448429085669,0.0
PLAGL2,1.6578737421237395,-0.2886203545880374,0.7705926869626857,0.0,0.8860974643784476,3.4505026091845474,1.374508138229277,1.8644085737901057,1.3522786701266698,0.0,2.701089504597763,3.6195639435832936,2.675933396760789,4.658892294094707,3.2822323890500997,2.4231051147793465,2.8353239480171037,1.7243668362911317,1.2360872744382496,2.2311273590294527,0.8445728248773501,1.029746487507135,0.860866545643015,2.0741450964680745,2.6185946574055143,3.124123796425451,0.6258595738912618,-0.5611825629008517,2.706941145203558,2.080288851418581,1.9925686206955866,1.7822042940638643,0.0,1.6395003084410948,3.860101211562269,1.375305041153702,0.8229858977872826,3.5013647825598575,1.7068550520628634,2.5222356134195296,1.531741921162489,0.16704791728257248,3.6227566592888563,1.7809129808244917,4.054093560953293,0.9493053315670812,1.768394620801542,1.2448722726062622,1.0620746207203675,1.51823261543172,0.420806745694069,1.7876163221225996,2.8025887529070608,-0.23023929267288543,1.8849487992380118,2.1434145379598446,3.307798670233494,0.3634218612159547,0.6816521378134178
MEIS1,0.9963923600275685,0.38147539846990297,3.8305400108496763,1.5942847462769387,0.0,2.7176757286119253,1.1553758400594218,1.6378787389536176,1.098338736574754,0.6120725493299084,1.570503436593157,1.5903653306294971,0.7986326244930365,2.196508561816384,2.1709526789584865,1.324121829564212,2.601390666000618,2.5675901581323224,0.797244336642954,1.3137043298632296,0.9002529627091038,0.9325869730383075,0.6696011586704321,2.5693274494574356,1.7744333235442298,1.6079314793495298,0.44328910825671375,-2.1539209842433458,1.7936696621001607,1.342528145588848,3.4730913987371035,0.996486010127478,0.0,0.6263199613482111,1.6911477969907647,0.8941753361785423,-0.890373170838174,1.0973103575909149,1.0879319386613326,0.943407353491594,1.9786572868625345,0.9169294549662953,1.781930314874248,1.4929361375076016,1.502508261766223,0.25521569348547496,1.3533992939108541,0.8621913551237339,0.15131626193005956,0.39912351698443854,-0.21770662996010928,0.6958683231309731,0.0,0.7093096452211499,0.8042624840670995,1.4330045690042277,1.1315506225404328,0.7752348904574355,0.549985977079743
ETV6,1.3938261636578826,0.31974919066700513,2.2333535524054873,2.8382466136811892,1.154873063403616,0.0,1.3384522438681616,1.6540176974999934,1.4432518666090695,0.932304187194041,2.2634647150572595,2.6252200169808813,1.8820753592675998,3.4144822224859346,2.692972390939166,1.9587277250755888,2.7731656477801265,2.4298470255419726,1.0712110632250054,1.765437263450317,0.8722021718428902,0.9544769073177584,1.029454441309369,2.1699919062742667,2.6214464827817316,2.4354443321777604,0.7712030135482357,-0.8092053321171133,2.319723883507194,1.9090601611545546,3.0290491921136997,1.463349525667204,3.621014612753026,1.2550137959004797,2.8721094052752947,1.1704939095738416,0.0,2.7522043625707586,1.6181478453975247,1.7803244744593267,1.659002817288887,0.6330248312518788,2.925931010856479,1.9878016004779175,2.73904662992133,0.6139638534615857,1.6092331111961287,1.1746491856557386,0.6069060556205778,1.1247190621278371,0.37519565038526714,1.2502408752888332,4.720550286303941,0.3491081251139688,1.3907419069355011,1.7946202799204714,2.1630251886678784,0.6149422374963232,0.8366136757890679
RUNX1,1.6305753075001563,0.0,2.039564932640851,3.058124777876405,1.125353430050305,3.5502585188771985,0.0,1.4521397565168228,1.405043366476484,0.5745547584282906,2.5461961810813927,3.0597091393728473,1.8241445243960268,3.195106248948007,3.6327685879235934,2.2430950971636383,3.8449374798542877,3.308424264092532,1.3155303139533776,2.0770371248965165,1.3515501283696092,1.2794520387475508,0.6718692980696096,2.682396034688421,2.4991328337109544,2.755038462812437,0.519603896310088,-2.2018796627712325,2.693712098035554,1.8140136942517031,2.8985786372190256,1.5717498422237433,0.0,0.981306229722749,3.3739048744202975,1.3727411478898854,0.0,2.120190590567335,2.0323759857854715,1.9149866240177191,1.9115404598001262,1.2446827716158877,2.7437219809522064,2.0242964151428047,2.85937705224567,0.6042072649050627,2.186994738685049,1.4694937460495183,0.7988453954394156,0.9868407545920214,0.0,1.5286697757197263,2.5306303781077504,0.5905499696486354,1.454046141838426,2.094037301006631,2.4608131849957773,0.9902094781577322,1.0070420336209172
FOSL2,1.1190419341579674,0.0,2.1623944778127395,1.6174259875954213,0.8179838386318424,1.597962352397229,0.7652909026313127,0.0,0.6019661415976877,0.5532457852479493,0.943364545956717,1.4672807064198807,1.1622585882152439,2.6398192197673302,1.0001140769815877,1.3276138053926463,1.3064639674872054,1.6685706899008346,0.5797342948563893,1.7676273684380868,0.5039524499155655,0.6882082438628543,0.5115031714820011,1.1818349827067722,1.2501576626771826,1.8313494278228497,0.0,0.0,1.0067620426345216,0.5971366073913497,4.245763460273079,0.5179333979225603,0.0,0.0,0.0,0.5322280135032271,-1.4788923725077896,0.0,0.5358639378818234,0.0,1.0945389918288806,0.7980576130160822,2.609838369275688,0.966414731123009,1.702936796049041,-0.39632189160723263,0.9801085748411881,0.7120486998726058,0.0,0.0,0.0,0.33134924546259903,0.0,0.32943369078483536,0.6204440284848485,1.1744624312982939,0.0,0.653934655938602,0.44868376702046187
FLI1,1.28064189636916,0.16051327629614115,1.6172499021224174,3.1398202296141537,1.098338736574754,5.223209249605058,1.4470988044032735,1.1046636980536106,0.0,0.4578558893038145,2.625662271976849,2.9160560160341458,1.5353650777819412,3.066825697788442,3.572627373237396,2.007229171844736,3.7583730512709805,2.8140396579517786,1.0937036728290706,1.64415825891194,0.9640287663698562,1.1524890981439497,0.7639506313602858,2.393339944754946,2.7139332927248905,2.356537033423658,0.7945351685753113,-2.3164726305490198,2.400583886379339,2.995425601299394,2.6637231867349347,1.3835960663197469,0.0,0.8896007410838063,3.2052494237987115,1.3382355642304067,-0.2845963536967904,1.573230099016781,1.8141163415582053,1.9357819040632867,1.8539009919880494,0.8882576262820242,2.297270013659744,2.216840264497143,2.443101008193394,0.4222683502880705,1.8670779865370202,1.1716874116951548,0.6746545455054199,0.7387444302101052,-0.17960336710184677,1.3274841830633064,0.0,0.682220068913007,1.3528029663127132,2.1001392266833503,2.517573844220716,1.0084374898312918,0.6685050411882562
GATA2,0.5033711164206423,0.4108185179302897,1.976838698728033,0.0,0.3828881076153917,0.982677768560854,0.36836170223204673,0.5924003325073722,0.29218520461374825,0.0,0.19192254245701504,0.0,0.0,0.5409507413836478,0.6034390903357604,0.4368738780249002,0.6494666356319184,1.6924854301955607,0.13614654891726208,0.3208306944252361,0.2517846343409297,0.1263860239881406,0.2116164818401434,0.7762075073633959,0.6030791081321161,0.5096545373265986,0.13965271232779586,-0.9746300341684812,0.6020512424598179,0.24340925867849483,1.571365972764657,0.0,4.824808081076576,0.0,0.0,0.23500244339243545,-0.47760082879903976,1.7804139617181223,0.22511632932791806,-0.19538583803554102,0.6504998279421355,0.5802395797229051,0.7750462418612819,0.47276297551801616,0.4621575861493095,-0.5270556457487395,0.3905363380094675,0.17010661485458287,-0.2987681419448997,0.0,0.0,0.0,2.7438880856930083,0.42492867982691634,0.0,0.5019422096308288,-0.4957857574855036,0.33956980009296395,0.4457462436700116
