,FLAG_GFI1,CEBPA,HOXA9,PLAGL2,MEIS1,ETV6,RUNX1,FOSL2,FLI1,GATA2,SP1,E2F3,ZNF281,SREBF1,LMO2,STAT5B,ZMYND8,LYL1,MYC,TFAP4,RUNX2,MAX,IRF8,MYB,ZEB2,RXRA,SPI1,MEF2C,FLAG_MEF2D,ELF2,JUND,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1,MLL_KTM2A,RARA,IKZF1,AFF4,CTCF,BRD4,CEBPB,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,promoters,enhancer,super_enhancer
FLAG_GFI1,0.0,6.166078559438633e-13,1.7227887351237055e-45,0.0,1.6746004700375283e-256,0.0,0.0,1.634383168833634e-147,0.0,3.334638149005934e-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001057928487481e-299,2.5446014176e-313,5.479589302993694e-167,0.0,0.0,0.0,3.1933832362756565e-78,1.2114859311331815e-45,0.0,0.0,2.7248203824538547e-133,0.0,1.0,6.234088729007314e-100,5.1151187558035397e-39,2.1865527456998357e-174,1.697892928569114e-96,5.366259385554003e-22,0.0,0.0,0.0,2.2955588090201123e-46,0.0,0.0,0.0,6.87616807257522e-21,0.0,0.0,1.854694458102946e-97,3.2017350546286524e-97,1.0,1.4117929214e-314,0.008002439765474427,0.19853034783659976,0.0,0.0,0.0,3.7065872766951095e-05,1.776936790414579e-24
CEBPA,2.324477621336996e-30,0.0,8.513421119447261e-69,9.639209752335932e-70,3.777304988787722e-220,5.104045553507584e-69,0.0003150843217185017,1.0,1.778381337445946e-36,4.5288137450873383e-187,1.6584253604271857e-20,2.741769901403726e-139,1.3386608866854274e-244,0.00018246846500647137,1.0,1.0,1.0526695728858868e-54,1.0811149781418113e-294,7.77520615636179e-18,1.254646884147783e-11,2.2960808583806673e-61,1.675408293349048e-11,3.70181750949536e-08,2.188742908687047e-269,3.93210923164343e-63,1.0,5.258429254292277e-59,0.0,3.4109054092767167e-10,6.5874015738964e-23,9.606695462130879e-279,4.2325324e-317,1.0,1.2827247610508238e-18,1.0813410549723015e-10,1.0,2.8919626927028453e-131,1.0,1.871418820766775e-34,0.0,0.0,8.372443570645343e-205,0.0006078826388590549,8.404089346026349e-47,2.1749628402441926e-52,0.0,1.0,0.0,2.5273842327463193e-176,1.5086853084874598e-72,2.1362663933670563e-07,5.242620436364303e-245,1.0,1.1161314542267546e-242,4.9700385613139945e-45,1.5632574358468047e-39,0.0,4.383605913250629e-49,1.0
HOXA9,1.0596424274593286e-30,2.16359102667585e-18,0.0,1.5607055523381382e-05,9.137577760660998e-93,3.871675461816201e-62,5.045406272594126e-45,1.2806649304972267e-40,1.9385270275319276e-29,3.1758255925775823e-60,3.1205525561747968e-24,7.243843766008108e-10,1.0,2.2371001720874082e-25,1.2686263389739471e-31,2.9484681260617037e-24,3.879257097920971e-80,2.0588179971218632e-151,5.041089803323654e-24,8.257098502023851e-24,3.523954745188081e-33,2.5386927315440787e-25,9.072968704080572e-25,6.362877424059248e-172,9.061875917472155e-42,1.1489600808344705e-23,0.0001234137044355665,1.0,2.099421670435184e-84,1.488051943429685e-11,1.3913506906679079e-233,0.00039883291167026815,1.6438841892248767e-56,1.0,1.0,3.1531924527417364e-18,1.0,2.4352480760371406e-54,1.625439145204215e-29,1.0,7.864640581962234e-111,4.543153383708867e-40,2.2327354394816056e-21,1.4864826345072176e-36,1.0495084254883412e-08,1.0,1.2705206984357885e-50,6.6724284690001166e-06,3.9268507791100906e-05,1.0,1.0,1.0,8.724919102124327e-19,1.0083139088611654e-23,0.0029699334544661333,3.042490611365483e-44,0.06993939760181138,4.046902326082103e-27,0.15334747546562447
PLAGL2,0.0,7.819762817275757e-31,2.539912326845281e-07,0.0,0.0,0.0,0.0,1.4576395733439494e-239,0.0,0.0017740264447249385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8880552327974348e-220,2.401774202703704e-23,0.0,0.0,2.2903385967816495e-213,0.0,0.9333311073383909,0.0,4.492713774038873e-193,0.0,3.724578022206347e-32,3.1564325130957717e-83,0.0,0.0,0.0,2.5537396863616483e-05,0.0,0.0,0.0,3.635366999647054e-166,0.0,0.0,0.0,0.0,1.4748785306967284e-14,0.0,1.4081848054580187e-12,4.9098214609206865e-14,0.0,0.0,0.0,1.382068571302466e-38,1.7883422661816284e-43
MEIS1,0.0,4.71905566229141e-169,0.0,0.0,0.0,0.0,0.0,3.243053536037214e-276,0.0,3.487083666763711e-103,0.0,0.0,2.240949428295157e-251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.825730100407278e-253,0.0,0.0,0.0,0.0,0.0,1.0,2.2170904976426734e-202,8.438794824237956e-39,0.0,4.961215180304414e-67,1.318615476973756e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.458849862680339e-175,2.616260523171312e-22,0.0,0.0,3.687612637203721e-14,4.2935954502146254e-80,6.758001941634703e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.162415835521653e-62
ETV6,2.3840535901639652e-284,2.762643225440403e-23,1.777715972386993e-71,0.0,0.0,0.0,0.0,8.62155488729973e-102,0.0,4.01027111639372e-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3636356407653497e-234,4.201276090100308e-277,1.2607488675672575e-302,0.0,0.0,0.0,2.9649906728119644e-184,8.949761792172931e-22,0.0,0.0,0.0,0.0,3.7348700507419184e-19,2.951969819398226e-240,1.2571408542054295e-64,0.0,0.001727879063749505,5.220523384024979e-30,0.0,0.0,0.0,1.9158865370137497e-62,0.0,0.0,2.194024342657075e-307,1.2729357372047576e-31,0.0,0.0,2.1068688263934356e-59,4.283422973436121e-183,0.00010843531765617942,0.0,5.5370992054467725e-39,3.781076891481307e-21,0.0,0.0,0.0,4.099176982735655e-64,1.0553817221453597e-36
RUNX1,0.0,0.010203128770757307,5.395869554146554e-128,0.0,0.0,0.0,0.0,1.9549841943891217e-220,0.0,4.902634762010316e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.162613364176605e-124,0.0,1.0,1.8133976965115887e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3443418725455655e-135,0.0,0.0,0.0,0.0,0.13491065679094622,0.0,6.855199159038065e-11,1.366813279374682e-308,0.0,0.0,0.0,0.0,3.304741943653477e-215
FOSL2,5.958629896118239e-107,1.0,7.687747361723268e-44,1.454632306215169e-193,7.375243087266734e-106,2.482526636541681e-96,7.250234653827668e-89,0.0,4.488958342676225e-52,8.691136558889286e-11,2.4599111230017355e-79,1.3935827306228024e-158,1.1872338844438801e-98,3.615237648555015e-253,1.4869045989414541e-61,8.325253528886147e-215,5.990184022616965e-162,6.808926036804415e-182,1.4676874499803382e-51,0.0,5.7275227127875206e-43,1.2247074031945405e-83,1.148402957608536e-38,2.8052972308382176e-140,1.3827421227178855e-59,6.491219995714536e-275,1.0,1.0,2.1156416848545857e-88,2.996652958404665e-36,0.0,2.567130467060123e-29,0.011963079342314059,1.0,1.0,1.0701076135176462e-39,3.3619475780089612e-12,0.007510837181306779,3.3777045472092846e-35,1.0,2.3682239127460075e-177,4.0963618896938586e-68,3.881024620501114e-297,9.547219151245348e-96,4.2362889652027816e-54,0.0008662750488024616,5.698728690255112e-140,1.6804425028356552e-76,0.43813542811412554,1.0,1.0,4.669738622128351e-10,1.0,4.522153663710006e-11,4.856581059858851e-37,2.225205277248938e-185,1.0,8.419878067677302e-47,0.0004549551000236483
FLI1,0.0,4.476476384189267e-28,1.0808147134167751e-82,0.0,0.0,0.0,0.0,2.229209844228875e-128,0.0,1.3032845202056543e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1158489787963693e-113,0.0,8.20431938775498e-06,2.6976666610927218e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.925088540371049e-65,0.0,0.0,0.0,5.1650078540128915e-282,0.00010386400124254267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.490713471737866e-94
GATA2,3.2492750422291876e-42,1.6607188371548913e-68,1.6641852910416597e-76,0.002639450523226824,4.711300244836357e-50,5.036463365627927e-69,5.333000143945593e-45,1.9839575114062056e-12,1.5318872168352451e-27,0.0,0.00018343456077032488,1.0,1.0,1.2343378879157594e-09,5.1437787346315226e-48,6.126512803836256e-41,3.094380825322889e-77,0.0,0.00015893000395894556,2.3656313457084116e-19,1.0793422041481987e-24,0.0003909043570073419,2.7223486538015163e-14,1.4378664716629262e-129,8.935716862626208e-26,2.133213545882559e-30,2.989285025549379e-06,4.079150388912148e-53,5.581043708777779e-68,2.0369868304634318e-12,6.927537383178811e-104,0.026289093984299426,6.238110461026012e-47,1.0,1.0,5.757210249843486e-17,0.0005598437013464226,1.3318462731084858e-12,3.227628565878679e-13,0.0009697466816727283,2.3897323716906734e-134,1.13305512109868e-84,1.7825042263443794e-29,1.5907997009982124e-47,0.00031754687427457926,1.3644207188881468e-24,9.049201978778986e-45,1.37933703991845e-07,7.003581153173616e-16,1.0,1.0,1.0,9.812546604645288e-11,1.1150485541629978e-55,0.038210241348189955,4.976412332135889e-66,1.0546075797670008e-16,3.933810916962667e-28,1.9453171188074814e-13
