,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
NOS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT2,0.07358201328564129,0.08220211161387632,0.027263875365141188,0.021176470588235293,0.016299137104506232,0.015873015873015872,0.02106430155210643,0.02490421455938697,0.008385744234800839,0.014084507042253521,0.013417521704814523,0.012520868113522538,0.009673518742442563,0.011968085106382979,0.01376720901126408,0.011194029850746268
CNOT3,0.047619047619047616,0.06140350877192982,0.05660377358490566,0.05732484076433121,0.008620689655172414,0.05844155844155844,0.027472527472527472,0.04878048780487805,0.005154639175257732,0.0,0.012658227848101266,0.03125,0.015151515151515152,0.014598540145985401,0.004545454545454545,0.013333333333333334
CNOT4,0.23728813559322035,0.19469026548672566,0.08294930875576037,0.08,0.04020100502512563,0.0776255707762557,0.07142857142857142,0.05084745762711865,0.039603960396039604,0.022222222222222223,0.020905923344947737,0.008875739644970414,0.039525691699604744,0.041237113402061855,0.0635593220338983,0.02766798418972332
NOTCH1,0.1251646903820817,0.13045375218150088,0.081875,0.07680722891566265,0.045307443365695796,0.033884297520661154,0.051470588235294115,0.05331179321486268,0.01228878648233487,0.01702127659574468,0.010146561443066516,0.010684798445847498,0.026823134953897737,0.015057573073516387,0.024151436031331592,0.009549071618037135
NOTCH2,0.0776973335687798,0.08114233907524931,0.03723562704795949,0.029231324431613137,0.02086280056577086,0.017674418604651163,0.01256281407035176,0.018835616438356163,0.012007389162561576,0.009911894273127754,0.008802816901408451,0.005608709996700759,0.012300123001230012,0.008174386920980926,0.01838235294117647,0.0005324813631522897
NOTCH4,0.05263157894736842,0.03571428571428571,0.05172413793103448,0.027777777777777776,0.024390243902439025,0.058823529411764705,0.06896551724137931,0.0,0.030303030303030304,0.06779661016949153,0.08695652173913043,0.0,0.058823529411764705,0.047619047619047616,0.13636363636363635,0.0
CCN3,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.0625,0.0,0.09090909090909091,0.0,0.0,0.04,0.0,0.1875,0.07692307692307693,0.058823529411764705,0.0,0.0,0.0
PNP,0.15143699336772293,0.12858660998937302,0.07817385866166354,0.07717569786535304,0.060580204778156996,0.04910096818810512,0.05901639344262295,0.07651006711409396,0.030834914611005692,0.034083388484447384,0.02158273381294964,0.029411764705882353,0.03415061295971979,0.03333333333333333,0.04797047970479705,0.014035087719298246
NPAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAT,0.11370262390670553,0.09307875894988067,0.03691275167785235,0.022123893805309734,0.030534351145038167,0.009259259259259259,0.020100502512562814,0.0410958904109589,0.007326007326007326,0.010050251256281407,0.006600660066006601,0.011235955056179775,0.01858736059479554,0.0049261083743842365,0.02185792349726776,0.00975609756097561
NPC1,0.09946236559139784,0.06620209059233449,0.03829787234042553,0.008771929824561403,0.0205761316872428,0.04819277108433735,0.03463203463203463,0.0273972602739726,0.011494252873563218,0.014388489208633094,0.027707808564231738,0.00646551724137931,0.018575851393188854,0.01910828025477707,0.0,0.012244897959183673
NPM1,0.023673853022381484,0.02362940926476838,0.009718622732321363,0.006716957734835176,0.004987531172069825,0.007080175508575987,0.008662581871962814,0.0068415051311288486,0.005395112662646779,0.00538122859738626,0.004204625087596356,0.0019440844288094797,0.004603707851188255,0.0035252643948296123,0.006220481511346619,0.003823506920547526
NPPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPR3,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
SLC11A2,0.13061564059900166,0.1303395399780942,0.06967213114754098,0.055944055944055944,0.03542673107890499,0.058577405857740586,0.03993055555555555,0.04843304843304843,0.021246458923512748,0.022022022022022022,0.025044722719141325,0.02358490566037736,0.03130755064456722,0.02834008097165992,0.0328719723183391,0.0
NRAS,0.04323601515489191,0.03934786016617025,0.016897816036983898,0.009984338292873924,0.0085149863760218,0.011517367458866544,0.011933701657458563,0.010698552548772814,0.01066603460535672,0.006434581752186108,0.005668192718552431,0.004683363877010792,0.004662522202486678,0.0058375634517766496,0.00974770642201835,0.003161222339304531
NRCAM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.012244897959183673,0.015789473684210527,0.015748031496062992,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.009009009009009009,0.0
NRF1,0.1596009975062344,0.18063314711359404,0.11549295774647887,0.0935672514619883,0.049132947976878616,0.04819277108433735,0.06345177664974619,0.07462686567164178,0.025,0.030721966205837174,0.014492753623188406,0.020618556701030927,0.03757225433526012,0.033707865168539325,0.0838150289017341,0.02857142857142857
NRGN,0.014094955489614243,0.012682926829268294,0.010510510510510511,0.005415162454873646,0.002008032128514056,0.0,0.0013679890560875513,0.002680965147453083,0.0,0.001017293997965412,0.006993006993006993,0.0,0.0023094688221709007,0.005494505494505495,0.003194888178913738,0.0013123359580052493
NRL,0.09090909090909091,0.05660377358490566,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBX1,0.018580165673143918,0.018283764017552412,0.007495649846071476,0.006607513686992637,0.005427408412483039,0.008195521732767452,0.007255520504731861,0.0058965424819083356,0.002263906856403622,0.0027920962199312715,0.0029560076508433316,0.0024021478027412744,0.0029438822447102114,0.0022158209616662972,0.0055147058823529415,0.0009430149535228344
NSF,0.046359499431171784,0.032245062474808545,0.020956719817767654,0.011803588290840416,0.007122507122507123,0.013672795851013672,0.013197969543147208,0.006530612244897959,0.009251101321585903,0.007028753993610224,0.004972650422675286,0.004032258064516129,0.008420009905894007,0.005500550055005501,0.00772626931567329,0.0032537960954446853
NT5E,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0
NTHL1,0.04081632653061224,0.0,0.058823529411764705,0.0,0.03225806451612903,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTRK2,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTRK3,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTSR1,0.0794392523364486,0.07792207792207792,0.06648936170212766,0.0549645390070922,0.038181818181818185,0.04094292803970223,0.03389830508474576,0.03357314148681055,0.0175,0.008057296329453895,0.01263157894736842,0.016245487364620937,0.015037593984962405,0.012578616352201259,0.02026221692491061,0.005940594059405941
NUCB1,0.016666666666666666,0.018623024830699775,0.011329305135951661,0.008395522388059701,0.006896551724137931,0.005431093007467753,0.004291845493562232,0.004137931034482759,0.002144388849177984,0.0030105368790767687,0.002257336343115124,0.0,0.004259850905218318,0.0037974683544303796,0.005113221329437546,0.0016625103906899418
NUCB2,0.0193756727664155,0.0110803324099723,0.018154311649016642,0.00473186119873817,0.0016638935108153079,0.0018050541516245488,0.0,0.007936507936507936,0.0022727272727272726,0.0017482517482517483,0.012594458438287154,0.0,0.0031446540880503146,0.0025906735751295338,0.002898550724637681,0.008403361344537815
NUMA1,0.040140584535701074,0.039012925969447707,0.030313124583610927,0.02413479052823315,0.022761009401286492,0.01747311827956989,0.024504504504504504,0.023305084745762712,0.011027095148078135,0.00823045267489712,0.008201892744479496,0.009169054441260744,0.015161502966381015,0.013831258644536652,0.01922365988909427,0.004398826979472141
NUP88,0.028858218318695106,0.033154121863799284,0.018165304268846504,0.014038876889848811,0.00631578947368421,0.007897334649555774,0.007446808510638298,0.012216404886561954,0.005296610169491525,0.0056939501779359435,0.00508130081300813,0.0009389671361502347,0.005089058524173028,0.0025974025974025974,0.007453416149068323,0.0033927056827820186
NUP98,0.08970251716247139,0.10231023102310231,0.0425,0.030272452068617558,0.01921229586935639,0.03866432337434095,0.04102096627164995,0.03425774877650897,0.023154848046309694,0.024319066147859923,0.01335559265442404,0.016494845360824743,0.02066929133858268,0.02591792656587473,0.03592314118629908,0.009067357512953367
NR4A2,0.26785714285714285,0.3090909090909091,0.07317073170731707,0.04,0.2727272727272727,0.14705882352941177,0.09090909090909091,0.14285714285714285,0.35384615384615387,0.29896907216494845,0.25,0.1625,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.1346153846153846
NVL,0.0954356846473029,0.10909090909090909,0.02564102564102564,0.04225352112676056,0.03225806451612903,0.02631578947368421,0.044444444444444446,0.0,0.018518518518518517,0.011494252873563218,0.006289308176100629,0.0,0.0,0.007633587786259542,0.026845637583892617,0.013824884792626729
OAS1,0.10344827586206896,0.08333333333333333,0.0,0.0,0.09090909090909091,0.0625,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.025,0.0,0.022222222222222223,0.0
OAS2,0.06808510638297872,0.05787781350482315,0.030418250950570342,0.03225806451612903,0.01968503937007874,0.014925373134328358,0.041237113402061855,0.03676470588235294,0.015748031496062992,0.01832460732984293,0.03187250996015936,0.007874015748031496,0.017045454545454544,0.025510204081632654,0.0343980343980344,0.018544935805991442
OAT,0.024922118380062305,0.01098901098901099,0.0091324200913242,0.00684931506849315,0.0,0.00641025641025641,0.007751937984496124,0.009708737864077669,0.017142857142857144,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0
TBC1D25,0.06694560669456066,0.08469945355191257,0.03875968992248062,0.045454545454545456,0.010582010582010581,0.00684931506849315,0.018867924528301886,0.0,0.024390243902439025,0.019704433497536946,0.0,0.00392156862745098,0.024752475247524754,0.023255813953488372,0.02681992337164751,0.011583011583011582
OAZ1,0.01742608198828739,0.015890654517168576,0.00944918183913344,0.009006690684508493,0.007672991071428571,0.00505974808913769,0.008631851532153647,0.008794508794508795,0.003772398616787174,0.00411663807890223,0.0037481259370314842,0.002297090352220521,0.004949704614402044,0.0036041447664814535,0.006406716005743952,0.002560925237505163
OAZ2,0.02608695652173913,0.02613941018766756,0.009487666034155597,0.005610098176718092,0.0029806259314456036,0.007616974972796518,0.01134020618556701,0.015037593984962405,0.004897159647404506,0.006278538812785388,0.0050062578222778474,0.006557377049180328,0.006944444444444444,0.014354066985645933,0.008806262230919765,0.002229654403567447
OCRL,0.06920415224913495,0.08955223880597014,0.05128205128205128,0.03345724907063197,0.01444043321299639,0.024725274725274724,0.02531645569620253,0.011627906976744186,0.022099447513812154,0.011299435028248588,0.02702702702702703,0.0,0.024390243902439025,0.010050251256281407,0.01098901098901099,0.003745318352059925
ODC1,0.0395778364116095,0.03322565759113982,0.02143569292123629,0.012082853855005753,0.014934660858743,0.009977324263038548,0.010905642484589853,0.01910828025477707,0.014653641207815276,0.01138627953316254,0.010101010101010102,0.00475963826749167,0.004078857919782461,0.011045655375552283,0.012709710218607015,0.0030211480362537764
ODF2,0.048834628190899,0.04664723032069971,0.027972027972027972,0.027122641509433963,0.01542111506524318,0.018867924528301886,0.01520086862106406,0.01824817518248175,0.010050251256281407,0.008379888268156424,0.0033407572383073497,0.003683241252302026,0.010086455331412104,0.012893982808022923,0.016129032258064516,0.006641366223908918
OGDH,0.020833333333333332,0.018543046357615896,0.0199203187250996,0.027972027972027972,0.005405405405405406,0.005357142857142857,0.013257575757575758,0.007220216606498195,0.004545454545454545,0.0010976948408342481,0.009708737864077669,0.010351966873706004,0.021447721179624665,0.0,0.023154848046309694,0.0032520325203252032
OGG1,0.05627705627705628,0.10485933503836317,0.05944055944055944,0.06896551724137931,0.0427807486631016,0.012552301255230125,0.01845018450184502,0.008620689655172414,0.012145748987854251,0.008645533141210375,0.0,0.03153153153153153,0.021897810218978103,0.0,0.036734693877551024,0.0
OGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMG,0.08333333333333333,0.09090909090909091,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPA1,0.04383694597217729,0.040446927374301674,0.01685671789786812,0.009322033898305085,0.006321112515802781,0.004876727174207532,0.0073225087551735115,0.005499541704857928,0.007903780068728522,0.005330748727889508,0.005072708826513358,0.004863221884498481,0.005410889414947582,0.006189555125725338,0.008936170212765958,0.002953586497890295
OPHN1,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRL1,0.03773584905660377,0.07547169811320754,0.03225806451612903,0.0,0.05,0.041666666666666664,0.024390243902439025,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORC1,0.13513513513513514,0.12440191387559808,0.07881773399014778,0.06611570247933884,0.029850746268656716,0.03225806451612903,0.025510204081632654,0.0379746835443038,0.034482758620689655,0.023880597014925373,0.0,0.01932367149758454,0.035211267605633804,0.03787878787878788,0.07608695652173914,0.014423076923076924
ORC2,0.0630048465266559,0.07509025270758123,0.030497592295345103,0.024015369836695485,0.01132404181184669,0.017625231910946195,0.011940298507462687,0.015337423312883436,0.0056179775280898875,0.011798017932987258,0.0088,0.008565310492505354,0.013256006628003313,0.009450171821305841,0.013835511145272867,0.006349206349206349
ORC4,0.057692307692307696,0.07407407407407407,0.020754716981132074,0.013245033112582781,0.01606425702811245,0.006864988558352402,0.020356234096692113,0.009900990099009901,0.007853403141361256,0.02119460500963391,0.020361990950226245,0.00909090909090909,0.005405405405405406,0.006993006993006993,0.012461059190031152,0.006172839506172839
ORC5,0.10559006211180125,0.08849557522123894,0.04819277108433735,0.043010752688172046,0.029069767441860465,0.04522613065326633,0.02824858757062147,0.008,0.01107011070110701,0.02425876010781671,0.024096385542168676,0.003215434083601286,0.02403846153846154,0.020134228187919462,0.07509881422924901,0.014423076923076924
SLC22A18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A18AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORM1,0.004524886877828055,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018867924528301886,0.0,0.014084507042253521,0.0,0.0
ORM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBP,0.10927331887201736,0.09792709077912795,0.05165692007797271,0.044964028776978415,0.020757020757020756,0.029927760577915376,0.029168959823885527,0.03441295546558704,0.01430549146285187,0.015984015984015984,0.012453300124533,0.010219724067450179,0.020027624309392266,0.016504126031507877,0.020763187429854096,0.013550135501355014
OSM,0.5511363636363636,0.5627376425855514,0.5333333333333333,0.5802469135802469,0.46846846846846846,0.5263157894736842,0.5024390243902439,0.4166666666666667,0.4155844155844156,0.28846153846153844,0.33766233766233766,0.24210526315789474,0.43209876543209874,0.45901639344262296,0.4397163120567376,0.18421052631578946
CLDN11,0.2,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTX1,0.5,0.4418604651162791,0.5238095238095238,0.35714285714285715,0.5,0.14285714285714285,0.2608695652173913,0.3,0.13043478260869565,0.18181818181818182,0.0,0.0,0.6,0.08333333333333333,0.4166666666666667,0.1111111111111111
OVGP1,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0
OVOL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXA1L,0.043010752688172046,0.040097205346294046,0.02478134110787172,0.019667170953101363,0.003048780487804878,0.006578947368421052,0.019662921348314606,0.0125,0.004178272980501393,0.002997002997002997,0.02091254752851711,0.004658385093167702,0.015904572564612324,0.011538461538461539,0.015174506828528073,0.010368663594470046
OXCT1,0.024447031431897557,0.0237892948173322,0.008387698042870456,0.008064516129032258,0.002034587995930824,0.004136504653567736,0.004540295119182747,0.011666666666666667,0.0026455026455026454,0.005763688760806916,0.013853904282115869,0.007936507936507936,0.0013404825737265416,0.007704160246533128,0.008264462809917356,0.0013123359580052493
OXTR,0.25806451612903225,0.14634146341463414,0.11538461538461539,0.125,0.08,0.02,0.0,0.05263157894736842,0.03508771929824561,0.01834862385321101,0.0,0.013888888888888888,0.011235955056179775,0.0,0.031746031746031744,0.0
P2RX1,0.08019639934533551,0.08315098468271334,0.07579462102689487,0.02666666666666667,0.027210884353741496,0.026737967914438502,0.03254437869822485,0.03684210526315789,0.0,0.013793103448275862,0.0,0.0,0.05194805194805195,0.0,0.04477611940298507,0.0
P2RX4,0.03856749311294766,0.02531645569620253,0.03260869565217391,0.006802721088435374,0.038461538461538464,0.009433962264150943,0.02304147465437788,0.0,0.0070921985815602835,0.023923444976076555,0.011627906976744186,0.0,0.012987012987012988,0.050505050505050504,0.03870967741935484,0.011627906976744186
P2RX5,0.1276595744680851,0.04878048780487805,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.02857142857142857,0.0,0.2222222222222222,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0
P2RX7,0.05357142857142857,0.042105263157894736,0.022123893805309734,0.0,0.028985507246376812,0.046357615894039736,0.034482758620689655,0.024844720496894408,0.03592814371257485,0.00816326530612245,0.008264462809917356,0.0,0.005076142131979695,0.030303030303030304,0.03225806451612903,0.013605442176870748
P2RY1,0.32142857142857145,0.29069767441860467,0.20833333333333334,0.13953488372093023,0.2413793103448276,0.037037037037037035,0.14814814814814814,0.06896551724137931,0.043478260869565216,0.03,0.09230769230769231,0.02197802197802198,0.01818181818181818,0.06,0.11864406779661017,0.023809523809523808
P2RY2,0.2070889399409255,0.20796847635726795,0.13108108108108107,0.11906893464637422,0.10175879396984924,0.0926605504587156,0.10243407707910751,0.11578947368421053,0.025983667409057165,0.024141942990110528,0.022254127781765973,0.022770398481973434,0.03461918892185954,0.026232948583420776,0.04564072557050907,0.025746652935118436
P2RY6,0.1834319526627219,0.16299559471365638,0.08125,0.12582781456953643,0.1262135922330097,0.037267080745341616,0.08823529411764706,0.12121212121212122,0.032448377581120944,0.021413276231263382,0.028089887640449437,0.013215859030837005,0.03208556149732621,0.030303030303030304,0.06177606177606178,0.02074688796680498
P2RY11,0.05808080808080808,0.08536585365853659,0.061611374407582936,0.025974025974025976,0.052434456928838954,0.07506053268765134,0.053864168618266976,0.04285714285714286,0.033707865168539325,0.03943661971830986,0.023809523809523808,0.04046242774566474,0.014598540145985401,0.030303030303030304,0.035856573705179286,0.022222222222222223
P4HA1,0.013084112149532711,0.013646288209606987,0.004329004329004329,0.006042296072507553,0.005171299288946348,0.002883922134102379,0.006324110671936759,0.0011695906432748538,0.002967359050445104,0.010438413361169102,0.02616279069767442,0.01627906976744186,0.020942408376963352,0.013054830287206266,0.021148036253776436,0.00819672131147541
P4HB,0.02135784529079788,0.021764591059925825,0.014098948987439118,0.013704571081620261,0.011894194922776496,0.009536357362444318,0.011052726943286828,0.012214682294879703,0.004462497854568339,0.0034969022007677983,0.004206275763439051,0.0036464312242555203,0.005873715124816446,0.004897253696946418,0.006623586429725364,0.0023346303501945525
PA2G4,0.07233695018084238,0.0752544635407976,0.03888652783680408,0.02444794952681388,0.021301775147928994,0.027388535031847135,0.03133333333333333,0.025915996425379804,0.017746595130004126,0.015422311905448256,0.014015053205294576,0.008776091081593928,0.01436265709156194,0.013845185651353053,0.022988505747126436,0.005988023952095809
PEBP1,0.018833652007648184,0.01588677065280185,0.008456659619450317,0.006089176978982518,0.00550098231827112,0.00535475234270415,0.00535128603486967,0.0055158987670343934,0.004287690179806363,0.004354531434273791,0.002380574511982225,0.0019372336303758234,0.0024875621890547263,0.002204261572373255,0.005008347245409015,0.0016034710431993963
PABPC3,0.047058823529411764,0.020833333333333332,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FURIN,0.0891089108910891,0.08440170940170941,0.063006300630063,0.062095730918499355,0.05327868852459016,0.04957102001906578,0.0390104662226451,0.04735883424408015,0.013636363636363636,0.01608848667672197,0.009913258983890954,0.015527950310559006,0.021566401816118047,0.015503875968992248,0.013734466971877043,0.008718395815170008
PCSK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH1B1,0.06495190748946288,0.06770056665672532,0.025636700961376286,0.020348837209302327,0.016306408797876374,0.01896813353566009,0.021248339973439574,0.017953929539295393,0.010186389250108365,0.007566585956416465,0.011353104726598702,0.00411764705882353,0.008319852091518374,0.007730535615681944,0.016357950445032476,0.0050335570469798654
PAFAH1B2,0.10737964831363506,0.10758341759352881,0.049171974522292994,0.02999062792877226,0.025382174790885493,0.027049406569141596,0.03072,0.02687904430064709,0.02054794520547945,0.015490196078431372,0.014100719424460431,0.010861515675141941,0.014935064935064935,0.016268980477223426,0.02673992673992674,0.010282776349614395
PAFAH1B3,0.043010752688172046,0.056338028169014086,0.0,0.046153846153846156,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.01818181818181818,0.017857142857142856,0.0
PAFAH2,0.07671957671957672,0.10909090909090909,0.04424778761061947,0.08527131782945736,0.03821656050955414,0.05687203791469194,0.09502262443438914,0.053763440860215055,0.02481389578163772,0.03664921465968586,0.017064846416382253,0.023936170212765957,0.04417670682730924,0.036036036036036036,0.03278688524590164,0.025906735751295335
PRDX1,0.02459016393442623,0.024851632047477746,0.0178755586112066,0.007682976142337242,0.00395778364116095,0.008506294658046955,0.008738203425375743,0.007724719101123595,0.003334188253398307,0.004172229639519359,0.002213088839709137,0.003519356460532931,0.0054466230936819175,0.002393162393162393,0.005384615384615384,0.0023708721422523284
SERPINE1,0.12480252764612954,0.0958904109589041,0.06862745098039216,0.04219409282700422,0.046822742474916385,0.04269662921348315,0.044186046511627906,0.03765690376569038,0.1111111111111111,0.19523809523809524,0.1282051282051282,0.13445378151260504,0.1780821917808219,0.15333333333333332,0.16115702479338842,0.09554140127388536
PAK1,0.05714285714285714,0.05541871921182266,0.023494860499265784,0.01383399209486166,0.023465703971119134,0.009584664536741214,0.011666666666666667,0.022364217252396165,0.01680672268907563,0.01317027281279398,0.01579778830963665,0.0049261083743842365,0.012903225806451613,0.017699115044247787,0.014035087719298246,0.001488095238095238
PAK2,0.03477418104283776,0.03400041911148365,0.014336478372748438,0.009771538673272778,0.0072501294665976174,0.007974152746270708,0.010339616638829237,0.007311586051743532,0.005219041594179978,0.004418170504044804,0.0030471410647069366,0.0026989449578801016,0.004888995752184018,0.005451783001161855,0.007907370799209263,0.002508551881413911
PAK3,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALM,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARN,0.04175704989154013,0.0378619153674833,0.01845018450184502,0.015151515151515152,0.021301775147928994,0.015111111111111112,0.015841584158415842,0.011090573012939002,0.010934393638170975,0.014916467780429593,0.020434227330779056,0.004965243296921549,0.01174934725848564,0.008915304606240713,0.016299137104506232,0.00564516129032258
PAX5,0.0851063829787234,0.061224489795918366,0.1111111111111111,0.0,0.0,0.09090909090909091,0.0,0.125,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.05263157894736842,0.0
PAX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0
PDCL,0.09049773755656108,0.0718954248366013,0.03944315545243619,0.014577259475218658,0.0056657223796034,0.02005730659025788,0.03460207612456748,0.0,0.012658227848101266,0.010810810810810811,0.0029585798816568047,0.008695652173913044,0.011869436201780416,0.01509433962264151,0.00823045267489712,0.003703703703703704
PBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX2,0.028308563340410473,0.02878083661065427,0.021487039563437928,0.01537744641192917,0.011065006915629323,0.013819985825655563,0.013631597343586158,0.019285714285714285,0.006319702602230483,0.007680491551459293,0.003586065573770492,0.007704160246533128,0.00995285489785228,0.006069802731411229,0.01062735687350017,0.0010758472296933835
PBX3,0.09836065573770492,0.10409026798307475,0.042149292149292146,0.03422339225272659,0.021888680425265792,0.027974636329727715,0.034725093013642,0.025903614457831327,0.024297119055883373,0.016678930586215356,0.013455858221201182,0.01182237600922722,0.020894274968658588,0.013705103969754254,0.029930518439337254,0.010092145677928916
PC,0.020833333333333332,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBD1,0.01584507042253521,0.005263157894736842,0.0029069767441860465,0.0072992700729927005,0.013651877133105802,0.007575757575757576,0.008426966292134831,0.0,0.006825938566552901,0.0023148148148148147,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0
PCBP1,0.05791173304628633,0.059571619812583666,0.03143242029636282,0.02198391420911528,0.01846015308419631,0.017881705639614855,0.024602026049204053,0.017699115044247787,0.02262210796915167,0.014578271433530025,0.017368421052631578,0.00872219799389446,0.011056511056511056,0.010382868267358857,0.01927437641723356,0.010678391959798994
PCBP2,0.025362850021990912,0.025273987922165064,0.01467430207587688,0.006930289441500204,0.008695652173913044,0.010446685878962535,0.007510326699211416,0.010181818181818183,0.005335704757670075,0.005354330708661417,0.0024813895781637717,0.0017145306472353193,0.004895960832313341,0.003182686187141948,0.007285089849441476,0.0021474588403722263
